user_id,experiment_id,pre_window_days,daily_active_usage_score,pre_window_sessions,pre_window_revenue_usd
u0000637,exp005,7,0.7553,17,18.4
u0000638,exp005,7,0.7514,8,29.44
u0000639,exp005,7,0.7844,15,41.65
u0000640,exp005,7,0.6171,18,41.98
u0050001,exp002,7,2.15,1,14.44
u0050002,exp002,7,3.29,3,12.81
u0050003,exp002,7,3.64,14,7.48
u0050004,exp002,7,1.26,7,7.56
u0050005,exp002,7,3.55,14,21.98
u0050006,exp002,7,2.62,12,9.37
u0050007,exp002,7,2.33,10,13.88
u0050008,exp002,7,2.37,15,17.06
u0050009,exp002,7,1.74,8,28.81
u0050010,exp002,7,5.04,13,29.7
u0050011,exp002,7,2.13,14,7.44
u0050012,exp002,7,3.29,6,16.3
u0050013,exp002,7,2.9,7,6.57
u0050014,exp002,7,2.1,3,15.2
u0050015,exp002,7,3.52,11,4.5
u0050016,exp002,7,3.59,7,20.51
u0050017,exp002,7,3.23,14,10.62
u0050018,exp002,7,3.71,13,8.35
u0050019,exp002,7,3.87,5,2.25
u0050020,exp002,7,1.42,8,27.48
u0050021,exp002,7,3.0,4,13.63
u0050022,exp002,7,3.75,1,9.72
u0050023,exp002,7,3.88,3,15.41
u0050024,exp002,7,1.79,13,10.11
u0050025,exp002,7,1.3,5,19.84
u0050026,exp002,7,2.37,11,29.11
u0050027,exp002,7,2.03,5,21.83
u0050028,exp002,7,4.1,15,8.61
u0050029,exp002,7,2.73,3,11.35
u0050030,exp002,7,2.66,7,4.13
u0050031,exp002,7,1.44,13,5.35
u0050032,exp002,7,0.3,4,6.41
u0050033,exp002,7,3.67,3,13.84
u0050034,exp002,7,2.14,4,26.95
u0050035,exp002,7,4.05,12,0.63
u0050036,exp002,7,4.42,13,17.97
u0050037,exp002,7,0.92,7,9.09
u0050038,exp002,7,2.08,8,22.13
u0050039,exp002,7,3.01,10,12.76
u0050040,exp002,7,3.63,7,23.46
u0050041,exp002,7,3.82,7,28.61
u0050042,exp002,7,3.55,10,14.66
u0050043,exp002,7,2.51,13,0.51
u0050044,exp002,7,3.05,13,13.12
u0050045,exp002,7,2.44,7,27.39
u0050046,exp002,7,4.78,2,23.85
u0050047,exp002,7,2.01,5,16.07
u0050048,exp002,7,3.16,10,22.89
u0050049,exp002,7,2.77,10,7.88
u0050050,exp002,7,2.0,5,1.43
u0050051,exp002,7,0.8,3,23.05
u0050052,exp002,7,3.37,10,8.59
u0050053,exp002,7,2.88,12,6.17
u0050054,exp002,7,1.61,2,0.15
u0050055,exp002,7,1.49,8,11.14
u0050056,exp002,7,3.26,1,25.05
u0050057,exp002,7,2.15,3,2.32
u0050058,exp002,7,4.34,13,23.79
u0050059,exp002,7,2.17,15,17.61
u0050060,exp002,7,3.32,10,29.95
u0050061,exp002,7,2.78,4,12.92
u0050062,exp002,7,2.2,11,11.98
u0050063,exp002,7,3.22,13,16.84
u0050064,exp002,7,3.94,13,25.78
u0050065,exp002,7,2.78,5,7.85
u0050066,exp002,7,3.81,2,1.92
u0050067,exp002,7,1.97,13,19.44
u0050068,exp002,7,2.71,4,22.79
u0050069,exp002,7,2.48,2,25.31
u0050070,exp002,7,2.76,11,12.64
u0050071,exp002,7,2.44,6,20.48
u0050072,exp002,7,2.22,5,25.58
u0050073,exp002,7,2.32,4,0.9
u0050074,exp002,7,1.16,13,29.73
u0050075,exp002,7,2.96,15,28.62
u0050076,exp002,7,2.88,8,28.09
u0050077,exp002,7,2.87,13,21.91
u0050078,exp002,7,2.39,11,8.88
u0050079,exp002,7,2.29,12,0.18
u0050080,exp002,7,3.63,13,18.28
u0050081,exp002,7,0.81,1,9.77
u0050082,exp002,7,3.07,8,23.6
u0050083,exp002,7,3.56,7,19.66
u0050084,exp002,7,2.99,9,6.13
u0050085,exp002,7,3.48,7,3.56
u0050086,exp002,7,1.85,3,7.29
u0050087,exp002,7,2.1,15,20.49
u0050088,exp002,7,3.19,7,17.46
u0050089,exp002,7,2.7,2,9.88
u0050090,exp002,7,2.95,12,5.39
u0050091,exp002,7,1.68,13,27.75
u0050092,exp002,7,2.44,4,17.63
u0050093,exp002,7,3.53,15,4.56
u0050094,exp002,7,3.01,12,11.69
u0050095,exp002,7,3.27,14,22.03
u0050096,exp002,7,2.59,1,10.83
u0050097,exp002,7,3.08,2,1.65
u0050098,exp002,7,3.37,8,8.58
u0050099,exp002,7,2.43,9,28.43
u0050100,exp002,7,1.61,11,3.52
u0050101,exp002,7,4.3,6,4.27
u0050102,exp002,7,2.33,2,18.03
u0050103,exp002,7,2.89,14,0.2
u0050104,exp002,7,3.7,15,20.8
u0050105,exp002,7,1.72,3,21.58
u0050106,exp002,7,1.7,12,25.11
u0050107,exp002,7,3.19,15,10.93
u0050108,exp002,7,2.72,11,15.51
u0050109,exp002,7,3.11,8,15.19
u0050110,exp002,7,1.76,9,2.2
u0050111,exp002,7,5.19,4,18.53
u0050112,exp002,7,1.45,13,6.77
u0050113,exp002,7,3.38,3,28.95
u0050114,exp002,7,2.76,1,25.9
u0050115,exp002,7,2.26,8,21.3
u0050116,exp002,7,3.15,9,6.58
u0050117,exp002,7,4.04,1,19.96
u0050118,exp002,7,3.91,9,15.6
u0050119,exp002,7,2.96,13,28.11
u0050120,exp002,7,3.51,4,3.89
u0050121,exp002,7,4.27,2,15.21
u0050122,exp002,7,3.63,3,13.71
u0050123,exp002,7,3.28,4,18.19
u0050124,exp002,7,4.03,14,17.14
u0050125,exp002,7,1.78,4,16.86
u0050126,exp002,7,3.34,14,12.51
u0050127,exp002,7,3.32,10,17.26
u0050128,exp002,7,3.43,9,22.19
u0050129,exp002,7,3.06,5,23.58
u0050130,exp002,7,3.99,13,19.98
u0050131,exp002,7,2.04,15,2.6
u0050132,exp002,7,3.38,11,29.67
u0050133,exp002,7,5.02,14,25.41
u0050134,exp002,7,2.65,14,20.73
u0050135,exp002,7,1.56,11,19.61
u0050136,exp002,7,2.6,10,15.62
u0050137,exp002,7,2.21,2,10.86
u0050138,exp002,7,3.21,6,4.03
u0050139,exp002,7,2.89,5,7.07
u0050140,exp002,7,2.37,4,23.49
u0050141,exp002,7,3.56,10,23.88
u0050142,exp002,7,3.87,6,23.99
u0050143,exp002,7,3.83,11,18.4
u0050144,exp002,7,1.96,3,28.11
u0050145,exp002,7,2.4,12,21.73
u0050146,exp002,7,1.32,13,14.29
u0050147,exp002,7,2.77,12,25.19
u0050148,exp002,7,3.46,5,27.46
u0050149,exp002,7,2.87,12,5.26
u0050150,exp002,7,2.76,5,6.92
u0050151,exp002,7,3.83,1,14.78
u0050152,exp002,7,2.99,8,29.46
u0050153,exp002,7,2.77,6,22.78
u0050154,exp002,7,3.67,4,16.87
u0050155,exp002,7,3.01,7,25.05
u0050156,exp002,7,2.68,1,10.46
u0050157,exp002,7,1.92,11,6.79
u0050158,exp002,7,3.17,9,17.33
u0050159,exp002,7,2.15,12,16.0
u0050160,exp002,7,2.63,7,1.39
u0050161,exp002,7,3.45,5,28.99
u0050162,exp002,7,2.63,10,19.66
u0050163,exp002,7,3.94,8,29.16
u0050164,exp002,7,1.28,10,7.43
u0050165,exp002,7,3.31,9,18.17
u0050166,exp002,7,2.35,13,10.3
u0050167,exp002,7,2.68,2,5.37
u0050168,exp002,7,2.75,8,3.02
u0050169,exp002,7,4.5,1,15.4
u0050170,exp002,7,4.23,1,28.93
u0050171,exp002,7,3.6,5,0.37
u0050172,exp002,7,3.05,10,1.94
u0050173,exp002,7,3.11,7,4.17
u0050174,exp002,7,2.75,15,23.21
u0050175,exp002,7,2.8,12,17.83
u0050176,exp002,7,1.31,2,17.39
u0050177,exp002,7,2.44,10,4.11
u0050178,exp002,7,2.65,6,25.5
u0050179,exp002,7,1.48,2,23.01
u0050180,exp002,7,4.02,12,18.23
u0050181,exp002,7,3.34,4,13.54
u0050182,exp002,7,1.68,7,14.94
u0050183,exp002,7,3.28,10,23.61
u0050184,exp002,7,2.55,7,11.02
u0050185,exp002,7,1.65,2,16.52
u0050186,exp002,7,1.33,11,23.51
u0050187,exp002,7,2.84,10,21.92
u0050188,exp002,7,2.92,4,0.23
u0050189,exp002,7,2.66,1,14.15
u0050190,exp002,7,1.54,10,4.94
u0050191,exp002,7,4.02,11,19.1
u0050192,exp002,7,3.57,5,24.38
u0050193,exp002,7,3.29,8,17.42
u0050194,exp002,7,3.01,8,16.06
u0050195,exp002,7,2.24,14,0.55
u0050196,exp002,7,2.24,5,26.83
u0050197,exp002,7,2.64,6,4.07
u0050198,exp002,7,1.72,1,9.36
u0050199,exp002,7,3.33,13,4.53
u0050200,exp002,7,1.62,12,4.51
u0050201,exp002,7,1.75,9,15.32
u0050202,exp002,7,3.16,9,2.59
u0050203,exp002,7,2.22,13,29.29
u0050204,exp002,7,1.19,15,26.61
u0050205,exp002,7,2.19,14,24.34
u0050206,exp002,7,3.3,9,20.8
u0050207,exp002,7,3.02,4,14.18
u0050208,exp002,7,1.58,9,17.36
u0050209,exp002,7,4.32,9,14.12
u0050210,exp002,7,2.75,15,2.69
u0050211,exp002,7,2.58,13,9.56
u0050212,exp002,7,3.42,10,7.58
u0050213,exp002,7,3.28,5,16.71
u0050214,exp002,7,3.2,1,18.09
u0050215,exp002,7,2.5,11,2.09
u0050216,exp002,7,1.89,2,16.45
u0050217,exp002,7,3.05,7,12.76
u0050218,exp002,7,3.99,14,11.39
u0050219,exp002,7,1.68,9,24.73
u0050220,exp002,7,3.39,9,22.77
u0050221,exp002,7,2.08,12,7.07
u0050222,exp002,7,3.75,15,24.18
u0050223,exp002,7,3.35,1,23.49
u0050224,exp002,7,2.93,1,22.78
u0050225,exp002,7,3.18,8,16.91
u0050226,exp002,7,3.0,8,22.6
u0050227,exp002,7,1.03,9,24.78
u0050228,exp002,7,4.42,7,15.42
u0050229,exp002,7,3.03,8,0.09
u0050230,exp002,7,2.31,9,19.02
u0050231,exp002,7,2.38,2,25.84
u0050232,exp002,7,4.62,15,7.47
u0050233,exp002,7,2.4,9,28.36
u0050234,exp002,7,2.74,5,7.18
u0050235,exp002,7,3.48,12,18.42
u0050236,exp002,7,3.72,8,1.63
u0050237,exp002,7,2.8,3,17.76
u0050238,exp002,7,2.86,13,8.74
u0050239,exp002,7,2.22,6,16.37
u0050240,exp002,7,1.88,5,13.67
u0050241,exp002,7,3.2,1,12.6
u0050242,exp002,7,4.59,12,23.69
u0050243,exp002,7,4.3,6,6.48
u0050244,exp002,7,1.38,3,2.66
u0050245,exp002,7,2.65,10,20.52
u0050246,exp002,7,3.63,2,17.38
u0050247,exp002,7,1.3,10,9.39
u0050248,exp002,7,3.74,9,26.47
u0050249,exp002,7,1.69,8,1.47
u0050250,exp002,7,2.47,13,18.53
u0050251,exp002,7,3.55,15,7.19
u0050252,exp002,7,0.62,8,16.97
u0050253,exp002,7,2.62,3,24.41
u0050254,exp002,7,2.66,6,26.22
u0050255,exp002,7,2.7,5,17.45
u0050256,exp002,7,2.55,14,24.49
u0050257,exp002,7,1.33,11,29.1
u0050258,exp002,7,4.01,5,5.73
u0050259,exp002,7,3.05,8,23.55
u0050260,exp002,7,2.96,7,24.22
u0050261,exp002,7,2.76,1,29.2
u0050262,exp002,7,3.27,12,2.02
u0050263,exp002,7,2.76,2,27.91
u0050264,exp002,7,2.74,9,8.01
u0050265,exp002,7,3.1,7,20.32
u0050266,exp002,7,2.47,8,15.55
u0050267,exp002,7,2.92,13,11.45
u0050268,exp002,7,2.64,12,23.06
u0050269,exp002,7,2.53,11,16.58
u0050270,exp002,7,1.71,15,15.17
u0050271,exp002,7,4.25,13,19.34
u0050272,exp002,7,2.15,14,28.97
u0050273,exp002,7,2.44,12,28.39
u0050274,exp002,7,2.33,12,15.77
u0050275,exp002,7,2.22,4,7.38
u0050276,exp002,7,2.64,15,27.41
u0050277,exp002,7,2.03,15,5.44
u0050278,exp002,7,1.15,11,22.18
u0050279,exp002,7,2.38,5,13.49
u0050280,exp002,7,1.03,9,24.24
u0050281,exp002,7,1.96,8,24.51
u0050282,exp002,7,2.42,9,22.42
u0050283,exp002,7,3.71,5,8.39
u0050284,exp002,7,2.65,11,7.96
u0050285,exp002,7,1.93,5,28.2
u0050286,exp002,7,2.45,14,15.32
u0050287,exp002,7,2.51,14,22.87
u0050288,exp002,7,3.41,15,16.33
u0050289,exp002,7,3.78,10,0.24
u0050290,exp002,7,3.39,13,28.34
u0050291,exp002,7,2.85,8,1.85
u0050292,exp002,7,2.52,10,2.23
u0050293,exp002,7,3.23,10,18.57
u0050294,exp002,7,3.81,3,7.89
u0050295,exp002,7,2.92,8,24.76
u0050296,exp002,7,2.16,2,2.39
u0050297,exp002,7,2.34,1,8.29
u0050298,exp002,7,4.78,9,22.11
u0050299,exp002,7,2.52,14,29.6
u0050300,exp002,7,4.84,14,8.78
u0050301,exp002,7,2.81,2,2.27
u0050302,exp002,7,1.95,14,9.04
u0050303,exp002,7,3.04,4,29.23
u0050304,exp002,7,3.79,9,25.79
u0050305,exp002,7,2.51,1,5.2
u0050306,exp002,7,3.32,3,23.68
u0050307,exp002,7,3.87,11,3.52
u0050308,exp002,7,3.58,6,7.81
u0050309,exp002,7,4.14,5,2.46
u0050310,exp002,7,0.8,1,11.89
u0050311,exp002,7,2.33,5,28.61
u0050312,exp002,7,3.82,11,5.55
u0050313,exp002,7,2.63,7,8.63
u0050314,exp002,7,3.57,2,2.97
u0050315,exp002,7,3.63,1,29.18
u0050316,exp002,7,1.46,9,16.6
u0050317,exp002,7,1.25,8,21.33
u0050318,exp002,7,2.79,5,24.68
u0050319,exp002,7,3.02,6,7.33
u0050320,exp002,7,3.45,5,7.27
u0050321,exp002,7,3.35,13,6.15
u0050322,exp002,7,3.85,1,11.58
u0050323,exp002,7,4.08,7,2.12
u0050324,exp002,7,2.56,8,23.1
u0050325,exp002,7,3.58,6,11.09
u0050326,exp002,7,2.04,8,16.9
u0050327,exp002,7,3.18,15,11.98
u0050328,exp002,7,3.78,10,0.66
u0050329,exp002,7,2.35,9,15.83
u0050330,exp002,7,4.19,13,21.8
u0050331,exp002,7,3.76,4,26.86
u0050332,exp002,7,1.19,7,8.94
u0050333,exp002,7,2.76,9,6.2
u0050334,exp002,7,3.43,5,22.94
u0050335,exp002,7,2.36,4,18.0
u0050336,exp002,7,3.07,4,3.55
u0050337,exp002,7,2.68,11,23.8
u0050338,exp002,7,4.29,14,15.47
u0050339,exp002,7,3.21,11,24.33
u0050340,exp002,7,2.33,7,29.89
