user_id,segment,plan_type,country,acquisition_channel,tenure_days,monthly_spend_usd,is_mobile_primary
u0001630,at_risk,free,US,paid_search,122,0.0,0
u0001631,at_risk,starter,JP,referral,90,132.9,0
u0001632,casual,free,US,organic,1544,0.0,1
u0001633,new_user,free,NL,organic,501,0.0,1
u0001634,new_user,pro,US,organic,171,123.32,0
u0001635,power_user,pro,US,social,839,148.32,1
u0001636,new_user,free,US,paid_search,978,0.0,0
u0001637,casual,starter,IN,direct,99,49.73,0
u0001638,champion,free,BR,organic,112,0.0,0
u0001639,new_user,free,US,organic,749,0.0,0
u0001640,casual,free,US,organic,804,0.0,0
u0001641,power_user,free,US,referral,1408,0.0,0
u0001642,power_user,starter,US,email,292,5.92,1
u0001643,casual,pro,FR,organic,58,51.58,1
u0001644,at_risk,free,CA,organic,134,0.0,1
u0001645,at_risk,free,CA,social,1526,0.0,0
u0001646,at_risk,starter,GB,referral,1125,61.15,1
u0001647,power_user,free,US,referral,191,0.0,0
u0001648,at_risk,free,GB,paid_search,301,0.0,1
u0001649,new_user,starter,NL,referral,99,118.35,0
u0001650,at_risk,free,US,referral,114,0.0,1
u0001651,champion,pro,DE,direct,1769,144.27,0
u0001652,at_risk,free,US,paid_search,1407,0.0,0
u0001653,casual,free,GB,social,759,0.0,1
u0001654,new_user,pro,US,email,196,57.86,0
u0001655,casual,starter,US,paid_search,737,116.01,1
u0001656,at_risk,enterprise,DE,paid_search,958,146.0,0
u0001657,casual,pro,US,organic,1178,127.99,0
u0001658,champion,free,NL,direct,1760,0.0,0
u0001659,power_user,free,US,social,341,0.0,0
u0001660,power_user,free,IN,referral,96,0.0,1
u0001661,new_user,pro,US,organic,1043,18.61,0
u0001662,casual,free,US,organic,777,0.0,1
u0001663,power_user,free,FR,organic,1757,0.0,0
u0001664,casual,pro,US,referral,815,55.37,1
u0001665,casual,starter,US,paid_search,55,144.67,0
u0001666,new_user,free,US,referral,978,0.0,1
u0001667,power_user,free,GB,organic,1520,0.0,1
u0001668,at_risk,free,NL,social,1527,0.0,0
u0001669,power_user,starter,US,direct,1071,88.64,0
u0001670,new_user,enterprise,GB,paid_search,1619,66.52,1
u0001671,power_user,starter,US,organic,340,119.74,0
u0001672,at_risk,free,IN,referral,845,0.0,0
u0001673,at_risk,free,NL,social,1350,0.0,0
u0001674,at_risk,starter,US,social,433,100.74,1
u0001675,new_user,free,NL,email,737,0.0,1
u0001676,casual,free,US,referral,341,0.0,0
u0001677,casual,pro,US,referral,1490,102.24,0
u0001678,power_user,enterprise,US,organic,1653,143.72,0
u0001679,casual,starter,GB,organic,825,52.94,1
u0001680,power_user,free,US,direct,1112,0.0,0
u0001681,at_risk,starter,NL,email,586,145.25,1
u0001682,new_user,enterprise,US,paid_search,575,84.95,1
u0001683,casual,pro,AU,direct,634,45.93,0
u0001684,casual,free,IN,organic,352,0.0,1
u0001685,casual,free,US,paid_search,65,0.0,0
u0001686,at_risk,pro,AU,paid_search,1322,54.39,0
u0001687,casual,starter,GB,referral,1290,10.75,1
u0001688,at_risk,starter,US,direct,1107,20.64,0
u0001689,casual,free,US,paid_search,231,0.0,1
u0001690,power_user,free,FR,paid_search,1539,0.0,1
u0001691,casual,free,CA,referral,1009,0.0,0
u0001692,casual,starter,US,referral,426,82.78,0
u0001693,casual,free,GB,paid_search,1159,0.0,0
u0001694,casual,free,FR,organic,1301,0.0,1
u0001695,casual,enterprise,GB,direct,1268,50.96,0
u0001696,new_user,free,US,social,458,0.0,1
u0001697,at_risk,starter,US,direct,1145,23.99,1
u0001698,casual,pro,AU,organic,1404,99.51,0
u0001699,champion,starter,CA,email,142,128.69,1
u0001700,new_user,starter,CA,referral,1146,123.44,0
u0001701,casual,free,JP,organic,1607,0.0,1
u0001702,new_user,enterprise,GB,social,221,65.84,0
u0001703,casual,free,US,email,367,0.0,0
u0001704,casual,free,GB,paid_search,983,0.0,0
u0001705,casual,pro,US,email,70,125.88,0
u0001706,new_user,pro,US,email,915,67.36,0
u0001707,casual,enterprise,DE,organic,350,56.03,1
u0001708,casual,pro,JP,paid_search,520,139.85,0
u0001709,new_user,free,US,referral,765,0.0,1
u0001710,champion,starter,US,social,1329,145.48,0
u0001711,new_user,pro,US,paid_search,337,18.45,1
u0001712,casual,starter,US,direct,1403,119.99,0
u0001713,power_user,starter,DE,referral,1824,55.93,0
u0001714,at_risk,free,US,social,1739,0.0,0
u0001715,at_risk,free,DE,direct,529,0.0,1
u0001716,casual,free,DE,organic,16,0.0,1
u0001717,casual,starter,NL,organic,1039,115.36,1
u0001718,power_user,free,FR,paid_search,1766,0.0,1
u0001719,casual,starter,US,referral,1081,13.64,0
u0001720,casual,starter,NL,paid_search,207,85.91,1
u0001721,new_user,starter,NL,organic,130,105.95,1
u0001722,at_risk,free,US,organic,73,0.0,0
u0001723,casual,free,US,social,1330,0.0,1
u0001724,new_user,free,DE,social,214,0.0,1
u0001725,power_user,starter,US,organic,1743,121.93,1
u0001726,new_user,free,US,direct,1400,0.0,1
u0001727,at_risk,free,US,email,744,0.0,1
u0001728,new_user,free,DE,paid_search,1598,0.0,1
u0001729,casual,free,JP,email,406,0.0,0
u0001730,casual,pro,US,paid_search,1571,138.13,0
u0001731,power_user,free,US,email,25,0.0,1
u0001732,casual,pro,AU,organic,1633,114.43,0
u0001733,at_risk,free,DE,organic,213,0.0,1
u0001734,casual,free,DE,social,1378,0.0,0
u0001735,casual,free,US,email,1120,0.0,0
u0001736,at_risk,pro,CA,organic,991,53.39,1
u0001737,at_risk,free,DE,direct,255,0.0,0
u0001738,casual,pro,DE,referral,1688,109.5,0
u0001739,at_risk,free,DE,referral,1598,0.0,1
u0001740,casual,free,US,organic,1509,0.0,0
u0001741,casual,starter,US,organic,1300,15.33,1
u0001742,casual,free,US,email,105,0.0,1
u0001743,casual,free,GB,referral,1410,0.0,1
u0001744,new_user,starter,GB,organic,1742,105.41,1
u0001745,new_user,free,US,email,353,0.0,1
u0001746,power_user,free,NL,organic,983,0.0,1
u0001747,casual,starter,NL,paid_search,1197,51.33,0
u0001748,casual,free,AU,organic,237,0.0,1
u0001749,casual,enterprise,US,social,1507,92.34,0
u0001750,power_user,free,US,organic,1261,0.0,0
u0001751,power_user,pro,FR,email,358,122.05,1
u0001752,new_user,free,IN,direct,131,0.0,0
u0001753,casual,starter,NL,paid_search,463,17.92,0
u0001754,casual,free,DE,paid_search,1002,0.0,1
u0001755,new_user,starter,DE,referral,1815,84.89,1
u0001756,new_user,free,US,social,621,0.0,0
u0001757,casual,free,US,organic,1113,0.0,1
u0001758,at_risk,free,NL,referral,899,0.0,1
u0001759,casual,free,US,paid_search,1277,0.0,0
u0001760,at_risk,free,CA,paid_search,1182,0.0,0
u0001761,new_user,starter,US,organic,1184,69.16,0
u0001762,champion,free,US,social,442,0.0,0
u0001763,new_user,starter,CA,organic,1450,127.79,1
u0001764,new_user,free,US,email,450,0.0,1
u0001765,casual,free,US,referral,1355,0.0,1
u0001766,casual,pro,GB,organic,1734,33.76,0
u0001767,casual,free,US,email,1704,0.0,0
u0001768,casual,free,FR,referral,1608,0.0,1
u0001769,casual,free,IN,paid_search,258,0.0,1
u0001770,casual,starter,DE,paid_search,1308,32.41,0
u0001771,new_user,free,CA,referral,1796,0.0,1
u0001772,new_user,free,GB,email,541,0.0,1
u0001773,power_user,free,FR,email,1753,0.0,0
u0001774,power_user,enterprise,JP,paid_search,702,133.61,0
u0001775,casual,free,CA,email,1642,0.0,0
u0001776,at_risk,pro,US,email,298,94.01,1
u0001777,new_user,free,NL,organic,1612,0.0,0
u0001778,at_risk,starter,AU,organic,895,117.15,1
u0001779,casual,pro,US,organic,1765,28.15,0
u0001780,new_user,free,US,email,1266,0.0,0
u0001781,casual,starter,US,email,294,84.39,0
u0001782,champion,free,US,referral,1086,0.0,1
u0001783,casual,free,IN,referral,1705,0.0,0
u0001784,new_user,pro,GB,direct,450,109.42,0
u0001785,casual,pro,US,referral,1166,127.35,1
u0001786,casual,free,GB,paid_search,941,0.0,1
u0001787,casual,starter,DE,organic,1474,17.33,0
u0001788,new_user,starter,IN,paid_search,1711,133.99,1
u0001789,casual,free,NL,direct,529,0.0,0
u0001790,at_risk,pro,FR,paid_search,896,50.31,1
u0001791,casual,pro,US,referral,216,18.2,1
u0001792,champion,free,NL,social,1058,0.0,0
u0001793,new_user,starter,US,organic,416,85.92,0
u0001794,casual,free,US,email,530,0.0,0
u0001795,power_user,pro,NL,organic,212,26.9,0
u0001796,at_risk,free,NL,email,718,0.0,1
u0001797,new_user,free,US,social,1764,0.0,0
u0001798,casual,starter,NL,paid_search,73,46.9,0
u0001799,champion,free,GB,organic,799,0.0,1
u0001800,casual,free,BR,paid_search,1098,0.0,1
u0001801,casual,free,BR,paid_search,546,0.0,0
u0001802,new_user,starter,IN,organic,1361,27.27,0
u0001803,new_user,starter,GB,paid_search,1439,116.45,0
u0001804,at_risk,starter,US,paid_search,1550,110.04,1
u0001805,at_risk,free,FR,organic,1445,0.0,0
u0001806,casual,free,US,organic,509,0.0,1
u0001807,power_user,free,NL,referral,1351,0.0,1
u0001808,casual,free,DE,referral,1744,0.0,0
u0001809,at_risk,pro,NL,social,1643,136.24,1
u0001810,power_user,starter,US,social,184,16.37,1
u0001811,casual,free,US,organic,1707,0.0,1
u0001812,new_user,pro,US,organic,1135,87.19,1
u0001813,at_risk,free,GB,paid_search,474,0.0,1
u0001814,casual,free,GB,social,658,0.0,1
u0001815,casual,pro,CA,email,320,131.68,1
u0001816,new_user,free,US,paid_search,1539,0.0,0
u0001817,at_risk,free,US,social,778,0.0,0
u0001818,power_user,free,JP,direct,544,0.0,0
u0001819,new_user,pro,US,social,1392,69.61,1
u0001820,casual,free,NL,referral,1026,0.0,1
u0001821,casual,free,AU,referral,860,0.0,0
u0001822,at_risk,free,AU,paid_search,1030,0.0,1
u0001823,casual,starter,US,organic,1815,10.11,0
u0001824,casual,free,IN,referral,949,0.0,1
u0001825,new_user,pro,DE,paid_search,740,60.34,0
u0001826,casual,free,GB,organic,1321,0.0,0
u0001827,at_risk,free,US,organic,1662,0.0,1
u0001828,at_risk,free,NL,paid_search,1760,0.0,1
u0001829,casual,free,IN,email,1405,0.0,1
u0001830,at_risk,starter,JP,referral,178,29.89,0
u0001831,at_risk,free,US,organic,634,0.0,1
u0001832,at_risk,starter,US,organic,326,149.75,1
u0001833,at_risk,free,JP,direct,1432,0.0,1
u0001834,at_risk,free,CA,email,1141,0.0,0
u0001835,new_user,starter,NL,organic,738,128.27,0
u0001836,at_risk,free,BR,direct,1761,0.0,1
u0001837,at_risk,free,IN,social,455,0.0,0
u0001838,at_risk,starter,NL,organic,362,1.26,1
u0001839,new_user,pro,CA,direct,1315,46.85,1
u0001840,power_user,starter,US,referral,945,36.48,1
u0001841,casual,free,AU,organic,982,0.0,1
u0001842,at_risk,free,JP,organic,887,0.0,0
u0001843,champion,free,GB,organic,623,0.0,1
u0001844,new_user,free,DE,paid_search,837,0.0,1
u0001845,new_user,pro,US,organic,1552,96.8,1
u0001846,casual,free,BR,social,1169,0.0,0
u0001847,casual,enterprise,NL,paid_search,333,115.0,0
u0001848,casual,free,GB,direct,1466,0.0,0
u0001849,casual,starter,NL,paid_search,204,138.13,0
u0001850,new_user,free,GB,referral,253,0.0,1
u0001851,casual,free,GB,social,1167,0.0,0
u0001852,casual,starter,US,organic,512,67.78,1
u0001853,casual,free,DE,paid_search,1712,0.0,0
u0001854,at_risk,enterprise,US,referral,712,50.57,1
u0001855,new_user,starter,GB,organic,218,26.25,0
u0001856,casual,starter,JP,paid_search,1731,140.05,1
u0001857,casual,starter,GB,email,242,81.39,0
u0001858,at_risk,free,DE,direct,620,0.0,1
u0001859,casual,pro,US,referral,1009,71.37,0
u0001860,at_risk,starter,US,organic,1405,122.52,0
u0001861,at_risk,free,DE,paid_search,496,0.0,0
u0001862,at_risk,starter,US,email,1481,35.88,0
u0001863,casual,starter,US,paid_search,638,130.6,1
u0001864,casual,pro,US,social,395,74.72,0
u0001865,champion,free,BR,referral,411,0.0,0
u0001866,casual,free,AU,paid_search,912,0.0,1
u0001867,casual,free,US,organic,1450,0.0,0
u0001868,casual,pro,CA,social,509,120.36,1
u0001869,at_risk,starter,NL,email,1167,145.28,1
u0001870,at_risk,free,CA,direct,1238,0.0,1
u0001871,new_user,pro,US,organic,1385,8.24,1
u0001872,casual,free,GB,email,387,0.0,1
u0001873,new_user,starter,CA,paid_search,1471,136.3,1
u0001874,casual,free,US,organic,462,0.0,0
u0001875,new_user,starter,GB,organic,356,66.88,1
u0001876,casual,pro,NL,referral,795,90.49,1
u0001877,power_user,free,BR,referral,1408,0.0,0
u0001878,power_user,free,US,direct,1542,0.0,1
u0001879,power_user,free,IN,email,857,0.0,0
u0001880,at_risk,free,US,paid_search,1523,0.0,0
u0001881,new_user,free,US,direct,1280,0.0,0
u0001882,power_user,free,US,referral,332,0.0,1
u0001883,at_risk,enterprise,FR,social,569,19.77,0
u0001884,power_user,free,US,social,30,0.0,1
u0001885,casual,enterprise,US,paid_search,1042,143.18,0
u0001886,power_user,starter,US,social,56,12.42,0
u0001887,casual,free,US,paid_search,1461,0.0,0
u0001888,new_user,free,US,social,1407,0.0,1
u0001889,casual,starter,US,paid_search,322,32.72,0
u0001890,casual,free,JP,referral,278,0.0,1
u0001891,casual,starter,US,organic,604,64.22,1
u0001892,power_user,starter,NL,email,154,74.21,0
u0001893,power_user,free,CA,paid_search,812,0.0,0
u0001894,casual,pro,FR,social,1785,109.59,0
u0001895,power_user,free,BR,social,854,0.0,1
u0001896,casual,free,DE,social,554,0.0,0
u0001897,casual,free,NL,paid_search,362,0.0,0
u0001898,new_user,free,GB,organic,780,0.0,0
u0001899,casual,starter,GB,email,797,117.81,1
u0001900,casual,free,US,referral,672,0.0,0
u0001901,at_risk,free,US,organic,526,0.0,1
u0001902,casual,free,JP,organic,551,0.0,0
u0001903,power_user,pro,FR,referral,544,87.44,1
u0001904,champion,pro,FR,social,1367,112.36,1
u0001905,casual,free,BR,organic,1166,0.0,0
u0001906,casual,free,US,referral,273,0.0,0
u0001907,casual,free,US,direct,1349,0.0,1
u0001908,casual,free,CA,email,428,0.0,1
u0001909,new_user,starter,GB,organic,1685,102.38,0
u0001910,casual,free,US,organic,1386,0.0,0
u0001911,new_user,pro,GB,paid_search,793,108.92,1
u0001912,casual,free,NL,email,727,0.0,0
u0001913,power_user,free,JP,paid_search,343,0.0,0
u0001914,casual,pro,DE,direct,975,3.33,0
u0001915,casual,free,US,direct,404,0.0,0
u0001916,power_user,pro,US,paid_search,283,147.88,0
u0001917,casual,starter,BR,organic,1059,5.83,0
u0001918,casual,pro,IN,organic,941,35.7,0
u0001919,casual,free,FR,organic,359,0.0,0
u0001920,new_user,enterprise,JP,paid_search,885,79.96,1
u0001921,casual,free,GB,organic,448,0.0,0
u0001922,at_risk,starter,AU,email,995,49.61,1
u0001923,casual,free,AU,referral,1260,0.0,0
u0001924,casual,free,DE,paid_search,1737,0.0,1
u0001925,power_user,starter,US,referral,1417,144.67,0
u0001926,at_risk,starter,AU,organic,591,89.8,0
u0001927,champion,free,JP,organic,1249,0.0,1
u0001928,power_user,starter,FR,organic,1118,5.06,1
u0001929,new_user,free,GB,social,852,0.0,0
u0001930,champion,starter,US,email,1056,81.31,0
u0001931,casual,free,US,email,867,0.0,1
u0001932,new_user,free,NL,email,617,0.0,1
u0001933,casual,free,CA,email,481,0.0,1
u0001934,casual,pro,JP,direct,1547,21.17,1
u0001935,power_user,starter,GB,referral,955,36.41,1
u0001936,at_risk,free,DE,email,1715,0.0,0
u0001937,new_user,starter,US,direct,209,25.44,1
u0001938,new_user,starter,DE,email,1597,107.74,0
u0001939,casual,free,NL,paid_search,1349,0.0,0
u0001940,casual,free,US,email,98,0.0,1
u0001941,champion,free,FR,paid_search,1207,0.0,0
u0001942,casual,starter,NL,social,1347,120.65,0
u0001943,casual,pro,CA,paid_search,368,31.19,0
u0001944,casual,free,BR,referral,1356,0.0,0
u0001945,at_risk,pro,NL,organic,647,135.73,0
u0001946,casual,free,GB,organic,405,0.0,0
u0001947,new_user,free,DE,referral,744,0.0,0
u0001948,at_risk,starter,US,paid_search,1664,125.35,1
u0001949,casual,free,AU,direct,266,0.0,0
u0001950,at_risk,pro,GB,email,593,76.16,1
u0001951,casual,free,US,organic,1353,0.0,0
u0001952,at_risk,starter,BR,email,166,124.33,0
u0001953,power_user,free,US,organic,486,0.0,1
u0001954,casual,pro,JP,organic,629,87.52,1
u0001955,new_user,starter,BR,organic,160,30.35,0
u0001956,at_risk,pro,DE,email,858,5.35,0
u0001957,power_user,free,GB,organic,865,0.0,0
u0001958,casual,starter,US,email,767,33.54,0
u0001959,new_user,free,US,email,1407,0.0,0
u0001960,casual,starter,GB,social,1594,94.76,1
u0001961,casual,free,DE,paid_search,1474,0.0,1
u0001962,at_risk,free,GB,email,1594,0.0,1
u0001963,new_user,free,GB,organic,920,0.0,1
u0001964,new_user,pro,CA,paid_search,402,17.3,0
u0001965,casual,starter,CA,organic,574,105.12,1
u0001966,casual,free,DE,referral,534,0.0,0
u0001967,at_risk,free,CA,email,923,0.0,1
u0001968,casual,free,CA,referral,1645,0.0,0
u0001969,casual,free,US,referral,1378,0.0,0
u0001970,casual,free,BR,referral,466,0.0,0
u0001971,at_risk,pro,NL,paid_search,436,52.88,1
u0001972,new_user,free,US,paid_search,654,0.0,0
u0001973,casual,free,NL,email,115,0.0,0
u0001974,casual,free,GB,organic,1153,0.0,0
u0001975,casual,free,US,paid_search,983,0.0,0
u0001976,power_user,pro,US,email,494,66.15,0
u0001977,casual,starter,US,referral,116,61.1,1
u0001978,new_user,enterprise,GB,social,177,55.03,1
u0001979,champion,starter,NL,email,182,73.26,1
u0001980,casual,free,DE,referral,947,0.0,0
u0001981,at_risk,pro,US,organic,139,62.1,1
u0001982,casual,starter,DE,organic,1091,77.07,1
u0001983,casual,free,NL,email,1292,0.0,1
u0001984,casual,starter,US,paid_search,1228,54.56,1
u0001985,power_user,free,AU,organic,1179,0.0,1
u0001986,casual,free,NL,social,381,0.0,1
u0001987,at_risk,free,NL,paid_search,180,0.0,0
u0001988,new_user,free,US,organic,1070,0.0,1
u0001989,new_user,starter,US,social,657,0.06,0
u0001990,at_risk,free,US,organic,1679,0.0,0
u0001991,at_risk,free,US,email,1751,0.0,0
u0001992,casual,free,US,organic,689,0.0,0
u0001993,casual,starter,FR,social,1405,90.96,0
u0001994,power_user,starter,AU,organic,512,124.82,1
u0001995,at_risk,starter,US,organic,1571,55.75,0
u0001996,casual,enterprise,AU,social,831,14.0,0
u0001997,new_user,starter,CA,social,1753,142.63,0
u0001998,at_risk,free,CA,email,454,0.0,0
u0001999,casual,free,US,social,189,0.0,0
u0002000,power_user,starter,CA,paid_search,746,15.42,1
u0002001,casual,starter,DE,referral,718,11.58,1
u0002002,at_risk,free,AU,direct,498,0.0,1
u0002003,new_user,free,US,referral,1199,0.0,0
u0002004,champion,pro,US,organic,1094,99.42,0
u0002005,casual,starter,US,email,108,92.49,1
u0002006,casual,free,DE,organic,480,0.0,1
u0002007,at_risk,pro,US,referral,1790,0.31,1
u0002008,new_user,free,US,social,228,0.0,0
u0002009,casual,enterprise,US,email,1242,103.56,1
u0002010,champion,enterprise,US,referral,1222,56.95,1
u0002011,at_risk,pro,JP,email,408,120.39,1
u0002012,casual,starter,GB,paid_search,767,92.29,0
u0002013,casual,free,DE,email,1597,0.0,0
u0002014,casual,pro,GB,direct,1592,41.85,1
u0002015,casual,enterprise,US,email,670,140.89,0
u0002016,at_risk,free,NL,social,1139,0.0,1
u0002017,power_user,starter,NL,referral,137,27.11,0
u0002018,power_user,starter,CA,social,702,146.2,1
u0002019,at_risk,free,DE,organic,871,0.0,0
u0002020,casual,starter,NL,organic,570,55.32,0
u0002021,casual,free,US,email,10,0.0,0
u0002022,casual,starter,US,organic,620,139.97,1
u0002023,casual,starter,IN,direct,1080,105.75,0
u0002024,casual,free,AU,email,1779,0.0,1
u0002025,new_user,starter,DE,referral,44,62.33,1
u0002026,casual,free,US,social,1411,0.0,1
u0002027,power_user,free,NL,organic,1117,0.0,0
u0002028,power_user,free,FR,email,678,0.0,1
u0002029,power_user,free,US,paid_search,1470,0.0,1
u0002030,power_user,pro,AU,paid_search,1377,113.11,1
u0002031,power_user,free,GB,organic,92,0.0,1
u0002032,power_user,starter,CA,direct,697,30.95,0
u0002033,casual,starter,US,referral,1050,126.87,0
u0002034,at_risk,free,US,paid_search,347,0.0,0
u0002035,casual,free,CA,referral,117,0.0,0
u0002036,at_risk,starter,GB,direct,652,22.94,0
u0002037,casual,starter,IN,direct,1716,141.08,0
u0002038,new_user,starter,JP,organic,795,122.25,0
u0002039,casual,free,DE,referral,491,0.0,1
u0002040,champion,starter,DE,paid_search,922,39.82,0
u0002041,casual,starter,US,referral,1611,46.96,0
u0002042,new_user,free,CA,social,1071,0.0,0
u0002043,power_user,pro,US,direct,148,46.3,1
u0002044,at_risk,free,NL,referral,312,0.0,1
u0002045,casual,pro,US,email,1325,24.35,1
u0002046,casual,free,GB,direct,843,0.0,1
u0002047,new_user,free,BR,direct,1229,0.0,1
u0002048,power_user,free,US,social,439,0.0,0
u0002049,casual,free,CA,email,1512,0.0,0
u0002050,new_user,free,NL,referral,1137,0.0,1
u0002051,casual,starter,GB,direct,24,89.4,0
u0002052,casual,free,CA,organic,1709,0.0,1
u0002053,new_user,starter,NL,social,1771,8.1,1
u0002054,champion,free,US,direct,1805,0.0,0
u0002055,at_risk,starter,GB,organic,830,16.21,1
u0002056,casual,free,US,paid_search,1575,0.0,1
u0002057,new_user,free,NL,paid_search,553,0.0,1
u0002058,casual,pro,GB,paid_search,457,30.76,1
u0002059,power_user,free,US,paid_search,518,0.0,1
u0002060,casual,free,US,social,23,0.0,1
u0002061,at_risk,enterprise,DE,referral,50,93.59,0
u0002062,at_risk,free,FR,organic,1104,0.0,1
u0002063,power_user,free,US,paid_search,1781,0.0,0
u0002064,new_user,free,US,social,592,0.0,1
u0002065,power_user,starter,NL,social,612,113.49,1
u0002066,at_risk,starter,US,social,1047,15.8,0
u0002067,casual,free,US,organic,887,0.0,1
u0002068,at_risk,enterprise,IN,social,325,8.92,0
u0002069,new_user,starter,GB,referral,1762,117.55,0
u0002070,casual,pro,NL,referral,76,13.99,0
u0002071,at_risk,free,BR,social,1651,0.0,0
u0002072,new_user,free,DE,direct,1054,0.0,0
u0002073,new_user,starter,DE,referral,954,135.03,0
u0002074,casual,free,US,referral,39,0.0,1
u0002075,at_risk,starter,US,organic,625,55.79,0
u0002076,casual,free,GB,social,1018,0.0,1
u0002077,at_risk,free,US,organic,53,0.0,0
u0002078,casual,free,AU,email,1543,0.0,1
u0002079,casual,free,DE,email,44,0.0,1
u0002080,at_risk,starter,US,email,1746,135.75,0
u0002081,casual,free,DE,paid_search,48,0.0,0
u0002082,casual,starter,BR,organic,839,101.95,1
u0002083,casual,pro,BR,social,1000,82.17,1
u0002084,at_risk,starter,FR,paid_search,728,41.58,0
u0002085,power_user,pro,AU,social,720,9.64,1
u0002086,casual,enterprise,US,direct,297,137.47,1
u0002087,at_risk,free,US,organic,318,0.0,0
u0002088,casual,free,GB,paid_search,1444,0.0,1
u0002089,at_risk,free,US,social,1184,0.0,1
u0002090,new_user,starter,GB,paid_search,1570,122.29,1
u0002091,at_risk,pro,GB,organic,826,56.68,0
u0002092,casual,free,GB,organic,1395,0.0,0
u0002093,at_risk,starter,US,paid_search,945,148.72,1
u0002094,at_risk,starter,US,referral,557,135.1,0
u0002095,casual,free,US,referral,578,0.0,0
u0002096,casual,free,US,social,865,0.0,1
u0002097,casual,free,NL,paid_search,1068,0.0,1
u0002098,at_risk,free,US,paid_search,297,0.0,1
u0002099,casual,free,US,email,1702,0.0,0
u0002100,casual,free,FR,social,1534,0.0,1
u0002101,power_user,pro,FR,direct,107,12.82,1
u0002102,power_user,enterprise,DE,paid_search,757,55.94,0
u0002103,power_user,starter,DE,email,1683,1.83,0
u0002104,casual,starter,US,organic,197,101.46,1
u0002105,power_user,starter,US,referral,210,113.59,0
u0002106,casual,starter,US,direct,185,144.74,1
u0002107,new_user,starter,GB,social,1456,115.79,0
u0002108,casual,free,US,email,525,0.0,0
u0002109,champion,pro,US,referral,650,72.27,1
u0002110,casual,free,JP,referral,432,0.0,1
u0002111,casual,free,US,email,1531,0.0,0
u0002112,power_user,pro,DE,organic,569,66.74,0
u0002113,casual,free,US,direct,1246,0.0,1
u0002114,casual,enterprise,US,paid_search,149,104.5,1
u0002115,new_user,starter,US,paid_search,1146,69.68,0
u0002116,at_risk,free,US,organic,1782,0.0,0
u0002117,new_user,free,US,organic,682,0.0,1
u0002118,new_user,starter,US,referral,490,10.44,0
u0002119,casual,free,NL,organic,268,0.0,0
u0002120,casual,free,CA,email,96,0.0,1
u0002121,casual,free,JP,email,844,0.0,0
u0002122,new_user,free,US,referral,1749,0.0,0
u0002123,new_user,free,GB,organic,96,0.0,0
u0002124,at_risk,starter,US,referral,404,27.18,1
u0002125,casual,free,NL,paid_search,761,0.0,1
u0002126,casual,enterprise,GB,email,743,75.26,1
u0002127,casual,pro,US,organic,4,141.46,0
u0002128,casual,free,NL,paid_search,1808,0.0,1
u0002129,at_risk,free,DE,paid_search,430,0.0,1
u0002130,new_user,starter,GB,referral,7,46.88,0
u0002131,casual,free,US,referral,544,0.0,0
u0002132,new_user,starter,NL,direct,174,34.87,1
u0002133,at_risk,free,US,social,76,0.0,1
u0002134,at_risk,free,US,referral,1543,0.0,1
u0002135,new_user,enterprise,NL,direct,87,95.03,0
u0002136,new_user,free,FR,social,320,0.0,0
u0002137,at_risk,starter,US,direct,7,144.68,0
u0002138,new_user,free,US,organic,389,0.0,0
u0002139,power_user,free,AU,email,614,0.0,1
u0002140,at_risk,free,US,direct,1598,0.0,0
u0002141,at_risk,starter,FR,email,213,48.81,0
u0002142,casual,starter,AU,referral,768,40.81,1
u0002143,new_user,free,DE,referral,656,0.0,0
u0002144,at_risk,pro,US,social,1393,110.64,0
u0002145,casual,pro,AU,organic,339,19.85,1
u0002146,casual,free,NL,direct,220,0.0,0
u0002147,new_user,starter,US,organic,1322,126.6,0
u0002148,at_risk,pro,US,organic,1431,130.98,1
u0002149,casual,free,US,paid_search,1176,0.0,0
u0002150,casual,free,JP,direct,888,0.0,0
u0002151,at_risk,free,NL,social,429,0.0,1
u0002152,new_user,pro,US,organic,933,0.92,0
u0002153,at_risk,pro,US,organic,444,112.59,0
u0002154,new_user,free,DE,referral,993,0.0,1
u0002155,casual,starter,US,direct,1401,91.23,1
u0002156,casual,free,US,paid_search,1205,0.0,1
u0002157,casual,pro,NL,direct,825,126.08,0
u0002158,champion,starter,CA,organic,1664,106.93,1
u0002159,casual,free,US,paid_search,1241,0.0,0
u0002160,casual,pro,US,social,1638,81.3,0
u0002161,at_risk,starter,NL,direct,92,84.64,1
u0002162,power_user,pro,US,social,232,81.75,0
u0002163,power_user,free,AU,organic,1454,0.0,0
u0002164,at_risk,starter,GB,email,1254,89.32,0
u0002165,at_risk,free,US,organic,766,0.0,1
u0002166,casual,free,BR,organic,1323,0.0,0
u0002167,champion,enterprise,US,organic,1466,108.2,0
u0002168,champion,starter,US,paid_search,1094,38.57,1
u0002169,power_user,starter,US,social,677,22.12,0
u0002170,champion,starter,IN,paid_search,446,47.33,0
u0002171,power_user,free,DE,organic,1160,0.0,1
u0002172,casual,free,US,organic,1659,0.0,0
u0002173,at_risk,pro,US,referral,632,16.92,1
u0002174,casual,free,US,referral,1309,0.0,1
u0002175,casual,starter,NL,organic,323,5.73,1
u0002176,casual,starter,FR,organic,997,77.69,1
u0002177,at_risk,free,GB,direct,1719,0.0,0
u0002178,power_user,free,US,direct,803,0.0,0
