minute_utc,cdn_error_pct,ttfb_p99_ms,ttfb_p50_ms,request_count,5xx_total_pct,edge_pop,status
2024-06-21T08:04:00Z,0.0387,156,55,1806178,0.0232,LHR02,nominal
2024-06-21T08:05:00Z,0.0343,181,63,1845201,0.0206,ATH08,nominal
2024-06-21T08:06:00Z,0.0265,181,63,2856892,0.0159,ATH08,nominal
2024-06-21T08:07:00Z,0.0339,164,57,2484033,0.0203,ATH08,nominal
2024-06-21T08:08:00Z,0.018,184,64,4285817,0.0108,ATH08,nominal
2024-06-21T08:09:00Z,0.0428,177,62,2528396,0.0257,LHR02,nominal
2024-06-21T08:10:00Z,0.0252,179,63,3344102,0.0151,CDG03,nominal
2024-06-21T08:11:00Z,0.0309,155,54,2417097,0.0185,ATH08,nominal
2024-06-21T08:12:00Z,0.0175,188,66,1694768,0.0105,ATH08,nominal
2024-06-21T08:13:00Z,0.0274,177,62,4365684,0.0164,AMS01,nominal
2024-06-21T08:14:00Z,0.0118,183,64,1436465,0.0071,OSL10,nominal
2024-06-21T08:15:00Z,0.0101,194,68,2984695,0.0061,ATH08,nominal
2024-06-21T08:16:00Z,0.0419,181,63,3417643,0.0251,STO09,nominal
2024-06-21T08:17:00Z,0.0245,171,60,2322026,0.0147,STO09,nominal
2024-06-21T08:18:00Z,0.0167,176,62,2675662,0.01,AMS01,nominal
2024-06-21T08:19:00Z,0.0184,195,68,4377589,0.011,HEL11,nominal
2024-06-21T08:20:00Z,0.0311,178,62,3030351,0.0187,LHR02,nominal
2024-06-21T08:21:00Z,0.0368,157,55,1309653,0.0221,AMS01,nominal
2024-06-21T08:22:00Z,0.011,190,66,4202752,0.0066,CDG03,nominal
2024-06-21T08:23:00Z,0.0441,163,57,2971855,0.0265,TLL12,nominal
2024-06-21T08:24:00Z,0.0494,165,58,1039408,0.0296,ATH08,nominal
2024-06-21T08:25:00Z,0.0133,185,65,4251649,0.008,CDG03,nominal
2024-06-21T08:26:00Z,0.027,156,55,2844914,0.0162,LHR02,nominal
2024-06-21T08:27:00Z,0.0235,185,65,3977505,0.0141,FRA04,nominal
2024-06-21T08:28:00Z,0.0476,174,61,1462992,0.0286,OSL10,nominal
2024-06-21T08:29:00Z,0.0133,158,55,1222973,0.008,FRA04,nominal
2024-06-21T08:30:00Z,0.0346,187,65,4055201,0.0208,AMS01,nominal
2024-06-21T08:31:00Z,0.0169,165,58,2822545,0.0101,OSL10,nominal
2024-06-21T08:32:00Z,0.0282,158,55,3981095,0.0169,OSL10,nominal
2024-06-21T08:33:00Z,0.023,177,62,3370505,0.0138,ATH08,nominal
2024-06-21T08:34:00Z,0.0197,174,61,2255940,0.0118,OSL10,nominal
2024-06-21T08:35:00Z,0.016,189,66,3824402,0.0096,CDG03,nominal
2024-06-21T08:36:00Z,0.0432,175,61,1459182,0.0259,HEL11,nominal
2024-06-21T08:37:00Z,0.0395,185,65,2112201,0.0237,MAD05,nominal
2024-06-21T08:38:00Z,0.0113,190,66,2671742,0.0068,OSL10,nominal
2024-06-21T08:39:00Z,0.0151,188,66,3833561,0.0091,ATH08,nominal
2024-06-21T08:40:00Z,0.0137,185,65,1527539,0.0082,HEL11,nominal
2024-06-21T08:41:00Z,0.0293,162,57,1624526,0.0176,WAW06,nominal
2024-06-21T08:42:00Z,0.0462,188,66,4016802,0.0277,HEL11,nominal
2024-06-21T08:43:00Z,0.0192,194,68,3533607,0.0115,LHR02,nominal
2024-06-21T08:44:00Z,0.0332,166,58,3792775,0.0199,OSL10,nominal
2024-06-21T08:45:00Z,0.0314,189,66,1815340,0.0188,ATH08,nominal
2024-06-21T08:46:00Z,0.0212,195,68,2119831,0.0127,LHR02,nominal
2024-06-21T08:47:00Z,0.0382,192,67,4370820,0.0229,MAD05,nominal
2024-06-21T08:48:00Z,0.0107,164,57,4149204,0.0064,MAD05,nominal
2024-06-21T08:49:00Z,0.0243,183,64,2351528,0.0146,LHR02,nominal
2024-06-21T08:50:00Z,0.0193,190,66,1286113,0.0116,BUD07,nominal
2024-06-21T08:51:00Z,0.0392,176,62,1626192,0.0235,ATH08,nominal
2024-06-21T08:52:00Z,0.0303,190,66,2326505,0.0182,TLL12,nominal
2024-06-21T08:53:00Z,0.0446,156,55,1111425,0.0268,MAD05,nominal
2024-06-21T08:54:00Z,0.0379,163,57,2715660,0.0227,STO09,nominal
2024-06-21T08:55:00Z,0.0298,187,65,1884169,0.0179,MAD05,nominal
2024-06-21T08:56:00Z,0.0197,165,58,1558858,0.0118,AMS01,nominal
2024-06-21T08:57:00Z,0.0203,175,61,2802258,0.0122,CDG03,nominal
2024-06-21T08:58:00Z,0.0111,162,57,2743343,0.0067,MAD05,nominal
2024-06-21T08:59:00Z,0.0298,171,60,883390,0.0179,TLL12,nominal
2024-06-21T09:00:00Z,0.0435,179,63,2493987,0.0261,LHR02,nominal
2024-06-21T09:01:00Z,0.0432,162,57,4040032,0.0259,BUD07,nominal
2024-06-21T09:02:00Z,0.0114,156,55,3956119,0.0068,STO09,nominal
2024-06-21T09:03:00Z,0.0128,182,64,2138781,0.0077,WAW06,nominal
2024-06-21T09:04:00Z,0.0334,169,59,2655255,0.02,OSL10,nominal
2024-06-21T09:05:00Z,0.0161,178,62,2428633,0.0097,TLL12,nominal
2024-06-21T09:06:00Z,0.0304,156,55,936672,0.0182,TLL12,nominal
2024-06-21T09:07:00Z,0.0251,186,65,1862072,0.0151,TLL12,nominal
2024-06-21T09:08:00Z,0.0358,175,61,1185712,0.0215,AMS01,nominal
2024-06-21T09:09:00Z,0.0165,176,62,3509770,0.0099,OSL10,nominal
2024-06-21T09:10:00Z,0.0205,195,68,3070271,0.0123,LHR02,nominal
2024-06-21T09:11:00Z,0.0107,192,67,1199877,0.0064,AMS01,nominal
2024-06-21T09:12:00Z,0.0118,157,55,3080919,0.0071,LHR02,nominal
2024-06-21T09:13:00Z,0.019,179,63,2023329,0.0114,CDG03,nominal
2024-06-21T09:14:00Z,0.0302,193,68,3034806,0.0181,AMS01,nominal
2024-06-21T09:15:00Z,0.0299,160,56,2084661,0.0179,WAW06,nominal
2024-06-21T09:16:00Z,0.0328,192,67,2770637,0.0197,STO09,nominal
2024-06-21T09:17:00Z,0.0416,163,57,1675692,0.025,MAD05,nominal
2024-06-21T09:18:00Z,0.0464,164,57,860628,0.0278,LHR02,nominal
2024-06-21T09:19:00Z,0.0329,169,59,1020778,0.0197,CDG03,nominal
2024-06-21T09:20:00Z,0.0384,183,64,1774336,0.023,MAD05,nominal
2024-06-21T09:21:00Z,0.0455,183,64,801398,0.0273,WAW06,nominal
2024-06-21T09:22:00Z,0.0106,169,59,2494694,0.0064,STO09,nominal
2024-06-21T09:23:00Z,0.0236,166,58,1766669,0.0142,HEL11,nominal
2024-06-21T09:24:00Z,0.0316,165,58,960786,0.019,WAW06,nominal
2024-06-21T09:25:00Z,0.0185,176,62,2862316,0.0111,AMS01,nominal
2024-06-21T09:26:00Z,0.0173,181,63,3000732,0.0104,FRA04,nominal
2024-06-21T09:27:00Z,0.0229,156,55,3538875,0.0137,ATH08,nominal
2024-06-21T09:28:00Z,0.0422,159,56,1071259,0.0253,AMS01,nominal
2024-06-21T09:29:00Z,0.0126,193,68,3458990,0.0076,HEL11,nominal
2024-06-21T09:30:00Z,0.044,172,60,946501,0.0264,MAD05,nominal
2024-06-21T09:31:00Z,0.0108,185,65,4086778,0.0065,HEL11,nominal
2024-06-21T09:32:00Z,0.0184,184,64,1432277,0.011,CDG03,nominal
2024-06-21T09:33:00Z,0.0184,187,65,802794,0.011,MAD05,nominal
2024-06-21T09:34:00Z,0.0368,156,55,2691569,0.0221,BUD07,nominal
2024-06-21T09:35:00Z,0.0336,156,55,1985642,0.0202,ATH08,nominal
2024-06-21T09:36:00Z,0.0161,184,64,2419495,0.0097,HEL11,nominal
2024-06-21T09:37:00Z,0.037,189,66,1271759,0.0222,ATH08,nominal
2024-06-21T09:38:00Z,0.0147,164,57,3841483,0.0088,ATH08,nominal
2024-06-21T09:39:00Z,0.0176,160,56,3762977,0.0106,STO09,nominal
2024-06-21T09:40:00Z,0.0231,187,65,2788629,0.0139,BUD07,nominal
2024-06-21T09:41:00Z,0.0398,171,60,2213723,0.0239,CDG03,nominal
2024-06-21T09:42:00Z,0.025,191,67,3138641,0.015,HEL11,nominal
2024-06-21T09:43:00Z,0.02,179,63,2726323,0.012,FRA04,nominal
2024-06-21T09:44:00Z,0.0409,156,55,1482873,0.0245,TLL12,nominal
2024-06-21T09:45:00Z,0.028,183,64,3666281,0.0168,HEL11,nominal
2024-06-21T09:46:00Z,0.0402,172,60,868574,0.0241,ATH08,nominal
2024-06-21T09:47:00Z,0.0319,175,61,891063,0.0191,ATH08,nominal
2024-06-21T09:48:00Z,0.0444,157,55,2631802,0.0266,LHR02,nominal
2024-06-21T09:49:00Z,0.0155,181,63,940245,0.0093,WAW06,nominal
2024-06-21T09:50:00Z,0.0128,183,64,861661,0.0077,CDG03,nominal
2024-06-21T09:51:00Z,0.0154,194,68,1266578,0.0092,TLL12,nominal
2024-06-21T09:52:00Z,0.0208,191,67,4343221,0.0125,OSL10,nominal
2024-06-21T09:53:00Z,0.0202,193,68,1503345,0.0121,FRA04,nominal
2024-06-21T09:54:00Z,0.0203,161,56,3692663,0.0122,FRA04,nominal
2024-06-21T09:55:00Z,0.031,184,64,4189442,0.0186,HEL11,nominal
2024-06-21T09:56:00Z,0.0347,159,56,2552900,0.0208,HEL11,nominal
2024-06-21T09:57:00Z,0.0277,163,57,1251447,0.0166,WAW06,nominal
2024-06-21T09:58:00Z,0.0105,164,57,2031675,0.0063,AMS01,nominal
2024-06-21T09:59:00Z,0.0347,195,68,2260319,0.0208,CDG03,nominal
2024-06-21T10:00:00Z,0.0498,162,57,2769760,0.0299,BUD07,nominal
2024-06-21T10:01:00Z,0.049,161,56,2896483,0.0294,OSL10,nominal
2024-06-21T10:02:00Z,0.0307,159,56,3458919,0.0184,CDG03,nominal
2024-06-21T10:03:00Z,0.0263,165,58,1699669,0.0158,LHR02,nominal
2024-06-21T10:04:00Z,0.0106,182,64,1952405,0.0064,OSL10,nominal
2024-06-21T10:05:00Z,0.0443,185,65,3848678,0.0266,OSL10,nominal
2024-06-21T10:06:00Z,0.0215,178,62,2804551,0.0129,AMS01,nominal
2024-06-21T10:07:00Z,0.0119,172,60,3922018,0.0071,FRA04,nominal
2024-06-21T10:08:00Z,0.0279,182,64,3802478,0.0167,ATH08,nominal
2024-06-21T10:09:00Z,0.0215,177,62,3841002,0.0129,AMS01,nominal
2024-06-21T10:10:00Z,0.0351,177,62,2286543,0.0211,HEL11,nominal
2024-06-21T10:11:00Z,0.0201,167,58,3103165,0.0121,LHR02,nominal
2024-06-21T10:12:00Z,0.0294,192,67,4179905,0.0176,WAW06,nominal
2024-06-21T10:13:00Z,0.0213,172,60,994916,0.0128,STO09,nominal
2024-06-21T10:14:00Z,0.0224,158,55,4312147,0.0134,AMS01,nominal
2024-06-21T10:15:00Z,0.0202,180,63,1851250,0.0121,STO09,nominal
2024-06-21T10:16:00Z,0.0108,180,63,1825131,0.0065,OSL10,nominal
2024-06-21T10:17:00Z,0.0125,162,57,1128433,0.0075,STO09,nominal
2024-06-21T10:18:00Z,0.0413,155,54,1389019,0.0248,ATH08,nominal
2024-06-21T10:19:00Z,0.0167,176,62,1223000,0.01,AMS01,nominal
2024-06-21T10:20:00Z,0.0331,177,62,1146938,0.0199,OSL10,nominal
2024-06-21T10:21:00Z,0.0172,186,65,3229206,0.0103,WAW06,nominal
2024-06-21T10:22:00Z,0.0165,156,55,3417093,0.0099,MAD05,nominal
2024-06-21T10:23:00Z,0.0266,177,62,2160793,0.016,STO09,nominal
2024-06-21T10:24:00Z,0.0237,194,68,3550655,0.0142,WAW06,nominal
2024-06-21T10:25:00Z,0.0259,189,66,2947574,0.0155,FRA04,nominal
2024-06-21T10:26:00Z,0.0137,171,60,2448867,0.0082,OSL10,nominal
2024-06-21T10:27:00Z,0.0211,182,64,3424542,0.0127,STO09,nominal
2024-06-21T10:28:00Z,0.0211,181,63,4056946,0.0127,FRA04,nominal
2024-06-21T10:29:00Z,0.0107,188,66,1763213,0.0064,OSL10,nominal
2024-06-21T10:30:00Z,0.046,159,56,1737330,0.0276,AMS01,nominal
2024-06-21T10:31:00Z,0.0292,182,64,4484173,0.0175,LHR02,nominal
2024-06-21T10:32:00Z,0.0298,168,59,3879275,0.0179,OSL10,nominal
2024-06-21T10:33:00Z,0.0433,175,61,1230843,0.026,HEL11,nominal
2024-06-21T10:34:00Z,0.0298,181,63,1493538,0.0179,WAW06,nominal
2024-06-21T10:35:00Z,0.0242,183,64,2112689,0.0145,FRA04,nominal
2024-06-21T10:36:00Z,0.047,184,64,4477425,0.0282,BUD07,nominal
2024-06-21T10:37:00Z,0.0273,177,62,1592108,0.0164,OSL10,nominal
2024-06-21T10:38:00Z,0.0211,177,62,1358508,0.0127,CDG03,nominal
2024-06-21T10:39:00Z,0.0419,181,63,4185344,0.0251,BUD07,nominal
2024-06-21T10:40:00Z,0.0347,190,66,3145882,0.0208,OSL10,nominal
2024-06-21T10:41:00Z,0.0112,174,61,4369748,0.0067,LHR02,nominal
2024-06-21T10:42:00Z,0.0145,165,58,2278709,0.0087,CDG03,nominal
2024-06-21T10:43:00Z,0.0419,169,59,1949869,0.0251,HEL11,nominal
2024-06-21T10:44:00Z,0.0102,192,67,3075591,0.0061,FRA04,nominal
2024-06-21T10:45:00Z,0.0217,176,62,2067963,0.013,LHR02,nominal
2024-06-21T10:46:00Z,0.0252,191,67,847024,0.0151,HEL11,nominal
2024-06-21T10:47:00Z,0.0442,158,55,1455955,0.0265,HEL11,nominal
2024-06-21T10:48:00Z,0.014,176,62,2656646,0.0084,FRA04,nominal
2024-06-21T10:49:00Z,0.0273,181,63,1704147,0.0164,TLL12,nominal
2024-06-21T10:50:00Z,0.0409,158,55,1594929,0.0245,AMS01,nominal
2024-06-21T10:51:00Z,0.0433,156,55,2135149,0.026,AMS01,nominal
2024-06-21T10:52:00Z,0.0363,166,58,3108538,0.0218,FRA04,nominal
2024-06-21T10:53:00Z,0.0392,172,60,3425472,0.0235,BUD07,nominal
2024-06-21T10:54:00Z,0.0242,184,64,1473156,0.0145,AMS01,nominal
2024-06-21T10:55:00Z,0.0495,175,61,3994764,0.0297,WAW06,nominal
2024-06-21T10:56:00Z,0.0223,159,56,2001087,0.0134,LHR02,nominal
2024-06-21T10:57:00Z,0.041,174,61,3232989,0.0246,MAD05,nominal
2024-06-21T10:58:00Z,0.017,161,56,2579317,0.0102,FRA04,nominal
2024-06-21T10:59:00Z,0.0289,195,68,2959050,0.0173,MAD05,nominal
2024-06-21T11:00:00Z,0.026,183,64,2889192,0.0156,ATH08,nominal
2024-06-21T11:01:00Z,0.0121,169,59,1248670,0.0073,ATH08,nominal
2024-06-21T11:02:00Z,0.0287,173,61,2209108,0.0172,STO09,nominal
2024-06-21T11:03:00Z,0.0452,156,55,2835782,0.0271,TLL12,nominal
2024-06-21T11:04:00Z,0.0283,188,66,2129690,0.017,AMS01,nominal
2024-06-21T11:05:00Z,0.0432,159,56,1029275,0.0259,CDG03,nominal
2024-06-21T11:06:00Z,0.0115,163,57,3951981,0.0069,CDG03,nominal
2024-06-21T11:07:00Z,0.0319,171,60,2639283,0.0191,STO09,nominal
2024-06-21T11:08:00Z,0.0147,162,57,2472707,0.0088,TLL12,nominal
2024-06-21T11:09:00Z,0.0421,161,56,2647168,0.0253,CDG03,nominal
2024-06-21T11:10:00Z,0.045,189,66,2895460,0.027,STO09,nominal
2024-06-21T11:11:00Z,0.0185,163,57,1540757,0.0111,HEL11,nominal
2024-06-21T11:12:00Z,0.0185,180,63,4339333,0.0111,OSL10,nominal
2024-06-21T11:13:00Z,0.0272,165,58,1674571,0.0163,OSL10,nominal
2024-06-21T11:14:00Z,0.0149,181,63,3659219,0.0089,CDG03,nominal
2024-06-21T11:15:00Z,0.022,162,57,4169528,0.0132,HEL11,nominal
2024-06-21T11:16:00Z,0.0364,163,57,1746969,0.0218,TLL12,nominal
2024-06-21T11:17:00Z,0.026,192,67,2891609,0.0156,MAD05,nominal
2024-06-21T11:18:00Z,0.0147,174,61,3490238,0.0088,ATH08,nominal
2024-06-21T11:19:00Z,0.0106,157,55,3008386,0.0064,BUD07,nominal
2024-06-21T11:20:00Z,0.0185,177,62,2090126,0.0111,WAW06,nominal
2024-06-21T11:21:00Z,0.0197,192,67,2094643,0.0118,MAD05,nominal
2024-06-21T11:22:00Z,0.0292,160,56,2797553,0.0175,AMS01,nominal
2024-06-21T11:23:00Z,0.0326,190,66,1922692,0.0196,AMS01,nominal
2024-06-21T11:24:00Z,0.0157,183,64,3350275,0.0094,MAD05,nominal
2024-06-21T11:25:00Z,0.0181,192,67,1998107,0.0109,MAD05,nominal
2024-06-21T11:26:00Z,0.0416,178,62,3915141,0.025,FRA04,nominal
2024-06-21T11:27:00Z,0.0293,188,66,1098391,0.0176,WAW06,nominal
2024-06-21T11:28:00Z,0.0117,192,67,3596668,0.007,AMS01,nominal
2024-06-21T11:29:00Z,0.0449,177,62,3103413,0.0269,MAD05,nominal
2024-06-21T11:30:00Z,0.0142,159,56,1311567,0.0085,LHR02,nominal
2024-06-21T11:31:00Z,0.0138,189,66,916084,0.0083,ATH08,nominal
2024-06-21T11:32:00Z,0.0283,182,64,3408757,0.017,CDG03,nominal
2024-06-21T11:33:00Z,0.0387,167,58,4015343,0.0232,STO09,nominal
2024-06-21T11:34:00Z,0.0366,194,68,3870148,0.022,WAW06,nominal
2024-06-21T11:35:00Z,0.0383,166,58,2579620,0.023,OSL10,nominal
2024-06-21T11:36:00Z,0.042,186,65,4083754,0.0252,OSL10,nominal
2024-06-21T11:37:00Z,0.0136,160,56,3726860,0.0082,OSL10,nominal
2024-06-21T11:38:00Z,0.0244,169,59,3597657,0.0146,OSL10,nominal
2024-06-21T11:39:00Z,0.0418,190,66,4027524,0.0251,CDG03,nominal
2024-06-21T11:40:00Z,0.0236,194,68,4481777,0.0142,MAD05,nominal
2024-06-21T11:41:00Z,0.0485,192,67,3934209,0.0291,OSL10,nominal
2024-06-21T11:42:00Z,0.0284,164,57,2609272,0.017,WAW06,nominal
2024-06-21T11:43:00Z,0.0183,163,57,2984271,0.011,MAD05,nominal
2024-06-21T11:44:00Z,0.0413,176,62,2804221,0.0248,WAW06,nominal
2024-06-21T11:45:00Z,0.0481,159,56,1176540,0.0289,ATH08,nominal
2024-06-21T11:46:00Z,0.0198,182,64,2449298,0.0119,STO09,nominal
2024-06-21T11:47:00Z,0.0382,178,62,802212,0.0229,AMS01,nominal
2024-06-21T11:48:00Z,0.0207,188,66,3515153,0.0124,BUD07,nominal
2024-06-21T11:49:00Z,0.0204,176,62,2975844,0.0122,HEL11,nominal
2024-06-21T11:50:00Z,0.0278,191,67,3846800,0.0167,ATH08,nominal
2024-06-21T11:51:00Z,0.0426,158,55,1555209,0.0256,OSL10,nominal
2024-06-21T11:52:00Z,0.0169,173,61,3363638,0.0101,STO09,nominal
2024-06-21T11:53:00Z,0.036,155,54,1793712,0.0216,OSL10,nominal
2024-06-21T11:54:00Z,0.046,166,58,3056711,0.0276,BUD07,nominal
2024-06-21T11:55:00Z,0.0171,172,60,1152979,0.0103,OSL10,nominal
2024-06-21T11:56:00Z,0.0222,181,63,2371395,0.0133,BUD07,nominal
2024-06-21T11:57:00Z,0.0358,166,58,1784640,0.0215,AMS01,nominal
2024-06-21T11:58:00Z,0.0208,195,68,3595212,0.0125,STO09,nominal
2024-06-21T11:59:00Z,0.0464,186,65,2880702,0.0278,LHR02,nominal
2024-06-21T12:00:00Z,0.0416,173,61,3546907,0.025,STO09,nominal
2024-06-21T12:01:00Z,0.0189,195,68,1721231,0.0113,FRA04,nominal
2024-06-21T12:02:00Z,0.0378,172,60,3735007,0.0227,HEL11,nominal
2024-06-21T12:03:00Z,0.0445,190,66,1119461,0.0267,FRA04,nominal
2024-06-21T12:04:00Z,0.0466,180,63,4219969,0.028,FRA04,nominal
2024-06-21T12:05:00Z,0.0426,187,65,1459294,0.0256,STO09,nominal
2024-06-21T12:06:00Z,0.0458,188,66,1800080,0.0275,OSL10,nominal
2024-06-21T12:07:00Z,0.038,183,64,2435321,0.0228,AMS01,nominal
2024-06-21T12:08:00Z,0.0122,165,58,865241,0.0073,WAW06,nominal
2024-06-21T12:09:00Z,0.0326,194,68,3321124,0.0196,CDG03,nominal
2024-06-21T12:10:00Z,0.0243,160,56,2096203,0.0146,MAD05,nominal
2024-06-21T12:11:00Z,0.0166,185,65,815148,0.01,TLL12,nominal
2024-06-21T12:12:00Z,0.0482,177,62,3970422,0.0289,AMS01,nominal
2024-06-21T12:13:00Z,0.0148,179,63,4488399,0.0089,CDG03,nominal
2024-06-21T12:14:00Z,0.0433,173,61,2923518,0.026,BUD07,nominal
2024-06-21T12:15:00Z,0.0394,163,57,2280210,0.0236,STO09,nominal
2024-06-21T12:16:00Z,0.0203,164,57,881180,0.0122,ATH08,nominal
2024-06-21T12:17:00Z,0.0395,190,66,1465353,0.0237,TLL12,nominal
2024-06-21T12:18:00Z,0.0222,190,66,3217593,0.0133,MAD05,nominal
2024-06-21T12:19:00Z,0.0313,156,55,2600268,0.0188,WAW06,nominal
2024-06-21T12:20:00Z,0.0128,181,63,4184343,0.0077,ATH08,nominal
2024-06-21T12:21:00Z,0.0438,160,56,4402055,0.0263,ATH08,nominal
2024-06-21T12:22:00Z,0.0143,192,67,2862527,0.0086,WAW06,nominal
2024-06-21T12:23:00Z,0.0116,185,65,2747161,0.007,HEL11,nominal
2024-06-21T12:24:00Z,0.0433,185,65,2948911,0.026,HEL11,nominal
2024-06-21T12:25:00Z,0.0366,179,63,2467688,0.022,TLL12,nominal
2024-06-21T12:26:00Z,0.0319,169,59,3475288,0.0191,MAD05,nominal
2024-06-21T12:27:00Z,0.0185,157,55,3420117,0.0111,TLL12,nominal
2024-06-21T12:28:00Z,0.0261,186,65,3150515,0.0157,MAD05,nominal
2024-06-21T12:29:00Z,0.0446,181,63,2842524,0.0268,CDG03,nominal
2024-06-21T12:30:00Z,0.0401,189,66,2197093,0.0241,MAD05,nominal
2024-06-21T12:31:00Z,0.0301,182,64,2302128,0.0181,BUD07,nominal
2024-06-21T12:32:00Z,0.023,169,59,858765,0.0138,OSL10,nominal
2024-06-21T12:33:00Z,0.0469,179,63,1651820,0.0281,TLL12,nominal
2024-06-21T12:34:00Z,0.0113,174,61,2073063,0.0068,BUD07,nominal
2024-06-21T12:35:00Z,0.0192,163,57,869213,0.0115,AMS01,nominal
2024-06-21T12:36:00Z,0.0488,190,66,3868973,0.0293,TLL12,nominal
2024-06-21T12:37:00Z,0.0187,172,60,2966681,0.0112,OSL10,nominal
2024-06-21T12:38:00Z,0.0335,166,58,1849712,0.0201,FRA04,nominal
2024-06-21T12:39:00Z,0.0103,194,68,3923000,0.0062,MAD05,nominal
2024-06-21T12:40:00Z,0.0207,195,68,4357792,0.0124,BUD07,nominal
2024-06-21T12:41:00Z,0.0416,170,59,3886498,0.025,BUD07,nominal
2024-06-21T12:42:00Z,0.0489,169,59,2371565,0.0293,FRA04,nominal
2024-06-21T12:43:00Z,0.0442,165,58,2375973,0.0265,AMS01,nominal
2024-06-21T12:44:00Z,0.0467,182,64,2807711,0.028,ATH08,nominal
2024-06-21T12:45:00Z,0.0231,184,64,1377069,0.0139,HEL11,nominal
2024-06-21T12:46:00Z,0.0213,190,66,2166076,0.0128,TLL12,nominal
2024-06-21T12:47:00Z,0.0352,167,58,2665070,0.0211,OSL10,nominal
2024-06-21T12:48:00Z,0.0147,155,54,2940679,0.0088,AMS01,nominal
2024-06-21T12:49:00Z,0.0242,173,61,1547940,0.0145,OSL10,nominal
2024-06-21T12:50:00Z,0.0446,184,64,2343322,0.0268,AMS01,nominal
2024-06-21T12:51:00Z,0.0466,189,66,2134247,0.028,BUD07,nominal
2024-06-21T12:52:00Z,0.0221,157,55,1666871,0.0133,LHR02,nominal
2024-06-21T12:53:00Z,0.0409,179,63,1054209,0.0245,FRA04,nominal
2024-06-21T12:54:00Z,0.0294,168,59,4198027,0.0176,AMS01,nominal
2024-06-21T12:55:00Z,0.0205,190,66,1958514,0.0123,STO09,nominal
2024-06-21T12:56:00Z,0.0344,189,66,974200,0.0206,TLL12,nominal
2024-06-21T12:57:00Z,0.026,195,68,1719176,0.0156,LHR02,nominal
2024-06-21T12:58:00Z,0.0486,172,60,4140814,0.0292,LHR02,nominal
2024-06-21T12:59:00Z,0.042,190,66,4145971,0.0252,BUD07,nominal
2024-06-21T13:00:00Z,0.0291,181,63,2431016,0.0175,CDG03,nominal
2024-06-21T13:01:00Z,0.0415,161,56,4480409,0.0249,TLL12,nominal
2024-06-21T13:02:00Z,0.0258,178,62,1479860,0.0155,WAW06,nominal
2024-06-21T13:03:00Z,0.0296,190,66,2025807,0.0178,ATH08,nominal
2024-06-21T13:04:00Z,0.0422,157,55,2677356,0.0253,AMS01,nominal
2024-06-21T13:05:00Z,0.0445,157,55,3330597,0.0267,BUD07,nominal
2024-06-21T13:06:00Z,0.037,187,65,1190894,0.0222,MAD05,nominal
2024-06-21T13:07:00Z,0.0204,195,68,3246191,0.0122,LHR02,nominal
2024-06-21T13:08:00Z,0.0125,158,55,3408477,0.0075,CDG03,nominal
2024-06-21T13:09:00Z,0.0279,179,63,1245951,0.0167,ATH08,nominal
2024-06-21T13:10:00Z,0.0135,181,63,948335,0.0081,MAD05,nominal
2024-06-21T13:11:00Z,0.0112,188,66,3257329,0.0067,BUD07,nominal
2024-06-21T13:12:00Z,0.0475,160,56,2600004,0.0285,MAD05,nominal
2024-06-21T13:13:00Z,0.0195,156,55,1608964,0.0117,TLL12,nominal
2024-06-21T13:14:00Z,0.0441,194,68,3720140,0.0265,MAD05,nominal
2024-06-21T13:15:00Z,0.0265,195,68,2596618,0.0159,OSL10,nominal
2024-06-21T13:16:00Z,0.0254,179,63,2364738,0.0152,WAW06,nominal
2024-06-21T13:17:00Z,0.0495,169,59,2651298,0.0297,AMS01,nominal
2024-06-21T13:18:00Z,0.0429,194,68,1072477,0.0257,FRA04,nominal
2024-06-21T13:19:00Z,0.0114,164,57,3340556,0.0068,MAD05,nominal
2024-06-21T13:20:00Z,0.0387,170,59,2242459,0.0232,HEL11,nominal
2024-06-21T13:21:00Z,0.0126,188,66,3621319,0.0076,AMS01,nominal
2024-06-21T13:22:00Z,0.0494,180,63,3928732,0.0296,TLL12,nominal
2024-06-21T13:23:00Z,0.0299,177,62,3273707,0.0179,STO09,nominal
2024-06-21T13:24:00Z,0.0477,165,58,2123988,0.0286,STO09,nominal
2024-06-21T13:25:00Z,0.0181,169,59,1948779,0.0109,MAD05,nominal
2024-06-21T13:26:00Z,0.0243,166,58,1212773,0.0146,WAW06,nominal
2024-06-21T13:27:00Z,0.0334,193,68,3309426,0.02,BUD07,nominal
2024-06-21T13:28:00Z,0.0446,190,66,4379751,0.0268,OSL10,nominal
2024-06-21T13:29:00Z,0.0481,168,59,3729809,0.0289,AMS01,nominal
2024-06-21T13:30:00Z,0.0373,183,64,833156,0.0224,WAW06,nominal
2024-06-21T13:31:00Z,0.0334,190,66,2193373,0.02,CDG03,nominal
2024-06-21T13:32:00Z,0.0353,158,55,2969647,0.0212,STO09,nominal
2024-06-21T13:33:00Z,0.0165,164,57,1101073,0.0099,OSL10,nominal
2024-06-21T13:34:00Z,0.0231,181,63,3528397,0.0139,ATH08,nominal
2024-06-21T13:35:00Z,0.041,162,57,1502546,0.0246,ATH08,nominal
2024-06-21T13:36:00Z,0.0472,172,60,4045892,0.0283,ATH08,nominal
2024-06-21T13:37:00Z,0.0391,182,64,1169740,0.0235,AMS01,nominal
