complaint_id,date,model,lot,failure_mode,outcome,mdr_submitted
CMP-10658,2020-11-19,Nimbus-PainPro,LOT-5531-2020,battery_failure,near_miss,Y
CMP-10659,2023-10-26,Nimbus-II-PainPRO,LOT-4252-2023,battery_failure,near_miss,N
CMP-10660,2024-03-16,Nimbus-II-EMS,LOT-9711-2024,battery_failure,near_miss,Y
CMP-10661,2021-12-20,Nimbus-II-PainPRO,LOT-3091-2021,battery_failure,no_harm,Y
CMP-10662,2019-10-02,Nimbus-II-Plus,LOT-7526-2019,battery_failure,no_harm,N
CMP-10663,2021-05-05,Nimbus-II-Plus,LOT-6143-2021,battery_failure,patient_discomfort,Y
CMP-10664,2022-02-10,Nimbus-Flex,LOT-9549-2022,battery_failure,no_harm,Y
CMP-10665,2023-08-26,Nimbus-Admin,LOT-4559-2023,battery_failure,no_harm,Y
CMP-10666,2024-05-19,Nimbus-Flex,LOT-3117-2024,battery_failure,near_miss,N
CMP-10667,2022-02-22,Nimbus-II-Plus,LOT-2221-2022,battery_failure,no_harm,Y
CMP-10668,2021-05-06,Nimbus-Flex,LOT-5712-2021,battery_failure,no_harm,Y
CMP-10669,2023-09-08,Nimbus-Admin,LOT-6045-2023,battery_failure,no_harm,Y
CMP-10670,2024-05-10,Nimbus-Admin,LOT-4697-2024,battery_failure,no_harm,Y
CMP-10671,2024-09-09,Nimbus-PainPro,LOT-4813-2024,battery_failure,no_harm,N
CMP-10672,2023-04-09,Nimbus-II-EpiD,LOT-4178-2023,battery_failure,no_harm,N
CMP-10673,2024-06-04,Nimbus-PainPro,LOT-5012-2024,battery_failure,patient_discomfort,Y
CMP-10674,2021-05-11,Nimbus-Flex,LOT-4012-2021,battery_failure,no_harm,Y
CMP-10675,2024-08-24,Nimbus-PainPro,LOT-6380-2024,battery_failure,no_harm,Y
CMP-10676,2023-01-06,Nimbus-II-EpiD,LOT-4824-2023,battery_failure,no_harm,Y
CMP-10677,2020-08-21,Nimbus-PainPro,LOT-1428-2020,battery_failure,no_harm,Y
CMP-10678,2019-01-16,Nimbus-II-Plus,LOT-3517-2019,battery_failure,no_harm,Y
CMP-10679,2024-09-16,Nimbus-II-EpiD,LOT-6165-2024,battery_failure,serious_injury,Y
CMP-10680,2023-03-19,Nimbus-Flex,LOT-1171-2023,battery_failure,no_harm,Y
CMP-10681,2021-11-23,Nimbus-II-Plus,LOT-9233-2021,battery_failure,no_harm,Y
CMP-10682,2022-12-24,Nimbus-II-PainPRO,LOT-2958-2022,battery_failure,no_harm,N
CMP-10683,2021-01-15,Nimbus-Admin,LOT-7835-2021,battery_failure,no_harm,N
CMP-10684,2022-11-07,Nimbus-Flex,LOT-1071-2022,battery_failure,no_harm,N
CMP-10685,2024-07-26,Nimbus-II-Flex,LOT-4928-2024,battery_failure,no_harm,Y
CMP-10686,2022-07-27,Nimbus-II-PainPRO,LOT-1231-2022,battery_failure,no_harm,Y
CMP-10687,2021-07-03,Nimbus-Flex,LOT-6613-2021,battery_failure,no_harm,Y
CMP-10688,2020-01-13,Nimbus-II-PainPRO,LOT-2327-2020,battery_failure,no_harm,Y
CMP-10689,2023-01-15,Nimbus-Flex,LOT-4317-2023,battery_failure,serious_injury,Y
CMP-10690,2021-07-10,Nimbus-II-Plus,LOT-7836-2021,battery_failure,patient_discomfort,Y
CMP-10691,2021-05-22,Nimbus-II-EMS,LOT-2026-2021,battery_failure,no_harm,Y
CMP-10692,2022-05-07,Nimbus-PainPro,LOT-1739-2022,battery_failure,no_harm,N
CMP-10693,2023-12-27,Nimbus-Flex,LOT-7518-2023,battery_failure,patient_discomfort,N
CMP-10694,2022-10-28,Nimbus-II-Plus,LOT-7038-2022,battery_failure,near_miss,N
CMP-10695,2020-10-24,Nimbus-Flex,LOT-6793-2020,battery_failure,no_harm,N
CMP-10696,2022-05-10,Nimbus-II-EMS,LOT-8282-2022,battery_failure,no_harm,N
CMP-10697,2023-10-20,Nimbus-II-Plus,LOT-1323-2023,battery_failure,no_harm,Y
CMP-10698,2024-09-12,Nimbus-II-Plus,LOT-7106-2024,battery_failure,no_harm,Y
CMP-10699,2020-05-03,Nimbus-PainPro,LOT-3774-2020,battery_failure,near_miss,Y
CMP-10700,2019-11-21,Nimbus-Flex,LOT-7899-2019,battery_failure,no_harm,N
CMP-10701,2021-05-22,Nimbus-II-Flex,LOT-9958-2021,battery_failure,serious_injury,Y
CMP-10702,2020-09-21,Nimbus-II-EMS,LOT-8305-2020,battery_failure,near_miss,N
CMP-10703,2022-11-19,Nimbus-II-PainPRO,LOT-1641-2022,battery_failure,patient_discomfort,N
CMP-10704,2024-12-10,Nimbus-II-Flex,LOT-1634-2024,battery_failure,no_harm,Y
CMP-10705,2023-01-15,Nimbus-II-EMS,LOT-1972-2023,battery_failure,no_harm,Y
CMP-10706,2020-04-02,Nimbus-II-Plus,LOT-1997-2020,battery_failure,near_miss,N
CMP-10707,2022-08-03,Nimbus-Admin,LOT-3934-2022,battery_failure,no_harm,N
CMP-10708,2023-01-26,Nimbus-PainPro,LOT-2818-2023,battery_failure,no_harm,N
CMP-10709,2020-06-10,Nimbus-II-EpiD,LOT-6250-2020,battery_failure,no_harm,N
CMP-10710,2021-03-28,Nimbus-PainPro,LOT-4146-2021,battery_failure,no_harm,Y
CMP-10711,2022-11-13,Nimbus-Flex,LOT-3951-2022,battery_failure,no_harm,N
CMP-10712,2020-11-21,Nimbus-II-Plus,LOT-3866-2020,battery_failure,serious_injury,Y
CMP-10713,2020-05-21,Nimbus-II-Plus,LOT-4352-2020,battery_failure,no_harm,Y
CMP-10714,2022-03-18,Nimbus-PainPro,LOT-4169-2022,battery_failure,no_harm,N
CMP-10715,2024-05-27,Nimbus-II-Plus,LOT-3562-2024,battery_failure,no_harm,N
CMP-10716,2024-08-23,Nimbus-II-EMS,LOT-2749-2024,battery_failure,no_harm,N
CMP-10717,2023-11-17,Nimbus-Flex,LOT-3572-2023,battery_failure,no_harm,N
CMP-10718,2023-10-01,Nimbus-PainPro,LOT-1117-2023,battery_failure,no_harm,N
CMP-10719,2020-04-02,Nimbus-II-Plus,LOT-3654-2020,battery_failure,no_harm,N
CMP-10720,2022-01-15,Nimbus-II-EpiD,LOT-2148-2022,battery_failure,no_harm,N
CMP-10721,2020-08-04,Nimbus-Admin,LOT-6777-2020,battery_failure,no_harm,N
CMP-10722,2022-10-19,Nimbus-II-Flex,LOT-7066-2022,battery_failure,no_harm,N
CMP-10723,2021-05-04,Nimbus-II-Flex,LOT-1222-2021,battery_failure,no_harm,N
CMP-10724,2019-08-28,Nimbus-Flex,LOT-4899-2019,battery_failure,near_miss,Y
CMP-10725,2022-09-23,Nimbus-II-PainPRO,LOT-4502-2022,battery_failure,no_harm,N
CMP-10726,2019-06-02,Nimbus-II-PainPRO,LOT-1776-2019,battery_failure,patient_discomfort,N
CMP-10727,2019-07-07,Nimbus-II-PainPRO,LOT-7834-2019,battery_failure,no_harm,N
CMP-10728,2019-02-05,Nimbus-PainPro,LOT-2943-2019,battery_failure,no_harm,Y
CMP-10729,2024-10-12,Nimbus-II-Plus,LOT-5020-2024,battery_failure,no_harm,N
CMP-10730,2022-12-09,Nimbus-II-EMS,LOT-8341-2022,battery_failure,near_miss,Y
CMP-10731,2020-11-10,Nimbus-II-Flex,LOT-9591-2020,battery_failure,no_harm,Y
CMP-10732,2019-11-02,Nimbus-II-EMS,LOT-5473-2019,battery_failure,patient_discomfort,N
CMP-10733,2021-01-08,Nimbus-II-Plus,LOT-1545-2021,battery_failure,patient_discomfort,N
CMP-10734,2022-11-06,Nimbus-II-Flex,LOT-7357-2022,battery_failure,no_harm,N
CMP-10735,2021-07-22,Nimbus-Admin,LOT-5340-2021,battery_failure,no_harm,N
CMP-10736,2024-07-25,Nimbus-II-EMS,LOT-2814-2024,battery_failure,no_harm,N
CMP-10737,2023-05-04,Nimbus-II-Plus,LOT-5361-2023,battery_failure,no_harm,Y
CMP-10738,2024-08-28,Nimbus-Flex,LOT-2341-2024,battery_failure,no_harm,Y
CMP-10739,2019-07-10,Nimbus-II-Flex,LOT-2362-2019,battery_failure,no_harm,N
CMP-10740,2024-10-28,Nimbus-Admin,LOT-2232-2024,battery_failure,no_harm,N
CMP-10741,2019-12-18,Nimbus-PainPro,LOT-6602-2019,battery_failure,no_harm,N
CMP-10742,2023-10-06,Nimbus-II-EMS,LOT-7921-2023,battery_failure,no_harm,Y
CMP-10743,2021-07-25,Nimbus-II-Flex,LOT-4606-2021,battery_failure,no_harm,Y
CMP-10744,2024-06-20,Nimbus-II-EMS,LOT-7219-2024,battery_failure,no_harm,N
CMP-10745,2019-09-18,Nimbus-Admin,LOT-5014-2019,battery_failure,patient_discomfort,N
CMP-10746,2022-12-19,Nimbus-PainPro,LOT-6213-2022,battery_failure,no_harm,N
CMP-10747,2019-03-22,Nimbus-II-Flex,LOT-8344-2019,battery_failure,patient_discomfort,N
CMP-10748,2023-07-17,Nimbus-Admin,LOT-4182-2023,battery_failure,no_harm,Y
CMP-10749,2020-08-23,Nimbus-II-EMS,LOT-5431-2020,battery_failure,no_harm,N
CMP-10750,2020-01-19,Nimbus-II-PainPRO,LOT-9396-2020,battery_failure,serious_injury,Y
CMP-10751,2019-05-07,Nimbus-II-Plus,LOT-2525-2019,battery_failure,patient_discomfort,N
CMP-10752,2020-06-24,Nimbus-II-PainPRO,LOT-5298-2020,battery_failure,serious_injury,Y
CMP-10753,2019-12-11,Nimbus-II-PainPRO,LOT-4115-2019,battery_failure,no_harm,Y
CMP-10754,2021-11-19,Nimbus-II-Plus,LOT-5336-2021,battery_failure,near_miss,N
CMP-10755,2024-10-14,Nimbus-II-Plus,LOT-6687-2024,battery_failure,no_harm,N
CMP-10756,2023-09-15,Nimbus-Admin,LOT-4557-2023,battery_failure,no_harm,N
CMP-10757,2022-07-19,Nimbus-PainPro,LOT-2220-2022,battery_failure,no_harm,N
CMP-10758,2021-10-03,Nimbus-II-Plus,LOT-5629-2021,battery_failure,no_harm,Y
CMP-10759,2024-04-23,Nimbus-II-EMS,LOT-7910-2024,battery_failure,no_harm,Y
CMP-10760,2019-02-15,Nimbus-II-Flex,LOT-3170-2019,battery_failure,no_harm,Y
CMP-10761,2019-02-13,Nimbus-II-EMS,LOT-3590-2019,battery_failure,patient_discomfort,Y
CMP-10762,2023-10-17,Nimbus-PainPro,LOT-1385-2023,battery_failure,no_harm,Y
CMP-10763,2022-03-03,Nimbus-II-PainPRO,LOT-7089-2022,battery_failure,near_miss,Y
CMP-10764,2019-10-12,Nimbus-Flex,LOT-8043-2019,battery_failure,near_miss,Y
CMP-10765,2022-03-13,Nimbus-II-PainPRO,LOT-1437-2022,battery_failure,no_harm,Y
CMP-10766,2020-12-06,Nimbus-II-PainPRO,LOT-9200-2020,battery_failure,no_harm,Y
CMP-10767,2021-02-22,Nimbus-Flex,LOT-8240-2021,battery_failure,no_harm,Y
CMP-10768,2020-05-14,Nimbus-II-Plus,LOT-2623-2020,battery_failure,patient_discomfort,Y
CMP-10769,2019-05-25,Nimbus-II-PainPRO,LOT-2505-2019,battery_failure,near_miss,Y
CMP-10770,2022-10-06,Nimbus-II-Flex,LOT-8921-2022,battery_failure,no_harm,N
CMP-10771,2019-12-02,Nimbus-Flex,LOT-8802-2019,battery_failure,no_harm,N
CMP-10772,2021-01-12,Nimbus-Admin,LOT-2233-2021,battery_failure,no_harm,Y
CMP-10773,2021-04-19,Nimbus-Admin,LOT-4400-2021,battery_failure,no_harm,N
CMP-10774,2022-08-16,Nimbus-PainPro,LOT-7840-2022,battery_failure,no_harm,N
CMP-10775,2019-12-28,Nimbus-II-Flex,LOT-2033-2019,battery_failure,no_harm,Y
CMP-10776,2023-05-10,Nimbus-II-EpiD,LOT-5971-2023,battery_failure,no_harm,N
CMP-10777,2024-07-27,Nimbus-II-Flex,LOT-1303-2024,battery_failure,no_harm,N
CMP-10778,2024-04-19,Nimbus-Admin,LOT-1197-2024,battery_failure,no_harm,Y
CMP-10779,2019-12-11,Nimbus-Admin,LOT-8222-2019,battery_failure,no_harm,Y
CMP-10780,2022-09-13,Nimbus-II-Plus,LOT-2474-2022,battery_failure,no_harm,Y
CMP-10781,2023-08-12,Nimbus-II-Flex,LOT-3404-2023,battery_failure,no_harm,Y
CMP-10782,2020-11-12,Nimbus-II-Plus,LOT-4764-2020,battery_failure,no_harm,Y
CMP-10783,2023-01-22,Nimbus-II-PainPRO,LOT-2741-2023,battery_failure,no_harm,Y
CMP-10784,2021-03-02,Nimbus-II-Plus,LOT-7621-2021,battery_failure,no_harm,N
CMP-10785,2021-08-01,Nimbus-Admin,LOT-4717-2021,battery_failure,near_miss,N
CMP-10786,2020-05-09,Nimbus-II-EMS,LOT-3908-2020,battery_failure,near_miss,Y
CMP-10787,2024-02-20,Nimbus-II-Plus,LOT-1075-2024,battery_failure,patient_discomfort,N
CMP-10788,2021-01-19,Nimbus-Flex,LOT-5894-2021,battery_failure,no_harm,N
CMP-10789,2024-12-15,Nimbus-II-PainPRO,LOT-3026-2024,battery_failure,near_miss,Y
CMP-10790,2023-03-24,Nimbus-Flex,LOT-6630-2023,battery_failure,patient_discomfort,Y
CMP-10791,2021-11-21,Nimbus-II-Flex,LOT-6326-2021,battery_failure,no_harm,Y
CMP-10792,2023-05-20,Nimbus-PainPro,LOT-7307-2023,battery_failure,near_miss,N
CMP-10793,2024-03-02,Nimbus-II-PainPRO,LOT-7170-2024,battery_failure,no_harm,Y
CMP-10794,2019-04-21,Nimbus-II-Flex,LOT-3651-2019,battery_failure,no_harm,N
CMP-10795,2021-05-16,Nimbus-II-PainPRO,LOT-1176-2021,battery_failure,no_harm,N
CMP-10796,2022-02-03,Nimbus-II-Plus,LOT-8604-2022,battery_failure,no_harm,Y
CMP-10797,2022-08-17,Nimbus-PainPro,LOT-3261-2022,battery_failure,no_harm,Y
CMP-10798,2023-12-12,Nimbus-II-EMS,LOT-9676-2023,battery_failure,patient_discomfort,N
CMP-10799,2019-04-27,Nimbus-II-EMS,LOT-8904-2019,battery_failure,no_harm,N
CMP-10800,2024-09-23,Nimbus-II-Plus,LOT-8860-2024,battery_failure,no_harm,N
CMP-10801,2022-04-23,Nimbus-II-PainPRO,LOT-2868-2022,battery_failure,no_harm,Y
CMP-10802,2020-06-20,Nimbus-II-EMS,LOT-3979-2020,battery_failure,no_harm,N
CMP-10803,2020-06-27,Nimbus-II-EMS,LOT-9871-2020,battery_failure,serious_injury,Y
CMP-10804,2019-02-05,Nimbus-II-EMS,LOT-8484-2019,battery_failure,no_harm,N
CMP-10805,2022-05-06,Nimbus-II-Flex,LOT-4486-2022,battery_failure,no_harm,Y
CMP-10806,2021-01-25,Nimbus-Flex,LOT-8493-2021,battery_failure,no_harm,N
CMP-10807,2024-03-01,Nimbus-Admin,LOT-5675-2024,battery_failure,patient_discomfort,N
CMP-10808,2022-07-17,Nimbus-II-Flex,LOT-2148-2022,battery_failure,no_harm,N
CMP-10809,2024-12-23,Nimbus-Flex,LOT-9493-2024,battery_failure,no_harm,N
CMP-10810,2019-08-28,Nimbus-II-Flex,LOT-1569-2019,battery_failure,no_harm,N
CMP-10811,2019-09-27,Nimbus-Flex,LOT-8916-2019,battery_failure,no_harm,N
CMP-10812,2022-03-13,Nimbus-Flex,LOT-6025-2022,battery_failure,patient_discomfort,N
CMP-10813,2023-10-25,Nimbus-II-Plus,LOT-2673-2023,battery_failure,no_harm,N
CMP-10814,2024-07-16,Nimbus-II-PainPRO,LOT-2739-2024,battery_failure,near_miss,N
CMP-10815,2024-02-24,Nimbus-II-PainPRO,LOT-5064-2024,battery_failure,no_harm,Y
CMP-10816,2021-01-14,Nimbus-II-EMS,LOT-7997-2021,battery_failure,no_harm,N
CMP-10817,2023-11-25,Nimbus-II-EpiD,LOT-5558-2023,battery_failure,no_harm,N
CMP-10818,2023-01-06,Nimbus-PainPro,LOT-9808-2023,battery_failure,near_miss,Y
CMP-10819,2022-03-17,Nimbus-II-EpiD,LOT-1162-2022,battery_failure,no_harm,Y
CMP-10820,2023-03-14,Nimbus-II-Flex,LOT-1166-2023,battery_failure,no_harm,N
CMP-10821,2021-07-19,Nimbus-PainPro,LOT-4093-2021,battery_failure,patient_discomfort,Y
CMP-10822,2021-03-08,Nimbus-II-EpiD,LOT-9357-2021,battery_failure,no_harm,N
CMP-10823,2019-03-04,Nimbus-Admin,LOT-2853-2019,battery_failure,patient_discomfort,N
CMP-10824,2019-03-16,Nimbus-Admin,LOT-5104-2019,battery_failure,no_harm,N
CMP-10825,2024-08-05,Nimbus-II-PainPRO,LOT-8211-2024,battery_failure,patient_discomfort,N
CMP-10826,2021-04-25,Nimbus-Admin,LOT-2452-2021,battery_failure,no_harm,N
CMP-10827,2024-03-03,Nimbus-Flex,LOT-8311-2024,battery_failure,no_harm,N
CMP-10828,2022-08-17,Nimbus-Flex,LOT-9518-2022,battery_failure,no_harm,N
CMP-10829,2020-10-11,Nimbus-II-EMS,LOT-5728-2020,battery_failure,near_miss,Y
CMP-10830,2022-04-22,Nimbus-II-EMS,LOT-2047-2022,battery_failure,no_harm,Y
CMP-10831,2023-01-16,Nimbus-Flex,LOT-9980-2023,battery_failure,no_harm,Y
CMP-10832,2020-12-01,Nimbus-II-PainPRO,LOT-1929-2020,battery_failure,no_harm,Y
CMP-10833,2021-10-13,Nimbus-II-Flex,LOT-7519-2021,battery_failure,near_miss,N
CMP-10834,2020-02-10,Nimbus-II-Flex,LOT-5851-2020,battery_failure,no_harm,N
CMP-10835,2023-04-05,Nimbus-II-EpiD,LOT-6712-2023,battery_failure,no_harm,Y
CMP-10836,2020-05-11,Nimbus-II-EpiD,LOT-9213-2020,battery_failure,no_harm,N
CMP-10837,2020-06-16,Nimbus-II-EMS,LOT-9611-2020,battery_failure,no_harm,N
CMP-10838,2023-11-03,Nimbus-II-Flex,LOT-8394-2023,battery_failure,no_harm,Y
CMP-10839,2020-07-20,Nimbus-Flex,LOT-3904-2020,battery_failure,patient_discomfort,N
CMP-10840,2024-12-16,Nimbus-Flex,LOT-1040-2024,battery_failure,near_miss,Y
CMP-10841,2023-09-28,Nimbus-II-EMS,LOT-8133-2023,battery_failure,no_harm,Y
CMP-10842,2021-04-11,Nimbus-II-Flex,LOT-6201-2021,battery_failure,no_harm,N
CMP-10843,2019-06-01,Nimbus-Admin,LOT-4902-2019,battery_failure,no_harm,N
CMP-10844,2024-06-14,Nimbus-II-Flex,LOT-4022-2024,battery_failure,no_harm,Y
CMP-10845,2023-01-22,Nimbus-II-Flex,LOT-8239-2023,battery_failure,no_harm,N
CMP-10846,2022-05-04,Nimbus-Flex,LOT-3881-2022,battery_failure,no_harm,N
CMP-10847,2021-11-04,Nimbus-II-Flex,LOT-4637-2021,battery_failure,no_harm,N
CMP-10848,2022-03-26,Nimbus-II-EMS,LOT-6836-2022,battery_failure,no_harm,Y
CMP-10849,2019-02-27,Nimbus-Admin,LOT-2518-2019,battery_failure,serious_injury,Y
CMP-10850,2019-07-03,Nimbus-II-PainPRO,LOT-6822-2019,battery_failure,no_harm,N
CMP-10851,2024-01-15,Nimbus-II-EMS,LOT-6370-2024,battery_failure,serious_injury,Y
CMP-10852,2020-09-02,Nimbus-PainPro,LOT-7855-2020,battery_failure,near_miss,N
CMP-10853,2019-09-22,Nimbus-PainPro,LOT-2504-2019,battery_failure,no_harm,N
CMP-10854,2020-05-28,Nimbus-Admin,LOT-1457-2020,battery_failure,no_harm,N
CMP-10855,2019-08-11,Nimbus-Admin,LOT-8698-2019,battery_failure,no_harm,N
CMP-10856,2019-10-14,Nimbus-II-PainPRO,LOT-7617-2019,battery_failure,near_miss,Y
CMP-10857,2020-09-26,Nimbus-II-Plus,LOT-6206-2020,battery_failure,near_miss,N
CMP-10858,2022-02-09,Nimbus-PainPro,LOT-9253-2022,battery_failure,near_miss,N
CMP-10859,2021-01-06,Nimbus-Admin,LOT-8552-2021,battery_failure,no_harm,Y
CMP-10860,2022-12-15,Nimbus-PainPro,LOT-2542-2022,battery_failure,no_harm,N
CMP-10861,2022-01-02,Nimbus-PainPro,LOT-9491-2022,battery_failure,no_harm,Y
CMP-10862,2022-01-18,Nimbus-PainPro,LOT-7884-2022,battery_failure,patient_discomfort,Y
CMP-10863,2020-12-14,Nimbus-II-Flex,LOT-3359-2020,battery_failure,no_harm,Y
CMP-10864,2024-05-21,Nimbus-II-EpiD,LOT-7272-2024,battery_failure,near_miss,N
CMP-10865,2020-07-06,Nimbus-Admin,LOT-6311-2020,battery_failure,no_harm,N
CMP-10866,2023-09-07,Nimbus-II-Flex,LOT-1623-2023,battery_failure,no_harm,N
CMP-10867,2020-02-12,Nimbus-II-EpiD,LOT-7500-2020,battery_failure,no_harm,N
CMP-10868,2019-10-16,Nimbus-II-PainPRO,LOT-8857-2019,battery_failure,serious_injury,Y
CMP-10869,2019-11-23,Nimbus-Flex,LOT-1510-2019,battery_failure,near_miss,Y
CMP-10870,2020-11-01,Nimbus-Flex,LOT-8473-2020,battery_failure,patient_discomfort,N
CMP-10871,2019-10-12,Nimbus-Flex,LOT-2730-2019,battery_failure,no_harm,N
CMP-10872,2020-11-03,Nimbus-PainPro,LOT-9539-2020,battery_failure,no_harm,N
CMP-10873,2019-07-12,Nimbus-II-EpiD,LOT-3883-2019,battery_failure,no_harm,N
CMP-10874,2019-09-25,Nimbus-Admin,LOT-7517-2019,battery_failure,near_miss,N
CMP-10875,2023-02-09,Nimbus-II-PainPRO,LOT-7878-2023,battery_failure,near_miss,Y
CMP-10876,2020-04-05,Nimbus-Admin,LOT-7315-2020,battery_failure,no_harm,Y
CMP-10877,2023-08-24,Nimbus-II-PainPRO,LOT-7253-2023,battery_failure,no_harm,Y
CMP-10878,2024-11-25,Nimbus-II-Plus,LOT-7862-2024,battery_failure,no_harm,N
CMP-10879,2023-11-02,Nimbus-II-EpiD,LOT-7973-2023,battery_failure,patient_discomfort,Y
CMP-10880,2024-04-20,Nimbus-Flex,LOT-4835-2024,battery_failure,no_harm,Y
CMP-10881,2020-05-16,Nimbus-II-PainPRO,LOT-6135-2020,battery_failure,no_harm,N
CMP-10882,2020-04-15,Nimbus-PainPro,LOT-7507-2020,battery_failure,no_harm,N
CMP-10883,2019-06-28,Nimbus-II-EpiD,LOT-1577-2019,battery_failure,no_harm,Y
CMP-10884,2023-01-27,Nimbus-Admin,LOT-5786-2023,battery_failure,no_harm,Y
CMP-10885,2024-08-16,Nimbus-Flex,LOT-3255-2024,battery_failure,serious_injury,Y
CMP-10886,2023-09-28,Nimbus-II-Flex,LOT-3512-2023,battery_failure,no_harm,Y
CMP-10887,2022-06-12,Nimbus-PainPro,LOT-4834-2022,battery_failure,no_harm,Y
CMP-10888,2023-01-09,Nimbus-Admin,LOT-6022-2023,battery_failure,no_harm,N
CMP-10889,2020-10-03,Nimbus-II-EpiD,LOT-1948-2020,battery_failure,no_harm,N
CMP-10890,2019-04-15,Nimbus-PainPro,LOT-3567-2019,battery_failure,no_harm,N
CMP-10891,2023-02-10,Nimbus-II-EpiD,LOT-3781-2023,battery_failure,near_miss,Y
CMP-10892,2019-01-27,Nimbus-II-PainPRO,LOT-6585-2019,battery_failure,near_miss,Y
CMP-10893,2020-07-22,Nimbus-PainPro,LOT-5819-2020,battery_failure,no_harm,Y
CMP-10894,2023-02-04,Nimbus-Flex,LOT-2297-2023,battery_failure,no_harm,Y
CMP-10895,2020-07-03,Nimbus-Admin,LOT-3977-2020,battery_failure,no_harm,Y
CMP-10896,2022-12-13,Nimbus-II-Plus,LOT-4041-2022,battery_failure,patient_discomfort,N
CMP-10897,2024-06-21,Nimbus-Admin,LOT-7132-2024,battery_failure,no_harm,Y
CMP-10898,2024-08-25,Nimbus-Admin,LOT-5198-2024,battery_failure,no_harm,N
CMP-10899,2021-06-01,Nimbus-Flex,LOT-1111-2021,battery_failure,no_harm,Y
CMP-10900,2023-02-07,Nimbus-II-Plus,LOT-3135-2023,battery_failure,patient_discomfort,Y
CMP-10901,2023-07-09,Nimbus-II-Flex,LOT-1221-2023,battery_failure,no_harm,N
CMP-10902,2022-10-05,Nimbus-Flex,LOT-6592-2022,battery_failure,no_harm,Y
CMP-10903,2019-04-14,Nimbus-Admin,LOT-7277-2019,battery_failure,near_miss,Y
CMP-10904,2023-08-01,Nimbus-PainPro,LOT-2475-2023,battery_failure,no_harm,Y
CMP-10905,2023-03-17,Nimbus-PainPro,LOT-5033-2023,battery_failure,no_harm,Y
CMP-10906,2024-07-15,Nimbus-PainPro,LOT-3058-2024,battery_failure,no_harm,N
CMP-10907,2024-09-15,Nimbus-II-EMS,LOT-3741-2024,battery_failure,near_miss,Y
CMP-10908,2023-11-15,Nimbus-PainPro,LOT-9476-2023,battery_failure,no_harm,Y
CMP-10909,2022-04-12,Nimbus-II-Plus,LOT-5634-2022,battery_failure,no_harm,N
CMP-10910,2023-08-14,Nimbus-PainPro,LOT-2427-2023,battery_failure,near_miss,N
CMP-10911,2019-12-18,Nimbus-Admin,LOT-4638-2019,battery_failure,near_miss,Y
CMP-10912,2022-11-05,Nimbus-II-PainPRO,LOT-9121-2022,battery_failure,no_harm,N
CMP-10913,2019-02-19,Nimbus-II-PainPRO,LOT-5886-2019,battery_failure,serious_injury,Y
CMP-10914,2021-06-23,Nimbus-II-EMS,LOT-5951-2021,battery_failure,no_harm,N
CMP-10915,2023-09-27,Nimbus-II-PainPRO,LOT-2259-2023,battery_failure,no_harm,Y
CMP-10916,2021-09-23,Nimbus-II-Flex,LOT-4069-2021,battery_failure,no_harm,Y
CMP-10917,2021-06-03,Nimbus-II-EpiD,LOT-1693-2021,battery_failure,no_harm,Y
CMP-10918,2023-06-13,Nimbus-Flex,LOT-9913-2023,battery_failure,no_harm,Y
CMP-10919,2023-09-21,Nimbus-II-EpiD,LOT-8518-2023,battery_failure,no_harm,N
CMP-10920,2020-05-22,Nimbus-II-PainPRO,LOT-5593-2020,battery_failure,no_harm,Y
CMP-10921,2024-12-21,Nimbus-II-Flex,LOT-5467-2024,battery_failure,no_harm,N
CMP-10922,2023-10-24,Nimbus-II-EMS,LOT-4066-2023,battery_failure,no_harm,N
CMP-10923,2024-03-16,Nimbus-PainPro,LOT-8079-2024,battery_failure,no_harm,Y
CMP-10924,2020-07-18,Nimbus-II-PainPRO,LOT-7800-2020,battery_failure,patient_discomfort,Y
CMP-10925,2020-01-20,Nimbus-II-Plus,LOT-8960-2020,battery_failure,patient_discomfort,Y
CMP-10926,2021-02-02,Nimbus-II-EMS,LOT-7592-2021,battery_failure,no_harm,N
CMP-10927,2024-03-15,Nimbus-II-EMS,LOT-3916-2024,battery_failure,near_miss,Y
CMP-10928,2024-04-13,Nimbus-II-EpiD,LOT-8475-2024,battery_failure,no_harm,N
CMP-10929,2022-07-20,Nimbus-II-EMS,LOT-2972-2022,battery_failure,no_harm,Y
CMP-10930,2021-08-23,Nimbus-II-PainPRO,LOT-5712-2021,battery_failure,no_harm,N
CMP-10931,2023-06-19,Nimbus-II-EMS,LOT-6792-2023,battery_failure,no_harm,Y
CMP-10932,2021-11-05,Nimbus-Admin,LOT-1581-2021,battery_failure,no_harm,Y
CMP-10933,2021-09-22,Nimbus-II-EMS,LOT-4873-2021,battery_failure,no_harm,Y
CMP-10934,2022-11-06,Nimbus-Flex,LOT-5693-2022,battery_failure,near_miss,N
CMP-10935,2020-03-14,Nimbus-Flex,LOT-6130-2020,battery_failure,near_miss,N
CMP-10936,2019-04-24,Nimbus-II-Plus,LOT-6957-2019,battery_failure,no_harm,Y
CMP-10937,2019-06-12,Nimbus-II-PainPRO,LOT-6959-2019,battery_failure,patient_discomfort,Y
CMP-10938,2022-02-21,Nimbus-II-PainPRO,LOT-5553-2022,battery_failure,no_harm,Y
