minute_utc,ttfb_p99_ms,ttfb_p50_ms,ttfb_p75_ms,ttfb_p95_ms,normal_p99_ms,edge_pop
2024-06-20T21:43:00Z,170,59,94,136,180,AMS01
2024-06-20T21:44:00Z,185,65,102,148,180,OSL10
2024-06-20T21:45:00Z,193,68,106,154,180,HEL11
2024-06-20T21:46:00Z,173,61,95,138,180,MAD05
2024-06-20T21:47:00Z,193,68,106,154,180,VIE16
2024-06-20T21:48:00Z,166,58,91,133,180,CDG03
2024-06-20T21:49:00Z,193,68,106,154,180,RIG13
2024-06-20T21:50:00Z,188,66,103,150,180,WAW06
2024-06-20T21:51:00Z,200,70,110,160,180,VIE16
2024-06-20T21:52:00Z,192,67,106,154,180,LHR02
2024-06-20T21:53:00Z,194,68,107,155,180,CDG03
2024-06-20T21:54:00Z,198,69,109,158,180,MUC15
2024-06-20T21:55:00Z,166,58,91,133,180,FRA04
2024-06-20T21:56:00Z,171,60,94,137,180,BUD07
2024-06-20T21:57:00Z,180,63,99,144,180,TLL12
2024-06-20T21:58:00Z,184,64,101,147,180,ATH08
2024-06-20T21:59:00Z,172,60,95,138,180,WAW06
