order_id,symbol,side,quantity,expected_settlement_utc,actual_settlement_utc,closing_price_usd,vwap_usd,price_diff_usd,price_diff_vwap_usd
# Detail record 0629: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0630: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0631: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0632: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0633: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0634: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0635: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0636: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0637: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0638: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0639: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0640: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0641: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0642: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0643: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0644: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0645: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0646: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0647: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0648: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0649: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0650: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0651: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0652: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0653: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0654: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0655: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0656: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0657: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0658: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0659: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0660: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0661: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0662: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0663: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0664: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0665: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0666: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0667: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0668: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0669: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0670: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0671: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0672: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0673: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0674: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0675: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0676: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0677: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0678: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0679: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0680: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0681: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0682: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0683: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0684: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0685: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0686: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0687: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0688: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0689: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0690: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0691: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0692: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0693: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0694: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0695: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0696: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0697: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0698: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0699: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0700: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0701: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0702: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0703: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0704: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0705: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0706: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0707: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0708: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0709: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0710: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0711: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0712: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0713: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0714: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0715: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0716: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0717: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0718: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0719: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0720: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0721: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0722: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0723: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0724: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0725: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0726: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0727: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0728: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0729: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0730: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0731: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0732: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0733: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0734: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0735: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0736: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0737: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0738: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0739: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0740: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0741: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0742: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0743: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0744: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0745: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0746: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0747: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0748: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0749: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0750: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0751: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0752: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0753: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0754: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0755: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0756: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0757: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0758: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0759: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0760: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0761: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0762: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0763: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0764: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0765: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0766: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0767: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0768: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0769: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0770: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0771: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0772: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0773: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0774: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0775: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0776: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0777: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0778: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0779: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0780: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0781: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0782: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0783: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0784: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0785: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0786: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0787: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0788: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0789: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0790: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0791: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0792: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0793: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0794: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0795: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0796: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0797: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0798: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0799: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0800: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0801: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0802: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0803: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0804: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0805: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0806: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0807: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0808: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0809: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0810: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0811: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0812: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0813: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0814: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0815: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0816: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0817: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0818: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0819: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0820: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0821: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0822: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0823: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0824: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0825: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0826: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0827: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0828: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0829: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0830: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0831: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0832: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0833: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0834: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0835: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0836: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0837: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0838: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0839: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0840: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0841: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0842: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0843: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0844: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0845: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0846: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0847: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0848: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0849: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0850: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0851: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0852: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0853: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0854: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0855: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0856: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0857: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0858: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0859: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0860: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0861: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0862: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0863: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0864: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0865: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0866: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0867: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0868: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0869: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0870: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0871: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0872: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0873: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0874: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0875: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0876: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0877: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0878: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0879: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0880: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0881: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0882: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0883: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0884: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0885: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0886: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0887: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0888: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0889: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0890: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0891: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0892: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0893: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0894: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0895: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0896: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0897: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0898: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0899: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0900: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0901: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0902: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0903: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0904: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0905: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0906: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0907: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0908: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0909: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0910: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0911: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0912: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0913: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0914: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0915: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0916: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0917: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0918: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0919: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0920: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0921: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0922: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0923: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0924: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0925: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0926: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0927: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0928: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0929: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0930: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0931: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0932: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0933: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0934: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0935: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0936: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0937: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0938: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0939: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0940: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0941: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0942: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0943: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0944: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0945: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0946: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0947: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0948: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0949: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0950: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0951: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0952: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0953: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0954: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0955: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0956: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0957: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0958: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0959: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0960: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0961: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0962: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0963: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0964: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0965: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0966: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0967: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0968: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0969: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0970: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0971: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0972: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0973: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0974: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0975: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0976: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0977: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0978: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0979: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0980: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0981: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0982: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0983: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0984: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0985: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0986: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0987: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0988: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0989: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0990: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0991: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0992: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0993: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0994: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0995: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0996: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0997: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0998: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 0999: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1000: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1001: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1002: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1003: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1004: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1005: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1006: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1007: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1008: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1009: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1010: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1011: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1012: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1013: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1014: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1015: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1016: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1017: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1018: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1019: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1020: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1021: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1022: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1023: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1024: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1025: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1026: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1027: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1028: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1029: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1030: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1031: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1032: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1033: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1034: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1035: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1036: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 1037: full audit trail entry for SEC submission — ArtemisQ Capital
