# NetFlow v9 export — period 2026-05-22 18:00 to 2026-05-23 06:00 UTC
# Fields: timestamp|src_ip|dst_ip|src_port|dst_port|proto|bytes|packets|flags
1748006449|10.0.8.106|45.99.169.200|34488|25|TCP|38058|125|
1748006456|10.0.10.177|165.172.175.234|17896|3389|TCP|18264|27|RST
1748006465|10.0.3.235|31.62.59.131|34949|443|ICMP|23813|24|RST
1748006474|10.0.10.177|33.124.222.177|38515|3389|ICMP|1655|1|SYN
1748006482|10.0.5.92|218.206.91.157|20628|25|UDP|34824|355|RST
1748006493|10.0.3.235|73.194.181.104|43652|80|UDP|22455|16|RST
1748006499|10.0.10.68|22.254.171.202|49380|8080|ICMP|51091|347|RST
1748006507|10.0.4.135|22.254.171.202|25478|25|TCP|46967|499|SYN
1748006515|10.0.8.111|82.33.101.102|41916|3389|ICMP|43769|115|
1748006521|10.0.4.27|82.33.101.102|9592|80|ICMP|45970|52|FIN
1748006529|10.0.3.235|33.124.222.177|7130|25|TCP|14720|33|
1748006536|10.0.8.111|22.254.171.202|54713|443|UDP|17592|12|ACK
1748006547|10.0.10.26|82.33.101.102|60531|53|UDP|28727|64|
1748006555|10.0.10.68|22.254.171.202|59826|22|TCP|14496|17|SYN
1748006561|10.0.8.91|62.39.17.103|35676|53|UDP|62999|77|RST
1748006569|10.0.4.27|220.233.63.160|14061|3389|TCP|45775|49|FIN
1748006578|10.0.4.27|160.201.232.208|55521|25|ICMP|49272|42|ACK
1748006589|10.0.1.151|112.101.43.181|29965|22|ICMP|18591|281|SYN
1748006592|10.0.3.235|2.109.142.198|5210|25|ICMP|54530|188|
1748006602|10.0.9.14|114.204.7.164|42760|8443|UDP|48245|34|ACK
1748006611|10.0.8.111|202.173.110.118|40635|22|TCP|28321|86|FIN
1748006618|10.0.8.91|95.215.94.143|34036|443|TCP|4152|26|
1748006627|10.0.4.159|94.30.194.145|59087|53|ICMP|5752|7|
1748006632|10.0.4.27|220.233.63.160|10906|80|ICMP|3071|2|SYN-ACK
1748006640|10.0.4.135|197.228.132.22|40415|53|ICMP|19914|14|
1748006650|10.0.1.151|33.124.222.177|11948|53|TCP|46176|61|FIN
1748006657|10.0.1.175|202.173.110.118|18098|3389|UDP|45909|61|ACK
1748006666|10.0.5.9|218.206.91.157|59477|3389|UDP|18937|36|SYN
1748006673|10.0.10.111|220.233.63.160|35603|22|ICMP|38021|72|FIN
1748006680|10.0.1.175|114.204.7.164|25940|3389|UDP|39582|100|RST
1748006690|10.0.4.8|64.16.96.112|51983|25|TCP|26935|19|FIN
1748006697|10.0.4.8|33.124.222.177|56359|80|UDP|32885|29|RST
1748006705|10.0.4.135|31.62.59.131|64970|25|TCP|57677|50|SYN
1748006716|10.0.10.68|62.167.28.211|31106|25|UDP|16463|18|
1748006720|10.0.8.111|43.47.77.53|61668|3389|TCP|32615|39|SYN
1748006728|10.0.10.68|64.16.96.112|22881|25|UDP|63908|788|FIN
1748006738|10.0.8.91|218.206.91.157|5914|443|TCP|25971|21|SYN-ACK
1748006744|10.0.4.159|165.172.175.234|4549|53|ICMP|28672|59|ACK
1748006752|10.0.4.135|41.57.18.19|4414|8443|ICMP|60890|53|ACK
1748006764|10.0.1.175|76.190.47.223|41271|25|TCP|8906|125|RST
1748006770|10.0.10.111|165.172.175.234|28648|443|ICMP|27946|84|FIN
1748006776|10.0.4.135|110.55.148.177|54649|80|ICMP|33333|60|FIN
1748006786|10.0.4.8|64.16.96.112|1975|443|TCP|44002|62|SYN
1748006797|10.0.5.92|102.133.182.72|9145|8080|ICMP|23766|35|RST
1748006804|10.0.10.68|82.33.101.102|53112|8443|TCP|54628|515|ACK
1748006810|10.0.8.111|197.228.132.22|62173|80|UDP|2246|2|SYN-ACK
1748006821|10.0.8.106|112.101.43.181|11853|8443|TCP|12630|9|
1748006828|10.0.10.26|73.194.181.104|36152|80|UDP|10599|75|SYN-ACK
1748006836|10.0.4.8|218.206.91.157|17407|8443|ICMP|19304|37|
1748006843|10.0.5.9|114.204.7.164|31284|25|TCP|53767|48|SYN-ACK
1748006853|10.0.10.26|73.194.181.104|65074|8443|UDP|48237|48|ACK
1748006860|10.0.5.9|33.124.222.177|30087|443|TCP|27330|135|
1748006865|10.0.1.4|76.109.213.145|23114|25|ICMP|52967|42|FIN
1748006874|10.0.8.91|43.47.77.53|19443|443|TCP|3709|9|SYN
1748006884|10.0.8.91|114.204.7.164|27578|8443|ICMP|30492|28|ACK
1748006888|10.0.4.135|31.62.59.131|53158|53|UDP|53015|57|ACK
1748006900|10.0.3.235|160.201.232.208|58307|443|UDP|34095|48|FIN
1748006907|10.0.5.92|220.233.63.160|21285|25|UDP|23348|21|
1748006912|10.0.8.124|22.254.171.202|52765|443|ICMP|28239|22|
1748006924|10.0.3.235|102.133.182.72|53618|53|UDP|666|2|SYN-ACK
1748006931|10.0.8.111|19.74.6.247|33671|3389|UDP|11060|10|SYN
1748006937|10.0.10.111|33.124.222.177|12688|8443|TCP|18021|20|ACK
1748006946|10.0.7.136|11.246.171.48|11013|3389|ICMP|46277|145|
1748006952|10.0.4.8|165.172.175.234|20163|22|ICMP|2933|16|ACK
1748006964|10.0.4.8|102.133.182.72|31719|22|ICMP|14977|37|ACK
1748006971|10.0.4.159|64.16.96.112|59630|53|UDP|53409|167|RST
1748006978|10.0.5.9|19.74.6.247|65235|3389|ICMP|17759|16|
1748006984|10.0.1.151|64.16.96.112|2223|80|UDP|58451|119|SYN
1748006994|10.0.10.177|82.33.101.102|47304|22|UDP|26128|24|ACK
1748007005|10.0.3.235|102.133.182.72|61837|3389|ICMP|15496|19|SYN-ACK
1748007011|10.0.5.92|41.57.18.19|47818|8080|UDP|50300|36|
1748007016|10.0.10.68|76.109.213.145|53995|3389|TCP|31671|36|RST
1748007029|10.0.7.136|76.190.47.223|56600|22|TCP|29151|55|FIN
1748007036|10.0.4.159|76.190.47.223|22895|443|UDP|65001|89|SYN-ACK
1748007040|10.0.10.68|95.215.94.143|3481|25|ICMP|47723|132|SYN
1748007052|10.0.3.235|73.194.181.104|63326|443|UDP|15029|27|SYN
1748007057|10.0.10.26|62.39.17.103|58917|443|ICMP|35150|50|
1748007065|10.0.5.9|31.62.59.131|26517|53|TCP|16417|28|
1748007072|10.0.10.26|197.228.132.22|12669|80|UDP|28038|73|RST
1748007083|10.0.5.9|73.194.181.104|50058|25|ICMP|63884|54|
1748007093|10.0.1.175|197.228.132.22|8738|22|ICMP|54747|37|SYN
1748007096|10.0.4.135|43.47.77.53|33363|25|TCP|40981|69|SYN
1748007107|10.0.10.111|220.233.63.160|19856|8080|UDP|58514|49|
1748007117|10.0.5.92|62.39.17.103|25387|22|UDP|3695|50|SYN
1748007122|10.0.8.91|31.62.59.131|7402|8443|ICMP|13193|9|SYN-ACK
1748007128|10.0.4.159|95.215.94.143|59301|443|UDP|43057|31|SYN-ACK
1748007136|10.0.8.91|95.215.94.143|37522|443|TCP|50666|181|RST
1748007147|10.0.1.175|22.254.171.202|11761|8443|TCP|29363|28|SYN-ACK
1748007155|10.0.10.111|76.109.213.145|35069|80|UDP|60365|52|ACK
1748007164|10.0.8.124|94.30.194.145|30520|25|ICMP|6766|15|FIN
1748007171|10.0.1.175|19.74.6.247|15108|443|TCP|42223|88|SYN
1748007177|10.0.10.111|2.109.142.198|52637|8080|TCP|62870|339|SYN-ACK
1748007186|10.0.4.8|160.201.232.208|18018|8080|UDP|5779|10|RST
1748007195|10.0.5.9|62.39.17.103|37339|8443|TCP|23961|16|SYN
1748007200|10.0.8.124|62.167.28.211|13348|80|TCP|63288|140|SYN-ACK
1748007208|10.0.1.175|43.47.77.53|43705|53|TCP|54454|43|
1748007217|10.0.8.91|165.172.175.234|35021|22|TCP|58743|49|RST
1748007224|10.0.3.235|102.133.182.72|35401|22|ICMP|42293|30|SYN
1748007235|10.0.4.8|114.204.7.164|50109|80|ICMP|55660|59|RST
1748007240|10.0.4.135|197.228.132.22|55977|53|ICMP|40560|64|SYN-ACK
1748007253|10.0.10.26|2.109.142.198|43214|3389|TCP|32688|66|SYN-ACK
1748007261|10.0.1.151|22.254.171.202|45703|3389|ICMP|61906|122|SYN
1748007264|10.0.4.27|173.28.24.138|57393|25|ICMP|64121|173|ACK
1748007275|10.0.4.135|73.194.181.104|52368|25|UDP|28674|41|
1748007285|10.0.1.4|45.99.169.200|25757|8443|ICMP|9938|54|SYN-ACK
1748007293|10.0.8.91|94.30.194.145|41785|22|UDP|53474|71|SYN-ACK
1748007299|10.0.4.159|11.246.171.48|46639|3389|ICMP|35396|56|FIN
1748007307|10.0.8.91|2.109.142.198|7359|443|UDP|40547|31|FIN
1748007315|10.0.10.26|161.35.132.177|46527|443|TCP|10884|55|RST
1748007320|10.0.8.111|11.246.171.48|56108|53|ICMP|63927|129|SYN
1748007332|10.0.10.26|11.246.171.48|31165|443|ICMP|15017|20|ACK
1748007341|10.0.10.111|31.62.59.131|27873|3389|ICMP|8380|11|RST
1748007349|10.0.1.4|31.62.59.131|45343|443|TCP|64501|78|SYN
1748007356|10.0.8.111|95.215.94.143|3569|8443|TCP|32323|48|SYN
1748007361|10.0.8.124|31.62.59.131|18503|53|TCP|64621|134|FIN
1748007369|10.0.8.91|33.124.222.177|23814|22|ICMP|55097|40|
1748007381|10.0.8.111|160.201.232.208|53928|443|UDP|26735|18|RST
1748007387|10.0.4.27|73.194.181.104|2552|80|TCP|55169|120|ACK
1748007392|10.0.1.151|22.254.171.202|59976|3389|TCP|20954|49|RST
1748007402|10.0.1.151|2.109.142.198|25765|25|TCP|54585|199|SYN-ACK
1748007412|10.0.10.26|110.55.148.177|19381|80|TCP|37023|179|FIN
1748007421|10.0.4.8|160.201.232.208|48319|80|UDP|34643|41|SYN-ACK
1748007427|10.0.10.111|112.101.43.181|13223|443|UDP|3984|2|RST
1748007435|10.0.10.68|33.124.222.177|27355|22|ICMP|24348|84|RST
1748007441|10.0.9.14|202.173.110.118|45064|443|UDP|26118|22|FIN
1748007453|10.0.10.26|2.109.142.198|41002|3389|UDP|57083|196|RST
1748007458|10.0.4.159|94.30.194.145|3078|53|TCP|4270|7|SYN
1748007467|10.0.8.111|2.109.142.198|23629|80|UDP|22563|192|FIN
1748007472|10.0.7.136|22.254.171.202|23417|53|UDP|61086|58|SYN-ACK
1748007480|10.0.5.9|62.167.28.211|40306|53|TCP|35319|52|FIN
1748007489|10.0.10.177|64.16.96.112|22213|25|ICMP|21082|25|
1748007499|10.0.5.9|94.30.194.145|32612|25|TCP|58909|157|ACK
1748007508|10.0.10.111|95.215.94.143|3428|80|ICMP|35733|38|FIN
1748007517|10.0.8.111|64.16.96.112|20201|25|UDP|31184|23|ACK
1748007523|10.0.5.92|76.190.47.223|59510|8080|TCP|6952|12|FIN
1748007530|10.0.4.27|33.124.222.177|51939|3389|TCP|43936|29|SYN-ACK
1748007539|10.0.5.9|202.173.110.118|24302|80|ICMP|444|1|
1748007545|10.0.10.177|45.99.169.200|28191|8443|ICMP|36477|36|ACK
1748007553|10.0.1.4|62.167.28.211|65039|443|UDP|57429|178|RST
1748007563|10.0.1.4|64.16.96.112|18220|443|ICMP|46181|85|RST
1748007572|10.0.7.136|62.167.28.211|41537|80|TCP|12705|11|
1748007578|10.0.1.4|82.33.101.102|13907|53|ICMP|33350|31|RST
1748007585|10.0.8.106|95.215.94.143|53529|8080|TCP|18895|22|RST
1748007595|10.0.10.26|197.228.132.22|11507|80|ICMP|2907|2|ACK
1748007602|10.0.4.8|45.99.169.200|11300|8443|TCP|50521|526|FIN
1748007612|10.0.3.235|62.167.28.211|44475|3389|TCP|42667|47|RST
1748007621|10.0.10.26|110.55.148.177|5621|80|ICMP|63174|62|SYN-ACK
1748007624|10.0.9.14|161.35.132.177|20643|22|UDP|58558|73|SYN
1748007634|10.0.8.91|45.99.169.200|60424|53|TCP|32826|129|ACK
1748007645|10.0.10.177|62.167.28.211|2141|22|UDP|21987|54|SYN
1748007652|10.0.1.175|102.133.182.72|28861|3389|UDP|46159|42|RST
1748007661|10.0.9.14|114.204.7.164|16541|443|TCP|31569|23|FIN
1748007666|10.0.4.159|33.124.222.177|37370|53|UDP|55461|116|FIN
1748007673|10.0.1.175|110.55.148.177|15713|443|TCP|24380|50|SYN
1748007684|10.0.7.136|82.33.101.102|32325|22|TCP|29511|22|SYN-ACK
1748007691|10.0.4.27|95.215.94.143|24935|8443|TCP|4007|2|RST
1748007696|10.0.8.111|112.101.43.181|24548|22|TCP|32275|107|RST
1748007704|10.0.4.135|161.35.132.177|35971|443|ICMP|13480|16|FIN
1748007717|10.0.3.235|165.172.175.234|64531|25|ICMP|24150|19|ACK
1748007720|10.0.5.9|110.55.148.177|11284|8443|TCP|40693|158|FIN
1748007731|10.0.1.175|2.109.142.198|39721|443|UDP|24156|42|SYN
1748007738|10.0.5.9|82.33.101.102|23392|80|ICMP|47113|85|ACK
1748007749|10.0.1.151|112.101.43.181|8787|53|TCP|47984|170|RST
1748007755|10.0.8.106|62.39.17.103|4994|8443|TCP|21749|64|SYN-ACK
1748007763|10.0.4.8|160.201.232.208|14576|3389|ICMP|39561|91|SYN
1748007769|10.0.8.106|41.57.18.19|34916|53|TCP|27858|30|SYN
1748007778|10.0.8.106|76.109.213.145|12900|53|ICMP|35944|90|SYN
1748007789|10.0.1.175|62.39.17.103|58237|25|TCP|29830|35|FIN
1748007796|10.0.4.8|165.172.175.234|45886|80|UDP|23245|17|FIN
1748007800|10.0.10.177|62.39.17.103|33704|8080|TCP|39863|43|SYN
1748007809|10.0.1.175|31.62.59.131|46484|22|ICMP|44343|107|SYN
1748007816|10.0.3.235|197.228.132.22|24019|443|ICMP|31013|69|
1748007824|10.0.5.9|41.57.18.19|10616|22|ICMP|55064|45|SYN
1748007837|10.0.1.151|197.228.132.22|34480|443|UDP|42835|65|FIN
1748007843|10.0.4.135|62.167.28.211|46613|80|ICMP|9347|28|ACK
1748007852|10.0.10.68|62.39.17.103|61803|3389|UDP|40260|46|SYN-ACK
1748007858|10.0.7.136|64.16.96.112|65191|80|ICMP|44457|53|FIN
1748007867|10.0.8.111|218.206.91.157|12871|25|ICMP|53870|56|ACK
1748007873|10.0.7.136|218.206.91.157|24075|443|TCP|58583|74|SYN
1748007884|10.0.8.106|112.101.43.181|15175|22|TCP|57809|54|SYN
1748007893|10.0.8.124|102.133.182.72|12926|8080|TCP|31240|42|RST
1748007896|10.0.8.106|95.215.94.143|22826|443|UDP|58849|43|
1748007904|10.0.10.68|197.228.132.22|29062|443|TCP|28871|26|
1748007912|10.0.1.4|160.201.232.208|41422|22|ICMP|60761|113|ACK
1748007925|10.0.7.136|202.173.110.118|11413|22|UDP|58560|71|ACK
1748007932|10.0.3.235|220.233.63.160|51485|22|UDP|10759|15|SYN
1748007941|10.0.8.124|165.172.175.234|21057|80|UDP|16946|18|ACK
1748007949|10.0.4.8|76.190.47.223|40070|8080|ICMP|37838|119|
1748007957|10.0.1.151|76.190.47.223|61335|8443|UDP|24926|40|SYN
1748007960|10.0.7.136|112.101.43.181|15547|8443|UDP|15934|12|RST
1748007968|10.0.5.9|62.39.17.103|56983|3389|UDP|18358|20|ACK
1748007981|10.0.9.14|82.33.101.102|10982|443|TCP|54293|53|SYN-ACK
1748007989|10.0.10.111|62.167.28.211|5636|8443|ICMP|28132|24|SYN-ACK
1748007995|10.0.1.4|73.194.181.104|11979|22|UDP|56255|77|FIN
1748008005|10.0.10.68|218.206.91.157|8246|25|ICMP|37121|72|FIN
1748008011|10.0.3.235|197.228.132.22|60935|53|ICMP|56736|73|SYN-ACK
1748008021|10.0.9.14|22.254.171.202|1511|25|ICMP|40700|39|SYN-ACK
1748008027|10.0.3.235|62.167.28.211|38825|80|ICMP|29608|302|ACK
1748008036|10.0.5.92|102.133.182.72|33416|22|UDP|52311|122|SYN-ACK
1748008045|10.0.1.175|62.167.28.211|42224|22|TCP|34731|89|SYN-ACK
1748008051|10.0.4.159|165.172.175.234|45888|8080|TCP|558|3|
1748008057|10.0.4.27|173.28.24.138|6400|53|ICMP|35953|211|FIN
1748008066|10.0.9.14|2.109.142.198|54040|80|UDP|49584|34|SYN
1748008077|10.0.10.111|197.228.132.22|39695|53|ICMP|3449|5|ACK
1748008085|10.0.10.68|11.246.171.48|60178|22|TCP|65486|64|ACK
1748008092|10.0.5.9|22.254.171.202|14699|8443|UDP|41231|40|SYN
1748008098|10.0.4.27|220.233.63.160|13350|8080|ICMP|16645|29|SYN-ACK
1748008106|10.0.5.9|112.101.43.181|42393|22|ICMP|11547|10|RST
1748008112|10.0.10.177|102.133.182.72|45264|22|ICMP|48618|379|
1748008121|10.0.1.151|197.228.132.22|22909|25|ICMP|27018|47|
1748008130|10.0.4.159|76.109.213.145|30986|8080|UDP|47622|31|FIN
1748008136|10.0.1.175|202.173.110.118|41066|8443|ICMP|10624|40|RST
1748008146|10.0.8.124|33.124.222.177|26401|80|UDP|10782|19|SYN-ACK
1748008155|10.0.5.92|45.99.169.200|36902|443|UDP|32027|42|RST
1748008162|10.0.10.111|165.172.175.234|14746|8080|UDP|28145|28|RST
1748008171|10.0.5.9|160.201.232.208|23520|443|TCP|6861|11|ACK
1748008178|10.0.5.9|82.33.101.102|16712|8080|ICMP|3196|3|
1748008184|10.0.7.136|160.201.232.208|58917|53|TCP|23149|18|ACK
1748008197|10.0.1.175|102.133.182.72|55398|25|ICMP|8727|37|RST
1748008201|10.0.5.9|2.109.142.198|8645|25|ICMP|49988|219|
1748008212|10.0.10.68|218.206.91.157|57315|53|UDP|15046|22|
1748008220|10.0.4.159|31.62.59.131|53327|8080|ICMP|29379|206|ACK
1748008227|10.0.1.151|64.16.96.112|9608|8443|TCP|30988|39|
1748008237|10.0.3.235|114.204.7.164|17670|3389|TCP|42347|34|FIN
1748008243|10.0.8.91|33.124.222.177|2536|53|UDP|8245|5|FIN
1748008248|10.0.4.8|197.228.132.22|38859|80|TCP|53805|39|SYN-ACK
1748008260|10.0.8.111|173.28.24.138|1278|8080|UDP|9925|26|
1748008268|10.0.10.68|64.16.96.112|31864|8080|UDP|34828|24|ACK
1748008272|10.0.4.135|173.28.24.138|26408|8080|TCP|60186|104|RST
1748008282|10.0.8.111|62.167.28.211|8644|25|TCP|8721|22|FIN
1748008291|10.0.4.27|102.133.182.72|61203|80|ICMP|48775|150|SYN-ACK
1748008297|10.0.1.151|160.201.232.208|58458|443|TCP|509|1|FIN
1748008304|10.0.8.111|76.109.213.145|28742|53|ICMP|53930|41|SYN-ACK
1748008316|10.0.10.111|19.74.6.247|54129|8443|UDP|501|1|
1748008320|10.0.1.4|165.172.175.234|10978|22|UDP|48904|112|FIN
1748008330|10.0.8.91|165.172.175.234|16353|3389|TCP|22846|68|ACK
1748008339|10.0.8.124|102.133.182.72|7872|443|UDP|31420|75|
1748008344|10.0.10.68|62.167.28.211|27758|80|UDP|35555|28|
1748008352|10.0.3.235|76.190.47.223|26902|25|ICMP|4352|2|ACK
1748008363|10.0.4.8|102.133.182.72|59403|8443|TCP|53137|42|RST
1748008371|10.0.8.111|165.172.175.234|61377|53|TCP|44608|75|FIN
1748008377|10.0.5.92|73.194.181.104|16368|443|TCP|44080|45|SYN
1748008386|10.0.8.106|45.99.169.200|64179|25|ICMP|8265|19|ACK
1748008395|10.0.9.14|11.246.171.48|1789|25|TCP|43109|43|SYN-ACK
1748008403|10.0.10.177|19.74.6.247|29872|8080|TCP|22726|26|
1748008410|10.0.8.111|82.33.101.102|23039|3389|UDP|29177|22|SYN-ACK
1748008418|10.0.1.175|95.215.94.143|55714|3389|TCP|17187|29|
1748008425|10.0.9.14|62.39.17.103|3848|80|ICMP|56120|41|
1748008436|10.0.10.26|220.233.63.160|30468|22|UDP|28290|33|
1748008440|10.0.4.27|220.233.63.160|44705|8443|TCP|46742|45|RST
1748008448|10.0.1.175|197.228.132.22|4206|22|ICMP|59873|46|
1748008460|10.0.8.91|161.35.132.177|11208|443|ICMP|55757|52|SYN-ACK
1748008468|10.0.5.92|31.62.59.131|43455|3389|UDP|61626|55|
1748008472|10.0.8.106|62.167.28.211|36548|25|UDP|9747|9|
1748008483|10.0.1.4|41.57.18.19|23784|8080|ICMP|7943|6|SYN-ACK
1748008489|10.0.1.175|73.194.181.104|53048|53|UDP|55454|827|ACK
1748008496|10.0.10.111|95.215.94.143|45781|3389|UDP|49339|80|
1748008508|10.0.8.91|11.246.171.48|19655|25|UDP|46040|64|SYN
1748008512|10.0.5.9|82.33.101.102|50456|443|TCP|48672|438|RST
1748008521|10.0.10.68|95.215.94.143|26248|8080|ICMP|65360|84|SYN-ACK
1748008528|10.0.10.177|62.39.17.103|11392|80|TCP|52182|88|ACK
1748008540|10.0.10.177|33.124.222.177|25840|443|ICMP|54123|368|SYN-ACK
1748008545|10.0.4.27|76.190.47.223|43041|22|TCP|50720|113|
1748008552|10.0.4.159|95.215.94.143|44848|8080|ICMP|41830|81|ACK
1748008561|10.0.9.14|19.74.6.247|62600|53|ICMP|48094|98|SYN-ACK
1748008573|10.0.1.151|218.206.91.157|62754|3389|UDP|57009|47|SYN-ACK
1748008580|10.0.4.27|197.228.132.22|58469|8443|ICMP|26550|45|
1748008587|10.0.10.68|94.30.194.145|38465|22|ICMP|62201|309|FIN
1748008597|10.0.10.68|11.246.171.48|61025|80|UDP|51134|295|SYN
1748008605|10.0.10.26|95.215.94.143|50498|8080|UDP|22904|15|SYN
1748008610|10.0.10.26|165.172.175.234|52631|25|TCP|49056|171|SYN
1748008617|10.0.10.26|160.201.232.208|38450|3389|UDP|16198|53|SYN-ACK
1748008624|10.0.5.9|11.246.171.48|43556|22|UDP|26895|80|FIN
1748008634|10.0.10.177|95.215.94.143|1305|22|TCP|50441|281|SYN
1748008640|10.0.5.9|11.246.171.48|34885|25|TCP|34424|42|FIN
1748008653|10.0.8.124|102.133.182.72|36591|8443|TCP|10953|10|SYN
1748008660|10.0.5.92|197.228.132.22|57315|8080|ICMP|40877|27|FIN
1748008666|10.0.8.124|22.254.171.202|58737|22|TCP|56687|273|FIN
1748008673|10.0.4.159|41.57.18.19|44045|22|ICMP|20982|94|FIN
1748008684|10.0.8.111|161.35.132.177|35646|8080|ICMP|33568|110|RST
1748008690|10.0.4.8|110.55.148.177|22359|25|ICMP|18328|15|
1748008699|10.0.4.135|76.109.213.145|11942|8080|UDP|26931|92|SYN
1748008704|10.0.3.235|161.35.132.177|11492|8080|ICMP|57838|153|SYN-ACK
1748008713|10.0.1.4|197.228.132.22|46662|8080|ICMP|40397|51|
1748008725|10.0.8.91|76.190.47.223|55849|8443|UDP|36940|83|SYN
1748008729|10.0.8.91|102.133.182.72|63978|80|UDP|1365|1|SYN
1748008736|10.0.4.27|218.206.91.157|35008|8443|UDP|12038|17|SYN
1748008746|10.0.8.91|64.16.96.112|51661|8080|TCP|45240|34|RST
1748008752|10.0.4.27|73.194.181.104|3515|53|TCP|4272|21|RST
1748008760|10.0.7.136|76.109.213.145|58192|3389|UDP|10413|18|FIN
1748008768|10.0.1.151|2.109.142.198|59389|3389|UDP|17564|31|ACK
1748008777|10.0.4.8|112.101.43.181|17065|80|TCP|63111|65|RST
1748008788|10.0.7.136|73.194.181.104|35423|443|ICMP|40453|297|SYN
1748008793|10.0.8.106|76.190.47.223|4840|80|UDP|38192|267|SYN
1748008800|10.0.8.124|62.39.17.103|19723|8080|TCP|36811|26|
1748008810|10.0.8.124|45.99.169.200|45661|25|UDP|55795|71|SYN
1748008818|10.0.1.4|102.133.182.72|34771|443|ICMP|7653|11|SYN
1748008828|10.0.5.9|64.16.96.112|4798|80|TCP|25578|51|ACK
1748008832|10.0.7.136|202.173.110.118|35503|53|TCP|22509|108|FIN
1748008842|10.0.8.91|110.55.148.177|10501|22|TCP|41482|39|SYN-ACK
1748008853|10.0.8.111|161.35.132.177|38930|22|UDP|28020|92|SYN
1748008860|10.0.1.175|73.194.181.104|39224|53|TCP|57669|68|FIN
1748008867|10.0.4.135|161.35.132.177|29000|443|ICMP|37512|40|SYN
1748008877|10.0.5.92|82.33.101.102|30044|3389|TCP|37252|172|SYN-ACK
1748008883|10.0.8.91|165.172.175.234|23242|25|TCP|45468|67|SYN
1748008889|10.0.8.124|41.57.18.19|10479|8080|ICMP|21505|15|RST
1748008899|10.0.8.124|22.254.171.202|58581|53|TCP|51026|47|ACK
1748008905|10.0.9.14|161.35.132.177|43574|80|ICMP|20775|81|SYN
1748008915|10.0.5.92|22.254.171.202|10819|8080|TCP|12427|60|ACK
1748008924|10.0.8.111|82.33.101.102|55273|3389|UDP|62507|68|ACK
1748008928|10.0.10.111|41.57.18.19|44173|80|ICMP|58847|53|RST
1748008941|10.0.3.235|2.109.142.198|49861|8080|UDP|52800|62|RST
1748008948|10.0.4.135|161.35.132.177|12435|53|ICMP|2750|3|FIN
1748008956|10.0.3.235|33.124.222.177|55741|443|ICMP|59214|55|SYN
1748008965|10.0.4.27|33.124.222.177|52182|25|ICMP|50229|127|SYN
1748008968|10.0.8.106|19.74.6.247|42974|22|UDP|16554|13|SYN-ACK
1748008979|10.0.10.68|218.206.91.157|18333|3389|ICMP|29955|80|
1748008984|10.0.3.235|2.109.142.198|23843|53|UDP|57857|302|ACK
1748008992|10.0.4.27|95.215.94.143|10165|3389|TCP|58645|116|
1748009004|10.0.1.151|202.173.110.118|19578|80|ICMP|41485|51|RST
1748009008|10.0.7.136|41.57.18.19|4656|3389|UDP|51181|145|RST
1748009018|10.0.4.27|220.233.63.160|20493|80|ICMP|29630|66|SYN-ACK
1748009027|10.0.4.135|22.254.171.202|15407|8443|ICMP|56257|37|SYN-ACK
1748009037|10.0.3.235|173.28.24.138|24921|22|UDP|23524|33|ACK
1748009041|10.0.10.177|76.109.213.145|35278|25|ICMP|22852|42|SYN-ACK
1748009052|10.0.8.111|22.254.171.202|21084|3389|TCP|30149|38|
1748009060|10.0.1.175|102.133.182.72|31974|25|TCP|40655|241|RST
1748009064|10.0.4.27|218.206.91.157|61420|3389|TCP|24897|29|
1748009074|10.0.7.136|76.109.213.145|28660|8443|TCP|42680|29|RST
1748009081|10.0.10.177|102.133.182.72|5701|80|TCP|43702|96|FIN
1748009092|10.0.8.111|173.28.24.138|6970|25|TCP|18582|23|FIN
1748009098|10.0.4.159|43.47.77.53|55933|443|ICMP|39698|317|FIN
1748009108|10.0.8.106|102.133.182.72|18227|25|TCP|40722|183|FIN
1748009113|10.0.8.106|112.101.43.181|54684|8443|ICMP|11633|9|ACK
1748009120|10.0.1.4|64.16.96.112|61045|80|TCP|45650|43|FIN
1748009133|10.0.9.14|202.173.110.118|31833|8443|UDP|26302|55|SYN
1748009138|10.0.4.8|76.109.213.145|52362|8443|UDP|9476|19|ACK
1748009148|10.0.1.175|112.101.43.181|22849|8443|ICMP|59318|137|RST
1748009157|10.0.1.175|160.201.232.208|59762|53|TCP|2486|1|FIN
1748009162|10.0.10.26|45.99.169.200|11628|22|UDP|38572|37|RST
1748009172|10.0.9.14|82.33.101.102|50786|3389|ICMP|18190|33|RST
1748009180|10.0.4.8|41.57.18.19|2421|3389|TCP|4490|3|ACK
1748009184|10.0.8.124|73.194.181.104|19189|22|ICMP|22386|20|SYN-ACK
1748009195|10.0.9.14|22.254.171.202|17710|22|TCP|52646|98|ACK
1748009205|10.0.8.124|62.39.17.103|51661|53|ICMP|21773|48|RST
1748009211|10.0.8.91|41.57.18.19|17882|8443|UDP|9167|6|FIN
1748009221|10.0.9.14|197.228.132.22|37905|53|UDP|2722|3|FIN
1748009227|10.0.4.8|22.254.171.202|11818|8443|ICMP|3698|5|FIN
1748009235|10.0.5.92|41.57.18.19|31568|80|ICMP|20280|19|FIN
1748009245|10.0.1.151|220.233.63.160|36138|53|UDP|42201|106|SYN
1748009252|10.0.5.92|197.228.132.22|40217|443|TCP|9345|12|SYN
