date,tx_id,amount_usd,status,is_chargeback
2026-01-19,MXT-B-06372,34.96,SETTLED,0
2026-01-19,MXT-B-06373,146.84,SETTLED,0
2026-01-19,MXT-B-06374,418.17,SETTLED,0
2026-01-19,MXT-B-06375,111.77,SETTLED,0
2026-01-19,MXT-B-06376,114.84,SETTLED,0
2026-01-19,MXT-B-06377,126.79,SETTLED,0
2026-01-19,MXT-B-06378,11.62,SETTLED,0
2026-01-20,MXT-B-06500,123.94,SETTLED,0
2026-01-20,MXT-B-06501,140.2,SETTLED,0
2026-01-20,MXT-B-06502,0.04,SETTLED,0
2026-01-20,MXT-B-06503,120.2,SETTLED,0
2026-01-20,MXT-B-06504,221.72,SETTLED,0
2026-01-20,MXT-B-06505,26.32,SETTLED,0
2026-01-20,MXT-B-06506,156.19,SETTLED,0
2026-01-20,MXT-B-06507,420.39,SETTLED,0
2026-01-21,MXT-B-06630,176.49,SETTLED,0
2026-01-21,MXT-B-06631,109.92,SETTLED,0
2026-01-21,MXT-B-06632,852.63,SETTLED,0
2026-01-21,MXT-B-06633,23.07,SETTLED,0
2026-01-21,MXT-B-06634,36.73,SETTLED,0
2026-01-21,MXT-B-06635,67.51,SETTLED,0
2026-01-21,MXT-B-06636,606.3,SETTLED,0
2026-01-21,MXT-B-06637,121.09,SETTLED,0
2026-01-21,MXT-B-06638,73.78,SETTLED,0
2026-01-21,MXT-B-06639,421.61,SETTLED,0
2026-01-21,MXT-B-06640,450.35,SETTLED,0
2026-01-22,MXT-B-06760,371.57,SETTLED,0
2026-01-22,MXT-B-06761,3.61,SETTLED,0
2026-01-22,MXT-B-06762,237.77,SETTLED,0
2026-01-22,MXT-B-06763,139.55,SETTLED,0
2026-01-22,MXT-B-06764,249.41,SETTLED,0
2026-01-22,MXT-B-06765,522.46,SETTLED,0
2026-01-22,MXT-B-06766,0.81,SETTLED,0
2026-01-22,MXT-B-06767,32.89,SETTLED,0
2026-01-23,MXT-B-06890,79.26,SETTLED,0
2026-01-23,MXT-B-06891,131.43,SETTLED,0
2026-01-23,MXT-B-06892,234.03,SETTLED,0
2026-01-23,MXT-B-06893,215.86,SETTLED,0
2026-01-23,MXT-B-06894,228.87,SETTLED,0
2026-01-23,MXT-B-06895,109.12,SETTLED,0
2026-01-23,MXT-B-06896,227.8,SETTLED,0
2026-01-23,MXT-B-06897,139.35,SETTLED,0
2026-01-23,MXT-B-06898,1271.68,SETTLED,0
2026-01-23,MXT-B-06899,0.81,SETTLED,0
2026-01-24,MXT-B-07020,365.99,SETTLED,0
2026-01-24,MXT-B-07021,217.89,SETTLED,0
2026-01-24,MXT-B-07022,523.4,SETTLED,0
2026-01-24,MXT-B-07023,24.77,SETTLED,0
2026-01-24,MXT-B-07024,39.76,SETTLED,0
2026-01-24,MXT-B-07025,198.36,SETTLED,0
2026-01-24,MXT-B-07026,191.64,SETTLED,0
2026-01-24,MXT-B-07027,196.18,SETTLED,0
2026-01-24,MXT-B-07028,32.45,SETTLED,0
2026-01-24,MXT-B-07029,89.81,SETTLED,0
2026-01-24,MXT-B-07030,218.7,SETTLED,0
2026-01-24,MXT-B-07031,221.76,SETTLED,0
2026-01-25,MXT-B-07150,491.22,SETTLED,0
2026-01-25,MXT-B-07151,33.13,SETTLED,0
2026-01-25,MXT-B-07152,473.97,SETTLED,0
2026-01-25,MXT-B-07153,61.87,SETTLED,0
2026-01-25,MXT-B-07154,45.08,SETTLED,0
2026-01-25,MXT-B-07155,146.76,SETTLED,0
2026-01-25,MXT-B-07156,40.61,SETTLED,0
2026-01-25,MXT-B-07157,2.79,SETTLED,0
2026-01-26,MXT-B-07280,108.44,SETTLED,0
2026-01-26,MXT-B-07281,19.82,SETTLED,0
2026-01-26,MXT-B-07282,113.36,SETTLED,0
2026-01-26,MXT-B-07283,129.67,SETTLED,0
2026-01-26,MXT-B-07284,6.95,SETTLED,0
2026-01-26,MXT-B-07285,51.01,SETTLED,0
2026-01-26,MXT-B-07286,41.15,SETTLED,0
2026-01-26,MXT-B-07287,287.51,SETTLED,0
2026-01-27,MXT-B-07410,192.39,SETTLED,0
2026-01-27,MXT-B-07411,68.48,SETTLED,0
2026-01-27,MXT-B-07412,77.22,SETTLED,0
2026-01-27,MXT-B-07413,180.7,SETTLED,0
2026-01-27,MXT-B-07414,31.44,SETTLED,0
2026-01-27,MXT-B-07415,211.34,SETTLED,0
2026-01-27,MXT-B-07416,163.79,SETTLED,0
2026-01-27,MXT-B-07417,37.99,SETTLED,0
2026-01-27,MXT-B-07418,249.25,SETTLED,0
2026-01-27,MXT-B-07419,188.87,SETTLED,0
2026-01-27,MXT-B-07420,76.15,SETTLED,0
2026-01-27,MXT-B-07421,408.2,SETTLED,0
2026-01-28,MXT-B-07540,429.67,SETTLED,0
2026-01-28,MXT-B-07541,492.67,SETTLED,0
2026-01-28,MXT-B-07542,3.06,SETTLED,0
2026-01-28,MXT-B-07543,57.77,SETTLED,0
2026-01-28,MXT-B-07544,70.6,SETTLED,0
2026-01-28,MXT-B-07545,31.82,SETTLED,0
2026-01-28,MXT-B-07546,71.54,SETTLED,0
2026-01-28,MXT-B-07547,64.49,SETTLED,0
2026-01-28,MXT-B-07548,208.99,SETTLED,0
2026-01-28,MXT-B-07549,217.35,SETTLED,0
2026-01-28,MXT-B-07550,152.48,SETTLED,0
2026-01-29,MXT-B-07670,318.79,SETTLED,0
2026-01-29,MXT-B-07671,42.02,SETTLED,0
2026-01-29,MXT-B-07672,32.9,SETTLED,0
2026-01-29,MXT-B-07673,257.02,SETTLED,0
2026-01-29,MXT-B-07674,71.17,SETTLED,0
2026-01-29,MXT-B-07675,63.35,SETTLED,0
2026-01-29,MXT-B-07676,584.19,SETTLED,0
2026-01-29,MXT-B-07677,116.56,SETTLED,0
2026-01-29,MXT-B-07678,56.97,SETTLED,0
2026-01-29,MXT-B-07679,265.86,SETTLED,0
2026-01-29,MXT-B-07680,4.5,SETTLED,0
2026-01-30,MXT-B-07800,20.54,SETTLED,0
2026-01-30,MXT-B-07801,85.21,SETTLED,0
2026-01-30,MXT-B-07802,101.27,SETTLED,0
2026-01-30,MXT-B-07803,207.48,SETTLED,0
2026-01-30,MXT-B-07804,59.37,SETTLED,0
2026-01-30,MXT-B-07805,284.24,SETTLED,0
2026-01-30,MXT-B-07806,6.79,SETTLED,0
2026-01-30,MXT-B-07807,5.13,SETTLED,0
2026-01-30,MXT-B-07808,42.72,SETTLED,0
2026-01-30,MXT-B-07809,321.21,SETTLED,0
2026-01-31,MXT-B-07930,29.85,SETTLED,0
2026-01-31,MXT-B-07931,161.09,SETTLED,0
2026-01-31,MXT-B-07932,176.18,SETTLED,0
2026-01-31,MXT-B-07933,392.39,SETTLED,0
2026-01-31,MXT-B-07934,159.15,SETTLED,0
2026-01-31,MXT-B-07935,125.42,SETTLED,0
2026-01-31,MXT-B-07936,88.62,SETTLED,0
2026-01-31,MXT-B-07937,252.84,SETTLED,0
2026-01-31,MXT-B-07938,93.81,SETTLED,0
2026-01-31,MXT-B-07939,14.47,SETTLED,0
2026-02-01,MXT-B-08060,596.96,SETTLED,0
2026-02-01,MXT-B-08061,4.38,SETTLED,0
2026-02-01,MXT-B-08062,123.53,SETTLED,0
2026-02-01,MXT-B-08063,37.67,SETTLED,0
2026-02-01,MXT-B-08064,82.57,SETTLED,0
2026-02-01,MXT-B-08065,138.35,SETTLED,0
2026-02-01,MXT-B-08066,116.52,SETTLED,0
2026-02-01,MXT-B-08067,319.04,SETTLED,0
2026-02-01,MXT-B-08068,7.34,SETTLED,0
2026-02-01,MXT-B-08069,732.39,SETTLED,0
2026-02-01,MXT-B-08070,50.85,SETTLED,0
2026-02-02,MXT-B-08190,231.75,SETTLED,0
2026-02-02,MXT-B-08191,18.0,SETTLED,0
2026-02-02,MXT-B-08192,276.34,SETTLED,0
2026-02-02,MXT-B-08193,81.74,SETTLED,0
2026-02-02,MXT-B-08194,382.45,SETTLED,0
2026-02-02,MXT-B-08195,106.72,SETTLED,0
2026-02-02,MXT-B-08196,61.62,SETTLED,0
2026-02-02,MXT-B-08197,258.18,SETTLED,0
2026-02-03,MXT-B-08320,85.76,SETTLED,0
2026-02-03,MXT-B-08321,13.65,SETTLED,0
2026-02-03,MXT-B-08322,380.7,SETTLED,0
2026-02-03,MXT-B-08323,57.13,SETTLED,0
2026-02-03,MXT-B-08324,93.91,SETTLED,0
2026-02-03,MXT-B-08325,270.29,SETTLED,0
2026-02-03,MXT-B-08326,339.04,SETTLED,0
2026-02-03,MXT-B-08327,30.71,SETTLED,0
2026-02-03,MXT-B-08328,144.92,SETTLED,0
2026-02-03,MXT-B-08329,103.17,SETTLED,0
2026-02-03,MXT-B-08330,160.66,SETTLED,0
2026-02-04,MXT-B-08450,28.84,SETTLED,0
2026-02-04,MXT-B-08451,100.46,SETTLED,0
2026-02-04,MXT-B-08452,5.64,SETTLED,0
2026-02-04,MXT-B-08453,103.38,SETTLED,0
2026-02-04,MXT-B-08454,22.65,SETTLED,0
2026-02-04,MXT-B-08455,51.11,SETTLED,0
2026-02-04,MXT-B-08456,119.37,SETTLED,0
2026-02-04,MXT-B-08457,613.33,SETTLED,0
2026-02-04,MXT-B-08458,30.5,SETTLED,0
2026-02-04,MXT-B-08459,45.04,SETTLED,0
2026-02-04,MXT-B-08460,12.08,SETTLED,0
2026-02-05,MXT-B-08580,44.53,SETTLED,0
2026-02-05,MXT-B-08581,21.53,SETTLED,0
2026-02-05,MXT-B-08582,267.34,SETTLED,0
2026-02-05,MXT-B-08583,428.84,SETTLED,0
2026-02-05,MXT-B-08584,1207.71,SETTLED,0
2026-02-05,MXT-B-08585,9.14,SETTLED,0
2026-02-05,MXT-B-08586,132.39,SETTLED,0
2026-02-05,MXT-B-08587,74.69,SETTLED,0
2026-02-06,MXT-B-08710,362.4,SETTLED,0
2026-02-06,MXT-B-08711,94.13,SETTLED,0
2026-02-06,MXT-B-08712,354.43,SETTLED,0
2026-02-06,MXT-B-08713,553.2,SETTLED,0
2026-02-06,MXT-B-08714,39.9,SETTLED,0
2026-02-06,MXT-B-08715,26.97,SETTLED,0
2026-02-06,MXT-B-08716,27.91,SETTLED,0
2026-02-06,MXT-B-08717,121.23,SETTLED,0
2026-02-06,MXT-B-08718,27.45,SETTLED,0
2026-02-06,MXT-B-08719,47.05,SETTLED,0
2026-02-06,MXT-B-08720,675.91,SETTLED,0
2026-02-06,MXT-B-08721,63.93,SETTLED,0
2026-02-07,MXT-B-08840,40.06,SETTLED,0
2026-02-07,MXT-B-08841,100.54,SETTLED,0
2026-02-07,MXT-B-08842,20.53,SETTLED,0
2026-02-07,MXT-B-08843,228.56,SETTLED,0
2026-02-07,MXT-B-08844,169.53,SETTLED,0
2026-02-07,MXT-B-08845,28.01,SETTLED,0
2026-02-07,MXT-B-08846,62.62,SETTLED,0
2026-02-07,MXT-B-08847,772.4,SETTLED,0
2026-02-07,MXT-B-08848,124.48,SETTLED,0
2026-02-08,MXT-B-08970,219.06,SETTLED,0
2026-02-08,MXT-B-08971,10.14,SETTLED,0
2026-02-08,MXT-B-08972,130.16,SETTLED,0
2026-02-08,MXT-B-08973,76.38,SETTLED,0
2026-02-08,MXT-B-08974,94.4,SETTLED,0
2026-02-08,MXT-B-08975,282.57,SETTLED,0
2026-02-08,MXT-B-08976,23.4,SETTLED,0
2026-02-08,MXT-B-08977,253.0,SETTLED,0
2026-02-08,MXT-B-08978,178.43,SETTLED,0
2026-02-08,MXT-B-08979,211.35,SETTLED,0
2026-02-09,MXT-B-09100,138.75,SETTLED,0
2026-02-09,MXT-B-09101,39.86,SETTLED,0
2026-02-09,MXT-B-09102,6.49,SETTLED,0
2026-02-09,MXT-B-09103,80.07,SETTLED,0
2026-02-09,MXT-B-09104,47.57,SETTLED,0
2026-02-09,MXT-B-09105,252.71,SETTLED,0
2026-02-09,MXT-B-09106,129.46,SETTLED,0
2026-02-09,MXT-B-09107,271.48,SETTLED,0
2026-02-09,MXT-B-09108,237.11,SETTLED,0
2026-02-10,MXT-B-09230,337.8,SETTLED,0
2026-02-10,MXT-B-09231,151.1,SETTLED,0
2026-02-10,MXT-B-09232,453.62,SETTLED,0
2026-02-10,MXT-B-09233,340.81,SETTLED,0
2026-02-10,MXT-B-09234,157.88,SETTLED,0
2026-02-10,MXT-B-09235,274.3,SETTLED,0
2026-02-10,MXT-B-09236,24.21,SETTLED,0
2026-02-10,MXT-B-09237,44.35,SETTLED,0
2026-02-10,MXT-B-09238,71.26,SETTLED,0
2026-02-11,MXT-B-09360,95.38,SETTLED,0
2026-02-11,MXT-B-09361,185.36,SETTLED,0
2026-02-11,MXT-B-09362,62.74,SETTLED,0
2026-02-11,MXT-B-09363,176.72,SETTLED,0
2026-02-11,MXT-B-09364,406.32,SETTLED,0
2026-02-11,MXT-B-09365,83.26,SETTLED,0
2026-02-11,MXT-B-09366,59.5,SETTLED,0
2026-02-11,MXT-B-09367,158.23,SETTLED,0
2026-02-11,MXT-B-09368,167.38,SETTLED,0
2026-02-11,MXT-B-09369,35.95,SETTLED,0
2026-02-11,MXT-B-09370,1159.83,SETTLED,0
2026-02-12,MXT-B-09490,253.67,SETTLED,0
2026-02-12,MXT-B-09491,294.31,SETTLED,0
2026-02-12,MXT-B-09492,130.63,SETTLED,0
2026-02-12,MXT-B-09493,407.85,SETTLED,0
2026-02-12,MXT-B-09494,180.5,SETTLED,0
2026-02-12,MXT-B-09495,330.71,SETTLED,0
2026-02-12,MXT-B-09496,92.3,SETTLED,0
2026-02-12,MXT-B-09497,20.44,SETTLED,0
2026-02-12,MXT-B-09498,400.54,SETTLED,0
2026-02-13,MXT-B-09620,244.67,SETTLED,0
2026-02-13,MXT-B-09621,9.42,SETTLED,0
2026-02-13,MXT-B-09622,300.63,SETTLED,0
2026-02-13,MXT-B-09623,542.26,SETTLED,0
2026-02-13,MXT-B-09624,206.12,SETTLED,0
2026-02-13,MXT-B-09625,181.02,SETTLED,0
2026-02-13,MXT-B-09626,46.76,SETTLED,0
2026-02-13,MXT-B-09627,127.34,SETTLED,0
2026-02-13,MXT-B-09628,68.99,SETTLED,0
2026-02-13,MXT-B-09629,191.08,SETTLED,0
2026-02-13,MXT-B-09630,247.7,SETTLED,0
2026-02-13,MXT-B-09631,38.05,SETTLED,0
2026-02-14,MXT-B-09750,313.56,SETTLED,0
2026-02-14,MXT-B-09751,157.79,SETTLED,0
2026-02-14,MXT-B-09752,79.66,SETTLED,0
2026-02-14,MXT-B-09753,224.16,SETTLED,0
2026-02-14,MXT-B-09754,28.04,SETTLED,0
2026-02-14,MXT-B-09755,330.46,SETTLED,0
2026-02-14,MXT-B-09756,133.49,SETTLED,0
2026-02-14,MXT-B-09757,304.91,SETTLED,0
2026-02-14,MXT-B-09758,11.82,SETTLED,0
2026-02-14,MXT-B-09759,77.53,SETTLED,0
2026-02-14,MXT-B-09760,243.92,SETTLED,0
2026-02-14,MXT-B-09761,106.51,SETTLED,0
2026-02-15,MXT-B-09880,25.51,SETTLED,0
2026-02-15,MXT-B-09881,111.99,SETTLED,0
2026-02-15,MXT-B-09882,77.02,SETTLED,0
2026-02-15,MXT-B-09883,145.6,SETTLED,0
2026-02-15,MXT-B-09884,93.66,SETTLED,0
2026-02-15,MXT-B-09885,182.24,SETTLED,0
2026-02-15,MXT-B-09886,117.04,SETTLED,0
2026-02-15,MXT-B-09887,501.6,SETTLED,0
2026-02-15,MXT-B-09888,91.6,SETTLED,0
2026-02-15,MXT-B-09889,1.89,SETTLED,0
2026-02-16,MXT-B-10010,348.69,SETTLED,0
2026-02-16,MXT-B-10011,253.9,SETTLED,0
2026-02-16,MXT-B-10012,102.24,SETTLED,0
2026-02-16,MXT-B-10013,101.46,SETTLED,0
2026-02-16,MXT-B-10014,145.28,SETTLED,0
2026-02-16,MXT-B-10015,24.01,SETTLED,0
2026-02-16,MXT-B-10016,329.27,SETTLED,0
2026-02-16,MXT-B-10017,224.75,SETTLED,0
2026-02-16,MXT-B-10018,31.97,SETTLED,0
2026-02-16,MXT-B-10019,59.24,SETTLED,0
2026-02-16,MXT-B-10020,120.1,SETTLED,0
2026-02-16,MXT-B-10021,60.56,SETTLED,0
2026-02-17,MXT-B-10140,277.52,SETTLED,0
2026-02-17,MXT-B-10141,57.8,SETTLED,0
2026-02-17,MXT-B-10142,69.35,SETTLED,0
2026-02-17,MXT-B-10143,9.86,SETTLED,0
2026-02-17,MXT-B-10144,102.1,SETTLED,0
2026-02-17,MXT-B-10145,13.26,SETTLED,0
2026-02-17,MXT-B-10146,17.94,SETTLED,0
2026-02-17,MXT-B-10147,484.68,SETTLED,0
2026-02-17,MXT-B-10148,160.09,SETTLED,0
2026-02-17,MXT-B-10149,13.95,SETTLED,0
2026-02-18,MXT-B-10270,6.13,SETTLED,0
2026-02-18,MXT-B-10271,165.89,SETTLED,0
2026-02-18,MXT-B-10272,410.66,SETTLED,0
2026-02-18,MXT-B-10273,239.27,SETTLED,0
2026-02-18,MXT-B-10274,240.38,SETTLED,0
2026-02-18,MXT-B-10275,26.56,SETTLED,0
2026-02-18,MXT-B-10276,210.84,SETTLED,0
2026-02-18,MXT-B-10277,242.87,SETTLED,0
2026-02-18,MXT-B-10278,72.07,SETTLED,0
2026-02-18,MXT-B-10279,94.27,SETTLED,0
2026-02-19,MXT-B-10400,58.55,SETTLED,0
2026-02-19,MXT-B-10401,188.63,SETTLED,0
2026-02-19,MXT-B-10402,409.09,SETTLED,0
2026-02-19,MXT-B-10403,70.33,SETTLED,0
2026-02-19,MXT-B-10404,79.99,SETTLED,0
2026-02-19,MXT-B-10405,279.0,SETTLED,0
2026-02-19,MXT-B-10406,138.54,SETTLED,0
2026-02-19,MXT-B-10407,431.29,SETTLED,0
2026-02-19,MXT-B-10408,18.47,SETTLED,0
2026-02-19,MXT-B-10409,66.04,SETTLED,0
2026-02-19,MXT-B-10410,391.56,SETTLED,0
2026-02-20,MXT-B-10530,63.09,SETTLED,0
2026-02-20,MXT-B-10531,34.61,SETTLED,0
2026-02-20,MXT-B-10532,250.73,SETTLED,0
2026-02-20,MXT-B-10533,82.83,SETTLED,0
2026-02-20,MXT-B-10534,19.82,SETTLED,0
2026-02-20,MXT-B-10535,80.04,SETTLED,0
2026-02-20,MXT-B-10536,29.56,SETTLED,0
2026-02-20,MXT-B-10537,728.74,SETTLED,0
2026-02-20,MXT-B-10538,19.02,SETTLED,0
2026-02-20,MXT-B-10539,462.25,SETTLED,0
2026-02-20,MXT-B-10540,393.12,SETTLED,0
2026-02-20,MXT-B-10541,700.05,SETTLED,0
2026-02-21,MXT-B-10660,169.52,SETTLED,0
2026-02-21,MXT-B-10661,215.43,SETTLED,0
2026-02-21,MXT-B-10662,74.05,SETTLED,0
2026-02-21,MXT-B-10663,2.52,SETTLED,0
2026-02-21,MXT-B-10664,404.51,SETTLED,0
2026-02-21,MXT-B-10665,291.79,SETTLED,0
2026-02-21,MXT-B-10666,102.14,SETTLED,0
2026-02-21,MXT-B-10667,249.11,SETTLED,0
2026-02-21,MXT-B-10668,368.17,SETTLED,0
2026-02-21,MXT-B-10669,289.49,SETTLED,0
2026-02-21,MXT-B-10670,48.39,SETTLED,0
2026-02-21,MXT-B-10671,21.84,SETTLED,0
2026-02-22,MXT-B-10790,32.67,SETTLED,0
2026-02-22,MXT-B-10791,189.27,SETTLED,0
2026-02-22,MXT-B-10792,60.93,SETTLED,0
2026-02-22,MXT-B-10793,134.02,SETTLED,0
2026-02-22,MXT-B-10794,309.52,SETTLED,0
2026-02-22,MXT-B-10795,69.77,SETTLED,0
2026-02-22,MXT-B-10796,128.26,SETTLED,0
2026-02-22,MXT-B-10797,68.23,SETTLED,0
2026-02-22,MXT-B-10798,334.07,SETTLED,0
2026-02-22,MXT-B-10799,102.22,SETTLED,0
2026-02-23,MXT-B-10920,81.82,SETTLED,0
2026-02-23,MXT-B-10921,52.4,SETTLED,0
2026-02-23,MXT-B-10922,223.11,SETTLED,0
2026-02-23,MXT-B-10923,133.44,SETTLED,0
2026-02-23,MXT-B-10924,38.98,SETTLED,0
2026-02-23,MXT-B-10925,140.52,SETTLED,0
2026-02-23,MXT-B-10926,3.65,SETTLED,0
2026-02-23,MXT-B-10927,156.11,SETTLED,0
2026-02-24,MXT-B-11050,262.65,SETTLED,0
2026-02-24,MXT-B-11051,42.18,SETTLED,0
2026-02-24,MXT-B-11052,47.81,SETTLED,0
2026-02-24,MXT-B-11053,104.05,SETTLED,0
2026-02-24,MXT-B-11054,175.47,SETTLED,0
2026-02-24,MXT-B-11055,24.74,SETTLED,0
2026-02-24,MXT-B-11056,5.56,SETTLED,0
2026-02-24,MXT-B-11057,221.98,SETTLED,0
2026-02-25,MXT-B-11180,517.55,SETTLED,0
2026-02-25,MXT-B-11181,270.37,SETTLED,0
2026-02-25,MXT-B-11182,37.82,SETTLED,0
2026-02-25,MXT-B-11183,72.22,SETTLED,0
2026-02-25,MXT-B-11184,33.78,SETTLED,0
2026-02-25,MXT-B-11185,447.02,SETTLED,0
2026-02-25,MXT-B-11186,264.15,SETTLED,0
2026-02-25,MXT-B-11187,380.46,SETTLED,0
2026-02-25,MXT-B-11188,224.42,SETTLED,0
2026-02-25,MXT-B-11189,131.64,SETTLED,0
2026-02-26,MXT-B-11310,32.69,SETTLED,0
2026-02-26,MXT-B-11311,390.08,SETTLED,0
2026-02-26,MXT-B-11312,61.73,SETTLED,0
2026-02-26,MXT-B-11313,219.23,SETTLED,0
2026-02-26,MXT-B-11314,23.18,SETTLED,0
2026-02-26,MXT-B-11315,70.74,SETTLED,0
2026-02-26,MXT-B-11316,621.72,SETTLED,0
2026-02-26,MXT-B-11317,218.77,SETTLED,0
2026-02-27,MXT-B-11440,143.69,SETTLED,0
2026-02-27,MXT-B-11441,272.75,SETTLED,0
2026-02-27,MXT-B-11442,80.18,SETTLED,0
2026-02-27,MXT-B-11443,86.29,SETTLED,0
2026-02-27,MXT-B-11444,534.91,SETTLED,0
2026-02-27,MXT-B-11445,27.93,SETTLED,0
2026-02-27,MXT-B-11446,27.53,SETTLED,0
2026-02-27,MXT-B-11447,269.37,SETTLED,0
2026-02-28,MXT-B-11570,34.79,SETTLED,0
2026-02-28,MXT-B-11571,17.26,SETTLED,0
2026-02-28,MXT-B-11572,477.83,SETTLED,0
2026-02-28,MXT-B-11573,67.65,SETTLED,0
2026-02-28,MXT-B-11574,51.67,SETTLED,0
2026-02-28,MXT-B-11575,90.78,SETTLED,0
2026-02-28,MXT-B-11576,423.58,SETTLED,0
2026-02-28,MXT-B-11577,483.04,SETTLED,0
2026-02-28,MXT-B-11578,77.54,SETTLED,0
2026-02-28,MXT-B-11579,30.93,SETTLED,0
2026-01-31,MXT-B-CB-0000,315.05,CHARGEBACK,1
2026-02-24,MXT-B-CB-0001,221.2,CHARGEBACK,1
2026-02-08,MXT-B-CB-0002,431.23,CHARGEBACK,1
2026-02-03,MXT-B-CB-0003,378.54,CHARGEBACK,1
2026-02-13,MXT-B-CB-0004,230.84,CHARGEBACK,1
2026-01-30,MXT-B-CB-0005,375.5,CHARGEBACK,1
2026-02-14,MXT-B-CB-0006,76.05,CHARGEBACK,1
2026-02-06,MXT-B-CB-0007,27.76,CHARGEBACK,1
2026-02-21,MXT-B-CB-0008,36.45,CHARGEBACK,1
2026-02-10,MXT-B-CB-0009,219.81,CHARGEBACK,1
2026-02-25,MXT-B-CB-0010,262.53,CHARGEBACK,1
2026-02-16,MXT-B-CB-0011,369.17,CHARGEBACK,1
2026-02-13,MXT-B-CB-0012,41.98,CHARGEBACK,1
2026-02-16,MXT-B-CB-0013,263.78,CHARGEBACK,1
2026-02-26,MXT-B-CB-0014,181.46,CHARGEBACK,1
2026-02-20,MXT-B-CB-0015,83.15,CHARGEBACK,1
2026-02-15,MXT-B-CB-0016,95.79,CHARGEBACK,1
2026-02-18,MXT-B-CB-0017,323.16,CHARGEBACK,1
2026-02-06,MXT-B-CB-0018,455.16,CHARGEBACK,1
2026-02-20,MXT-B-CB-0019,410.63,CHARGEBACK,1
2026-01-30,MXT-B-CB-0020,287.45,CHARGEBACK,1
2026-02-12,MXT-B-CB-0021,446.05,CHARGEBACK,1
2026-02-02,MXT-B-CB-0022,80.93,CHARGEBACK,1
2026-01-30,MXT-B-CB-0023,169.41,CHARGEBACK,1
2026-02-24,MXT-B-CB-0024,448.41,CHARGEBACK,1
2026-02-01,MXT-B-CB-0025,157.22,CHARGEBACK,1
2026-02-07,MXT-B-CB-0026,34.19,CHARGEBACK,1
2026-02-07,MXT-B-CB-0027,53.18,CHARGEBACK,1
2026-02-14,MXT-B-CB-0028,284.69,CHARGEBACK,1
2026-02-04,MXT-B-CB-0029,259.44,CHARGEBACK,1
2026-02-28,MXT-B-CB-0030,156.28,CHARGEBACK,1
2026-02-24,MXT-B-CB-0031,401.01,CHARGEBACK,1
2026-02-23,MXT-B-CB-0032,163.51,CHARGEBACK,1
2026-02-17,MXT-B-CB-0033,90.18,CHARGEBACK,1
2026-01-31,MXT-B-CB-0034,59.76,CHARGEBACK,1
2026-02-14,MXT-B-CB-0035,440.59,CHARGEBACK,1
2026-02-02,MXT-B-CB-0036,355.8,CHARGEBACK,1
2026-02-18,MXT-B-CB-0037,428.4,CHARGEBACK,1
2026-02-12,MXT-B-CB-0038,313.18,CHARGEBACK,1
2026-02-12,MXT-B-CB-0039,170.07,CHARGEBACK,1
2026-02-23,MXT-B-CB-0040,497.39,CHARGEBACK,1
2026-02-19,MXT-B-CB-0041,155.67,CHARGEBACK,1
2026-02-06,MXT-B-CB-0042,102.32,CHARGEBACK,1
2026-02-21,MXT-B-CB-0043,463.23,CHARGEBACK,1
2026-02-19,MXT-B-CB-0044,359.46,CHARGEBACK,1
2026-02-17,MXT-B-CB-0045,362.1,CHARGEBACK,1
2026-02-26,MXT-B-CB-0046,498.23,CHARGEBACK,1
2026-02-10,MXT-B-CB-0047,424.43,CHARGEBACK,1
2026-02-25,MXT-B-CB-0048,47.7,CHARGEBACK,1
2026-02-11,MXT-B-CB-0049,493.13,CHARGEBACK,1
2026-02-19,MXT-B-CB-0050,483.22,CHARGEBACK,1
2026-02-14,MXT-B-CB-0051,325.78,CHARGEBACK,1
2026-02-28,MXT-B-CB-0052,154.74,CHARGEBACK,1
2026-02-11,MXT-B-CB-0053,499.2,CHARGEBACK,1
2026-02-16,MXT-B-CB-0054,224.2,CHARGEBACK,1
2026-02-09,MXT-B-CB-0055,340.5,CHARGEBACK,1
2026-02-28,MXT-B-CB-0056,346.77,CHARGEBACK,1
2026-02-10,MXT-B-CB-0057,70.62,CHARGEBACK,1
2026-02-26,MXT-B-CB-0058,366.28,CHARGEBACK,1
2026-02-12,MXT-B-CB-0059,359.25,CHARGEBACK,1
2026-01-31,MXT-B-CB-0060,234.51,CHARGEBACK,1
2026-02-24,MXT-B-CB-0061,97.53,CHARGEBACK,1
2026-02-28,MXT-B-CB-0062,128.16,CHARGEBACK,1
2026-02-03,MXT-B-CB-0063,397.2,CHARGEBACK,1
2026-02-12,MXT-B-CB-0064,477.18,CHARGEBACK,1
2026-02-06,MXT-B-CB-0065,248.67,CHARGEBACK,1
2026-02-17,MXT-B-CB-0066,493.42,CHARGEBACK,1
2026-02-05,MXT-B-CB-0067,331.85,CHARGEBACK,1
2026-02-12,MXT-B-CB-0068,106.97,CHARGEBACK,1
2026-02-11,MXT-B-CB-0069,173.54,CHARGEBACK,1
2026-02-16,MXT-B-CB-0070,494.92,CHARGEBACK,1
2026-02-16,MXT-B-CB-0071,320.15,CHARGEBACK,1
2026-02-14,MXT-B-CB-0072,445.57,CHARGEBACK,1
2026-02-24,MXT-B-CB-0073,105.13,CHARGEBACK,1
2026-02-25,MXT-B-CB-0074,301.43,CHARGEBACK,1
