date,tx_id,amount_usd,status,report_type
2026-02-08,MXT-A-03452,107.3,SETTLED,TC05
2026-02-08,MXT-A-03453,446.78,SETTLED,TC05
2026-02-08,MXT-A-03454,112.13,SETTLED,TC05
2026-02-08,MXT-A-03455,77.07,SETTLED,TC05
2026-02-08,MXT-A-03456,596.36,SETTLED,TC05
2026-02-09,MXT-A-03500,151.76,SETTLED,TC05
2026-02-09,MXT-A-03501,106.47,SETTLED,TC05
2026-02-09,MXT-A-03502,196.22,SETTLED,TC05
2026-02-09,MXT-A-03503,955.34,SETTLED,TC05
2026-02-09,MXT-A-03504,17.42,SETTLED,TC05
2026-02-09,MXT-A-03505,90.29,SETTLED,TC05
2026-02-10,MXT-A-03550,278.81,SETTLED,TC05
2026-02-10,MXT-A-03551,695.88,SETTLED,TC05
2026-02-10,MXT-A-03552,910.84,SETTLED,TC05
2026-02-10,MXT-A-03553,72.68,SETTLED,TC05
2026-02-10,MXT-A-03554,244.14,SETTLED,TC05
2026-02-11,MXT-A-03600,1518.37,SETTLED,TC05
2026-02-11,MXT-A-03601,320.61,SETTLED,TC05
2026-02-11,MXT-A-03602,293.59,SETTLED,TC05
2026-02-11,MXT-A-03603,309.77,SETTLED,TC05
2026-02-11,MXT-A-03604,155.3,SETTLED,TC05
2026-02-12,MXT-A-03650,485.34,SETTLED,TC05
2026-02-12,MXT-A-03651,124.21,SETTLED,TC05
2026-02-12,MXT-A-03652,139.95,SETTLED,TC05
2026-02-12,MXT-A-03653,357.15,SETTLED,TC05
2026-02-12,MXT-A-03654,466.47,SETTLED,TC05
2026-02-12,MXT-A-03655,291.97,SETTLED,TC05
2026-02-13,MXT-A-03700,155.74,SETTLED,TC05
2026-02-13,MXT-A-03701,35.36,SETTLED,TC05
2026-02-13,MXT-A-03702,1533.73,SETTLED,TC05
2026-02-13,MXT-A-03703,240.87,SETTLED,TC05
2026-02-13,MXT-A-03704,68.08,SETTLED,TC05
2026-02-13,MXT-A-03705,910.98,SETTLED,TC05
2026-02-14,MXT-A-03750,745.18,SETTLED,TC05
2026-02-14,MXT-A-03751,202.93,SETTLED,TC05
2026-02-14,MXT-A-03752,82.53,SETTLED,TC05
2026-02-14,MXT-A-03753,275.26,SETTLED,TC05
2026-02-14,MXT-A-03754,31.19,SETTLED,TC05
2026-02-14,MXT-A-03755,203.33,SETTLED,TC05
2026-02-14,MXT-A-03756,76.58,SETTLED,TC05
2026-02-15,MXT-A-03800,241.6,SETTLED,TC05
2026-02-15,MXT-A-03801,101.97,SETTLED,TC05
2026-02-15,MXT-A-03802,319.37,SETTLED,TC05
2026-02-15,MXT-A-03803,103.12,SETTLED,TC05
2026-02-15,MXT-A-03804,20.25,SETTLED,TC05
2026-02-16,MXT-A-03850,1037.32,SETTLED,TC05
2026-02-16,MXT-A-03851,169.91,SETTLED,TC05
2026-02-16,MXT-A-03852,1018.44,SETTLED,TC05
2026-02-16,MXT-A-03853,66.26,SETTLED,TC05
2026-02-16,MXT-A-03854,590.17,SETTLED,TC05
2026-02-16,MXT-A-03855,25.38,SETTLED,TC05
2026-02-17,MXT-A-03900,1083.83,SETTLED,TC05
2026-02-17,MXT-A-03901,824.22,SETTLED,TC05
2026-02-17,MXT-A-03902,518.64,SETTLED,TC05
2026-02-17,MXT-A-03903,192.22,SETTLED,TC05
2026-02-17,MXT-A-03904,73.43,SETTLED,TC05
2026-02-18,MXT-A-03950,424.47,SETTLED,TC05
2026-02-18,MXT-A-03951,104.9,SETTLED,TC05
2026-02-18,MXT-A-03952,214.14,SETTLED,TC05
2026-02-18,MXT-A-03953,156.2,SETTLED,TC05
2026-02-18,MXT-A-03954,244.21,SETTLED,TC05
2026-02-18,MXT-A-03955,348.51,SETTLED,TC05
2026-02-19,MXT-A-04000,432.34,SETTLED,TC05
2026-02-19,MXT-A-04001,77.85,SETTLED,TC05
2026-02-19,MXT-A-04002,197.48,SETTLED,TC05
2026-02-19,MXT-A-04003,150.55,SETTLED,TC05
2026-02-19,MXT-A-04004,462.29,SETTLED,TC05
2026-02-19,MXT-A-04005,22.39,SETTLED,TC05
2026-02-20,MXT-A-04050,259.01,SETTLED,TC05
2026-02-20,MXT-A-04051,1422.99,SETTLED,TC05
2026-02-20,MXT-A-04052,312.46,SETTLED,TC05
2026-02-20,MXT-A-04053,534.39,SETTLED,TC05
2026-02-20,MXT-A-04054,150.4,SETTLED,TC05
2026-02-20,MXT-A-04055,463.15,SETTLED,TC05
2026-02-20,MXT-A-04056,132.79,SETTLED,TC05
2026-02-21,MXT-A-04100,162.8,SETTLED,TC05
2026-02-21,MXT-A-04101,150.46,SETTLED,TC05
2026-02-21,MXT-A-04102,16.48,SETTLED,TC05
2026-02-21,MXT-A-04103,454.19,SETTLED,TC05
2026-02-21,MXT-A-04104,86.27,SETTLED,TC05
2026-02-21,MXT-A-04105,1450.4,SETTLED,TC05
2026-02-22,MXT-A-04150,405.8,SETTLED,TC05
2026-02-22,MXT-A-04151,188.76,SETTLED,TC05
2026-02-22,MXT-A-04152,546.86,SETTLED,TC05
2026-02-22,MXT-A-04153,358.79,SETTLED,TC05
2026-02-22,MXT-A-04154,395.65,SETTLED,TC05
2026-02-22,MXT-A-04155,688.9,SETTLED,TC05
2026-02-22,MXT-A-04156,371.86,SETTLED,TC05
2026-02-22,MXT-A-04157,329.12,SETTLED,TC05
2026-02-23,MXT-A-04200,122.64,SETTLED,TC05
2026-02-23,MXT-A-04201,167.25,SETTLED,TC05
2026-02-23,MXT-A-04202,529.83,SETTLED,TC05
2026-02-23,MXT-A-04203,363.01,SETTLED,TC05
2026-02-23,MXT-A-04204,747.27,SETTLED,TC05
2026-02-23,MXT-A-04205,33.9,SETTLED,TC05
2026-02-23,MXT-A-04206,58.49,SETTLED,TC05
2026-02-24,MXT-A-04250,272.8,SETTLED,TC05
2026-02-24,MXT-A-04251,183.59,SETTLED,TC05
2026-02-24,MXT-A-04252,359.39,SETTLED,TC05
2026-02-24,MXT-A-04253,302.85,SETTLED,TC05
2026-02-24,MXT-A-04254,213.3,SETTLED,TC05
2026-02-25,MXT-A-04300,990.67,SETTLED,TC05
2026-02-25,MXT-A-04301,219.82,SETTLED,TC05
2026-02-25,MXT-A-04302,156.53,SETTLED,TC05
2026-02-25,MXT-A-04303,525.84,SETTLED,TC05
2026-02-25,MXT-A-04304,2.15,SETTLED,TC05
2026-02-25,MXT-A-04305,746.97,SETTLED,TC05
2026-02-26,MXT-A-04350,145.64,SETTLED,TC05
2026-02-26,MXT-A-04351,285.67,SETTLED,TC05
2026-02-26,MXT-A-04352,74.7,SETTLED,TC05
2026-02-26,MXT-A-04353,704.77,SETTLED,TC05
2026-02-26,MXT-A-04354,183.02,SETTLED,TC05
2026-02-27,MXT-A-04400,402.47,SETTLED,TC05
2026-02-27,MXT-A-04401,689.53,SETTLED,TC05
2026-02-27,MXT-A-04402,151.29,SETTLED,TC05
2026-02-27,MXT-A-04403,125.46,SETTLED,TC05
2026-02-27,MXT-A-04404,308.32,SETTLED,TC05
2026-02-27,MXT-A-04405,115.72,SETTLED,TC05
2026-02-27,MXT-A-04406,659.82,SETTLED,TC05
2026-02-28,MXT-A-04450,14.97,SETTLED,TC05
2026-02-28,MXT-A-04451,467.03,SETTLED,TC05
2026-02-28,MXT-A-04452,92.61,SETTLED,TC05
2026-02-28,MXT-A-04453,172.52,SETTLED,TC05
2026-02-28,MXT-A-04454,381.84,SETTLED,TC05
2025-12-21,MXT-A-FR-0000,1836.05,FRAUD_REPORT,TC40
2025-12-08,MXT-A-FR-0001,948.74,FRAUD_REPORT,TC40
2026-02-20,MXT-A-FR-0002,325.33,FRAUD_REPORT,TC40
2025-12-15,MXT-A-FR-0003,807.89,FRAUD_REPORT,TC40
2025-12-14,MXT-A-FR-0004,1788.73,FRAUD_REPORT,TC40
2026-02-17,MXT-A-FR-0005,1235.79,FRAUD_REPORT,TC40
2026-02-16,MXT-A-FR-0006,1563.33,FRAUD_REPORT,TC40
2025-12-17,MXT-A-FR-0007,145.54,FRAUD_REPORT,TC40
2025-12-26,MXT-A-FR-0008,709.17,FRAUD_REPORT,TC40
2026-01-23,MXT-A-FR-0009,1727.23,FRAUD_REPORT,TC40
2026-02-06,MXT-A-FR-0010,554.91,FRAUD_REPORT,TC40
2025-12-09,MXT-A-FR-0011,699.67,FRAUD_REPORT,TC40
2026-02-05,MXT-A-FR-0012,1227.8,FRAUD_REPORT,TC40
2026-01-17,MXT-A-FR-0013,1783.16,FRAUD_REPORT,TC40
2025-12-29,MXT-A-FR-0014,992.01,FRAUD_REPORT,TC40
2026-02-14,MXT-A-FR-0015,392.51,FRAUD_REPORT,TC40
2026-02-16,MXT-A-FR-0016,1949.48,FRAUD_REPORT,TC40
2026-01-20,MXT-A-FR-0017,122.66,FRAUD_REPORT,TC40
2026-01-19,MXT-A-FR-0018,1320.9,FRAUD_REPORT,TC40
2025-12-15,MXT-A-FR-0019,1358.23,FRAUD_REPORT,TC40
2026-02-14,MXT-A-FR-0020,1080.17,FRAUD_REPORT,TC40
2025-12-07,MXT-A-FR-0021,1925.92,FRAUD_REPORT,TC40
2026-01-04,MXT-A-FR-0022,973.47,FRAUD_REPORT,TC40
2026-02-15,MXT-A-FR-0023,1917.76,FRAUD_REPORT,TC40
2025-12-22,MXT-A-FR-0024,1148.53,FRAUD_REPORT,TC40
2025-12-05,MXT-A-FR-0025,1486.21,FRAUD_REPORT,TC40
2025-12-26,MXT-A-FR-0026,850.65,FRAUD_REPORT,TC40
2026-01-08,MXT-A-FR-0027,1079.45,FRAUD_REPORT,TC40
2026-01-17,MXT-A-FR-0028,1174.93,FRAUD_REPORT,TC40
2026-02-17,MXT-A-FR-0029,1557.82,FRAUD_REPORT,TC40
2025-12-07,MXT-A-FR-0030,1563.03,FRAUD_REPORT,TC40
2026-02-03,MXT-A-FR-0031,1857.46,FRAUD_REPORT,TC40
2025-12-31,MXT-A-FR-0032,725.16,FRAUD_REPORT,TC40
2025-12-03,MXT-A-FR-0033,1028.28,FRAUD_REPORT,TC40
2026-02-27,MXT-A-FR-0034,704.57,FRAUD_REPORT,TC40
2026-02-18,MXT-A-FR-0035,236.1,FRAUD_REPORT,TC40
2025-12-28,MXT-A-FR-0036,175.55,FRAUD_REPORT,TC40
2025-12-21,MXT-A-FR-0037,1915.61,FRAUD_REPORT,TC40
2026-02-07,MXT-A-FR-0038,522.63,FRAUD_REPORT,TC40
2025-12-22,MXT-A-FR-0039,545.21,FRAUD_REPORT,TC40
2026-02-28,MXT-A-FR-0040,1680.65,FRAUD_REPORT,TC40
2025-12-19,MXT-A-FR-0041,1667.77,FRAUD_REPORT,TC40
2026-01-13,MXT-A-DI-0000,425.68,DISPUTE,TC15
2025-12-04,MXT-A-DI-0001,726.09,DISPUTE,TC15
2025-12-09,MXT-A-DI-0002,611.4,DISPUTE,TC15
2026-01-08,MXT-A-DI-0003,226.86,DISPUTE,TC15
2026-02-10,MXT-A-DI-0004,469.9,DISPUTE,TC15
2026-01-04,MXT-A-DI-0005,114.87,DISPUTE,TC15
2026-01-26,MXT-A-DI-0006,704.21,DISPUTE,TC15
2026-01-04,MXT-A-DI-0007,725.09,DISPUTE,TC15
2025-12-27,MXT-A-DI-0008,706.6,DISPUTE,TC15
2025-12-19,MXT-A-DI-0009,419.86,DISPUTE,TC15
2026-01-21,MXT-A-DI-0010,345.45,DISPUTE,TC15
2025-12-11,MXT-A-DI-0011,778.2,DISPUTE,TC15
2025-12-25,MXT-A-DI-0012,257.15,DISPUTE,TC15
2025-12-02,MXT-A-DI-0013,266.11,DISPUTE,TC15
2025-12-17,MXT-A-DI-0014,360.94,DISPUTE,TC15
2025-12-22,MXT-A-DI-0015,785.97,DISPUTE,TC15
2025-12-16,MXT-A-DI-0016,242.33,DISPUTE,TC15
2025-12-10,MXT-A-DI-0017,400.48,DISPUTE,TC15
