paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	notes
PID-0142	10.1182/bld.9000141	Anderson	PNAS	2019	Fig.4D-vs-Fig.8C	0.9453	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #3, scan date 2024-10-15
PID-0143	10.1182/bld.9000142	Ghobrial	Oncogene	2011	Fig.1D-vs-Fig.6A	0.8943	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #3, scan date 2024-11-15
PID-0144	10.1182/bld.9000143	Anderson	Molecular Cell	2003	Fig.1A-vs-Fig.3A	0.8962	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #3, scan date 2024-12-15
PID-0145	10.1182/bld.9000144	Glimcher	Blood	2020	Fig.8A-vs-Fig.7C	0.8775	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #3, scan date 2024-01-15
PID-0146	10.1182/bld.9000145	Glimcher	Science	2014	Fig.1C-vs-Fig.4C	0.4767	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #3, scan date 2024-02-15
PID-0147	10.1182/bld.9000146	Ghobrial	Blood	2015	Fig.5D-vs-Fig.4D	0.5747	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #3, scan date 2024-03-15
PID-0148	10.1182/bld.9000147	Anderson	Blood	1998	Fig.3B-vs-Fig.5D	0.5223	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #3, scan date 2024-04-15
PID-0149	10.1182/bld.9000148	Ghobrial	Leukemia	2017	Fig.1B-vs-Fig.7B	0.5275	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #3, scan date 2024-05-15
PID-0150	10.1182/bld.9000149	Glimcher	Molecular Cell	2004	Fig.7B-vs-Fig.7A	0.6001	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #3, scan date 2024-06-15
PID-0151	10.1182/bld.9000150	Anderson	Leukemia	2009	Fig.5A-vs-Fig.1A	0.869	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-07-15
PID-0152	10.1182/bld.9000151	Glimcher	Leukemia	2013	Fig.1B-vs-Fig.4A	0.71	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-08-15
PID-0153	10.1182/bld.9000152	Ghobrial	Oncogene	2004	Fig.8A-vs-Fig.4D	0.7674	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-09-15
PID-0154	10.1182/bld.9000153	Glimcher	PNAS	2005	Fig.4D-vs-Fig.3D	0.8199	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-10-15
PID-0155	10.1182/bld.9000154	Anderson	Science	2019	Fig.4C-vs-Fig.6A	0.8994	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-11-15
PID-0156	10.1182/bld.9000155	Ghobrial	Cancer Cell	2014	Fig.6D-vs-Fig.5C	0.8587	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-12-15
PID-0157	10.1182/bld.9000156	Anderson	PNAS	1999	Fig.7C-vs-Fig.7B	0.4826	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-01-15
PID-0158	10.1182/bld.9000157	Anderson	PNAS	2006	Fig.3D-vs-Fig.6C	0.5346	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-02-15
PID-0159	10.1182/bld.9000158	Anderson	PNAS	2017	Fig.2C-vs-Fig.3C	0.8278	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-03-15
PID-0160	10.1182/bld.9000159	Ghobrial	Science	2020	Fig.1A-vs-Fig.7D	0.9389	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-04-15
PID-0161	10.1182/bld.9000160	Ghobrial	Oncogene	2017	Fig.1C-vs-Fig.4D	0.9552	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-05-15
PID-0162	10.1182/bld.9000161	Hahn	Leukemia	2000	Fig.1C-vs-Fig.6B	0.5176	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-06-15
PID-0163	10.1182/bld.9000162	Anderson	Science	2006	Fig.8A-vs-Fig.8B	0.5454	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-07-15
PID-0164	10.1182/bld.9000163	Hahn	Nature Medicine	2017	Fig.6A-vs-Fig.6B	0.757	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-08-15
PID-0165	10.1182/bld.9000164	Anderson	Nature Medicine	2004	Fig.3C-vs-Fig.2B	0.6619	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-09-15
PID-0166	10.1182/bld.9000165	Anderson	Molecular Cell	2000	Fig.2A-vs-Fig.7C	0.6406	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-10-15
PID-0167	10.1182/bld.9000166	Hahn	Leukemia	2012	Fig.4B-vs-Fig.6C	0.6743	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-11-15
PID-0168	10.1182/bld.9000167	Ghobrial	Cancer Cell	2010	Fig.7A-vs-Fig.7A	0.7253	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-12-15
PID-0169	10.1182/bld.9000168	Hahn	Blood	2010	Fig.3A-vs-Fig.7D	0.6236	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-01-15
PID-0170	10.1182/bld.9000169	Hahn	Oncogene	2006	Fig.7B-vs-Fig.6C	0.5304	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-02-15
PID-0171	10.1182/bld.9000170	Anderson	Cancer Cell	1999	Fig.7A-vs-Fig.5A	0.7001	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-03-15
PID-0172	10.1182/bld.9000171	Glimcher	Cancer Cell	2016	Fig.2B-vs-Fig.1A	0.6067	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-04-15
PID-0173	10.1182/bld.9000172	Anderson	Blood	2002	Fig.8A-vs-Fig.7A	0.5133	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-05-15
PID-0174	10.1182/bld.9000173	Ghobrial	Cancer Cell	2009	Fig.4A-vs-Fig.2A	0.6874	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-06-15
PID-0175	10.1182/bld.9000174	Hahn	Cancer Cell	2022	Fig.2D-vs-Fig.5B	0.5509	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-07-15
PID-0176	10.1182/bld.9000175	Anderson	Cancer Cell	2018	Fig.2D-vs-Fig.4D	0.4866	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-08-15
PID-0177	10.1182/bld.9000176	Anderson	Leukemia	2007	Fig.6C-vs-Fig.1A	0.6595	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-09-15
PID-0178	10.1182/bld.9000177	Hahn	Blood	2014	Fig.3C-vs-Fig.3B	0.5822	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-10-15
PID-0179	10.1182/bld.9000178	Hahn	Cancer Cell	2021	Fig.5C-vs-Fig.6B	0.6303	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-11-15
PID-0180	10.1182/bld.9000179	Ghobrial	Nature Medicine	2004	Fig.6B-vs-Fig.6C	0.9903	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-12-15
PID-0181	10.1182/bld.9000180	Anderson	PNAS	2002	Fig.5B-vs-Fig.2C	0.7652	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-01-15
PID-0182	10.1182/bld.9000181	Anderson	Nature Medicine	2003	Fig.1C-vs-Fig.8D	0.6163	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-02-15
PID-0183	10.1182/bld.9000182	Hahn	Oncogene	2007	Fig.5B-vs-Fig.1D	0.7188	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-03-15
PID-0184	10.1182/bld.9000183	Hahn	PNAS	1998	Fig.6C-vs-Fig.6A	0.9283	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-04-15
PID-0185	10.1182/bld.9000184	Anderson	Leukemia	2014	Fig.1D-vs-Fig.4C	0.671	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-05-15
PID-0186	10.1182/bld.9000185	Hahn	Oncogene	2014	Fig.7D-vs-Fig.3C	0.8619	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #4, scan date 2024-06-15
PID-0187	10.1182/bld.9000186	Ghobrial	PNAS	1998	Fig.3A-vs-Fig.4A	0.4661	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-07-15
PID-0188	10.1182/bld.9000187	Hahn	Leukemia	2013	Fig.3C-vs-Fig.7A	0.6785	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-08-15
PID-0189	10.1182/bld.9000188	Anderson	Science	2010	Fig.8A-vs-Fig.1A	0.8257	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-09-15
PID-0190	10.1182/bld.9000189	Glimcher	Science	2010	Fig.7D-vs-Fig.3D	0.9936	DUPLICATE	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-10-15
PID-0191	10.1182/bld.9000190	Anderson	Leukemia	2012	Fig.8A-vs-Fig.3D	0.7352	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-11-15
PID-0192	10.1182/bld.9000191	Ghobrial	PNAS	2013	Fig.1D-vs-Fig.1A	0.5996	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-12-15
PID-0193	10.1182/bld.9000192	Glimcher	Nature Medicine	2015	Fig.1A-vs-Fig.8D	0.7419	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-01-15
PID-0194	10.1182/bld.9000193	Ghobrial	Cancer Cell	2022	Fig.5D-vs-Fig.2C	0.8241	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-02-15
PID-0195	10.1182/bld.9000194	Hahn	PNAS	2004	Fig.6A-vs-Fig.5D	0.9375	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #4, scan date 2024-03-15
PID-0196	10.1182/bld.9000195	Anderson	Science	2002	Fig.2A-vs-Fig.7B	0.9212	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-04-15
PID-0197	10.1182/bld.9000196	Glimcher	Cancer Cell	2006	Fig.7D-vs-Fig.8C	0.4857	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #4, scan date 2024-05-15
PID-0198	10.1182/bld.9000197	Hahn	Blood	2006	Fig.2B-vs-Fig.1C	0.823	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-06-15
PID-0199	10.1182/bld.9000198	Hahn	Science	2009	Fig.5A-vs-Fig.2A	0.4705	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-07-15
PID-0200	10.1182/bld.9000199	Ghobrial	PNAS	2007	Fig.8C-vs-Fig.1D	0.8106	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #4, scan date 2024-08-15
PID-0201	10.1182/bld.9000200	Ghobrial	Oncogene	2010	Fig.8A-vs-Fig.1C	0.8943	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-09-15
PID-0202	10.1182/bld.9000201	Glimcher	Nature Medicine	2014	Fig.2D-vs-Fig.3C	0.758	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-10-15
PID-0203	10.1182/bld.9000202	Anderson	Oncogene	2011	Fig.8C-vs-Fig.3B	0.5071	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-11-15
PID-0204	10.1182/bld.9000203	Hahn	Leukemia	2015	Fig.4B-vs-Fig.8C	0.8356	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-12-15
PID-0205	10.1182/bld.9000204	Ghobrial	Nature Medicine	1998	Fig.6C-vs-Fig.6D	0.5001	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-01-15
PID-0206	10.1182/bld.9000205	Ghobrial	Nature Medicine	2006	Fig.6A-vs-Fig.2A	0.9653	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-02-15
PID-0207	10.1182/bld.9000206	Ghobrial	Leukemia	2015	Fig.5D-vs-Fig.1A	0.5106	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-03-15
PID-0208	10.1182/bld.9000207	Glimcher	Leukemia	2017	Fig.1B-vs-Fig.7B	0.7659	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-04-15
PID-0209	10.1182/bld.9000208	Anderson	Nature Medicine	2020	Fig.7D-vs-Fig.1D	0.6667	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-05-15
PID-0210	10.1182/bld.9000209	Glimcher	Oncogene	2011	Fig.6D-vs-Fig.8B	0.6356	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-06-15
PID-0211	10.1182/bld.9000210	Anderson	Molecular Cell	2001	Fig.7A-vs-Fig.3C	0.9069	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-07-15
PID-0212	10.1182/bld.9000211	Hahn	Cancer Cell	2022	Fig.7A-vs-Fig.5A	0.714	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-08-15
PID-0213	10.1182/bld.9000212	Glimcher	Nature Medicine	2017	Fig.4B-vs-Fig.2D	0.9251	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-09-15
PID-0214	10.1182/bld.9000213	Ghobrial	Leukemia	2015	Fig.8B-vs-Fig.8A	0.9101	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-10-15
PID-0215	10.1182/bld.9000214	Anderson	Molecular Cell	1999	Fig.3D-vs-Fig.5A	0.7196	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-11-15
PID-0216	10.1182/bld.9000215	Ghobrial	Cancer Cell	2019	Fig.7A-vs-Fig.7C	0.801	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-12-15
PID-0217	10.1182/bld.9000216	Glimcher	Leukemia	2000	Fig.5A-vs-Fig.7D	0.9362	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-01-15
PID-0218	10.1182/bld.9000217	Ghobrial	Nature Medicine	2013	Fig.6B-vs-Fig.2D	0.7113	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-02-15
PID-0219	10.1182/bld.9000218	Ghobrial	Nature Medicine	2003	Fig.3D-vs-Fig.4B	0.4591	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-03-15
PID-0220	10.1182/bld.9000219	Glimcher	Molecular Cell	1999	Fig.4A-vs-Fig.8C	0.475	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-04-15
PID-0221	10.1182/bld.9000220	Hahn	Molecular Cell	2016	Fig.6C-vs-Fig.4A	0.8944	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-05-15
PID-0222	10.1182/bld.9000221	Ghobrial	Molecular Cell	2004	Fig.1A-vs-Fig.7B	0.4918	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-06-15
PID-0223	10.1182/bld.9000222	Hahn	Molecular Cell	2014	Fig.1C-vs-Fig.2B	0.7226	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-07-15
PID-0224	10.1182/bld.9000223	Glimcher	Nature Medicine	2022	Fig.3A-vs-Fig.4A	0.6607	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-08-15
PID-0225	10.1182/bld.9000224	Hahn	PNAS	2016	Fig.1A-vs-Fig.4A	0.5867	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-09-15
PID-0226	10.1182/bld.9000225	Ghobrial	Oncogene	2014	Fig.3B-vs-Fig.8B	0.5306	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-10-15
PID-0227	10.1182/bld.9000226	Anderson	Oncogene	1999	Fig.4A-vs-Fig.5C	0.9965	DUPLICATE	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-11-15
PID-0228	10.1182/bld.9000227	Anderson	Molecular Cell	2001	Fig.1B-vs-Fig.6D	0.6231	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-12-15
PID-0229	10.1182/bld.9000228	Ghobrial	Leukemia	1998	Fig.8B-vs-Fig.4D	0.5011	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-01-15
PID-0230	10.1182/bld.9000229	Glimcher	Cancer Cell	2021	Fig.2A-vs-Fig.1C	0.8836	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-02-15
PID-0231	10.1182/bld.9000230	Hahn	Molecular Cell	2019	Fig.1C-vs-Fig.3C	0.5411	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-03-15
PID-0232	10.1182/bld.9000231	Glimcher	Nature Medicine	2001	Fig.1C-vs-Fig.5C	0.4563	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-04-15
PID-0233	10.1182/bld.9000232	Ghobrial	Science	2010	Fig.6C-vs-Fig.5B	0.7866	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-05-15
PID-0234	10.1182/bld.9000233	Anderson	Blood	2020	Fig.7B-vs-Fig.6C	0.6714	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-06-15
PID-0235	10.1182/bld.9000234	Anderson	Cancer Cell	2015	Fig.5C-vs-Fig.1B	0.83	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-07-15
PID-0236	10.1182/bld.9000235	Anderson	Nature Medicine	2010	Fig.6C-vs-Fig.1A	0.8228	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-08-15
PID-0237	10.1182/bld.9000236	Hahn	PNAS	2017	Fig.8A-vs-Fig.2A	0.9903	DUPLICATE	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-09-15
PID-0238	10.1182/bld.9000237	Glimcher	Leukemia	1998	Fig.2D-vs-Fig.5D	0.8962	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-10-15
PID-0239	10.1182/bld.9000238	Ghobrial	Nature Medicine	2002	Fig.5A-vs-Fig.8D	0.5772	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-11-15
PID-0240	10.1182/bld.9000239	Glimcher	Oncogene	2007	Fig.5D-vs-Fig.5A	0.5588	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-12-15
PID-0241	10.1182/bld.9000240	Hahn	Blood	2010	Fig.6A-vs-Fig.4D	0.5197	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-01-15
PID-0242	10.1182/bld.9000241	Glimcher	PNAS	2010	Fig.6A-vs-Fig.8C	0.6903	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-02-15
PID-0243	10.1182/bld.9000242	Anderson	Oncogene	2003	Fig.7D-vs-Fig.6B	0.9327	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-03-15
PID-0244	10.1182/bld.9000243	Anderson	PNAS	2005	Fig.8C-vs-Fig.2D	0.529	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-04-15
PID-0245	10.1182/bld.9000244	Anderson	Cancer Cell	2006	Fig.3A-vs-Fig.8D	0.6619	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-05-15
PID-0246	10.1182/bld.9000245	Hahn	Molecular Cell	2000	Fig.4D-vs-Fig.4C	0.8669	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #5, scan date 2024-06-15
PID-0247	10.1182/bld.9000246	Anderson	Cancer Cell	2022	Fig.2C-vs-Fig.7B	0.6963	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-07-15
PID-0248	10.1182/bld.9000247	Hahn	Nature Medicine	2017	Fig.1C-vs-Fig.2A	0.9295	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #5, scan date 2024-08-15
PID-0249	10.1182/bld.9000248	Anderson	Oncogene	2011	Fig.6A-vs-Fig.2D	0.9526	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #5, scan date 2024-09-15
PID-0250	10.1182/bld.9000249	Hahn	Cancer Cell	2000	Fig.4D-vs-Fig.2B	0.9106	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #5, scan date 2024-10-15
PID-0251	10.1182/bld.9000250	Anderson	Nature Medicine	2006	Fig.8B-vs-Fig.3A	0.7224	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-11-15
PID-0252	10.1182/bld.9000251	Anderson	Science	1998	Fig.6A-vs-Fig.3B	0.6322	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-12-15
PID-0253	10.1182/bld.9000252	Anderson	Blood	2001	Fig.5B-vs-Fig.2C	0.6111	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-01-15
PID-0254	10.1182/bld.9000253	Glimcher	Blood	2006	Fig.8C-vs-Fig.4B	0.734	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-02-15
PID-0255	10.1182/bld.9000254	Hahn	Nature Medicine	2008	Fig.3D-vs-Fig.3A	0.4919	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-03-15
PID-0256	10.1182/bld.9000255	Glimcher	Molecular Cell	2010	Fig.1D-vs-Fig.6B	0.5278	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-04-15
PID-0257	10.1182/bld.9000256	Ghobrial	Blood	2009	Fig.7C-vs-Fig.5A	0.6235	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-05-15
PID-0258	10.1182/bld.9000257	Anderson	Science	2006	Fig.2A-vs-Fig.2A	0.996	DUPLICATE	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-06-15
PID-0259	10.1182/bld.9000258	Glimcher	Molecular Cell	2007	Fig.1A-vs-Fig.3D	0.7845	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-07-15
PID-0260	10.1182/bld.9000259	Ghobrial	Cancer Cell	2014	Fig.4A-vs-Fig.7B	0.6285	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-08-15
PID-0261	10.1182/bld.9000260	Glimcher	Cancer Cell	2013	Fig.1D-vs-Fig.1A	0.954	DUPLICATE	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-09-15
PID-0262	10.1182/bld.9000261	Ghobrial	Oncogene	2011	Fig.4D-vs-Fig.5B	0.553	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-10-15
PID-0263	10.1182/bld.9000262	Anderson	PNAS	2002	Fig.5C-vs-Fig.4D	0.6431	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-11-15
PID-0264	10.1182/bld.9000263	Hahn	Molecular Cell	2017	Fig.2A-vs-Fig.3D	0.6665	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-12-15
PID-0265	10.1182/bld.9000264	Hahn	Blood	2019	Fig.5C-vs-Fig.3D	0.9611	DUPLICATE	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-01-15
PID-0266	10.1182/bld.9000265	Glimcher	Leukemia	2019	Fig.6D-vs-Fig.6D	0.4799	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-02-15
PID-0267	10.1182/bld.9000266	Hahn	Oncogene	2001	Fig.6A-vs-Fig.5B	0.6662	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-03-15
PID-0268	10.1182/bld.9000267	Anderson	Leukemia	1999	Fig.5A-vs-Fig.5B	0.4505	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-04-15
PID-0269	10.1182/bld.9000268	Hahn	Leukemia	2020	Fig.4A-vs-Fig.7A	0.7101	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-05-15
PID-0270	10.1182/bld.9000269	Glimcher	Leukemia	2010	Fig.6C-vs-Fig.2C	0.5978	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-06-15
PID-0271	10.1182/bld.9000270	Ghobrial	Nature Medicine	2000	Fig.4A-vs-Fig.4D	0.6853	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-07-15
PID-0272	10.1182/bld.9000271	Ghobrial	PNAS	2022	Fig.2A-vs-Fig.1A	0.5994	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-08-15
PID-0273	10.1182/bld.9000272	Glimcher	Leukemia	2005	Fig.4D-vs-Fig.1A	0.6391	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-09-15
PID-0274	10.1182/bld.9000273	Hahn	Nature Medicine	2022	Fig.7A-vs-Fig.6D	0.6827	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-10-15
PID-0275	10.1182/bld.9000274	Glimcher	Science	2017	Fig.2A-vs-Fig.5D	0.8744	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-11-15
PID-0276	10.1182/bld.9000275	Ghobrial	Leukemia	2019	Fig.3A-vs-Fig.5B	0.527	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-12-15
PID-0277	10.1182/bld.9000276	Ghobrial	Blood	2020	Fig.5B-vs-Fig.2C	0.5324	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-01-15
PID-0278	10.1182/bld.9000277	Ghobrial	PNAS	2007	Fig.4C-vs-Fig.8C	0.6716	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-02-15
PID-0279	10.1182/bld.9000278	Ghobrial	Blood	2002	Fig.5D-vs-Fig.6A	0.948	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-03-15
PID-0280	10.1182/bld.9000279	Glimcher	Nature Medicine	2015	Fig.5D-vs-Fig.8D	0.9815	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-04-15
PID-0281	10.1182/bld.9000280	Anderson	Molecular Cell	2012	Fig.5C-vs-Fig.5D	0.7421	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-05-15
PID-0282	10.1182/bld.9000281	Hahn	Oncogene	2012	Fig.5B-vs-Fig.7D	0.7604	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-06-15
PID-0283	10.1182/bld.9000282	Anderson	Oncogene	2019	Fig.3D-vs-Fig.2A	0.8506	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-07-15
