customer_id,signup_date,last_active,plan_type,monthly_spend,support_tickets
CUST001158,2024-09-14,2026-03-14,standard,56.98,5
CUST001159,1/24/2024,2025-12-27,basic,28.10,1
CUST001160,2022-04-04,3/24/2026,premium,93.74,0
CUST001161,2023-12-18,2025-10-24,standard,50.99,4
CUST001162,2022-06-06,2026-01-22,premium,90.44,9
CUST001163,8/23/2023,2025-10-11,basic,41.79,4
CUST001164,2024-09-22,2026-01-15,basic,42.36,10
CUST001165,10/18/2022,2026-03-18,premium,127.38,3
CUST001166,7/8/2023,2026-01-15,standard,53.52,15
CUST001167,2024-06-28,2026-03-16,basic,26.38,4
CUST001168,2023-12-14,2026-03-21,premium,131.59,2
CUST001169,2023-11-30,2025-10-19,standard,59.24,6
CUST001170,2023-08-12,2025-11-11,standard,65.77,4
CUST001171,2023-05-03,2026-02-22,premium,96.05,2
CUST001172,2023-11-23,2025-11-01,standard,67.70,5
CUST001173,2022-01-26,2026-02-24,basic,34.82,13
CUST001174,2024-01-05,2025-11-25,standard,65.05,4
CUST001175,2023-10-06,2026-03-11,standard,51.61,13
CUST001176,4/12/2022,2026-01-27,basic,16.16,3
CUST001177,2022-05-05,2026-01-20,premium,76.21,14
CUST001178,2022-06-08,2025-11-18,standard,63.00,2
CUST001179,2022-05-27,2025-10-14,standard,52.74,4
CUST001180,2024-02-07,2025-11-27,premium,0.00,2
CUST001181,2022-02-22,2026-02-28,standard,76.36,5
CUST001182,2023-03-17,2025-12-21,premium,77.44,7
CUST001183,2024-10-28,10/31/2025,standard,73.03,0
CUST001184,2024-08-25,2025-10-10,standard,59.85,4
CUST001185,2024-01-12,2026-01-27,standard,73.67,1
CUST001186,2022-06-13,2025-12-27,standard,43.44,3
CUST001187,2022-09-14,2025-11-10,basic,42.28,5
CUST001188,2023-10-05,2/25/2026,basic,27.63,9
CUST001189,2022-09-05,12/10/2025,basic,31.64,8
CUST001190,2022-12-08,2026-03-09,basic,41.01,27
CUST001191,2023-08-24,2/25/2026,basic,39.74,4
CUST001192,2023-12-28,2025-12-03,premium,122.31,13
CUST001193,2024-11-09,2026-03-06,basic,15.23,5
CUST001194,2024-11-07,2025-10-28,basic,38.19,3
CUST001195,2024-11-06,2025-12-08,basic,26.52,17
CUST001196,2023-03-08,2025-12-07,standard,65.88,0
CUST001197,2024-09-23,2025-12-05,basic,20.08,15
CUST001198,2022-10-16,2026-03-03,basic,40.16,6
CUST001199,2022-01-14,2025-11-22,premium,76.93,4
CUST001200,7/18/2024,2026-01-11,premium,128.72,12
CUST001201,2023-07-25,2025-10-07,basic,25.61,1
CUST001202,7/20/2023,12/1/2025,standard,63.08,11
CUST001203,2023-10-13,2026-02-07,premium,124.58,6
CUST001204,2023-03-27,2025-10-06,basic,29.10,1
CUST001205,2022-07-01,2025-11-15,premium,131.21,0
CUST001206,2022-03-21,2025-12-10,standard,67.60,1
CUST001207,2023-01-04,2026-01-10,premium,140.63,3
CUST001208,2024-09-12,2026-01-11,basic,18.37,10
CUST001209,2024-05-20,2026-02-26,basic,43.69,2
CUST001210,2024-09-17,2025-11-22,standard,70.92,2
CUST001211,2022-05-05,2025-11-04,standard,51.77,3
CUST001212,2022-04-22,2026-01-18,standard,49.85,0
CUST001213,2022-12-08,2025-11-10,basic,33.76,11
CUST001214,2/13/2022,2025-12-20,basic,36.14,14
CUST001215,2023-02-11,2026-02-15,premium,104.66,8
CUST001216,5/25/2023,2026-03-24,basic,15.60,12
CUST001217,2022-02-19,2026-01-28,standard,70.96,5
CUST001218,2022-09-26,1/17/2026,premium,80.74,5
CUST001219,2022-11-07,2026-03-03,standard,75.67,4
CUST001220,2022-02-17,2026-01-09,basic,21.08,5
CUST001221,2023-04-01,2025-12-13,standard,61.75,9
CUST001222,2024-02-03,2025-11-08,standard,60.35,0
CUST001223,2022-08-12,2025-10-14,basic,19.31,0
CUST001224,2024-09-30,2025-10-27,basic,19.24,3
CUST001225,2022-05-01,2025-11-21,basic,0.00,1
CUST001226,2022-01-12,2026-01-18,standard,73.98,11
CUST001227,2024-09-16,2025-11-16,standard,73.29,29
CUST001228,2022-11-28,2025-11-14,standard,0.00,0
CUST001229,2024-09-24,2026-02-20,standard,64.62,2
CUST001230,2023-07-10,2025-11-14,basic,41.69,1
CUST001231,2024-01-31,2025-11-15,standard,61.24,2
CUST001232,2022-10-05,2026-02-13,standard,77.32,3
CUST001233,1/12/2022,2026-01-07,standard,48.97,3
CUST001234,2022-11-17,2026-03-10,basic,0.00,5
CUST001235,2024-05-22,10/29/2025,standard,56.53,33
CUST001236,2022-11-09,2026-03-01,standard,52.60,0
CUST001237,2024-02-24,2026-01-02,standard,78.40,5
CUST001238,2022-12-11,2026-03-27,standard,84.51,4
CUST001239,2023-10-25,2026-03-08,premium,78.91,3
CUST001240,2022-08-29,2026-01-25,standard,56.98,3
CUST001241,2022-06-10,2025-10-24,premium,146.65,8
CUST001242,2023-05-29,2025-10-03,basic,0.00,1
CUST001243,2023-12-10,2025-12-09,basic,31.79,28
CUST001244,2023-02-06,2025-12-04,basic,20.85,2
CUST001245,2022-01-27,2025-10-23,basic,0.00,3
CUST001246,2022-04-28,2025-11-01,premium,139.74,30
CUST001247,2022-08-01,2026-03-18,basic,33.39,8
CUST001248,2022-09-02,2026-03-13,standard,71.98,4
CUST001249,2022-02-04,2026-01-01,premium,138.62,5
CUST001250,1/21/2024,2025-11-15,basic,34.93,5
CUST001251,2024-10-24,2026-02-18,standard,43.78,2
CUST001252,1/7/2022,2026-01-07,basic,25.52,4
CUST001253,2022-06-30,2026-02-26,premium,88.69,2
CUST001254,2022-01-22,2026-01-31,standard,60.72,25
CUST001255,2023-01-27,2026-02-22,basic,26.38,2
CUST001256,1/21/2023,2026-01-17,premium,88.28,5
CUST001257,2024-01-15,2025-12-28,standard,0.00,8
CUST001258,2023-03-08,2025-09-29,standard,69.07,2
CUST001259,7/5/2023,2026-03-04,standard,0.00,2
CUST001260,2023-01-17,2025-11-26,basic,32.60,3
CUST001261,2022-08-03,10/17/2025,basic,42.03,3
CUST001262,2024-01-04,2026-01-08,basic,31.40,15
CUST001263,2024-03-28,11/26/2025,premium,93.94,2
CUST001264,4/25/2023,2025-11-18,basic,27.78,4
CUST001265,2023-09-08,2025-10-26,premium,145.71,4
CUST001266,2022-04-21,2026-03-04,basic,37.97,8
CUST001267,2022-12-19,2026-01-09,basic,20.54,9
CUST001268,2022-01-11,2025-11-25,basic,18.00,3
CUST001269,2024-08-07,2025-09-28,basic,42.51,2
CUST001270,2023-08-03,2025-10-06,standard,59.11,0
CUST001271,2022-02-25,2026-01-30,premium,88.36,2
CUST001272,3/26/2024,2026-03-08,standard,46.21,1
CUST001273,2023-01-04,2025-12-09,basic,0.00,3
CUST001274,2022-12-01,2025-12-16,standard,77.54,0
CUST001275,2024-04-08,2026-03-24,basic,18.86,5
CUST001276,2024-04-02,2025-12-09,standard,53.63,5
CUST001277,2024-10-25,2025-12-22,standard,72.04,19
CUST001278,2024-02-25,2025-10-06,basic,15.21,10
CUST001279,7/20/2024,2025-12-06,basic,23.45,3
CUST001280,2024-01-27,1/22/2026,standard,70.37,10
CUST001281,2023-10-27,2026-01-10,standard,66.81,0
CUST001282,2022-07-13,2026-02-23,standard,68.48,2
CUST001283,2024-07-27,2026-03-17,basic,26.18,5
CUST001284,2022-06-11,2025-12-31,premium,131.20,0
CUST001285,2022-06-12,2025-12-07,premium,134.52,2
CUST001286,2022-04-11,2025-12-22,standard,49.68,8
CUST001287,2023-01-07,2025-10-05,basic,15.15,3
CUST001288,2023-10-14,2026-03-03,basic,15.54,0
CUST001289,8/1/2024,2025-10-28,standard,66.79,3
CUST001290,2023-12-11,2025-12-04,basic,40.63,4
CUST001291,3/8/2022,2025-10-09,premium,147.58,4
CUST001292,2024-01-27,2026-01-09,basic,24.46,0
CUST001293,2024-06-02,2025-12-11,premium,76.76,13
CUST001294,2024-02-15,2025-10-23,premium,84.26,1
CUST001295,2022-11-22,2025-12-15,standard,55.84,4
CUST001296,2023-10-13,2025-11-19,standard,57.65,13
CUST001297,2022-12-30,12/15/2025,basic,30.98,3
CUST001298,2024-05-06,12/10/2025,standard,68.64,1
CUST001299,2024-04-17,3/22/2026,basic,22.50,3
CUST001300,2024-03-08,2025-11-06,standard,48.69,9
CUST001301,2023-10-23,2026-02-22,basic,41.83,3
CUST001302,2023-05-11,2026-02-10,premium,112.52,4
CUST001303,2023-05-17,2025-11-29,standard,43.14,12
CUST001304,2022-05-25,2025-12-11,premium,141.25,5
CUST001305,2022-02-18,12/5/2025,standard,72.67,3
CUST001306,2024-03-29,2025-11-17,standard,59.80,10
CUST001307,2022-12-13,2025-12-24,standard,55.29,9
CUST001308,2024-07-27,2025-11-22,standard,74.06,5
CUST001309,2023-07-18,2025-10-26,basic,19.20,0
CUST001310,2023-08-20,2026-01-08,premium,86.87,3
CUST001311,2022-09-21,2026-02-18,standard,0.00,1
CUST001312,2022-01-25,2026-01-20,basic,30.26,13
CUST001313,2022-11-16,2025-10-28,premium,98.57,3
CUST001314,2024-09-18,2025-12-20,basic,43.41,2
CUST001315,2022-09-02,2025-10-12,basic,29.96,5
CUST001316,2023-04-13,2026-02-04,basic,15.99,2
CUST001317,2022-06-12,2026-03-13,standard,63.53,5
CUST001318,2023-04-13,2025-10-02,standard,47.98,10
CUST001319,2022-05-11,2/22/2026,standard,42.74,4
CUST001320,2022-04-15,2026-01-05,standard,43.29,3
CUST001321,2023-03-17,2025-10-25,standard,65.62,0
CUST001322,2024-07-23,2026-03-27,basic,27.22,5
CUST001323,2023-09-06,1/19/2026,premium,93.68,4
CUST001324,1/9/2023,2025-11-23,basic,41.80,3
CUST001325,2023-09-16,3/3/2026,premium,108.24,4
CUST001326,2023-04-20,2026-02-01,basic,24.16,10
CUST001327,2023-10-26,2026-02-15,basic,26.89,1
CUST001328,2024-08-28,2025-10-11,standard,58.76,10
CUST001329,2022-10-24,1/8/2026,basic,25.62,12
CUST001330,2024-04-07,2026-03-13,premium,0.00,24
CUST001331,2023-06-09,2026-01-11,premium,76.78,3
CUST001332,2023-03-17,2025-10-20,standard,78.54,1
CUST001333,2024-08-20,2026-03-16,standard,57.55,9
CUST001334,2022-07-27,2026-03-13,standard,52.42,2
CUST001335,10/27/2023,2025-12-12,premium,140.55,4
CUST001336,2023-06-18,2025-11-05,standard,53.11,0
CUST001337,2024-01-10,2025-12-03,standard,49.67,1
CUST001338,2023-06-15,2026-01-21,standard,81.97,5
CUST001339,4/9/2022,2025-11-12,basic,44.69,4
CUST001340,11/1/2023,2025-11-10,standard,65.87,5
CUST001341,2022-08-19,2025-11-11,basic,30.41,13
CUST001342,2024-06-01,2026-01-16,standard,80.02,11
CUST001343,2024-06-04,2026-03-22,standard,0.00,3
CUST001344,2023-06-15,2026-01-29,standard,74.55,5
CUST001345,2023-12-28,2025-10-31,basic,38.19,1
CUST001346,2022-03-22,2026-02-23,standard,82.96,2
CUST001347,2022-12-01,2025-12-09,premium,92.47,6
CUST001348,2024-02-08,2026-03-21,standard,73.48,13
CUST001349,2022-09-13,2026-03-04,premium,113.00,4
CUST001350,2024-09-28,2025-10-24,basic,44.86,1
CUST001351,2023-06-07,2025-11-17,basic,28.71,3
CUST001352,2023-09-27,2026-03-11,standard,78.15,5
CUST001353,2024-08-23,2026-03-23,premium,0.00,2
CUST001354,2022-01-19,2026-02-23,standard,46.31,0
CUST001355,2023-08-24,2025-12-22,standard,77.05,1
CUST001356,2023-01-07,2025-12-24,premium,83.20,3
CUST001357,2023-06-28,2025-10-19,basic,0.00,3
CUST001358,2022-04-06,2025-11-09,standard,66.93,1
CUST001359,2024-05-09,2026-03-11,basic,29.27,14
CUST001360,2022-01-02,2026-01-07,standard,80.48,2
CUST001361,2022-07-17,2025-11-25,standard,77.40,1
CUST001362,2023-04-07,2025-10-10,basic,17.84,4
CUST001363,2023-09-09,2026-01-02,standard,60.80,4
CUST001364,2022-09-27,2026-01-03,standard,69.75,0
CUST001365,2023-02-10,2026-02-09,basic,34.04,12
CUST001366,2023-12-06,2026-02-07,standard,76.76,3
CUST001367,2024-06-19,2026-02-25,standard,69.50,2
CUST001368,2024-09-25,2025-11-07,standard,44.34,10
CUST001369,2022-09-16,2026-03-03,basic,28.72,4
CUST001370,2024-07-15,2025-12-06,standard,82.28,21
CUST001371,2023-02-04,2026-02-19,premium,91.64,5
CUST001372,2022-04-07,2025-11-11,basic,21.91,11
CUST001373,2023-04-09,2026-02-17,standard,82.98,1
CUST001374,2023-08-31,12/18/2025,premium,147.90,8
CUST001375,2023-10-01,2026-02-02,premium,120.98,12
CUST001376,2023-05-12,2025-12-17,standard,69.07,1
CUST001377,2023-07-20,2026-02-20,premium,84.26,20
CUST001378,2023-11-02,2026-03-25,standard,63.43,5
CUST001379,2022-09-13,2025-11-09,standard,60.45,5
CUST001380,2024-02-21,2026-01-21,basic,29.00,5
CUST001381,2023-04-06,2025-11-14,basic,44.93,4
CUST001382,2024-10-09,2025-09-29,premium,106.63,2
CUST001383,2024-11-06,2026-01-02,standard,77.63,7
CUST001384,2023-03-30,2025-10-27,standard,51.96,13
CUST001385,2024-11-28,10/8/2025,standard,67.07,5
CUST001386,5/4/2023,2025-12-25,standard,71.92,3
CUST001387,6/20/2024,2025-11-30,standard,63.52,12
CUST001388,2022-02-19,2025-10-17,premium,82.41,13
CUST001389,2023-12-06,2025-12-27,premium,93.65,0
CUST001390,2022-11-25,2026-02-02,standard,78.86,5
CUST001391,2024-10-20,2026-03-05,basic,33.49,9
CUST001392,2022-07-05,2025-10-15,standard,67.98,3
CUST001393,2023-11-22,2025-12-05,premium,131.61,7
CUST001394,2023-08-30,2025-11-04,standard,57.91,1
CUST001395,4/8/2024,2026-01-19,basic,25.20,1
CUST001396,2023-08-25,2025-10-21,standard,43.70,6
CUST001397,2022-02-23,2025-11-21,basic,35.85,1
CUST001398,2023-08-31,2026-01-24,premium,139.31,3
CUST001399,2024-04-24,2026-02-08,premium,118.57,3
CUST001400,2023-06-24,2025-12-07,standard,80.50,11
CUST001401,5/21/2023,2025-11-10,standard,44.35,31
CUST001402,2023-04-12,12/28/2025,standard,69.02,1
CUST001403,6/15/2024,2025-11-20,standard,42.91,13
CUST001404,2022-10-30,2026-03-11,standard,42.94,6
CUST001405,2022-10-01,2025-12-16,basic,28.56,5
CUST001406,2024-11-06,12/13/2025,basic,31.19,2
CUST001407,2024-01-04,2025-10-28,basic,44.32,4
CUST001408,2023-01-03,2026-02-09,basic,42.86,7
CUST001409,2024-03-04,2025-12-13,standard,61.35,10
CUST001410,2024-10-20,2026-03-04,basic,27.04,5
CUST001411,2023-06-12,2026-03-22,premium,79.57,5
CUST001412,2022-01-26,2026-03-26,basic,24.19,11
CUST001413,2024-10-17,2026-02-09,standard,83.91,5
CUST001414,6/21/2024,2025-09-28,premium,0.00,3
CUST001415,2022-09-04,2026-01-07,premium,83.08,4
CUST001416,2022-11-14,2025-10-22,premium,145.34,12
CUST001417,5/15/2022,2025-12-31,basic,0.00,12
CUST001418,2024-09-10,2025-10-10,standard,77.76,4
CUST001419,2024-03-18,2025-11-08,standard,52.72,1
CUST001420,2024-02-12,2026-03-06,standard,62.11,3
CUST001421,2023-08-12,2025-10-03,standard,63.74,0
CUST001422,2022-12-22,2025-10-14,basic,16.44,2
CUST001423,2024-06-07,2025-11-17,standard,0.00,5
CUST001424,2023-01-16,1/30/2026,standard,43.28,1
CUST001425,2024-02-21,2026-02-03,premium,83.72,1
CUST001426,2022-12-29,2025-12-18,premium,102.88,8
CUST001427,2024-05-15,2025-10-04,standard,78.87,1
CUST001428,2024-04-18,2025-10-02,basic,39.71,1
CUST001429,3/20/2024,2026-03-17,standard,60.21,1
CUST001430,2024-09-27,2026-03-10,basic,24.82,12
CUST001431,2023-06-20,2026-02-28,standard,57.77,7
CUST001432,2022-03-15,2025-11-27,standard,45.01,3
CUST001433,2023-05-11,2025-12-06,standard,59.71,4
CUST001434,2023-01-23,2026-02-02,standard,41.97,1
CUST001435,2023-12-19,2025-11-29,basic,34.32,1
CUST001436,2023-02-03,2026-01-01,standard,59.75,9
CUST001437,2023-10-13,2026-03-13,basic,16.95,0
CUST001438,1/29/2024,2026-03-18,basic,0.00,3
CUST001439,2022-09-03,2026-01-29,standard,41.58,0
CUST001440,2024-03-01,2026-01-14,standard,57.40,13
CUST001441,2024-07-20,2025-11-25,premium,86.49,2
CUST001442,2024-03-06,2026-01-21,premium,102.61,2
CUST001443,2023-04-10,2025-12-15,basic,33.79,3
CUST001444,2024-06-28,2025-12-18,standard,55.20,1
CUST001445,2023-01-27,2025-11-02,basic,41.21,4
CUST001446,2024-04-16,2025-12-22,standard,49.61,0
CUST001447,2024-04-24,3/14/2026,basic,25.13,14
CUST001448,2023-02-27,2025-12-19,standard,47.76,8
CUST001449,2022-11-05,2025-12-12,basic,22.37,13
CUST001450,3/14/2022,2025-10-05,basic,16.96,0
CUST001451,2024-01-01,2026-02-04,standard,83.11,0
CUST001452,2024-07-03,2025-11-26,basic,20.26,4
CUST001453,2022-08-31,2025-11-11,premium,105.73,5
CUST001454,2023-05-26,2026-02-26,standard,46.60,0
CUST001455,2022-12-16,2026-03-22,standard,84.45,3
CUST001456,2024-10-04,2025-10-07,standard,79.85,7
CUST001457,2022-11-03,2026-02-27,premium,134.32,5
CUST001458,2022-06-20,2025-12-27,standard,75.97,4
CUST001459,2023-01-29,2025-11-16,basic,30.61,8
CUST001460,7/8/2024,2025-12-07,basic,23.19,7
CUST001461,2022-01-22,2025-11-01,basic,26.42,6
CUST001462,2024-01-22,2025-11-16,premium,133.81,2
CUST001463,2023-01-31,2025-11-22,basic,17.50,5
CUST001464,2024-11-08,2026-02-26,basic,18.86,8
CUST001465,2022-06-28,2026-03-08,basic,15.40,15
CUST001466,2024-08-01,2025-10-17,premium,133.96,0
CUST001467,6/16/2022,2/8/2026,basic,43.54,5
CUST001468,2023-10-19,2025-10-18,standard,61.42,3
CUST001469,2022-05-06,2025-12-04,basic,15.19,1
CUST001470,2023-01-23,2025-09-29,basic,37.85,2
CUST001471,2023-08-31,2025-10-25,standard,68.83,2
CUST001472,5/31/2023,2026-01-14,standard,42.91,2
CUST001473,2024-05-30,2026-03-07,standard,80.44,5
CUST001474,2024-01-11,2025-09-30,standard,70.52,2
CUST001475,2024-09-10,12/23/2025,standard,74.35,5
CUST001476,2023-12-24,2025-12-13,standard,60.77,12
CUST001477,2022-10-18,2025-12-19,standard,41.10,2
CUST001478,1/19/2024,2026-03-24,standard,76.78,8
CUST001479,2023-07-09,2025-12-31,basic,29.92,4
CUST001480,2024-10-19,12/7/2025,standard,78.32,5
CUST001481,2023-10-25,9/28/2025,standard,53.02,3
CUST001482,2023-09-23,2025-10-17,basic,33.91,3
CUST001483,2023-11-30,2025-12-22,standard,78.88,3
CUST001484,2023-03-05,2026-01-03,standard,80.96,13
CUST001485,2023-11-10,2025-09-30,basic,18.81,5
CUST001486,2023-05-01,2026-01-23,standard,61.14,4
CUST001487,2023-10-21,2026-03-07,standard,60.82,24
CUST001488,2023-07-20,2026-02-19,basic,38.33,1
CUST001489,2024-09-15,2025-11-04,basic,23.18,2
CUST001490,2023-01-21,2025-10-26,standard,53.30,1
CUST001491,2/10/2024,2025-12-09,standard,78.37,1
CUST001492,2024-05-13,2026-03-07,basic,38.27,12
CUST001493,2022-08-09,2026-01-16,standard,48.90,2
CUST001494,2022-09-11,3/14/2026,premium,116.44,2
CUST001495,2024-06-08,2025-10-13,basic,20.34,0
CUST001496,2022-03-22,11/17/2025,basic,36.52,0
CUST001497,2022-12-01,2026-01-26,basic,25.81,0
CUST001498,2022-05-08,2025-11-13,standard,75.54,4
CUST001499,2022-08-25,2026-01-20,basic,16.70,0
CUST001500,2022-03-28,2026-03-17,basic,21.98,1
CUST001501,2024-03-21,3/23/2026,standard,53.03,5
CUST001502,2022-03-15,2026-02-02,basic,29.74,0
CUST001503,2022-12-03,2025-12-16,basic,31.09,10
CUST001504,2023-02-17,2025-10-23,basic,20.87,10
CUST001505,2024-11-14,2025-12-14,basic,18.38,0
CUST001506,2023-09-04,2025-10-02,standard,79.90,6
CUST001507,2023-06-01,2026-01-31,standard,53.95,1
CUST001508,2024-03-06,2026-01-03,standard,57.58,31
CUST001509,2023-05-24,2026-03-08,standard,79.80,6
CUST001510,2024-02-21,2025-11-02,premium,82.29,5
CUST001511,2022-06-05,2026-01-15,standard,41.01,10
CUST001512,2023-02-24,2026-02-25,premium,130.82,0
CUST001513,2022-08-19,2026-03-05,standard,60.49,10
CUST001514,2022-11-10,2026-01-31,basic,35.34,3
CUST001515,2022-01-28,2025-10-31,premium,124.25,10
CUST001516,2023-07-11,2026-02-07,basic,0.00,5
CUST001517,2024-09-27,2026-01-27,standard,73.41,0
CUST001518,2022-12-02,2025-12-22,standard,56.71,1
CUST001519,2024-04-02,2025-12-22,standard,55.63,5
CUST001520,2024-01-08,2025-12-07,basic,22.60,2
CUST001521,2022-12-03,2026-03-17,basic,42.55,11
CUST001522,2022-10-13,2026-02-03,premium,104.73,14
CUST001523,2023-06-06,2025-11-07,standard,47.41,5
CUST001524,2024-02-04,2025-11-07,premium,114.23,11
CUST001525,2023-04-08,2025-10-15,standard,47.01,1
CUST001526,2022-08-09,2025-11-21,basic,17.17,12
CUST001527,2023-01-27,2026-03-21,basic,23.87,5
CUST001528,2024-05-14,2025-12-26,standard,40.48,2
CUST001529,2024-09-06,2025-10-16,standard,41.88,0
CUST001530,2024-08-27,2025-12-19,standard,74.64,4
CUST001531,10/1/2024,2026-03-21,standard,83.32,10
CUST001532,2022-07-12,2025-12-01,standard,0.00,3
CUST001533,2024-07-13,2026-01-31,standard,44.27,4
CUST001534,2024-06-29,2026-03-10,standard,60.84,3
CUST001535,2023-06-03,2025-10-29,basic,30.50,3
CUST001536,2023-11-10,2025-12-08,basic,19.64,13
CUST001537,2022-12-28,2025-12-21,basic,20.48,5
CUST001538,2022-08-26,2026-03-02,basic,18.96,6
CUST001539,2022-02-12,2025-11-13,premium,102.62,3
CUST001540,2024-05-14,2026-03-10,basic,22.88,12
CUST001541,2022-10-09,2026-02-25,basic,17.59,1
CUST001542,6/23/2023,2025-11-25,basic,38.70,3
CUST001543,9/8/2023,2026-02-21,standard,57.58,4
CUST001544,2022-01-19,2026-01-09,premium,85.28,9
CUST001545,2022-07-22,2026-02-11,standard,68.50,0
CUST001546,2022-05-20,2025-11-25,standard,84.43,1
CUST001547,4/7/2023,2026-01-19,standard,73.86,2
CUST001548,2024-02-05,2025-12-17,standard,77.64,1
CUST001549,2024-04-12,2025-10-13,premium,122.65,4
CUST001550,2022-03-05,2025-12-11,basic,17.55,6
CUST001551,2023-12-01,2026-01-09,premium,120.40,13
CUST001552,2022-10-09,2025-11-27,basic,35.74,15
CUST001553,2023-07-10,2026-01-13,standard,50.25,9
CUST001554,2023-11-18,2025-11-15,standard,52.53,5
CUST001555,2022-10-13,2025-10-02,basic,35.61,4
CUST001556,2022-12-22,2026-02-25,standard,79.43,1
CUST001557,2024-10-14,2025-12-22,basic,29.53,4
CUST001558,2022-05-28,2026-01-22,basic,0.00,3
CUST001559,10/10/2024,2025-12-01,premium,116.30,12
CUST001560,2024-09-29,2025-10-26,basic,28.12,1
CUST001561,4/22/2022,2026-03-17,premium,95.80,2
CUST001562,2024-05-16,2026-02-03,basic,34.81,0
CUST001563,2024-05-30,2026-01-25,basic,33.55,2
CUST001564,2022-02-17,2025-11-06,standard,74.31,3
CUST001565,2022-07-06,2025-11-01,standard,84.04,3
CUST001566,2023-05-11,2025-11-30,standard,80.13,6
CUST001567,2024-03-02,2025-12-03,basic,18.01,5
CUST001568,2/18/2024,2026-03-22,standard,52.23,14
CUST001569,2024-03-05,2025-12-04,standard,56.78,12
CUST001570,2023-12-25,2025-12-14,basic,36.45,13
CUST001571,2022-05-13,2025-12-02,standard,40.98,2
CUST001572,2024-05-18,2026-03-05,standard,55.67,2
CUST001573,2024-11-25,10/25/2025,standard,48.81,3
CUST001574,2022-11-22,2026-03-04,standard,64.88,4
CUST001575,2024-06-11,1/15/2026,premium,88.95,1
CUST001576,2022-04-17,2025-11-01,standard,75.29,21
CUST001577,12/10/2022,2026-01-26,basic,43.84,0
CUST001578,2023-01-02,2025-11-11,basic,28.88,8
CUST001579,2023-10-29,2026-02-12,standard,63.10,4
CUST001580,2024-08-18,2026-02-16,premium,93.14,2
CUST001581,2022-12-25,2/27/2026,standard,47.29,0
CUST001582,2024-08-01,2025-11-12,standard,70.49,4
CUST001583,2024-11-30,2025-12-27,standard,65.99,10
CUST001584,10/20/2024,2026-02-23,standard,49.31,2
CUST001585,2024-02-23,2025-12-21,basic,15.72,0
CUST001586,2024-07-10,2025-10-27,standard,73.72,2
CUST001587,2024-06-18,1/22/2026,standard,60.99,1
CUST001588,2022-10-26,2025-10-15,premium,97.16,3
CUST001589,2022-06-09,2025-10-25,basic,39.63,0
CUST001590,2023-12-23,2026-01-02,basic,42.66,0
CUST001591,2022-02-20,2025-11-17,basic,30.63,3
CUST001592,2023-10-31,2026-01-14,basic,39.04,3
CUST001593,2024-11-02,2026-03-10,premium,86.50,13
CUST001594,2023-02-07,2026-03-04,standard,52.41,0
CUST001595,2023-02-01,12/11/2025,standard,79.74,4
CUST001596,2022-05-16,2026-02-14,premium,94.91,0
CUST001597,2024-10-07,2026-02-26,basic,28.79,11
CUST001598,2023-11-09,2025-10-17,standard,63.70,5
CUST001599,2023-05-18,2026-01-29,premium,107.54,4
CUST001600,2022-04-16,2025-10-27,basic,40.89,1
CUST001601,2023-05-25,2025-11-29,premium,144.45,4
CUST001602,2023-11-10,2026-01-10,basic,19.87,5
CUST001603,2024-06-11,2025-12-14,premium,86.55,0
CUST001604,2024-09-23,2025-11-22,premium,104.73,3
CUST001605,12/4/2022,2025-12-31,basic,24.81,0
CUST001606,11/4/2022,2025-11-09,standard,80.35,8
CUST001607,2022-10-01,1/12/2026,premium,102.51,5
CUST001608,2023-09-27,2026-01-02,basic,44.89,0
CUST001609,2022-12-15,2025-12-17,premium,111.78,2
CUST001610,2023-08-06,2026-02-20,basic,33.19,5
CUST001611,2023-04-04,2025-10-02,basic,26.80,1
CUST001612,2024-11-08,2026-01-08,basic,36.17,1
CUST001613,3/8/2023,1/25/2026,standard,71.65,0
CUST001614,2024-07-08,2026-02-23,basic,17.20,15
CUST001615,9/12/2023,2/2/2026,premium,124.21,3
CUST001616,2023-06-01,2025-12-18,basic,29.93,3
CUST001617,2023-11-01,2025-12-09,standard,0.00,8
CUST001618,2024-05-01,2026-03-04,standard,84.48,1
CUST001619,2023-02-19,2026-02-09,standard,74.69,5
CUST001620,2022-08-03,2025-11-24,standard,83.62,1
CUST001621,2024-10-31,2026-01-16,standard,80.03,15
CUST001622,2022-03-22,2025-12-01,premium,0.00,3
CUST001623,2022-05-09,2025-11-26,premium,106.29,4
CUST001624,2023-04-02,2025-12-02,basic,41.75,15
CUST001625,3/25/2022,2026-01-30,premium,0.00,3
CUST001626,2024-05-03,2026-03-23,standard,82.87,10
CUST001627,2023-03-14,2025-11-11,standard,52.94,1
CUST001628,2022-12-29,11/8/2025,standard,40.64,2
CUST001629,2022-09-23,2026-01-20,basic,23.77,1
CUST001630,2022-07-19,2026-01-13,basic,31.27,0
CUST001631,2022-01-07,2026-01-25,basic,38.11,8
CUST001632,8/10/2024,2025-11-17,basic,35.04,0
CUST001633,2023-01-23,2025-11-08,premium,129.40,7
CUST001634,2023-02-02,2025-11-25,premium,131.80,2
CUST001635,11/15/2024,2025-12-14,basic,20.70,4
CUST001636,2023-04-10,2025-10-10,premium,133.56,3
CUST001637,2022-03-27,2026-03-18,standard,40.17,5
CUST001638,2022-01-16,2026-01-06,premium,81.39,14
