date,category,channel,orders,aov,gmv_method,gmv_rmb_million,subsidy_rmb_million,notes
2025-06-02,home,douyin,368055,180.0,method2,66.25,6.73,
2025-06-02,home,kuaishou,85888,180.0,method2,15.46,1.57,
2025-06-02,food,tmall,458277,180.0,method2,82.49,8.38,
2025-06-02,food,jd,176888,180.0,method2,31.84,3.23,
2025-06-02,food,douyin,165000,180.0,method2,29.7,3.02,
2025-06-02,food,kuaishou,38500,180.0,method2,6.93,0.7,
2025-06-03,apparel,tmall,2616222,180.0,method2,470.92,47.81,
2025-06-03,apparel,jd,1009888,180.0,method2,181.78,18.45,
2025-06-03,apparel,douyin,941833,180.0,method2,169.53,17.21,
2025-06-03,apparel,kuaishou,219777,180.0,method2,39.56,4.02,
2025-06-03,electronics,tmall,4741944,180.0,method2,853.55,86.65,
2025-06-03,electronics,jd,1830388,180.0,method2,329.47,33.45,
2025-06-03,electronics,douyin,1707111,180.0,method2,307.28,31.2,
2025-06-03,electronics,kuaishou,398333,180.0,method2,71.7,7.28,
2025-06-03,beauty,tmall,1716888,180.0,method2,309.04,31.37,
2025-06-03,beauty,jd,662722,180.0,method2,119.29,12.11,
2025-06-03,beauty,douyin,618111,180.0,method2,111.26,11.29,
2025-06-03,beauty,kuaishou,144222,180.0,method2,25.96,2.64,
2025-06-03,home,tmall,1185500,180.0,method2,213.39,21.66,
2025-06-03,home,jd,457611,180.0,method2,82.37,8.36,
2025-06-03,home,douyin,426777,180.0,method2,76.82,7.8,
2025-06-03,home,kuaishou,99555,180.0,method2,17.92,1.82,
2025-06-03,food,tmall,531444,180.0,method2,95.66,9.71,
2025-06-03,food,jd,205111,180.0,method2,36.92,3.75,
2025-06-03,food,douyin,191333,180.0,method2,34.44,3.5,
2025-06-03,food,kuaishou,44666,180.0,method2,8.04,0.82,
2025-06-04,apparel,tmall,689944,180.0,method2,124.19,12.61,
2025-06-04,apparel,jd,266333,180.0,method2,47.94,4.87,
2025-06-04,apparel,douyin,248388,180.0,method2,44.71,4.54,
2025-06-04,apparel,kuaishou,57944,180.0,method2,10.43,1.06,
2025-06-04,electronics,tmall,1250500,180.0,method2,225.09,22.85,
2025-06-04,electronics,jd,482666,180.0,method2,86.88,8.82,
2025-06-04,electronics,douyin,450166,180.0,method2,81.03,8.23,
2025-06-04,electronics,kuaishou,105055,180.0,method2,18.91,1.92,
2025-06-04,beauty,tmall,452777,180.0,method2,81.5,8.27,
2025-06-04,beauty,jd,174777,180.0,method2,31.46,3.19,
2025-06-04,beauty,douyin,163000,180.0,method2,29.34,2.98,
2025-06-04,beauty,kuaishou,38055,180.0,method2,6.85,0.7,
2025-06-04,home,tmall,312611,180.0,method2,56.27,5.71,
2025-06-04,home,jd,120666,180.0,method2,21.72,2.21,
2025-06-04,home,douyin,112555,180.0,method2,20.26,2.06,
2025-06-04,home,kuaishou,26277,180.01,method2,4.73,0.48,
2025-06-04,food,tmall,140166,180.0,method2,25.23,2.56,
2025-06-04,food,jd,54111,180.0,method2,9.74,0.99,
2025-06-04,food,douyin,50444,180.0,method2,9.08,0.92,
2025-06-04,food,kuaishou,11777,180.01,method2,2.12,0.22,
2025-06-05,apparel,tmall,768277,180.0,method2,138.29,14.04,
2025-06-05,apparel,jd,296555,180.0,method2,53.38,5.42,
2025-06-05,apparel,douyin,276555,180.0,method2,49.78,5.05,
2025-06-05,apparel,kuaishou,64555,180.0,method2,11.62,1.18,
2025-06-05,electronics,tmall,1392500,180.0,method2,250.65,25.45,
2025-06-05,electronics,jd,537500,180.0,method2,96.75,9.82,
2025-06-05,electronics,douyin,501277,180.0,method2,90.23,9.16,
2025-06-05,electronics,kuaishou,116944,180.0,method2,21.05,2.14,
2025-06-05,beauty,tmall,504166,180.0,method2,90.75,9.21,
2025-06-05,beauty,jd,194611,180.0,method2,35.03,3.56,
2025-06-05,beauty,douyin,181500,180.0,method2,32.67,3.32,
2025-06-05,beauty,kuaishou,42333,180.0,method2,7.62,0.77,
2025-06-05,home,tmall,348111,180.0,method2,62.66,6.36,
2025-06-05,home,jd,134388,180.0,method2,24.19,2.46,
2025-06-05,home,douyin,125333,180.0,method2,22.56,2.29,
2025-06-05,home,kuaishou,29222,180.0,method2,5.26,0.53,
2025-06-05,food,tmall,156055,180.0,method2,28.09,2.85,
2025-06-05,food,jd,60222,180.0,method2,10.84,1.1,
2025-06-05,food,douyin,56166,180.0,method2,10.11,1.03,
2025-06-05,food,kuaishou,13111,180.0,method2,2.36,0.24,
2025-06-06,apparel,tmall,642666,180.0,method2,115.68,11.74,
2025-06-06,apparel,jd,248055,180.0,method2,44.65,4.53,
2025-06-06,apparel,douyin,231388,180.0,method2,41.65,4.23,
2025-06-06,apparel,kuaishou,54000,180.0,method2,9.72,0.99,
2025-06-06,electronics,tmall,1164888,180.0,method2,209.68,21.29,
2025-06-06,electronics,jd,449666,180.0,method2,80.94,8.22,
2025-06-06,electronics,douyin,419333,180.0,method2,75.48,7.66,
2025-06-06,electronics,kuaishou,97833,180.0,method2,17.61,1.79,
2025-06-06,beauty,tmall,421777,180.0,method2,75.92,7.71,
2025-06-06,beauty,jd,162777,180.0,method2,29.3,2.98,
2025-06-06,beauty,douyin,151833,180.0,method2,27.33,2.77,
2025-06-06,beauty,kuaishou,35444,180.0,method2,6.38,0.65,
2025-06-06,home,tmall,291222,180.0,method2,52.42,5.32,
2025-06-06,home,jd,112388,180.0,method2,20.23,2.05,
2025-06-06,home,douyin,104833,180.0,method2,18.87,1.92,
2025-06-06,home,kuaishou,24444,180.0,method2,4.4,0.45,
2025-06-06,food,tmall,130555,180.0,method2,23.5,2.39,
2025-06-06,food,jd,50388,180.0,method2,9.07,0.92,
2025-06-06,food,douyin,47000,180.0,method2,8.46,0.86,
2025-06-06,food,kuaishou,10944,180.01,method2,1.97,0.2,
2025-06-07,apparel,tmall,651944,180.0,method2,117.35,11.91,
2025-06-07,apparel,jd,251666,180.0,method2,45.3,4.6,
2025-06-07,apparel,douyin,234722,180.0,method2,42.25,4.29,
2025-06-07,apparel,kuaishou,54777,180.0,method2,9.86,1.0,
2025-06-07,electronics,tmall,1181611,180.0,method2,212.69,21.59,
2025-06-07,electronics,jd,456111,180.0,method2,82.1,8.34,
2025-06-07,electronics,douyin,425388,180.0,method2,76.57,7.77,
2025-06-07,electronics,kuaishou,99277,180.0,method2,17.87,1.81,
2025-06-07,beauty,tmall,427833,180.0,method2,77.01,7.82,
2025-06-07,beauty,jd,165166,180.0,method2,29.73,3.02,
2025-06-07,beauty,douyin,154000,180.0,method2,27.72,2.81,
2025-06-07,beauty,kuaishou,35944,180.0,method2,6.47,0.66,
2025-06-07,home,tmall,295388,180.0,method2,53.17,5.4,
2025-06-07,home,jd,114000,180.0,method2,20.52,2.08,
2025-06-07,home,douyin,106333,180.0,method2,19.14,1.94,
2025-06-07,home,kuaishou,24833,180.0,method2,4.47,0.45,
2025-06-07,food,tmall,132444,180.0,method2,23.84,2.42,
2025-06-07,food,jd,51111,180.0,method2,9.2,0.93,
2025-06-07,food,douyin,47666,180.0,method2,8.58,0.87,
2025-06-07,food,kuaishou,11111,180.0,method2,2.0,0.2,
2025-06-08,apparel,tmall,771888,180.0,method2,138.94,14.11,
2025-06-08,apparel,jd,297944,180.0,method2,53.63,5.44,
2025-06-08,apparel,douyin,277888,180.0,method2,50.02,5.08,
2025-06-08,apparel,kuaishou,64833,180.0,method2,11.67,1.18,
2025-06-08,electronics,tmall,1399000,180.0,method2,251.82,25.57,
2025-06-08,electronics,jd,540000,180.0,method2,97.2,9.87,
2025-06-08,electronics,douyin,503666,180.0,method2,90.66,9.2,
2025-06-08,electronics,kuaishou,117500,180.0,method2,21.15,2.15,
2025-06-08,beauty,tmall,506555,180.0,method2,91.18,9.26,
2025-06-08,beauty,jd,195500,180.0,method2,35.19,3.57,
2025-06-08,beauty,douyin,182333,180.0,method2,32.82,3.33,
2025-06-08,beauty,kuaishou,42555,180.0,method2,7.66,0.78,
2025-06-08,home,tmall,349777,180.0,method2,62.96,6.39,
2025-06-08,home,jd,135000,180.0,method2,24.3,2.47,
2025-06-08,home,douyin,125888,180.0,method2,22.66,2.3,
2025-06-08,home,kuaishou,29388,180.01,method2,5.29,0.54,
2025-06-08,food,tmall,156777,180.0,method2,28.22,2.87,
2025-06-08,food,jd,60500,180.0,method2,10.89,1.11,
2025-06-08,food,douyin,56444,180.0,method2,10.16,1.03,
2025-06-08,food,kuaishou,13166,180.01,method2,2.37,0.24,
2025-06-09,apparel,tmall,802222,180.0,method2,144.4,14.66,
2025-06-09,apparel,jd,309666,180.0,method2,55.74,5.66,
2025-06-09,apparel,douyin,288777,180.0,method2,51.98,5.28,
2025-06-09,apparel,kuaishou,67388,180.0,method2,12.13,1.23,
2025-06-09,electronics,tmall,1454055,180.0,method2,261.73,26.57,
2025-06-09,electronics,jd,561277,180.0,method2,101.03,10.26,
2025-06-09,electronics,douyin,523444,180.0,method2,94.22,9.57,
2025-06-09,electronics,kuaishou,122111,180.0,method2,21.98,2.23,
2025-06-09,beauty,tmall,526444,180.0,method2,94.76,9.62,
2025-06-09,beauty,jd,203222,180.0,method2,36.58,3.71,
2025-06-09,beauty,douyin,189500,180.0,method2,34.11,3.46,
2025-06-09,beauty,kuaishou,44222,180.0,method2,7.96,0.81,
2025-06-09,home,tmall,363500,180.0,method2,65.43,6.64,
2025-06-09,home,jd,140333,180.0,method2,25.26,2.56,
2025-06-09,home,douyin,130888,180.0,method2,23.56,2.39,
2025-06-09,home,kuaishou,30555,180.0,method2,5.5,0.56,
2025-06-09,food,tmall,162944,180.0,method2,29.33,2.98,
2025-06-09,food,jd,62888,180.0,method2,11.32,1.15,
2025-06-09,food,douyin,58666,180.0,method2,10.56,1.07,
2025-06-09,food,kuaishou,13666,180.01,method2,2.46,0.25,
2025-06-10,apparel,tmall,910944,180.0,method2,163.97,16.65,
2025-06-10,apparel,jd,351611,180.0,method2,63.29,6.43,
2025-06-10,apparel,douyin,327944,180.0,method2,59.03,5.99,
2025-06-10,apparel,kuaishou,76500,180.0,method2,13.77,1.4,
2025-06-10,electronics,tmall,1651111,180.0,method2,297.2,30.17,
2025-06-10,electronics,jd,637333,180.0,method2,114.72,11.65,
2025-06-10,electronics,douyin,594388,180.0,method2,106.99,10.86,
2025-06-10,electronics,kuaishou,138666,180.0,method2,24.96,2.53,
2025-06-10,beauty,tmall,597833,180.0,method2,107.61,10.92,
2025-06-10,beauty,jd,230777,180.0,method2,41.54,4.22,
2025-06-10,beauty,douyin,215222,180.0,method2,38.74,3.93,
2025-06-10,beauty,kuaishou,50222,180.0,method2,9.04,0.92,
2025-06-10,home,tmall,412777,180.0,method2,74.3,7.54,
2025-06-10,home,jd,159333,180.0,method2,28.68,2.91,
2025-06-10,home,douyin,148611,180.0,method2,26.75,2.72,
2025-06-10,home,kuaishou,34666,180.0,method2,6.24,0.63,
2025-06-10,food,tmall,185055,180.0,method2,33.31,3.38,
2025-06-10,food,jd,71444,180.0,method2,12.86,1.31,
2025-06-10,food,douyin,66611,180.0,method2,11.99,1.22,
2025-06-10,food,kuaishou,15555,180.01,method2,2.8,0.28,
2025-06-11,apparel,tmall,529333,180.0,method2,95.28,9.67,
2025-06-11,apparel,jd,204333,180.0,method2,36.78,3.73,
2025-06-11,apparel,douyin,190555,180.0,method2,34.3,3.48,
2025-06-11,apparel,kuaishou,44444,180.0,method2,8.0,0.81,
2025-06-11,electronics,tmall,959388,180.0,method2,172.69,17.53,
2025-06-11,electronics,jd,370333,180.0,method2,66.66,6.77,
2025-06-11,electronics,douyin,345388,180.0,method2,62.17,6.31,
2025-06-11,electronics,kuaishou,80611,180.0,method2,14.51,1.47,
2025-06-11,beauty,tmall,347388,180.0,method2,62.53,6.35,
2025-06-11,beauty,jd,134055,180.0,method2,24.13,2.45,
2025-06-11,beauty,douyin,125055,180.0,method2,22.51,2.29,
2025-06-11,beauty,kuaishou,29166,180.0,method2,5.25,0.53,
2025-06-11,home,tmall,239833,180.0,method2,43.17,4.38,
2025-06-11,home,jd,92555,180.0,method2,16.66,1.69,
2025-06-11,home,douyin,86333,180.0,method2,15.54,1.58,
2025-06-11,home,kuaishou,20166,180.01,method2,3.63,0.37,
2025-06-11,food,tmall,107500,180.0,method2,19.35,1.96,
2025-06-11,food,jd,41500,180.0,method2,7.47,0.76,
2025-06-11,food,douyin,38722,180.0,method2,6.97,0.71,
2025-06-11,food,kuaishou,9055,180.01,method2,1.63,0.17,
2025-06-12,apparel,tmall,796444,180.0,method2,143.36,14.55,
2025-06-12,apparel,jd,307444,180.0,method2,55.34,5.62,
2025-06-12,apparel,douyin,286722,180.0,method2,51.61,5.24,
2025-06-12,apparel,kuaishou,66888,180.0,method2,12.04,1.22,
2025-06-12,electronics,tmall,1443555,180.0,method2,259.84,26.38,
2025-06-12,electronics,jd,557222,180.0,method2,100.3,10.18,
2025-06-12,electronics,douyin,519666,180.0,method2,93.54,9.5,
2025-06-12,electronics,kuaishou,121277,180.0,method2,21.83,2.22,
2025-06-12,beauty,tmall,522666,180.0,method2,94.08,9.55,
2025-06-12,beauty,jd,201722,180.0,method2,36.31,3.69,
2025-06-12,beauty,douyin,188166,180.0,method2,33.87,3.44,
2025-06-12,beauty,kuaishou,43888,180.0,method2,7.9,0.8,
2025-06-12,home,tmall,360888,180.0,method2,64.96,6.59,
2025-06-12,home,jd,139277,180.0,method2,25.07,2.55,
2025-06-12,home,douyin,129944,180.0,method2,23.39,2.37,
2025-06-12,home,kuaishou,30333,180.0,method2,5.46,0.55,
2025-06-12,food,tmall,161777,180.0,method2,29.12,2.96,
2025-06-12,food,jd,62444,180.0,method2,11.24,1.14,
2025-06-12,food,douyin,58222,180.0,method2,10.48,1.06,
2025-06-12,food,kuaishou,13611,180.0,method2,2.45,0.25,
2025-06-13,apparel,tmall,2661000,180.0,method2,478.98,48.63,
2025-06-13,apparel,jd,1027166,180.0,method2,184.89,18.77,
2025-06-13,apparel,douyin,957944,180.0,method2,172.43,17.51,
2025-06-13,apparel,kuaishou,223500,180.0,method2,40.23,4.08,
2025-06-13,electronics,tmall,4823055,180.0,method2,868.15,88.14,
2025-06-13,electronics,jd,1861722,180.0,method2,335.11,34.02,
2025-06-13,electronics,douyin,1736277,180.0,method2,312.53,31.73,
2025-06-13,electronics,kuaishou,405111,180.0,method2,72.92,7.4,
2025-06-13,beauty,tmall,1746277,180.0,method2,314.33,31.91,
2025-06-13,beauty,jd,674055,180.0,method2,121.33,12.32,
2025-06-13,beauty,douyin,628666,180.0,method2,113.16,11.49,
2025-06-13,beauty,kuaishou,146666,180.0,method2,26.4,2.68,
2025-06-13,home,tmall,1205777,180.0,method2,217.04,22.03,
2025-06-13,home,jd,465444,180.0,method2,83.78,8.51,
2025-06-13,home,douyin,434055,180.0,method2,78.13,7.93,
2025-06-13,home,kuaishou,101277,180.0,method2,18.23,1.85,
2025-06-13,food,tmall,540500,180.0,method2,97.29,9.88,
2025-06-13,food,jd,208611,180.0,method2,37.55,3.81,
2025-06-13,food,douyin,194611,180.0,method2,35.03,3.56,
2025-06-13,food,kuaishou,45388,180.0,method2,8.17,0.83,
2025-06-14,apparel,tmall,2884111,180.0,method2,519.14,52.7,
2025-06-14,apparel,jd,1113277,180.0,method2,200.39,20.34,
2025-06-14,apparel,douyin,1038277,180.0,method2,186.89,18.97,
2025-06-14,apparel,kuaishou,242277,180.0,method2,43.61,4.43,
2025-06-14,electronics,tmall,5227444,180.0,method2,940.94,95.53,
2025-06-14,electronics,jd,2017777,180.0,method2,363.2,36.87,
2025-06-14,electronics,douyin,1881888,180.0,method2,338.74,34.39,
2025-06-14,electronics,kuaishou,439111,180.0,method2,79.04,8.02,
2025-06-14,beauty,tmall,1892666,180.0,method2,340.68,34.59,
2025-06-14,beauty,jd,730555,180.0,method2,131.5,13.35,
2025-06-14,beauty,douyin,681388,180.0,method2,122.65,12.45,
2025-06-14,beauty,kuaishou,159000,180.0,method2,28.62,2.91,
2025-06-14,home,tmall,1306833,180.0,method2,235.23,23.88,
2025-06-14,home,jd,504444,180.0,method2,90.8,9.22,
2025-06-14,home,douyin,470444,180.0,method2,84.68,8.6,
2025-06-14,home,kuaishou,109777,180.0,method2,19.76,2.01,
2025-06-14,food,tmall,585833,180.0,method2,105.45,10.71,
2025-06-14,food,jd,226111,180.0,method2,40.7,4.13,
2025-06-14,food,douyin,210888,180.0,method2,37.96,3.85,
2025-06-14,food,kuaishou,49222,180.0,method2,8.86,0.9,
2025-06-15,apparel,tmall,2806388,180.0,method2,505.15,51.28,
2025-06-15,apparel,jd,1083277,180.0,method2,194.99,19.8,
2025-06-15,apparel,douyin,1010333,180.0,method2,181.86,18.46,
2025-06-15,apparel,kuaishou,235722,180.0,method2,42.43,4.31,
2025-06-15,electronics,tmall,5086611,180.0,method2,915.59,92.95,
2025-06-15,electronics,jd,1963444,180.0,method2,353.42,35.88,
2025-06-15,electronics,douyin,1831166,180.0,method2,329.61,33.46,
2025-06-15,electronics,kuaishou,427277,180.0,method2,76.91,7.81,
2025-06-15,beauty,tmall,1841722,180.0,method2,331.51,33.66,
2025-06-15,beauty,jd,710888,180.0,method2,127.96,12.99,
2025-06-15,beauty,douyin,663000,180.0,method2,119.34,12.12,
2025-06-15,beauty,kuaishou,154722,180.0,method2,27.85,2.83,
2025-06-15,home,tmall,1271666,180.0,method2,228.9,23.24,
2025-06-15,home,jd,490833,180.0,method2,88.35,8.97,
2025-06-15,home,douyin,457777,180.0,method2,82.4,8.37,
2025-06-15,home,kuaishou,106833,180.0,method2,19.23,1.95,
2025-06-15,food,tmall,570055,180.0,method2,102.61,10.42,
2025-06-15,food,jd,220055,180.0,method2,39.61,4.02,
2025-06-15,food,douyin,205222,180.0,method2,36.94,3.75,
2025-06-15,food,kuaishou,47888,180.0,method2,8.62,0.88,
2025-06-16,apparel,tmall,3777888,180.0,method2,680.02,69.04,
2025-06-16,apparel,jd,1458277,180.0,method2,262.49,26.65,
2025-06-16,apparel,douyin,1360055,180.0,method2,244.81,24.85,
2025-06-16,apparel,kuaishou,317333,180.0,method2,57.12,5.8,
2025-06-16,electronics,tmall,6847388,180.0,method2,1232.53,125.13,
2025-06-16,electronics,jd,2643111,180.0,method2,475.76,48.3,
2025-06-16,electronics,douyin,2465055,180.0,method2,443.71,45.05,
2025-06-16,electronics,kuaishou,575166,180.0,method2,103.53,10.51,
2025-06-16,beauty,tmall,2479222,180.0,method2,446.26,45.31,
2025-06-16,beauty,jd,957000,180.0,method2,172.26,17.49,
2025-06-16,beauty,douyin,892500,180.0,method2,160.65,16.31,
2025-06-16,beauty,kuaishou,208277,180.0,method2,37.49,3.81,
2025-06-16,home,tmall,1711833,180.0,method2,308.13,31.28,
2025-06-16,home,jd,660777,180.0,method2,118.94,12.08,
2025-06-16,home,douyin,616277,180.0,method2,110.93,11.26,
2025-06-16,home,kuaishou,143777,180.0,method2,25.88,2.63,
2025-06-16,food,tmall,767388,180.0,method2,138.13,14.02,
2025-06-16,food,jd,296222,180.0,method2,53.32,5.41,
2025-06-16,food,douyin,276277,180.0,method2,49.73,5.05,
2025-06-16,food,kuaishou,64444,180.0,method2,11.6,1.18,
2025-06-17,apparel,tmall,3371444,180.0,method2,606.86,61.61,
2025-06-17,apparel,jd,1301388,180.0,method2,234.25,23.78,
2025-06-17,apparel,douyin,1213722,180.0,method2,218.47,22.18,
2025-06-17,apparel,kuaishou,283222,180.0,method2,50.98,5.18,
2025-06-17,electronics,tmall,6110722,180.0,method2,1099.93,111.67,
2025-06-17,electronics,jd,2358722,180.0,method2,424.57,43.1,
2025-06-17,electronics,douyin,2199888,180.0,method2,395.98,40.2,
2025-06-17,electronics,kuaishou,513277,180.0,method2,92.39,9.38,
2025-06-17,beauty,tmall,2212500,180.0,method2,398.25,40.43,
2025-06-17,beauty,jd,854055,180.0,method2,153.73,15.61,
2025-06-17,beauty,douyin,796500,180.0,method2,143.37,14.56,
2025-06-17,beauty,kuaishou,185833,180.0,method2,33.45,3.4,
2025-06-17,home,tmall,1527666,180.0,method2,274.98,27.92,
2025-06-17,home,jd,589666,180.0,method2,106.14,10.78,
2025-06-17,home,douyin,549944,180.0,method2,98.99,10.05,
2025-06-17,home,kuaishou,128333,180.0,method2,23.1,2.35,
2025-06-17,food,tmall,684833,180.0,method2,123.27,12.51,
2025-06-17,food,jd,264333,180.0,method2,47.58,4.83,
2025-06-17,food,douyin,246555,180.0,method2,44.38,4.51,
2025-06-17,food,kuaishou,57500,180.0,method2,10.35,1.05,
2025-06-18,apparel,tmall,2959222,180.0,method2,532.66,54.08,
2025-06-18,apparel,jd,1142277,180.0,method2,205.61,20.87,
2025-06-18,apparel,douyin,1065333,180.0,method2,191.76,19.47,
2025-06-18,apparel,kuaishou,248555,180.0,method2,44.74,4.54,
2025-06-18,electronics,tmall,5363611,180.0,method2,965.45,98.02,
2025-06-18,electronics,jd,2070388,180.0,method2,372.67,37.83,
2025-06-18,electronics,douyin,1930888,180.0,method2,347.56,35.29,
2025-06-18,electronics,kuaishou,450555,180.0,method2,81.1,8.23,
2025-06-18,beauty,tmall,1942000,180.0,method2,349.56,35.49,
2025-06-18,beauty,jd,749611,180.0,method2,134.93,13.7,
2025-06-18,beauty,douyin,699111,180.0,method2,125.84,12.78,
2025-06-18,beauty,kuaishou,163111,180.0,method2,29.36,2.98,
2025-06-18,home,tmall,1340888,180.0,method2,241.36,24.5,
2025-06-18,home,jd,517611,180.0,method2,93.17,9.46,
2025-06-18,home,douyin,482722,180.0,method2,86.89,8.82,
2025-06-18,home,kuaishou,112611,180.0,method2,20.27,2.06,
2025-06-18,food,tmall,601111,180.0,method2,108.2,10.98,
2025-06-18,food,jd,232000,180.0,method2,41.76,4.24,
2025-06-18,food,douyin,216388,180.0,method2,38.95,3.95,
2025-06-18,food,kuaishou,50500,180.0,method2,9.09,0.92,
