return_id,order_date,return_date,category,channel,sku_id,quantity,return_reason,return_value_rmb
RET-000308,2025-05-19,2025-05-26,apparel,jd,APP-0020,3,damaged,684.12
RET-000309,2025-05-22,2025-05-23,apparel,jd,APP-0073,3,size_mismatch,291.92
RET-000310,2025-05-22,2025-05-31,apparel,jd,APP-0068,2,damaged,455.97
RET-000311,2025-06-10,2025-06-19,apparel,douyin,APP-0001,2,size_mismatch,737.12
RET-000312,2025-05-19,2025-05-25,apparel,jd,APP-0031,3,changed_mind,70.57
RET-000313,2025-06-14,2025-06-28,apparel,jd,APP-0052,3,size_mismatch,189.67
RET-000314,2025-05-21,2025-05-24,apparel,jd,APP-0057,2,changed_mind,407.98
RET-000315,2025-05-25,2025-06-02,apparel,douyin,APP-0038,2,quality_issue,187.72
RET-000316,2025-05-15,2025-05-29,apparel,jd,APP-0063,2,damaged,346.32
RET-000317,2025-05-14,2025-05-29,apparel,douyin,APP-0028,2,changed_mind,748.51
RET-000318,2025-06-18,2025-06-21,apparel,tmall,APP-0007,2,changed_mind,108.96
RET-000319,2025-05-22,2025-05-31,apparel,douyin,APP-0007,2,size_mismatch,78.03
RET-000320,2025-05-15,2025-05-19,apparel,jd,APP-0016,1,quality_issue,767.2
RET-000321,2025-05-25,2025-05-28,apparel,tmall,APP-0060,3,changed_mind,270.83
RET-000322,2025-05-23,2025-05-30,apparel,jd,APP-0075,2,changed_mind,38.86
RET-000323,2025-05-14,2025-05-29,apparel,tmall,APP-0050,2,size_mismatch,137.45
RET-000324,2025-05-22,2025-05-29,apparel,jd,APP-0078,2,damaged,475.23
RET-000325,2025-06-15,2025-06-23,apparel,douyin,APP-0044,3,quality_issue,351.35
RET-000326,2025-06-02,2025-06-06,apparel,jd,APP-0037,2,size_mismatch,733.12
RET-000327,2025-05-27,2025-05-31,apparel,tmall,APP-0078,3,quality_issue,126.66
RET-000328,2025-05-17,2025-05-18,apparel,tmall,APP-0009,3,changed_mind,92.7
RET-000329,2025-05-26,2025-06-08,apparel,jd,APP-0013,2,size_mismatch,234.09
RET-000330,2025-05-25,2025-05-26,apparel,jd,APP-0056,1,changed_mind,656.8
RET-000331,2025-05-23,2025-05-26,apparel,jd,APP-0039,1,size_mismatch,435.15
RET-000332,2025-06-03,2025-06-14,apparel,tmall,APP-0001,1,damaged,776.27
RET-000333,2025-05-31,2025-06-04,apparel,douyin,APP-0043,1,quality_issue,300.86
RET-000334,2025-06-19,2025-06-24,apparel,jd,APP-0002,3,damaged,284.24
RET-000335,2025-06-07,2025-06-15,apparel,tmall,APP-0036,2,damaged,703.52
RET-000336,2025-05-28,2025-06-12,apparel,tmall,APP-0025,1,size_mismatch,156.34
RET-000337,2025-06-08,2025-06-23,electronics,douyin,ELE-0020,3,damaged,591.82
RET-000338,2025-06-02,2025-06-05,electronics,douyin,ELE-0009,2,changed_mind,322.82
RET-000339,2025-05-26,2025-06-05,electronics,douyin,ELE-0004,3,changed_mind,668.84
RET-000340,2025-05-28,2025-06-08,electronics,tmall,ELE-0019,3,damaged,759.07
RET-000341,2025-05-21,2025-05-24,electronics,douyin,ELE-0052,3,changed_mind,584.6
RET-000342,2025-06-18,2025-07-03,electronics,douyin,ELE-0024,3,size_mismatch,612.5
RET-000343,2025-05-30,2025-06-05,electronics,tmall,ELE-0012,3,damaged,519.58
RET-000344,2025-05-26,2025-06-07,electronics,tmall,ELE-0033,2,quality_issue,561.42
RET-000345,2025-06-17,2025-07-02,electronics,douyin,ELE-0026,3,damaged,41.11
RET-000346,2025-05-28,2025-06-05,electronics,jd,ELE-0028,3,damaged,786.53
RET-000347,2025-05-14,2025-05-23,electronics,jd,ELE-0039,2,damaged,142.89
RET-000348,2025-06-14,2025-06-19,electronics,jd,ELE-0016,2,changed_mind,88.47
RET-000349,2025-06-18,2025-06-25,electronics,douyin,ELE-0040,2,changed_mind,581.75
RET-000350,2025-05-26,2025-06-06,electronics,tmall,ELE-0055,3,size_mismatch,753.61
RET-000351,2025-06-06,2025-06-17,electronics,tmall,ELE-0009,1,quality_issue,271.14
RET-000352,2025-06-11,2025-06-13,electronics,douyin,ELE-0045,2,changed_mind,611.62
RET-000353,2025-05-21,2025-05-29,electronics,douyin,ELE-0009,1,size_mismatch,477.99
RET-000354,2025-05-21,2025-06-02,electronics,jd,ELE-0040,2,quality_issue,126.79
RET-000355,2025-05-22,2025-06-03,electronics,jd,ELE-0048,1,damaged,376.28
RET-000356,2025-05-23,2025-05-31,electronics,tmall,ELE-0034,1,changed_mind,408.33
RET-000357,2025-06-16,2025-06-25,electronics,tmall,ELE-0037,3,quality_issue,670.74
RET-000358,2025-05-29,2025-06-10,electronics,tmall,ELE-0024,1,damaged,408.73
RET-000359,2025-05-29,2025-06-13,electronics,tmall,ELE-0026,3,changed_mind,158.2
RET-000360,2025-05-21,2025-05-29,electronics,tmall,ELE-0026,3,quality_issue,61.5
RET-000361,2025-05-16,2025-05-30,electronics,tmall,ELE-0022,2,quality_issue,683.43
RET-000362,2025-06-05,2025-06-18,electronics,douyin,ELE-0033,1,quality_issue,647.48
RET-000363,2025-06-16,2025-06-17,electronics,jd,ELE-0018,3,quality_issue,692.56
RET-000364,2025-06-18,2025-06-28,electronics,tmall,ELE-0030,1,damaged,725.7
RET-000365,2025-05-21,2025-05-22,electronics,jd,ELE-0029,2,quality_issue,243.9
RET-000366,2025-06-12,2025-06-22,electronics,douyin,ELE-0013,3,quality_issue,90.14
RET-000367,2025-05-24,2025-05-30,electronics,tmall,ELE-0036,1,size_mismatch,382.46
RET-000368,2025-05-27,2025-06-10,electronics,douyin,ELE-0029,3,changed_mind,688.73
RET-000369,2025-05-23,2025-05-31,electronics,tmall,ELE-0024,2,quality_issue,409.29
RET-000370,2025-06-04,2025-06-10,electronics,tmall,ELE-0030,2,damaged,383.53
RET-000371,2025-05-24,2025-06-03,electronics,jd,ELE-0009,3,quality_issue,83.21
RET-000372,2025-05-29,2025-06-07,electronics,douyin,ELE-0003,3,quality_issue,607.78
RET-000373,2025-05-23,2025-06-01,electronics,douyin,ELE-0017,1,quality_issue,390.51
RET-000374,2025-06-14,2025-06-15,electronics,douyin,ELE-0024,2,changed_mind,421.51
RET-000375,2025-05-24,2025-06-01,electronics,douyin,ELE-0047,2,damaged,359.41
RET-000376,2025-05-21,2025-06-04,electronics,jd,ELE-0006,3,damaged,190.9
RET-000377,2025-06-03,2025-06-07,electronics,douyin,ELE-0057,1,size_mismatch,382.22
RET-000378,2025-05-21,2025-06-04,electronics,douyin,ELE-0010,3,changed_mind,298.68
RET-000379,2025-06-14,2025-06-19,electronics,jd,ELE-0047,3,damaged,70.45
RET-000380,2025-06-19,2025-07-01,electronics,tmall,ELE-0034,2,size_mismatch,245.0
RET-000381,2025-06-10,2025-06-23,electronics,tmall,ELE-0053,1,size_mismatch,55.09
RET-000382,2025-05-28,2025-06-07,electronics,douyin,ELE-0033,1,damaged,262.58
RET-000383,2025-06-09,2025-06-15,electronics,tmall,ELE-0015,3,quality_issue,317.38
RET-000384,2025-06-14,2025-06-15,electronics,douyin,ELE-0030,3,quality_issue,643.39
RET-000385,2025-05-15,2025-05-29,electronics,douyin,ELE-0054,1,changed_mind,247.34
RET-000386,2025-06-01,2025-06-13,electronics,douyin,ELE-0026,2,changed_mind,516.61
RET-000387,2025-05-24,2025-06-04,electronics,douyin,ELE-0045,2,damaged,149.76
RET-000388,2025-06-05,2025-06-09,electronics,jd,ELE-0016,2,changed_mind,124.41
RET-000389,2025-06-17,2025-06-29,electronics,jd,ELE-0046,3,size_mismatch,320.67
RET-000390,2025-06-07,2025-06-10,electronics,douyin,ELE-0011,2,damaged,646.87
RET-000391,2025-05-17,2025-05-21,electronics,jd,ELE-0012,2,changed_mind,768.46
RET-000392,2025-06-07,2025-06-20,electronics,tmall,ELE-0057,2,damaged,456.51
RET-000393,2025-05-24,2025-06-01,electronics,douyin,ELE-0018,1,changed_mind,708.65
RET-000394,2025-06-05,2025-06-13,electronics,douyin,ELE-0016,1,changed_mind,95.17
RET-000395,2025-06-18,2025-07-03,electronics,douyin,ELE-0025,1,quality_issue,122.08
RET-000396,2025-06-01,2025-06-08,electronics,jd,ELE-0042,3,damaged,402.13
RET-000397,2025-05-16,2025-05-26,electronics,douyin,ELE-0026,1,quality_issue,365.31
RET-000398,2025-06-16,2025-06-29,electronics,tmall,ELE-0052,3,size_mismatch,380.21
RET-000399,2025-05-22,2025-05-24,electronics,jd,ELE-0020,2,damaged,347.26
RET-000400,2025-05-24,2025-05-29,electronics,tmall,ELE-0052,2,changed_mind,457.53
RET-000401,2025-06-11,2025-06-24,electronics,tmall,ELE-0032,1,changed_mind,151.6
RET-000402,2025-05-14,2025-05-15,electronics,tmall,ELE-0052,1,damaged,547.62
RET-000403,2025-06-08,2025-06-17,electronics,douyin,ELE-0035,3,changed_mind,619.7
RET-000404,2025-05-26,2025-06-03,electronics,tmall,ELE-0049,1,damaged,300.13
RET-000405,2025-06-18,2025-06-22,electronics,tmall,ELE-0026,1,damaged,238.41
RET-000406,2025-06-13,2025-06-15,electronics,douyin,ELE-0021,1,size_mismatch,606.02
RET-000407,2025-06-19,2025-06-22,electronics,douyin,ELE-0045,1,changed_mind,91.58
RET-000408,2025-05-27,2025-06-06,electronics,tmall,ELE-0016,1,damaged,663.75
RET-000409,2025-06-19,2025-07-01,electronics,douyin,ELE-0007,1,size_mismatch,688.76
RET-000410,2025-06-05,2025-06-15,electronics,tmall,ELE-0008,2,damaged,310.72
RET-000411,2025-05-14,2025-05-18,electronics,jd,ELE-0036,1,damaged,642.29
RET-000412,2025-06-07,2025-06-08,electronics,douyin,ELE-0026,2,size_mismatch,596.99
RET-000413,2025-05-31,2025-06-14,electronics,jd,ELE-0034,3,damaged,466.06
RET-000414,2025-05-24,2025-06-07,electronics,douyin,ELE-0039,2,changed_mind,478.62
RET-000415,2025-05-19,2025-05-21,electronics,jd,ELE-0018,3,changed_mind,579.7
RET-000416,2025-06-11,2025-06-19,electronics,douyin,ELE-0050,1,changed_mind,74.59
RET-000417,2025-06-11,2025-06-14,electronics,jd,ELE-0056,2,size_mismatch,579.75
RET-000418,2025-06-18,2025-06-30,electronics,jd,ELE-0039,1,changed_mind,723.03
RET-000419,2025-06-09,2025-06-12,electronics,tmall,ELE-0053,1,size_mismatch,631.53
RET-000420,2025-06-11,2025-06-17,electronics,tmall,ELE-0058,1,damaged,699.63
RET-000421,2025-05-18,2025-05-31,electronics,tmall,ELE-0031,2,changed_mind,204.24
RET-000422,2025-06-09,2025-06-14,electronics,douyin,ELE-0036,2,quality_issue,214.13
RET-000423,2025-05-30,2025-06-05,electronics,jd,ELE-0017,2,quality_issue,295.1
RET-000424,2025-06-14,2025-06-25,electronics,tmall,ELE-0039,2,damaged,592.15
RET-000425,2025-06-02,2025-06-03,electronics,douyin,ELE-0007,2,size_mismatch,374.02
RET-000426,2025-05-16,2025-05-20,electronics,tmall,ELE-0002,2,damaged,557.17
RET-000427,2025-05-28,2025-05-30,electronics,douyin,ELE-0034,1,size_mismatch,707.85
RET-000428,2025-06-05,2025-06-19,electronics,jd,ELE-0028,2,size_mismatch,732.81
RET-000429,2025-05-29,2025-06-03,electronics,douyin,ELE-0011,2,quality_issue,345.97
RET-000430,2025-06-17,2025-06-19,electronics,douyin,ELE-0009,3,damaged,51.66
RET-000431,2025-06-01,2025-06-16,electronics,tmall,ELE-0008,3,damaged,751.73
RET-000432,2025-05-21,2025-05-22,electronics,douyin,ELE-0018,3,changed_mind,378.2
RET-000433,2025-06-12,2025-06-15,electronics,tmall,ELE-0020,2,size_mismatch,567.76
RET-000434,2025-05-24,2025-06-02,electronics,tmall,ELE-0056,3,changed_mind,240.77
RET-000435,2025-06-01,2025-06-12,electronics,jd,ELE-0026,1,damaged,539.01
RET-000436,2025-06-11,2025-06-20,electronics,jd,ELE-0031,3,changed_mind,117.9
RET-000437,2025-06-16,2025-06-24,beauty,douyin,BEA-0024,2,quality_issue,138.34
RET-000438,2025-05-19,2025-06-02,beauty,tmall,BEA-0024,2,size_mismatch,40.88
RET-000439,2025-06-10,2025-06-20,beauty,douyin,BEA-0042,1,changed_mind,208.18
RET-000440,2025-06-17,2025-06-23,beauty,jd,BEA-0017,1,size_mismatch,579.56
RET-000441,2025-05-24,2025-06-08,beauty,jd,BEA-0058,2,quality_issue,674.15
RET-000442,2025-05-28,2025-05-31,beauty,tmall,BEA-0015,1,size_mismatch,186.93
RET-000443,2025-06-15,2025-06-21,beauty,jd,BEA-0040,3,quality_issue,174.8
RET-000444,2025-06-13,2025-06-18,beauty,douyin,BEA-0007,2,quality_issue,255.08
RET-000445,2025-05-14,2025-05-20,beauty,douyin,BEA-0026,3,size_mismatch,638.22
RET-000446,2025-05-25,2025-05-28,beauty,tmall,BEA-0022,1,size_mismatch,90.09
RET-000447,2025-06-14,2025-06-19,beauty,jd,BEA-0002,3,quality_issue,373.27
RET-000448,2025-05-16,2025-05-21,beauty,jd,BEA-0029,1,damaged,537.5
RET-000449,2025-05-27,2025-05-30,beauty,tmall,BEA-0039,2,size_mismatch,46.74
RET-000450,2025-05-24,2025-05-25,beauty,jd,BEA-0008,2,damaged,362.31
RET-000451,2025-05-15,2025-05-26,beauty,jd,BEA-0036,2,size_mismatch,590.27
RET-000452,2025-05-22,2025-06-01,beauty,douyin,BEA-0040,2,changed_mind,524.8
RET-000453,2025-05-26,2025-05-28,beauty,jd,BEA-0029,1,quality_issue,584.04
RET-000454,2025-06-10,2025-06-24,beauty,tmall,BEA-0036,3,quality_issue,217.85
RET-000455,2025-05-25,2025-05-29,beauty,douyin,BEA-0038,1,quality_issue,168.35
RET-000456,2025-06-14,2025-06-19,beauty,tmall,BEA-0012,3,changed_mind,545.4
RET-000457,2025-06-18,2025-06-24,beauty,douyin,BEA-0039,2,size_mismatch,242.36
RET-000458,2025-05-28,2025-06-02,beauty,douyin,BEA-0010,1,damaged,280.16
RET-000459,2025-05-16,2025-05-30,beauty,jd,BEA-0028,1,quality_issue,175.42
RET-000460,2025-05-16,2025-05-27,beauty,douyin,BEA-0022,2,changed_mind,35.42
RET-000461,2025-05-28,2025-06-07,beauty,douyin,BEA-0059,1,changed_mind,99.61
RET-000462,2025-05-15,2025-05-20,beauty,jd,BEA-0005,1,quality_issue,238.15
RET-000463,2025-05-17,2025-05-26,beauty,jd,BEA-0012,2,size_mismatch,313.25
RET-000464,2025-05-28,2025-06-02,beauty,jd,BEA-0006,3,size_mismatch,594.45
RET-000465,2025-06-12,2025-06-13,beauty,tmall,BEA-0005,2,size_mismatch,328.9
RET-000466,2025-06-14,2025-06-21,beauty,tmall,BEA-0031,1,damaged,659.9
RET-000467,2025-06-15,2025-06-23,beauty,douyin,BEA-0046,3,quality_issue,189.64
RET-000468,2025-05-23,2025-06-02,beauty,jd,BEA-0039,3,changed_mind,223.18
RET-000469,2025-06-10,2025-06-24,beauty,tmall,BEA-0001,1,damaged,468.4
RET-000470,2025-05-20,2025-05-23,beauty,jd,BEA-0008,3,changed_mind,44.59
RET-000471,2025-06-08,2025-06-15,beauty,douyin,BEA-0041,3,quality_issue,106.51
RET-000472,2025-06-06,2025-06-11,beauty,tmall,BEA-0013,2,quality_issue,583.72
RET-000473,2025-06-01,2025-06-09,beauty,tmall,BEA-0037,2,damaged,448.84
RET-000474,2025-06-13,2025-06-21,beauty,tmall,BEA-0030,2,damaged,48.15
RET-000475,2025-06-15,2025-06-30,beauty,jd,BEA-0046,3,size_mismatch,256.02
RET-000476,2025-06-04,2025-06-11,beauty,douyin,BEA-0007,1,changed_mind,458.11
RET-000477,2025-05-17,2025-05-30,beauty,jd,BEA-0032,2,quality_issue,40.99
RET-000478,2025-05-26,2025-05-28,beauty,jd,BEA-0040,3,changed_mind,249.84
RET-000479,2025-05-24,2025-05-31,beauty,jd,BEA-0056,1,changed_mind,544.05
RET-000480,2025-06-10,2025-06-19,beauty,douyin,BEA-0002,2,changed_mind,497.59
RET-000481,2025-06-06,2025-06-17,beauty,jd,BEA-0012,1,quality_issue,489.6
RET-000482,2025-06-03,2025-06-12,beauty,tmall,BEA-0032,2,quality_issue,560.3
RET-000483,2025-05-30,2025-06-03,beauty,tmall,BEA-0014,2,changed_mind,530.66
RET-000484,2025-06-10,2025-06-19,beauty,jd,BEA-0011,2,size_mismatch,501.63
RET-000485,2025-06-01,2025-06-14,beauty,douyin,BEA-0047,3,damaged,500.51
RET-000486,2025-06-03,2025-06-15,beauty,douyin,BEA-0055,3,changed_mind,222.35
RET-000487,2025-05-30,2025-05-31,beauty,tmall,BEA-0035,2,changed_mind,306.51
RET-000488,2025-06-02,2025-06-03,beauty,tmall,BEA-0002,2,size_mismatch,217.28
RET-000489,2025-05-31,2025-06-07,beauty,jd,BEA-0034,3,damaged,147.11
RET-000490,2025-06-01,2025-06-07,beauty,jd,BEA-0018,1,damaged,362.45
RET-000491,2025-05-23,2025-06-03,beauty,jd,BEA-0038,3,quality_issue,446.51
RET-000492,2025-05-26,2025-06-07,beauty,douyin,BEA-0017,3,quality_issue,31.22
RET-000493,2025-06-10,2025-06-13,home,jd,HOM-0039,2,changed_mind,726.87
RET-000494,2025-05-28,2025-06-06,home,jd,HOM-0020,1,damaged,200.3
RET-000495,2025-06-08,2025-06-10,home,douyin,HOM-0032,2,changed_mind,720.53
RET-000496,2025-05-29,2025-06-09,home,jd,HOM-0050,3,size_mismatch,480.49
RET-000497,2025-05-22,2025-05-25,home,douyin,HOM-0049,1,size_mismatch,375.61
RET-000498,2025-06-07,2025-06-10,home,jd,HOM-0043,3,changed_mind,332.95
RET-000499,2025-05-24,2025-06-07,home,tmall,HOM-0060,1,quality_issue,587.83
RET-000500,2025-05-23,2025-05-24,home,jd,HOM-0057,2,damaged,402.25
RET-000501,2025-06-13,2025-06-21,home,jd,HOM-0060,3,damaged,176.86
RET-000502,2025-06-06,2025-06-18,home,tmall,HOM-0025,1,quality_issue,587.24
RET-000503,2025-06-06,2025-06-21,home,tmall,HOM-0047,1,quality_issue,371.61
RET-000504,2025-06-16,2025-06-25,home,douyin,HOM-0025,2,changed_mind,202.6
RET-000505,2025-05-30,2025-06-01,home,jd,HOM-0039,2,size_mismatch,395.34
RET-000506,2025-06-16,2025-06-22,home,jd,HOM-0051,1,damaged,499.67
RET-000507,2025-05-30,2025-06-03,home,tmall,HOM-0022,2,size_mismatch,661.22
RET-000508,2025-05-27,2025-05-31,home,douyin,HOM-0011,1,size_mismatch,744.46
RET-000509,2025-05-18,2025-05-31,home,tmall,HOM-0037,3,damaged,785.7
RET-000510,2025-06-15,2025-06-28,home,jd,HOM-0056,1,size_mismatch,726.17
RET-000511,2025-05-19,2025-05-25,home,douyin,HOM-0039,3,changed_mind,198.72
RET-000512,2025-06-18,2025-06-22,home,jd,HOM-0009,1,size_mismatch,437.72
RET-000513,2025-06-13,2025-06-28,home,tmall,HOM-0055,2,size_mismatch,564.92
RET-000514,2025-05-17,2025-05-22,home,douyin,HOM-0029,2,quality_issue,122.27
RET-000515,2025-05-31,2025-06-11,home,jd,HOM-0054,1,size_mismatch,749.97
RET-000516,2025-05-14,2025-05-18,home,jd,HOM-0007,1,damaged,391.97
RET-000517,2025-06-08,2025-06-14,home,jd,HOM-0060,3,changed_mind,235.63
RET-000518,2025-05-20,2025-05-28,home,douyin,HOM-0022,1,size_mismatch,781.68
RET-000519,2025-06-09,2025-06-13,home,douyin,HOM-0036,3,changed_mind,775.53
RET-000520,2025-06-17,2025-06-20,home,jd,HOM-0043,3,damaged,719.26
RET-000521,2025-06-03,2025-06-09,home,tmall,HOM-0005,2,size_mismatch,77.56
RET-000522,2025-06-03,2025-06-18,home,tmall,HOM-0006,1,changed_mind,349.54
RET-000523,2025-06-14,2025-06-15,home,jd,HOM-0015,3,damaged,546.43
RET-000524,2025-05-20,2025-06-02,home,jd,HOM-0004,3,damaged,667.27
RET-000525,2025-05-15,2025-05-22,home,jd,HOM-0050,3,quality_issue,466.24
RET-000526,2025-06-17,2025-06-27,home,jd,HOM-0005,1,size_mismatch,76.81
RET-000527,2025-06-12,2025-06-20,home,jd,HOM-0002,1,quality_issue,340.4
RET-000528,2025-06-08,2025-06-17,home,douyin,HOM-0012,3,damaged,527.16
RET-000529,2025-06-02,2025-06-13,home,tmall,HOM-0028,2,damaged,258.93
RET-000530,2025-06-08,2025-06-23,home,douyin,HOM-0035,1,quality_issue,453.29
RET-000531,2025-06-13,2025-06-15,home,tmall,HOM-0057,1,changed_mind,537.77
RET-000532,2025-05-22,2025-05-23,home,douyin,HOM-0008,2,quality_issue,210.1
RET-000533,2025-06-11,2025-06-23,home,tmall,HOM-0039,2,size_mismatch,764.33
RET-000534,2025-06-02,2025-06-06,home,jd,HOM-0050,3,quality_issue,479.13
RET-000535,2025-06-17,2025-06-22,home,jd,HOM-0023,1,size_mismatch,192.44
RET-000536,2025-05-29,2025-06-06,home,tmall,HOM-0006,2,damaged,116.16
RET-000537,2025-06-05,2025-06-07,home,jd,HOM-0030,1,quality_issue,83.65
RET-000538,2025-05-24,2025-05-27,home,jd,HOM-0048,2,quality_issue,30.7
RET-000539,2025-05-25,2025-05-31,home,jd,HOM-0033,3,damaged,753.7
RET-000540,2025-06-03,2025-06-04,home,douyin,HOM-0011,2,quality_issue,170.07
RET-000541,2025-05-14,2025-05-27,home,tmall,HOM-0048,3,damaged,147.75
RET-000542,2025-05-19,2025-05-30,home,jd,HOM-0040,1,changed_mind,631.89
RET-000543,2025-06-18,2025-07-01,home,douyin,HOM-0039,2,damaged,136.59
RET-000544,2025-06-06,2025-06-11,home,tmall,HOM-0043,3,damaged,537.82
RET-000545,2025-06-04,2025-06-19,home,douyin,HOM-0036,2,damaged,124.75
RET-000546,2025-05-23,2025-06-04,home,jd,HOM-0042,1,damaged,581.85
RET-000547,2025-06-06,2025-06-13,home,tmall,HOM-0002,1,quality_issue,299.12
RET-000548,2025-06-04,2025-06-16,home,tmall,HOM-0026,2,quality_issue,617.05
RET-000549,2025-06-01,2025-06-07,home,tmall,HOM-0019,2,damaged,419.91
RET-000550,2025-06-10,2025-06-16,home,douyin,HOM-0026,1,changed_mind,602.18
RET-000551,2025-06-11,2025-06-22,home,douyin,HOM-0020,1,changed_mind,99.76
RET-000552,2025-05-23,2025-05-25,home,tmall,HOM-0038,3,quality_issue,326.6
RET-000553,2025-05-15,2025-05-19,home,douyin,HOM-0022,1,size_mismatch,451.63
RET-000554,2025-05-20,2025-05-30,home,douyin,HOM-0011,1,damaged,732.78
RET-000555,2025-05-22,2025-05-24,home,jd,HOM-0052,3,quality_issue,562.55
RET-000556,2025-05-14,2025-05-24,home,jd,HOM-0029,2,damaged,488.47
RET-000557,2025-05-24,2025-05-26,home,jd,HOM-0048,2,changed_mind,90.6
RET-000558,2025-06-16,2025-06-17,home,jd,HOM-0001,2,size_mismatch,557.51
RET-000559,2025-06-13,2025-06-25,home,tmall,HOM-0008,1,size_mismatch,518.01
RET-000560,2025-05-29,2025-06-13,home,tmall,HOM-0049,3,damaged,736.23
RET-000561,2025-06-06,2025-06-08,home,douyin,HOM-0015,3,damaged,692.84
RET-000562,2025-06-06,2025-06-21,home,tmall,HOM-0030,2,size_mismatch,228.59
RET-000563,2025-05-29,2025-06-12,home,tmall,HOM-0058,1,changed_mind,722.54
RET-000564,2025-06-12,2025-06-24,home,jd,HOM-0046,3,quality_issue,85.28
RET-000565,2025-06-02,2025-06-09,home,tmall,HOM-0020,2,size_mismatch,530.41
RET-000566,2025-06-15,2025-06-17,home,tmall,HOM-0057,3,changed_mind,362.41
RET-000567,2025-06-13,2025-06-21,home,douyin,HOM-0027,2,quality_issue,158.75
RET-000568,2025-05-20,2025-05-29,home,douyin,HOM-0039,3,size_mismatch,673.31
RET-000569,2025-05-25,2025-06-02,home,douyin,HOM-0026,3,size_mismatch,736.32
RET-000570,2025-05-28,2025-06-06,home,jd,HOM-0009,1,changed_mind,535.76
RET-000571,2025-05-24,2025-05-27,home,douyin,HOM-0018,3,damaged,528.24
RET-000572,2025-05-15,2025-05-27,home,douyin,HOM-0021,1,changed_mind,236.81
RET-000573,2025-05-16,2025-05-29,home,douyin,HOM-0048,2,size_mismatch,357.05
RET-000574,2025-05-20,2025-06-02,home,jd,HOM-0055,1,size_mismatch,181.51
RET-000575,2025-06-08,2025-06-22,home,jd,HOM-0018,3,damaged,106.96
RET-000576,2025-06-10,2025-06-24,home,jd,HOM-0035,3,changed_mind,683.94
RET-000577,2025-06-07,2025-06-22,home,tmall,HOM-0038,3,damaged,454.79
RET-000578,2025-06-17,2025-06-19,home,tmall,HOM-0016,3,damaged,447.0
RET-000579,2025-05-16,2025-05-22,home,tmall,HOM-0049,2,quality_issue,257.12
RET-000580,2025-06-12,2025-06-18,home,douyin,HOM-0041,1,damaged,363.58
RET-000581,2025-06-18,2025-06-29,home,douyin,HOM-0022,2,quality_issue,445.67
RET-000582,2025-06-07,2025-06-16,home,jd,HOM-0046,3,damaged,35.15
RET-000583,2025-06-13,2025-06-20,home,douyin,HOM-0051,1,changed_mind,349.4
RET-000584,2025-06-07,2025-06-13,home,jd,HOM-0046,3,changed_mind,261.86
RET-000585,2025-05-31,2025-06-15,home,douyin,HOM-0004,1,size_mismatch,684.29
RET-000586,2025-06-13,2025-06-14,home,douyin,HOM-0021,3,quality_issue,751.09
RET-000587,2025-06-03,2025-06-13,home,jd,HOM-0021,2,size_mismatch,66.34
RET-000588,2025-05-14,2025-05-28,home,tmall,HOM-0025,1,size_mismatch,177.43
RET-000589,2025-06-18,2025-06-25,home,tmall,HOM-0054,1,quality_issue,263.98
RET-000590,2025-06-07,2025-06-13,home,jd,HOM-0030,1,quality_issue,174.85
RET-000591,2025-05-29,2025-05-31,home,douyin,HOM-0060,1,quality_issue,738.53
RET-000592,2025-05-21,2025-05-25,home,tmall,HOM-0015,3,quality_issue,107.82
RET-000593,2025-06-06,2025-06-14,home,tmall,HOM-0030,3,damaged,415.34
RET-000594,2025-05-16,2025-05-19,home,tmall,HOM-0018,1,quality_issue,171.89
RET-000595,2025-05-15,2025-05-26,food,douyin,FOO-0035,1,size_mismatch,576.55
RET-000596,2025-05-29,2025-06-06,food,tmall,FOO-0014,3,changed_mind,514.27
RET-000597,2025-05-17,2025-05-27,food,douyin,FOO-0004,2,size_mismatch,352.38
RET-000598,2025-05-16,2025-05-31,food,tmall,FOO-0029,2,size_mismatch,695.94
RET-000599,2025-06-08,2025-06-13,food,tmall,FOO-0008,2,size_mismatch,590.61
RET-000600,2025-05-22,2025-06-04,food,jd,FOO-0054,1,damaged,692.34
RET-000601,2025-06-09,2025-06-13,food,douyin,FOO-0010,2,quality_issue,490.11
RET-000602,2025-06-17,2025-07-02,food,douyin,FOO-0004,1,changed_mind,720.09
RET-000603,2025-05-20,2025-05-29,food,jd,FOO-0030,2,damaged,653.37
RET-000604,2025-05-18,2025-05-27,food,douyin,FOO-0007,3,changed_mind,174.3
