study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0485,10.1073/pnas.1209746109,treatment_b,P00485,5.693,2.984,5.43,56,M,Other,2019-08-26,2070475,0,upd1_extended_row_485
S0486,10.1177/0956797614520714,treatment_a,P00486,5.159,4.79,4.19,23,F,MA,2019-05-18,533633,0,upd1_extended_row_486
S0487,10.1177/0956797614520714,control,P00487,5.505,3.016,4.68,18,F,HS,2019-09-11,765917,1,upd1_extended_row_487
S0488,10.1037/pspa0000226,treatment_b,P00488,5.849,3.393,5.41,51,F,PhD,2019-02-07,266408,0,upd1_extended_row_488
S0489,10.1073/pnas.1209746109,treatment_b,P00489,1.179,2.957,5.69,32,M,PhD,2019-02-15,747276,0,upd1_extended_row_489
S0490,10.1073/pnas.1209746109,treatment_a,P00490,1.585,3.427,3.81,54,NB,PhD,2019-07-05,1815499,0,upd1_extended_row_490
S0491,10.1177/0956797614520714,treatment_a,P00491,4.505,4.406,6.13,41,F,PhD,2019-05-09,1286689,0,upd1_extended_row_491
S0492,10.1073/pnas.1209746109,treatment_a,P00492,3.304,4.214,4.26,49,NB,PhD,2019-07-11,587759,0,upd1_extended_row_492
S0493,10.1177/0956797615575277,treatment_b,P00493,4.848,2.493,4.38,21,M,PhD,2019-12-27,956375,0,upd1_extended_row_493
S0494,10.1177/0956797614520714,treatment_a,P00494,5.371,3.316,4.17,47,F,Other,2019-10-11,2161562,0,upd1_extended_row_494
S0495,10.1177/0956797614520714,control,P00495,4.114,1.018,5.55,35,M,BA,2019-03-10,701021,0,upd1_extended_row_495
S0496,10.1037/pspa0000226,treatment_a,P00496,3.183,4.994,4.64,49,F,Other,2019-09-10,354535,0,upd1_extended_row_496
S0497,10.1037/pspa0000226,treatment_b,P00497,4.989,2.168,4.45,56,F,PhD,2019-04-18,2164866,0,upd1_extended_row_497
S0498,10.1177/0956797614520714,control,P00498,5.078,3.546,5.28,28,F,MA,2019-07-09,2279736,0,upd1_extended_row_498
S0499,10.1177/0956797615575277,treatment_b,P00499,3.636,4.98,5.92,63,F,MA,2019-04-18,706254,0,upd1_extended_row_499
S0500,10.1177/0956797614520714,treatment_a,P00500,5.329,4.62,4.86,38,F,HS,2019-10-26,1687335,0,upd1_extended_row_500
S0501,10.1177/0956797615575277,treatment_b,P00501,6.141,3.522,5.11,42,NB,MA,2019-08-21,1828829,0,upd1_extended_row_501
S0502,10.1037/pspa0000226,control,P00502,4.575,3.78,4.37,35,M,BA,2019-09-13,2340115,0,upd1_extended_row_502
S0503,10.1037/pspa0000226,treatment_b,P00503,4.073,3.269,4.13,38,M,BA,2019-03-02,1300021,0,upd1_extended_row_503
S0504,10.1177/0956797615575277,treatment_b,P00504,5.313,1.905,5.39,60,NB,Other,2019-06-01,1283530,0,upd1_extended_row_504
S0505,10.1177/0956797615575277,treatment_b,P00505,3.883,3.297,4.52,22,F,HS,2019-06-24,1579880,0,upd1_extended_row_505
S0506,10.1073/pnas.1209746109,treatment_b,P00506,3.721,4.518,4.16,59,F,HS,2019-04-19,2242096,0,upd1_extended_row_506
S0507,10.1177/0956797615575277,treatment_a,P00507,4.768,2.77,5.02,46,F,MA,2019-10-18,876076,0,upd1_extended_row_507
S0508,10.1177/0956797615575277,control,P00508,5.931,2.94,5.29,44,M,Other,2019-11-08,2393350,0,upd1_extended_row_508
S0509,10.1177/0956797614520714,control,P00509,3.223,3.842,4.5,47,M,Other,2019-07-02,824984,0,upd1_extended_row_509
S0510,10.1177/0956797615575277,treatment_b,P00510,4.873,4.815,4.47,63,NB,Other,2019-06-19,425846,0,upd1_extended_row_510
S0511,10.1177/0956797615575277,treatment_a,P00511,5.48,4.418,5.52,52,F,Other,2019-02-06,743180,0,upd1_extended_row_511
S0512,10.1177/0956797615575277,control,P00512,4.737,5.001,5.3,57,F,MA,2019-08-16,1594181,0,upd1_extended_row_512
S0513,10.1073/pnas.1209746109,treatment_a,P00513,6.24,4.483,4.95,54,F,Other,2019-11-24,691228,0,upd1_extended_row_513
S0514,10.1177/0956797614520714,treatment_a,P00514,4.137,4.676,4.29,56,F,MA,2019-09-05,1772731,0,upd1_extended_row_514
S0515,10.1177/0956797615575277,treatment_a,P00515,4.172,3.326,6.33,60,F,Other,2019-09-23,1979947,0,upd1_extended_row_515
S0516,10.1037/pspa0000226,control,P00516,5.627,3.5,5.79,36,M,BA,2019-06-27,2036434,0,upd1_extended_row_516
S0517,10.1073/pnas.1209746109,treatment_a,P00517,2.69,4.276,4.56,56,NB,Other,2019-04-14,1642514,0,upd1_extended_row_517
S0518,10.1073/pnas.1209746109,treatment_b,P00518,2.841,3.007,3.72,21,M,HS,2019-06-05,826087,0,upd1_extended_row_518
S0519,10.1073/pnas.1209746109,treatment_a,P00519,6.226,3.124,5.23,27,M,MA,2019-06-20,547152,0,upd1_extended_row_519
S0520,10.1177/0956797614520714,treatment_b,P00520,3.483,4.021,6.13,26,F,HS,2019-10-20,2315188,1,upd1_extended_row_520
S0521,10.1177/0956797614520714,control,P00521,4.188,3.857,6.1,21,NB,PhD,2019-03-13,224670,0,upd1_extended_row_521
S0522,10.1037/pspa0000226,treatment_b,P00522,3.659,4.883,3.9,31,NB,BA,2019-07-07,1663248,0,upd1_extended_row_522
S0523,10.1177/0956797614520714,control,P00523,4.767,3.239,4.43,24,F,MA,2019-08-09,1331613,0,upd1_extended_row_523
S0524,10.1177/0956797615575277,treatment_b,P00524,5.888,3.541,3.91,43,M,PhD,2019-03-03,658641,0,upd1_extended_row_524
S0525,10.1177/0956797615575277,treatment_b,P00525,2.814,3.879,4.81,25,M,BA,2019-10-09,2090476,0,upd1_extended_row_525
S0526,10.1177/0956797615575277,treatment_a,P00526,5.059,3.263,4.68,60,M,PhD,2019-11-05,1100351,0,upd1_extended_row_526
S0527,10.1037/pspa0000226,control,P00527,3.461,3.554,5.39,58,F,HS,2019-02-08,484871,0,upd1_extended_row_527
S0528,10.1177/0956797614520714,treatment_b,P00528,6.041,5.161,4.15,25,NB,PhD,2019-12-01,2145180,0,upd1_extended_row_528
S0529,10.1177/0956797614520714,control,P00529,4.276,3.615,5.77,51,F,MA,2019-12-26,304163,0,upd1_extended_row_529
S0530,10.1073/pnas.1209746109,treatment_a,P00530,3.805,4.845,5.51,24,F,PhD,2019-02-06,2059473,0,upd1_extended_row_530
S0531,10.1177/0956797615575277,treatment_a,P00531,4.853,4.165,5.28,35,F,HS,2019-05-17,1443742,0,upd1_extended_row_531
S0532,10.1073/pnas.1209746109,control,P00532,3.255,4.106,5.92,38,M,Other,2019-03-15,2311481,0,upd1_extended_row_532
S0533,10.1177/0956797615575277,treatment_a,P00533,3.574,5.133,4.25,26,F,HS,2019-07-18,393031,0,upd1_extended_row_533
S0534,10.1177/0956797615575277,treatment_a,P00534,6.599,4.594,6.06,24,F,MA,2019-07-01,2321446,0,upd1_extended_row_534
S0535,10.1177/0956797614520714,treatment_a,P00535,4.155,3.806,5.3,51,M,HS,2019-12-12,529483,0,upd1_extended_row_535
S0536,10.1073/pnas.1209746109,treatment_b,P00536,3.836,5.176,4.67,38,NB,MA,2019-10-28,1994874,0,upd1_extended_row_536
S0537,10.1037/pspa0000226,treatment_a,P00537,4.099,3.135,5.7,18,M,Other,2019-08-02,915142,1,upd1_extended_row_537
S0538,10.1177/0956797614520714,control,P00538,6.216,4.272,4.19,42,F,HS,2019-09-16,2197341,0,upd1_extended_row_538
S0539,10.1037/pspa0000226,control,P00539,4.785,3.893,4.1,40,M,Other,2019-10-23,252903,1,upd1_extended_row_539
S0540,10.1177/0956797614520714,control,P00540,7.661,2.52,5.53,18,F,HS,2019-06-18,2073493,0,upd1_extended_row_540
S0541,10.1177/0956797615575277,control,P00541,4.155,2.582,5.38,46,NB,MA,2019-02-14,2169526,0,upd1_extended_row_541
S0542,10.1177/0956797615575277,treatment_a,P00542,3.266,5.716,4.78,60,NB,Other,2019-07-25,1617480,0,upd1_extended_row_542
S0543,10.1177/0956797614520714,treatment_b,P00543,6.754,4.848,4.41,60,M,Other,2019-05-26,2212037,0,upd1_extended_row_543
S0544,10.1177/0956797614520714,treatment_b,P00544,4.453,3.313,3.56,41,F,HS,2019-03-15,1273288,0,upd1_extended_row_544
S0545,10.1037/pspa0000226,treatment_a,P00545,6.155,4.918,6.56,35,NB,PhD,2019-12-01,948701,0,upd1_extended_row_545
S0546,10.1177/0956797615575277,treatment_a,P00546,4.105,5.1,5.29,49,F,PhD,2019-08-04,1575862,0,upd1_extended_row_546
S0547,10.1177/0956797614520714,treatment_b,P00547,5.414,3.613,5.37,47,NB,BA,2019-03-22,296329,0,upd1_extended_row_547
S0548,10.1177/0956797615575277,treatment_b,P00548,4.729,3.728,5.57,54,F,BA,2019-08-20,317057,0,upd1_extended_row_548
S0549,10.1177/0956797615575277,treatment_b,P00549,3.874,4.316,6.4,40,NB,PhD,2019-09-22,1446015,0,upd1_extended_row_549
S0550,10.1177/0956797614520714,control,P00550,4.115,5.051,5.06,29,F,MA,2019-06-11,401553,0,upd1_extended_row_550
S0551,10.1177/0956797615575277,control,P00551,5.111,4.767,6.61,21,M,PhD,2019-07-03,341136,0,upd1_extended_row_551
S0552,10.1037/pspa0000226,control,P00552,6.243,3.737,3.72,45,NB,MA,2019-01-01,1281739,0,upd1_extended_row_552
S0553,10.1037/pspa0000226,treatment_b,P00553,2.367,2.561,5.89,33,F,HS,2019-12-21,776862,0,upd1_extended_row_553
S0554,10.1073/pnas.1209746109,treatment_b,P00554,3.427,3.728,4.87,22,F,Other,2019-03-11,1981974,0,upd1_extended_row_554
S0555,10.1037/pspa0000226,control,P00555,6.351,3.49,5.67,57,F,HS,2019-12-13,619091,0,upd1_extended_row_555
S0556,10.1073/pnas.1209746109,treatment_a,P00556,5.522,4.351,4.47,25,F,HS,2019-11-26,1850633,0,upd1_extended_row_556
S0557,10.1037/pspa0000226,control,P00557,5.848,5.401,7.08,56,F,Other,2019-05-21,1235292,0,upd1_extended_row_557
S0558,10.1037/pspa0000226,control,P00558,2.591,3.247,5.4,31,M,HS,2019-06-01,1979900,0,upd1_extended_row_558
S0559,10.1177/0956797614520714,treatment_b,P00559,4.106,2.764,6.75,46,F,HS,2019-04-20,2257228,0,upd1_extended_row_559
S0560,10.1177/0956797615575277,control,P00560,4.565,3.206,4.54,60,M,Other,2019-05-12,400382,0,upd1_extended_row_560
S0561,10.1177/0956797615575277,treatment_b,P00561,3.865,4.297,5.05,24,M,PhD,2019-10-04,1544264,0,upd1_extended_row_561
S0562,10.1073/pnas.1209746109,treatment_a,P00562,4.051,2.74,6.27,27,NB,Other,2019-12-21,1726068,0,upd1_extended_row_562
S0563,10.1177/0956797614520714,control,P00563,5.399,3.662,4.02,41,F,HS,2019-09-08,1514107,0,upd1_extended_row_563
S0564,10.1177/0956797615575277,control,P00564,4.581,4.475,3.95,47,F,Other,2019-11-04,2198468,0,upd1_extended_row_564
S0565,10.1177/0956797614520714,treatment_b,P00565,4.812,4.687,4.97,52,F,BA,2019-10-02,1630214,0,upd1_extended_row_565
S0566,10.1177/0956797614520714,control,P00566,4.495,4.162,6.24,57,M,Other,2019-03-03,1616573,0,upd1_extended_row_566
S0567,10.1037/pspa0000226,treatment_a,P00567,2.911,2.241,5.44,53,NB,BA,2019-04-15,1263076,0,upd1_extended_row_567
S0568,10.1073/pnas.1209746109,control,P00568,5.32,3.996,5.0,19,M,BA,2019-07-11,1667678,0,upd1_extended_row_568
S0569,10.1177/0956797615575277,treatment_b,P00569,4.866,3.321,5.51,42,F,Other,2019-12-01,1955605,0,upd1_extended_row_569
S0570,10.1177/0956797614520714,treatment_b,P00570,4.655,3.102,4.73,35,F,HS,2019-08-18,2321690,0,upd1_extended_row_570
S0571,10.1177/0956797615575277,control,P00571,3.996,5.207,4.23,21,NB,PhD,2019-10-09,1861908,0,upd1_extended_row_571
S0572,10.1037/pspa0000226,control,P00572,5.198,5.108,5.96,49,F,HS,2019-01-26,1146641,0,upd1_extended_row_572
S0573,10.1177/0956797615575277,control,P00573,5.585,4.237,5.57,62,F,BA,2019-09-13,2326415,0,upd1_extended_row_573
S0574,10.1177/0956797614520714,treatment_a,P00574,2.434,4.453,5.64,29,M,BA,2019-02-10,2336317,0,upd1_extended_row_574
S0575,10.1177/0956797615575277,treatment_b,P00575,3.244,5.999,5.82,60,M,Other,2019-02-05,1586158,0,upd1_extended_row_575
S0576,10.1037/pspa0000226,control,P00576,4.194,3.427,5.43,60,F,BA,2019-07-10,425410,0,upd1_extended_row_576
S0577,10.1037/pspa0000226,control,P00577,4.497,3.299,4.65,27,M,MA,2019-11-09,2183869,0,upd1_extended_row_577
S0578,10.1037/pspa0000226,control,P00578,3.61,4.334,4.84,29,NB,MA,2019-06-06,1042466,0,upd1_extended_row_578
S0579,10.1177/0956797615575277,treatment_b,P00579,4.382,4.405,5.94,40,F,BA,2019-03-26,1618831,0,upd1_extended_row_579
S0580,10.1037/pspa0000226,treatment_b,P00580,4.616,3.458,3.88,21,F,HS,2019-04-20,1049653,0,upd1_extended_row_580
S0581,10.1177/0956797614520714,control,P00581,3.536,3.449,5.55,18,F,PhD,2019-06-19,1216149,0,upd1_extended_row_581
S0582,10.1073/pnas.1209746109,treatment_b,P00582,3.676,4.387,5.37,63,F,Other,2019-05-12,1868959,0,upd1_extended_row_582
S0583,10.1073/pnas.1209746109,treatment_b,P00583,4.671,3.127,4.72,36,NB,MA,2019-09-26,1861024,0,upd1_extended_row_583
S0584,10.1037/pspa0000226,control,P00584,2.179,3.752,3.95,25,F,BA,2019-10-11,1175347,0,upd1_extended_row_584
S0585,10.1037/pspa0000226,treatment_a,P00585,4.844,3.743,5.02,55,F,HS,2019-05-05,835319,0,upd1_extended_row_585
S0586,10.1037/pspa0000226,treatment_a,P00586,4.405,3.227,4.21,48,NB,BA,2019-09-20,328754,0,upd1_extended_row_586
S0587,10.1177/0956797615575277,treatment_b,P00587,3.385,3.305,4.48,57,F,PhD,2019-08-17,1740871,0,upd1_extended_row_587
S0588,10.1177/0956797615575277,treatment_a,P00588,3.427,4.51,4.93,37,F,HS,2019-04-23,459150,0,upd1_extended_row_588
S0589,10.1037/pspa0000226,treatment_b,P00589,5.052,3.32,6.28,63,F,MA,2019-07-04,342783,0,upd1_extended_row_589
S0590,10.1177/0956797614520714,control,P00590,5.268,2.445,4.18,55,F,Other,2019-03-18,656259,1,upd1_extended_row_590
S0591,10.1037/pspa0000226,control,P00591,4.081,1.952,4.44,31,F,BA,2019-12-08,2377268,0,upd1_extended_row_591
S0592,10.1177/0956797615575277,treatment_a,P00592,5.004,2.313,5.14,32,M,MA,2019-01-09,1874854,0,upd1_extended_row_592
S0593,10.1073/pnas.1209746109,control,P00593,7.301,1.231,5.56,42,F,PhD,2019-10-07,416987,0,upd1_extended_row_593
S0594,10.1177/0956797615575277,treatment_b,P00594,4.761,3.858,4.47,29,NB,MA,2019-11-05,376622,0,upd1_extended_row_594
S0595,10.1177/0956797615575277,treatment_a,P00595,4.726,2.968,2.92,19,F,BA,2019-05-25,396784,0,upd1_extended_row_595
S0596,10.1073/pnas.1209746109,treatment_b,P00596,5.935,0.845,4.79,63,F,HS,2019-01-13,689981,0,upd1_extended_row_596
S0597,10.1177/0956797615575277,control,P00597,6.051,3.557,4.04,26,M,HS,2019-01-24,355794,0,upd1_extended_row_597
S0598,10.1177/0956797614520714,control,P00598,3.836,3.898,5.45,56,NB,PhD,2019-02-05,1849520,0,upd1_extended_row_598
S0599,10.1177/0956797615575277,control,P00599,4.558,5.245,5.56,52,NB,PhD,2019-05-26,819270,0,upd1_extended_row_599
S0600,10.1177/0956797615575277,treatment_b,P00600,2.587,2.705,5.47,44,F,MA,2019-10-17,887509,1,upd1_extended_row_600
S0601,10.1073/pnas.1209746109,control,P00601,4.41,3.944,4.92,26,F,HS,2019-11-05,595959,0,upd1_extended_row_601
S0602,10.1037/pspa0000226,treatment_b,P00602,4.798,4.34,5.66,19,F,Other,2019-12-09,1165796,0,upd1_extended_row_602
S0603,10.1073/pnas.1209746109,control,P00603,6.179,5.053,5.12,29,F,BA,2019-06-01,1892376,0,upd1_extended_row_603
S0604,10.1073/pnas.1209746109,treatment_a,P00604,2.994,4.802,4.17,38,M,PhD,2019-08-11,1752228,0,upd1_extended_row_604
S0605,10.1037/pspa0000226,treatment_b,P00605,1.711,3.575,5.89,31,NB,PhD,2019-09-12,2274633,0,upd1_extended_row_605
S0606,10.1177/0956797614520714,treatment_b,P00606,4.445,2.231,3.91,52,F,BA,2019-10-06,1900396,0,upd1_extended_row_606
S0607,10.1073/pnas.1209746109,treatment_a,P00607,5.447,4.906,4.5,23,F,MA,2019-12-22,878369,0,upd1_extended_row_607
S0608,10.1073/pnas.1209746109,treatment_a,P00608,5.261,3.649,5.38,37,F,BA,2019-01-03,1189301,0,upd1_extended_row_608
S0609,10.1177/0956797614520714,control,P00609,3.755,1.572,5.51,42,F,PhD,2019-01-28,773067,0,upd1_extended_row_609
S0610,10.1177/0956797615575277,treatment_a,P00610,4.723,2.845,4.5,52,M,PhD,2019-06-14,1278479,0,upd1_extended_row_610
S0611,10.1073/pnas.1209746109,control,P00611,5.54,5.165,4.91,50,M,MA,2019-10-09,949563,0,upd1_extended_row_611
S0612,10.1177/0956797615575277,treatment_a,P00612,5.483,3.76,5.47,59,M,MA,2019-07-23,1729636,0,upd1_extended_row_612
S0613,10.1037/pspa0000226,control,P00613,4.291,4.391,4.82,29,F,HS,2019-10-27,2115064,1,upd1_extended_row_613
S0614,10.1037/pspa0000226,control,P00614,4.568,4.323,3.76,48,F,HS,2019-07-01,462134,0,upd1_extended_row_614
S0615,10.1037/pspa0000226,treatment_a,P00615,4.626,1.548,4.5,41,F,MA,2019-08-01,1539469,0,upd1_extended_row_615
S0616,10.1073/pnas.1209746109,treatment_b,P00616,3.937,3.942,3.69,40,F,Other,2019-09-22,250843,0,upd1_extended_row_616
S0617,10.1073/pnas.1209746109,treatment_a,P00617,4.673,4.023,4.92,26,M,HS,2019-12-11,2336541,0,upd1_extended_row_617
S0618,10.1073/pnas.1209746109,treatment_a,P00618,5.252,3.73,5.73,49,F,Other,2019-11-18,858945,0,upd1_extended_row_618
S0619,10.1177/0956797614520714,treatment_a,P00619,2.859,4.177,4.94,37,F,Other,2019-01-07,907994,0,upd1_extended_row_619
S0620,10.1177/0956797615575277,treatment_b,P00620,4.115,2.297,4.55,41,F,PhD,2019-03-10,903599,0,upd1_extended_row_620
S0621,10.1073/pnas.1209746109,treatment_a,P00621,4.04,5.02,4.4,39,NB,HS,2019-04-07,687121,0,upd1_extended_row_621
S0622,10.1177/0956797615575277,control,P00622,2.355,2.926,6.45,61,F,MA,2019-05-09,868642,0,upd1_extended_row_622
S0623,10.1073/pnas.1209746109,treatment_a,P00623,4.935,4.602,4.15,24,M,HS,2019-10-16,1492452,0,upd1_extended_row_623
S0624,10.1177/0956797615575277,treatment_b,P00624,4.763,3.916,5.24,41,F,HS,2019-05-14,1780702,1,upd1_extended_row_624
S0625,10.1073/pnas.1209746109,treatment_b,P00625,5.191,3.417,6.51,55,F,PhD,2019-05-06,1109658,0,upd1_extended_row_625
S0626,10.1177/0956797615575277,treatment_a,P00626,6.64,4.007,4.5,30,F,Other,2019-12-15,780765,0,upd1_extended_row_626
S0627,10.1177/0956797615575277,treatment_b,P00627,6.413,3.859,5.07,23,M,MA,2019-08-25,1308766,0,upd1_extended_row_627
S0628,10.1037/pspa0000226,control,P00628,2.626,3.999,4.73,18,F,PhD,2019-11-13,1347809,0,upd1_extended_row_628
S0629,10.1177/0956797615575277,treatment_a,P00629,3.665,2.648,5.25,41,F,BA,2019-01-15,1379953,0,upd1_extended_row_629
S0630,10.1177/0956797615575277,treatment_a,P00630,5.828,5.531,5.06,34,NB,PhD,2019-03-08,635208,0,upd1_extended_row_630
S0631,10.1037/pspa0000226,treatment_b,P00631,4.257,2.228,5.79,47,F,Other,2019-02-27,1004413,0,upd1_extended_row_631
S0632,10.1037/pspa0000226,treatment_a,P00632,5.341,3.668,6.96,63,F,HS,2019-12-13,989750,0,upd1_extended_row_632
S0633,10.1037/pspa0000226,treatment_b,P00633,6.797,2.491,3.77,60,F,MA,2019-07-03,1998984,0,upd1_extended_row_633
S0634,10.1177/0956797615575277,control,P00634,3.843,3.846,5.36,29,F,MA,2019-03-15,893195,0,upd1_extended_row_634
S0635,10.1177/0956797614520714,treatment_b,P00635,6.168,3.845,4.19,54,F,BA,2019-06-27,1514754,0,upd1_extended_row_635
S0636,10.1177/0956797615575277,treatment_a,P00636,3.774,4.204,5.15,50,F,PhD,2019-05-01,2237492,0,upd1_extended_row_636
S0637,10.1073/pnas.1209746109,treatment_b,P00637,3.567,3.755,5.39,56,F,BA,2019-07-18,1157002,0,upd1_extended_row_637
S0638,10.1177/0956797614520714,control,P00638,6.891,3.972,3.96,44,M,PhD,2019-12-28,2062191,0,upd1_extended_row_638
S0639,10.1177/0956797614520714,control,P00639,5.832,2.5,4.13,49,NB,HS,2019-04-28,372532,0,upd1_extended_row_639
S0640,10.1037/pspa0000226,control,P00640,3.254,2.845,3.77,61,F,PhD,2019-07-26,928236,0,upd1_extended_row_640
S0641,10.1037/pspa0000226,treatment_a,P00641,3.711,3.852,6.72,63,F,PhD,2019-01-19,1005689,0,upd1_extended_row_641
S0642,10.1037/pspa0000226,treatment_a,P00642,4.46,4.74,3.55,35,M,PhD,2019-06-26,1677813,0,upd1_extended_row_642
S0643,10.1177/0956797615575277,treatment_a,P00643,4.44,4.604,3.86,56,M,PhD,2019-08-18,215381,0,upd1_extended_row_643
S0644,10.1177/0956797614520714,treatment_a,P00644,4.472,3.333,5.47,48,F,MA,2019-09-13,2291478,0,upd1_extended_row_644
S0645,10.1073/pnas.1209746109,control,P00645,2.436,4.597,3.81,55,F,BA,2019-01-12,1657916,0,upd1_extended_row_645
S0646,10.1177/0956797614520714,treatment_a,P00646,5.05,2.513,5.51,65,F,PhD,2019-02-24,652950,0,upd1_extended_row_646
S0647,10.1037/pspa0000226,control,P00647,5.175,4.251,5.11,39,M,PhD,2019-06-20,1455932,0,upd1_extended_row_647
S0648,10.1177/0956797615575277,treatment_a,P00648,4.734,3.38,4.86,48,F,Other,2019-02-02,2065054,0,upd1_extended_row_648
S0649,10.1177/0956797615575277,control,P00649,5.993,3.73,7.17,65,F,BA,2019-05-21,2353092,0,upd1_extended_row_649
S0650,10.1177/0956797614520714,treatment_a,P00650,5.343,5.034,5.06,61,M,Other,2019-10-25,1296450,0,upd1_extended_row_650
S0651,10.1177/0956797615575277,control,P00651,5.476,3.706,5.16,34,F,Other,2019-10-27,2006380,0,upd1_extended_row_651
S0652,10.1177/0956797615575277,treatment_a,P00652,4.695,4.151,5.66,39,M,BA,2019-06-10,376471,0,upd1_extended_row_652
S0653,10.1037/pspa0000226,control,P00653,5.94,3.048,5.32,63,F,BA,2019-09-17,1547062,0,upd1_extended_row_653
S0654,10.1037/pspa0000226,treatment_a,P00654,4.461,5.226,3.41,52,F,Other,2019-02-26,2354147,0,upd1_extended_row_654
S0655,10.1037/pspa0000226,treatment_b,P00655,5.87,2.931,5.09,20,M,HS,2019-08-25,1503148,0,upd1_extended_row_655
S0656,10.1177/0956797615575277,treatment_b,P00656,3.477,3.629,6.81,28,NB,PhD,2019-03-25,669486,0,upd1_extended_row_656
S0657,10.1177/0956797615575277,treatment_b,P00657,5.515,4.297,5.09,56,F,BA,2019-07-14,182805,0,upd1_extended_row_657
S0658,10.1177/0956797614520714,treatment_b,P00658,3.411,3.884,5.84,61,F,HS,2019-04-21,1489091,0,upd1_extended_row_658
S0659,10.1073/pnas.1209746109,treatment_b,P00659,3.339,2.931,5.63,25,M,HS,2019-07-22,1794454,0,upd1_extended_row_659
S0660,10.1073/pnas.1209746109,treatment_a,P00660,3.135,5.433,5.91,52,F,MA,2019-02-03,916720,0,upd1_extended_row_660
S0661,10.1177/0956797614520714,control,P00661,4.473,4.2,4.02,54,F,Other,2019-09-24,1060017,0,upd1_extended_row_661
S0662,10.1177/0956797614520714,control,P00662,4.579,2.516,6.12,22,F,HS,2019-06-05,1361429,0,upd1_extended_row_662
S0663,10.1177/0956797615575277,control,P00663,6.704,3.611,4.15,25,F,PhD,2019-10-20,233371,0,upd1_extended_row_663
S0664,10.1037/pspa0000226,treatment_b,P00664,4.626,4.353,5.75,50,F,MA,2019-05-24,1413531,1,upd1_extended_row_664
S0665,10.1177/0956797614520714,treatment_a,P00665,4.359,3.976,4.42,34,NB,BA,2019-03-08,1250597,0,upd1_extended_row_665
S0666,10.1037/pspa0000226,treatment_a,P00666,4.889,4.588,4.82,57,NB,BA,2019-11-27,1451147,0,upd1_extended_row_666
S0667,10.1177/0956797614520714,treatment_b,P00667,2.416,4.676,4.67,27,M,BA,2019-08-23,1937319,0,upd1_extended_row_667
S0668,10.1177/0956797614520714,treatment_b,P00668,5.03,3.005,4.1,62,F,PhD,2019-02-23,497488,0,upd1_extended_row_668
S0669,10.1177/0956797615575277,control,P00669,5.695,4.412,5.3,27,M,MA,2019-01-24,1332990,0,upd1_extended_row_669
S0670,10.1037/pspa0000226,treatment_a,P00670,5.374,3.452,4.58,65,M,MA,2019-07-11,1719066,0,upd1_extended_row_670
S0671,10.1177/0956797614520714,treatment_a,P00671,5.548,2.64,5.95,29,M,MA,2019-10-24,2078344,0,upd1_extended_row_671
S0672,10.1037/pspa0000226,treatment_b,P00672,3.782,1.735,3.81,40,NB,HS,2019-09-22,298657,0,upd1_extended_row_672
S0673,10.1177/0956797615575277,treatment_a,P00673,4.284,1.416,5.6,22,NB,Other,2019-04-17,1304730,0,upd1_extended_row_673
S0674,10.1177/0956797615575277,treatment_a,P00674,4.595,3.96,5.85,38,M,PhD,2019-03-07,495517,0,upd1_extended_row_674
S0675,10.1073/pnas.1209746109,treatment_b,P00675,6.294,3.921,4.84,25,F,HS,2019-03-17,1144356,0,upd1_extended_row_675
S0676,10.1177/0956797615575277,treatment_b,P00676,3.11,4.84,5.21,43,M,Other,2019-05-07,1997087,0,upd1_extended_row_676
S0677,10.1073/pnas.1209746109,treatment_b,P00677,3.0,2.748,5.12,43,M,BA,2019-06-02,1968747,0,upd1_extended_row_677
S0678,10.1073/pnas.1209746109,control,P00678,3.936,3.815,5.92,45,F,MA,2019-01-03,740251,1,upd1_extended_row_678
S0679,10.1073/pnas.1209746109,control,P00679,5.273,3.459,6.22,22,F,HS,2019-10-12,597828,0,upd1_extended_row_679
S0680,10.1037/pspa0000226,treatment_b,P00680,2.539,3.025,4.39,43,M,PhD,2019-12-06,1354720,0,upd1_extended_row_680
S0681,10.1177/0956797614520714,treatment_a,P00681,4.452,4.784,5.77,36,M,MA,2019-07-04,808058,0,upd1_extended_row_681
S0682,10.1177/0956797614520714,treatment_b,P00682,5.363,4.818,4.83,34,F,HS,2019-01-06,1857666,0,upd1_extended_row_682
S0683,10.1073/pnas.1209746109,treatment_a,P00683,2.537,4.458,5.06,19,F,HS,2019-12-05,417496,0,upd1_extended_row_683
S0684,10.1073/pnas.1209746109,treatment_a,P00684,5.356,3.188,4.09,34,NB,BA,2019-06-24,1026176,0,upd1_extended_row_684
S0685,10.1177/0956797615575277,treatment_b,P00685,5.838,4.922,5.39,25,M,BA,2019-12-19,1705030,0,upd1_extended_row_685
S0686,10.1037/pspa0000226,treatment_b,P00686,3.198,3.896,4.86,53,F,MA,2019-01-09,314964,0,upd1_extended_row_686
S0687,10.1177/0956797615575277,treatment_b,P00687,3.692,3.141,4.22,25,F,Other,2019-05-06,1839377,0,upd1_extended_row_687
S0688,10.1037/pspa0000226,treatment_b,P00688,5.463,3.443,5.64,31,M,MA,2019-05-11,979401,0,upd1_extended_row_688
