customer_id,plan,region,impact,unique_visitor_flag,affected_flag
CUST-000645,business,Europe East,none,1,0
CUST-000646,business,Europe West,none,1,0
CUST-000647,pro,Asia Pacific,none,1,0
CUST-000648,enterprise,Latin America,none,1,0
CUST-000649,enterprise,North America,none,1,0
CUST-000650,enterprise,Europe East,none,1,0
CUST-000651,business,Europe East,none,1,0
CUST-000652,business,Europe West,none,1,0
CUST-000653,pro,Asia Pacific,none,1,0
CUST-000654,free,Europe West,none,1,0
CUST-000655,pro,Latin America,none,1,0
CUST-000656,business,Latin America,none,1,0
CUST-000657,business,Europe West,none,1,0
CUST-000658,business,Europe West,none,1,0
CUST-000659,business,Asia Pacific,none,1,0
CUST-000660,enterprise,Europe East,none,1,0
CUST-000661,enterprise,Europe East,none,1,0
CUST-000662,enterprise,Europe West,none,1,0
CUST-000663,business,Asia Pacific,none,1,0
CUST-000664,pro,Europe West,none,1,0
CUST-000665,pro,Europe West,none,1,0
CUST-000666,pro,Europe East,none,1,0
CUST-000667,business,Asia Pacific,none,1,0
CUST-000668,pro,Asia Pacific,none,1,0
CUST-000669,business,Europe East,none,1,0
CUST-000670,business,Europe West,none,1,0
CUST-000671,pro,North America,none,1,0
CUST-000672,free,Europe West,none,1,0
CUST-000673,enterprise,Asia Pacific,none,1,0
CUST-000674,business,Europe East,none,1,0
CUST-000675,business,Europe West,none,1,0
CUST-000676,pro,Asia Pacific,none,1,0
CUST-000677,business,Europe East,none,1,0
CUST-000678,free,Europe West,none,1,0
CUST-000679,pro,Latin America,none,1,0
CUST-000680,pro,Asia Pacific,none,1,0
CUST-000681,enterprise,Europe West,none,1,0
CUST-000682,enterprise,Europe West,none,1,0
CUST-000683,pro,Europe East,none,1,0
CUST-000684,pro,Europe East,none,1,0
CUST-000685,business,Europe East,none,1,0
CUST-000686,pro,Europe East,none,1,0
CUST-000687,free,Europe West,none,1,0
CUST-000688,free,Europe East,none,1,0
CUST-000689,pro,North America,none,1,0
CUST-000690,free,Asia Pacific,none,1,0
CUST-000691,pro,Europe East,none,1,0
CUST-000692,pro,Europe East,none,1,0
CUST-000693,pro,North America,none,1,0
CUST-000694,business,Asia Pacific,none,1,0
CUST-000695,pro,Europe East,none,1,0
CUST-000696,pro,North America,none,1,0
CUST-000697,pro,Asia Pacific,none,1,0
CUST-000698,pro,Europe West,none,1,0
CUST-000699,pro,Asia Pacific,none,1,0
CUST-000700,free,Europe East,none,1,0
CUST-000701,business,Europe West,none,1,0
CUST-000702,business,Europe East,none,1,0
CUST-000703,pro,Europe East,none,1,0
CUST-000704,pro,Europe West,none,1,0
CUST-000705,business,Latin America,none,1,0
CUST-000706,business,Europe East,none,1,0
CUST-000707,enterprise,North America,none,1,0
CUST-000708,business,Europe East,none,1,0
CUST-000709,business,North America,none,1,0
CUST-000710,free,Latin America,none,1,0
CUST-000711,pro,Latin America,none,1,0
CUST-000712,enterprise,Latin America,none,1,0
CUST-000713,pro,Asia Pacific,none,1,0
CUST-000714,enterprise,Europe East,none,1,0
CUST-000715,pro,Europe West,none,1,0
CUST-000716,free,North America,none,1,0
CUST-000717,pro,Europe East,none,1,0
CUST-000718,pro,Latin America,none,1,0
CUST-000719,pro,Asia Pacific,none,1,0
CUST-000720,pro,Latin America,none,1,0
CUST-000721,pro,Europe East,none,1,0
CUST-000722,pro,Europe West,none,1,0
CUST-000723,enterprise,Latin America,none,1,0
CUST-000724,business,North America,none,1,0
CUST-000725,free,North America,none,1,0
CUST-000726,pro,Europe East,none,1,0
CUST-000727,business,Europe West,none,1,0
CUST-000728,business,North America,none,1,0
CUST-000729,pro,Europe East,none,1,0
CUST-000730,business,Europe East,none,1,0
CUST-000731,pro,Asia Pacific,none,1,0
CUST-000732,free,Europe West,none,1,0
CUST-000733,business,Latin America,none,1,0
CUST-000734,free,Europe East,none,1,0
CUST-000735,pro,Latin America,none,1,0
CUST-000736,business,Europe West,none,1,0
CUST-000737,free,Latin America,none,1,0
CUST-000738,business,North America,none,1,0
CUST-000739,free,Europe West,none,1,0
CUST-000740,business,Latin America,none,1,0
CUST-000741,business,Europe East,none,1,0
CUST-000742,pro,Europe East,none,1,0
CUST-000743,business,Asia Pacific,none,1,0
CUST-000744,business,Asia Pacific,none,1,0
CUST-000745,free,North America,none,1,0
CUST-000746,pro,Asia Pacific,none,1,0
CUST-000747,enterprise,Europe West,none,1,0
CUST-000748,free,Asia Pacific,none,1,0
CUST-000749,pro,Europe West,none,1,0
CUST-000750,enterprise,Europe East,none,1,0
CUST-000751,pro,Europe West,none,1,0
CUST-000752,free,Europe West,none,1,0
CUST-000753,pro,North America,none,1,0
CUST-000754,pro,North America,none,1,0
CUST-000755,pro,Latin America,none,1,0
CUST-000756,business,Europe West,none,1,0
CUST-000757,enterprise,Latin America,none,1,0
CUST-000758,business,Europe East,none,1,0
CUST-000759,business,North America,none,1,0
CUST-000760,pro,Asia Pacific,none,1,0
CUST-000761,pro,North America,none,1,0
CUST-000762,enterprise,Europe East,none,1,0
CUST-000763,free,Europe East,none,1,0
CUST-000764,free,North America,none,1,0
CUST-000765,business,Europe West,none,1,0
CUST-000766,business,Europe West,none,1,0
CUST-000767,free,Asia Pacific,none,1,0
CUST-000768,free,North America,none,1,0
CUST-000769,pro,Europe West,none,1,0
CUST-000770,free,Latin America,none,1,0
CUST-000771,enterprise,North America,none,1,0
CUST-000772,free,Asia Pacific,none,1,0
CUST-000773,pro,North America,none,1,0
CUST-000774,enterprise,North America,none,1,0
CUST-000775,enterprise,Asia Pacific,none,1,0
CUST-000776,business,Asia Pacific,none,1,0
CUST-000777,pro,Europe East,none,1,0
CUST-000778,pro,North America,none,1,0
CUST-000779,business,Asia Pacific,none,1,0
CUST-000780,business,Europe East,none,1,0
CUST-000781,pro,Europe West,none,1,0
CUST-000782,business,Latin America,none,1,0
CUST-000783,pro,Asia Pacific,none,1,0
CUST-000784,business,Asia Pacific,none,1,0
CUST-000785,business,North America,none,1,0
CUST-000786,business,Asia Pacific,none,1,0
CUST-000787,business,Latin America,none,1,0
CUST-000788,pro,Europe East,none,1,0
CUST-000789,free,Asia Pacific,none,1,0
CUST-000790,enterprise,Asia Pacific,none,1,0
CUST-000791,enterprise,Europe East,none,1,0
CUST-000792,business,Latin America,none,1,0
CUST-000793,free,Europe West,none,1,0
CUST-000794,enterprise,North America,none,1,0
CUST-000795,free,Asia Pacific,none,1,0
CUST-000796,business,Latin America,none,1,0
CUST-000797,pro,North America,none,1,0
CUST-000798,enterprise,Asia Pacific,none,1,0
CUST-000799,enterprise,Europe East,none,1,0
CUST-000800,business,North America,none,1,0
CUST-000801,free,Latin America,none,1,0
CUST-000802,pro,North America,none,1,0
CUST-000803,pro,Europe East,none,1,0
CUST-000804,enterprise,Latin America,none,1,0
CUST-000805,enterprise,North America,none,1,0
CUST-000806,enterprise,Europe East,none,1,0
CUST-000807,business,Europe West,none,1,0
CUST-000808,business,Latin America,none,1,0
CUST-000809,business,Asia Pacific,none,1,0
CUST-000810,free,Latin America,none,1,0
CUST-000811,business,Europe West,none,1,0
CUST-000812,pro,Asia Pacific,none,1,0
CUST-000813,pro,Europe West,none,1,0
CUST-000814,pro,Europe East,none,1,0
CUST-000815,business,North America,none,1,0
CUST-000816,pro,Latin America,none,1,0
CUST-000817,business,North America,none,1,0
CUST-000818,free,North America,none,1,0
CUST-000819,pro,Europe West,none,1,0
CUST-000820,enterprise,Europe West,none,1,0
CUST-000821,pro,Europe East,none,1,0
CUST-000822,free,Asia Pacific,none,1,0
CUST-000823,business,Latin America,none,1,0
CUST-000824,free,North America,none,1,0
CUST-000825,business,Europe East,none,1,0
CUST-000826,free,Europe West,none,1,0
CUST-000827,business,Europe East,none,1,0
CUST-000828,business,Europe West,none,1,0
CUST-000829,pro,Europe East,none,1,0
CUST-000830,pro,Latin America,none,1,0
CUST-000831,free,Europe West,none,1,0
CUST-000832,free,Europe East,none,1,0
CUST-000833,pro,Europe West,none,1,0
CUST-000834,business,North America,none,1,0
CUST-000835,enterprise,Latin America,none,1,0
CUST-000836,pro,Asia Pacific,none,1,0
CUST-000837,pro,North America,none,1,0
CUST-000838,free,Europe East,none,1,0
CUST-000839,pro,North America,none,1,0
CUST-000840,free,Asia Pacific,none,1,0
CUST-000841,business,North America,none,1,0
CUST-000842,business,Europe West,none,1,0
CUST-000843,enterprise,North America,none,1,0
CUST-000844,pro,Asia Pacific,none,1,0
CUST-000845,business,North America,none,1,0
CUST-000846,pro,Europe East,none,1,0
CUST-000847,business,Europe West,none,1,0
CUST-000848,pro,Europe West,none,1,0
CUST-000849,free,Latin America,none,1,0
CUST-000850,pro,Europe East,none,1,0
CUST-000851,free,Europe West,none,1,0
CUST-000852,pro,Latin America,none,1,0
CUST-000853,business,Europe East,none,1,0
CUST-000854,free,Latin America,none,1,0
CUST-000855,free,Latin America,none,1,0
CUST-000856,free,Europe West,none,1,0
CUST-000857,pro,Europe West,none,1,0
CUST-000858,enterprise,Europe West,none,1,0
CUST-000859,enterprise,Latin America,none,1,0
CUST-000860,free,Latin America,none,1,0
CUST-000861,free,North America,none,1,0
CUST-000862,enterprise,Europe West,none,1,0
CUST-000863,business,North America,none,1,0
CUST-000864,pro,Asia Pacific,none,1,0
CUST-000865,pro,Asia Pacific,none,1,0
CUST-000866,free,North America,none,1,0
CUST-000867,enterprise,Europe West,none,1,0
CUST-000868,pro,Europe West,none,1,0
CUST-000869,pro,Latin America,none,1,0
CUST-000870,business,North America,none,1,0
CUST-000871,enterprise,North America,none,1,0
CUST-000872,enterprise,North America,none,1,0
CUST-000873,free,Europe West,none,1,0
CUST-000874,business,North America,none,1,0
CUST-000875,business,Asia Pacific,none,1,0
CUST-000876,enterprise,Europe West,none,1,0
CUST-000877,business,Latin America,none,1,0
CUST-000878,business,North America,none,1,0
CUST-000879,business,Europe West,none,1,0
CUST-000880,business,Europe West,none,1,0
CUST-000881,business,Europe East,none,1,0
CUST-000882,business,Europe East,none,1,0
CUST-000883,pro,North America,none,1,0
CUST-000884,business,North America,none,1,0
CUST-000885,free,Europe West,none,1,0
CUST-000886,enterprise,Asia Pacific,none,1,0
CUST-000887,business,Asia Pacific,none,1,0
CUST-000888,business,North America,none,1,0
CUST-000889,pro,Latin America,none,1,0
CUST-000890,free,Europe East,none,1,0
CUST-000891,pro,Latin America,none,1,0
CUST-000892,free,Latin America,none,1,0
CUST-000893,business,Asia Pacific,none,1,0
CUST-000894,business,Europe West,none,1,0
CUST-000895,pro,Latin America,none,1,0
CUST-000896,free,Europe East,none,1,0
CUST-000897,business,Asia Pacific,none,1,0
CUST-000898,enterprise,Latin America,none,1,0
CUST-000899,enterprise,Asia Pacific,none,1,0
CUST-000900,pro,North America,none,1,0
CUST-000901,free,Europe East,none,1,0
CUST-000902,pro,Europe West,none,1,0
CUST-000903,pro,North America,none,1,0
CUST-000904,business,Asia Pacific,none,1,0
CUST-000905,pro,Europe East,none,1,0
CUST-000906,free,Latin America,none,1,0
CUST-000907,pro,North America,none,1,0
CUST-000908,free,Europe West,none,1,0
CUST-000909,enterprise,North America,none,1,0
CUST-000910,enterprise,North America,none,1,0
CUST-000911,business,Asia Pacific,none,1,0
CUST-000912,business,North America,none,1,0
CUST-000913,business,Asia Pacific,none,1,0
CUST-000914,business,Europe West,none,1,0
CUST-000915,pro,Latin America,none,1,0
CUST-000916,business,North America,none,1,0
CUST-000917,pro,North America,none,1,0
CUST-000918,business,North America,none,1,0
CUST-000919,business,Latin America,none,1,0
CUST-000920,enterprise,Europe West,none,1,0
CUST-000921,business,North America,none,1,0
CUST-000922,pro,Europe West,none,1,0
CUST-000923,pro,Latin America,none,1,0
CUST-000924,free,Europe East,none,1,0
CUST-000925,enterprise,Asia Pacific,none,1,0
CUST-000926,business,Europe West,none,1,0
CUST-000927,free,Europe West,none,1,0
CUST-000928,pro,Europe West,none,1,0
CUST-000929,pro,Latin America,none,1,0
CUST-000930,free,North America,none,1,0
CUST-000931,free,Europe East,none,1,0
CUST-000932,business,Europe East,none,1,0
CUST-000933,pro,North America,none,1,0
CUST-000934,pro,Europe West,none,1,0
CUST-000935,enterprise,Europe West,none,1,0
CUST-000936,business,Europe East,none,1,0
CUST-000937,enterprise,North America,none,1,0
CUST-000938,enterprise,Latin America,none,1,0
CUST-000939,free,North America,none,1,0
CUST-000940,enterprise,Europe West,none,1,0
CUST-000941,free,Latin America,none,1,0
CUST-000942,pro,North America,none,1,0
CUST-000943,business,Asia Pacific,none,1,0
CUST-000944,free,Europe East,none,1,0
CUST-000945,enterprise,Latin America,none,1,0
CUST-000946,pro,Europe East,none,1,0
CUST-000947,pro,Europe East,none,1,0
CUST-000948,business,Europe West,none,1,0
CUST-000949,pro,Asia Pacific,none,1,0
CUST-000950,free,Latin America,none,1,0
CUST-000951,pro,Europe West,none,1,0
CUST-000952,business,Asia Pacific,none,1,0
CUST-000953,pro,Asia Pacific,none,1,0
CUST-000954,business,Europe West,none,1,0
CUST-000955,business,Asia Pacific,none,1,0
CUST-000956,enterprise,Latin America,none,1,0
CUST-000957,free,Latin America,none,1,0
CUST-000958,pro,North America,none,1,0
CUST-000959,enterprise,Latin America,none,1,0
CUST-000960,pro,Latin America,none,1,0
CUST-000961,pro,Europe East,none,1,0
CUST-000962,pro,Europe East,none,1,0
CUST-000963,pro,Latin America,none,1,0
CUST-000964,business,Europe East,none,1,0
CUST-000965,pro,North America,none,1,0
CUST-000966,business,Europe West,none,1,0
CUST-000967,free,Latin America,none,1,0
CUST-000968,business,Latin America,none,1,0
CUST-000969,enterprise,Europe East,none,1,0
CUST-000970,business,North America,none,1,0
CUST-000971,pro,Europe East,none,1,0
CUST-000972,business,Europe West,none,1,0
CUST-000973,business,North America,none,1,0
CUST-000974,business,Europe East,none,1,0
CUST-000975,enterprise,Asia Pacific,none,1,0
CUST-000976,free,Asia Pacific,none,1,0
CUST-000977,enterprise,Europe East,none,1,0
CUST-000978,business,Europe East,none,1,0
CUST-000979,free,Europe West,none,1,0
CUST-000980,enterprise,Asia Pacific,none,1,0
CUST-000981,free,Latin America,none,1,0
CUST-000982,business,Asia Pacific,none,1,0
CUST-000983,business,Asia Pacific,none,1,0
CUST-000984,pro,North America,none,1,0
CUST-000985,free,Europe West,none,1,0
CUST-000986,business,Asia Pacific,none,1,0
CUST-000987,business,Latin America,none,1,0
CUST-000988,enterprise,Latin America,none,1,0
CUST-000989,enterprise,Latin America,none,1,0
CUST-000990,enterprise,Latin America,none,1,0
CUST-000991,pro,North America,none,1,0
CUST-000992,pro,Europe West,none,1,0
CUST-000993,pro,Asia Pacific,none,1,0
CUST-000994,free,North America,none,1,0
CUST-000995,free,Latin America,none,1,0
CUST-000996,business,Europe West,none,1,0
CUST-000997,pro,Europe West,none,1,0
CUST-000998,pro,North America,none,1,0
CUST-000999,pro,North America,none,1,0
CUST-001000,business,Europe East,none,1,0
CUST-001001,pro,Asia Pacific,none,1,0
CUST-001002,pro,Latin America,none,1,0
CUST-001003,enterprise,Asia Pacific,none,1,0
CUST-001004,business,Europe East,none,1,0
CUST-001005,business,Europe West,none,1,0
CUST-001006,enterprise,Europe West,none,1,0
CUST-001007,free,Latin America,none,1,0
CUST-001008,business,Latin America,none,1,0
CUST-001009,enterprise,North America,none,1,0
CUST-001010,pro,Asia Pacific,none,1,0
CUST-001011,pro,Europe East,none,1,0
CUST-001012,pro,Europe West,none,1,0
CUST-001013,business,Latin America,none,1,0
CUST-001014,pro,North America,none,1,0
CUST-001015,business,North America,none,1,0
CUST-001016,free,Europe East,none,1,0
CUST-001017,pro,North America,none,1,0
CUST-001018,business,Latin America,none,1,0
CUST-001019,free,Europe West,none,1,0
CUST-001020,pro,Latin America,none,1,0
CUST-001021,free,North America,none,1,0
CUST-001022,business,Europe East,none,1,0
CUST-001023,business,Europe West,none,1,0
CUST-001024,free,Europe East,none,1,0
CUST-001025,enterprise,North America,none,1,0
CUST-001026,business,Europe East,none,1,0
CUST-001027,pro,Europe West,none,1,0
CUST-001028,pro,Europe East,none,1,0
CUST-001029,enterprise,Latin America,none,1,0
CUST-001030,business,Latin America,none,1,0
CUST-001031,enterprise,Asia Pacific,none,1,0
CUST-001032,enterprise,Asia Pacific,none,1,0
CUST-001033,enterprise,Asia Pacific,none,1,0
CUST-001034,enterprise,Latin America,none,1,0
CUST-001035,business,Asia Pacific,none,1,0
CUST-001036,pro,Asia Pacific,none,1,0
CUST-001037,business,Europe East,none,1,0
CUST-001038,pro,Latin America,none,1,0
CUST-001039,pro,Europe West,none,1,0
CUST-001040,business,Latin America,none,1,0
CUST-001041,pro,North America,none,1,0
CUST-001042,pro,Europe East,none,1,0
CUST-001043,pro,Asia Pacific,none,1,0
CUST-001044,enterprise,Asia Pacific,none,1,0
CUST-001045,free,North America,none,1,0
CUST-001046,enterprise,Europe East,none,1,0
CUST-001047,business,Latin America,none,1,0
CUST-001048,free,Latin America,none,1,0
CUST-001049,business,North America,none,1,0
CUST-001050,pro,Europe West,none,1,0
CUST-001051,business,North America,none,1,0
CUST-001052,pro,Asia Pacific,none,1,0
CUST-001053,free,Asia Pacific,none,1,0
CUST-001054,enterprise,North America,none,1,0
CUST-001055,pro,North America,none,1,0
CUST-001056,business,Europe East,none,1,0
CUST-001057,enterprise,Latin America,none,1,0
CUST-001058,pro,Asia Pacific,none,1,0
CUST-001059,free,Asia Pacific,none,1,0
CUST-001060,pro,Europe East,none,1,0
CUST-001061,enterprise,Europe East,none,1,0
CUST-001062,enterprise,North America,none,1,0
CUST-001063,pro,Asia Pacific,none,1,0
CUST-001064,business,Europe West,none,1,0
CUST-001065,business,North America,none,1,0
CUST-001066,free,Europe West,none,1,0
CUST-001067,business,Asia Pacific,none,1,0
CUST-001068,free,North America,none,1,0
CUST-001069,business,North America,none,1,0
CUST-001070,pro,Europe West,none,1,0
CUST-001071,business,Asia Pacific,none,1,0
CUST-001072,pro,Europe East,none,1,0
CUST-001073,pro,Latin America,none,1,0
CUST-001074,free,Asia Pacific,none,1,0
CUST-001075,enterprise,Asia Pacific,none,1,0
CUST-001076,enterprise,Latin America,none,1,0
CUST-001077,business,Latin America,none,1,0
CUST-001078,business,Asia Pacific,none,1,0
CUST-001079,business,Europe West,none,1,0
CUST-001080,business,Latin America,none,1,0
CUST-001081,free,Asia Pacific,none,1,0
CUST-001082,enterprise,Latin America,none,1,0
CUST-001083,enterprise,Europe East,none,1,0
CUST-001084,enterprise,Europe West,none,1,0
CUST-001085,business,Asia Pacific,none,1,0
CUST-001086,business,Latin America,none,1,0
CUST-001087,pro,North America,none,1,0
CUST-001088,business,Europe East,none,1,0
CUST-001089,business,Europe East,none,1,0
CUST-001090,enterprise,Europe East,none,1,0
CUST-001091,business,North America,none,1,0
CUST-001092,business,Europe East,none,1,0
CUST-001093,pro,Europe West,none,1,0
CUST-001094,business,Europe West,none,1,0
CUST-001095,pro,Asia Pacific,none,1,0
CUST-001096,free,Europe West,none,1,0
CUST-001097,free,Europe East,none,1,0
CUST-001098,free,Latin America,none,1,0
CUST-001099,business,North America,none,1,0
CUST-001100,pro,Asia Pacific,none,1,0
CUST-001101,business,North America,none,1,0
CUST-001102,business,Europe East,none,1,0
CUST-001103,enterprise,Latin America,none,1,0
CUST-001104,business,Asia Pacific,none,1,0
CUST-001105,pro,North America,none,1,0
CUST-001106,enterprise,Europe East,none,1,0
CUST-001107,business,Europe East,none,1,0
CUST-001108,pro,North America,none,1,0
CUST-001109,business,North America,none,1,0
CUST-001110,business,North America,none,1,0
CUST-001111,enterprise,Latin America,none,1,0
CUST-001112,pro,Latin America,none,1,0
CUST-001113,free,Latin America,none,1,0
CUST-001114,business,Latin America,none,1,0
CUST-001115,free,North America,none,1,0
CUST-001116,enterprise,North America,none,1,0
CUST-001117,pro,Latin America,none,1,0
CUST-001118,enterprise,Europe West,none,1,0
CUST-001119,pro,Latin America,none,1,0
CUST-001120,business,Europe West,none,1,0
CUST-001121,free,Europe West,none,1,0
CUST-001122,business,North America,none,1,0
CUST-001123,pro,Europe West,none,1,0
CUST-001124,enterprise,Asia Pacific,none,1,0
CUST-001125,free,Asia Pacific,none,1,0
CUST-001126,business,North America,none,1,0
CUST-001127,business,Europe West,none,1,0
CUST-001128,enterprise,North America,none,1,0
CUST-001129,business,Europe West,none,1,0
CUST-001130,enterprise,Asia Pacific,none,1,0
CUST-001131,pro,Asia Pacific,none,1,0
CUST-001132,pro,Asia Pacific,none,1,0
CUST-001133,business,Latin America,none,1,0
CUST-001134,business,Asia Pacific,none,1,0
CUST-001135,enterprise,Europe East,none,1,0
CUST-001136,pro,Europe West,none,1,0
CUST-001137,business,Europe West,none,1,0
CUST-001138,pro,Europe West,none,1,0
CUST-001139,business,North America,none,1,0
CUST-001140,enterprise,North America,none,1,0
CUST-001141,enterprise,Europe West,none,1,0
CUST-001142,enterprise,North America,none,1,0
CUST-001143,free,Europe East,none,1,0
CUST-001144,business,Europe East,none,1,0
CUST-001145,business,Europe East,none,1,0
CUST-001146,pro,Latin America,none,1,0
CUST-001147,pro,Europe East,none,1,0
CUST-001148,pro,Asia Pacific,none,1,0
CUST-001149,free,Europe West,none,1,0
CUST-001150,enterprise,North America,none,1,0
CUST-001151,pro,Europe West,none,1,0
CUST-001152,free,Latin America,none,1,0
CUST-001153,pro,Latin America,none,1,0
CUST-001154,pro,Europe West,none,1,0
CUST-001155,free,Latin America,none,1,0
CUST-001156,enterprise,Latin America,none,1,0
CUST-001157,pro,Europe East,none,1,0
CUST-001158,pro,Europe East,none,1,0
CUST-001159,business,North America,none,1,0
CUST-001160,enterprise,Latin America,none,1,0
CUST-001161,business,Europe East,none,1,0
CUST-001162,pro,Asia Pacific,none,1,0
CUST-001163,enterprise,Europe East,none,1,0
CUST-001164,business,Europe West,none,1,0
CUST-001165,business,Europe West,none,1,0
CUST-001166,business,Europe East,none,1,0
CUST-001167,pro,North America,none,1,0
CUST-001168,free,Europe West,none,1,0
CUST-001169,pro,North America,none,1,0
CUST-001170,pro,Latin America,none,1,0
CUST-001171,business,Latin America,none,1,0
CUST-001172,business,Europe West,none,1,0
CUST-001173,business,Asia Pacific,none,1,0
CUST-001174,business,Latin America,none,1,0
CUST-001175,business,Asia Pacific,none,1,0
CUST-001176,pro,Asia Pacific,none,1,0
CUST-001177,pro,Latin America,none,1,0
CUST-001178,pro,Europe East,none,1,0
CUST-001179,enterprise,Latin America,none,1,0
CUST-001180,business,Europe West,none,1,0
CUST-001181,pro,Latin America,none,1,0
CUST-001182,pro,North America,none,1,0
CUST-001183,business,Asia Pacific,none,1,0
CUST-001184,business,Europe East,none,1,0
CUST-001185,business,Latin America,none,1,0
CUST-001186,pro,Europe East,none,1,0
CUST-001187,free,North America,none,1,0
CUST-001188,pro,Europe East,none,1,0
CUST-001189,enterprise,Latin America,none,1,0
CUST-001190,pro,Latin America,none,1,0
CUST-001191,business,Latin America,none,1,0
CUST-001192,enterprise,Asia Pacific,none,1,0
CUST-001193,enterprise,Latin America,none,1,0
CUST-001194,business,North America,none,1,0
CUST-001195,free,Europe East,none,1,0
CUST-001196,pro,Asia Pacific,none,1,0
CUST-001197,business,Europe West,none,1,0
CUST-001198,enterprise,North America,none,1,0
CUST-001199,pro,Europe East,none,1,0
CUST-001200,pro,Europe West,none,1,0
CUST-001201,free,Europe East,none,1,0
CUST-001202,pro,North America,none,1,0
CUST-001203,pro,North America,none,1,0
CUST-001204,pro,Europe East,none,1,0
CUST-001205,free,Asia Pacific,none,1,0
CUST-001206,enterprise,Asia Pacific,none,1,0
CUST-001207,pro,Asia Pacific,none,1,0
CUST-001208,business,Europe West,none,1,0
CUST-001209,free,Europe West,none,1,0
CUST-001210,free,Europe East,none,1,0
CUST-001211,free,North America,none,1,0
CUST-001212,business,Europe East,none,1,0
CUST-001213,enterprise,North America,none,1,0
CUST-001214,business,Europe East,none,1,0
CUST-001215,business,Europe West,none,1,0
CUST-001216,pro,Europe East,none,1,0
CUST-001217,pro,Europe East,none,1,0
CUST-001218,free,Latin America,none,1,0
CUST-001219,free,North America,none,1,0
CUST-001220,enterprise,North America,none,1,0
CUST-001221,business,Europe East,none,1,0
CUST-001222,pro,North America,none,1,0
CUST-001223,enterprise,Asia Pacific,none,1,0
CUST-001224,free,Europe East,none,1,0
CUST-001225,business,Europe East,none,1,0
CUST-001226,business,Europe East,none,1,0
CUST-001227,enterprise,Europe West,none,1,0
CUST-001228,business,Latin America,none,1,0
CUST-001229,free,Latin America,none,1,0
CUST-001230,business,Europe East,none,1,0
CUST-001231,enterprise,Latin America,none,1,0
CUST-001232,business,Europe West,none,1,0
CUST-001233,business,Europe East,none,1,0
CUST-001234,enterprise,Asia Pacific,none,1,0
CUST-001235,business,Europe West,none,1,0
CUST-001236,business,North America,none,1,0
CUST-001237,business,Asia Pacific,none,1,0
CUST-001238,free,Europe East,none,1,0
CUST-001239,enterprise,Europe West,none,1,0
CUST-001240,pro,North America,none,1,0
CUST-001241,free,Europe East,none,1,0
CUST-001242,business,Latin America,none,1,0
CUST-001243,business,Asia Pacific,none,1,0
CUST-001244,pro,Europe West,none,1,0
CUST-001245,business,North America,none,1,0
CUST-001246,business,Europe West,none,1,0
CUST-001247,free,Latin America,none,1,0
CUST-001248,free,Latin America,none,1,0
CUST-001249,enterprise,Europe East,none,1,0
CUST-001250,business,Latin America,none,1,0
CUST-001251,pro,Latin America,none,1,0
CUST-001252,pro,North America,none,1,0
CUST-001253,business,Europe West,none,1,0
CUST-001254,pro,Europe West,none,1,0
CUST-001255,pro,Europe West,none,1,0
CUST-001256,business,Latin America,none,1,0
CUST-001257,business,Asia Pacific,none,1,0
CUST-001258,pro,Latin America,none,1,0
CUST-001259,free,Europe West,none,1,0
CUST-001260,enterprise,Latin America,none,1,0
CUST-001261,enterprise,Asia Pacific,none,1,0
CUST-001262,pro,Latin America,none,1,0
CUST-001263,business,Europe East,none,1,0
CUST-001264,business,Latin America,none,1,0
CUST-001265,business,North America,none,1,0
CUST-001266,enterprise,North America,none,1,0
CUST-001267,enterprise,Asia Pacific,none,1,0
CUST-001268,pro,Europe West,none,1,0
CUST-001269,enterprise,Asia Pacific,none,1,0
CUST-001270,pro,Latin America,none,1,0
CUST-001271,enterprise,Latin America,none,1,0
CUST-001272,pro,Europe East,none,1,0
CUST-001273,pro,Latin America,none,1,0
CUST-001274,business,Asia Pacific,none,1,0
CUST-001275,pro,Europe East,none,1,0
CUST-001276,pro,Asia Pacific,none,1,0
CUST-001277,business,Europe West,none,1,0
CUST-001278,pro,Europe West,none,1,0
CUST-001279,free,North America,none,1,0
CUST-001280,pro,Europe West,none,1,0
CUST-001281,enterprise,Latin America,none,1,0
CUST-001282,free,Europe East,none,1,0
CUST-001283,pro,Asia Pacific,none,1,0
CUST-001284,free,Europe East,none,1,0
CUST-001285,pro,Europe West,none,1,0
CUST-001286,enterprise,Asia Pacific,none,1,0
CUST-001287,free,North America,none,1,0
CUST-001288,business,Europe West,none,1,0
CUST-001289,enterprise,Latin America,none,1,0
CUST-001290,business,North America,none,1,0
CUST-001291,free,North America,none,1,0
CUST-001292,free,Asia Pacific,none,1,0
CUST-001293,business,Europe East,none,1,0
CUST-001294,business,Asia Pacific,none,1,0
CUST-001295,business,Latin America,none,1,0
CUST-001296,enterprise,Europe West,none,1,0
CUST-001297,free,Asia Pacific,none,1,0
CUST-001298,business,Asia Pacific,none,1,0
CUST-001299,pro,North America,none,1,0
CUST-001300,business,North America,none,1,0
CUST-001301,business,Europe West,none,1,0
CUST-001302,business,North America,none,1,0
CUST-001303,business,Asia Pacific,none,1,0
CUST-001304,free,North America,none,1,0
CUST-001305,business,Latin America,none,1,0
CUST-001306,pro,Asia Pacific,none,1,0
CUST-001307,business,North America,none,1,0
CUST-001308,pro,Asia Pacific,none,1,0
CUST-001309,pro,Europe West,none,1,0
