date,variant,users,checkout_conversion_rate,revenue_per_user,cart_abandonment_rate,page_time_on_page,add_to_cart_rate,session_duration,bounce_rate,repeat_visit_rate,impressions,clicks,ctr,avg_order_value,new_users,returning_users,mobile_pct,desktop_pct,tablet_pct
2023-10-25,control,98,0.0804,15.53,0.6327,66.3,0.1915,120.9,0.346,0.3865,911,72,0.079,63.08,58,40,0.4618,0.3906,0.1476
2023-10-25,treatment,103,0.1239,16.49,0.6733,62.7,0.2379,121.9,0.2962,0.3584,906,66,0.0728,58.45,56,47,0.5183,0.4069,0.0748
2023-10-26,control,115,0.0758,16.78,0.6798,65.1,0.1967,177.3,0.3023,0.4147,1117,145,0.1298,48.15,42,73,0.5392,0.4698,0
2023-10-26,treatment,103,0.119,18.39,0.6346,59.9,0.207,126.2,0.289,0.3684,995,147,0.1477,47.34,47,56,0.5075,0.455,0.0375
2023-10-27,control,107,0.0816,16.45,0.6375,58.9,0.1969,176.1,0.3024,0.355,1126,79,0.0702,64.34,44,63,0.5368,0.4419,0.0213
2023-10-27,treatment,110,0.1205,18.16,0.6626,60.0,0.1849,124.7,0.319,0.3988,928,133,0.1433,54.47,44,66,0.4847,0.4346,0.0807
2023-10-28,control,115,0.0868,14.75,0.6706,54.4,0.2041,130.0,0.3221,0.4151,1178,61,0.0518,51.87,54,61,0.4832,0.4492,0.0676
2023-10-28,treatment,95,0.1124,13.24,0.6475,89.3,0.2119,153.6,0.31,0.4109,836,140,0.1675,56.45,68,27,0.4722,0.3958,0.132
2023-10-29,control,102,0.0894,14.22,0.6496,48.3,0.1946,133.8,0.3052,0.4465,1006,150,0.1491,53.89,61,41,0.4891,0.4252,0.0857
2023-10-29,treatment,113,0.1216,17.7,0.6744,80.6,0.1851,144.4,0.3191,0.4366,881,92,0.1044,60.8,41,72,0.475,0.4107,0.1143
