hostname,ip,os_version,ssh_version,env,cve_2024_6387_vulnerable,cve_2024_6409_vulnerable,patch_required,errata_applicable
host-s0222-scan.example.com,10.84.26.158,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0223-scan.example.com,10.90.70.10,RHEL 9.4,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-p0224-scan.example.com,10.104.125.166,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-d0225-scan.example.com,10.109.135.144,Ubuntu 22.04,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-p0226-scan.example.com,10.109.231.158,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-p0227-scan.example.com,10.88.60.229,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-s0228-scan.example.com,10.102.164.50,Ubuntu 22.04,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0229-scan.example.com,10.102.177.171,RHEL 8.10,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0230-scan.example.com,10.98.215.20,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0231-scan.example.com,10.89.4.233,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-p0232-scan.example.com,10.99.99.228,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0233-scan.example.com,10.117.149.5,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0234-scan.example.com,10.108.117.165,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0235-scan.example.com,10.91.229.124,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-d0236-scan.example.com,10.109.46.112,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-d0237-scan.example.com,10.92.241.17,RHEL 9.4,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0238-scan.example.com,10.109.208.209,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0239-scan.example.com,10.80.164.119,Ubuntu 22.04,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-s0240-scan.example.com,10.96.77.193,RHEL 9.4,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-d0241-scan.example.com,10.101.12.251,RHEL 8.10,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4312
host-d0242-scan.example.com,10.109.115.117,RHEL 9.4,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4312
host-s0243-scan.example.com,10.104.13.230,Ubuntu 22.04,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4312
host-p0244-scan.example.com,10.81.35.96,Ubuntu 22.04,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-s0245-scan.example.com,10.98.232.100,Ubuntu 22.04,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0246-scan.example.com,10.116.14.44,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-d0247-scan.example.com,10.99.229.153,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0248-scan.example.com,10.85.37.106,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0249-scan.example.com,10.103.130.122,RHEL 9.4,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-s0250-scan.example.com,10.87.8.82,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-d0251-scan.example.com,10.87.49.191,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0252-scan.example.com,10.106.72.174,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-p0253-scan.example.com,10.104.190.11,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-p0254-scan.example.com,10.109.27.76,RHEL 9.4,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-s0255-scan.example.com,10.84.53.118,RHEL 9.4,OpenSSH_9.8p1,staging,false,false,false,N/A
host-p0256-scan.example.com,10.105.80.134,RHEL 9.4,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-s0257-scan.example.com,10.96.213.20,RHEL 8.10,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-d0258-scan.example.com,10.88.173.210,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-d0259-scan.example.com,10.82.8.140,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0260-scan.example.com,10.111.30.42,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-d0261-scan.example.com,10.112.6.174,RHEL 8.10,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-d0262-scan.example.com,10.100.176.117,RHEL 8.10,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0263-scan.example.com,10.80.190.173,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0264-scan.example.com,10.97.69.110,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4312
host-p0265-scan.example.com,10.119.132.11,RHEL 8.10,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-p0266-scan.example.com,10.102.8.127,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-d0267-scan.example.com,10.105.86.92,RHEL 9.4,OpenSSH_9.8p1,dev,false,false,false,N/A
host-d0268-scan.example.com,10.105.245.180,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-s0269-scan.example.com,10.86.20.120,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-d0270-scan.example.com,10.95.18.106,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0271-scan.example.com,10.85.220.45,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0272-scan.example.com,10.86.64.109,RHEL 9.4,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-s0273-scan.example.com,10.107.35.42,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0274-scan.example.com,10.89.3.118,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0275-scan.example.com,10.87.207.61,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-p0276-scan.example.com,10.105.5.4,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-d0277-scan.example.com,10.119.153.37,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-s0278-scan.example.com,10.114.64.70,Ubuntu 22.04,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4312
host-p0279-scan.example.com,10.88.87.139,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0280-scan.example.com,10.107.65.138,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0281-scan.example.com,10.114.137.56,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0282-scan.example.com,10.120.5.39,Ubuntu 22.04,OpenSSH_9.3p2,staging,true,false,true,RHSA-2024:4312
host-p0283-scan.example.com,10.91.90.213,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-s0284-scan.example.com,10.81.24.202,RHEL 8.10,OpenSSH_9.3p2,staging,true,false,true,RHSA-2024:4312
host-d0285-scan.example.com,10.110.171.166,RHEL 8.10,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0286-scan.example.com,10.117.18.100,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-s0287-scan.example.com,10.87.56.89,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4312
host-d0288-scan.example.com,10.105.249.134,Ubuntu 22.04,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-d0289-scan.example.com,10.94.185.62,RHEL 9.4,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-s0290-scan.example.com,10.104.6.10,RHEL 9.4,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0291-scan.example.com,10.81.74.111,RHEL 8.10,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-d0292-scan.example.com,10.91.24.160,RHEL 9.4,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-d0293-scan.example.com,10.85.81.26,RHEL 8.10,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-d0294-scan.example.com,10.87.44.140,RHEL 8.10,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-p0295-scan.example.com,10.86.137.104,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0296-scan.example.com,10.108.125.199,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-d0297-scan.example.com,10.104.111.196,RHEL 8.10,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4312
host-d0298-scan.example.com,10.96.3.244,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-d0299-scan.example.com,10.111.165.233,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0300-scan.example.com,10.84.159.104,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0301-scan.example.com,10.92.100.75,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-s0302-scan.example.com,10.95.83.28,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-s0303-scan.example.com,10.107.234.155,Ubuntu 22.04,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4312
host-s0304-scan.example.com,10.112.117.24,RHEL 9.4,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-p0305-scan.example.com,10.97.54.46,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0306-scan.example.com,10.116.229.202,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-s0307-scan.example.com,10.103.1.180,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-d0308-scan.example.com,10.87.249.21,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-p0309-scan.example.com,10.117.198.15,Ubuntu 22.04,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0310-scan.example.com,10.91.149.222,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-d0311-scan.example.com,10.80.202.124,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-p0312-scan.example.com,10.107.159.116,RHEL 8.10,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-p0313-scan.example.com,10.91.205.222,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-d0314-scan.example.com,10.104.215.126,RHEL 8.10,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4312
host-s0315-scan.example.com,10.80.141.49,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-d0316-scan.example.com,10.103.68.58,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-d0317-scan.example.com,10.105.240.8,RHEL 8.10,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-p0318-scan.example.com,10.103.77.178,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0319-scan.example.com,10.109.166.68,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0320-scan.example.com,10.83.236.60,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0321-scan.example.com,10.96.31.187,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-d0322-scan.example.com,10.87.6.16,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-p0323-scan.example.com,10.104.91.243,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-p0324-scan.example.com,10.111.83.98,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0325-scan.example.com,10.99.49.204,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-s0326-scan.example.com,10.120.236.185,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4312
host-p0327-scan.example.com,10.94.184.57,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-p0328-scan.example.com,10.103.49.245,Ubuntu 22.04,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0329-scan.example.com,10.88.133.10,RHEL 8.10,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-s0330-scan.example.com,10.87.84.249,RHEL 9.4,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-d0331-scan.example.com,10.110.217.156,RHEL 9.4,OpenSSH_9.8p1,dev,false,false,false,N/A
host-p0332-scan.example.com,10.105.248.84,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-p0333-scan.example.com,10.98.145.234,RHEL 8.10,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-p0334-scan.example.com,10.88.137.223,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-d0335-scan.example.com,10.98.65.249,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-s0336-scan.example.com,10.116.235.7,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-d0337-scan.example.com,10.92.19.117,RHEL 8.10,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0338-scan.example.com,10.95.7.133,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4312
host-p0339-scan.example.com,10.84.42.36,Ubuntu 22.04,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0340-scan.example.com,10.107.193.62,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-d0341-scan.example.com,10.105.46.89,RHEL 8.10,OpenSSH_9.8p1,dev,false,false,false,N/A
host-s0342-scan.example.com,10.102.75.59,Ubuntu 22.04,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-d0343-scan.example.com,10.82.51.239,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-d0344-scan.example.com,10.86.168.83,RHEL 9.4,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0345-scan.example.com,10.106.51.142,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-p0346-scan.example.com,10.111.67.70,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4312
host-d0347-scan.example.com,10.119.28.188,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-s0348-scan.example.com,10.120.84.246,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-s0349-scan.example.com,10.94.174.108,RHEL 8.10,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-s0350-scan.example.com,10.105.208.211,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-s0351-scan.example.com,10.84.194.195,RHEL 9.4,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-p0352-scan.example.com,10.96.96.35,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-d0353-scan.example.com,10.106.202.3,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-d0354-scan.example.com,10.106.171.53,RHEL 9.4,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0355-scan.example.com,10.93.167.246,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0356-scan.example.com,10.84.231.107,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-s0357-scan.example.com,10.81.184.95,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0358-scan.example.com,10.95.15.177,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-d0359-scan.example.com,10.116.72.207,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-s0360-scan.example.com,10.84.40.132,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-d0361-scan.example.com,10.83.90.210,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-p0362-scan.example.com,10.88.162.10,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-d0363-scan.example.com,10.91.151.232,RHEL 8.10,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-d0364-scan.example.com,10.94.235.239,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-s0365-scan.example.com,10.111.149.155,Ubuntu 22.04,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-s0366-scan.example.com,10.102.215.74,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0367-scan.example.com,10.83.235.53,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4312
host-s0368-scan.example.com,10.112.48.198,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-s0369-scan.example.com,10.118.190.110,RHEL 9.4,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0370-scan.example.com,10.104.192.120,Ubuntu 22.04,OpenSSH_9.3p2,staging,true,false,true,RHSA-2024:4340
host-d0371-scan.example.com,10.120.149.11,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-s0372-scan.example.com,10.85.159.205,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-p0373-scan.example.com,10.86.54.206,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-p0374-scan.example.com,10.93.252.221,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0375-scan.example.com,10.103.115.120,RHEL 9.4,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-p0376-scan.example.com,10.83.234.147,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-s0377-scan.example.com,10.82.184.17,Ubuntu 22.04,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-p0378-scan.example.com,10.101.92.108,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0379-scan.example.com,10.84.198.226,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-d0380-scan.example.com,10.102.15.101,RHEL 9.4,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0381-scan.example.com,10.116.127.252,RHEL 8.10,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-d0382-scan.example.com,10.84.132.36,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4312
host-p0383-scan.example.com,10.107.1.226,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-s0384-scan.example.com,10.93.68.95,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0385-scan.example.com,10.97.62.231,RHEL 8.10,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-d0386-scan.example.com,10.108.40.240,RHEL 9.4,OpenSSH_9.8p1,dev,false,false,false,N/A
host-s0387-scan.example.com,10.83.233.162,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4312
host-d0388-scan.example.com,10.111.191.15,RHEL 9.4,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-d0389-scan.example.com,10.113.113.180,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0390-scan.example.com,10.86.196.222,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-d0391-scan.example.com,10.82.176.210,Ubuntu 22.04,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-p0392-scan.example.com,10.116.21.108,Ubuntu 22.04,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0393-scan.example.com,10.120.220.17,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0394-scan.example.com,10.118.5.111,RHEL 9.4,OpenSSH_9.8p1,staging,false,false,false,N/A
host-d0395-scan.example.com,10.96.82.217,RHEL 8.10,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-s0396-scan.example.com,10.114.145.162,RHEL 8.10,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-d0397-scan.example.com,10.90.30.227,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-p0398-scan.example.com,10.106.229.11,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-p0399-scan.example.com,10.102.214.124,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0400-scan.example.com,10.88.87.30,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0401-scan.example.com,10.85.116.177,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-d0402-scan.example.com,10.111.206.63,RHEL 9.4,OpenSSH_9.8p1,dev,false,false,false,N/A
host-d0403-scan.example.com,10.106.233.182,RHEL 8.10,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-s0404-scan.example.com,10.111.104.136,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-s0405-scan.example.com,10.82.67.91,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0406-scan.example.com,10.86.130.143,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-s0407-scan.example.com,10.91.106.223,RHEL 8.10,OpenSSH_9.8p1,staging,false,false,false,N/A
host-d0408-scan.example.com,10.109.170.150,RHEL 9.4,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0409-scan.example.com,10.104.132.119,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0410-scan.example.com,10.86.18.200,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-d0411-scan.example.com,10.86.143.127,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-p0412-scan.example.com,10.105.38.39,Ubuntu 22.04,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-s0413-scan.example.com,10.81.121.229,RHEL 9.4,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0414-scan.example.com,10.97.12.210,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-d0415-scan.example.com,10.98.214.148,RHEL 9.4,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4312
host-p0416-scan.example.com,10.112.100.81,RHEL 8.10,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-p0417-scan.example.com,10.99.245.172,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-p0418-scan.example.com,10.112.120.170,Ubuntu 22.04,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0419-scan.example.com,10.89.37.178,RHEL 8.10,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-p0420-scan.example.com,10.100.56.112,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4312
host-d0421-scan.example.com,10.108.250.4,RHEL 9.4,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4312
host-p0422-scan.example.com,10.85.103.251,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0423-scan.example.com,10.96.76.121,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-s0424-scan.example.com,10.97.59.33,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0425-scan.example.com,10.119.81.202,RHEL 9.4,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-d0426-scan.example.com,10.96.184.95,Ubuntu 22.04,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-d0427-scan.example.com,10.94.221.242,RHEL 9.4,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-d0428-scan.example.com,10.101.138.130,RHEL 9.4,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-p0429-scan.example.com,10.106.97.88,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-p0430-scan.example.com,10.93.135.87,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0431-scan.example.com,10.86.232.153,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0432-scan.example.com,10.93.199.44,RHEL 8.10,OpenSSH_9.3p2,staging,true,false,true,RHSA-2024:4340
host-p0433-scan.example.com,10.108.121.124,Ubuntu 22.04,OpenSSH_9.6p1,prod,true,false,true,RHSA-2024:4340
host-p0434-scan.example.com,10.86.14.75,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4312
host-p0435-scan.example.com,10.101.92.54,RHEL 8.10,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-p0436-scan.example.com,10.111.251.41,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0437-scan.example.com,10.87.166.187,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0438-scan.example.com,10.106.114.29,RHEL 9.4,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4312
host-p0439-scan.example.com,10.103.234.141,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-p0440-scan.example.com,10.83.26.131,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-d0441-scan.example.com,10.111.206.136,Ubuntu 22.04,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-d0442-scan.example.com,10.84.205.59,Ubuntu 22.04,OpenSSH_9.8p1,dev,false,false,false,N/A
host-p0443-scan.example.com,10.101.51.31,RHEL 9.4,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
