V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,Amount,Class
1.16106,0.691454,0.058445,-3.736399,-5.273786,4.62121,-0.573481,1.311438,-0.180412,1.03385,-3.131752,-1.069703,-3.185103,-2.500452,-1.595295,-3.974409,-0.991579,-1.492867,-2.431741,-0.265678,-0.022114,-1.59025,3.722147,1.292773,1.962899,-0.558252,1.474439,1.22492,102626.3,66.38,0
6.853329,-0.556535,3.822751,4.100599,-2.384329,-1.072621,-1.838338,-4.024412,4.196328,-1.21059,0.911156,0.093941,-0.051246,0.653814,3.68765,1.4399,-3.023314,-0.122726,-2.124217,-0.013659,-0.241176,-0.752245,-2.492484,-0.56717,-0.258847,1.442477,-1.109321,-0.076536,139626.3,67.92,0
-3.719006,-4.110001,-0.442491,-0.939977,-1.410247,-4.143754,0.52144,-0.738061,2.332907,1.376256,-3.213767,0.949661,-1.40734,3.524763,-0.066574,-1.10773,-0.874064,-3.151884,2.612636,4.23871,-3.373104,-0.478407,-0.204249,-1.069699,2.130689,2.120646,-0.404817,3.314052,133297.0,2.63,0
-0.147556,1.043614,-0.87637,-3.568836,2.682361,1.385318,-1.989601,2.3559,-2.229088,-0.976607,-0.036697,1.117902,-3.365628,-1.650128,0.362936,2.599251,4.123236,1.143698,0.079273,2.258257,-0.824777,0.726833,3.315559,-1.489394,-3.664142,-1.227795,-0.100847,-1.665496,55604.8,47.56,0
-0.158206,1.157456,-2.346773,2.369997,1.41109,-0.980987,2.504995,-6.916744,0.923894,-0.268844,-1.947747,0.425303,1.174532,-1.695013,-0.268935,-0.091124,0.844717,2.576227,-0.951097,2.633836,-2.543233,0.571476,-3.181276,0.129199,1.263945,3.439048,0.081439,-1.197304,1102.0,46.62,0
-3.213779,4.56049,5.017171,-4.794812,4.024446,0.036298,2.489076,-3.405809,2.48796,1.866352,0.211804,2.785642,7.44091,2.87783,-0.237259,-0.944118,4.037127,-2.126876,-3.160319,-0.384765,-3.676948,3.697399,0.714019,0.410282,2.165692,2.341859,1.905347,0.938927,75161.6,294.23,0
-0.177073,2.516652,1.389593,-4.129462,-0.221136,-2.352495,-0.143585,1.014705,1.299008,4.159461,-1.227001,-0.707865,1.348966,2.212568,-2.320704,1.510778,1.43078,-0.315749,-0.576259,1.465296,0.832982,0.761336,-1.353817,-3.100146,-0.164506,-0.460868,0.755945,-1.223221,15760.9,25.21,0
-4.420284,-0.368364,-0.556327,8.544523,2.746312,0.533387,-4.203374,1.277209,0.002629,2.78383,0.446661,-1.242281,4.414192,0.325184,1.18381,-0.127295,0.92646,-1.8132,-2.014762,-2.101032,-1.311797,-0.727176,0.1492,-0.348933,3.470395,1.445608,-0.812287,0.292381,156390.2,156.22,0
3.162446,0.854607,1.834443,3.182388,1.200196,-2.436851,3.949351,0.726109,0.826602,1.537738,0.763746,1.795076,0.464028,-0.408456,-1.237912,-1.124916,-0.619561,2.077822,-0.690631,-0.222154,-0.197071,1.014349,1.200615,3.554002,-2.437861,-0.387514,0.945488,-2.696195,170961.0,134.55,0
-3.264878,-0.921922,2.872976,-1.725359,-1.322868,1.096914,-0.781458,1.659631,3.511621,-2.644084,7.06129,2.668126,-3.941855,-0.721697,6.078218,-0.014722,2.542502,1.807481,-0.391171,3.661874,0.574072,-0.32017,1.301801,-0.028718,1.78204,-2.496165,-1.930464,2.41945,146047.4,17.11,0
1.578149,-4.208495,0.584587,-0.344645,-2.04108,-6.242343,-3.141573,-1.301908,2.870161,6.882887,2.099134,-1.891821,-0.989438,2.48903,1.381029,0.860018,0.511898,2.518513,4.583687,0.019205,0.309621,0.958397,-0.854991,-3.94673,0.864029,-1.247084,2.172395,0.291884,158489.0,131.54,0
4.805773,-5.662059,-4.765208,4.765256,-1.005789,0.760084,-0.458688,1.334514,3.411954,5.092627,1.619718,-5.895442,-0.860679,-1.146949,3.393995,-0.660259,3.409468,-1.596678,0.457501,2.629278,0.754618,1.450963,-0.363922,-0.870242,-0.565798,-4.107896,1.5602,-0.505297,171804.2,112.52,1
6.792455,-3.614371,0.669235,3.555239,1.395876,-0.57589,-0.057159,-1.916152,1.536548,-0.167463,0.793616,-0.682613,-0.855476,-3.17517,1.852767,-1.563987,-0.155476,1.58395,1.437806,0.63649,0.076851,0.060405,-2.265519,1.920395,3.568097,-0.681498,-1.608327,0.067834,94348.6,9.45,0
2.811372,-3.172776,-0.653213,-1.540026,4.757076,2.332269,-0.646445,2.187784,0.955497,-0.293593,1.143859,2.041404,-0.334057,-2.876125,0.797811,-0.580932,-2.462505,-1.613268,-0.511389,0.05433,1.095292,-0.403707,0.832328,-0.672069,0.954905,0.685222,0.939132,2.299433,124762.4,115.67,0
-0.427523,2.094092,3.532728,1.118932,0.849729,-1.317274,-1.795552,2.107057,-1.037672,3.53902,-1.321622,-0.943299,1.419668,0.226658,-0.241612,0.878474,1.025877,-1.499239,-1.899626,1.392087,-0.452074,-0.704219,-1.137732,-0.315027,1.264012,-1.0758,-1.215749,0.417957,80358.3,22.66,0
4.56297,1.829655,-0.597975,-1.029496,-1.9086,2.802908,3.477637,-0.635215,-4.613888,-1.583785,1.063271,-2.272278,-4.602464,-1.022182,-4.590425,0.715973,-0.86231,0.126561,2.658146,-1.815872,-4.188411,-0.053889,0.867581,-2.573178,-0.644802,-0.590235,0.045903,-0.984793,170090.9,316.42,0
2.172526,2.167773,3.039045,-0.220265,3.862733,-0.065078,1.031964,-1.734139,4.786474,-2.944861,2.216221,0.972237,-1.668573,1.228473,-0.408207,2.402581,2.645979,-2.634742,-1.784044,-1.698564,-1.765423,0.951388,1.47043,1.923049,0.218177,-4.022807,1.890421,-0.935072,17450.3,29.77,0
-1.687907,2.479295,-2.438039,2.16462,-0.588714,-0.471857,-0.23484,1.430643,-3.04333,-2.426127,4.991203,1.21558,-0.848072,1.476804,-0.135309,-4.953091,0.346859,-0.255936,0.715726,-1.549455,-0.42988,2.170038,-0.279062,-0.772134,0.638844,-0.670083,1.761969,-0.279209,142695.7,27.73,0
-1.161416,-1.482554,1.27608,5.066157,-0.263998,-4.550761,3.301206,-3.57353,-1.493621,-0.140924,-1.091428,2.645676,3.020003,3.380362,0.395987,-0.366661,1.431368,3.718517,0.807157,-1.29457,-4.199287,1.148442,-0.416288,-1.382271,0.924962,-1.805157,-0.559528,-0.618631,5281.1,41.17,0
2.621173,5.266803,-2.259958,-1.348743,3.015632,4.901387,-0.026432,-3.972868,-0.551006,2.411785,1.661349,2.67107,4.523577,-0.992032,-2.034987,-2.645957,-0.263982,2.140064,3.540723,0.437542,0.028728,-0.252483,2.268817,-1.371612,-0.183625,-0.131566,-0.044815,2.893148,52781.0,301.45,0
-2.544974,1.298468,-1.262264,1.736318,-4.045256,0.843394,1.200083,-2.335805,2.443147,1.79398,-2.468223,-3.937542,-2.387499,2.359429,-1.466956,-1.172254,0.607603,0.479174,2.924886,-0.209053,0.977972,-1.130119,-0.9454,-3.687599,-0.301017,0.923781,0.343495,-3.41501,139171.8,143.24,0
-2.376115,-3.707951,-0.746565,-4.020829,2.131043,-0.033275,-2.290824,1.262139,3.903403,0.863463,-1.429968,-0.681251,-0.244681,-1.613529,-3.85139,-0.832696,2.67185,-1.737204,-3.957188,-0.177564,2.150474,-3.272614,0.351568,0.740602,0.939499,0.947062,1.003428,-2.534305,31632.7,100.59,0
2.340236,1.445829,-0.088791,-2.396784,0.584848,-2.353281,-0.146614,2.16498,1.708001,-2.268183,2.165839,-2.364471,0.848567,-0.30313,2.036522,-1.65945,1.4188,-1.523023,-0.204478,0.636262,0.645715,-0.819155,0.583139,1.757348,-3.454256,-1.563676,-1.388279,0.367632,123661.8,133.35,0
-1.251051,-1.326803,-0.183864,-0.203598,-0.68551,4.519628,2.205544,3.855774,-4.321364,0.27785,2.878203,1.740989,-1.596467,-1.738717,2.160042,-0.467531,1.393849,0.32889,-0.24116,0.240959,-1.617724,3.232248,1.014133,2.518808,-0.926095,-0.918911,-0.526752,-1.378546,22278.2,42.74,0
2.738135,4.686214,-0.704709,2.215671,-0.514299,-3.601781,-2.907101,4.632524,2.335235,-0.065147,1.881891,-1.315034,2.156653,5.180901,1.991399,-1.099223,0.468463,3.353647,2.265559,2.389758,-1.003005,-0.617563,-1.794101,1.940541,3.481299,0.808838,-0.074229,1.977969,8395.4,462.63,0
-0.335497,-0.476029,-1.093814,-2.701772,-2.527562,2.322948,-1.508128,0.240114,-1.214487,-3.319785,-1.138643,3.352655,-0.974267,-1.555659,-0.962724,-0.736199,0.491295,-0.864463,-0.200075,-0.981834,0.697127,0.591392,0.391616,1.13963,-0.173687,2.062009,0.769217,2.380537,51034.3,3.55,0
1.802477,6.508228,-0.102372,0.181315,-2.832663,-5.184219,2.010957,-3.325105,0.656082,0.87538,-3.918211,-0.282801,1.453081,1.050986,0.795377,6.539191,-0.68497,2.248841,1.028649,0.72729,1.566402,0.386198,0.510343,-1.477635,-0.056252,-0.757605,0.026058,-0.489771,147218.6,96.19,0
-1.979677,2.428301,-4.219717,-3.982596,4.214311,2.734779,1.097977,2.400709,1.974447,-0.467174,-3.598161,3.079416,1.04856,-3.165299,0.320167,-1.031187,-0.248025,-0.688739,1.129978,-0.41683,-2.25216,1.278718,0.898731,-2.566404,0.715977,1.508965,-0.251623,0.300286,118269.9,161.1,0
4.523243,4.774368,2.225583,1.877899,2.053048,0.598999,-1.625303,3.733939,-1.905796,-3.840096,-2.801661,-1.434394,3.464879,-0.474037,-1.442372,2.275655,-0.293916,-0.894628,-0.816317,-1.285313,-1.657618,2.352662,-2.650524,2.277151,-4.849506,-1.808734,2.231599,0.772421,27115.8,166.93,0
0.793542,-0.83685,-2.11305,0.109042,0.868459,-0.16185,0.64935,3.678586,-1.532287,1.044874,-4.259564,1.09669,-4.38731,1.452132,-1.069143,0.361087,-3.129292,0.050449,1.689227,1.239695,-0.033638,-0.012298,2.11906,1.324783,-1.093334,-0.985711,-1.121779,-0.057039,116025.4,265.3,0
1.97451,0.68885,-3.504211,1.012886,-2.272688,-2.089016,-2.315545,-3.442859,3.245746,2.770884,0.395373,2.158807,2.920568,-5.208458,-0.712803,2.580539,-0.19513,-0.61398,0.579269,0.944129,-0.644686,-2.972633,1.988991,1.539694,1.544328,3.624609,-1.42601,1.102185,135023.2,65.3,1
5.036314,-2.459231,-4.158185,-2.549963,-3.837584,1.211042,1.371473,-0.380042,-3.135063,0.022622,5.468409,1.687533,1.429251,-2.240894,-5.064656,-0.259515,1.248167,2.476842,-0.131375,-1.040578,-2.007775,1.672841,1.622449,-1.432867,-3.653365,3.142245,2.415843,-1.367408,47275.2,292.7,0
-1.509658,0.453033,-3.774438,2.26454,-0.022907,-2.275345,-1.578892,-4.924493,-1.416665,-5.68656,-1.103636,-1.189377,-1.384104,-1.340558,-1.894453,2.71487,3.094348,-0.356077,2.344529,-0.612998,-0.589744,-1.574682,1.290315,1.112514,-2.258326,0.271963,-0.85309,-1.443074,129225.7,162.68,0
3.07766,-4.316302,-0.638278,-0.090171,2.504039,3.182964,1.366487,4.117672,1.112549,1.741259,-0.016516,4.589842,-0.716702,-1.791198,0.01302,-0.563673,0.391441,-0.898574,2.271293,-2.418842,2.121574,-2.349462,-1.262943,-0.497904,0.670336,-2.97398,-0.571335,2.298844,160089.2,43.32,0
2.525076,-0.380011,-0.435958,-0.145516,-0.03226,3.758715,1.033827,-5.15434,2.704694,-4.824539,-0.995174,-3.326548,0.094843,-2.89142,-3.100025,-2.302368,1.749696,-0.390023,1.367738,2.720599,0.464771,1.083195,-1.793549,-0.15221,-2.010477,0.941494,1.495263,1.545337,44064.8,35.46,0
0.959679,1.384552,-0.405777,0.812082,3.464678,-1.53896,-1.618142,-2.568603,-2.155048,-1.037961,0.45473,-2.051388,0.281056,1.440133,2.427706,1.083962,-2.304594,1.313521,1.214322,0.772311,0.399691,1.661357,-0.832943,0.969705,0.035907,-2.090204,3.073366,-0.063094,169532.0,0.78,0
-6.024577,2.104213,-2.999835,-2.555868,4.027777,-1.044625,-2.542289,5.220699,2.369141,-0.836422,-1.934232,-0.489504,3.706637,-2.259764,-2.866226,2.80401,-0.606563,0.210959,1.076001,-0.780148,-4.726959,-0.403121,2.295935,3.910406,-0.206271,-0.048739,2.253018,0.953123,133668.8,176.89,0
2.910836,2.188862,-2.280283,-7.321875,0.625537,-3.845342,4.081811,-1.59286,1.607552,2.280467,-0.515036,0.894747,3.938099,1.367647,-2.749408,-1.02712,0.232866,1.608699,-2.205098,1.824982,-0.328533,0.143265,-1.060863,-1.973354,-1.531493,-1.831454,0.082005,-2.122288,121106.8,6.66,0
4.075928,3.154072,-0.384411,1.129627,0.282755,-2.883801,-3.080444,2.340911,-3.106905,0.502317,1.597651,1.806568,0.867773,-2.761673,1.215894,-0.304182,-2.101735,-4.176383,0.924976,-3.104887,-3.32929,3.321042,-2.222538,-0.75596,0.125639,0.119372,-1.681858,-1.133321,163630.5,32.11,0
2.225838,-1.516438,-3.503788,2.104861,-1.624134,-0.126029,0.917766,4.850676,0.552872,1.485785,1.470853,-4.466879,3.244449,-4.291397,2.500928,-0.087415,-1.695753,-0.534314,0.849837,0.373497,-0.344307,-2.1701,-0.471418,0.823865,-0.449667,-0.646887,-2.589194,-2.343401,54910.9,52.92,0
-1.339384,3.609091,-2.486796,-1.067329,-1.177272,2.61083,1.991329,0.059334,0.744647,4.036907,-4.318524,1.795288,2.537943,2.792831,1.805627,-1.70261,-1.158936,1.390575,-1.208061,-0.396684,-2.935236,-2.265646,0.641318,-0.766803,-1.327811,-0.319271,0.497295,-0.417998,13028.5,1.66,0
3.821223,0.745837,-3.149655,2.099131,2.896637,-1.898896,-9.318194,-2.561021,-4.338218,0.753205,-1.158561,1.27404,0.529838,-3.702842,-0.640847,2.378379,-2.15713,-0.138036,-3.021949,-0.04015,2.041096,-2.811587,-0.840151,-0.711921,-1.895078,-0.163949,1.731833,3.519614,113941.3,303.38,0
-2.766243,0.282878,0.641612,3.176219,2.43764,0.997714,1.738887,0.470286,2.01987,-1.296767,-2.6491,0.500537,6.319518,1.857665,-1.575036,3.066604,-4.008649,-0.528986,0.814716,-1.346474,-1.158664,-0.322998,-1.003628,-1.411466,-1.897387,-2.652097,-1.594579,-0.162481,156764.2,64.18,0
2.296933,-2.47465,-3.855855,0.427618,-1.504248,-0.017047,0.536849,0.898422,-1.090734,-1.351685,0.897241,2.099712,-0.240599,-1.130031,0.506028,3.986351,-0.457866,-2.365035,-1.397751,0.182599,1.953581,3.051984,0.543984,0.075145,-0.928747,-0.448945,-0.320371,-0.328913,98883.6,5.08,0
3.163944,6.61381,-2.977949,-2.107657,4.355132,0.502551,-1.139243,-1.804727,2.390445,1.400904,4.91898,-0.21887,2.11871,3.803947,-3.226312,-2.31746,0.58356,-1.202389,-0.86404,-1.321844,-0.288449,-1.717647,-2.367526,0.693319,0.218442,1.66408,0.861216,0.678325,148530.6,62.01,0
0.783267,1.053681,-3.891264,0.584119,4.669406,1.147566,-1.32479,-0.027193,-1.339217,0.147116,-3.65625,-2.723623,3.23713,-2.395366,-1.617652,-2.155075,-0.439735,0.455212,-1.454358,-0.268972,1.111082,-3.174997,-1.811584,1.629629,-0.16015,-2.87432,-0.245896,-0.685287,23133.9,57.29,0
1.523629,-1.832623,2.088491,-2.006805,1.615672,3.935625,0.853433,-3.311019,0.226216,0.202643,-2.109969,-3.022784,-0.896822,1.997217,1.840243,2.639755,-0.096428,4.125692,-1.734612,0.881628,-0.471125,2.833668,0.059666,-1.857752,0.423226,-1.907396,-1.439209,1.48218,43850.7,32.36,0
-1.328437,-4.547713,2.563295,-3.24665,-0.041083,-2.936809,-0.493,-1.467044,0.571338,2.466427,-1.634567,2.578702,-1.202063,-3.405308,3.093277,4.815116,0.939145,0.030504,2.858542,3.610688,-0.651979,0.273116,0.133334,0.723715,1.675346,0.393486,2.265696,-0.215371,90025.6,109.86,0
5.150358,-1.797132,-1.948874,-2.323099,1.201858,3.76877,0.722788,-2.012894,3.373091,0.708911,-1.769925,-0.17284,0.308645,0.545275,0.003638,0.052617,4.005035,5.950788,0.35468,-1.834425,-2.04795,1.544948,-3.004518,-0.32725,0.691153,0.308843,-0.667685,2.940433,158106.2,37.8,0
-0.66783,3.905219,2.243121,6.064374,-1.906754,-0.952494,-1.049352,0.679679,1.912478,0.916877,4.173343,-1.413614,4.626157,-1.262855,1.137277,-2.654031,-1.921086,-5.130047,-3.241259,-1.325418,0.23337,-4.838978,-1.987607,0.511481,-0.352312,-0.207742,0.459648,0.399311,109491.7,454.96,0
0.323192,2.506118,3.30215,-0.932689,5.186054,0.311457,0.012819,1.148785,-2.182072,-4.115008,5.036624,2.554222,-2.171285,0.315323,1.402934,-1.073515,3.081214,-1.038477,2.034416,-1.260859,0.988987,2.944735,0.877692,-0.878547,0.387916,1.232255,-0.706287,-0.63188,18435.1,223.36,0
-2.106094,-3.423036,0.318107,-3.482617,3.044939,0.813075,-2.240521,-2.081709,5.413991,-0.489583,1.932443,-2.047356,5.20543,-0.501146,-0.301429,1.531093,-0.635766,-0.324633,0.712463,-2.173123,-2.228974,-0.568813,-2.211999,1.697395,2.181446,4.146139,-0.585269,-1.683285,119090.1,1.05,0
-2.285841,-1.253955,-1.678121,-1.413096,-1.929905,-0.596809,-3.592874,0.641612,-1.995018,2.192734,0.934065,3.613853,-3.206066,3.245772,-0.262283,1.361591,1.912969,2.01849,0.126259,0.90915,-0.178787,1.382514,-1.649783,0.728191,2.693945,3.410969,1.762349,2.338169,30516.3,61.17,0
2.08088,-2.838359,-0.919529,-4.828061,-1.092869,3.29994,-2.432545,-1.083657,-0.327478,-0.819054,1.088063,-2.514114,-1.76028,-1.831445,-1.079941,1.794326,-4.629166,-1.801706,-0.019884,0.399877,2.836337,2.635938,1.199335,-0.275376,-2.250225,-1.129307,1.311564,2.478307,61360.0,98.81,0
-0.523708,-6.066729,-1.717907,1.563681,-1.040989,-1.112122,2.38226,4.102266,-1.879934,3.012363,-4.288701,-2.029981,1.259119,0.592653,0.267996,1.902685,-0.435848,1.60126,-1.00241,-1.254978,-3.656062,1.285083,-1.605463,1.813556,1.76695,-0.377723,0.143965,0.316506,125753.3,95.84,0
-0.367401,-1.128369,0.662689,1.131674,5.200755,2.163799,-0.584441,-0.180094,-3.462417,2.564979,1.656078,0.935508,1.921741,2.777879,1.45594,-1.247587,0.028757,1.716949,-0.761852,-0.75723,0.247879,-0.38853,-1.897408,-3.057666,-0.905692,1.721347,2.032566,-0.312406,47071.0,51.99,0
-0.59516,-1.713172,-3.291529,-2.275298,-2.328974,-2.621804,-3.74454,-0.545496,-0.862254,2.14845,-4.291182,-1.069964,-2.094675,0.784102,-0.117861,1.867851,3.952088,0.00224,1.086491,-1.499257,-0.247319,0.047229,3.956893,-2.051209,-0.234596,0.033067,-1.244644,0.56391,39952.2,0.64,0
-3.216013,1.958313,-1.342967,1.026732,-0.220971,-2.674539,-1.494406,1.405607,-1.666402,0.868442,0.490397,-5.244323,1.263551,-3.26809,-0.801657,3.540459,0.801371,-2.021031,0.787572,-1.010319,-0.683441,2.621226,-1.089176,-0.967084,-0.809299,-0.764292,0.522578,0.062062,92438.7,38.26,1
-1.031407,-4.56242,0.175583,1.590961,-2.513618,0.099612,-1.79243,4.316317,2.846263,-0.035709,0.564542,-2.076523,3.207379,-4.711093,3.651391,1.311743,2.183538,1.026358,1.398032,3.588548,1.501047,-3.252782,2.278913,2.134234,0.019596,2.919801,-2.527616,0.918061,5790.3,54.58,0
-8.294979,-1.089488,-4.248173,0.719624,-0.924136,2.205795,-0.535583,-0.553721,2.857529,-1.16205,-0.072744,3.423022,1.555478,4.560636,1.03289,-1.165214,2.309208,1.936909,-0.559898,1.08021,-0.160719,0.94634,0.060331,-0.233837,2.955356,0.77558,-2.195365,0.333465,64174.7,11.69,1
-5.010294,-4.546938,3.991684,-0.074593,3.679777,1.424536,-1.412711,-4.390164,1.305467,1.293247,4.290391,-0.486042,0.178909,-4.158557,-1.365452,0.541079,-0.754212,-1.835306,2.906394,3.205361,-2.082891,0.187956,-0.792714,2.672674,0.415545,1.015379,-1.542808,2.123997,47573.9,157.26,0
-1.049732,-0.368012,1.340941,1.939186,-0.220371,2.573518,3.77783,0.016764,-1.184163,1.103402,4.797186,0.555294,0.282509,-1.676369,-0.597416,-3.170659,-2.065353,-0.503885,-2.377709,-0.353521,-2.547804,-0.831994,-1.166329,2.312748,1.637162,1.323512,2.862258,1.236018,22424.0,182.66,0
-1.339576,0.12139,-4.891255,-2.298711,-1.836971,-2.761577,-0.613657,-1.906421,-2.323584,2.540018,5.102033,2.385447,0.700556,2.585163,0.70691,-0.573516,0.239755,-0.705318,-4.519875,-1.682743,-1.616563,0.918831,-0.889896,-3.239552,-0.05002,0.487364,1.269345,0.582879,163219.9,157.58,1
-1.87436,-0.371464,-2.126479,-0.346951,-1.218417,-1.20116,-0.013895,-2.693091,2.867574,2.195288,-1.703427,2.07045,-2.470792,-4.103237,0.708513,1.202397,-1.589592,1.105001,4.018994,6.024754,-1.702238,0.620637,-2.272851,5.096673,-0.762712,1.461985,0.155857,-1.691299,125424.1,82.83,0
1.129335,4.814193,1.951486,-0.959548,2.909074,-0.701829,-3.404887,2.521691,3.412442,-0.359641,-7.717518,-0.839892,-0.635567,1.841665,0.778003,4.261668,3.957109,0.530309,-0.60916,-1.493333,-2.346034,-0.801343,0.958519,-0.468401,1.594849,0.374383,1.018077,1.169339,100591.8,23.44,0
2.49746,1.599615,4.035882,-2.249051,-0.806375,-4.725513,2.306791,4.300833,-1.237993,-3.042863,2.755851,-1.769535,-1.185398,3.540863,-0.807163,-0.410182,3.465482,1.240849,-2.181265,3.010597,-3.395643,1.914227,0.906837,-0.942113,-1.363072,-1.891085,2.85285,0.199093,66090.7,94.72,1
2.056102,2.766633,0.16744,0.886453,-0.317282,-2.67934,-3.357594,1.171612,-1.806427,-0.052642,-0.606907,2.328682,0.657914,0.704883,-0.644661,-0.303612,-0.730791,0.524165,-3.534395,-0.039501,0.716736,0.747197,-1.993359,-0.757992,-0.666356,-0.917952,-2.007828,-1.738292,42549.3,6.57,0
-2.981833,5.897764,3.597561,2.230421,-2.25679,1.154698,-1.529635,3.151276,2.149384,0.322997,3.38053,-0.257444,2.534394,-0.153567,0.415124,0.528876,0.596054,-1.275033,-2.422741,2.398938,0.572935,-0.740948,4.250108,1.475233,3.159557,-1.522091,0.117043,-0.240666,119882.3,10.42,0
1.999534,0.28288,-1.869547,-0.447138,-2.104937,-0.304284,-4.263483,0.447815,2.492073,3.004768,3.21885,0.365941,-0.362259,-0.587056,0.882809,1.577635,0.727004,-2.825374,2.825009,0.954963,1.931838,0.098657,-0.482838,3.487585,-1.872208,-2.869837,3.293065,0.38463,112213.1,23.23,0
1.336782,-0.194515,-2.287647,5.15314,-1.731849,-0.341674,-2.932902,-0.011767,0.475609,-0.232623,0.049289,2.946389,-1.177885,1.989921,1.145408,1.693471,-1.799702,2.359304,0.491036,5.513032,-3.564438,-0.02731,-2.673425,-2.627201,2.481699,-1.984144,2.063637,0.374775,48415.3,14.54,0
-0.698095,-1.03665,-5.352115,4.802328,-2.931702,-2.456771,0.277748,1.908546,3.884316,5.436524,1.846898,-1.152381,-1.543486,-0.410551,1.810007,2.10076,1.326393,-3.978344,-1.160639,2.913377,-1.039519,-0.152639,5.044578,-0.13308,2.491007,3.125809,1.250989,-0.695853,96303.9,46.62,1
3.458199,-3.207,0.568425,-5.740305,-2.427724,1.42912,-5.782948,2.123435,4.668141,-3.590218,-0.634233,4.124334,1.176495,0.913873,0.241893,-3.017969,-0.294197,2.701999,0.1783,1.443387,-0.705404,-1.655736,-0.797753,-1.895459,-2.38404,-0.033828,-0.37748,-1.504631,147241.1,26.2,1
4.914579,0.991951,2.250332,0.209187,-3.869764,2.310451,4.450378,-0.323129,5.33913,2.309654,4.902402,-0.434855,-2.078976,0.128748,-1.634035,0.436603,-0.519518,0.345475,-0.184593,-1.948508,-1.032342,2.411338,-0.117481,-2.413487,-3.529404,-0.548123,0.460019,-1.88835,78034.5,668.73,1
-2.940001,-0.341202,-0.338714,-3.560972,-3.861406,-0.385471,2.093933,0.657483,-1.74241,1.273548,1.277084,-2.358429,-2.861893,1.483906,2.556492,0.891906,2.535346,3.080691,-3.133112,0.957247,2.566127,2.153796,2.640357,-1.057643,1.193027,1.319678,-0.986982,0.305093,102001.8,110.17,0
-2.14797,0.618026,-2.22502,-5.700117,1.260602,-4.11626,0.93106,0.896932,-2.300188,0.742157,-2.385141,-0.352282,0.717972,-2.662612,2.086633,-0.666412,-2.689716,2.448283,2.254674,-1.352671,-0.59866,-0.913181,0.788754,-0.829491,-0.431173,-1.723055,-1.031314,2.548376,77109.9,17.21,1
1.202177,3.871927,-0.061713,3.101412,2.117822,-2.666389,5.482681,0.194446,0.258693,3.323555,-2.488145,0.374872,2.793862,1.489972,0.094086,2.768407,-2.004255,-1.832942,0.295683,-0.563943,1.693316,2.21934,3.531917,0.807253,-1.66351,-2.812408,-1.112443,3.434057,8472.2,47.66,0
-1.906344,-3.517516,-1.376606,-3.513164,0.399209,-1.641333,-3.349272,0.947135,1.024616,-0.461335,-0.716081,2.191908,-0.637244,0.593551,-2.553733,1.226689,-0.307319,1.088299,-0.559901,-1.505946,-2.343921,-0.39198,-0.849887,-2.334962,2.18907,1.743568,-3.357133,-3.42237,83573.1,103.09,0
2.418376,-0.205476,-1.927139,-1.543285,-8.842316,-1.396906,-0.84819,1.088959,-2.852174,-1.161011,-1.92896,-2.059872,1.37369,2.852811,-1.611646,-5.918813,0.47375,0.004597,-0.724067,-0.710508,2.020546,-2.780019,1.912732,-0.011845,-1.12746,1.884453,-0.161529,-0.183404,34763.5,29.22,0
-1.245233,3.222857,-0.141591,0.277639,-0.985965,-2.269631,-0.587274,-3.550765,1.558391,0.282678,-1.078222,1.906617,-2.449237,-4.525523,0.94822,-3.030374,-2.999903,0.342222,1.980926,-1.557138,-1.739795,2.861899,-2.61311,1.526284,0.752244,-1.233762,-0.225065,-1.37594,92596.7,20.63,0
1.890479,-5.777017,-4.564722,5.888125,-0.131651,0.667107,3.699517,-0.374918,1.81972,-2.719448,-2.533062,2.064181,2.585961,-2.885605,-0.542375,-1.836841,2.178603,0.428532,-1.509909,0.027266,-4.567957,1.387449,0.331452,1.492899,2.336364,1.931813,0.633995,-3.484992,76680.6,2.23,0
-1.916285,-0.000643,4.105361,-2.098796,-4.701359,-0.690347,3.337369,4.129224,2.633477,-5.30063,-0.58096,-1.147369,-0.41466,-2.518368,-0.618815,-2.605019,4.988209,0.125843,-1.060904,-2.479033,1.867876,1.108626,2.149661,0.623932,-0.819853,-1.237444,-1.261207,-0.648128,154153.9,34.19,0
-0.431096,2.507235,-1.329465,0.506576,1.300113,1.74124,3.684222,0.347574,-1.727982,-0.150057,-1.264559,1.697848,2.310753,2.788891,-0.349894,1.61281,2.671597,1.252905,-1.174634,1.83781,1.505073,1.5631,-0.395015,-0.760154,1.740868,0.594477,0.958849,1.943576,102423.5,159.82,0
-1.90134,-1.675501,1.851345,-4.032259,-1.619701,-2.930501,4.388677,-0.718587,-1.324346,0.284272,2.116828,-4.975115,-2.540178,0.502226,-1.417084,-3.173321,-1.524237,0.328891,0.66765,3.920142,-3.196414,-2.814042,-2.234447,1.751257,-1.567891,-2.582094,1.340388,-1.184135,5229.4,56.99,0
-1.752241,0.427977,0.436641,-3.789254,0.892613,0.903154,1.948148,-4.229512,-1.69419,3.216267,0.796242,-2.85604,-1.971111,1.386561,-2.056135,-1.908836,2.087376,-0.337489,-2.028638,3.08794,-2.872581,-1.800279,-2.990301,1.251376,-1.234583,-0.344569,-0.346803,-0.549651,160845.7,75.43,0
