date,category,channel,gmv_v1_rmb_million,gmv_v2_rmb_million,delta_rmb_million,delta_pct,is_bug_date,v1_method,v2_method
2025-05-30,electronics,jd,96.835,96.835,0.0,0.0,no,method2,method2
2025-05-30,electronics,douyin,90.313,90.313,0.0,0.0,no,method2,method2
2025-05-30,electronics,kuaishou,21.073,21.073,0.0,0.0,no,method2,method2
2025-05-30,beauty,tmall,90.832,90.832,0.0,0.0,no,method2,method2
2025-05-30,beauty,jd,35.061,35.061,0.0,0.0,no,method2,method2
2025-05-30,beauty,douyin,32.699,32.699,0.0,0.0,no,method2,method2
2025-05-30,beauty,kuaishou,7.63,7.63,0.0,0.0,no,method2,method2
2025-05-30,home,tmall,62.717,62.717,0.0,0.0,no,method2,method2
2025-05-30,home,jd,24.209,24.209,0.0,0.0,no,method2,method2
2025-05-30,home,douyin,22.578,22.578,0.0,0.0,no,method2,method2
2025-05-30,home,kuaishou,5.268,5.268,0.0,0.0,no,method2,method2
2025-05-30,food,tmall,28.115,28.115,0.0,0.0,no,method2,method2
2025-05-30,food,jd,10.852,10.852,0.0,0.0,no,method2,method2
2025-05-30,food,douyin,10.121,10.121,0.0,0.0,no,method2,method2
2025-05-30,food,kuaishou,2.362,2.362,0.0,0.0,no,method2,method2
2025-05-31,apparel,tmall,154.335,154.335,0.0,0.0,no,method2,method2
2025-05-31,apparel,jd,59.573,59.573,0.0,0.0,no,method2,method2
2025-05-31,apparel,douyin,55.56,55.56,0.0,0.0,no,method2,method2
2025-05-31,apparel,kuaishou,12.964,12.964,0.0,0.0,no,method2,method2
2025-05-31,electronics,tmall,279.731,279.731,0.0,0.0,no,method2,method2
2025-05-31,electronics,jd,107.976,107.976,0.0,0.0,no,method2,method2
2025-05-31,electronics,douyin,100.703,100.703,0.0,0.0,no,method2,method2
2025-05-31,electronics,kuaishou,23.497,23.497,0.0,0.0,no,method2,method2
2025-05-31,beauty,tmall,101.282,101.282,0.0,0.0,no,method2,method2
2025-05-31,beauty,jd,39.095,39.095,0.0,0.0,no,method2,method2
2025-05-31,beauty,douyin,36.462,36.462,0.0,0.0,no,method2,method2
2025-05-31,beauty,kuaishou,8.508,8.508,0.0,0.0,no,method2,method2
2025-05-31,home,tmall,69.933,69.933,0.0,0.0,no,method2,method2
2025-05-31,home,jd,26.994,26.994,0.0,0.0,no,method2,method2
2025-05-31,home,douyin,25.176,25.176,0.0,0.0,no,method2,method2
2025-05-31,home,kuaishou,5.874,5.874,0.0,0.0,no,method2,method2
2025-05-31,food,tmall,31.349,31.349,0.0,0.0,no,method2,method2
2025-05-31,food,jd,12.101,12.101,0.0,0.0,no,method2,method2
2025-05-31,food,douyin,11.286,11.286,0.0,0.0,no,method2,method2
2025-05-31,food,kuaishou,2.633,2.633,0.0,0.0,no,method2,method2
2025-06-01,apparel,tmall,500.849,500.849,0.0,0.0,no,method2,method2
2025-06-01,apparel,jd,193.328,193.328,0.0,0.0,no,method2,method2
2025-06-01,apparel,douyin,180.306,180.306,0.0,0.0,no,method2,method2
2025-06-01,apparel,kuaishou,42.071,42.071,0.0,0.0,no,method2,method2
2025-06-01,electronics,tmall,907.788,907.788,0.0,0.0,no,method2,method2
2025-06-01,electronics,jd,350.406,350.406,0.0,0.0,no,method2,method2
2025-06-01,electronics,douyin,326.804,326.804,0.0,0.0,no,method2,method2
2025-06-01,electronics,kuaishou,76.254,76.254,0.0,0.0,no,method2,method2
2025-06-01,beauty,tmall,328.682,328.682,0.0,0.0,no,method2,method2
2025-06-01,beauty,jd,126.871,126.871,0.0,0.0,no,method2,method2
2025-06-01,beauty,douyin,118.326,118.326,0.0,0.0,no,method2,method2
2025-06-01,beauty,kuaishou,27.609,27.609,0.0,0.0,no,method2,method2
2025-06-01,home,tmall,226.947,226.947,0.0,0.0,no,method2,method2
2025-06-01,home,jd,87.602,87.602,0.0,0.0,no,method2,method2
2025-06-01,home,douyin,81.701,81.701,0.0,0.0,no,method2,method2
2025-06-01,home,kuaishou,19.064,19.064,0.0,0.0,no,method2,method2
2025-06-01,food,tmall,101.735,101.735,0.0,0.0,no,method2,method2
2025-06-01,food,jd,39.27,39.27,0.0,0.0,no,method2,method2
2025-06-01,food,douyin,36.625,36.625,0.0,0.0,no,method2,method2
2025-06-01,food,kuaishou,8.546,8.546,0.0,0.0,no,method2,method2
2025-06-02,apparel,tmall,406.128,406.128,0.0,0.0,no,method2,method2
2025-06-02,apparel,jd,156.765,156.765,0.0,0.0,no,method2,method2
2025-06-02,apparel,douyin,146.206,146.206,0.0,0.0,no,method2,method2
2025-06-02,apparel,kuaishou,34.115,34.115,0.0,0.0,no,method2,method2
2025-06-02,electronics,tmall,736.106,736.106,0.0,0.0,no,method2,method2
2025-06-02,electronics,jd,284.137,284.137,0.0,0.0,no,method2,method2
2025-06-02,electronics,douyin,264.998,264.998,0.0,0.0,no,method2,method2
2025-06-02,electronics,kuaishou,61.833,61.833,0.0,0.0,no,method2,method2
2025-06-02,beauty,tmall,266.521,266.521,0.0,0.0,no,method2,method2
2025-06-02,beauty,jd,102.877,102.877,0.0,0.0,no,method2,method2
2025-06-02,beauty,douyin,95.948,95.948,0.0,0.0,no,method2,method2
2025-06-02,beauty,kuaishou,22.388,22.388,0.0,0.0,no,method2,method2
2025-06-02,home,tmall,184.027,184.027,0.0,0.0,no,method2,method2
2025-06-02,home,jd,71.034,71.034,0.0,0.0,no,method2,method2
2025-06-02,home,douyin,66.25,66.25,0.0,0.0,no,method2,method2
2025-06-02,home,kuaishou,15.458,15.458,0.0,0.0,no,method2,method2
2025-06-02,food,tmall,82.495,82.495,0.0,0.0,no,method2,method2
2025-06-02,food,jd,31.843,31.843,0.0,0.0,no,method2,method2
2025-06-02,food,douyin,29.698,29.698,0.0,0.0,no,method2,method2
2025-06-02,food,kuaishou,6.93,6.93,0.0,0.0,no,method2,method2
2025-06-03,apparel,tmall,470.923,470.923,0.0,0.0,no,method2,method2
2025-06-03,apparel,jd,181.776,181.776,0.0,0.0,no,method2,method2
2025-06-03,apparel,douyin,169.532,169.532,0.0,0.0,no,method2,method2
2025-06-03,apparel,kuaishou,39.558,39.558,0.0,0.0,no,method2,method2
2025-06-03,electronics,tmall,853.548,853.548,0.0,0.0,no,method2,method2
2025-06-03,electronics,jd,329.469,329.469,0.0,0.0,no,method2,method2
2025-06-03,electronics,douyin,307.277,307.277,0.0,0.0,no,method2,method2
2025-06-03,electronics,kuaishou,71.698,71.698,0.0,0.0,no,method2,method2
2025-06-03,beauty,tmall,309.043,309.043,0.0,0.0,no,method2,method2
2025-06-03,beauty,jd,119.291,119.291,0.0,0.0,no,method2,method2
2025-06-03,beauty,douyin,111.256,111.256,0.0,0.0,no,method2,method2
2025-06-03,beauty,kuaishou,25.96,25.96,0.0,0.0,no,method2,method2
2025-06-03,home,tmall,213.387,213.387,0.0,0.0,no,method2,method2
2025-06-03,home,jd,82.367,82.367,0.0,0.0,no,method2,method2
2025-06-03,home,douyin,76.819,76.819,0.0,0.0,no,method2,method2
2025-06-03,home,kuaishou,17.925,17.925,0.0,0.0,no,method2,method2
2025-06-03,food,tmall,95.656,95.656,0.0,0.0,no,method2,method2
2025-06-03,food,jd,36.923,36.923,0.0,0.0,no,method2,method2
2025-06-03,food,douyin,34.436,34.436,0.0,0.0,no,method2,method2
2025-06-03,food,kuaishou,8.035,8.035,0.0,0.0,no,method2,method2
2025-06-04,apparel,tmall,124.188,124.188,0.0,0.0,no,method2,method2
2025-06-04,apparel,jd,47.936,47.936,0.0,0.0,no,method2,method2
2025-06-04,apparel,douyin,44.708,44.708,0.0,0.0,no,method2,method2
2025-06-04,apparel,kuaishou,10.432,10.432,0.0,0.0,no,method2,method2
2025-06-04,electronics,tmall,225.09,225.09,0.0,0.0,no,method2,method2
2025-06-04,electronics,jd,86.885,86.885,0.0,0.0,no,method2,method2
2025-06-04,electronics,douyin,81.032,81.032,0.0,0.0,no,method2,method2
2025-06-04,electronics,kuaishou,18.908,18.908,0.0,0.0,no,method2,method2
2025-06-04,beauty,tmall,81.498,81.498,0.0,0.0,no,method2,method2
2025-06-04,beauty,jd,31.458,31.458,0.0,0.0,no,method2,method2
2025-06-04,beauty,douyin,29.339,29.339,0.0,0.0,no,method2,method2
2025-06-04,beauty,kuaishou,6.846,6.846,0.0,0.0,no,method2,method2
2025-06-04,home,tmall,56.272,56.272,0.0,0.0,no,method2,method2
2025-06-04,home,jd,21.721,21.721,0.0,0.0,no,method2,method2
2025-06-04,home,douyin,20.258,20.258,0.0,0.0,no,method2,method2
2025-06-04,home,kuaishou,4.727,4.727,0.0,0.0,no,method2,method2
2025-06-04,food,tmall,25.226,25.226,0.0,0.0,no,method2,method2
2025-06-04,food,jd,9.737,9.737,0.0,0.0,no,method2,method2
2025-06-04,food,douyin,9.081,9.081,0.0,0.0,no,method2,method2
2025-06-04,food,kuaishou,2.119,2.119,0.0,0.0,no,method2,method2
2025-06-05,apparel,tmall,138.291,138.291,0.0,0.0,no,method2,method2
2025-06-05,apparel,jd,53.38,53.38,0.0,0.0,no,method2,method2
2025-06-05,apparel,douyin,49.785,49.785,0.0,0.0,no,method2,method2
2025-06-05,apparel,kuaishou,11.616,11.616,0.0,0.0,no,method2,method2
2025-06-05,electronics,tmall,250.653,250.653,0.0,0.0,no,method2,method2
2025-06-05,electronics,jd,96.752,96.752,0.0,0.0,no,method2,method2
2025-06-05,electronics,douyin,90.235,90.235,0.0,0.0,no,method2,method2
2025-06-05,electronics,kuaishou,21.055,21.055,0.0,0.0,no,method2,method2
2025-06-05,beauty,tmall,90.754,90.754,0.0,0.0,no,method2,method2
2025-06-05,beauty,jd,35.031,35.031,0.0,0.0,no,method2,method2
2025-06-05,beauty,douyin,32.671,32.671,0.0,0.0,no,method2,method2
2025-06-05,beauty,kuaishou,7.623,7.623,0.0,0.0,no,method2,method2
2025-06-05,home,tmall,62.663,62.663,0.0,0.0,no,method2,method2
2025-06-05,home,jd,24.188,24.188,0.0,0.0,no,method2,method2
2025-06-05,home,douyin,22.559,22.559,0.0,0.0,no,method2,method2
2025-06-05,home,kuaishou,5.264,5.264,0.0,0.0,no,method2,method2
2025-06-05,food,tmall,28.09,28.09,0.0,0.0,no,method2,method2
2025-06-05,food,jd,10.843,10.843,0.0,0.0,no,method2,method2
2025-06-05,food,douyin,10.113,10.113,0.0,0.0,no,method2,method2
2025-06-05,food,kuaishou,2.36,2.36,0.0,0.0,no,method2,method2
2025-06-06,apparel,tmall,115.684,115.684,0.0,0.0,no,method2,method2
2025-06-06,apparel,jd,44.654,44.654,0.0,0.0,no,method2,method2
2025-06-06,apparel,douyin,41.646,41.646,0.0,0.0,no,method2,method2
2025-06-06,apparel,kuaishou,9.717,9.717,0.0,0.0,no,method2,method2
2025-06-06,electronics,tmall,209.678,209.678,0.0,0.0,no,method2,method2
2025-06-06,electronics,jd,80.936,80.936,0.0,0.0,no,method2,method2
2025-06-06,electronics,douyin,75.484,75.484,0.0,0.0,no,method2,method2
2025-06-06,electronics,kuaishou,17.613,17.613,0.0,0.0,no,method2,method2
2025-06-06,beauty,tmall,75.918,75.918,0.0,0.0,no,method2,method2
2025-06-06,beauty,jd,29.304,29.304,0.0,0.0,no,method2,method2
2025-06-06,beauty,douyin,27.33,27.33,0.0,0.0,no,method2,method2
2025-06-06,beauty,kuaishou,6.377,6.377,0.0,0.0,no,method2,method2
2025-06-06,home,tmall,52.419,52.419,0.0,0.0,no,method2,method2
2025-06-06,home,jd,20.234,20.234,0.0,0.0,no,method2,method2
2025-06-06,home,douyin,18.871,18.871,0.0,0.0,no,method2,method2
2025-06-06,home,kuaishou,4.403,4.403,0.0,0.0,no,method2,method2
2025-06-06,food,tmall,23.498,23.498,0.0,0.0,no,method2,method2
2025-06-06,food,jd,9.07,9.07,0.0,0.0,no,method2,method2
2025-06-06,food,douyin,8.459,8.459,0.0,0.0,no,method2,method2
2025-06-06,food,kuaishou,1.974,1.974,0.0,0.0,no,method2,method2
2025-06-07,apparel,tmall,117.348,117.348,0.0,0.0,no,method2,method2
2025-06-07,apparel,jd,45.296,45.296,0.0,0.0,no,method2,method2
2025-06-07,apparel,douyin,42.245,42.245,0.0,0.0,no,method2,method2
2025-06-07,apparel,kuaishou,9.857,9.857,0.0,0.0,no,method2,method2
2025-06-07,electronics,tmall,212.694,212.694,0.0,0.0,no,method2,method2
2025-06-07,electronics,jd,82.1,82.1,0.0,0.0,no,method2,method2
2025-06-07,electronics,douyin,76.57,76.57,0.0,0.0,no,method2,method2
2025-06-07,electronics,kuaishou,17.866,17.866,0.0,0.0,no,method2,method2
2025-06-07,beauty,tmall,77.01,77.01,0.0,0.0,no,method2,method2
2025-06-07,beauty,jd,29.726,29.726,0.0,0.0,no,method2,method2
2025-06-07,beauty,douyin,27.724,27.724,0.0,0.0,no,method2,method2
2025-06-07,beauty,kuaishou,6.469,6.469,0.0,0.0,no,method2,method2
2025-06-07,home,tmall,53.173,53.173,0.0,0.0,no,method2,method2
2025-06-07,home,jd,20.525,20.525,0.0,0.0,no,method2,method2
2025-06-07,home,douyin,19.142,19.142,0.0,0.0,no,method2,method2
2025-06-07,home,kuaishou,4.467,4.467,0.0,0.0,no,method2,method2
2025-06-07,food,tmall,23.836,23.836,0.0,0.0,no,method2,method2
2025-06-07,food,jd,9.201,9.201,0.0,0.0,no,method2,method2
2025-06-07,food,douyin,8.581,8.581,0.0,0.0,no,method2,method2
2025-06-07,food,kuaishou,2.002,2.002,0.0,0.0,no,method2,method2
2025-06-08,apparel,tmall,138.937,138.937,0.0,0.0,no,method2,method2
2025-06-08,apparel,jd,53.63,53.63,0.0,0.0,no,method2,method2
2025-06-08,apparel,douyin,50.017,50.017,0.0,0.0,no,method2,method2
2025-06-08,apparel,kuaishou,11.671,11.671,0.0,0.0,no,method2,method2
2025-06-08,electronics,tmall,251.824,251.824,0.0,0.0,no,method2,method2
2025-06-08,electronics,jd,97.204,97.204,0.0,0.0,no,method2,method2
2025-06-08,electronics,douyin,90.657,90.657,0.0,0.0,no,method2,method2
2025-06-08,electronics,kuaishou,21.153,21.153,0.0,0.0,no,method2,method2
2025-06-08,beauty,tmall,91.178,91.178,0.0,0.0,no,method2,method2
2025-06-08,beauty,jd,35.195,35.195,0.0,0.0,no,method2,method2
2025-06-08,beauty,douyin,32.824,32.824,0.0,0.0,no,method2,method2
2025-06-08,beauty,kuaishou,7.659,7.659,0.0,0.0,no,method2,method2
2025-06-08,home,tmall,62.956,62.956,0.0,0.0,no,method2,method2
2025-06-08,home,jd,24.301,24.301,0.0,0.0,no,method2,method2
2025-06-08,home,douyin,22.664,22.664,0.0,0.0,no,method2,method2
2025-06-08,home,kuaishou,5.288,5.288,0.0,0.0,no,method2,method2
2025-06-08,food,tmall,28.222,28.222,0.0,0.0,no,method2,method2
2025-06-08,food,jd,10.894,10.894,0.0,0.0,no,method2,method2
2025-06-08,food,douyin,10.16,10.16,0.0,0.0,no,method2,method2
2025-06-08,food,kuaishou,2.371,2.371,0.0,0.0,no,method2,method2
2025-06-09,apparel,tmall,144.401,144.401,0.0,0.0,no,method2,method2
2025-06-09,apparel,jd,55.739,55.739,0.0,0.0,no,method2,method2
2025-06-09,apparel,douyin,51.984,51.984,0.0,0.0,no,method2,method2
2025-06-09,apparel,kuaishou,12.13,12.13,0.0,0.0,no,method2,method2
2025-06-09,electronics,tmall,261.726,261.726,0.0,0.0,no,method2,method2
2025-06-09,electronics,jd,101.026,101.026,0.0,0.0,no,method2,method2
2025-06-09,electronics,douyin,94.221,94.221,0.0,0.0,no,method2,method2
2025-06-09,electronics,kuaishou,21.985,21.985,0.0,0.0,no,method2,method2
2025-06-09,beauty,tmall,94.763,94.763,0.0,0.0,no,method2,method2
2025-06-09,beauty,jd,36.578,36.578,0.0,0.0,no,method2,method2
2025-06-09,beauty,douyin,34.115,34.115,0.0,0.0,no,method2,method2
2025-06-09,beauty,kuaishou,7.96,7.96,0.0,0.0,no,method2,method2
2025-06-09,home,tmall,65.432,65.432,0.0,0.0,no,method2,method2
2025-06-09,home,jd,25.257,25.257,0.0,0.0,no,method2,method2
2025-06-09,home,douyin,23.555,23.555,0.0,0.0,no,method2,method2
2025-06-09,home,kuaishou,5.496,5.496,0.0,0.0,no,method2,method2
2025-06-09,food,tmall,29.331,29.331,0.0,0.0,no,method2,method2
2025-06-09,food,jd,11.322,11.322,0.0,0.0,no,method2,method2
2025-06-09,food,douyin,10.559,10.559,0.0,0.0,no,method2,method2
2025-06-09,food,kuaishou,2.464,2.464,0.0,0.0,no,method2,method2
2025-06-10,apparel,tmall,163.971,163.971,0.0,0.0,no,method2,method2
2025-06-10,apparel,jd,63.293,63.293,0.0,0.0,no,method2,method2
2025-06-10,apparel,douyin,59.03,59.03,0.0,0.0,no,method2,method2
2025-06-10,apparel,kuaishou,13.774,13.774,0.0,0.0,no,method2,method2
2025-06-10,electronics,tmall,297.198,297.198,0.0,0.0,no,method2,method2
2025-06-10,electronics,jd,114.718,114.718,0.0,0.0,no,method2,method2
2025-06-10,electronics,douyin,106.991,106.991,0.0,0.0,no,method2,method2
2025-06-10,electronics,kuaishou,24.965,24.965,0.0,0.0,no,method2,method2
2025-06-10,beauty,tmall,107.606,107.606,0.0,0.0,no,method2,method2
2025-06-10,beauty,jd,41.536,41.536,0.0,0.0,no,method2,method2
2025-06-10,beauty,douyin,38.738,38.738,0.0,0.0,no,method2,method2
2025-06-10,beauty,kuaishou,9.039,9.039,0.0,0.0,no,method2,method2
2025-06-10,home,tmall,74.299,74.299,0.0,0.0,no,method2,method2
2025-06-10,home,jd,28.68,28.68,0.0,0.0,no,method2,method2
2025-06-10,home,douyin,26.748,26.748,0.0,0.0,no,method2,method2
2025-06-10,home,kuaishou,6.241,6.241,0.0,0.0,no,method2,method2
2025-06-10,food,tmall,33.307,33.307,0.0,0.0,no,method2,method2
2025-06-10,food,jd,12.856,12.856,0.0,0.0,no,method2,method2
2025-06-10,food,douyin,11.99,11.99,0.0,0.0,no,method2,method2
2025-06-10,food,kuaishou,2.798,2.798,0.0,0.0,no,method2,method2
2025-06-11,apparel,tmall,95.277,95.277,0.0,0.0,no,method2,method2
2025-06-11,apparel,jd,36.777,36.777,0.0,0.0,no,method2,method2
2025-06-11,apparel,douyin,34.3,34.3,0.0,0.0,no,method2,method2
2025-06-11,apparel,kuaishou,8.003,8.003,0.0,0.0,no,method2,method2
2025-06-11,electronics,tmall,172.689,172.689,0.0,0.0,no,method2,method2
2025-06-11,electronics,jd,66.658,66.658,0.0,0.0,no,method2,method2
2025-06-11,electronics,douyin,62.168,62.168,0.0,0.0,no,method2,method2
2025-06-11,electronics,kuaishou,14.506,14.506,0.0,0.0,no,method2,method2
2025-06-11,beauty,tmall,62.525,62.525,0.0,0.0,no,method2,method2
2025-06-11,beauty,jd,24.135,24.135,0.0,0.0,no,method2,method2
2025-06-11,beauty,douyin,22.509,22.509,0.0,0.0,no,method2,method2
2025-06-11,beauty,kuaishou,5.252,5.252,0.0,0.0,no,method2,method2
2025-06-11,home,tmall,43.172,43.172,0.0,0.0,no,method2,method2
2025-06-11,home,jd,16.665,16.665,0.0,0.0,no,method2,method2
2025-06-11,home,douyin,15.542,15.542,0.0,0.0,no,method2,method2
2025-06-11,home,kuaishou,3.626,3.626,0.0,0.0,no,method2,method2
2025-06-11,food,tmall,19.353,19.353,0.0,0.0,no,method2,method2
2025-06-11,food,jd,7.47,7.47,0.0,0.0,no,method2,method2
2025-06-11,food,douyin,6.967,6.967,0.0,0.0,no,method2,method2
2025-06-11,food,kuaishou,1.626,1.626,0.0,0.0,no,method2,method2
2025-06-12,apparel,tmall,143.359,143.359,0.0,0.0,no,method2,method2
2025-06-12,apparel,jd,55.337,55.337,0.0,0.0,no,method2,method2
2025-06-12,apparel,douyin,51.609,51.609,0.0,0.0,no,method2,method2
2025-06-12,apparel,kuaishou,12.042,12.042,0.0,0.0,no,method2,method2
2025-06-12,electronics,tmall,259.838,259.838,0.0,0.0,no,method2,method2
2025-06-12,electronics,jd,100.297,100.297,0.0,0.0,no,method2,method2
2025-06-12,electronics,douyin,93.542,93.542,0.0,0.0,no,method2,method2
2025-06-12,electronics,kuaishou,21.826,21.826,0.0,0.0,no,method2,method2
2025-06-12,beauty,tmall,94.079,94.079,0.0,0.0,no,method2,method2
2025-06-12,beauty,jd,36.315,36.315,0.0,0.0,no,method2,method2
2025-06-12,beauty,douyin,33.869,33.869,0.0,0.0,no,method2,method2
2025-06-12,beauty,kuaishou,7.903,7.903,0.0,0.0,no,method2,method2
2025-06-12,home,tmall,64.959,64.959,0.0,0.0,no,method2,method2
2025-06-12,home,jd,25.074,25.074,0.0,0.0,no,method2,method2
2025-06-12,home,douyin,23.385,23.385,0.0,0.0,no,method2,method2
2025-06-12,home,kuaishou,5.457,5.457,0.0,0.0,no,method2,method2
2025-06-12,food,tmall,29.12,29.12,0.0,0.0,no,method2,method2
2025-06-12,food,jd,11.24,11.24,0.0,0.0,no,method2,method2
2025-06-12,food,douyin,10.483,10.483,0.0,0.0,no,method2,method2
2025-06-12,food,kuaishou,2.446,2.446,0.0,0.0,no,method2,method2
2025-06-13,apparel,tmall,478.978,478.978,0.0,0.0,no,method2,method2
2025-06-13,apparel,jd,184.886,184.886,0.0,0.0,no,method2,method2
2025-06-13,apparel,douyin,172.432,172.432,0.0,0.0,no,method2,method2
2025-06-13,apparel,kuaishou,40.234,40.234,0.0,0.0,no,method2,method2
2025-06-13,electronics,tmall,868.148,868.148,0.0,0.0,no,method2,method2
2025-06-13,electronics,jd,335.105,335.105,0.0,0.0,no,method2,method2
2025-06-13,electronics,douyin,312.533,312.533,0.0,0.0,no,method2,method2
2025-06-13,electronics,kuaishou,72.924,72.924,0.0,0.0,no,method2,method2
2025-06-13,beauty,tmall,314.33,314.33,0.0,0.0,no,method2,method2
2025-06-13,beauty,jd,121.331,121.331,0.0,0.0,no,method2,method2
2025-06-13,beauty,douyin,113.159,113.159,0.0,0.0,no,method2,method2
2025-06-13,beauty,kuaishou,26.404,26.404,0.0,0.0,no,method2,method2
2025-06-13,home,tmall,217.037,217.037,0.0,0.0,no,method2,method2
2025-06-13,home,jd,83.776,83.776,0.0,0.0,no,method2,method2
2025-06-13,home,douyin,78.133,78.133,0.0,0.0,no,method2,method2
2025-06-13,home,kuaishou,18.231,18.231,0.0,0.0,no,method2,method2
2025-06-13,food,tmall,97.292,97.292,0.0,0.0,no,method2,method2
2025-06-13,food,jd,37.555,37.555,0.0,0.0,no,method2,method2
2025-06-13,food,douyin,35.025,35.025,0.0,0.0,no,method2,method2
2025-06-13,food,kuaishou,8.173,8.173,0.0,0.0,no,method2,method2
2025-06-14,apparel,tmall,519.139,519.139,0.0,0.0,no,method2,method2
2025-06-14,apparel,jd,200.388,200.388,0.0,0.0,no,method2,method2
2025-06-14,apparel,douyin,186.89,186.89,0.0,0.0,no,method2,method2
2025-06-14,apparel,kuaishou,43.608,43.608,0.0,0.0,no,method2,method2
2025-06-14,electronics,tmall,940.939,940.939,0.0,0.0,no,method2,method2
2025-06-14,electronics,jd,363.202,363.202,0.0,0.0,no,method2,method2
2025-06-14,electronics,douyin,338.738,338.738,0.0,0.0,no,method2,method2
2025-06-14,electronics,kuaishou,79.039,79.039,0.0,0.0,no,method2,method2
2025-06-14,beauty,tmall,340.685,340.685,0.0,0.0,no,method2,method2
2025-06-14,beauty,jd,131.504,131.504,0.0,0.0,no,method2,method2
2025-06-14,beauty,douyin,122.647,122.647,0.0,0.0,no,method2,method2
2025-06-14,beauty,kuaishou,28.618,28.618,0.0,0.0,no,method2,method2
2025-06-14,home,tmall,235.235,235.235,0.0,0.0,no,method2,method2
2025-06-14,home,jd,90.801,90.801,0.0,0.0,no,method2,method2
2025-06-14,home,douyin,84.685,84.685,0.0,0.0,no,method2,method2
2025-06-14,home,kuaishou,19.76,19.76,0.0,0.0,no,method2,method2
2025-06-14,food,tmall,105.45,105.45,0.0,0.0,no,method2,method2
2025-06-14,food,jd,40.704,40.704,0.0,0.0,no,method2,method2
2025-06-14,food,douyin,37.962,37.962,0.0,0.0,no,method2,method2
2025-06-14,food,kuaishou,8.858,8.858,0.0,0.0,no,method2,method2
2025-06-15,apparel,tmall,505.153,505.153,0.0,0.0,no,method2,method2
2025-06-15,apparel,jd,194.989,194.989,0.0,0.0,no,method2,method2
2025-06-15,apparel,douyin,181.855,181.855,0.0,0.0,no,method2,method2
2025-06-15,apparel,kuaishou,42.433,42.433,0.0,0.0,no,method2,method2
2025-06-15,electronics,tmall,915.59,915.59,0.0,0.0,no,method2,method2
2025-06-15,electronics,jd,353.418,353.418,0.0,0.0,no,method2,method2
2025-06-15,electronics,douyin,329.613,329.613,0.0,0.0,no,method2,method2
2025-06-15,electronics,kuaishou,76.91,76.91,0.0,0.0,no,method2,method2
2025-06-15,beauty,tmall,331.507,331.507,0.0,0.0,no,method2,method2
2025-06-15,beauty,jd,127.962,127.962,0.0,0.0,no,method2,method2
2025-06-15,beauty,douyin,119.342,119.342,0.0,0.0,no,method2,method2
2025-06-15,beauty,kuaishou,27.847,27.847,0.0,0.0,no,method2,method2
2025-06-15,home,tmall,228.898,228.898,0.0,0.0,no,method2,method2
2025-06-15,home,jd,88.354,88.354,0.0,0.0,no,method2,method2
2025-06-15,home,douyin,82.403,82.403,0.0,0.0,no,method2,method2
2025-06-15,home,kuaishou,19.227,19.227,0.0,0.0,no,method2,method2
2025-06-15,food,tmall,102.609,102.609,0.0,0.0,no,method2,method2
2025-06-15,food,jd,39.607,39.607,0.0,0.0,no,method2,method2
2025-06-15,food,douyin,36.939,36.939,0.0,0.0,no,method2,method2
2025-06-15,food,kuaishou,8.619,8.619,0.0,0.0,no,method2,method2
2025-06-16,apparel,tmall,680.016,680.016,0.0,0.0,no,method2,method2
2025-06-16,apparel,jd,262.486,262.486,0.0,0.0,no,method2,method2
2025-06-16,apparel,douyin,244.806,244.806,0.0,0.0,no,method2,method2
2025-06-16,apparel,kuaishou,57.121,57.121,0.0,0.0,no,method2,method2
2025-06-16,electronics,tmall,1232.529,1232.529,0.0,0.0,no,method2,method2
2025-06-16,electronics,jd,475.756,475.756,0.0,0.0,no,method2,method2
2025-06-16,electronics,douyin,443.71,443.71,0.0,0.0,no,method2,method2
2025-06-16,electronics,kuaishou,103.532,103.532,0.0,0.0,no,method2,method2
2025-06-16,beauty,tmall,446.26,446.26,0.0,0.0,no,method2,method2
2025-06-16,beauty,jd,172.257,172.257,0.0,0.0,no,method2,method2
2025-06-16,beauty,douyin,160.654,160.654,0.0,0.0,no,method2,method2
2025-06-16,beauty,kuaishou,37.486,37.486,0.0,0.0,no,method2,method2
2025-06-16,home,tmall,308.132,308.132,0.0,0.0,no,method2,method2
2025-06-16,home,jd,118.939,118.939,0.0,0.0,no,method2,method2
2025-06-16,home,douyin,110.928,110.928,0.0,0.0,no,method2,method2
2025-06-16,home,kuaishou,25.883,25.883,0.0,0.0,no,method2,method2
2025-06-16,food,tmall,138.128,138.128,0.0,0.0,no,method2,method2
2025-06-16,food,jd,53.317,53.317,0.0,0.0,no,method2,method2
2025-06-16,food,douyin,49.726,49.726,0.0,0.0,no,method2,method2
2025-06-16,food,kuaishou,11.603,11.603,0.0,0.0,no,method2,method2
2025-06-17,apparel,tmall,606.86,606.86,0.0,0.0,no,method2,method2
2025-06-17,apparel,jd,234.248,234.248,0.0,0.0,no,method2,method2
2025-06-17,apparel,douyin,218.469,218.469,0.0,0.0,no,method2,method2
2025-06-17,apparel,kuaishou,50.976,50.976,0.0,0.0,no,method2,method2
2025-06-17,electronics,tmall,1099.933,1099.933,0.0,0.0,no,method2,method2
2025-06-17,electronics,jd,424.574,424.574,0.0,0.0,no,method2,method2
2025-06-17,electronics,douyin,395.976,395.976,0.0,0.0,no,method2,method2
