user_id,segment,plan_type,experiment_id,variant,metric_value,session_count,days_active,revenue_usd,is_converted,cohort_week
u0000356,casual,starter,exp003,control,0.6843,21,21,106.4,0,2023-W41
u0000357,at_risk,enterprise,exp004,control,0.1255,30,25,78.39,0,2023-W44
u0000358,casual,free,exp003,treatment,0.7827,11,44,40.87,0,2023-W41
u0000359,casual,enterprise,exp002,control,0.3149,13,32,3.47,0,2023-W36
u0000360,casual,starter,exp004,treatment,0.3286,18,82,14.09,0,2023-W38
u0000361,power_user,free,exp004,treatment,0.811,30,12,47.24,0,2023-W43
u0000362,casual,free,exp004,treatment,0.2746,26,21,6.55,0,2023-W36
u0000363,casual,free,exp001,treatment,0.5921,29,3,110.15,1,2023-W44
u0000364,at_risk,starter,exp003,treatment,0.8619,16,26,112.95,0,2023-W46
u0000365,at_risk,starter,exp001,treatment,0.8441,10,24,107.36,0,2023-W41
u0000366,new_user,starter,exp001,control,0.0155,10,78,67.06,0,2023-W37
u0000367,at_risk,free,exp001,control,0.88,1,32,30.63,0,2023-W46
u0000368,new_user,free,exp004,control,0.4046,28,58,43.12,1,2023-W46
u0000369,power_user,free,exp002,control,0.2515,11,2,115.05,0,2023-W36
u0000370,new_user,free,exp004,treatment,0.3731,12,36,5.0,0,2023-W37
u0000371,power_user,starter,exp002,control,0.8068,1,48,100.9,0,2023-W44
u0000372,new_user,free,exp004,control,0.4959,25,70,66.49,0,2023-W44
u0000373,casual,free,exp002,treatment,0.8541,11,34,111.08,0,2023-W37
u0000374,at_risk,free,exp002,control,0.6798,1,21,70.34,0,2023-W39
u0000375,casual,free,exp002,control,0.8822,21,9,29.42,0,2023-W43
u0000376,new_user,starter,exp003,control,0.9035,20,39,17.81,0,2023-W42
u0000377,power_user,free,exp001,treatment,0.7674,16,9,20.01,0,2023-W38
u0000378,at_risk,free,exp002,control,0.1812,3,68,19.86,0,2023-W37
u0000379,new_user,free,exp001,control,0.5238,14,5,90.51,0,2023-W42
u0000380,power_user,free,exp003,control,0.1274,24,55,3.85,0,2023-W45
u0000381,casual,free,exp002,control,0.4622,6,80,96.63,0,2023-W37
u0000382,casual,free,exp004,control,0.198,27,33,109.51,0,2023-W40
u0000383,power_user,free,exp002,treatment,0.8874,14,74,30.07,0,2023-W45
u0000384,new_user,free,exp001,control,0.3466,21,30,100.04,0,2023-W46
u0000385,at_risk,free,exp002,treatment,0.7416,28,52,112.35,1,2023-W44
u0000386,new_user,pro,exp001,control,0.0639,6,46,72.84,0,2023-W39
u0000387,casual,free,exp003,control,0.7225,25,71,45.94,1,2023-W41
u0000388,champion,free,exp001,treatment,0.529,25,61,100.62,0,2023-W38
u0000389,casual,free,exp004,treatment,0.8452,15,28,93.45,1,2023-W43
u0000390,casual,starter,exp003,control,0.6161,19,64,64.43,0,2023-W41
u0000391,new_user,free,exp003,control,0.0106,21,51,29.77,1,2023-W40
u0000392,at_risk,starter,exp002,treatment,0.1203,24,8,29.58,0,2023-W46
u0000393,at_risk,pro,exp002,treatment,0.3075,16,24,72.57,0,2023-W35
u0000394,power_user,free,exp003,treatment,0.4128,7,15,64.34,1,2023-W45
u0000395,power_user,pro,exp001,treatment,0.6007,27,40,106.47,0,2023-W46
u0000396,casual,free,exp001,control,0.1621,4,84,80.45,0,2023-W41
u0000397,casual,starter,exp002,control,0.3725,15,61,94.8,1,2023-W35
u0000398,power_user,free,exp002,treatment,0.2346,20,78,115.89,0,2023-W45
u0000399,at_risk,free,exp004,treatment,0.609,26,15,16.58,0,2023-W37
u0000400,casual,enterprise,exp004,treatment,0.5943,3,62,78.7,1,2023-W41
u0000401,at_risk,free,exp004,control,0.3202,4,52,94.82,0,2023-W46
u0000402,new_user,starter,exp002,treatment,0.1343,2,50,41.92,0,2023-W41
u0000403,casual,free,exp002,treatment,0.4166,20,28,73.87,0,2023-W46
u0000404,new_user,starter,exp001,treatment,0.2301,9,75,77.61,1,2023-W41
u0000405,new_user,starter,exp001,treatment,0.459,6,61,55.67,0,2023-W38
u0000406,new_user,free,exp002,treatment,0.9446,2,67,28.02,0,2023-W43
u0000407,at_risk,pro,exp003,treatment,0.1805,18,6,15.32,0,2023-W36
u0000408,new_user,free,exp002,control,0.4215,8,66,33.46,0,2023-W42
u0000409,casual,starter,exp001,control,0.1888,26,26,101.04,0,2023-W42
u0000410,new_user,starter,exp003,control,0.7361,1,54,89.43,1,2023-W37
u0000411,casual,starter,exp002,control,0.0676,16,38,57.46,1,2023-W46
u0000412,power_user,free,exp004,control,0.0748,16,10,90.59,0,2023-W40
u0000413,at_risk,free,exp001,treatment,0.0467,26,18,120.0,0,2023-W46
u0000414,casual,starter,exp004,treatment,0.5596,25,57,48.53,0,2023-W36
u0000415,casual,enterprise,exp004,control,0.324,13,38,39.3,1,2023-W36
u0000416,at_risk,free,exp001,control,0.5315,20,56,103.35,0,2023-W36
u0000417,champion,free,exp004,control,0.4527,19,1,75.27,0,2023-W42
u0000418,casual,free,exp001,treatment,0.1551,30,43,22.52,0,2023-W39
u0000419,casual,enterprise,exp004,control,0.2594,28,81,48.44,0,2023-W39
u0000420,champion,pro,exp003,control,0.78,3,52,23.09,0,2023-W45
u0000421,power_user,free,exp004,control,0.7646,17,58,112.12,0,2023-W46
u0000422,casual,starter,exp004,control,0.8322,22,31,6.11,0,2023-W36
u0000423,casual,free,exp004,control,0.2551,12,36,20.91,0,2023-W44
u0000424,at_risk,free,exp004,control,0.6566,25,35,2.95,0,2023-W42
u0000425,new_user,free,exp002,control,0.5312,26,14,74.14,0,2023-W46
u0000426,new_user,free,exp001,treatment,0.108,9,86,94.96,0,2023-W43
u0000427,new_user,starter,exp001,treatment,0.8591,13,26,30.99,0,2023-W36
u0000428,champion,enterprise,exp004,control,0.375,1,4,77.08,0,2023-W35
u0000429,new_user,free,exp002,control,0.7944,13,42,27.13,0,2023-W42
u0000430,at_risk,free,exp001,control,0.2739,6,86,30.02,0,2023-W38
u0000431,new_user,free,exp003,treatment,0.4439,2,12,23.49,0,2023-W39
u0000432,at_risk,free,exp001,treatment,0.5046,3,23,56.73,0,2023-W43
u0000433,casual,free,exp004,treatment,0.0261,8,53,81.19,0,2023-W35
u0000434,new_user,free,exp002,control,0.3965,3,21,12.61,1,2023-W39
u0000435,casual,enterprise,exp004,control,0.295,30,18,85.84,0,2023-W40
u0000436,casual,pro,exp001,control,0.5662,9,30,68.2,0,2023-W45
u0000437,new_user,free,exp003,treatment,0.4824,2,45,51.44,0,2023-W35
u0000438,at_risk,starter,exp002,treatment,0.2412,21,35,70.1,0,2023-W46
u0000439,at_risk,free,exp001,treatment,0.2658,22,57,88.08,0,2023-W46
u0000440,casual,free,exp002,treatment,0.9347,6,56,74.41,0,2023-W39
u0000441,casual,free,exp004,treatment,0.3319,16,5,111.51,0,2023-W43
u0000442,casual,pro,exp004,control,0.6103,15,76,94.57,0,2023-W42
u0000443,at_risk,free,exp002,control,0.1201,27,51,105.64,0,2023-W40
u0000444,new_user,free,exp002,control,0.0638,15,64,43.26,1,2023-W46
u0000445,new_user,starter,exp001,treatment,0.4632,29,74,67.03,1,2023-W38
u0000446,at_risk,free,exp001,control,0.345,26,89,29.48,1,2023-W44
u0000447,casual,free,exp004,treatment,0.1558,22,50,63.59,0,2023-W45
u0000448,at_risk,free,exp003,treatment,0.1684,15,30,54.01,1,2023-W37
u0000449,power_user,free,exp001,treatment,0.3309,29,15,62.31,0,2023-W45
u0000450,casual,free,exp001,control,0.1052,30,12,34.16,1,2023-W40
u0000451,at_risk,free,exp004,control,0.6044,21,22,85.11,0,2023-W37
u0000452,power_user,free,exp002,control,0.2455,26,24,38.85,0,2023-W37
u0000453,at_risk,free,exp001,treatment,0.8862,27,70,60.62,0,2023-W39
u0000454,casual,starter,exp004,control,0.3214,22,84,64.97,0,2023-W39
u0000455,casual,free,exp004,treatment,0.686,12,36,88.16,0,2023-W46
u0000456,casual,free,exp003,control,0.423,29,81,111.26,1,2023-W37
u0000457,new_user,free,exp003,control,0.935,16,71,81.27,0,2023-W41
u0000458,casual,starter,exp004,treatment,0.3782,8,28,103.41,1,2023-W36
u0000459,new_user,pro,exp004,control,0.0212,16,41,39.37,1,2023-W38
u0000460,casual,free,exp004,control,0.1626,25,44,19.93,0,2023-W37
u0000461,at_risk,pro,exp001,treatment,0.7064,15,17,117.92,1,2023-W44
u0000462,new_user,free,exp002,control,0.1047,20,88,71.39,0,2023-W46
u0000463,casual,free,exp004,treatment,0.7425,1,66,85.56,0,2023-W44
u0000464,casual,enterprise,exp003,control,0.7862,21,6,3.48,0,2023-W40
u0000465,power_user,free,exp002,treatment,0.2235,7,81,68.35,0,2023-W45
u0000466,new_user,free,exp003,control,0.5087,18,86,105.47,1,2023-W35
u0000467,new_user,starter,exp004,treatment,0.6342,13,83,23.75,0,2023-W36
u0000468,casual,free,exp004,control,0.2254,2,61,49.19,0,2023-W42
u0000469,champion,free,exp001,control,0.9336,24,26,68.02,0,2023-W45
u0000470,power_user,pro,exp002,treatment,0.9043,17,23,4.66,1,2023-W45
u0000471,casual,free,exp002,treatment,0.787,7,85,117.92,1,2023-W41
u0000472,casual,free,exp002,treatment,0.1123,14,1,7.99,0,2023-W42
u0000473,new_user,free,exp001,control,0.0485,9,39,8.61,1,2023-W38
u0000474,casual,pro,exp001,control,0.3419,8,71,8.08,0,2023-W43
u0000475,champion,free,exp004,treatment,0.2071,19,64,13.64,0,2023-W41
u0000476,new_user,starter,exp004,treatment,0.8289,29,10,85.4,0,2023-W44
u0000477,casual,free,exp004,control,0.6069,11,7,52.08,0,2023-W46
u0000478,new_user,starter,exp004,control,0.2245,6,23,78.67,0,2023-W35
u0000479,casual,free,exp003,control,0.7219,23,1,37.81,0,2023-W41
u0000480,new_user,starter,exp004,control,0.3652,2,85,17.16,0,2023-W42
u0000481,power_user,enterprise,exp003,treatment,0.142,15,90,116.09,0,2023-W40
u0000482,casual,starter,exp001,treatment,0.6241,13,48,60.57,0,2023-W42
u0000483,champion,free,exp002,treatment,0.025,30,27,49.29,0,2023-W45
u0000484,casual,free,exp004,control,0.6227,10,74,3.77,0,2023-W39
u0000485,at_risk,free,exp003,control,0.1606,3,62,114.71,0,2023-W42
u0000486,casual,free,exp002,treatment,0.6889,1,39,102.48,0,2023-W42
u0000487,new_user,free,exp004,treatment,0.3779,24,63,103.18,0,2023-W42
u0000488,power_user,starter,exp002,control,0.3345,2,83,16.91,0,2023-W44
u0000489,at_risk,pro,exp004,treatment,0.3693,12,32,66.08,0,2023-W43
u0000490,casual,enterprise,exp003,treatment,0.7083,27,19,61.17,0,2023-W41
u0000491,casual,free,exp004,control,0.2767,20,58,100.36,0,2023-W40
u0000492,casual,free,exp002,control,0.3076,4,12,45.53,0,2023-W38
u0000493,at_risk,pro,exp002,treatment,0.1969,6,5,85.96,0,2023-W43
u0000494,casual,free,exp001,control,0.4001,6,28,78.31,0,2023-W44
u0000495,at_risk,free,exp003,treatment,0.6342,21,22,115.08,1,2023-W40
u0000496,at_risk,pro,exp004,treatment,0.4486,14,18,24.04,1,2023-W45
u0000497,new_user,starter,exp003,treatment,0.4952,18,32,48.74,1,2023-W42
u0000498,new_user,free,exp001,treatment,0.9473,2,72,20.98,0,2023-W38
u0000499,new_user,free,exp001,treatment,0.3202,8,51,46.25,0,2023-W43
u0000500,casual,starter,exp003,treatment,0.6037,9,82,101.64,0,2023-W38
u0000501,at_risk,pro,exp004,treatment,0.345,5,45,41.61,1,2023-W42
u0000502,casual,free,exp002,control,0.8347,3,64,28.72,0,2023-W45
u0000503,casual,free,exp004,control,0.1249,19,84,64.36,0,2023-W37
u0000504,casual,free,exp004,treatment,0.8686,22,18,49.15,0,2023-W40
u0000505,casual,free,exp004,control,0.362,1,83,12.54,0,2023-W39
u0000506,casual,starter,exp004,treatment,0.3381,4,70,7.26,1,2023-W43
u0000507,casual,pro,exp001,treatment,0.82,24,30,90.67,0,2023-W41
u0000508,at_risk,starter,exp002,treatment,0.0941,28,37,15.63,0,2023-W42
u0000509,champion,free,exp001,control,0.3737,6,42,33.96,0,2023-W39
u0000510,new_user,free,exp004,control,0.7132,14,1,66.58,1,2023-W42
u0000511,power_user,starter,exp001,treatment,0.5909,12,4,62.01,0,2023-W36
u0000512,at_risk,free,exp004,treatment,0.1666,29,18,102.01,0,2023-W38
u0000513,at_risk,starter,exp003,treatment,0.8227,19,77,74.84,0,2023-W35
u0000514,champion,starter,exp003,treatment,0.8726,25,44,30.85,0,2023-W45
u0000515,at_risk,starter,exp003,control,0.1561,28,71,119.32,0,2023-W42
u0000516,at_risk,starter,exp001,control,0.1787,20,26,116.58,1,2023-W39
u0000517,casual,free,exp002,control,0.7974,23,37,15.81,1,2023-W41
u0000518,casual,free,exp002,control,0.5007,2,42,55.69,0,2023-W37
u0000519,at_risk,free,exp001,treatment,0.0134,8,62,77.07,0,2023-W40
u0000520,casual,starter,exp003,treatment,0.9328,5,4,3.59,0,2023-W45
u0000521,at_risk,free,exp002,control,0.091,6,65,54.72,0,2023-W40
u0000522,power_user,free,exp004,treatment,0.6182,19,4,101.81,0,2023-W40
u0000523,casual,starter,exp002,control,0.8159,26,44,50.2,0,2023-W36
u0000524,casual,starter,exp004,treatment,0.7483,5,64,68.9,0,2023-W40
u0000525,power_user,free,exp001,control,0.3848,1,83,3.0,0,2023-W46
u0000526,at_risk,starter,exp004,treatment,0.8435,12,64,7.46,0,2023-W42
u0000527,new_user,free,exp001,control,0.4387,13,38,105.39,1,2023-W46
u0000528,new_user,starter,exp003,control,0.8276,28,46,78.37,0,2023-W46
u0000529,at_risk,free,exp004,treatment,0.5447,18,48,41.29,1,2023-W44
u0000530,casual,free,exp002,control,0.401,11,33,64.39,0,2023-W36
u0000531,casual,free,exp001,control,0.2876,9,70,70.22,0,2023-W46
u0000532,new_user,starter,exp002,treatment,0.8074,1,49,77.83,0,2023-W39
u0000533,casual,pro,exp002,treatment,0.4367,21,35,54.28,0,2023-W44
u0000534,casual,free,exp003,control,0.5148,16,55,10.92,0,2023-W36
u0000535,champion,starter,exp002,control,0.489,5,54,33.88,0,2023-W35
u0000536,power_user,free,exp004,treatment,0.1919,12,6,111.55,0,2023-W37
u0000537,casual,starter,exp004,treatment,0.451,23,13,108.0,0,2023-W46
u0000538,new_user,pro,exp002,control,0.9309,14,17,17.44,0,2023-W46
u0000539,at_risk,starter,exp002,control,0.4137,1,47,73.3,0,2023-W37
u0000540,casual,free,exp002,control,0.4713,19,65,43.78,0,2023-W45
u0000541,casual,free,exp004,control,0.0411,18,71,37.67,0,2023-W42
u0000542,casual,free,exp001,control,0.312,30,60,36.82,0,2023-W46
u0000543,new_user,free,exp001,treatment,0.3743,3,68,3.1,0,2023-W36
u0000544,casual,starter,exp001,treatment,0.0289,7,61,26.16,0,2023-W44
u0000545,casual,free,exp002,treatment,0.573,29,24,118.51,0,2023-W41
u0000546,casual,free,exp001,treatment,0.9356,8,21,28.92,0,2023-W43
u0000547,casual,pro,exp004,control,0.0679,9,35,73.32,0,2023-W46
u0000548,casual,free,exp001,control,0.5389,16,88,16.21,0,2023-W41
u0000549,power_user,pro,exp003,control,0.078,15,33,64.86,0,2023-W40
u0000550,casual,free,exp002,treatment,0.6535,14,10,80.46,0,2023-W36
u0000551,power_user,free,exp004,treatment,0.1965,25,62,80.04,0,2023-W35
u0000552,at_risk,free,exp003,control,0.0315,20,89,43.0,0,2023-W38
u0000553,at_risk,starter,exp002,treatment,0.3332,8,78,93.31,0,2023-W41
u0000554,new_user,free,exp003,control,0.8144,24,37,56.92,0,2023-W41
u0000555,casual,free,exp002,treatment,0.6598,4,51,72.96,0,2023-W46
u0000556,casual,starter,exp001,control,0.4731,25,51,101.3,0,2023-W44
u0000557,at_risk,starter,exp002,treatment,0.6201,24,30,22.19,0,2023-W37
u0000558,at_risk,pro,exp001,treatment,0.8929,16,53,79.32,0,2023-W40
u0000559,casual,free,exp001,control,0.7013,26,4,46.23,1,2023-W37
u0000560,casual,free,exp001,control,0.668,27,44,90.36,0,2023-W40
u0000561,new_user,free,exp004,treatment,0.5034,13,9,17.79,0,2023-W35
u0000562,at_risk,free,exp003,control,0.7404,18,30,44.38,1,2023-W42
u0000563,casual,starter,exp004,control,0.6114,17,68,74.38,1,2023-W36
u0000564,power_user,free,exp001,control,0.4951,23,19,49.41,0,2023-W40
u0000565,new_user,free,exp004,treatment,0.8397,3,77,57.85,0,2023-W40
u0000566,at_risk,pro,exp004,control,0.5828,9,20,5.32,1,2023-W43
u0000567,casual,free,exp002,treatment,0.2148,3,68,114.62,0,2023-W35
u0000568,casual,pro,exp004,treatment,0.7508,3,37,83.45,0,2023-W45
u0000569,casual,free,exp004,treatment,0.8345,13,49,66.01,1,2023-W46
u0000570,new_user,free,exp002,treatment,0.5279,10,46,95.41,0,2023-W36
u0000571,power_user,pro,exp004,treatment,0.2807,28,62,21.23,0,2023-W38
u0000572,casual,free,exp001,control,0.5471,16,15,23.06,0,2023-W36
u0000573,new_user,starter,exp002,control,0.1707,3,53,94.85,0,2023-W46
u0000574,casual,free,exp003,control,0.0475,17,36,117.64,0,2023-W44
u0000575,new_user,starter,exp003,control,0.0245,17,37,8.65,1,2023-W41
u0000576,at_risk,starter,exp004,treatment,0.5322,23,88,50.72,0,2023-W36
u0000577,casual,pro,exp001,control,0.9036,29,83,55.56,0,2023-W41
u0000578,new_user,free,exp002,control,0.325,7,25,68.68,0,2023-W39
u0000579,power_user,starter,exp001,treatment,0.7128,1,73,44.93,0,2023-W42
u0000580,casual,free,exp003,treatment,0.4182,17,70,24.36,0,2023-W38
u0000581,new_user,starter,exp003,control,0.6215,8,87,72.29,0,2023-W38
u0000582,at_risk,pro,exp004,control,0.8237,22,30,40.5,0,2023-W35
u0000583,power_user,pro,exp001,control,0.5564,21,35,59.69,0,2023-W41
u0000584,casual,enterprise,exp001,treatment,0.1753,10,55,85.71,0,2023-W41
u0000585,casual,free,exp003,treatment,0.7282,20,36,49.07,1,2023-W38
u0000586,casual,free,exp004,treatment,0.3076,26,29,76.72,0,2023-W46
u0000587,casual,enterprise,exp004,control,0.7609,6,61,49.16,0,2023-W41
u0000588,at_risk,pro,exp001,treatment,0.2929,7,11,85.53,0,2023-W40
u0000589,casual,pro,exp003,control,0.6448,4,21,109.88,0,2023-W35
u0000590,casual,free,exp002,control,0.7551,18,80,1.55,0,2023-W40
u0000591,at_risk,starter,exp001,control,0.0853,17,89,71.94,1,2023-W38
u0000592,new_user,free,exp001,control,0.1301,26,48,62.3,0,2023-W45
u0000593,at_risk,pro,exp001,control,0.5065,11,3,102.96,1,2023-W39
u0000594,casual,starter,exp002,treatment,0.5116,1,33,83.64,1,2023-W42
u0000595,casual,free,exp001,control,0.2339,7,40,93.84,1,2023-W36
u0000596,power_user,free,exp004,treatment,0.8733,2,57,51.47,0,2023-W39
u0000597,power_user,enterprise,exp004,treatment,0.3437,6,88,119.81,0,2023-W45
u0000598,new_user,free,exp001,treatment,0.6701,30,10,39.01,0,2023-W45
u0000599,new_user,pro,exp001,control,0.8417,7,25,14.8,0,2023-W35
u0000600,at_risk,starter,exp003,control,0.6885,30,38,68.78,0,2023-W45
u0000601,at_risk,starter,exp004,control,0.1843,5,51,78.98,0,2023-W40
u0000602,new_user,starter,exp004,control,0.6889,24,56,91.84,1,2023-W38
u0000603,at_risk,pro,exp003,treatment,0.4504,7,21,44.51,0,2023-W43
u0000604,casual,free,exp004,treatment,0.2311,24,50,35.34,0,2023-W44
u0000605,champion,pro,exp003,treatment,0.619,29,13,76.31,1,2023-W41
u0000606,new_user,pro,exp004,treatment,0.7157,25,29,70.3,0,2023-W36
u0000607,casual,free,exp004,treatment,0.6469,18,55,11.27,0,2023-W43
u0000608,at_risk,enterprise,exp004,control,0.159,19,87,52.1,0,2023-W43
u0000609,at_risk,free,exp004,treatment,0.772,26,82,76.02,0,2023-W40
u0000610,at_risk,starter,exp001,control,0.5199,14,90,65.38,0,2023-W35
u0000611,power_user,starter,exp001,treatment,0.0953,30,74,82.39,0,2023-W35
u0000612,casual,free,exp004,control,0.7879,26,56,0.8,0,2023-W35
u0000613,casual,starter,exp004,treatment,0.8551,29,39,79.51,0,2023-W36
u0000614,casual,pro,exp003,control,0.517,6,82,48.14,0,2023-W40
u0000615,new_user,free,exp004,treatment,0.6922,22,83,92.61,0,2023-W38
u0000616,casual,enterprise,exp003,treatment,0.1133,6,15,39.4,0,2023-W41
u0000617,at_risk,free,exp003,control,0.1784,8,67,15.18,0,2023-W37
u0000618,at_risk,pro,exp002,control,0.0259,4,40,111.26,0,2023-W45
u0000619,casual,pro,exp004,control,0.778,8,70,2.68,0,2023-W45
u0000620,casual,starter,exp003,treatment,0.2337,6,67,14.81,0,2023-W41
u0000621,power_user,free,exp001,control,0.4088,29,88,2.57,0,2023-W38
u0000622,casual,pro,exp003,control,0.8158,14,43,115.75,0,2023-W41
u0000623,champion,enterprise,exp004,treatment,0.9206,16,79,94.02,0,2023-W37
u0000624,at_risk,starter,exp004,treatment,0.2574,13,33,92.87,1,2023-W35
u0000625,power_user,starter,exp002,control,0.7458,9,18,68.57,0,2023-W44
u0000626,casual,free,exp002,treatment,0.2378,2,21,97.62,0,2023-W35
u0000627,power_user,pro,exp004,control,0.4959,25,46,32.65,0,2023-W46
u0000628,casual,free,exp001,treatment,0.1795,26,61,0.61,0,2023-W41
u0000629,casual,free,exp004,control,0.6598,10,33,46.32,0,2023-W42
u0000630,at_risk,free,exp002,treatment,0.297,25,25,94.39,0,2023-W44
u0000631,casual,starter,exp001,treatment,0.711,14,68,113.62,0,2023-W43
u0000632,casual,pro,exp001,treatment,0.4042,18,69,24.59,0,2023-W42
u0000633,power_user,free,exp002,control,0.5565,4,90,71.58,0,2023-W42
u0000634,casual,starter,exp001,treatment,0.4965,22,42,100.11,0,2023-W37
u0000635,casual,pro,exp001,treatment,0.2418,25,57,46.24,0,2023-W44
u0000636,new_user,free,exp004,treatment,0.3471,17,61,84.45,0,2023-W44
u0000637,at_risk,free,exp002,treatment,0.8234,18,66,21.4,1,2023-W42
u0000638,power_user,starter,exp003,control,0.189,2,21,21.4,0,2023-W41
u0000639,casual,pro,exp001,treatment,0.5275,9,51,110.61,1,2023-W35
u0000640,casual,free,exp002,treatment,0.1434,30,71,83.93,0,2023-W36
u0000641,new_user,free,exp002,treatment,0.72,18,15,16.59,0,2023-W42
u0000642,casual,free,exp003,control,0.24,22,52,84.12,0,2023-W43
u0000643,casual,free,exp002,control,0.4572,13,3,109.62,0,2023-W41
u0000644,casual,enterprise,exp004,control,0.8951,7,84,12.87,0,2023-W36
u0000645,at_risk,starter,exp001,control,0.2004,22,85,46.12,0,2023-W38
u0000646,casual,free,exp004,control,0.3262,7,85,33.17,0,2023-W37
u0000647,new_user,starter,exp002,control,0.3736,13,62,53.25,0,2023-W45
u0000648,casual,free,exp002,control,0.5586,8,25,12.69,1,2023-W38
u0000649,casual,free,exp001,control,0.7683,7,36,21.64,0,2023-W39
u0000650,at_risk,free,exp003,control,0.1863,1,43,104.05,0,2023-W38
u0000651,casual,starter,exp004,treatment,0.5678,9,29,66.64,0,2023-W43
u0000652,casual,pro,exp004,treatment,0.8708,18,30,43.3,0,2023-W38
u0000653,casual,free,exp001,control,0.1485,16,18,67.54,0,2023-W37
u0000654,casual,free,exp001,treatment,0.0455,3,38,90.45,0,2023-W42
u0000655,new_user,free,exp003,treatment,0.0506,1,19,15.15,0,2023-W41
u0000656,champion,pro,exp002,treatment,0.2637,6,70,78.39,0,2023-W44
u0000657,new_user,starter,exp001,control,0.0415,9,10,103.11,0,2023-W37
u0000658,casual,free,exp004,treatment,0.9023,15,5,11.73,0,2023-W46
u0000659,casual,starter,exp003,treatment,0.4341,20,75,27.2,0,2023-W35
u0000660,at_risk,free,exp001,treatment,0.3132,1,44,6.86,0,2023-W36
u0000661,at_risk,free,exp003,treatment,0.8316,9,76,39.54,0,2023-W44
u0000662,champion,pro,exp001,control,0.1454,5,69,109.03,0,2023-W41
u0000663,casual,free,exp003,treatment,0.1481,22,80,28.82,1,2023-W42
u0000664,casual,starter,exp004,treatment,0.0567,26,38,74.27,0,2023-W45
u0000665,at_risk,starter,exp003,treatment,0.1013,17,12,69.19,0,2023-W35
u0000666,champion,free,exp004,control,0.1425,18,18,77.75,0,2023-W36
u0000667,casual,starter,exp001,treatment,0.6338,4,34,45.35,0,2023-W36
u0000668,at_risk,enterprise,exp001,control,0.1868,10,82,9.3,0,2023-W37
u0000669,casual,pro,exp002,treatment,0.4734,5,60,2.0,0,2023-W43
u0000670,new_user,free,exp001,treatment,0.5226,23,19,87.73,0,2023-W46
u0000671,power_user,free,exp002,treatment,0.6038,6,24,104.86,0,2023-W44
u0000672,new_user,free,exp004,control,0.7203,15,73,16.41,0,2023-W40
u0000673,at_risk,free,exp002,control,0.1413,13,34,2.23,0,2023-W37
u0000674,power_user,starter,exp003,control,0.193,11,88,102.39,0,2023-W46
u0000675,new_user,free,exp002,treatment,0.839,1,20,71.76,0,2023-W39
u0000676,at_risk,free,exp002,control,0.7588,29,81,94.9,0,2023-W45
u0000677,new_user,pro,exp004,control,0.1613,16,71,81.84,0,2023-W40
u0000678,new_user,starter,exp002,control,0.0857,17,53,62.91,0,2023-W46
u0000679,champion,free,exp001,treatment,0.2092,15,57,84.3,0,2023-W38
u0000680,power_user,free,exp002,treatment,0.8653,25,5,115.88,0,2023-W44
u0000681,casual,free,exp001,control,0.3036,9,72,29.13,0,2023-W46
u0000682,new_user,enterprise,exp004,control,0.7017,7,32,25.89,0,2023-W44
u0000683,casual,pro,exp001,treatment,0.4007,18,71,54.69,0,2023-W35
u0000684,casual,starter,exp002,control,0.3571,17,8,76.19,0,2023-W36
u0000685,new_user,free,exp002,treatment,0.5244,2,79,14.65,0,2023-W46
u0000686,casual,free,exp001,treatment,0.5576,7,48,116.58,1,2023-W35
u0000687,casual,pro,exp002,treatment,0.611,8,84,112.36,0,2023-W44
u0000688,casual,starter,exp003,treatment,0.4708,10,9,69.63,0,2023-W46
u0000689,power_user,pro,exp003,control,0.3712,19,57,87.82,0,2023-W45
u0000690,casual,pro,exp003,treatment,0.9044,24,60,113.8,1,2023-W35
u0000691,power_user,starter,exp003,treatment,0.043,4,48,35.69,0,2023-W39
u0000692,power_user,enterprise,exp004,control,0.8408,21,66,37.52,1,2023-W42
u0000693,at_risk,free,exp001,control,0.2025,27,20,16.16,1,2023-W44
u0000694,power_user,starter,exp003,treatment,0.5432,15,3,44.05,0,2023-W37
u0000695,casual,starter,exp003,control,0.4695,22,13,88.73,0,2023-W35
u0000696,casual,free,exp004,control,0.6972,10,36,113.96,0,2023-W35
u0000697,casual,free,exp002,control,0.3915,24,66,114.61,0,2023-W46
u0000698,at_risk,free,exp002,control,0.6419,27,88,117.99,0,2023-W39
u0000699,new_user,pro,exp002,treatment,0.948,20,45,57.76,1,2023-W46
u0000700,new_user,free,exp004,treatment,0.9166,20,78,3.14,0,2023-W38
u0000701,new_user,pro,exp002,control,0.3855,2,71,114.25,0,2023-W44
u0000702,power_user,starter,exp001,treatment,0.5616,17,74,97.35,0,2023-W45
u0000703,new_user,free,exp002,treatment,0.8787,6,67,28.47,0,2023-W43
u0000704,casual,free,exp002,treatment,0.1793,4,26,58.87,0,2023-W39
u0000705,casual,pro,exp001,treatment,0.259,17,38,72.41,0,2023-W37
u0000706,at_risk,pro,exp004,treatment,0.666,5,56,31.91,0,2023-W43
u0000707,at_risk,pro,exp002,treatment,0.4026,6,46,34.64,0,2023-W44
u0000708,casual,pro,exp003,control,0.6039,21,76,34.1,0,2023-W45
u0000709,new_user,free,exp002,treatment,0.5422,12,88,40.18,0,2023-W46
u0000710,champion,starter,exp003,control,0.6556,24,72,50.28,0,2023-W35
