study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0201,10.1177/0956797614520714,control,P00201,4.624,4.601,5.68,57,NB,BA,2019-12-08,446920,0,why_connect_3a_row_201
S0202,10.1177/0956797614520714,treatment_b,P00202,4.386,3.039,5.21,25,F,Other,2019-04-21,2072841,0,why_connect_3a_row_202
S0203,10.1177/0956797615575277,treatment_a,P00203,4.029,3.372,5.09,24,M,PhD,2019-05-03,2320453,0,why_connect_3a_row_203
S0204,10.1073/pnas.1209746109,control,P00204,5.161,3.982,5.58,46,F,PhD,2019-05-09,390182,0,why_connect_3a_row_204
S0205,10.1177/0956797614520714,treatment_a,P00205,4.916,3.348,4.27,33,F,PhD,2019-09-17,2280235,0,why_connect_3a_row_205
S0206,10.1037/pspa0000226,control,P00206,3.848,5.478,4.64,30,M,HS,2019-12-28,1198232,0,why_connect_3a_row_206
S0207,10.1177/0956797615575277,treatment_a,P00207,3.503,2.816,5.42,45,F,PhD,2019-03-22,207539,0,why_connect_3a_row_207
S0208,10.1177/0956797615575277,control,P00208,2.874,4.41,3.94,25,F,Other,2019-06-25,412211,0,why_connect_3a_row_208
S0209,10.1073/pnas.1209746109,treatment_a,P00209,5.42,2.763,5.41,49,M,Other,2019-01-07,311359,0,why_connect_3a_row_209
S0210,10.1037/pspa0000226,control,P00210,5.27,2.866,3.18,23,F,HS,2019-12-20,2081842,0,why_connect_3a_row_210
S0211,10.1177/0956797614520714,treatment_a,P00211,3.735,2.591,4.08,45,M,MA,2019-11-20,1428052,0,why_connect_3a_row_211
S0212,10.1177/0956797614520714,treatment_a,P00212,6.525,4.52,4.26,29,NB,PhD,2019-11-05,1384502,0,why_connect_3a_row_212
S0213,10.1177/0956797614520714,treatment_a,P00213,5.456,2.549,5.86,29,F,PhD,2019-10-01,1135037,1,why_connect_3a_row_213
S0214,10.1073/pnas.1209746109,treatment_a,P00214,5.215,3.632,5.73,44,NB,HS,2019-06-01,2336115,0,why_connect_3a_row_214
S0215,10.1177/0956797614520714,control,P00215,3.646,3.183,3.41,26,M,Other,2019-11-06,1672798,0,why_connect_3a_row_215
S0216,10.1177/0956797615575277,treatment_a,P00216,5.098,3.774,5.64,50,F,PhD,2019-06-13,1124072,0,why_connect_3a_row_216
S0217,10.1177/0956797615575277,control,P00217,3.592,5.397,5.8,48,F,BA,2019-02-15,332092,0,why_connect_3a_row_217
S0218,10.1073/pnas.1209746109,treatment_a,P00218,3.755,3.385,3.85,43,F,PhD,2019-01-23,1529267,0,why_connect_3a_row_218
S0219,10.1073/pnas.1209746109,treatment_a,P00219,3.905,3.121,5.17,62,F,HS,2019-12-25,1912534,0,why_connect_3a_row_219
S0220,10.1177/0956797615575277,treatment_a,P00220,3.153,6.667,5.41,29,F,PhD,2019-04-03,621436,0,why_connect_3a_row_220
S0221,10.1177/0956797614520714,control,P00221,4.236,4.142,6.18,58,M,BA,2019-11-13,1793269,1,why_connect_3a_row_221
S0222,10.1177/0956797614520714,treatment_a,P00222,3.199,3.485,5.86,44,F,Other,2019-03-04,983161,0,why_connect_3a_row_222
S0223,10.1037/pspa0000226,treatment_b,P00223,6.022,3.142,4.45,28,F,HS,2019-04-22,1558061,0,why_connect_3a_row_223
S0224,10.1037/pspa0000226,treatment_a,P00224,2.846,4.39,4.32,57,NB,MA,2019-10-17,718496,0,why_connect_3a_row_224
S0225,10.1037/pspa0000226,control,P00225,5.58,3.611,7.28,48,F,MA,2019-11-26,817393,0,why_connect_3a_row_225
S0226,10.1073/pnas.1209746109,treatment_a,P00226,3.706,3.508,4.81,58,NB,BA,2019-02-14,2002485,0,why_connect_3a_row_226
S0227,10.1177/0956797614520714,control,P00227,3.861,3.659,5.29,64,M,Other,2019-04-07,2274718,1,why_connect_3a_row_227
S0228,10.1177/0956797615575277,control,P00228,5.602,3.504,3.95,31,F,BA,2019-05-16,615419,0,why_connect_3a_row_228
S0229,10.1037/pspa0000226,control,P00229,3.337,4.424,3.86,18,M,MA,2019-03-16,680626,0,why_connect_3a_row_229
S0230,10.1073/pnas.1209746109,treatment_a,P00230,4.197,5.025,6.11,48,NB,PhD,2019-06-12,303795,0,why_connect_3a_row_230
S0231,10.1177/0956797614520714,treatment_a,P00231,4.738,3.435,4.72,43,F,HS,2019-08-14,1763725,0,why_connect_3a_row_231
S0232,10.1073/pnas.1209746109,control,P00232,6.152,2.25,4.11,57,F,PhD,2019-11-26,1884282,1,why_connect_3a_row_232
S0233,10.1073/pnas.1209746109,treatment_b,P00233,6.176,5.438,5.95,20,F,HS,2019-02-26,1213080,0,why_connect_3a_row_233
S0234,10.1073/pnas.1209746109,control,P00234,5.346,4.584,4.93,38,M,PhD,2019-04-21,527953,0,why_connect_3a_row_234
S0235,10.1177/0956797615575277,treatment_b,P00235,4.381,1.888,5.39,39,F,BA,2019-10-07,1488571,0,why_connect_3a_row_235
S0236,10.1177/0956797614520714,control,P00236,5.445,5.596,3.62,22,NB,Other,2019-12-11,1623095,0,why_connect_3a_row_236
S0237,10.1177/0956797615575277,treatment_b,P00237,5.423,2.649,3.87,54,M,MA,2019-11-15,1706497,0,why_connect_3a_row_237
S0238,10.1177/0956797615575277,treatment_b,P00238,5.944,4.593,5.77,64,F,PhD,2019-01-06,2389237,0,why_connect_3a_row_238
S0239,10.1073/pnas.1209746109,treatment_a,P00239,4.135,3.092,4.29,24,M,Other,2019-01-06,945651,0,why_connect_3a_row_239
S0240,10.1037/pspa0000226,control,P00240,5.487,2.876,5.14,64,M,HS,2019-09-11,1174248,1,why_connect_3a_row_240
S0241,10.1177/0956797614520714,treatment_a,P00241,3.958,3.542,4.19,21,M,Other,2019-04-03,595824,0,why_connect_3a_row_241
S0242,10.1177/0956797615575277,control,P00242,5.154,3.537,4.64,23,F,BA,2019-09-26,1835087,0,why_connect_3a_row_242
S0243,10.1177/0956797615575277,treatment_b,P00243,2.846,2.268,4.8,50,F,MA,2019-07-11,1178829,0,why_connect_3a_row_243
S0244,10.1177/0956797614520714,treatment_b,P00244,4.727,4.195,5.04,37,M,HS,2019-01-09,1762884,0,why_connect_3a_row_244
S0245,10.1073/pnas.1209746109,treatment_a,P00245,4.568,3.126,3.86,37,F,BA,2019-12-19,787168,0,why_connect_3a_row_245
S0246,10.1037/pspa0000226,treatment_a,P00246,4.518,3.173,4.94,30,NB,MA,2019-08-04,401079,0,why_connect_3a_row_246
S0247,10.1177/0956797615575277,treatment_b,P00247,6.914,2.531,4.74,53,F,PhD,2019-04-24,884926,0,why_connect_3a_row_247
S0248,10.1037/pspa0000226,treatment_b,P00248,5.316,2.823,5.95,43,M,BA,2019-11-22,1033545,1,why_connect_3a_row_248
S0249,10.1177/0956797614520714,treatment_b,P00249,5.811,3.307,4.9,28,F,MA,2019-07-03,1708228,1,why_connect_3a_row_249
S0250,10.1177/0956797614520714,treatment_a,P00250,3.569,4.545,5.0,45,F,HS,2019-09-23,1854980,0,why_connect_3a_row_250
S0251,10.1177/0956797615575277,control,P00251,6.473,4.991,6.12,53,M,HS,2019-04-22,432591,0,why_connect_3a_row_251
S0252,10.1177/0956797615575277,treatment_b,P00252,3.136,3.591,5.35,54,F,HS,2019-12-26,388373,0,why_connect_3a_row_252
S0253,10.1037/pspa0000226,treatment_a,P00253,4.364,4.162,4.76,51,F,PhD,2019-10-13,960938,0,why_connect_3a_row_253
S0254,10.1177/0956797615575277,treatment_a,P00254,4.223,3.957,4.81,42,F,MA,2019-08-06,1472363,0,why_connect_3a_row_254
S0255,10.1037/pspa0000226,treatment_a,P00255,2.911,3.192,3.41,28,F,Other,2019-06-18,1855029,0,why_connect_3a_row_255
S0256,10.1073/pnas.1209746109,control,P00256,4.326,3.131,4.58,57,NB,MA,2019-04-22,766984,0,why_connect_3a_row_256
S0257,10.1177/0956797614520714,control,P00257,3.914,2.499,4.69,52,M,PhD,2019-10-13,1945315,1,why_connect_3a_row_257
S0258,10.1073/pnas.1209746109,treatment_b,P00258,5.576,4.577,5.52,53,F,PhD,2019-10-13,457169,0,why_connect_3a_row_258
S0259,10.1177/0956797614520714,treatment_a,P00259,4.689,4.105,3.66,51,F,MA,2019-01-14,1619373,0,why_connect_3a_row_259
S0260,10.1073/pnas.1209746109,control,P00260,4.418,4.948,5.13,62,F,BA,2019-09-23,1154848,0,why_connect_3a_row_260
S0261,10.1177/0956797614520714,control,P00261,2.414,3.472,4.77,27,F,BA,2019-09-25,409086,0,why_connect_3a_row_261
S0262,10.1073/pnas.1209746109,control,P00262,5.733,3.483,5.32,34,F,MA,2019-09-03,1512289,0,why_connect_3a_row_262
S0263,10.1177/0956797615575277,treatment_a,P00263,4.734,2.791,3.65,44,F,HS,2019-05-04,1269991,0,why_connect_3a_row_263
S0264,10.1073/pnas.1209746109,treatment_a,P00264,4.048,4.285,4.02,49,M,Other,2019-09-09,2039768,0,why_connect_3a_row_264
S0265,10.1073/pnas.1209746109,control,P00265,4.941,3.636,4.77,38,M,MA,2019-09-22,1433285,0,why_connect_3a_row_265
S0266,10.1177/0956797615575277,treatment_b,P00266,3.89,3.566,4.47,52,NB,HS,2019-02-05,2115097,0,why_connect_3a_row_266
S0267,10.1177/0956797615575277,treatment_b,P00267,4.951,4.212,6.09,41,M,BA,2019-03-15,359271,0,why_connect_3a_row_267
S0268,10.1177/0956797615575277,treatment_a,P00268,3.899,4.918,4.72,33,M,HS,2019-01-15,1685254,0,why_connect_3a_row_268
S0269,10.1073/pnas.1209746109,treatment_a,P00269,6.053,3.197,7.67,43,M,BA,2019-07-26,355011,0,why_connect_3a_row_269
S0270,10.1037/pspa0000226,control,P00270,3.708,4.505,5.32,45,M,Other,2019-10-14,992913,0,why_connect_3a_row_270
S0271,10.1177/0956797614520714,control,P00271,3.294,2.84,3.49,47,F,HS,2019-09-27,931025,0,why_connect_3a_row_271
S0272,10.1177/0956797615575277,treatment_b,P00272,4.933,4.469,4.14,52,F,MA,2019-10-27,461155,0,why_connect_3a_row_272
S0273,10.1177/0956797615575277,control,P00273,4.563,3.505,5.75,27,F,PhD,2019-05-09,631411,1,why_connect_3a_row_273
S0274,10.1177/0956797615575277,treatment_a,P00274,5.51,3.651,5.72,29,M,BA,2019-12-18,2230921,0,why_connect_3a_row_274
S0275,10.1177/0956797615575277,treatment_b,P00275,2.652,2.566,5.77,21,F,BA,2019-02-06,1640600,0,why_connect_3a_row_275
S0276,10.1037/pspa0000226,treatment_b,P00276,4.4,3.054,4.25,28,M,BA,2019-11-12,835895,0,why_connect_3a_row_276
S0277,10.1177/0956797615575277,control,P00277,3.504,3.316,4.37,59,F,HS,2019-12-26,813809,0,why_connect_3a_row_277
S0278,10.1037/pspa0000226,control,P00278,4.509,2.884,5.43,65,F,MA,2019-05-04,2024955,0,why_connect_3a_row_278
S0279,10.1177/0956797614520714,treatment_a,P00279,3.731,3.885,5.2,60,NB,BA,2019-11-12,1994924,0,why_connect_3a_row_279
S0280,10.1073/pnas.1209746109,treatment_a,P00280,3.791,3.095,5.44,65,F,BA,2019-10-10,1906740,0,why_connect_3a_row_280
S0281,10.1073/pnas.1209746109,treatment_a,P00281,4.925,3.141,3.11,56,M,HS,2019-08-04,722393,0,why_connect_3a_row_281
S0282,10.1177/0956797614520714,treatment_a,P00282,4.278,3.246,4.68,46,F,Other,2019-11-03,936352,0,why_connect_3a_row_282
S0283,10.1177/0956797615575277,treatment_b,P00283,4.991,4.88,3.02,26,F,HS,2019-10-17,1747612,0,why_connect_3a_row_283
S0284,10.1177/0956797614520714,control,P00284,2.701,3.561,5.61,39,F,PhD,2019-05-28,333878,0,why_connect_3a_row_284
S0285,10.1073/pnas.1209746109,treatment_a,P00285,5.295,3.913,4.52,54,NB,BA,2019-07-10,1092901,0,why_connect_3a_row_285
S0286,10.1177/0956797615575277,control,P00286,6.856,4.104,6.52,46,M,PhD,2019-07-08,279968,0,why_connect_3a_row_286
S0287,10.1073/pnas.1209746109,treatment_b,P00287,4.49,3.076,5.51,30,M,HS,2019-01-20,857049,0,why_connect_3a_row_287
S0288,10.1177/0956797615575277,control,P00288,3.397,2.52,5.26,18,M,HS,2019-08-09,1634848,0,why_connect_3a_row_288
S0289,10.1037/pspa0000226,treatment_a,P00289,3.987,4.484,4.59,59,F,HS,2019-03-26,655784,0,why_connect_3a_row_289
S0290,10.1073/pnas.1209746109,treatment_a,P00290,2.645,4.87,6.63,47,F,HS,2019-11-15,2194269,0,why_connect_3a_row_290
S0291,10.1037/pspa0000226,treatment_b,P00291,2.246,3.904,5.59,40,M,PhD,2019-04-11,645135,0,why_connect_3a_row_291
S0292,10.1177/0956797615575277,control,P00292,4.482,3.776,4.96,36,F,MA,2019-01-18,699965,0,why_connect_3a_row_292
S0293,10.1177/0956797615575277,treatment_a,P00293,4.154,5.324,4.07,47,F,BA,2019-03-16,1449910,0,why_connect_3a_row_293
S0294,10.1177/0956797614520714,control,P00294,3.685,3.998,6.02,47,M,HS,2019-12-13,1489228,0,why_connect_3a_row_294
S0295,10.1177/0956797614520714,treatment_b,P00295,2.346,4.513,3.35,59,F,BA,2019-12-13,640370,1,why_connect_3a_row_295
S0296,10.1037/pspa0000226,treatment_a,P00296,3.176,4.054,3.53,33,M,MA,2019-08-03,1913134,0,why_connect_3a_row_296
S0297,10.1177/0956797615575277,treatment_a,P00297,2.294,3.756,3.29,30,F,MA,2019-09-15,1901588,0,why_connect_3a_row_297
S0298,10.1073/pnas.1209746109,control,P00298,3.974,3.167,4.45,31,NB,BA,2019-03-09,2308774,0,why_connect_3a_row_298
S0299,10.1037/pspa0000226,treatment_a,P00299,6.468,3.935,3.86,35,NB,Other,2019-04-15,2138864,0,why_connect_3a_row_299
S0300,10.1037/pspa0000226,treatment_a,P00300,4.311,2.691,4.25,18,NB,PhD,2019-11-20,986229,0,why_connect_3a_row_300
S0301,10.1073/pnas.1209746109,treatment_b,P00301,4.507,3.306,4.44,47,NB,PhD,2019-01-21,1475527,0,why_connect_3a_row_301
S0302,10.1037/pspa0000226,treatment_a,P00302,3.097,3.754,4.55,36,M,PhD,2019-12-15,2278962,0,why_connect_3a_row_302
S0303,10.1177/0956797615575277,control,P00303,4.866,4.016,5.16,35,F,BA,2019-10-15,1827128,0,why_connect_3a_row_303
S0304,10.1177/0956797615575277,treatment_b,P00304,2.525,4.467,5.34,61,F,PhD,2019-05-27,1007736,0,why_connect_3a_row_304
S0305,10.1073/pnas.1209746109,control,P00305,4.024,5.35,6.98,30,F,Other,2019-12-23,461023,0,why_connect_3a_row_305
S0306,10.1177/0956797614520714,control,P00306,3.734,4.736,5.73,48,F,PhD,2019-10-28,1752155,0,why_connect_3a_row_306
S0307,10.1177/0956797615575277,treatment_a,P00307,3.659,4.224,5.21,57,F,PhD,2019-05-10,609190,0,why_connect_3a_row_307
S0308,10.1177/0956797614520714,control,P00308,5.252,4.532,5.64,57,M,MA,2019-03-23,1641922,1,why_connect_3a_row_308
S0309,10.1073/pnas.1209746109,control,P00309,4.595,3.782,4.5,56,F,MA,2019-11-16,601628,0,why_connect_3a_row_309
S0310,10.1037/pspa0000226,treatment_a,P00310,5.608,2.447,4.19,53,F,HS,2019-10-04,1096780,0,why_connect_3a_row_310
S0311,10.1037/pspa0000226,treatment_a,P00311,3.998,3.234,5.14,59,F,HS,2019-02-20,1425922,0,why_connect_3a_row_311
S0312,10.1177/0956797614520714,treatment_b,P00312,4.657,2.983,6.48,53,M,Other,2019-03-23,1377041,0,why_connect_3a_row_312
S0313,10.1037/pspa0000226,treatment_b,P00313,4.263,3.287,4.92,60,M,MA,2019-01-19,1053366,0,why_connect_3a_row_313
S0314,10.1073/pnas.1209746109,control,P00314,3.035,4.894,5.63,65,F,BA,2019-06-18,2388458,0,why_connect_3a_row_314
S0315,10.1037/pspa0000226,treatment_a,P00315,3.846,4.361,5.01,63,F,PhD,2019-04-02,1633459,0,why_connect_3a_row_315
S0316,10.1177/0956797615575277,treatment_b,P00316,3.862,3.537,5.77,46,NB,BA,2019-01-07,1672717,0,why_connect_3a_row_316
S0317,10.1177/0956797614520714,control,P00317,4.273,4.677,3.94,53,NB,HS,2019-11-19,1988487,0,why_connect_3a_row_317
S0318,10.1073/pnas.1209746109,treatment_b,P00318,5.575,4.717,6.2,40,F,Other,2019-06-20,393319,0,why_connect_3a_row_318
S0319,10.1177/0956797615575277,control,P00319,5.771,3.463,4.27,64,M,BA,2019-06-12,1463881,0,why_connect_3a_row_319
S0320,10.1177/0956797615575277,treatment_a,P00320,4.11,3.817,5.94,23,F,BA,2019-10-04,2394831,0,why_connect_3a_row_320
S0321,10.1037/pspa0000226,control,P00321,5.305,3.724,6.44,52,NB,HS,2019-08-24,1060836,0,why_connect_3a_row_321
S0322,10.1073/pnas.1209746109,control,P00322,4.815,3.165,4.32,33,NB,BA,2019-09-10,1022838,0,why_connect_3a_row_322
S0323,10.1073/pnas.1209746109,control,P00323,4.991,3.813,4.31,31,F,HS,2019-09-23,186386,0,why_connect_3a_row_323
S0324,10.1037/pspa0000226,treatment_b,P00324,4.746,2.425,5.38,33,M,PhD,2019-08-05,2039138,0,why_connect_3a_row_324
S0325,10.1037/pspa0000226,treatment_a,P00325,4.787,3.087,5.32,61,F,BA,2019-10-24,1162406,0,why_connect_3a_row_325
S0326,10.1177/0956797614520714,treatment_a,P00326,4.811,5.104,5.13,54,F,PhD,2019-01-25,624902,0,why_connect_3a_row_326
S0327,10.1073/pnas.1209746109,treatment_a,P00327,1.595,4.663,5.98,43,F,BA,2019-01-27,890164,1,why_connect_3a_row_327
S0328,10.1177/0956797614520714,treatment_a,P00328,7.013,4.71,5.88,34,F,MA,2019-04-21,2233794,0,why_connect_3a_row_328
S0329,10.1177/0956797614520714,control,P00329,5.423,4.347,3.73,63,F,Other,2019-06-03,425847,0,why_connect_3a_row_329
S0330,10.1037/pspa0000226,control,P00330,4.755,2.585,5.62,60,F,HS,2019-01-13,2145063,0,why_connect_3a_row_330
S0331,10.1177/0956797614520714,treatment_b,P00331,6.225,4.852,5.81,59,M,PhD,2019-11-23,705693,0,why_connect_3a_row_331
S0332,10.1073/pnas.1209746109,treatment_b,P00332,6.527,5.383,4.86,54,M,BA,2019-07-12,2194984,0,why_connect_3a_row_332
S0333,10.1177/0956797614520714,treatment_a,P00333,5.364,3.965,4.27,41,F,BA,2019-11-07,481450,0,why_connect_3a_row_333
S0334,10.1177/0956797614520714,control,P00334,3.769,3.054,6.05,22,M,Other,2019-10-24,1054101,0,why_connect_3a_row_334
S0335,10.1037/pspa0000226,treatment_b,P00335,3.682,4.842,4.32,37,M,Other,2019-02-20,2250475,0,why_connect_3a_row_335
S0336,10.1037/pspa0000226,treatment_a,P00336,6.568,4.606,4.72,56,NB,HS,2019-08-24,876360,0,why_connect_3a_row_336
S0337,10.1177/0956797615575277,control,P00337,7.199,2.983,5.11,44,M,PhD,2019-04-01,1451320,0,why_connect_3a_row_337
S0338,10.1177/0956797614520714,treatment_a,P00338,3.866,3.819,5.4,38,F,HS,2019-08-24,1774649,0,why_connect_3a_row_338
S0339,10.1073/pnas.1209746109,treatment_b,P00339,4.924,5.277,6.14,55,NB,HS,2019-09-16,296147,1,why_connect_3a_row_339
S0340,10.1073/pnas.1209746109,control,P00340,6.734,4.731,4.62,47,M,HS,2019-04-25,742262,0,why_connect_3a_row_340
S0341,10.1037/pspa0000226,control,P00341,3.847,5.273,5.6,58,F,HS,2019-09-22,1444526,0,why_connect_3a_row_341
S0342,10.1073/pnas.1209746109,treatment_b,P00342,3.143,3.807,4.67,62,NB,PhD,2019-01-09,2359636,0,why_connect_3a_row_342
S0343,10.1037/pspa0000226,treatment_b,P00343,4.925,5.289,5.77,24,M,Other,2019-08-11,936718,0,why_connect_3a_row_343
S0344,10.1177/0956797614520714,control,P00344,3.566,2.915,5.5,62,M,MA,2019-01-01,624940,0,why_connect_3a_row_344
S0345,10.1037/pspa0000226,treatment_a,P00345,4.441,4.479,5.02,48,F,BA,2019-02-03,1948441,0,why_connect_3a_row_345
S0346,10.1037/pspa0000226,treatment_a,P00346,1.705,2.567,4.42,54,F,MA,2019-03-01,1529534,0,why_connect_3a_row_346
S0347,10.1177/0956797614520714,treatment_a,P00347,2.903,3.569,4.88,28,F,Other,2019-12-09,2151401,0,why_connect_3a_row_347
S0348,10.1037/pspa0000226,control,P00348,3.836,2.669,6.68,51,M,BA,2019-07-11,1151200,0,why_connect_3a_row_348
S0349,10.1073/pnas.1209746109,treatment_b,P00349,4.019,5.311,4.25,54,F,HS,2019-03-02,1673813,0,why_connect_3a_row_349
S0350,10.1073/pnas.1209746109,treatment_b,P00350,5.151,3.38,4.87,39,M,HS,2019-07-23,1170438,0,why_connect_3a_row_350
S0351,10.1177/0956797614520714,control,P00351,4.651,4.305,4.8,29,M,MA,2019-11-04,804217,0,why_connect_3a_row_351
S0352,10.1177/0956797614520714,treatment_b,P00352,4.257,4.951,3.14,39,F,BA,2019-06-09,263291,0,why_connect_3a_row_352
S0353,10.1073/pnas.1209746109,treatment_a,P00353,3.216,4.337,4.6,47,NB,BA,2019-07-25,2233822,0,why_connect_3a_row_353
S0354,10.1177/0956797614520714,control,P00354,5.334,4.558,4.24,51,M,BA,2019-04-13,1443301,0,why_connect_3a_row_354
S0355,10.1073/pnas.1209746109,control,P00355,6.865,3.751,2.62,18,NB,HS,2019-08-06,1229733,0,why_connect_3a_row_355
S0356,10.1073/pnas.1209746109,treatment_b,P00356,4.897,3.226,5.08,27,NB,BA,2019-06-22,2148101,0,why_connect_3a_row_356
S0357,10.1177/0956797615575277,treatment_b,P00357,1.078,4.486,4.53,63,M,MA,2019-04-09,921973,0,why_connect_3a_row_357
S0358,10.1037/pspa0000226,treatment_b,P00358,4.434,5.803,3.88,53,F,BA,2019-09-10,1179846,0,why_connect_3a_row_358
S0359,10.1037/pspa0000226,treatment_b,P00359,6.187,5.094,6.13,19,M,PhD,2019-07-28,1219731,0,why_connect_3a_row_359
S0360,10.1073/pnas.1209746109,treatment_b,P00360,6.28,3.438,3.68,36,F,MA,2019-04-28,1889351,0,why_connect_3a_row_360
S0361,10.1177/0956797615575277,treatment_a,P00361,5.582,4.559,5.0,32,F,HS,2019-07-18,844322,0,why_connect_3a_row_361
S0362,10.1037/pspa0000226,treatment_b,P00362,6.606,4.491,6.07,37,M,MA,2019-07-07,822650,0,why_connect_3a_row_362
S0363,10.1073/pnas.1209746109,control,P00363,2.731,1.415,5.18,40,M,HS,2019-05-17,188653,0,why_connect_3a_row_363
S0364,10.1177/0956797615575277,control,P00364,2.167,3.117,4.31,55,F,MA,2019-08-19,1297139,0,why_connect_3a_row_364
S0365,10.1073/pnas.1209746109,control,P00365,3.803,1.551,4.7,64,NB,HS,2019-04-15,807726,1,why_connect_3a_row_365
S0366,10.1073/pnas.1209746109,treatment_a,P00366,5.096,3.22,4.95,40,F,PhD,2019-07-12,770035,0,why_connect_3a_row_366
S0367,10.1037/pspa0000226,treatment_a,P00367,4.781,4.287,4.49,32,F,HS,2019-10-23,353735,1,why_connect_3a_row_367
S0368,10.1037/pspa0000226,control,P00368,5.683,4.191,5.5,56,F,HS,2019-12-16,1636060,1,why_connect_3a_row_368
S0369,10.1037/pspa0000226,treatment_b,P00369,4.613,3.507,5.75,62,M,Other,2019-03-15,445019,0,why_connect_3a_row_369
S0370,10.1177/0956797615575277,treatment_b,P00370,2.697,3.721,5.08,27,F,PhD,2019-08-12,1509170,0,why_connect_3a_row_370
S0371,10.1073/pnas.1209746109,control,P00371,4.014,5.262,5.16,21,F,HS,2019-07-22,1519442,0,why_connect_3a_row_371
S0372,10.1073/pnas.1209746109,treatment_a,P00372,5.213,2.163,4.6,32,M,Other,2019-10-18,1801545,0,why_connect_3a_row_372
S0373,10.1037/pspa0000226,treatment_b,P00373,3.852,4.414,6.27,41,F,MA,2019-04-09,970133,0,why_connect_3a_row_373
S0374,10.1037/pspa0000226,treatment_b,P00374,4.977,4.714,4.95,52,M,Other,2019-05-09,353957,0,why_connect_3a_row_374
S0375,10.1073/pnas.1209746109,treatment_a,P00375,3.722,4.947,2.9,42,F,HS,2019-01-24,2355973,0,why_connect_3a_row_375
S0376,10.1177/0956797614520714,treatment_a,P00376,4.359,5.081,4.95,42,F,BA,2019-06-18,1639802,0,why_connect_3a_row_376
S0377,10.1073/pnas.1209746109,control,P00377,2.564,2.013,4.36,36,F,Other,2019-08-05,923399,0,why_connect_3a_row_377
S0378,10.1177/0956797614520714,treatment_b,P00378,5.005,4.366,4.79,49,F,BA,2019-09-22,840534,0,why_connect_3a_row_378
S0379,10.1037/pspa0000226,treatment_b,P00379,4.851,4.014,5.29,19,M,MA,2019-08-22,2255896,1,why_connect_3a_row_379
S0380,10.1073/pnas.1209746109,control,P00380,3.736,4.323,3.56,47,M,MA,2019-08-16,2090917,0,why_connect_3a_row_380
S0381,10.1177/0956797614520714,treatment_a,P00381,3.819,3.349,4.21,30,F,BA,2019-04-27,1126753,0,why_connect_3a_row_381
S0382,10.1177/0956797615575277,treatment_b,P00382,3.765,4.451,5.58,42,F,BA,2019-06-21,1525412,0,why_connect_3a_row_382
S0383,10.1073/pnas.1209746109,treatment_b,P00383,4.865,4.683,4.54,29,M,Other,2019-12-22,2000641,0,why_connect_3a_row_383
S0384,10.1177/0956797614520714,treatment_b,P00384,3.73,3.181,3.52,40,NB,BA,2019-10-27,335080,0,why_connect_3a_row_384
S0385,10.1177/0956797614520714,treatment_a,P00385,3.736,4.435,5.19,65,F,Other,2019-02-05,1602789,0,why_connect_3a_row_385
S0386,10.1177/0956797614520714,treatment_a,P00386,3.948,3.055,4.91,33,NB,HS,2019-10-13,681611,0,why_connect_3a_row_386
S0387,10.1037/pspa0000226,treatment_b,P00387,3.142,6.036,4.68,53,M,Other,2019-02-04,792077,0,why_connect_3a_row_387
S0388,10.1037/pspa0000226,treatment_a,P00388,3.696,4.441,4.91,39,F,Other,2019-03-01,1181470,0,why_connect_3a_row_388
S0389,10.1177/0956797615575277,treatment_a,P00389,1.739,3.76,5.34,22,M,Other,2019-01-05,643496,0,why_connect_3a_row_389
S0390,10.1037/pspa0000226,treatment_a,P00390,6.243,3.551,4.88,49,M,MA,2019-11-20,1549742,0,why_connect_3a_row_390
S0391,10.1073/pnas.1209746109,treatment_a,P00391,5.907,2.907,6.57,58,NB,MA,2019-01-06,2347299,0,why_connect_3a_row_391
S0392,10.1073/pnas.1209746109,control,P00392,6.42,3.032,3.79,43,F,PhD,2019-12-27,2137724,0,why_connect_3a_row_392
S0393,10.1037/pspa0000226,control,P00393,6.15,3.721,5.9,60,F,PhD,2019-07-26,1706349,0,why_connect_3a_row_393
S0394,10.1037/pspa0000226,treatment_b,P00394,5.552,3.218,4.3,24,NB,BA,2019-12-02,2053966,0,why_connect_3a_row_394
S0395,10.1073/pnas.1209746109,control,P00395,3.78,3.779,3.99,23,F,MA,2019-08-24,1782436,1,why_connect_3a_row_395
S0396,10.1177/0956797615575277,treatment_a,P00396,3.608,3.717,5.27,23,M,Other,2019-10-01,1011592,0,why_connect_3a_row_396
S0397,10.1073/pnas.1209746109,control,P00397,3.364,3.635,6.54,47,M,Other,2019-05-17,185357,0,why_connect_3a_row_397
S0398,10.1177/0956797614520714,treatment_b,P00398,3.49,4.122,5.25,31,F,Other,2019-02-01,835691,0,why_connect_3a_row_398
S0399,10.1037/pspa0000226,treatment_a,P00399,3.166,4.611,4.07,63,F,PhD,2019-05-18,2357583,0,why_connect_3a_row_399
S0400,10.1037/pspa0000226,treatment_b,P00400,5.137,5.005,4.16,26,F,PhD,2019-11-19,1153549,0,why_connect_3a_row_400
S0401,10.1177/0956797615575277,treatment_b,P00401,4.005,3.422,5.34,43,F,Other,2019-11-06,2188041,0,why_connect_3a_row_401
