step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
413,CASH-IN,24493.22,C8663576,3979860.47,3955367.25,C8827516,1404192.96,1428686.18,0,0
484,DEBIT,50736.15,C8873010,2087672.03,2036935.88,C2710644,524235.46,574971.61,0,0
731,CASH-IN,221129.61,C3143176,2670516.53,2449386.92,C3718002,1473077.77,1694207.38,0,0
177,PAYMENT,253375.89,C8796604,3079686.78,2826310.89,M172995,436581.79,689957.68,0,0
262,TRANSFER,21303.48,C2782145,2926329.62,2905026.14,C4447268,1081583.44,1102886.92,0,0
715,CASH-OUT,233035.91,C5976210,3111222.28,2878186.37,C3009935,415236.56,648272.47,0,0
249,TRANSFER,98609.75,C3750856,3548684.85,3450075.1,C4267589,938829.95,1037439.7,0,0
229,TRANSFER,190569.82,C3055283,560607.19,370037.37,C1471002,1303508.01,1494077.83,0,0
672,PAYMENT,7850.19,C8506362,4038053.58,4030203.39,M382812,1602001.32,1609851.51,0,0
496,CASH-IN,136317.07,C7129540,3022494.78,2886177.71,C2710319,1468296.3,1604613.37,0,0
142,PAYMENT,18708.67,C5997784,4751024.7,4732316.03,M835724,1130955.86,1149664.53,0,0
43,CASH-OUT,53716.32,C2544119,2192219.24,2138502.92,C3217657,1900094.46,1953810.78,0,0
187,CASH-OUT,198892.06,C3307365,2055578.13,1856686.07,C9012837,326936.17,525828.23,0,0
331,TRANSFER,274189.67,C7814666,1378595.28,1104405.61,C8320284,511919.2,786108.87,0,1
35,CASH-OUT,341098.46,C3488252,2342920.86,2001822.4,C3348152,520671.77,861770.23,0,0
161,CASH-IN,33303.98,C3534432,1524156.34,1490852.36,C6429433,651585.64,684889.62,0,0
445,PAYMENT,253.15,C2940234,1525978.37,1525725.22,M671276,1258605.12,1258858.27,0,0
64,CASH-OUT,356944.59,C4093273,2405758.05,2048813.46,C7648703,1998858.52,2355803.11,0,0
325,CASH-IN,158414.23,C4521539,3821415.26,3663001.03,C1266712,789834.23,948248.46,0,0
429,DEBIT,14003.23,C6332761,3681266.2,3667262.97,C1488860,623466.06,637469.29,0,0
171,CASH-IN,673417.22,C8958980,3833497.66,3160080.44,C7446644,364049.98,1037467.2,0,0
737,CASH-OUT,62041.38,C4720838,3822041.52,3760000.14,C5844416,794924.41,856965.79,0,0
193,CASH-IN,106352.52,C9009188,1885655.31,1779302.79,C9244917,1552414.09,1658766.61,0,0
579,PAYMENT,342695.31,C9400166,3087985.27,2745289.96,M148612,1725143.03,2067838.34,0,0
403,CASH-OUT,9253.19,C6794356,4888479.11,4879225.92,C6748817,1966878.57,1976131.76,0,0
320,CASH-IN,1835.93,C2917880,2464619.32,2462783.39,C7529437,403832.12,405668.05,0,0
247,PAYMENT,364726.72,C6097277,1542617.06,1177890.34,M116470,1441760.72,1806487.44,0,0
574,CASH-OUT,128641.29,C1719188,3075300.12,2946658.83,C8690778,472839.74,601481.03,0,0
260,CASH-OUT,110011.66,C4403433,900687.87,790676.21,C7948780,223166.0,333177.66,0,0
412,PAYMENT,165468.69,C1434755,1391752.53,1226283.84,M984642,710636.75,876105.44,0,0
354,CASH-OUT,297164.35,C9907658,233958.97,0,C7947744,858220.96,1155385.31,0,0
501,CASH-IN,91301.3,C4893546,4428072.61,4336771.31,C1673646,907118.06,998419.36,0,0
36,CASH-OUT,205855.44,C3978371,1612935.98,1407080.54,C1870912,1194095.29,1399950.73,0,0
714,CASH-IN,75092.3,C5640813,2390740.19,2315647.89,C7010576,1624848.48,1699940.78,0,0
216,PAYMENT,210914.82,C1173825,1241725.65,1030810.83,M817269,893911.54,1104826.36,0,0
148,TRANSFER,108834.36,C5513372,887842.13,779007.77,C7239179,772846.5,881680.86,0,0
342,TRANSFER,258554.16,C1548940,3965550.62,3706996.46,C2387223,609156.95,867711.11,0,1
160,PAYMENT,109535.74,C2357073,10077.22,0,M531052,1816357.04,1925892.78,0,0
163,CASH-OUT,88465.75,C1290866,3914818.32,3826352.57,C2589907,744480.16,832945.91,0,0
441,CASH-IN,165584.97,C8222752,1144582.88,978997.91,C2230672,1572075.68,1737660.65,0,0
705,CASH-IN,3791.02,C5777876,4962896.06,4959105.04,C9550025,608937.81,612728.83,0,0
170,CASH-IN,123200.19,C9337424,207631.53,84431.34,C6692560,1683515.87,1806716.06,0,0
103,CASH-OUT,156018.61,C8322075,2935715.6,2779696.99,C7927294,615076.59,771095.2,0,0
590,CASH-OUT,374879.87,C4180605,2697347.5,2322467.63,C3886428,1125162.51,1500042.38,0,0
704,CASH-OUT,186123.71,C7025255,4794834.57,4608710.86,C7572032,1721381.78,1907505.49,0,0
655,DEBIT,48651.31,C5341246,2695254.99,2646603.68,C6925358,1839925.91,1888577.22,0,0
160,CASH-IN,307757.11,C6952588,3160207.29,2852450.18,C4658138,1091857.73,1399614.84,0,0
624,CASH-OUT,331002.14,C1525374,1656119.96,1325117.82,C3452079,1380463.31,1711465.45,0,0
259,PAYMENT,98342.72,C4943947,1046970.49,948627.77,M626615,1397504.37,1495847.09,0,0
49,CASH-IN,398872.08,C8190632,4001322.22,3602450.14,C8626714,81097.82,479969.9,0,0
313,PAYMENT,246106.01,C5571211,428837.41,182731.4,M352451,1699525.78,1945631.79,0,0
311,CASH-OUT,32187.36,C4275687,4612192.47,4580005.11,C9785298,1109328.46,1141515.82,0,0
690,CASH-OUT,71076.48,C8383492,3776177.45,3705100.97,C9008283,1929996.74,2001073.22,0,0
390,DEBIT,56720.83,C5331082,3353662.13,3296941.3,C6731897,1242712.48,1299433.31,0,0
496,CASH-OUT,491189.94,C6954206,787003.69,295813.75,C2195507,320679.06,811869.0,0,0
79,PAYMENT,265402.36,C4710207,283080.31,17677.95,M245883,907927.46,1173329.82,0,0
607,CASH-IN,45019.83,C6216918,357478.68,312458.85,C1575246,47724.31,92744.14,0,0
410,PAYMENT,89662.48,C3697211,1565750.11,1476087.63,M437505,554692.98,644355.46,0,0
685,TRANSFER,70878.89,C3317185,2554205.52,2483326.63,C6769901,178292.34,249171.23,0,0
530,CASH-OUT,82112.57,C2362084,3572451.6,3490339.03,C3512574,1710367.31,1792479.88,0,0
260,CASH-OUT,100376.58,C5916660,1419211.27,1318834.69,C3550066,60297.77,160674.35,0,0
237,CASH-OUT,573291.79,C7476480,2799619.17,2226327.38,C3215321,346604.75,919896.54,0,0
557,CASH-OUT,152921.71,C4528979,3267993.67,3115071.96,C1782672,1184924.41,1337846.12,0,0
75,PAYMENT,69725.41,C5400452,1180911.54,1111186.13,M699751,1934121.26,2003846.67,0,0
616,CASH-OUT,222302.77,C3473128,4526671.45,4304368.68,C7682601,571004.27,571004.27,1,0
324,PAYMENT,272509.69,C5923989,2103746.08,1831236.39,M404894,995147.31,1267657.0,0,0
598,CASH-OUT,19748.9,C3311772,2167174.84,2147425.94,C3758900,1050710.33,1070459.23,0,0
409,TRANSFER,135087.64,C8149819,4330811.7,4195724.06,C7014612,1269810.15,1404897.79,0,0
668,TRANSFER,431240.87,C4580043,1418779.31,987538.44,C6079945,1399965.65,1831206.52,0,1
355,CASH-OUT,19687.56,C8003061,2071439.5,2051751.94,C5737518,2471.82,2471.82,1,0
424,CASH-OUT,14707.74,C2381626,989263.19,974555.45,C5005197,90702.65,105410.39,0,0
588,TRANSFER,31697.22,C1118779,4215206.94,4183509.72,C5439756,1673307.11,1673307.11,1,0
307,TRANSFER,167659.65,C1981806,4982724.36,4815064.71,C2046351,1560616.69,1728276.34,0,0
550,PAYMENT,22333.22,C8997148,435068.27,412735.05,M388583,1458508.39,1480841.61,0,0
277,PAYMENT,5669.92,C6066725,358858.61,353188.69,M991235,1677576.04,1683245.96,0,0
729,CASH-OUT,306573.63,C1539160,2873047.0,2566473.37,C5153725,1030698.37,1337272.0,0,0
1,CASH-IN,21840.81,C9590457,1682125.46,1660284.65,C8740759,1268839.05,1290679.86,0,0
737,PAYMENT,173228.38,C3029781,557245.43,384017.05,M431494,1050754.66,1223983.04,0,0
544,TRANSFER,845363.75,C4458628,1511456.4,666092.65,C1866981,429726.91,1275090.66,0,1
694,DEBIT,2365.86,C5920533,2463491.0,2461125.14,C5232824,1401382.82,1403748.68,0,0
201,TRANSFER,262465.21,C3366632,3320865.02,3058399.81,C1937286,1843206.84,2105672.05,0,1
394,CASH-OUT,131338.71,C7467421,2193333.3,2061994.59,C5513162,592753.6,724092.31,0,0
537,PAYMENT,170579.9,C9945493,4943482.09,4772902.19,M493087,1609067.92,1779647.82,0,0
2,TRANSFER,474360.87,C6329632,1115757.93,641397.06,C5065927,813745.45,1288106.32,0,1
58,CASH-OUT,250580.17,C5489325,2846240.32,2595660.15,C4164777,1414362.49,1664942.66,0,0
118,CASH-IN,218933.93,C6414785,311493.8,92559.87,C7563813,682890.29,901824.22,0,0
652,CASH-OUT,382477.73,C6583416,3465189.85,3082712.12,C3687283,1304600.75,1687078.48,0,0
59,CASH-IN,274022.47,C2347160,441621.57,167599.1,C4115683,382636.23,656658.7,0,0
448,CASH-IN,28385.97,C2991850,4183392.95,4155006.98,C1328037,350449.26,378835.23,0,0
219,CASH-OUT,11316.69,C9511178,3405679.13,3394362.44,C9793728,364196.8,375513.49,0,0
729,PAYMENT,589887.25,C6023958,4019971.31,3430084.06,M104737,1390541.74,1980428.99,0,0
723,CASH-IN,62493.31,C2407372,4390864.17,4328370.86,C6693368,1447476.6,1509969.91,0,0
740,CASH-OUT,432011.93,C6302612,3930775.16,3498763.23,C4352112,1765811.43,2197823.36,0,0
646,TRANSFER,166004.96,C1325811,2292363.65,2126358.69,C5041399,137381.43,303386.39,0,0
523,TRANSFER,305233.95,C8813589,3937690.94,3632456.99,C7515823,218219.05,523453.0,0,1
729,TRANSFER,245048.23,C5408924,3825194.25,3580146.02,C2000065,1872181.36,2117229.59,0,1
3,CASH-IN,30240.84,C7511925,2430709.08,2400468.24,C1695926,1828543.71,1858784.55,0,0
325,CASH-OUT,60890.89,C1204852,3615919.85,3555028.96,C1241889,1732143.73,1793034.62,0,0
264,TRANSFER,291460.8,C1552793,4547355.04,4255894.24,C2876643,1373425.69,1664886.49,0,1
499,CASH-OUT,104020.35,C7138977,4120771.56,4016751.21,C8283996,1311446.45,1415466.8,0,0
175,TRANSFER,546074.54,C5570459,503895.86,0,C9637629,1788213.71,2334288.25,0,1
689,TRANSFER,33547.49,C8155454,1179405.23,1145857.74,C2134952,1830836.7,1864384.19,0,0
205,CASH-OUT,454143.78,C3513236,1444787.35,990643.57,C8381696,1300603.41,1754747.19,0,0
472,CASH-IN,643550.39,C9887231,2657687.97,2014137.58,C9158253,1492493.93,2136044.32,0,0
419,CASH-OUT,42430.49,C8015778,2721252.67,2678822.18,C4520656,1377660.36,1420090.85,0,0
632,CASH-OUT,79723.67,C3112753,1894479.69,1814756.02,C4104194,1269559.83,1349283.5,0,0
346,CASH-OUT,123080.55,C6632154,2440951.36,2317870.81,C3348577,412466.48,535547.03,0,0
239,CASH-IN,74322.01,C3879144,1556267.89,1481945.88,C5775069,393083.38,467405.39,0,0
718,PAYMENT,162452.06,C1746993,4998449.55,4835997.49,M515032,1049370.17,1211822.23,0,0
584,CASH-OUT,235606.93,C8010848,247249.34,11642.41,C3643205,1280387.34,1515994.27,0,0
490,CASH-OUT,13436.05,C4913073,537571.96,524135.91,C2745511,1942351.93,1955787.98,0,0
212,TRANSFER,131660.73,C9245252,1322563.42,1190902.69,C9941714,140272.14,271932.87,0,0
261,PAYMENT,219087.8,C5638291,514983.17,295895.37,M652953,1951540.5,2170628.3,0,0
637,TRANSFER,203207.14,C6463909,338578.36,135371.22,C3651878,406045.61,609252.75,0,1
584,CASH-OUT,90626.05,C3395732,2910876.07,2820250.02,C3778521,691435.63,782061.68,0,0
362,DEBIT,265741.08,C7437113,3361146.23,3095405.15,C4845904,292911.19,558652.27,0,0
381,CASH-OUT,302414.01,C1194520,2219933.21,1917519.2,C9963947,262275.12,564689.13,0,0
16,TRANSFER,293027.94,C4249973,4056668.37,3763640.43,C5045910,559242.74,852270.68,0,1
23,CASH-OUT,254591.05,C9331771,361934.34,107343.29,C1700222,782016.54,1036607.59,0,0
195,CASH-OUT,144400.11,C4913236,1840150.51,1695750.4,C7748211,822322.84,966722.95,0,0
568,DEBIT,139880.31,C3675906,1477671.42,1337791.11,C1690100,1007556.65,1147436.96,0,0
556,CASH-IN,170212.12,C1341308,2232037.97,2061825.85,C9380756,1707342.32,1877554.44,0,0
481,CASH-OUT,179720.76,C5045848,1578548.22,1398827.46,C2338903,477663.64,477663.64,1,0
278,CASH-OUT,173512.68,C3887034,4222366.83,4048854.15,C6038202,1443673.23,1617185.91,0,0
375,PAYMENT,401336.04,C6414020,1295198.62,893862.58,M881862,219066.16,620402.2,0,0
739,TRANSFER,315181.88,C7924932,2514073.6,2198891.72,C7874243,1576881.3,1892063.18,0,1
300,CASH-IN,261772.43,C3811267,4030153.15,3768380.72,C8214013,359797.53,621569.96,0,0
223,PAYMENT,447620.97,C1084578,4744114.83,4296493.86,M289834,1263002.1,1710623.07,0,0
593,PAYMENT,75782.84,C4192761,2964200.41,2888417.57,M397733,208542.37,284325.21,0,0
91,PAYMENT,10307.01,C2720520,3124765.51,3114458.5,M694119,279369.83,289676.84,0,0
675,PAYMENT,51215.33,C4336020,4386752.17,4335536.84,M803395,1423207.13,1474422.46,0,0
85,CASH-OUT,20676.03,C3504003,2257894.37,2237218.34,C1257893,1953885.38,1974561.41,0,0
128,PAYMENT,184852.88,C6872952,609771.9,424919.02,M732876,1216937.04,1401789.92,0,0
142,TRANSFER,61191.69,C7144622,1067706.42,1006514.73,C8307888,255802.56,316994.25,0,0
125,CASH-IN,120245.0,C4380501,4135932.99,4015687.99,C6805550,1030123.31,1150368.31,0,0
350,CASH-OUT,39146.57,C5354102,2970267.53,2931120.96,C7267191,465659.02,504805.59,0,0
145,PAYMENT,118906.05,C2835784,73244.65,0,M897338,937892.06,1056798.11,0,0
409,CASH-IN,381624.16,C9744198,1460331.85,1078707.69,C9668832,1824523.39,2206147.55,0,0
336,CASH-IN,187961.23,C7651446,3035143.81,2847182.58,C8459245,18207.38,206168.61,0,0
323,CASH-IN,184854.83,C6832519,4664751.04,4479896.21,C2152928,1224014.8,1408869.63,0,0
714,CASH-OUT,2714.39,C5387333,1325536.64,1322822.25,C2468125,1670019.6,1672733.99,0,0
273,CASH-OUT,237497.89,C1321876,1157283.54,919785.65,C2486607,80987.19,318485.08,0,0
407,PAYMENT,125694.23,C6321920,3907462.43,3781768.2,M109468,672287.64,797981.87,0,0
231,CASH-IN,69055.44,C2195525,4273484.09,4204428.65,C9795777,1076864.47,1145919.91,0,0
354,TRANSFER,339724.66,C7347713,82342.78,0,C5411385,958041.21,1297765.87,0,1
230,PAYMENT,172464.57,C6031108,1055867.35,883402.78,M910549,1178792.24,1351256.81,0,0
504,PAYMENT,207887.11,C6720586,3376591.94,3168704.83,M545669,1253742.24,1461629.35,0,0
40,DEBIT,85204.67,C6384168,4448373.69,4363169.02,C3691090,130404.75,215609.42,0,0
143,CASH-OUT,2548.26,C1657083,4707473.05,4704924.79,C5768006,455838.75,458387.01,0,0
223,PAYMENT,223069.71,C3294080,492363.33,269293.62,M802720,1800694.48,2023764.19,0,0
561,CASH-OUT,163217.55,C4627942,1162918.98,999701.43,C9014303,1884486.53,2047704.08,0,0
119,CASH-OUT,32635.09,C8816324,4627391.87,4594756.78,C4105650,229559.51,262194.6,0,0
599,CASH-IN,6865.57,C8864812,1472101.16,1465235.59,C8092255,923886.82,930752.39,0,0
709,PAYMENT,276660.26,C8620691,203471.64,0,M977806,281806.38,558466.64,0,0
510,CASH-OUT,97033.87,C3224153,146526.01,49492.14,C8353400,1355782.47,1452816.34,0,0
274,CASH-OUT,1419.92,C6470386,4620979.83,4619559.91,C3024765,450944.8,452364.72,0,0
403,CASH-OUT,431926.62,C3120019,2232454.74,1800528.12,C7002677,1256723.66,1688650.28,0,0
107,TRANSFER,894.54,C7908154,648238.0,647343.46,C6391720,1246825.37,1247719.91,0,0
386,PAYMENT,207628.2,C7659264,4677789.32,4470161.12,M339486,76072.16,283700.36,0,0
406,DEBIT,425415.28,C2180726,2436972.88,2011557.6,C7777377,1283689.45,1709104.73,0,0
414,DEBIT,266409.5,C1288530,2151771.48,1885361.98,C1271304,1963081.16,2229490.66,0,0
190,CASH-IN,177921.83,C2956772,3103664.4,2925742.57,C2841757,236538.66,414460.49,0,0
21,CASH-OUT,73437.51,C3878007,171812.11,98374.6,C1597867,836160.39,909597.9,0,0
281,CASH-IN,99139.06,C6408249,1016494.53,917355.47,C1102639,1194546.29,1293685.35,0,0
715,CASH-OUT,71486.07,C7539524,1980111.46,1908625.39,C7526407,717501.0,788987.07,0,0
528,CASH-OUT,113750.61,C7311737,4480615.11,4366864.5,C1044809,1360752.55,1474503.16,0,0
361,TRANSFER,263774.77,C3788144,2680161.21,2416386.44,C7128207,242360.6,506135.37,0,1
198,PAYMENT,564739.58,C3415984,985684.04,420944.46,M972736,1964475.0,2529214.58,0,0
536,CASH-OUT,33401.13,C6419096,4359792.33,4326391.2,C5498051,1843210.75,1843210.75,1,0
498,TRANSFER,46154.49,C3405269,924965.94,878811.45,C3735303,186293.81,232448.3,0,0
539,TRANSFER,233269.0,C8024244,1986624.53,1753355.53,C3266434,971803.42,1205072.42,0,1
631,CASH-IN,54155.0,C3016351,1903361.96,1849206.96,C9535170,591855.72,646010.72,0,0
634,PAYMENT,52655.56,C7380181,542606.24,489950.68,M462251,1368752.59,1421408.15,0,0
64,CASH-IN,442476.21,C2435148,3464149.37,3021673.16,C1436450,1674031.71,2116507.92,0,0
146,TRANSFER,351881.77,C3195854,1961882.03,1610000.26,C6488148,580219.37,932101.14,0,1
651,PAYMENT,185277.0,C1228650,3778288.87,3593011.87,M328849,258764.09,444041.09,0,0
290,CASH-IN,25196.45,C6303991,3915491.5,3890295.05,C8212853,424528.14,449724.59,0,0
273,CASH-OUT,129146.38,C5430409,424386.39,295240.01,C8598333,1133631.81,1262778.19,0,0
513,PAYMENT,65200.94,C6184019,2675467.13,2610266.19,M945079,1929114.31,1994315.25,0,0
592,CASH-OUT,283292.59,C6123783,1457440.59,1174148.0,C3590956,1267762.56,1551055.15,0,0
50,PAYMENT,176176.11,C5200795,868374.43,692198.32,M378379,1852038.23,2028214.34,0,0
323,CASH-IN,42270.74,C7406169,3498651.02,3456380.28,C5527434,211912.85,254183.59,0,0
667,CASH-OUT,154867.91,C3888739,2022163.83,1867295.92,C2390680,1570462.37,1725330.28,0,0
24,DEBIT,150429.46,C4914060,48622.67,0,C7100933,1863837.55,2014267.01,0,0
9,CASH-OUT,407344.2,C8982396,1145878.54,738534.34,C8148678,50717.04,458061.24,0,0
275,DEBIT,37020.77,C5882186,3332396.44,3295375.67,C9312421,907403.3,944424.07,0,0
614,TRANSFER,4520.67,C1941905,1130927.25,1126406.58,C8530555,1098200.0,1102720.67,0,0
647,CASH-IN,246670.6,C6224917,952550.15,705879.55,C4845609,1285633.7,1532304.3,0,0
295,CASH-OUT,131066.94,C2397975,913255.89,782188.95,C5876009,1992318.34,2123385.28,0,0
555,CASH-OUT,104144.79,C7535083,2660892.99,2556748.2,C4538750,996645.05,1100789.84,0,0
357,CASH-OUT,22027.32,C8611692,338427.25,316399.93,C6366176,1322322.83,1344350.15,0,0
709,DEBIT,105283.69,C8008841,2408268.1,2302984.41,C6901239,239653.25,344936.94,0,0
362,CASH-IN,596114.29,C4974624,2275226.14,1679111.85,C5961348,962143.4,1558257.69,0,0
543,CASH-OUT,644708.03,C9723461,2884440.5,2239732.47,C3527542,1184769.39,1829477.42,0,0
567,DEBIT,474018.6,C3614032,3552705.23,3078686.63,C5779755,1931112.53,2405131.13,0,0
16,CASH-IN,146258.0,C8362760,1226818.51,1080560.51,C3254624,53058.85,199316.85,0,0
214,CASH-OUT,154361.02,C2707109,2819534.93,2665173.91,C7965979,835954.46,990315.48,0,0
358,CASH-IN,78877.58,C9288972,1678834.93,1599957.35,C5038112,1439254.48,1518132.06,0,0
195,PAYMENT,539758.46,C7283409,1739944.98,1200186.52,M542941,948676.5,1488434.96,0,0
364,CASH-OUT,108295.76,C6486792,4615487.16,4507191.4,C8738706,1054439.78,1162735.54,0,0
42,CASH-OUT,6890.62,C2921844,2879161.94,2872271.32,C9528112,433096.89,439987.51,0,0
53,CASH-OUT,12096.46,C8800707,4872703.85,4860607.39,C2371553,1572788.64,1584885.1,0,0
191,TRANSFER,22541.59,C1841126,2932396.69,2909855.1,C6775680,517919.73,540461.32,0,0
192,CASH-OUT,73675.82,C9559633,657044.74,583368.92,C4518597,414437.99,488113.81,0,0
623,PAYMENT,78277.43,C5905279,1093751.63,1015474.2,M666837,554758.41,633035.84,0,0
246,PAYMENT,137215.67,C4725431,962863.62,825647.95,M670265,336838.16,474053.83,0,0
404,CASH-IN,11312.33,C2298472,4431409.51,4420097.18,C9625062,1969810.47,1981122.8,0,0
215,CASH-IN,64372.82,C2820691,2764390.91,2700018.09,C4344495,572657.26,637030.08,0,0
457,CASH-OUT,328072.17,C4720207,3020072.94,2692000.77,C5566174,926109.02,926109.02,1,0
374,CASH-OUT,296604.02,C7553839,1491837.89,1195233.87,C7384399,1638687.74,1935291.76,0,0
364,CASH-OUT,212478.98,C5609374,3248996.59,3036517.61,C7320552,705809.22,705809.22,1,0
385,TRANSFER,127420.66,C3794854,4324128.97,4196708.31,C2571728,967255.66,1094676.32,0,0
474,CASH-IN,43827.18,C3681740,1654941.16,1611113.98,C5900886,1433859.88,1477687.06,0,0
714,CASH-IN,280375.81,C5695731,1001822.49,721446.68,C7375806,1041756.15,1322131.96,0,0
131,CASH-OUT,438015.61,C7208885,1166457.78,728442.17,C8462650,910213.1,910213.1,1,0
320,CASH-OUT,109521.82,C6781195,3181724.25,3072202.43,C9695174,664073.11,664073.11,1,0
696,CASH-OUT,13868.78,C3520759,2867339.49,2853470.71,C1675083,351993.98,365862.76,0,0
251,CASH-IN,3208.51,C8344164,4663773.17,4660564.66,C4570107,1956371.64,1959580.15,0,0
715,PAYMENT,382539.27,C7606887,407036.0,24496.73,M129941,21602.13,404141.4,0,0
263,TRANSFER,70614.3,C9956507,4988512.37,4917898.07,C9578802,941710.41,1012324.71,0,0
306,CASH-IN,34765.05,C8452993,4826028.92,4791263.87,C4415647,692378.18,727143.23,0,0
385,PAYMENT,27508.7,C5773785,4105152.38,4077643.68,M286506,1442792.55,1470301.25,0,0
662,PAYMENT,107878.48,C1202669,4342875.66,4234997.18,M929253,149046.67,256925.15,0,0
396,CASH-IN,56358.76,C4437518,1214070.5,1157711.74,C1047605,6647.01,63005.77,0,0
450,CASH-OUT,46411.85,C5309462,1753260.75,1706848.9,C9368660,331962.19,378374.04,0,0
167,CASH-IN,81102.55,C8516291,4046796.95,3965694.4,C1907747,554657.4,635759.95,0,0
247,PAYMENT,177325.62,C5491372,3232915.94,3055590.32,M253971,1138293.73,1315619.35,0,0
431,TRANSFER,339581.75,C5826572,818738.89,479157.14,C3048973,1976810.66,2316392.41,0,1
85,TRANSFER,120780.22,C4906001,2583610.75,2462830.53,C9394218,95129.64,215909.86,0,0
154,CASH-OUT,608913.09,C9743603,959901.31,350988.22,C2713346,1461054.82,2069967.91,0,0
122,DEBIT,67192.21,C8865678,3247949.99,3180757.78,C7697537,650352.13,717544.34,0,0
688,CASH-IN,79639.54,C4917359,3842481.49,3762841.95,C1841060,1147478.75,1227118.29,0,0
319,TRANSFER,30706.13,C4648359,1482198.21,1451492.08,C9664456,1752759.11,1783465.24,0,0
137,CASH-IN,153757.5,C1789187,1596691.82,1442934.32,C9177323,266116.04,419873.54,0,0
135,CASH-OUT,91482.39,C7355494,1258004.92,1166522.53,C4905774,1594571.58,1686053.97,0,0
21,PAYMENT,100903.41,C5475870,4233564.67,4132661.26,M452943,762248.55,863151.96,0,0
226,DEBIT,288891.17,C1663077,2631586.19,2342695.02,C8708706,1911805.13,2200696.3,0,0
565,CASH-IN,3061.01,C5068349,2004296.26,2001235.25,C9517227,266124.98,269185.99,0,0
228,CASH-OUT,438379.73,C1079891,3233395.0,2795015.27,C5722015,1125429.05,1563808.78,0,0
589,TRANSFER,395432.93,C4498300,395748.53,315.6,C9555563,1677256.8,2072689.73,0,1
134,CASH-OUT,7449.22,C6172039,508990.62,501541.4,C3547534,1018684.82,1026134.04,0,0
162,CASH-IN,407504.57,C6404104,2525749.25,2118244.68,C6104402,226960.85,634465.42,0,0
118,CASH-IN,20850.19,C7802072,104297.15,83446.96,C4632854,301822.75,322672.94,0,0
181,CASH-OUT,116995.09,C5024827,4040238.45,3923243.36,C7585967,958371.47,1075366.56,0,0
675,CASH-IN,33913.49,C9994127,1272709.41,1238795.92,C7780638,1128802.57,1162716.06,0,0
64,TRANSFER,16129.12,C1389859,2841586.19,2825457.07,C8428217,1526687.76,1542816.88,0,0
32,CASH-OUT,146608.88,C7797569,4930592.04,4783983.16,C4022039,783863.31,930472.19,0,0
295,CASH-OUT,359147.85,C3416907,3539646.0,3180498.15,C6892832,118398.89,477546.74,0,0
539,CASH-IN,154880.61,C1467105,3702431.85,3547551.24,C5296695,896880.98,1051761.59,0,0
191,PAYMENT,37129.88,C3727899,616448.41,579318.53,M976691,1679797.29,1716927.17,0,0
251,CASH-OUT,98790.58,C3854044,599868.01,501077.43,C1643733,1090347.73,1189138.31,0,0
629,TRANSFER,312687.93,C4039686,2755088.16,2442400.23,C6527660,349573.53,662261.46,0,1
422,CASH-OUT,30114.29,C9692841,1043785.51,1013671.22,C9618936,227048.64,257162.93,0,0
236,CASH-IN,92431.71,C7276390,445438.47,353006.76,C5805864,1751976.02,1844407.73,0,0
76,PAYMENT,467289.6,C8867783,2217135.58,1749845.98,M394480,415019.63,882309.23,0,0
682,CASH-IN,484474.0,C8965937,4433007.92,3948533.92,C8116340,1069435.57,1553909.57,0,0
148,PAYMENT,75903.27,C8945231,3339129.84,3263226.57,M127907,130295.09,206198.36,0,0
224,TRANSFER,298998.98,C8873257,1407369.4,1108370.42,C8115844,1780557.28,2079556.26,0,1
23,TRANSFER,71854.58,C9836196,1167683.19,1095828.61,C8070789,351143.45,422998.03,0,0
389,CASH-IN,40309.42,C8930964,2403094.36,2362784.94,C9428586,1798612.04,1838921.46,0,0
60,PAYMENT,200217.11,C4616365,2082989.28,1882772.17,M395564,1390689.32,1590906.43,0,0
585,CASH-OUT,11370.38,C2524576,1340824.43,1329454.05,C5843726,1929517.84,1940888.22,0,0
505,CASH-OUT,15207.18,C7928182,2023932.78,2008725.6,C6284198,1610672.78,1625879.96,0,0
555,CASH-IN,317047.03,C2889936,678006.59,360959.56,C6826646,623406.24,940453.27,0,0
379,TRANSFER,84117.68,C9390657,2680379.69,2596262.01,C1232504,1726607.15,1810724.83,0,0
470,TRANSFER,29254.04,C2961374,4177407.81,4148153.77,C9017272,700816.95,730070.99,0,0
525,CASH-IN,441552.8,C3472349,739385.1,297832.3,C6415366,1568895.59,2010448.39,0,0
30,CASH-OUT,23110.38,C3829991,1436254.57,1413144.19,C6289183,767637.1,790747.48,0,0
353,PAYMENT,20122.79,C3379141,1465353.85,1445231.06,M210235,287328.89,307451.68,0,0
676,CASH-OUT,222.08,C8930223,4731962.4,4731740.32,C3601121,1616834.63,1616834.63,1,0
618,PAYMENT,3209.15,C6801941,3964684.07,3961474.92,M633259,1060518.63,1063727.78,0,0
77,PAYMENT,241368.91,C8183336,4217460.54,3976091.63,M132260,590301.83,831670.74,0,0
259,CASH-OUT,265898.97,C7683521,2491256.39,2225357.42,C5823081,1864026.84,2129925.81,0,0
102,PAYMENT,85865.68,C5456349,2246973.49,2161107.81,M648052,609017.3,694882.98,0,0
425,PAYMENT,19212.27,C1487521,2007829.48,1988617.21,M411656,1128597.33,1147809.6,0,0
