transaction_id,customer_id,date,order_value
TXN00001638,CUST003465,2023-05-05,41.54
TXN00001639,CUST006290,2024-02-27,420.35
TXN00001640,CUST000866,2023-04-07,105.01
TXN00001641,CUST001463,2023-09-09,103.31
TXN00001642,CUST006050,2024-06-28,166.87
TXN00001643,CUST003644,8/10/2023,111.02
TXN00001644,CUST008392,2023-12-29,31.59
TXN00001645,CUST004781,4/14/2024,11.50
TXN00001646,CUST007008,2024-06-01,141.87
TXN00001647,CUST002178,2023-02-16,180.92
TXN00001648,CUST004005,2023-12-09,120.48
TXN00001649,CUST002282,2024-02-13,20.57
TXN00001650,CUST005767,2024-05-19,322.34
TXN00001651,CUST002864,2024-05-24,81.31
TXN00001652,CUST006210,2023-01-07,419.67
TXN00001653,CUST002641,2024-12-07,13.76
TXN00001654,CUST002394,2024-12-16,190.40
TXN00001655,CUST005421,2023-10-24,35.10
TXN00001656,CUST001579,2024-03-18,132.08
TXN00001657,CUST001277,2023-03-12,168.76
TXN00001658,CUST007262,2023-07-10,125.97
TXN00001659,CUST000379,2024-03-23,14.86
TXN00001660,CUST001764,2024-09-17,154.98
TXN00001661,CUST006624,2024-10-08,159.72
TXN00001662,CUST007097,2024-11-25,153.17
TXN00001663,CUST007853,2024-07-17,41.27
TXN00001664,CUST005844,2023-07-13,68.21
TXN00001665,CUST007109,2023-05-05,254.39
TXN00001666,CUST000205,11/12/2023,141.84
TXN00001667,CUST007390,2023-04-06,99.83
TXN00001668,CUST002888,2024-09-20,137.63
TXN00001669,CUST008162,2024-05-09,172.78
TXN00001670,CUST006512,2024-02-05,183.38
TXN00001671,CUST001720,2024-03-25,99.14
TXN00001672,CUST002432,2023-07-27,184.16
TXN00001673,CUST000823,2024-09-05,185.62
TXN00001674,CUST004133,2023-08-31,91.98
TXN00001675,CUST005349,2/17/2023,28.43
TXN00001676,CUST004132,2024-01-25,61.18
TXN00001677,CUST004175,2024-09-08,43.00
TXN00001678,CUST000854,2023-08-29,18.13
TXN00001679,CUST007005,2024-11-21,232.89
TXN00001680,CUST004913,2023-08-08,19.50
TXN00001681,CUST002803,2023-07-12,362.23
TXN00001682,CUST005875,2023-09-09,84.02
TXN00001683,CUST007849,2023-12-10,124.03
TXN00001684,CUST006778,2023-01-14,69.23
TXN00001685,CUST005629,2024-05-22,154.71
TXN00001686,CUST004525,2/6/2024,47.64
TXN00001687,CUST002155,2024-01-01,37.03
TXN00001688,CUST000874,2024-04-15,101.35
TXN00001689,CUST006712,2023-05-09,82.69
TXN00001690,CUST005893,2024-04-04,48.81
TXN00001691,CUST006068,2023-12-17,1672.12
TXN00001692,CUST001572,2024-12-20,35.17
TXN00001693,CUST006413,2023-03-25,43.46
TXN00001694,CUST007729,2024-08-28,472.68
TXN00001695,CUST007558,2023-09-16,132.04
TXN00001696,CUST004184,2024-02-11,69.97
TXN00001697,CUST005946,2024-02-22,171.01
TXN00001698,CUST006834,2024-01-12,123.62
TXN00001699,CUST006418,2024-04-05,216.34
TXN00001700,CUST004236,2023-09-02,80.06
TXN00001701,CUST002650,7/31/2024,245.09
TXN00001702,CUST008186,2023-03-16,136.62
TXN00001703,CUST001533,9/15/2023,233.90
TXN00001704,CUST003958,2/4/2023,24.66
TXN00001705,CUST003053,2024-02-25,30.60
TXN00001706,CUST004965,2023-12-17,34.15
TXN00001707,CUST000242,2023-09-27,69.48
TXN00001708,CUST008361,2023-12-08,91.96
TXN00001709,CUST000143,2024-09-22,440.67
TXN00001710,CUST007020,2023-07-19,22.70
TXN00001711,CUST008127,2023-09-16,29.55
TXN00001712,CUST001684,6/30/2023,124.15
TXN00001713,CUST005223,2023-08-09,40.89
TXN00001714,CUST004597,2024-03-04,385.04
TXN00001715,CUST006551,2024-10-14,171.02
TXN00001716,CUST006663,2024-02-07,312.92
TXN00001717,CUST002418,2023-11-25,155.28
TXN00001718,CUST003102,9/26/2023,107.24
TXN00001719,CUST003301,2024-06-30,312.05
TXN00001720,CUST000899,8/24/2024,159.01
TXN00001721,CUST000302,2024-01-15,132.20
TXN00001722,CUST001630,2024-10-10,81.78
TXN00001723,CUST007337,2024-05-23,335.94
TXN00001724,CUST007411,2023-10-27,110.94
TXN00001725,CUST008421,2024-11-17,35.34
TXN00001726,CUST000493,9/25/2024,131.23
TXN00001727,CUST001167,2023-03-13,226.39
TXN00001728,CUST007006,2024-01-03,90.22
TXN00001729,CUST007272,2024-06-10,30.47
TXN00001730,CUST002663,2023-08-22,145.01
TXN00001731,CUST004125,2023-07-16,121.17
TXN00001732,CUST005890,2024-02-28,72.93
TXN00001733,CUST005955,2024-05-28,53.09
TXN00001734,CUST002875,2023-11-19,363.98
TXN00001735,CUST006610,2023-01-09,75.45
TXN00001736,CUST005780,2023-02-11,127.92
TXN00001737,CUST001135,2024-01-15,11.45
TXN00001738,CUST007673,2024-05-13,416.37
TXN00001739,CUST005079,2023-02-12,48.58
TXN00001740,CUST005817,2024-04-20,43.19
TXN00001741,CUST003397,2023-01-23,190.33
TXN00001742,CUST006148,2024-01-07,101.47
TXN00001743,CUST001827,2023-01-29,117.95
TXN00001744,CUST004545,2023-09-27,85.96
TXN00001745,CUST002009,2024-08-02,43.27
TXN00001746,CUST007701,2024-09-10,311.73
TXN00001747,CUST003010,2024-04-04,116.04
TXN00001748,CUST002837,2023-02-26,40.82
TXN00001749,CUST002559,2023-08-07,166.98
TXN00001750,CUST003499,5/24/2023,59.49
TXN00001751,CUST007660,2024-05-20,26.77
TXN00001752,CUST000712,2024-01-14,45.35
TXN00001753,CUST002738,2023-12-30,45.30
TXN00001754,CUST007994,5/19/2024,107.47
TXN00001755,CUST001445,2023-09-08,13.92
TXN00001756,CUST003579,2023-06-22,173.79
TXN00001757,CUST007064,2024-02-08,163.05
TXN00001758,CUST005404,2023-02-10,12.93
TXN00001759,CUST003624,2023-07-04,55.59
TXN00001760,CUST001411,2023-01-02,34.88
TXN00001761,CUST004457,2024-01-15,41.01
TXN00001762,CUST001815,10/6/2024,142.20
TXN00001763,CUST002749,2024-07-28,159.99
TXN00001764,CUST005965,2024-11-05,164.29
TXN00001765,CUST002703,2023-10-23,102.42
TXN00001766,CUST005845,2024-11-12,109.54
TXN00001767,CUST005647,2023-06-25,127.50
TXN00001768,CUST008293,2023-06-25,435.64
TXN00001769,CUST000523,2024-11-15,357.17
TXN00001770,CUST000500,2023-07-27,60.45
TXN00001771,CUST008206,2023-10-03,312.55
TXN00001772,CUST002757,2024-05-19,47.25
TXN00001773,CUST005977,2023-11-18,136.43
TXN00001774,CUST002774,2024-09-05,191.35
TXN00001775,CUST008392,2024-10-26,82.18
TXN00001776,CUST005714,2023-09-04,203.42
TXN00001777,CUST006699,2023-08-29,66.85
TXN00001778,CUST005375,2023-07-17,22.21
TXN00001779,CUST006510,2023-09-22,84.65
TXN00001780,CUST002905,2024-04-26,182.15
TXN00001781,CUST002457,2023-08-22,52.20
TXN00001782,CUST004667,2024-02-10,67.60
TXN00001783,CUST007613,2/17/2024,141.03
TXN00001784,CUST004944,2023-01-18,128.50
TXN00001785,CUST005216,2023-11-19,192.37
TXN00001786,CUST004777,2024-04-27,112.70
TXN00001787,CUST007365,2024-12-06,154.69
TXN00001788,CUST006280,2023-07-04,10.09
TXN00001789,CUST004289,2024-04-05,196.55
TXN00001790,CUST006492,2024-04-07,88.27
TXN00001791,CUST002583,2024-05-11,191.83
TXN00001792,CUST005806,2/9/2024,28.20
TXN00001793,CUST007270,2023-12-30,110.56
TXN00001794,CUST005227,2024-11-27,93.87
TXN00001795,CUST000299,2024-10-02,194.09
TXN00001796,CUST005020,2023-04-17,73.09
TXN00001797,CUST005496,2024-06-30,40.74
TXN00001798,CUST005135,2023-09-10,473.45
TXN00001799,CUST000295,2024-03-26,50.71
TXN00001800,CUST000743,2024-11-01,10.37
TXN00001801,CUST007731,2024-12-14,175.49
TXN00001802,CUST002920,2023-07-27,162.52
TXN00001803,CUST007754,2024-01-18,70.15
TXN00001804,CUST003091,2024-03-02,108.44
TXN00001805,CUST006561,2024-03-06,11.54
TXN00001806,CUST003688,2024-08-13,30.89
TXN00001807,CUST003809,2024-03-10,151.43
TXN00001808,CUST002069,2023-10-15,77.00
TXN00001809,CUST004649,1/1/2024,75.37
TXN00001810,CUST001858,2024-06-04,80.53
TXN00001811,CUST001419,2024-01-04,92.27
TXN00001812,CUST003846,2024-09-12,178.46
TXN00001813,CUST006738,2023-12-01,118.59
TXN00001814,CUST003873,2023-08-11,129.91
TXN00001815,CUST005666,2024-05-16,105.15
TXN00001816,CUST000126,2023-06-30,163.37
TXN00001817,CUST002283,2023-11-10,99.25
TXN00001818,CUST003746,2023-09-05,359.15
TXN00001819,CUST002903,12/20/2023,121.66
TXN00001820,CUST004583,2023-06-01,62.46
TXN00001821,CUST002783,2024-10-22,144.68
TXN00001822,CUST003333,2024-01-23,100.84
TXN00001823,CUST003641,11/19/2023,148.36
TXN00001824,CUST006039,2023-02-08,59.46
TXN00001825,CUST000824,2024-06-10,183.26
TXN00001826,CUST004328,2024-03-16,10.67
TXN00001827,CUST002577,2023-12-19,78.38
TXN00001828,CUST001290,2023-06-15,29.95
TXN00001829,CUST000108,2024-12-01,15.42
TXN00001830,CUST002520,2023-12-30,93.97
TXN00001831,CUST004823,2023-01-04,85.22
TXN00001832,CUST005698,2023-04-06,147.57
TXN00001833,CUST000129,2023-08-23,139.74
TXN00001834,CUST006967,2024-05-07,489.38
TXN00001835,CUST006847,2023-09-16,73.81
TXN00001836,CUST000753,2023-03-20,124.07
TXN00001837,CUST006123,2023-03-11,104.33
TXN00001838,CUST001177,2/5/2024,47.41
TXN00001839,CUST007499,2023-09-19,16.18
TXN00001840,CUST007495,2024-04-11,273.26
TXN00001841,CUST000936,2024-02-21,121.20
TXN00001842,CUST006006,2024-10-02,93.33
TXN00001843,CUST007706,2024-12-03,35.77
TXN00001844,CUST008012,2023-10-03,467.45
TXN00001845,CUST000651,2024-03-16,461.62
TXN00001846,CUST006585,2024-05-31,196.15
TXN00001847,CUST004954,2023-08-17,64.57
TXN00001848,CUST001259,2024-01-26,49.16
TXN00001849,CUST003137,6/13/2023,194.54
TXN00001850,CUST001840,2023-09-09,260.58
TXN00001851,CUST004761,2024-05-09,177.54
TXN00001852,CUST002654,2023-06-19,103.26
TXN00001853,CUST000394,2024-11-04,148.49
TXN00001854,CUST003669,2023-05-08,375.60
TXN00001855,CUST002876,2023-01-14,436.27
TXN00001856,CUST008284,2023-06-28,164.15
TXN00001857,CUST008274,2024-08-09,25.51
TXN00001858,CUST005811,2024-08-13,135.05
TXN00001859,CUST004947,2023-09-06,172.82
TXN00001860,CUST002105,2023-09-26,158.41
TXN00001861,CUST000845,2023-12-28,158.13
TXN00001862,CUST000041,7/17/2023,1185.43
TXN00001863,CUST004698,2024-03-03,67.91
TXN00001864,CUST000348,2024-02-22,191.88
TXN00001865,CUST002903,2023-02-17,115.26
TXN00001866,CUST000063,2024-12-13,70.41
TXN00001867,CUST007554,2024-08-03,384.79
TXN00001868,CUST001889,2023-07-08,68.81
TXN00001869,CUST001979,2024-04-29,70.35
TXN00001870,CUST002686,2024-05-28,386.95
TXN00001871,CUST005557,2023-03-04,21.72
TXN00001872,CUST004140,2024-05-09,38.87
TXN00001873,CUST001970,2023-01-31,212.96
TXN00001874,CUST005493,6/21/2024,473.55
TXN00001875,CUST004309,2023-12-18,162.34
TXN00001876,CUST001757,2023-09-11,108.71
TXN00001877,CUST004932,2023-12-21,21.01
TXN00001878,CUST001730,2024-01-05,114.04
TXN00001879,CUST006263,2023-02-08,195.72
TXN00001880,CUST002944,2023-05-23,80.84
TXN00001881,CUST005385,2023-05-23,23.65
TXN00001882,CUST007241,2023-01-15,326.76
TXN00001883,CUST002065,2024-02-24,130.85
TXN00001884,CUST008073,2024-05-16,168.57
TXN00001885,CUST002943,2024-12-05,252.37
TXN00001886,CUST005927,2023-10-18,27.19
TXN00001887,CUST005910,2023-09-02,486.20
TXN00001888,CUST000193,2024-04-23,121.07
TXN00001889,CUST001400,2024-02-05,40.82
TXN00001890,CUST002635,2024-10-10,479.04
TXN00001891,CUST000213,2024-06-24,59.43
TXN00001892,CUST004012,2024-12-19,158.54
TXN00001893,CUST001517,2024-05-15,65.68
TXN00001894,CUST007480,2024-09-10,197.98
TXN00001895,CUST001619,2023-06-10,469.59
TXN00001896,CUST003467,2023-12-15,45.55
TXN00001897,CUST003880,2023-01-23,60.13
TXN00001898,CUST006721,12/13/2024,33.70
TXN00001899,CUST004293,2023-02-12,223.68
TXN00001900,CUST006371,2023-11-24,390.31
TXN00001901,CUST008067,2024-10-17,389.63
TXN00001902,CUST002811,2024-04-26,93.40
TXN00001903,CUST000695,2023-07-01,111.55
TXN00001904,CUST003857,2023-12-30,154.60
TXN00001905,CUST001748,2023-03-01,187.68
TXN00001906,CUST005924,2023-07-29,64.54
TXN00001907,CUST002021,2024-09-02,28.89
TXN00001908,CUST007415,2023-12-29,85.68
TXN00001909,CUST002362,2024-03-12,347.30
TXN00001910,CUST001654,2023-09-24,73.06
TXN00001911,CUST004280,2023-01-23,36.56
TXN00001912,CUST008009,2023-01-31,92.06
TXN00001913,CUST001870,2024-07-16,15.79
TXN00001914,CUST004135,2024-11-08,16.49
TXN00001915,CUST005356,2024-07-21,40.29
TXN00001916,CUST004020,2024-05-31,93.76
TXN00001917,CUST006323,2023-02-15,162.70
TXN00001918,CUST003018,2023-12-31,173.73
TXN00001919,CUST007966,2023-04-11,103.11
TXN00001920,CUST004359,2023-05-28,44.60
TXN00001921,CUST000113,2024-02-25,319.23
TXN00001922,CUST007366,2024-02-12,30.41
TXN00001923,CUST004742,2024-01-29,279.73
TXN00001924,CUST004476,2023-01-31,35.25
TXN00001925,CUST008182,2024-12-18,158.72
TXN00001926,CUST007130,2023-10-04,129.89
TXN00001927,CUST000664,6/25/2023,80.14
TXN00001928,CUST003764,2023-01-26,183.42
TXN00001929,CUST006405,2024-08-23,20.75
TXN00001930,CUST002271,4/8/2023,56.58
TXN00001931,CUST007566,2023-09-13,21.73
TXN00001932,CUST002083,2024-09-30,199.73
TXN00001933,CUST005570,2023-01-16,72.98
TXN00001934,CUST003192,2023-07-01,439.84
TXN00001935,CUST008350,2024-04-17,153.38
TXN00001936,CUST005923,2024-07-29,171.10
TXN00001937,CUST003806,2023-11-18,188.50
TXN00001938,CUST000140,2024-04-25,75.31
TXN00001939,CUST003808,2023-11-09,49.79
TXN00001940,CUST005549,2023-02-05,339.53
TXN00001941,CUST005652,2023-06-25,215.77
TXN00001942,CUST002101,2024-02-15,63.81
TXN00001943,CUST007505,2023-11-06,31.70
TXN00001944,CUST001185,2023-01-04,395.49
TXN00001945,CUST004552,2024-01-09,130.01
TXN00001946,CUST005448,2023-09-01,106.23
TXN00001947,CUST001239,2024-11-06,77.65
TXN00001948,CUST002321,2023-07-12,27.81
TXN00001949,CUST001939,2024-04-01,51.29
TXN00001950,CUST005161,2024-05-13,58.52
TXN00001951,CUST006105,2024-02-04,55.59
TXN00001952,CUST003123,2024-01-17,192.36
TXN00001953,CUST002869,2024-09-23,26.19
TXN00001954,CUST002505,2023-02-20,396.70
TXN00001955,CUST000052,2024-09-09,183.30
TXN00001956,CUST002315,2024-08-13,173.30
TXN00001957,CUST002285,2024-03-24,179.94
TXN00001958,CUST000989,2024-05-01,62.11
TXN00001959,CUST001912,2023-08-07,37.59
TXN00001960,CUST005037,2024-12-06,37.03
TXN00001961,CUST004891,3/3/2023,151.89
TXN00001962,CUST006098,10/13/2023,111.26
TXN00001963,CUST004795,2024-01-16,72.97
TXN00001964,CUST004832,2024-02-22,354.23
TXN00001965,CUST000938,2024-01-26,62.61
TXN00001966,CUST003349,2024-03-22,155.53
TXN00001967,CUST001462,2023-05-05,85.70
TXN00001968,CUST007048,7/16/2023,38.14
TXN00001969,CUST000627,2024-08-04,19.83
TXN00001970,CUST001332,2/11/2023,49.84
TXN00001971,CUST005193,2023-08-14,26.93
TXN00001972,CUST000419,2024-01-12,163.78
TXN00001973,CUST007417,2023-01-22,198.55
TXN00001974,CUST004352,2024-10-22,56.96
TXN00001975,CUST006772,2024-06-18,152.10
TXN00001976,CUST008001,2023-03-25,314.69
TXN00001977,CUST006550,2024-10-25,37.83
TXN00001978,CUST003273,2024-03-19,183.24
TXN00001979,CUST004063,2023-06-15,285.57
TXN00001980,CUST008152,2024-05-12,156.90
TXN00001981,CUST002645,2024-03-29,190.92
TXN00001982,CUST005958,2024-12-08,26.09
TXN00001983,CUST000027,2024-06-26,119.05
TXN00001984,CUST005962,2023-04-07,98.25
TXN00001985,CUST000244,2023-10-03,44.39
TXN00001986,CUST004887,2024-08-22,168.73
TXN00001987,CUST000961,2023-06-26,123.84
TXN00001988,CUST008139,2023-05-31,24.79
TXN00001989,CUST001003,2023-06-21,160.29
TXN00001990,CUST003374,2024-05-18,118.24
TXN00001991,CUST004493,2023-10-05,401.12
TXN00001992,CUST000391,2023-05-15,176.42
TXN00001993,CUST001328,2023-08-23,150.27
TXN00001994,CUST000601,2023-03-23,472.75
TXN00001995,CUST005961,2023-06-10,304.86
TXN00001996,CUST002788,2024-05-05,394.25
TXN00001997,CUST004705,2024-03-14,428.90
TXN00001998,CUST000752,2023-12-30,179.45
TXN00001999,CUST005062,1/31/2023,62.35
TXN00002000,CUST004204,2024-01-24,133.76
TXN00002001,CUST002982,2/11/2023,1028.23
TXN00002002,CUST006021,2024-01-08,100.83
TXN00002003,CUST001303,2024-07-04,155.27
TXN00002004,CUST004542,2024-06-20,20.50
TXN00002005,CUST007983,2023-09-27,47.41
TXN00002006,CUST006651,2023-08-09,287.40
TXN00002007,CUST003672,2023-08-22,91.61
TXN00002008,CUST007943,2024-02-18,49.46
TXN00002009,CUST004483,2024-01-25,456.11
TXN00002010,CUST005845,2023-06-23,36.39
TXN00002011,CUST001953,7/11/2023,153.40
TXN00002012,CUST002232,2023-08-24,28.92
TXN00002013,CUST001020,2024-07-22,99.62
TXN00002014,CUST006086,2023-04-23,359.23
TXN00002015,CUST000222,2023-11-30,176.23
TXN00002016,CUST006738,2024-08-15,352.67
TXN00002017,CUST002099,10/1/2023,20.66
TXN00002018,CUST005657,2024-12-14,186.76
TXN00002019,CUST004537,2023-03-23,23.96
TXN00002020,CUST001099,2023-08-06,443.79
TXN00002021,CUST008091,2024-05-08,42.55
TXN00002022,CUST001262,2023-08-21,174.22
TXN00002023,CUST000868,2024-02-07,143.51
TXN00002024,CUST003651,2023-10-25,71.56
TXN00002025,CUST001156,2024-01-09,62.51
TXN00002026,CUST001517,2024-07-25,263.88
TXN00002027,CUST006762,1/1/2024,184.49
TXN00002028,CUST006233,2023-11-06,83.01
TXN00002029,CUST003353,2023-08-30,113.02
TXN00002030,CUST002766,11/30/2024,61.04
TXN00002031,CUST000710,2023-12-22,49.99
TXN00002032,CUST007773,2024-12-17,230.92
TXN00002033,CUST005898,8/22/2023,356.16
TXN00002034,CUST000993,2023-02-08,111.39
TXN00002035,CUST003704,2023-09-10,167.96
TXN00002036,CUST000399,2023-10-06,173.42
TXN00002037,CUST002692,2024-08-19,82.18
TXN00002038,CUST008124,2023-04-19,115.87
TXN00002039,CUST001009,2023-04-04,198.18
TXN00002040,CUST005846,2023-05-29,75.81
TXN00002041,CUST008265,2023-12-22,141.47
TXN00002042,CUST007050,2023-12-30,93.60
TXN00002043,CUST000202,8/2/2023,122.40
TXN00002044,CUST004592,2024-01-24,73.69
TXN00002045,CUST005112,2024-10-14,423.86
TXN00002046,CUST001528,2023-02-05,138.33
TXN00002047,CUST004074,2023-10-04,416.97
TXN00002048,CUST000347,2024-01-09,40.26
TXN00002049,CUST000117,2024-11-26,71.85
TXN00002050,CUST002056,2024-10-26,119.26
TXN00002051,CUST007304,2023-04-25,145.35
TXN00002052,CUST005142,2023-02-21,158.67
TXN00002053,CUST005591,2024-03-01,15.02
TXN00002054,CUST003287,2023-11-02,193.73
TXN00002055,CUST001473,2024-09-06,91.57
TXN00002056,CUST005886,2024-11-09,335.15
TXN00002057,CUST001403,2023-01-02,24.92
TXN00002058,CUST004327,2023-10-12,84.16
TXN00002059,CUST002746,2023-11-04,72.31
TXN00002060,CUST004241,2023-09-17,131.93
TXN00002061,CUST001538,2023-10-30,143.80
TXN00002062,CUST002185,2023-06-03,44.17
TXN00002063,CUST001692,10/25/2024,232.30
TXN00002064,CUST005400,2023-05-28,196.19
TXN00002065,CUST002693,2023-08-20,175.76
TXN00002066,CUST001428,2023-06-03,325.08
TXN00002067,CUST008179,2024-06-03,100.31
TXN00002068,CUST002546,1/7/2023,132.77
TXN00002069,CUST004542,2023-12-20,151.04
TXN00002070,CUST006900,2024-11-03,154.69
TXN00002071,CUST001831,2023-04-30,48.50
TXN00002072,CUST006740,2024-12-13,193.50
TXN00002073,CUST001024,2023-12-22,128.81
TXN00002074,CUST001470,2023-06-24,17.75
TXN00002075,CUST006776,2023-05-22,448.71
TXN00002076,CUST000200,2024-06-21,63.29
TXN00002077,CUST001178,2024-08-01,136.38
TXN00002078,CUST005194,2023-07-07,420.12
TXN00002079,CUST003577,2024-11-02,162.35
TXN00002080,CUST007526,2023-07-26,60.38
TXN00002081,CUST002654,2023-01-16,403.82
TXN00002082,CUST003072,2024-11-22,91.83
TXN00002083,CUST006250,2024-10-11,217.24
TXN00002084,CUST002614,2024-03-16,107.38
TXN00002085,CUST003308,2024-01-01,493.68
TXN00002086,CUST007680,2024-01-23,35.49
TXN00002087,CUST005748,2024-05-19,84.46
TXN00002088,CUST006692,2023-03-09,23.26
TXN00002089,CUST007354,2023-09-16,198.62
TXN00002090,CUST004863,2023-10-18,68.84
TXN00002091,CUST005938,2024-07-30,56.02
TXN00002092,CUST004004,2023-01-22,19.23
TXN00002093,CUST004116,2024-05-17,153.32
TXN00002094,CUST000210,2024-03-20,41.05
TXN00002095,CUST007762,2024-04-24,55.66
TXN00002096,CUST000664,2024-10-12,30.93
TXN00002097,CUST003543,2024-06-05,19.10
TXN00002098,CUST003740,2024-01-15,180.66
TXN00002099,CUST006147,2024-06-22,19.79
TXN00002100,CUST006092,2024-11-06,138.43
TXN00002101,CUST006546,2023-01-05,66.42
TXN00002102,CUST001346,2024-03-22,158.39
TXN00002103,CUST000897,2023-08-24,22.68
TXN00002104,CUST003272,2023-05-04,175.21
TXN00002105,CUST003179,2024-09-26,187.79
TXN00002106,CUST002068,2023-03-12,30.39
TXN00002107,CUST005114,2024-07-25,156.84
TXN00002108,CUST003528,2024-06-24,186.69
TXN00002109,CUST001979,2024-01-25,12.53
TXN00002110,CUST004806,12/16/2024,31.98
TXN00002111,CUST007712,2024-02-21,164.97
TXN00002112,CUST006708,2024-01-26,44.06
TXN00002113,CUST004766,2024-02-16,460.45
TXN00002114,CUST003491,2023-05-06,437.33
TXN00002115,CUST006190,2023-07-03,433.27
TXN00002116,CUST007518,2024-07-06,50.76
TXN00002117,CUST005176,2023-05-23,152.89
TXN00002118,CUST001106,2023-05-28,80.19
TXN00002119,CUST005477,2024-11-01,155.99
TXN00002120,CUST008283,2024-11-19,125.75
TXN00002121,CUST003894,2023-02-14,43.54
TXN00002122,CUST005913,2023-03-30,75.09
TXN00002123,CUST006029,2024-11-16,332.02
TXN00002124,CUST003524,2023-07-25,126.19
TXN00002125,CUST005888,2024-07-08,364.99
TXN00002126,CUST003838,2024-10-02,127.39
TXN00002127,CUST003911,2024-04-22,11.39
TXN00002128,CUST003907,2024-05-19,52.33
TXN00002129,CUST007270,2024-05-06,41.02
TXN00002130,CUST003012,2023-04-16,184.82
TXN00002131,CUST003984,2024-08-04,128.90
TXN00002132,CUST002938,5/8/2023,118.31
TXN00002133,CUST005203,2023-12-24,173.39
TXN00002134,CUST005770,2023-11-05,183.92
TXN00002135,CUST003870,2023-01-29,28.70
TXN00002136,CUST000837,2024-10-29,185.96
TXN00002137,CUST006278,2/19/2023,141.58
TXN00002138,CUST007625,2023-08-23,198.02
TXN00002139,CUST008185,2023-03-23,25.81
TXN00002140,CUST007531,2024-04-08,144.02
TXN00002141,CUST001544,3/27/2024,38.49
TXN00002142,CUST007539,2024-03-05,231.04
TXN00002143,CUST004102,2024-07-12,53.92
TXN00002144,CUST001055,2023-09-01,154.10
TXN00002145,CUST006072,6/22/2024,72.43
TXN00002146,CUST004004,2024-05-13,65.50
TXN00002147,CUST003356,2024-01-04,17.40
TXN00002148,CUST008003,2024-07-30,154.95
TXN00002149,CUST006133,2023-03-08,35.35
TXN00002150,CUST004000,2024-12-14,71.14
TXN00002151,CUST005088,2023-01-10,139.97
TXN00002152,CUST003141,3/11/2023,77.18
TXN00002153,CUST007510,2024-08-09,472.12
TXN00002154,CUST006006,2023-10-19,133.93
TXN00002155,CUST006066,2024-10-23,47.42
TXN00002156,CUST005968,2023-07-23,32.14
TXN00002157,CUST005095,2023-05-16,42.24
TXN00002158,CUST004981,2023-04-06,138.09
TXN00002159,CUST005006,2023-02-20,138.10
TXN00002160,CUST004785,2023-10-17,370.56
TXN00002161,CUST004906,2024-09-02,15.63
TXN00002162,CUST004913,2023-06-23,75.87
TXN00002163,CUST005775,2024-11-21,224.97
TXN00002164,CUST007113,2024-02-06,59.89
TXN00002165,CUST000242,2024-07-22,116.37
TXN00002166,CUST006133,2024-07-22,231.87
TXN00002167,CUST008199,10/16/2023,170.97
TXN00002168,CUST001007,2/25/2024,75.94
TXN00002169,CUST004827,2024-01-16,1740.70
TXN00002170,CUST001863,2023-06-03,113.31
TXN00002171,CUST001983,2023-08-16,23.44
TXN00002172,CUST007649,2023-12-30,282.57
TXN00002173,CUST000026,12/5/2024,164.14
TXN00002174,CUST003758,2024-12-01,57.94
TXN00002175,CUST004478,2023-05-29,25.15
TXN00002176,CUST006881,2024-11-11,123.09
TXN00002177,CUST000732,2024-03-17,92.17
TXN00002178,CUST006922,10/23/2024,477.83
TXN00002179,CUST002442,2024-04-02,138.65
TXN00002180,CUST007508,2024-04-17,172.14
TXN00002181,CUST004254,2023-09-25,43.09
TXN00002182,CUST003111,3/8/2024,169.76
TXN00002183,CUST005660,2024-01-01,39.18
TXN00002184,CUST007827,2023-12-31,335.49
TXN00002185,CUST002296,2024-08-15,81.78
TXN00002186,CUST002641,2023-05-07,120.02
TXN00002187,CUST005590,2023-09-15,53.51
TXN00002188,CUST003138,2024-10-27,152.31
TXN00002189,CUST007343,2023-02-14,87.60
TXN00002190,CUST003909,2024-11-02,179.63
TXN00002191,CUST004533,5/14/2023,187.91
TXN00002192,CUST001868,2023-07-09,78.21
TXN00002193,CUST007461,2024-09-18,194.03
TXN00002194,CUST006499,2024-06-11,165.79
TXN00002195,CUST002263,2024-02-07,29.28
TXN00002196,CUST001809,2023-10-09,194.80
TXN00002197,CUST001390,2024-04-29,199.50
TXN00002198,CUST005785,2024-02-23,81.76
TXN00002199,CUST003323,2024-01-16,20.02
TXN00002200,CUST002626,2023-12-06,108.77
TXN00002201,CUST004209,2023-03-29,138.83
TXN00002202,CUST001908,2023-08-23,132.72
TXN00002203,CUST000341,2024-02-17,61.24
TXN00002204,CUST002320,6/9/2024,38.84
TXN00002205,CUST006519,2023-01-06,191.05
TXN00002206,CUST005322,2024-03-26,298.59
TXN00002207,CUST000799,2024-11-27,136.56
TXN00002208,CUST004870,2023-03-19,463.13
TXN00002209,CUST005666,2024-02-24,179.38
TXN00002210,CUST008214,2024-01-05,198.41
TXN00002211,CUST007426,2024-05-26,272.01
TXN00002212,CUST004710,2023-04-11,196.20
TXN00002213,CUST003093,2024-05-05,84.00
TXN00002214,CUST003600,2024-07-30,81.83
TXN00002215,CUST007430,2024-07-24,25.18
TXN00002216,CUST002011,2023-07-04,161.14
TXN00002217,CUST000523,2023-04-28,38.99
TXN00002218,CUST000762,2024-07-21,115.86
TXN00002219,CUST007745,2024-01-26,46.17
