study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0439,10.1037/pspa0000226,treatment_b,P00439,4.483,1.956,3.95,52,F,MA,2019-08-18,1132645,0,combined_row_439
S0440,10.1037/pspa0000226,treatment_a,P00440,5.181,3.336,5.46,37,M,HS,2019-09-27,751685,0,combined_row_440
S0441,10.1037/pspa0000226,treatment_b,P00441,7.207,3.906,5.86,18,M,MA,2019-10-08,210274,0,combined_row_441
S0442,10.1177/0956797614520714,treatment_a,P00442,4.053,4.512,4.42,33,F,PhD,2019-07-08,1283019,1,combined_row_442
S0443,10.1177/0956797614520714,treatment_b,P00443,4.74,1.833,5.43,36,NB,Other,2019-05-14,968531,0,combined_row_443
S0444,10.1177/0956797614520714,control,P00444,2.795,3.485,6.1,57,M,MA,2019-12-20,2243580,0,combined_row_444
S0445,10.1073/pnas.1209746109,control,P00445,5.913,4.142,5.15,35,F,PhD,2019-12-01,1156478,0,combined_row_445
S0446,10.1073/pnas.1209746109,treatment_a,P00446,5.013,3.992,5.82,49,F,PhD,2019-12-26,313115,0,combined_row_446
S0447,10.1177/0956797614520714,control,P00447,4.376,4.694,4.51,34,M,HS,2019-02-25,1224223,0,combined_row_447
S0448,10.1037/pspa0000226,control,P00448,4.296,3.782,4.79,47,NB,HS,2019-09-22,1054290,0,combined_row_448
S0449,10.1177/0956797615575277,treatment_a,P00449,5.552,5.02,4.97,25,F,PhD,2019-11-10,1013507,0,combined_row_449
S0450,10.1073/pnas.1209746109,treatment_b,P00450,2.985,3.889,5.38,58,M,MA,2019-01-06,1338047,0,combined_row_450
S0451,10.1037/pspa0000226,control,P00451,4.851,3.815,5.19,56,F,MA,2019-02-08,841435,0,combined_row_451
S0452,10.1177/0956797615575277,treatment_b,P00452,3.167,4.584,5.28,27,NB,Other,2019-02-05,2226161,0,combined_row_452
S0453,10.1177/0956797615575277,treatment_a,P00453,4.474,3.614,4.08,34,M,PhD,2019-12-15,1416122,0,combined_row_453
S0454,10.1037/pspa0000226,control,P00454,5.838,2.77,4.59,38,NB,PhD,2019-05-28,852529,1,combined_row_454
S0455,10.1177/0956797614520714,treatment_a,P00455,4.234,4.475,4.98,58,F,PhD,2019-12-06,258516,0,combined_row_455
S0456,10.1177/0956797615575277,treatment_b,P00456,4.534,3.901,6.28,60,F,PhD,2019-04-17,2266872,0,combined_row_456
S0457,10.1177/0956797614520714,treatment_b,P00457,4.245,4.704,4.84,60,M,HS,2019-03-06,311171,0,combined_row_457
S0458,10.1037/pspa0000226,control,P00458,4.986,4.753,5.61,42,NB,PhD,2019-09-20,1253484,1,combined_row_458
S0459,10.1177/0956797614520714,treatment_b,P00459,4.461,3.657,6.03,23,M,HS,2019-06-18,1924634,0,combined_row_459
S0460,10.1073/pnas.1209746109,treatment_b,P00460,3.666,3.774,5.23,22,F,HS,2019-04-17,587347,0,combined_row_460
S0461,10.1177/0956797614520714,treatment_b,P00461,3.909,4.189,4.43,29,F,Other,2019-07-24,622558,0,combined_row_461
S0462,10.1177/0956797615575277,treatment_b,P00462,3.2,2.513,5.3,24,F,BA,2019-09-13,2296834,0,combined_row_462
S0463,10.1177/0956797614520714,treatment_b,P00463,5.798,3.79,4.58,38,F,PhD,2019-11-14,1536651,0,combined_row_463
S0464,10.1177/0956797614520714,treatment_a,P00464,5.336,4.002,3.18,34,F,PhD,2019-08-13,180820,0,combined_row_464
S0465,10.1177/0956797615575277,treatment_b,P00465,5.143,3.85,5.07,32,F,MA,2019-01-25,1337448,0,combined_row_465
S0466,10.1177/0956797614520714,control,P00466,4.412,4.62,5.18,26,F,MA,2019-10-08,1157248,0,combined_row_466
S0467,10.1177/0956797615575277,control,P00467,3.093,3.3,5.07,38,M,BA,2019-08-27,579985,0,combined_row_467
S0468,10.1177/0956797615575277,control,P00468,4.971,3.658,3.96,23,M,MA,2019-06-27,2001604,0,combined_row_468
S0469,10.1073/pnas.1209746109,control,P00469,4.466,2.049,6.02,58,M,HS,2019-05-17,352730,0,combined_row_469
S0470,10.1177/0956797614520714,treatment_a,P00470,3.763,3.164,4.99,21,NB,PhD,2019-08-25,2296988,0,combined_row_470
S0471,10.1037/pspa0000226,treatment_a,P00471,4.654,3.304,4.53,65,M,Other,2019-07-09,536847,0,combined_row_471
S0472,10.1037/pspa0000226,treatment_b,P00472,5.669,4.131,5.31,53,F,PhD,2019-07-21,1002500,0,combined_row_472
S0473,10.1177/0956797614520714,control,P00473,6.371,4.478,4.19,23,M,PhD,2019-07-12,1640909,0,combined_row_473
S0474,10.1177/0956797615575277,treatment_b,P00474,6.94,2.936,3.86,28,F,Other,2019-08-20,791607,0,combined_row_474
S0475,10.1177/0956797614520714,control,P00475,4.224,3.318,4.95,65,M,BA,2019-10-05,1386638,1,combined_row_475
S0476,10.1073/pnas.1209746109,treatment_a,P00476,3.996,3.616,5.05,31,NB,Other,2019-04-07,2374736,0,combined_row_476
S0477,10.1037/pspa0000226,treatment_b,P00477,4.417,3.307,4.95,55,NB,Other,2019-01-09,894372,1,combined_row_477
S0478,10.1177/0956797614520714,treatment_b,P00478,4.281,3.581,4.82,59,M,HS,2019-07-22,1317958,0,combined_row_478
S0479,10.1177/0956797615575277,control,P00479,6.895,4.016,4.66,42,F,HS,2019-06-16,549185,0,combined_row_479
S0480,10.1037/pspa0000226,treatment_b,P00480,3.798,3.968,4.93,33,F,MA,2019-06-16,1830038,0,combined_row_480
S0481,10.1073/pnas.1209746109,treatment_a,P00481,4.049,3.027,4.14,50,F,HS,2019-11-09,1803911,0,combined_row_481
S0482,10.1073/pnas.1209746109,treatment_b,P00482,8.274,4.411,4.82,39,M,BA,2019-02-24,1783092,0,combined_row_482
S0483,10.1177/0956797614520714,treatment_a,P00483,4.542,4.317,6.72,39,M,Other,2019-03-07,761232,0,combined_row_483
S0484,10.1177/0956797614520714,control,P00484,4.016,3.29,6.17,51,F,PhD,2019-03-21,842901,0,combined_row_484
S0485,10.1073/pnas.1209746109,control,P00485,3.482,5.487,4.8,44,M,MA,2019-08-24,1328384,0,combined_row_485
S0486,10.1177/0956797614520714,control,P00486,2.478,3.94,5.14,57,F,MA,2019-10-19,1148512,0,combined_row_486
S0487,10.1177/0956797614520714,treatment_b,P00487,4.982,3.86,5.08,56,M,MA,2019-03-28,1805126,0,combined_row_487
S0488,10.1177/0956797614520714,control,P00488,3.867,3.88,5.19,18,F,PhD,2019-04-24,1030745,0,combined_row_488
S0489,10.1073/pnas.1209746109,control,P00489,7.635,2.641,5.62,38,M,BA,2019-07-13,355432,0,combined_row_489
S0490,10.1037/pspa0000226,treatment_b,P00490,3.468,3.324,6.02,65,F,Other,2019-09-17,341530,0,combined_row_490
S0491,10.1037/pspa0000226,treatment_a,P00491,4.664,3.565,5.97,43,NB,HS,2019-09-13,2344792,0,combined_row_491
S0492,10.1073/pnas.1209746109,control,P00492,4.462,3.568,5.78,37,F,PhD,2019-03-14,1414885,0,combined_row_492
S0493,10.1073/pnas.1209746109,treatment_b,P00493,3.839,3.747,5.42,64,F,HS,2019-03-25,747517,0,combined_row_493
S0494,10.1177/0956797615575277,treatment_a,P00494,3.347,4.778,5.14,63,F,PhD,2019-02-09,1539268,0,combined_row_494
S0495,10.1177/0956797614520714,treatment_b,P00495,4.445,3.409,4.69,23,F,PhD,2019-12-26,2326084,0,combined_row_495
S0496,10.1177/0956797614520714,treatment_a,P00496,2.862,3.544,4.93,28,F,Other,2019-11-28,809521,0,combined_row_496
S0497,10.1177/0956797614520714,control,P00497,4.547,3.51,4.54,46,F,BA,2019-02-05,1030821,1,combined_row_497
S0498,10.1177/0956797615575277,control,P00498,6.314,2.089,5.4,52,M,Other,2019-08-08,1089634,0,combined_row_498
S0499,10.1037/pspa0000226,treatment_a,P00499,4.088,3.996,4.52,53,F,Other,2019-11-18,1050895,1,combined_row_499
S0500,10.1177/0956797614520714,control,P00500,3.971,3.659,4.82,20,NB,Other,2019-10-10,1568780,0,combined_row_500
S0501,10.1073/pnas.1209746109,control,P00501,3.848,4.081,4.48,62,NB,Other,2019-10-26,924150,0,combined_row_501
S0502,10.1177/0956797615575277,control,P00502,3.044,4.433,5.37,41,M,HS,2019-07-27,452318,0,combined_row_502
S0503,10.1177/0956797614520714,control,P00503,4.172,3.122,4.04,62,F,Other,2019-01-04,2398562,0,combined_row_503
S0504,10.1037/pspa0000226,treatment_b,P00504,4.252,3.011,3.27,63,F,PhD,2019-10-28,1507449,0,combined_row_504
S0505,10.1177/0956797615575277,control,P00505,3.442,3.106,4.88,29,F,BA,2019-12-10,991830,1,combined_row_505
S0506,10.1073/pnas.1209746109,treatment_a,P00506,3.104,3.482,4.72,31,F,PhD,2019-07-02,1580026,0,combined_row_506
S0507,10.1177/0956797614520714,control,P00507,3.335,2.735,4.99,37,F,Other,2019-06-25,205716,0,combined_row_507
S0508,10.1177/0956797615575277,treatment_a,P00508,4.95,2.873,5.63,19,F,BA,2019-06-27,1597409,0,combined_row_508
S0509,10.1037/pspa0000226,treatment_a,P00509,5.006,2.56,3.88,52,F,PhD,2019-07-24,414974,0,combined_row_509
S0510,10.1177/0956797615575277,treatment_b,P00510,4.696,3.677,4.31,52,M,BA,2019-10-22,1571331,0,combined_row_510
S0511,10.1177/0956797615575277,control,P00511,5.456,3.661,7.25,58,F,BA,2019-10-20,1813959,0,combined_row_511
S0512,10.1073/pnas.1209746109,treatment_a,P00512,5.17,3.583,4.33,20,F,PhD,2019-02-16,1176743,0,combined_row_512
S0513,10.1177/0956797615575277,control,P00513,3.765,3.712,4.84,30,M,PhD,2019-09-01,2204436,0,combined_row_513
S0514,10.1177/0956797614520714,control,P00514,4.735,3.245,5.78,51,F,MA,2019-03-25,592096,0,combined_row_514
S0515,10.1177/0956797614520714,control,P00515,4.288,2.815,4.78,18,F,HS,2019-11-28,545222,0,combined_row_515
S0516,10.1073/pnas.1209746109,control,P00516,3.079,2.491,4.85,37,M,Other,2019-05-21,1060156,0,combined_row_516
S0517,10.1177/0956797614520714,treatment_a,P00517,4.325,4.578,4.63,27,F,MA,2019-02-01,2336126,0,combined_row_517
S0518,10.1177/0956797615575277,treatment_b,P00518,4.717,3.593,5.4,63,F,Other,2019-04-06,478814,0,combined_row_518
S0519,10.1177/0956797615575277,treatment_b,P00519,3.906,3.965,3.82,24,M,HS,2019-02-14,1823818,0,combined_row_519
S0520,10.1037/pspa0000226,treatment_b,P00520,4.829,3.302,5.57,30,NB,Other,2019-02-25,2133267,0,combined_row_520
S0521,10.1073/pnas.1209746109,treatment_b,P00521,3.203,3.997,4.5,47,M,BA,2019-04-05,1262351,0,combined_row_521
S0522,10.1037/pspa0000226,control,P00522,2.769,3.386,3.88,38,M,PhD,2019-01-03,2173696,0,combined_row_522
S0523,10.1037/pspa0000226,treatment_a,P00523,5.053,3.196,4.39,50,M,PhD,2019-12-26,628712,0,combined_row_523
S0524,10.1073/pnas.1209746109,treatment_a,P00524,5.777,2.908,4.83,44,F,Other,2019-04-18,846979,0,combined_row_524
S0525,10.1037/pspa0000226,control,P00525,3.313,5.19,3.82,45,F,MA,2019-09-23,1170503,0,combined_row_525
S0526,10.1073/pnas.1209746109,treatment_b,P00526,3.363,4.867,4.56,49,M,Other,2019-10-15,1544734,0,combined_row_526
S0527,10.1037/pspa0000226,control,P00527,4.063,4.658,4.01,56,M,MA,2019-08-21,437875,0,combined_row_527
S0528,10.1177/0956797614520714,treatment_b,P00528,3.443,4.851,4.35,18,F,BA,2019-08-18,1402653,0,combined_row_528
S0529,10.1037/pspa0000226,control,P00529,5.176,5.573,4.56,61,F,PhD,2019-12-12,554498,0,combined_row_529
S0530,10.1037/pspa0000226,control,P00530,6.531,3.994,4.77,53,M,HS,2019-12-18,1686781,0,combined_row_530
S0531,10.1177/0956797615575277,control,P00531,4.673,5.195,4.45,42,M,PhD,2019-07-18,1065904,0,combined_row_531
S0532,10.1037/pspa0000226,control,P00532,5.147,4.136,5.73,41,M,BA,2019-05-28,706591,0,combined_row_532
S0533,10.1073/pnas.1209746109,treatment_b,P00533,6.409,3.942,4.15,26,M,BA,2019-11-26,1924224,0,combined_row_533
S0534,10.1037/pspa0000226,treatment_b,P00534,4.607,4.259,5.86,53,M,PhD,2019-06-08,959264,0,combined_row_534
S0535,10.1073/pnas.1209746109,treatment_b,P00535,2.556,3.817,4.85,52,F,MA,2019-01-02,2206973,0,combined_row_535
S0536,10.1073/pnas.1209746109,treatment_b,P00536,3.576,2.431,5.14,27,NB,Other,2019-05-15,2348243,1,combined_row_536
S0537,10.1073/pnas.1209746109,control,P00537,2.555,4.055,5.31,58,F,Other,2019-05-20,401351,0,combined_row_537
S0538,10.1073/pnas.1209746109,treatment_a,P00538,4.381,1.924,5.5,54,NB,MA,2019-07-12,1415717,0,combined_row_538
S0539,10.1073/pnas.1209746109,treatment_b,P00539,6.267,3.102,4.85,21,NB,PhD,2019-10-06,396509,0,combined_row_539
S0540,10.1177/0956797615575277,treatment_b,P00540,2.971,3.275,4.54,23,F,Other,2019-02-28,1345382,0,combined_row_540
S0541,10.1177/0956797615575277,treatment_a,P00541,4.627,3.681,5.38,55,NB,BA,2019-11-15,1730914,0,combined_row_541
S0542,10.1177/0956797615575277,treatment_b,P00542,4.979,3.849,5.5,51,M,MA,2019-02-05,826553,0,combined_row_542
S0543,10.1037/pspa0000226,treatment_a,P00543,4.598,4.767,4.64,64,F,HS,2019-11-09,666515,1,combined_row_543
S0544,10.1037/pspa0000226,treatment_a,P00544,3.872,2.788,5.14,52,F,PhD,2019-11-23,1816074,0,combined_row_544
S0545,10.1177/0956797614520714,treatment_b,P00545,4.627,3.699,5.78,61,F,Other,2019-11-02,588375,0,combined_row_545
S0546,10.1177/0956797615575277,treatment_a,P00546,3.922,2.795,4.26,35,F,MA,2019-05-26,592202,0,combined_row_546
S0547,10.1037/pspa0000226,treatment_a,P00547,4.789,2.319,4.9,30,F,MA,2019-11-23,934625,0,combined_row_547
S0548,10.1073/pnas.1209746109,treatment_b,P00548,2.908,4.137,5.02,44,M,Other,2019-02-22,2050417,0,combined_row_548
S0549,10.1177/0956797615575277,treatment_a,P00549,4.592,3.985,6.58,60,F,Other,2019-11-04,683220,0,combined_row_549
S0550,10.1177/0956797614520714,treatment_a,P00550,6.048,2.729,3.57,54,F,HS,2019-12-06,1242567,0,combined_row_550
S0551,10.1073/pnas.1209746109,treatment_b,P00551,0.742,4.649,5.15,60,F,MA,2019-03-25,490366,0,combined_row_551
S0552,10.1073/pnas.1209746109,treatment_a,P00552,2.671,1.515,6.71,34,F,BA,2019-08-03,2242430,0,combined_row_552
S0553,10.1177/0956797614520714,treatment_b,P00553,3.15,4.61,5.78,45,F,Other,2019-11-04,2032127,0,combined_row_553
S0554,10.1073/pnas.1209746109,control,P00554,5.443,4.851,5.46,34,M,HS,2019-08-05,183639,0,combined_row_554
S0555,10.1037/pspa0000226,treatment_a,P00555,5.122,4.456,4.95,63,M,PhD,2019-07-13,474019,0,combined_row_555
S0556,10.1073/pnas.1209746109,treatment_a,P00556,4.565,5.393,4.58,48,M,Other,2019-09-12,1578547,0,combined_row_556
S0557,10.1037/pspa0000226,control,P00557,2.457,2.121,5.83,39,M,PhD,2019-05-21,1031949,0,combined_row_557
S0558,10.1073/pnas.1209746109,treatment_a,P00558,5.301,3.397,4.43,42,M,MA,2019-08-03,2017036,0,combined_row_558
S0559,10.1177/0956797614520714,control,P00559,5.17,5.145,4.23,22,F,MA,2019-08-18,2064531,0,combined_row_559
S0560,10.1073/pnas.1209746109,control,P00560,3.733,3.365,5.61,64,M,PhD,2019-02-07,2374122,0,combined_row_560
S0561,10.1177/0956797614520714,treatment_b,P00561,2.102,2.821,5.43,59,M,PhD,2019-10-02,1197884,0,combined_row_561
S0562,10.1177/0956797614520714,control,P00562,4.652,3.935,5.23,37,M,PhD,2019-10-06,448257,0,combined_row_562
S0563,10.1073/pnas.1209746109,control,P00563,2.35,3.829,5.27,45,F,PhD,2019-06-04,756001,0,combined_row_563
S0564,10.1177/0956797614520714,control,P00564,6.631,3.122,4.6,25,F,BA,2019-07-06,1731587,0,combined_row_564
S0565,10.1037/pspa0000226,control,P00565,4.809,3.683,6.26,57,M,BA,2019-01-16,518575,1,combined_row_565
S0566,10.1177/0956797614520714,control,P00566,5.867,3.476,3.97,36,M,PhD,2019-12-05,1044698,0,combined_row_566
S0567,10.1177/0956797615575277,treatment_b,P00567,3.655,4.004,5.56,56,F,PhD,2019-10-03,1443323,0,combined_row_567
S0568,10.1073/pnas.1209746109,treatment_b,P00568,6.138,3.841,5.4,51,M,Other,2019-06-28,2308780,0,combined_row_568
S0569,10.1177/0956797614520714,treatment_a,P00569,5.054,3.944,5.91,48,M,BA,2019-03-22,360839,1,combined_row_569
S0570,10.1177/0956797615575277,treatment_a,P00570,6.364,3.972,5.59,57,M,HS,2019-02-24,400018,0,combined_row_570
S0571,10.1177/0956797614520714,control,P00571,4.806,2.789,6.27,64,M,Other,2019-10-11,1937691,0,combined_row_571
S0572,10.1177/0956797615575277,control,P00572,6.198,3.945,4.3,24,F,PhD,2019-04-13,1105526,1,combined_row_572
S0573,10.1037/pspa0000226,control,P00573,5.019,3.48,5.79,42,F,BA,2019-08-24,994344,0,combined_row_573
S0574,10.1177/0956797615575277,control,P00574,3.921,3.682,5.18,54,M,MA,2019-03-04,2132592,0,combined_row_574
S0575,10.1177/0956797614520714,treatment_a,P00575,4.689,4.539,5.79,57,F,Other,2019-09-28,1143441,0,combined_row_575
S0576,10.1037/pspa0000226,control,P00576,6.279,2.362,4.17,35,M,PhD,2019-12-28,1214542,0,combined_row_576
S0577,10.1037/pspa0000226,treatment_b,P00577,4.974,5.831,6.67,18,M,HS,2019-01-16,2294836,1,combined_row_577
S0578,10.1037/pspa0000226,treatment_a,P00578,3.62,4.309,3.85,24,M,PhD,2019-04-03,232105,0,combined_row_578
S0579,10.1037/pspa0000226,control,P00579,5.175,4.358,4.79,48,NB,MA,2019-03-23,2106371,0,combined_row_579
S0580,10.1073/pnas.1209746109,treatment_a,P00580,4.081,3.321,5.1,63,M,BA,2019-06-21,2127397,0,combined_row_580
S0581,10.1073/pnas.1209746109,treatment_b,P00581,6.793,4.618,4.9,45,F,Other,2019-09-19,1048835,0,combined_row_581
S0582,10.1073/pnas.1209746109,treatment_b,P00582,4.768,4.876,4.11,21,F,MA,2019-01-04,1786229,0,combined_row_582
S0583,10.1073/pnas.1209746109,treatment_a,P00583,3.341,4.768,4.71,31,F,MA,2019-04-18,656295,0,combined_row_583
S0584,10.1177/0956797614520714,treatment_b,P00584,3.022,3.854,4.3,35,F,PhD,2019-05-02,445789,0,combined_row_584
S0585,10.1037/pspa0000226,treatment_a,P00585,2.243,3.785,4.03,52,F,PhD,2019-10-12,455262,0,combined_row_585
S0586,10.1037/pspa0000226,control,P00586,4.776,5.484,5.83,36,M,HS,2019-03-09,649865,0,combined_row_586
S0587,10.1037/pspa0000226,control,P00587,5.529,3.028,4.54,61,F,BA,2019-08-12,1942152,0,combined_row_587
S0588,10.1073/pnas.1209746109,treatment_a,P00588,3.783,3.871,5.16,32,F,MA,2019-07-19,1617775,0,combined_row_588
S0589,10.1177/0956797615575277,treatment_a,P00589,2.956,3.03,5.47,37,F,BA,2019-05-06,1270550,0,combined_row_589
S0590,10.1177/0956797615575277,treatment_a,P00590,3.409,3.835,4.75,40,F,PhD,2019-03-20,854401,0,combined_row_590
S0591,10.1177/0956797615575277,control,P00591,6.762,3.512,4.58,27,F,BA,2019-02-02,1508025,0,combined_row_591
S0592,10.1037/pspa0000226,treatment_a,P00592,2.835,3.383,5.4,63,M,MA,2019-06-05,1744118,0,combined_row_592
S0593,10.1177/0956797614520714,treatment_b,P00593,3.641,5.72,4.22,27,M,MA,2019-03-01,2308227,0,combined_row_593
S0594,10.1177/0956797615575277,treatment_a,P00594,5.297,5.689,3.71,54,NB,BA,2019-10-24,2034325,0,combined_row_594
S0595,10.1073/pnas.1209746109,treatment_b,P00595,4.16,3.834,4.83,19,M,Other,2019-04-15,1679017,0,combined_row_595
S0596,10.1073/pnas.1209746109,treatment_b,P00596,3.962,3.048,4.18,32,F,BA,2019-01-03,2048386,0,combined_row_596
S0597,10.1073/pnas.1209746109,treatment_b,P00597,3.402,4.444,4.24,21,NB,MA,2019-07-05,1973654,0,combined_row_597
S0598,10.1177/0956797615575277,control,P00598,3.633,3.619,5.73,46,F,HS,2019-04-24,2043195,0,combined_row_598
S0599,10.1037/pspa0000226,treatment_a,P00599,3.978,5.381,5.83,44,F,Other,2019-10-03,782466,0,combined_row_599
S0600,10.1037/pspa0000226,treatment_b,P00600,4.267,4.132,4.98,55,M,HS,2019-01-14,1326424,0,combined_row_600
S0601,10.1037/pspa0000226,treatment_b,P00601,2.075,2.973,5.47,36,F,PhD,2019-01-27,1446650,0,combined_row_601
S0602,10.1177/0956797615575277,treatment_a,P00602,6.653,2.865,4.68,19,M,BA,2019-05-10,2161981,0,combined_row_602
S0603,10.1177/0956797615575277,treatment_a,P00603,5.622,5.571,4.88,35,M,HS,2019-10-24,1697329,0,combined_row_603
S0604,10.1037/pspa0000226,treatment_a,P00604,4.272,3.09,4.34,62,M,MA,2019-09-24,253589,0,combined_row_604
S0605,10.1177/0956797614520714,treatment_b,P00605,5.483,4.084,5.31,28,M,MA,2019-06-14,1673106,1,combined_row_605
S0606,10.1177/0956797615575277,treatment_b,P00606,4.052,3.569,4.75,30,NB,BA,2019-02-20,881018,0,combined_row_606
S0607,10.1177/0956797615575277,treatment_b,P00607,4.794,3.119,4.76,52,F,MA,2019-03-01,754407,0,combined_row_607
S0608,10.1177/0956797615575277,treatment_a,P00608,3.422,2.075,5.95,28,M,BA,2019-03-17,1107417,0,combined_row_608
S0609,10.1073/pnas.1209746109,treatment_a,P00609,4.036,3.888,5.76,48,F,MA,2019-12-12,763066,0,combined_row_609
S0610,10.1177/0956797615575277,control,P00610,2.03,3.746,4.81,25,F,BA,2019-12-05,1130322,0,combined_row_610
S0611,10.1177/0956797614520714,control,P00611,5.753,3.688,5.03,19,M,PhD,2019-01-07,632218,1,combined_row_611
S0612,10.1073/pnas.1209746109,treatment_a,P00612,3.918,4.304,5.42,22,F,HS,2019-02-26,699227,0,combined_row_612
S0613,10.1177/0956797614520714,treatment_b,P00613,5.124,3.465,4.79,65,F,Other,2019-06-12,853426,0,combined_row_613
S0614,10.1177/0956797614520714,treatment_b,P00614,4.921,3.428,4.84,55,M,Other,2019-04-23,983408,0,combined_row_614
S0615,10.1177/0956797614520714,treatment_b,P00615,6.428,3.839,6.6,63,M,MA,2019-12-19,956473,0,combined_row_615
S0616,10.1073/pnas.1209746109,control,P00616,3.263,5.089,3.06,45,F,Other,2019-04-14,653308,0,combined_row_616
S0617,10.1177/0956797615575277,control,P00617,3.08,4.032,4.24,36,F,HS,2019-02-11,2250781,0,combined_row_617
S0618,10.1177/0956797615575277,treatment_a,P00618,4.53,3.171,4.59,46,F,Other,2019-07-10,1975001,0,combined_row_618
S0619,10.1073/pnas.1209746109,treatment_a,P00619,5.565,3.478,6.19,61,M,PhD,2019-08-17,536540,0,combined_row_619
S0620,10.1037/pspa0000226,treatment_a,P00620,4.644,2.96,2.93,65,F,HS,2019-06-07,1600324,0,combined_row_620
S0621,10.1037/pspa0000226,control,P00621,4.636,4.741,3.64,55,F,MA,2019-11-13,1673580,0,combined_row_621
S0622,10.1037/pspa0000226,treatment_a,P00622,4.511,3.293,4.97,47,M,HS,2019-05-16,2265717,0,combined_row_622
S0623,10.1177/0956797614520714,control,P00623,4.821,3.974,6.1,29,M,Other,2019-11-11,820623,0,combined_row_623
S0624,10.1073/pnas.1209746109,control,P00624,5.251,3.222,4.18,49,M,BA,2019-05-22,2268339,0,combined_row_624
S0625,10.1177/0956797615575277,treatment_b,P00625,3.18,5.284,3.11,20,M,HS,2019-07-15,1499356,0,combined_row_625
S0626,10.1037/pspa0000226,treatment_a,P00626,3.644,4.347,5.11,60,F,BA,2019-08-14,744084,0,combined_row_626
S0627,10.1037/pspa0000226,treatment_a,P00627,4.637,2.637,3.99,52,F,PhD,2019-08-18,835615,0,combined_row_627
S0628,10.1037/pspa0000226,treatment_a,P00628,4.59,1.408,5.07,57,NB,MA,2019-05-11,437630,1,combined_row_628
S0629,10.1073/pnas.1209746109,control,P00629,5.077,3.088,4.99,58,F,PhD,2019-02-14,1627634,0,combined_row_629
S0630,10.1037/pspa0000226,treatment_a,P00630,4.22,4.432,5.21,33,NB,MA,2019-10-03,454727,0,combined_row_630
S0631,10.1073/pnas.1209746109,treatment_a,P00631,5.221,4.78,6.14,45,F,Other,2019-07-09,265573,0,combined_row_631
S0632,10.1073/pnas.1209746109,treatment_a,P00632,4.909,3.156,5.55,54,M,PhD,2019-02-23,1043642,0,combined_row_632
S0633,10.1177/0956797615575277,control,P00633,3.644,3.235,4.14,22,F,BA,2019-05-09,379360,0,combined_row_633
S0634,10.1037/pspa0000226,control,P00634,5.051,2.194,3.58,63,F,HS,2019-10-11,1326575,1,combined_row_634
S0635,10.1037/pspa0000226,treatment_a,P00635,5.035,5.353,4.61,37,M,Other,2019-06-07,1917759,0,combined_row_635
S0636,10.1037/pspa0000226,treatment_b,P00636,3.671,3.848,4.5,19,NB,Other,2019-03-19,2273811,0,combined_row_636
S0637,10.1037/pspa0000226,treatment_a,P00637,5.866,3.373,3.97,45,F,HS,2019-09-07,1707878,0,combined_row_637
S0638,10.1177/0956797614520714,control,P00638,3.147,3.766,3.64,45,M,MA,2019-02-21,1033784,0,combined_row_638
S0639,10.1177/0956797615575277,treatment_a,P00639,3.939,3.25,4.34,25,F,BA,2019-01-08,1482501,0,combined_row_639
S0640,10.1037/pspa0000226,treatment_a,P00640,3.773,3.651,4.82,28,F,BA,2019-01-09,1345060,0,combined_row_640
S0641,10.1177/0956797614520714,treatment_b,P00641,6.356,1.946,4.84,23,F,Other,2019-05-28,446680,0,combined_row_641
S0642,10.1037/pspa0000226,treatment_a,P00642,4.521,2.914,3.53,43,NB,BA,2019-04-04,2278194,0,combined_row_642
S0643,10.1177/0956797615575277,treatment_a,P00643,5.162,3.36,6.04,39,F,PhD,2019-12-24,1169596,0,combined_row_643
S0644,10.1177/0956797614520714,control,P00644,6.012,4.289,5.35,35,M,PhD,2019-05-28,414568,0,combined_row_644
S0645,10.1177/0956797615575277,treatment_b,P00645,5.493,3.551,3.92,35,F,MA,2019-08-23,1722410,0,combined_row_645
S0646,10.1073/pnas.1209746109,treatment_b,P00646,5.338,5.001,4.77,65,NB,HS,2019-12-26,1185273,0,combined_row_646
S0647,10.1037/pspa0000226,treatment_a,P00647,3.303,2.729,6.0,52,F,PhD,2019-07-01,1828258,0,combined_row_647
S0648,10.1177/0956797615575277,treatment_a,P00648,3.457,5.212,5.8,33,F,BA,2019-03-15,1510367,0,combined_row_648
S0649,10.1037/pspa0000226,control,P00649,4.426,4.164,5.17,65,M,MA,2019-12-14,601089,0,combined_row_649
S0650,10.1177/0956797615575277,treatment_b,P00650,3.128,4.66,5.34,64,F,MA,2019-08-23,294717,0,combined_row_650
S0651,10.1177/0956797614520714,treatment_b,P00651,2.89,4.249,5.53,37,F,Other,2019-02-04,841955,0,combined_row_651
S0652,10.1177/0956797614520714,treatment_b,P00652,4.515,3.173,3.69,38,M,PhD,2019-12-05,1273370,0,combined_row_652
S0653,10.1177/0956797615575277,treatment_a,P00653,4.894,4.683,5.68,54,F,HS,2019-01-18,1139267,0,combined_row_653
S0654,10.1037/pspa0000226,control,P00654,6.732,3.67,6.56,21,M,Other,2019-07-20,1271180,0,combined_row_654
S0655,10.1177/0956797615575277,control,P00655,5.067,3.654,4.83,47,NB,PhD,2019-02-08,1032053,0,combined_row_655
