study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0425,10.1177/0956797614520714,treatment_a,P00425,4.779,4.037,4.74,56,NB,MA,2019-02-02,1978405,0,upd2_reanalysis_row_425
S0426,10.1073/pnas.1209746109,treatment_b,P00426,5.114,4.532,5.53,51,F,Other,2019-07-26,660835,0,upd2_reanalysis_row_426
S0427,10.1177/0956797615575277,control,P00427,4.494,4.234,4.99,32,F,HS,2019-04-18,1147800,0,upd2_reanalysis_row_427
S0428,10.1177/0956797614520714,treatment_a,P00428,2.599,4.426,3.8,51,F,PhD,2019-09-20,1807345,0,upd2_reanalysis_row_428
S0429,10.1177/0956797615575277,control,P00429,4.125,3.538,7.07,40,F,PhD,2019-10-21,2318964,0,upd2_reanalysis_row_429
S0430,10.1177/0956797614520714,treatment_a,P00430,4.247,3.012,5.46,18,F,BA,2019-04-18,2195789,1,upd2_reanalysis_row_430
S0431,10.1177/0956797614520714,treatment_a,P00431,4.911,4.168,5.75,40,M,PhD,2019-10-23,1188068,0,upd2_reanalysis_row_431
S0432,10.1073/pnas.1209746109,treatment_a,P00432,4.001,4.227,5.56,29,M,HS,2019-12-22,756605,0,upd2_reanalysis_row_432
S0433,10.1177/0956797615575277,treatment_b,P00433,4.692,3.162,5.96,22,M,MA,2019-06-09,986714,0,upd2_reanalysis_row_433
S0434,10.1177/0956797615575277,treatment_b,P00434,4.169,4.099,4.42,54,M,BA,2019-12-25,1089633,0,upd2_reanalysis_row_434
S0435,10.1073/pnas.1209746109,treatment_b,P00435,5.401,3.287,5.79,28,F,HS,2019-12-13,2031287,0,upd2_reanalysis_row_435
S0436,10.1037/pspa0000226,treatment_a,P00436,3.893,3.534,5.97,38,F,MA,2019-02-24,1680187,0,upd2_reanalysis_row_436
S0437,10.1073/pnas.1209746109,treatment_a,P00437,4.094,4.096,4.76,49,F,BA,2019-12-15,231072,0,upd2_reanalysis_row_437
S0438,10.1177/0956797615575277,treatment_b,P00438,5.061,3.87,5.53,55,M,MA,2019-12-27,635583,0,upd2_reanalysis_row_438
S0439,10.1073/pnas.1209746109,treatment_b,P00439,5.565,3.685,4.68,26,NB,HS,2019-08-12,351759,0,upd2_reanalysis_row_439
S0440,10.1177/0956797615575277,treatment_b,P00440,4.737,2.347,4.92,20,F,BA,2019-11-25,854867,0,upd2_reanalysis_row_440
S0441,10.1177/0956797615575277,treatment_b,P00441,4.597,4.06,3.21,56,F,Other,2019-09-02,1782505,1,upd2_reanalysis_row_441
S0442,10.1177/0956797614520714,control,P00442,4.183,4.014,5.36,64,M,BA,2019-03-20,325518,0,upd2_reanalysis_row_442
S0443,10.1177/0956797614520714,control,P00443,5.987,4.146,5.01,18,F,Other,2019-07-15,1976228,0,upd2_reanalysis_row_443
S0444,10.1177/0956797615575277,treatment_b,P00444,5.54,2.187,5.17,29,NB,Other,2019-09-26,1144997,0,upd2_reanalysis_row_444
S0445,10.1037/pspa0000226,control,P00445,5.6,3.678,5.4,20,F,PhD,2019-11-10,1257813,0,upd2_reanalysis_row_445
S0446,10.1177/0956797615575277,control,P00446,3.853,4.177,4.43,20,F,BA,2019-12-02,1314917,0,upd2_reanalysis_row_446
S0447,10.1177/0956797615575277,treatment_a,P00447,4.474,3.968,5.02,58,M,HS,2019-04-27,569539,0,upd2_reanalysis_row_447
S0448,10.1177/0956797614520714,treatment_a,P00448,5.925,3.726,5.5,50,M,PhD,2019-06-18,1983766,0,upd2_reanalysis_row_448
S0449,10.1177/0956797615575277,treatment_b,P00449,6.573,4.195,5.14,35,F,MA,2019-02-18,1725247,0,upd2_reanalysis_row_449
S0450,10.1177/0956797615575277,control,P00450,3.77,2.895,5.27,29,F,Other,2019-06-27,1679969,0,upd2_reanalysis_row_450
S0451,10.1177/0956797614520714,treatment_b,P00451,6.643,4.92,5.54,24,NB,MA,2019-03-09,1607130,1,upd2_reanalysis_row_451
S0452,10.1177/0956797614520714,control,P00452,4.856,2.414,5.28,38,M,Other,2019-12-22,902776,0,upd2_reanalysis_row_452
S0453,10.1037/pspa0000226,treatment_a,P00453,5.223,3.646,5.54,42,NB,HS,2019-04-24,2361993,0,upd2_reanalysis_row_453
S0454,10.1177/0956797615575277,treatment_b,P00454,4.31,5.007,5.96,48,M,PhD,2019-10-26,2170757,0,upd2_reanalysis_row_454
S0455,10.1073/pnas.1209746109,control,P00455,4.89,4.623,5.08,46,NB,PhD,2019-10-08,2078681,0,upd2_reanalysis_row_455
S0456,10.1073/pnas.1209746109,treatment_b,P00456,4.95,4.54,5.41,21,M,HS,2019-09-21,1352970,0,upd2_reanalysis_row_456
S0457,10.1037/pspa0000226,treatment_a,P00457,5.547,5.595,5.77,51,M,MA,2019-07-22,1252123,0,upd2_reanalysis_row_457
S0458,10.1177/0956797615575277,control,P00458,3.913,4.236,7.13,65,F,PhD,2019-08-09,929907,0,upd2_reanalysis_row_458
S0459,10.1073/pnas.1209746109,control,P00459,3.64,3.179,3.55,39,F,PhD,2019-03-21,493214,0,upd2_reanalysis_row_459
S0460,10.1177/0956797615575277,treatment_a,P00460,4.307,4.534,5.4,50,F,MA,2019-10-01,1028265,0,upd2_reanalysis_row_460
S0461,10.1073/pnas.1209746109,treatment_a,P00461,6.668,3.31,6.79,27,F,HS,2019-09-12,646635,0,upd2_reanalysis_row_461
S0462,10.1073/pnas.1209746109,control,P00462,3.175,5.186,4.02,42,F,HS,2019-07-08,465184,0,upd2_reanalysis_row_462
S0463,10.1177/0956797614520714,treatment_a,P00463,5.536,4.214,4.28,20,M,PhD,2019-05-24,2053007,0,upd2_reanalysis_row_463
S0464,10.1177/0956797615575277,control,P00464,5.152,4.294,4.98,32,F,Other,2019-05-03,1937606,0,upd2_reanalysis_row_464
S0465,10.1073/pnas.1209746109,treatment_b,P00465,6.87,2.962,5.36,19,F,Other,2019-08-22,1411197,0,upd2_reanalysis_row_465
S0466,10.1037/pspa0000226,treatment_a,P00466,4.671,3.641,6.03,54,M,MA,2019-02-10,941503,0,upd2_reanalysis_row_466
S0467,10.1177/0956797615575277,treatment_b,P00467,2.667,2.844,5.64,39,F,HS,2019-05-08,1768181,0,upd2_reanalysis_row_467
S0468,10.1177/0956797615575277,control,P00468,5.207,3.898,4.62,53,M,Other,2019-07-10,2257939,0,upd2_reanalysis_row_468
S0469,10.1037/pspa0000226,control,P00469,3.819,3.867,4.59,27,F,Other,2019-06-21,2350081,1,upd2_reanalysis_row_469
S0470,10.1037/pspa0000226,control,P00470,6.563,4.254,3.81,24,F,MA,2019-02-27,276014,0,upd2_reanalysis_row_470
S0471,10.1073/pnas.1209746109,control,P00471,4.552,3.722,4.5,53,M,HS,2019-01-25,433226,0,upd2_reanalysis_row_471
S0472,10.1037/pspa0000226,control,P00472,4.837,4.098,3.45,28,F,Other,2019-06-09,1025339,0,upd2_reanalysis_row_472
S0473,10.1073/pnas.1209746109,treatment_a,P00473,3.744,4.113,4.16,26,F,PhD,2019-04-04,418150,0,upd2_reanalysis_row_473
S0474,10.1037/pspa0000226,treatment_a,P00474,4.0,4.437,5.01,21,F,HS,2019-11-24,986847,0,upd2_reanalysis_row_474
S0475,10.1177/0956797614520714,treatment_a,P00475,4.522,4.695,4.0,44,M,HS,2019-07-04,806475,0,upd2_reanalysis_row_475
S0476,10.1073/pnas.1209746109,treatment_b,P00476,2.07,2.828,5.52,35,F,MA,2019-06-27,1008457,0,upd2_reanalysis_row_476
S0477,10.1037/pspa0000226,treatment_b,P00477,5.731,3.765,5.56,24,F,Other,2019-07-05,1749584,0,upd2_reanalysis_row_477
S0478,10.1177/0956797615575277,control,P00478,3.697,4.499,3.34,34,M,HS,2019-11-25,627376,0,upd2_reanalysis_row_478
S0479,10.1177/0956797615575277,control,P00479,5.214,2.949,5.24,46,F,Other,2019-08-06,557596,0,upd2_reanalysis_row_479
S0480,10.1177/0956797614520714,control,P00480,5.11,3.5,5.23,57,NB,PhD,2019-03-07,477592,1,upd2_reanalysis_row_480
S0481,10.1037/pspa0000226,treatment_a,P00481,7.785,4.785,4.27,52,F,MA,2019-04-23,1095272,0,upd2_reanalysis_row_481
S0482,10.1177/0956797614520714,treatment_a,P00482,5.431,4.592,5.05,60,M,HS,2019-12-21,1533106,0,upd2_reanalysis_row_482
S0483,10.1073/pnas.1209746109,treatment_a,P00483,3.356,5.415,4.89,54,M,MA,2019-07-23,268252,0,upd2_reanalysis_row_483
S0484,10.1073/pnas.1209746109,treatment_a,P00484,4.266,3.297,5.4,65,NB,BA,2019-06-08,508953,1,upd2_reanalysis_row_484
S0485,10.1177/0956797615575277,treatment_b,P00485,4.629,4.441,5.76,46,F,MA,2019-01-01,1731099,0,upd2_reanalysis_row_485
S0486,10.1177/0956797614520714,control,P00486,2.641,4.937,4.69,31,F,BA,2019-07-02,1160550,0,upd2_reanalysis_row_486
S0487,10.1177/0956797615575277,treatment_a,P00487,4.363,3.989,5.42,45,M,Other,2019-07-14,2263787,0,upd2_reanalysis_row_487
S0488,10.1073/pnas.1209746109,control,P00488,5.425,2.683,4.61,35,F,Other,2019-07-28,1954607,0,upd2_reanalysis_row_488
S0489,10.1177/0956797615575277,treatment_a,P00489,2.987,3.164,5.37,44,M,HS,2019-07-11,1928835,0,upd2_reanalysis_row_489
S0490,10.1037/pspa0000226,treatment_a,P00490,4.887,4.646,5.28,60,NB,MA,2019-10-03,626134,0,upd2_reanalysis_row_490
S0491,10.1073/pnas.1209746109,control,P00491,2.237,3.658,4.77,55,M,PhD,2019-07-01,1640879,0,upd2_reanalysis_row_491
S0492,10.1177/0956797614520714,treatment_b,P00492,6.09,4.444,5.33,37,M,PhD,2019-06-24,352208,0,upd2_reanalysis_row_492
S0493,10.1177/0956797615575277,treatment_b,P00493,3.451,4.425,6.06,32,F,Other,2019-03-28,1262799,0,upd2_reanalysis_row_493
S0494,10.1037/pspa0000226,treatment_a,P00494,4.754,3.614,4.8,21,F,PhD,2019-03-26,1374055,0,upd2_reanalysis_row_494
S0495,10.1177/0956797615575277,control,P00495,2.198,3.171,5.33,36,NB,BA,2019-12-04,1056640,0,upd2_reanalysis_row_495
S0496,10.1177/0956797614520714,treatment_b,P00496,3.132,3.623,5.25,45,M,PhD,2019-11-27,1136634,0,upd2_reanalysis_row_496
S0497,10.1037/pspa0000226,treatment_a,P00497,4.121,4.189,5.61,36,F,PhD,2019-05-11,2224974,0,upd2_reanalysis_row_497
S0498,10.1177/0956797615575277,treatment_b,P00498,3.842,4.823,5.17,43,F,BA,2019-01-23,1677970,0,upd2_reanalysis_row_498
S0499,10.1037/pspa0000226,treatment_b,P00499,4.973,3.248,4.64,21,M,MA,2019-12-09,392094,0,upd2_reanalysis_row_499
S0500,10.1073/pnas.1209746109,treatment_b,P00500,3.057,2.657,5.17,42,F,HS,2019-04-14,1437148,0,upd2_reanalysis_row_500
S0501,10.1177/0956797615575277,treatment_a,P00501,4.764,4.835,6.18,21,F,Other,2019-03-22,2296716,0,upd2_reanalysis_row_501
S0502,10.1037/pspa0000226,treatment_b,P00502,4.73,4.045,5.16,36,F,MA,2019-04-16,2045034,0,upd2_reanalysis_row_502
S0503,10.1177/0956797615575277,treatment_b,P00503,6.479,4.126,3.97,40,F,PhD,2019-12-17,492574,0,upd2_reanalysis_row_503
S0504,10.1177/0956797614520714,treatment_b,P00504,4.601,3.365,6.31,42,F,MA,2019-08-12,2048294,1,upd2_reanalysis_row_504
S0505,10.1037/pspa0000226,treatment_b,P00505,3.746,2.114,3.63,49,M,Other,2019-04-25,684223,1,upd2_reanalysis_row_505
S0506,10.1177/0956797614520714,treatment_a,P00506,3.677,3.4,4.93,57,M,BA,2019-03-03,799510,0,upd2_reanalysis_row_506
S0507,10.1177/0956797615575277,control,P00507,3.582,4.678,4.21,35,F,HS,2019-12-27,237900,0,upd2_reanalysis_row_507
S0508,10.1177/0956797615575277,treatment_a,P00508,5.114,3.889,3.55,31,NB,Other,2019-01-01,1218435,1,upd2_reanalysis_row_508
S0509,10.1177/0956797614520714,control,P00509,6.928,4.192,4.92,53,F,PhD,2019-06-06,1652856,0,upd2_reanalysis_row_509
S0510,10.1073/pnas.1209746109,treatment_a,P00510,4.787,4.819,4.41,40,F,MA,2019-11-25,1116180,0,upd2_reanalysis_row_510
S0511,10.1177/0956797615575277,treatment_b,P00511,4.617,4.866,4.03,28,F,BA,2019-09-12,974587,0,upd2_reanalysis_row_511
S0512,10.1177/0956797615575277,treatment_b,P00512,2.201,4.224,5.83,59,F,MA,2019-05-01,2363834,0,upd2_reanalysis_row_512
S0513,10.1177/0956797614520714,treatment_a,P00513,3.977,4.888,4.61,19,M,Other,2019-12-11,1251585,0,upd2_reanalysis_row_513
S0514,10.1177/0956797615575277,treatment_a,P00514,4.096,4.485,5.33,59,NB,BA,2019-03-12,770795,0,upd2_reanalysis_row_514
S0515,10.1177/0956797614520714,treatment_a,P00515,4.126,3.373,5.67,34,F,Other,2019-02-15,1647960,0,upd2_reanalysis_row_515
S0516,10.1073/pnas.1209746109,control,P00516,5.272,3.522,5.33,52,NB,HS,2019-09-10,592750,0,upd2_reanalysis_row_516
S0517,10.1177/0956797614520714,control,P00517,3.758,3.365,5.43,27,F,MA,2019-02-25,2054921,1,upd2_reanalysis_row_517
S0518,10.1177/0956797615575277,treatment_a,P00518,3.218,3.136,5.28,54,M,MA,2019-01-20,2205810,0,upd2_reanalysis_row_518
S0519,10.1073/pnas.1209746109,treatment_b,P00519,5.161,2.915,4.37,30,F,PhD,2019-02-18,515815,0,upd2_reanalysis_row_519
S0520,10.1073/pnas.1209746109,control,P00520,5.489,6.297,4.07,42,F,HS,2019-05-21,431943,0,upd2_reanalysis_row_520
S0521,10.1073/pnas.1209746109,treatment_b,P00521,5.433,5.107,5.58,40,M,MA,2019-02-26,1683241,0,upd2_reanalysis_row_521
S0522,10.1177/0956797614520714,control,P00522,4.499,3.313,4.07,24,NB,BA,2019-08-02,2327712,0,upd2_reanalysis_row_522
S0523,10.1037/pspa0000226,treatment_b,P00523,5.995,3.805,5.2,32,M,BA,2019-05-18,1787842,0,upd2_reanalysis_row_523
S0524,10.1177/0956797615575277,treatment_a,P00524,6.518,3.134,4.91,39,NB,MA,2019-09-28,2314118,0,upd2_reanalysis_row_524
S0525,10.1177/0956797615575277,treatment_a,P00525,4.394,4.197,5.31,47,F,BA,2019-11-22,1206956,0,upd2_reanalysis_row_525
S0526,10.1037/pspa0000226,treatment_a,P00526,4.87,5.434,3.96,26,F,BA,2019-12-19,255748,0,upd2_reanalysis_row_526
S0527,10.1037/pspa0000226,treatment_b,P00527,5.281,3.415,6.35,43,F,MA,2019-03-20,341547,0,upd2_reanalysis_row_527
S0528,10.1037/pspa0000226,control,P00528,7.151,4.097,3.89,46,F,HS,2019-06-10,1549806,0,upd2_reanalysis_row_528
S0529,10.1177/0956797614520714,treatment_a,P00529,3.574,4.14,4.55,24,F,BA,2019-04-12,1943141,0,upd2_reanalysis_row_529
S0530,10.1073/pnas.1209746109,treatment_a,P00530,6.563,3.569,4.09,40,F,PhD,2019-02-16,903996,0,upd2_reanalysis_row_530
S0531,10.1073/pnas.1209746109,control,P00531,4.804,2.049,5.0,20,F,BA,2019-07-13,938284,0,upd2_reanalysis_row_531
S0532,10.1073/pnas.1209746109,treatment_a,P00532,4.143,2.825,5.36,47,M,HS,2019-12-25,1938843,0,upd2_reanalysis_row_532
S0533,10.1177/0956797615575277,treatment_a,P00533,5.685,5.461,4.57,49,F,MA,2019-10-01,657218,0,upd2_reanalysis_row_533
S0534,10.1073/pnas.1209746109,treatment_a,P00534,3.581,3.018,5.39,50,F,BA,2019-09-27,967106,0,upd2_reanalysis_row_534
S0535,10.1073/pnas.1209746109,treatment_a,P00535,5.608,3.911,5.03,41,F,Other,2019-05-25,595571,0,upd2_reanalysis_row_535
S0536,10.1037/pspa0000226,control,P00536,3.61,2.926,6.67,45,F,HS,2019-11-06,1378791,0,upd2_reanalysis_row_536
S0537,10.1177/0956797614520714,control,P00537,4.161,4.184,4.25,46,F,Other,2019-08-03,1143584,1,upd2_reanalysis_row_537
S0538,10.1177/0956797614520714,treatment_a,P00538,6.189,2.641,4.53,23,F,HS,2019-07-18,609768,0,upd2_reanalysis_row_538
S0539,10.1037/pspa0000226,treatment_a,P00539,3.695,4.046,4.64,53,F,PhD,2019-11-06,236118,0,upd2_reanalysis_row_539
S0540,10.1073/pnas.1209746109,treatment_a,P00540,2.234,4.355,4.6,25,M,MA,2019-10-14,1682973,0,upd2_reanalysis_row_540
S0541,10.1177/0956797615575277,control,P00541,2.963,5.814,3.96,48,M,HS,2019-02-04,463281,0,upd2_reanalysis_row_541
S0542,10.1037/pspa0000226,treatment_b,P00542,5.989,3.922,4.75,44,M,BA,2019-10-05,1215840,0,upd2_reanalysis_row_542
S0543,10.1177/0956797615575277,treatment_b,P00543,4.994,5.149,5.37,25,M,BA,2019-03-18,1771094,0,upd2_reanalysis_row_543
S0544,10.1177/0956797615575277,control,P00544,2.439,3.887,6.25,45,F,MA,2019-01-26,1668293,0,upd2_reanalysis_row_544
S0545,10.1037/pspa0000226,treatment_b,P00545,3.602,6.611,4.64,31,M,PhD,2019-08-12,1803485,0,upd2_reanalysis_row_545
S0546,10.1177/0956797614520714,treatment_b,P00546,2.524,3.643,5.8,58,M,BA,2019-08-26,2095210,0,upd2_reanalysis_row_546
S0547,10.1177/0956797615575277,control,P00547,4.094,2.37,5.53,65,M,Other,2019-03-08,1948371,1,upd2_reanalysis_row_547
S0548,10.1073/pnas.1209746109,treatment_a,P00548,4.768,4.468,4.38,59,M,Other,2019-05-07,364319,0,upd2_reanalysis_row_548
S0549,10.1177/0956797614520714,treatment_b,P00549,2.152,4.207,3.6,51,M,PhD,2019-12-21,973357,0,upd2_reanalysis_row_549
S0550,10.1037/pspa0000226,treatment_b,P00550,4.823,4.59,5.6,61,F,Other,2019-07-21,424119,0,upd2_reanalysis_row_550
S0551,10.1177/0956797615575277,treatment_b,P00551,4.858,1.73,4.28,49,F,BA,2019-05-15,828252,0,upd2_reanalysis_row_551
S0552,10.1073/pnas.1209746109,control,P00552,6.602,2.834,3.88,41,M,Other,2019-08-20,1145410,0,upd2_reanalysis_row_552
S0553,10.1177/0956797614520714,treatment_a,P00553,3.755,1.663,4.76,28,F,MA,2019-10-26,244089,0,upd2_reanalysis_row_553
S0554,10.1037/pspa0000226,treatment_b,P00554,5.248,4.664,5.31,36,F,MA,2019-05-06,1097545,0,upd2_reanalysis_row_554
S0555,10.1073/pnas.1209746109,treatment_b,P00555,3.364,2.635,4.48,42,M,Other,2019-03-23,875032,1,upd2_reanalysis_row_555
S0556,10.1073/pnas.1209746109,treatment_a,P00556,4.192,2.938,4.05,40,F,PhD,2019-07-19,1096458,0,upd2_reanalysis_row_556
S0557,10.1037/pspa0000226,treatment_a,P00557,6.413,3.361,4.01,63,M,PhD,2019-09-28,404693,0,upd2_reanalysis_row_557
S0558,10.1037/pspa0000226,treatment_b,P00558,5.005,3.032,4.99,47,F,PhD,2019-07-18,500269,0,upd2_reanalysis_row_558
S0559,10.1037/pspa0000226,control,P00559,3.357,3.118,3.79,49,F,Other,2019-07-09,1008095,0,upd2_reanalysis_row_559
S0560,10.1177/0956797615575277,treatment_b,P00560,4.517,4.566,6.16,41,F,HS,2019-03-19,896162,0,upd2_reanalysis_row_560
S0561,10.1037/pspa0000226,control,P00561,6.342,2.611,5.3,42,M,PhD,2019-12-16,1026102,1,upd2_reanalysis_row_561
S0562,10.1177/0956797615575277,control,P00562,5.37,4.6,4.84,47,F,HS,2019-11-20,1177317,1,upd2_reanalysis_row_562
S0563,10.1177/0956797614520714,control,P00563,5.058,4.474,5.9,36,M,MA,2019-03-26,207941,0,upd2_reanalysis_row_563
S0564,10.1037/pspa0000226,treatment_a,P00564,4.776,1.691,4.66,25,F,Other,2019-02-06,180903,0,upd2_reanalysis_row_564
S0565,10.1037/pspa0000226,treatment_a,P00565,4.543,4.643,4.96,19,F,HS,2019-01-06,2168049,0,upd2_reanalysis_row_565
S0566,10.1177/0956797615575277,control,P00566,4.214,3.435,6.33,53,F,MA,2019-08-18,1849517,0,upd2_reanalysis_row_566
S0567,10.1073/pnas.1209746109,treatment_b,P00567,5.973,3.397,4.39,39,F,MA,2019-07-25,1947218,0,upd2_reanalysis_row_567
S0568,10.1073/pnas.1209746109,control,P00568,3.422,3.057,5.16,20,F,MA,2019-08-22,1572282,0,upd2_reanalysis_row_568
S0569,10.1177/0956797615575277,treatment_a,P00569,4.785,4.703,3.12,62,F,PhD,2019-04-24,1278007,0,upd2_reanalysis_row_569
S0570,10.1177/0956797614520714,treatment_a,P00570,2.864,2.513,4.85,61,M,PhD,2019-04-10,1817393,0,upd2_reanalysis_row_570
S0571,10.1073/pnas.1209746109,control,P00571,4.262,1.469,5.38,34,F,MA,2019-07-22,1177936,0,upd2_reanalysis_row_571
S0572,10.1177/0956797615575277,treatment_b,P00572,4.477,4.037,5.84,45,NB,HS,2019-09-18,846863,0,upd2_reanalysis_row_572
S0573,10.1177/0956797614520714,treatment_b,P00573,6.245,5.311,4.37,36,F,MA,2019-01-26,2249466,0,upd2_reanalysis_row_573
S0574,10.1073/pnas.1209746109,treatment_b,P00574,4.935,3.258,4.13,22,NB,MA,2019-01-15,330793,0,upd2_reanalysis_row_574
S0575,10.1177/0956797615575277,control,P00575,3.64,3.642,5.48,28,F,MA,2019-07-20,1173876,0,upd2_reanalysis_row_575
S0576,10.1073/pnas.1209746109,treatment_a,P00576,5.176,4.243,4.31,56,F,MA,2019-05-12,902933,0,upd2_reanalysis_row_576
S0577,10.1177/0956797614520714,treatment_a,P00577,3.708,3.226,4.04,40,F,PhD,2019-05-18,1899892,0,upd2_reanalysis_row_577
S0578,10.1073/pnas.1209746109,control,P00578,5.183,5.157,5.79,40,M,PhD,2019-03-15,1661153,0,upd2_reanalysis_row_578
S0579,10.1177/0956797614520714,control,P00579,3.831,4.883,6.14,65,F,HS,2019-12-13,592954,0,upd2_reanalysis_row_579
S0580,10.1177/0956797614520714,control,P00580,3.745,2.432,3.96,20,M,Other,2019-09-22,1752305,0,upd2_reanalysis_row_580
S0581,10.1177/0956797614520714,treatment_a,P00581,4.26,4.845,5.41,64,NB,BA,2019-04-08,1194750,0,upd2_reanalysis_row_581
S0582,10.1177/0956797614520714,treatment_b,P00582,6.272,3.801,4.98,45,M,PhD,2019-08-09,662229,0,upd2_reanalysis_row_582
S0583,10.1177/0956797615575277,control,P00583,4.944,4.464,4.1,19,F,MA,2019-10-18,338184,0,upd2_reanalysis_row_583
S0584,10.1177/0956797614520714,treatment_b,P00584,6.146,5.333,4.49,29,F,BA,2019-05-21,182566,0,upd2_reanalysis_row_584
S0585,10.1177/0956797614520714,treatment_a,P00585,5.08,1.144,5.7,50,F,PhD,2019-05-04,1288511,0,upd2_reanalysis_row_585
S0586,10.1177/0956797614520714,treatment_b,P00586,4.314,2.618,6.02,65,M,Other,2019-07-09,645291,0,upd2_reanalysis_row_586
S0587,10.1177/0956797615575277,treatment_b,P00587,3.629,2.858,4.33,25,F,PhD,2019-03-13,615926,0,upd2_reanalysis_row_587
S0588,10.1037/pspa0000226,treatment_b,P00588,3.438,3.7,4.86,47,F,HS,2019-05-02,1988329,0,upd2_reanalysis_row_588
S0589,10.1177/0956797614520714,treatment_b,P00589,5.689,2.114,4.75,50,M,PhD,2019-11-19,1451623,0,upd2_reanalysis_row_589
S0590,10.1177/0956797614520714,treatment_b,P00590,3.799,3.271,5.98,28,NB,BA,2019-04-06,1002344,0,upd2_reanalysis_row_590
S0591,10.1073/pnas.1209746109,treatment_b,P00591,5.433,3.844,6.39,29,M,BA,2019-06-21,1486681,0,upd2_reanalysis_row_591
S0592,10.1177/0956797614520714,control,P00592,3.496,3.421,4.11,20,F,MA,2019-08-22,1475159,0,upd2_reanalysis_row_592
S0593,10.1037/pspa0000226,control,P00593,4.398,3.439,4.82,60,F,PhD,2019-06-26,1045045,0,upd2_reanalysis_row_593
S0594,10.1073/pnas.1209746109,control,P00594,2.309,3.708,3.66,34,M,BA,2019-11-24,245330,0,upd2_reanalysis_row_594
S0595,10.1177/0956797614520714,control,P00595,6.015,3.945,4.9,59,NB,HS,2019-07-22,1025608,0,upd2_reanalysis_row_595
S0596,10.1177/0956797614520714,treatment_a,P00596,3.14,3.951,3.97,44,NB,MA,2019-04-23,390843,1,upd2_reanalysis_row_596
S0597,10.1073/pnas.1209746109,treatment_b,P00597,6.789,3.56,4.57,39,F,MA,2019-07-28,1933852,0,upd2_reanalysis_row_597
S0598,10.1177/0956797614520714,treatment_b,P00598,4.689,4.426,3.94,23,M,Other,2019-07-18,754188,0,upd2_reanalysis_row_598
S0599,10.1073/pnas.1209746109,treatment_b,P00599,3.939,3.258,5.32,42,NB,HS,2019-09-25,1313980,0,upd2_reanalysis_row_599
S0600,10.1177/0956797614520714,control,P00600,4.24,4.714,4.05,26,F,MA,2019-02-14,822045,0,upd2_reanalysis_row_600
S0601,10.1037/pspa0000226,control,P00601,3.584,3.64,3.48,46,M,PhD,2019-05-11,1474565,0,upd2_reanalysis_row_601
S0602,10.1073/pnas.1209746109,treatment_a,P00602,6.368,3.906,5.31,30,M,PhD,2019-12-13,956357,0,upd2_reanalysis_row_602
S0603,10.1037/pspa0000226,treatment_a,P00603,5.92,2.658,3.79,46,M,BA,2019-08-11,680218,0,upd2_reanalysis_row_603
S0604,10.1177/0956797615575277,treatment_a,P00604,2.594,3.291,4.34,57,M,MA,2019-03-19,1258502,0,upd2_reanalysis_row_604
S0605,10.1177/0956797614520714,treatment_a,P00605,3.449,3.192,5.65,47,M,Other,2019-11-14,1230004,0,upd2_reanalysis_row_605
S0606,10.1073/pnas.1209746109,treatment_b,P00606,4.903,3.455,5.43,39,F,Other,2019-02-04,489266,0,upd2_reanalysis_row_606
S0607,10.1177/0956797614520714,control,P00607,5.41,3.789,4.75,22,M,Other,2019-10-20,1481208,1,upd2_reanalysis_row_607
S0608,10.1177/0956797614520714,control,P00608,4.64,3.723,5.91,41,M,HS,2019-07-19,2256109,1,upd2_reanalysis_row_608
S0609,10.1177/0956797614520714,treatment_b,P00609,5.074,3.56,4.34,29,F,Other,2019-01-13,566763,0,upd2_reanalysis_row_609
S0610,10.1177/0956797615575277,treatment_a,P00610,4.491,3.516,5.03,36,M,BA,2019-09-22,2368304,0,upd2_reanalysis_row_610
S0611,10.1177/0956797614520714,control,P00611,2.371,5.143,5.82,31,M,PhD,2019-04-24,582104,0,upd2_reanalysis_row_611
S0612,10.1037/pspa0000226,treatment_b,P00612,4.427,2.663,4.26,31,M,MA,2019-06-18,1053128,0,upd2_reanalysis_row_612
S0613,10.1177/0956797614520714,treatment_a,P00613,7.406,4.52,6.46,18,M,Other,2019-08-20,2262937,0,upd2_reanalysis_row_613
S0614,10.1037/pspa0000226,control,P00614,5.916,5.294,3.51,60,F,BA,2019-02-08,1595494,0,upd2_reanalysis_row_614
S0615,10.1177/0956797615575277,control,P00615,3.493,4.817,4.73,47,F,PhD,2019-04-01,2227135,0,upd2_reanalysis_row_615
S0616,10.1073/pnas.1209746109,treatment_a,P00616,3.281,5.909,5.52,65,M,HS,2019-07-21,1288661,0,upd2_reanalysis_row_616
S0617,10.1037/pspa0000226,treatment_b,P00617,4.406,3.292,5.99,21,NB,MA,2019-01-04,1097736,0,upd2_reanalysis_row_617
S0618,10.1177/0956797615575277,treatment_b,P00618,5.196,5.819,4.08,40,M,MA,2019-06-17,1324826,0,upd2_reanalysis_row_618
S0619,10.1177/0956797614520714,treatment_b,P00619,5.032,2.938,5.16,35,F,HS,2019-10-09,2238536,0,upd2_reanalysis_row_619
