# contamination_rate: 23.0%
# original_record_count: 51203
# clean_record_count: 39426
# duplicate_count: 11777
# date_range: 2025-01-15 to 2025-02-28
duplicate_id,original_transaction_id,detected_date,affected_date_range
DUP001913,TXN000654,2025-01-18,2025-01-11 to 2025-01-18
DUP001936,TXN007412,2025-01-18,2025-01-12 to 2025-01-18
DUP001960,TXN014432,2025-01-18,2025-01-15 to 2025-01-18
DUP002141,TXN033172,2025-01-18,2025-01-12 to 2025-01-18
DUP002202,TXN035197,2025-01-18,2025-01-12 to 2025-01-18
DUP002263,TXN038406,2025-01-18,2025-01-12 to 2025-01-18
DUP002272,TXN032734,2025-01-18,2025-01-16 to 2025-01-18
DUP002291,TXN036681,2025-01-18,2025-01-11 to 2025-01-18
DUP002403,TXN007826,2025-01-18,2025-01-13 to 2025-01-18
DUP002438,TXN024030,2025-01-18,2025-01-13 to 2025-01-18
DUP002440,TXN011044,2025-01-18,2025-01-15 to 2025-01-18
DUP002445,TXN001410,2025-01-18,2025-01-15 to 2025-01-18
DUP002459,TXN007887,2025-01-18,2025-01-13 to 2025-01-18
DUP002508,TXN014825,2025-01-18,2025-01-14 to 2025-01-18
DUP002548,TXN022933,2025-01-18,2025-01-16 to 2025-01-18
DUP002584,TXN008145,2025-01-18,2025-01-15 to 2025-01-18
DUP002708,TXN030844,2025-01-18,2025-01-12 to 2025-01-18
DUP002734,TXN026102,2025-01-18,2025-01-12 to 2025-01-18
DUP002785,TXN019769,2025-01-18,2025-01-15 to 2025-01-18
DUP002788,TXN026279,2025-01-18,2025-01-11 to 2025-01-18
DUP002806,TXN003834,2025-01-18,2025-01-11 to 2025-01-18
DUP002832,TXN024542,2025-01-18,2025-01-11 to 2025-01-18
DUP002878,TXN036335,2025-01-18,2025-01-14 to 2025-01-18
DUP002925,TXN017716,2025-01-18,2025-01-13 to 2025-01-18
DUP002960,TXN032046,2025-01-18,2025-01-13 to 2025-01-18
DUP002966,TXN038710,2025-01-18,2025-01-11 to 2025-01-18
DUP002969,TXN018749,2025-01-18,2025-01-17 to 2025-01-18
DUP003041,TXN013769,2025-01-18,2025-01-15 to 2025-01-18
DUP003110,TXN031826,2025-01-18,2025-01-14 to 2025-01-18
DUP003180,TXN014733,2025-01-18,2025-01-15 to 2025-01-18
DUP003215,TXN024584,2025-01-18,2025-01-14 to 2025-01-18
DUP003226,TXN021850,2025-01-18,2025-01-13 to 2025-01-18
DUP003289,TXN005184,2025-01-18,2025-01-12 to 2025-01-18
DUP003365,TXN029928,2025-01-18,2025-01-16 to 2025-01-18
DUP003488,TXN001456,2025-01-18,2025-01-15 to 2025-01-18
DUP003537,TXN023744,2025-01-18,2025-01-16 to 2025-01-18
DUP003557,TXN025413,2025-01-18,2025-01-16 to 2025-01-18
DUP003563,TXN019815,2025-01-18,2025-01-15 to 2025-01-18
DUP003712,TXN024550,2025-01-18,2025-01-16 to 2025-01-18
DUP003742,TXN012570,2025-01-18,2025-01-13 to 2025-01-18
DUP003779,TXN026023,2025-01-18,2025-01-13 to 2025-01-18
DUP003864,TXN038700,2025-01-18,2025-01-14 to 2025-01-18
DUP003866,TXN023568,2025-01-18,2025-01-15 to 2025-01-18
DUP003908,TXN033913,2025-01-18,2025-01-12 to 2025-01-18
DUP003965,TXN026681,2025-01-18,2025-01-13 to 2025-01-18
DUP004000,TXN023324,2025-01-18,2025-01-14 to 2025-01-18
DUP004004,TXN010859,2025-01-18,2025-01-13 to 2025-01-18
DUP004010,TXN038432,2025-01-18,2025-01-16 to 2025-01-18
DUP004046,TXN004959,2025-01-18,2025-01-15 to 2025-01-18
DUP004082,TXN018091,2025-01-18,2025-01-17 to 2025-01-18
DUP004118,TXN029851,2025-01-18,2025-01-13 to 2025-01-18
DUP004124,TXN013267,2025-01-18,2025-01-13 to 2025-01-18
DUP004215,TXN001405,2025-01-18,2025-01-13 to 2025-01-18
DUP004285,TXN036463,2025-01-18,2025-01-12 to 2025-01-18
DUP004321,TXN035843,2025-01-18,2025-01-12 to 2025-01-18
DUP004339,TXN025129,2025-01-18,2025-01-17 to 2025-01-18
DUP004380,TXN014902,2025-01-18,2025-01-17 to 2025-01-18
DUP004402,TXN026209,2025-01-18,2025-01-17 to 2025-01-18
DUP004459,TXN021584,2025-01-18,2025-01-16 to 2025-01-18
DUP004462,TXN023701,2025-01-18,2025-01-11 to 2025-01-18
DUP004482,TXN028901,2025-01-18,2025-01-11 to 2025-01-18
DUP004583,TXN005108,2025-01-18,2025-01-12 to 2025-01-18
DUP004606,TXN018035,2025-01-18,2025-01-14 to 2025-01-18
DUP004637,TXN005519,2025-01-18,2025-01-16 to 2025-01-18
DUP004659,TXN002793,2025-01-18,2025-01-13 to 2025-01-18
DUP004673,TXN008165,2025-01-18,2025-01-12 to 2025-01-18
DUP004856,TXN001874,2025-01-18,2025-01-11 to 2025-01-18
DUP004927,TXN015954,2025-01-18,2025-01-11 to 2025-01-18
DUP004960,TXN018826,2025-01-18,2025-01-14 to 2025-01-18
DUP005173,TXN017510,2025-01-18,2025-01-17 to 2025-01-18
DUP005176,TXN009568,2025-01-18,2025-01-14 to 2025-01-18
DUP005216,TXN016404,2025-01-18,2025-01-13 to 2025-01-18
DUP005235,TXN032003,2025-01-18,2025-01-17 to 2025-01-18
DUP005243,TXN024810,2025-01-18,2025-01-11 to 2025-01-18
DUP005250,TXN005275,2025-01-18,2025-01-12 to 2025-01-18
DUP005298,TXN013203,2025-01-18,2025-01-12 to 2025-01-18
DUP005324,TXN004189,2025-01-18,2025-01-14 to 2025-01-18
DUP005454,TXN026260,2025-01-18,2025-01-14 to 2025-01-18
DUP005467,TXN030816,2025-01-18,2025-01-16 to 2025-01-18
DUP005518,TXN034515,2025-01-18,2025-01-12 to 2025-01-18
DUP005529,TXN009454,2025-01-18,2025-01-17 to 2025-01-18
DUP005576,TXN031297,2025-01-18,2025-01-11 to 2025-01-18
DUP005601,TXN004590,2025-01-18,2025-01-13 to 2025-01-18
DUP005689,TXN000728,2025-01-18,2025-01-15 to 2025-01-18
DUP005692,TXN003138,2025-01-18,2025-01-15 to 2025-01-18
DUP005724,TXN015881,2025-01-18,2025-01-17 to 2025-01-18
DUP005737,TXN004773,2025-01-18,2025-01-13 to 2025-01-18
DUP005815,TXN011210,2025-01-18,2025-01-15 to 2025-01-18
DUP005910,TXN012625,2025-01-18,2025-01-13 to 2025-01-18
DUP005918,TXN023499,2025-01-18,2025-01-13 to 2025-01-18
DUP005921,TXN010417,2025-01-18,2025-01-12 to 2025-01-18
DUP005933,TXN015900,2025-01-18,2025-01-13 to 2025-01-18
DUP005960,TXN004498,2025-01-18,2025-01-15 to 2025-01-18
DUP005991,TXN038015,2025-01-18,2025-01-15 to 2025-01-18
DUP005993,TXN018292,2025-01-18,2025-01-13 to 2025-01-18
DUP006080,TXN018724,2025-01-18,2025-01-11 to 2025-01-18
DUP006092,TXN001917,2025-01-18,2025-01-13 to 2025-01-18
DUP006208,TXN017207,2025-01-18,2025-01-17 to 2025-01-18
DUP006297,TXN000227,2025-01-18,2025-01-17 to 2025-01-18
DUP006322,TXN035498,2025-01-18,2025-01-17 to 2025-01-18
DUP006361,TXN012390,2025-01-18,2025-01-14 to 2025-01-18
DUP006400,TXN004922,2025-01-18,2025-01-17 to 2025-01-18
DUP006432,TXN004401,2025-01-18,2025-01-11 to 2025-01-18
DUP006433,TXN024322,2025-01-18,2025-01-15 to 2025-01-18
DUP006434,TXN030896,2025-01-18,2025-01-12 to 2025-01-18
DUP006438,TXN028744,2025-01-18,2025-01-16 to 2025-01-18
DUP006454,TXN023537,2025-01-18,2025-01-11 to 2025-01-18
DUP006455,TXN031147,2025-01-18,2025-01-12 to 2025-01-18
DUP006467,TXN013221,2025-01-18,2025-01-17 to 2025-01-18
DUP006550,TXN016375,2025-01-18,2025-01-17 to 2025-01-18
DUP006588,TXN018412,2025-01-18,2025-01-13 to 2025-01-18
DUP006763,TXN002499,2025-01-18,2025-01-14 to 2025-01-18
DUP006890,TXN015652,2025-01-18,2025-01-13 to 2025-01-18
DUP006920,TXN034224,2025-01-18,2025-01-16 to 2025-01-18
DUP007006,TXN034287,2025-01-18,2025-01-12 to 2025-01-18
DUP007026,TXN014982,2025-01-18,2025-01-11 to 2025-01-18
DUP007075,TXN019516,2025-01-18,2025-01-15 to 2025-01-18
DUP007150,TXN009193,2025-01-18,2025-01-13 to 2025-01-18
DUP007222,TXN028933,2025-01-18,2025-01-14 to 2025-01-18
DUP007270,TXN003470,2025-01-18,2025-01-11 to 2025-01-18
DUP007279,TXN019655,2025-01-18,2025-01-15 to 2025-01-18
DUP007630,TXN023811,2025-01-18,2025-01-11 to 2025-01-18
DUP007640,TXN010500,2025-01-18,2025-01-12 to 2025-01-18
DUP007649,TXN029306,2025-01-18,2025-01-17 to 2025-01-18
DUP007676,TXN023182,2025-01-18,2025-01-11 to 2025-01-18
DUP007684,TXN030899,2025-01-18,2025-01-15 to 2025-01-18
DUP007717,TXN026054,2025-01-18,2025-01-13 to 2025-01-18
DUP007738,TXN029314,2025-01-18,2025-01-14 to 2025-01-18
DUP007756,TXN030439,2025-01-18,2025-01-13 to 2025-01-18
DUP007782,TXN019527,2025-01-18,2025-01-14 to 2025-01-18
DUP007804,TXN006832,2025-01-18,2025-01-15 to 2025-01-18
DUP007808,TXN025392,2025-01-18,2025-01-14 to 2025-01-18
DUP007834,TXN032380,2025-01-18,2025-01-17 to 2025-01-18
DUP007880,TXN034981,2025-01-18,2025-01-15 to 2025-01-18
DUP007978,TXN002911,2025-01-18,2025-01-11 to 2025-01-18
DUP007986,TXN036967,2025-01-18,2025-01-11 to 2025-01-18
DUP008058,TXN028364,2025-01-18,2025-01-16 to 2025-01-18
DUP008115,TXN004077,2025-01-18,2025-01-14 to 2025-01-18
DUP008234,TXN014880,2025-01-18,2025-01-17 to 2025-01-18
DUP008273,TXN036912,2025-01-18,2025-01-16 to 2025-01-18
DUP008487,TXN003517,2025-01-18,2025-01-11 to 2025-01-18
DUP008607,TXN024651,2025-01-18,2025-01-11 to 2025-01-18
DUP008703,TXN026120,2025-01-18,2025-01-11 to 2025-01-18
DUP008751,TXN022347,2025-01-18,2025-01-17 to 2025-01-18
DUP008759,TXN038752,2025-01-18,2025-01-15 to 2025-01-18
DUP008940,TXN027221,2025-01-18,2025-01-17 to 2025-01-18
DUP008986,TXN027002,2025-01-18,2025-01-13 to 2025-01-18
DUP008988,TXN026565,2025-01-18,2025-01-13 to 2025-01-18
DUP009070,TXN000376,2025-01-18,2025-01-13 to 2025-01-18
DUP009093,TXN008645,2025-01-18,2025-01-13 to 2025-01-18
DUP009205,TXN022455,2025-01-18,2025-01-12 to 2025-01-18
DUP009222,TXN004790,2025-01-18,2025-01-16 to 2025-01-18
DUP009251,TXN011032,2025-01-18,2025-01-17 to 2025-01-18
DUP009265,TXN010556,2025-01-18,2025-01-13 to 2025-01-18
DUP009339,TXN012214,2025-01-18,2025-01-13 to 2025-01-18
DUP009612,TXN022272,2025-01-18,2025-01-11 to 2025-01-18
DUP009621,TXN022926,2025-01-18,2025-01-15 to 2025-01-18
DUP009681,TXN026118,2025-01-18,2025-01-12 to 2025-01-18
DUP009716,TXN032406,2025-01-18,2025-01-12 to 2025-01-18
DUP009735,TXN019464,2025-01-18,2025-01-15 to 2025-01-18
DUP009780,TXN018934,2025-01-18,2025-01-15 to 2025-01-18
DUP009849,TXN017060,2025-01-18,2025-01-17 to 2025-01-18
DUP010011,TXN003768,2025-01-18,2025-01-12 to 2025-01-18
DUP010017,TXN017945,2025-01-18,2025-01-11 to 2025-01-18
DUP010115,TXN009787,2025-01-18,2025-01-12 to 2025-01-18
DUP010190,TXN010215,2025-01-18,2025-01-11 to 2025-01-18
DUP010205,TXN019520,2025-01-18,2025-01-12 to 2025-01-18
DUP010262,TXN016577,2025-01-18,2025-01-17 to 2025-01-18
DUP010273,TXN029168,2025-01-18,2025-01-16 to 2025-01-18
DUP010281,TXN005468,2025-01-18,2025-01-11 to 2025-01-18
DUP010284,TXN035032,2025-01-18,2025-01-11 to 2025-01-18
DUP010405,TXN026096,2025-01-18,2025-01-12 to 2025-01-18
DUP010414,TXN022498,2025-01-18,2025-01-13 to 2025-01-18
DUP010466,TXN018756,2025-01-18,2025-01-15 to 2025-01-18
DUP010528,TXN004134,2025-01-18,2025-01-11 to 2025-01-18
DUP010570,TXN004567,2025-01-18,2025-01-15 to 2025-01-18
DUP010581,TXN012539,2025-01-18,2025-01-11 to 2025-01-18
DUP010585,TXN024078,2025-01-18,2025-01-15 to 2025-01-18
DUP010586,TXN020044,2025-01-18,2025-01-17 to 2025-01-18
DUP010638,TXN021870,2025-01-18,2025-01-16 to 2025-01-18
DUP010646,TXN004968,2025-01-18,2025-01-16 to 2025-01-18
DUP010648,TXN005982,2025-01-18,2025-01-15 to 2025-01-18
DUP010699,TXN034234,2025-01-18,2025-01-16 to 2025-01-18
DUP010798,TXN027542,2025-01-18,2025-01-11 to 2025-01-18
DUP010822,TXN008244,2025-01-18,2025-01-12 to 2025-01-18
DUP010825,TXN025790,2025-01-18,2025-01-15 to 2025-01-18
DUP010831,TXN022862,2025-01-18,2025-01-13 to 2025-01-18
DUP010869,TXN017554,2025-01-18,2025-01-13 to 2025-01-18
DUP010877,TXN014530,2025-01-18,2025-01-14 to 2025-01-18
DUP010929,TXN026489,2025-01-18,2025-01-14 to 2025-01-18
DUP010945,TXN024871,2025-01-18,2025-01-15 to 2025-01-18
DUP010990,TXN000602,2025-01-18,2025-01-12 to 2025-01-18
DUP011012,TXN038813,2025-01-18,2025-01-13 to 2025-01-18
DUP011048,TXN016358,2025-01-18,2025-01-14 to 2025-01-18
DUP011049,TXN013335,2025-01-18,2025-01-15 to 2025-01-18
DUP011103,TXN009219,2025-01-18,2025-01-11 to 2025-01-18
DUP011140,TXN001095,2025-01-18,2025-01-15 to 2025-01-18
DUP011158,TXN021156,2025-01-18,2025-01-17 to 2025-01-18
DUP011234,TXN034224,2025-01-18,2025-01-12 to 2025-01-18
DUP011270,TXN003076,2025-01-18,2025-01-16 to 2025-01-18
DUP011273,TXN032213,2025-01-18,2025-01-16 to 2025-01-18
DUP011289,TXN038182,2025-01-18,2025-01-17 to 2025-01-18
DUP011367,TXN023609,2025-01-18,2025-01-12 to 2025-01-18
DUP011384,TXN003638,2025-01-18,2025-01-12 to 2025-01-18
DUP011450,TXN014498,2025-01-18,2025-01-12 to 2025-01-18
DUP011468,TXN030213,2025-01-18,2025-01-13 to 2025-01-18
DUP011485,TXN018595,2025-01-18,2025-01-16 to 2025-01-18
DUP011508,TXN033709,2025-01-18,2025-01-16 to 2025-01-18
DUP011555,TXN026265,2025-01-18,2025-01-17 to 2025-01-18
DUP011599,TXN015912,2025-01-18,2025-01-13 to 2025-01-18
DUP011621,TXN023858,2025-01-18,2025-01-14 to 2025-01-18
DUP011674,TXN022235,2025-01-18,2025-01-14 to 2025-01-18
DUP011725,TXN007611,2025-01-18,2025-01-14 to 2025-01-18
DUP011733,TXN016578,2025-01-18,2025-01-14 to 2025-01-18
DUP011767,TXN028664,2025-01-18,2025-01-12 to 2025-01-18
DUP000096,TXN029982,2025-01-19,2025-01-16 to 2025-01-19
DUP000262,TXN025897,2025-01-19,2025-01-17 to 2025-01-19
DUP000384,TXN011947,2025-01-19,2025-01-15 to 2025-01-19
DUP000462,TXN018013,2025-01-19,2025-01-13 to 2025-01-19
DUP000494,TXN000113,2025-01-19,2025-01-13 to 2025-01-19
DUP000508,TXN010940,2025-01-19,2025-01-16 to 2025-01-19
DUP000515,TXN021408,2025-01-19,2025-01-17 to 2025-01-19
DUP000532,TXN021633,2025-01-19,2025-01-15 to 2025-01-19
DUP000570,TXN032803,2025-01-19,2025-01-12 to 2025-01-19
DUP000577,TXN029643,2025-01-19,2025-01-18 to 2025-01-19
DUP000626,TXN029564,2025-01-19,2025-01-15 to 2025-01-19
DUP000681,TXN000141,2025-01-19,2025-01-14 to 2025-01-19
DUP000693,TXN026539,2025-01-19,2025-01-13 to 2025-01-19
DUP000725,TXN013825,2025-01-19,2025-01-12 to 2025-01-19
DUP000810,TXN020586,2025-01-19,2025-01-17 to 2025-01-19
DUP000813,TXN014505,2025-01-19,2025-01-16 to 2025-01-19
DUP000825,TXN024197,2025-01-19,2025-01-18 to 2025-01-19
DUP000866,TXN004252,2025-01-19,2025-01-17 to 2025-01-19
DUP000959,TXN031393,2025-01-19,2025-01-12 to 2025-01-19
DUP001030,TXN024701,2025-01-19,2025-01-13 to 2025-01-19
DUP001057,TXN012423,2025-01-19,2025-01-18 to 2025-01-19
DUP001076,TXN035143,2025-01-19,2025-01-12 to 2025-01-19
DUP001091,TXN030678,2025-01-19,2025-01-17 to 2025-01-19
DUP001098,TXN002607,2025-01-19,2025-01-13 to 2025-01-19
DUP001099,TXN029574,2025-01-19,2025-01-17 to 2025-01-19
DUP001113,TXN002191,2025-01-19,2025-01-14 to 2025-01-19
DUP001127,TXN022498,2025-01-19,2025-01-15 to 2025-01-19
DUP001150,TXN036661,2025-01-19,2025-01-16 to 2025-01-19
DUP001187,TXN006845,2025-01-19,2025-01-12 to 2025-01-19
DUP001195,TXN009400,2025-01-19,2025-01-18 to 2025-01-19
DUP001197,TXN023591,2025-01-19,2025-01-13 to 2025-01-19
DUP001248,TXN005117,2025-01-19,2025-01-14 to 2025-01-19
DUP001276,TXN008888,2025-01-19,2025-01-12 to 2025-01-19
DUP001308,TXN013837,2025-01-19,2025-01-13 to 2025-01-19
DUP001401,TXN014086,2025-01-19,2025-01-15 to 2025-01-19
DUP001414,TXN003596,2025-01-19,2025-01-15 to 2025-01-19
DUP001425,TXN022606,2025-01-19,2025-01-14 to 2025-01-19
DUP001450,TXN021707,2025-01-19,2025-01-17 to 2025-01-19
DUP001522,TXN034549,2025-01-19,2025-01-14 to 2025-01-19
DUP001551,TXN001863,2025-01-19,2025-01-13 to 2025-01-19
DUP001595,TXN002486,2025-01-19,2025-01-13 to 2025-01-19
DUP001633,TXN021850,2025-01-19,2025-01-15 to 2025-01-19
DUP001653,TXN009141,2025-01-19,2025-01-15 to 2025-01-19
DUP001714,TXN021931,2025-01-19,2025-01-17 to 2025-01-19
DUP001737,TXN011118,2025-01-19,2025-01-15 to 2025-01-19
DUP001760,TXN010040,2025-01-19,2025-01-14 to 2025-01-19
DUP001777,TXN038566,2025-01-19,2025-01-18 to 2025-01-19
DUP001831,TXN000424,2025-01-19,2025-01-13 to 2025-01-19
DUP001868,TXN016552,2025-01-19,2025-01-12 to 2025-01-19
DUP001878,TXN009169,2025-01-19,2025-01-14 to 2025-01-19
DUP001904,TXN002753,2025-01-19,2025-01-13 to 2025-01-19
DUP001928,TXN036926,2025-01-19,2025-01-17 to 2025-01-19
DUP001997,TXN014729,2025-01-19,2025-01-13 to 2025-01-19
DUP002002,TXN000387,2025-01-19,2025-01-13 to 2025-01-19
DUP002011,TXN010592,2025-01-19,2025-01-13 to 2025-01-19
DUP002075,TXN018026,2025-01-19,2025-01-13 to 2025-01-19
DUP002085,TXN024469,2025-01-19,2025-01-13 to 2025-01-19
DUP002101,TXN006355,2025-01-19,2025-01-14 to 2025-01-19
DUP002112,TXN037799,2025-01-19,2025-01-12 to 2025-01-19
DUP002137,TXN012657,2025-01-19,2025-01-17 to 2025-01-19
DUP002153,TXN007440,2025-01-19,2025-01-18 to 2025-01-19
DUP002159,TXN022885,2025-01-19,2025-01-12 to 2025-01-19
DUP002165,TXN030482,2025-01-19,2025-01-12 to 2025-01-19
DUP002251,TXN011572,2025-01-19,2025-01-12 to 2025-01-19
DUP002257,TXN008068,2025-01-19,2025-01-17 to 2025-01-19
DUP002258,TXN029265,2025-01-19,2025-01-12 to 2025-01-19
DUP002269,TXN006386,2025-01-19,2025-01-15 to 2025-01-19
DUP002297,TXN010650,2025-01-19,2025-01-14 to 2025-01-19
DUP002382,TXN006571,2025-01-19,2025-01-17 to 2025-01-19
DUP002461,TXN033983,2025-01-19,2025-01-13 to 2025-01-19
DUP002568,TXN008096,2025-01-19,2025-01-14 to 2025-01-19
DUP002597,TXN023791,2025-01-19,2025-01-13 to 2025-01-19
DUP002631,TXN011910,2025-01-19,2025-01-17 to 2025-01-19
DUP002698,TXN003484,2025-01-19,2025-01-16 to 2025-01-19
DUP002744,TXN002351,2025-01-19,2025-01-16 to 2025-01-19
DUP002758,TXN027877,2025-01-19,2025-01-12 to 2025-01-19
DUP002827,TXN013514,2025-01-19,2025-01-14 to 2025-01-19
DUP002837,TXN027639,2025-01-19,2025-01-18 to 2025-01-19
DUP002919,TXN021184,2025-01-19,2025-01-14 to 2025-01-19
DUP002968,TXN008505,2025-01-19,2025-01-17 to 2025-01-19
DUP003011,TXN028555,2025-01-19,2025-01-17 to 2025-01-19
DUP003127,TXN020543,2025-01-19,2025-01-15 to 2025-01-19
DUP003143,TXN029342,2025-01-19,2025-01-16 to 2025-01-19
DUP003161,TXN000417,2025-01-19,2025-01-14 to 2025-01-19
DUP003165,TXN016291,2025-01-19,2025-01-18 to 2025-01-19
DUP003179,TXN023169,2025-01-19,2025-01-13 to 2025-01-19
DUP003249,TXN022754,2025-01-19,2025-01-16 to 2025-01-19
DUP003334,TXN000161,2025-01-19,2025-01-15 to 2025-01-19
DUP003347,TXN020821,2025-01-19,2025-01-17 to 2025-01-19
DUP003389,TXN005927,2025-01-19,2025-01-13 to 2025-01-19
DUP003413,TXN034922,2025-01-19,2025-01-14 to 2025-01-19
DUP003442,TXN003875,2025-01-19,2025-01-16 to 2025-01-19
DUP003467,TXN006334,2025-01-19,2025-01-13 to 2025-01-19
DUP003519,TXN038584,2025-01-19,2025-01-15 to 2025-01-19
DUP003625,TXN038775,2025-01-19,2025-01-12 to 2025-01-19
DUP003637,TXN015049,2025-01-19,2025-01-16 to 2025-01-19
DUP003650,TXN037300,2025-01-19,2025-01-13 to 2025-01-19
DUP003666,TXN009809,2025-01-19,2025-01-18 to 2025-01-19
DUP003748,TXN002774,2025-01-19,2025-01-12 to 2025-01-19
DUP003797,TXN016041,2025-01-19,2025-01-12 to 2025-01-19
DUP003824,TXN015620,2025-01-19,2025-01-17 to 2025-01-19
DUP003840,TXN028592,2025-01-19,2025-01-13 to 2025-01-19
DUP003849,TXN033859,2025-01-19,2025-01-16 to 2025-01-19
DUP003899,TXN008477,2025-01-19,2025-01-17 to 2025-01-19
DUP003938,TXN035983,2025-01-19,2025-01-16 to 2025-01-19
DUP004028,TXN006061,2025-01-19,2025-01-14 to 2025-01-19
DUP004067,TXN020549,2025-01-19,2025-01-14 to 2025-01-19
DUP004216,TXN038161,2025-01-19,2025-01-17 to 2025-01-19
DUP004309,TXN032468,2025-01-19,2025-01-14 to 2025-01-19
DUP004315,TXN025235,2025-01-19,2025-01-13 to 2025-01-19
DUP004331,TXN017532,2025-01-19,2025-01-12 to 2025-01-19
DUP004355,TXN010186,2025-01-19,2025-01-12 to 2025-01-19
DUP004391,TXN032150,2025-01-19,2025-01-13 to 2025-01-19
DUP004408,TXN011786,2025-01-19,2025-01-13 to 2025-01-19
DUP004412,TXN012970,2025-01-19,2025-01-18 to 2025-01-19
DUP004415,TXN011512,2025-01-19,2025-01-12 to 2025-01-19
DUP004421,TXN024666,2025-01-19,2025-01-15 to 2025-01-19
DUP004467,TXN009308,2025-01-19,2025-01-14 to 2025-01-19
DUP004484,TXN035699,2025-01-19,2025-01-13 to 2025-01-19
DUP004500,TXN010572,2025-01-19,2025-01-12 to 2025-01-19
DUP004531,TXN004473,2025-01-19,2025-01-12 to 2025-01-19
DUP004553,TXN023574,2025-01-19,2025-01-17 to 2025-01-19
DUP004568,TXN000890,2025-01-19,2025-01-16 to 2025-01-19
DUP004584,TXN017576,2025-01-19,2025-01-12 to 2025-01-19
DUP004617,TXN033830,2025-01-19,2025-01-12 to 2025-01-19
DUP004639,TXN022780,2025-01-19,2025-01-16 to 2025-01-19
DUP004642,TXN031472,2025-01-19,2025-01-16 to 2025-01-19
DUP004689,TXN039291,2025-01-19,2025-01-16 to 2025-01-19
DUP004708,TXN022220,2025-01-19,2025-01-17 to 2025-01-19
DUP004778,TXN025843,2025-01-19,2025-01-15 to 2025-01-19
DUP004795,TXN037544,2025-01-19,2025-01-16 to 2025-01-19
DUP004812,TXN027720,2025-01-19,2025-01-12 to 2025-01-19
DUP004870,TXN001330,2025-01-19,2025-01-13 to 2025-01-19
DUP004907,TXN031270,2025-01-19,2025-01-18 to 2025-01-19
DUP004956,TXN028457,2025-01-19,2025-01-17 to 2025-01-19
DUP004980,TXN027078,2025-01-19,2025-01-14 to 2025-01-19
DUP005088,TXN017620,2025-01-19,2025-01-12 to 2025-01-19
DUP005126,TXN017571,2025-01-19,2025-01-17 to 2025-01-19
DUP005132,TXN020887,2025-01-19,2025-01-14 to 2025-01-19
DUP005133,TXN028678,2025-01-19,2025-01-18 to 2025-01-19
DUP005279,TXN017837,2025-01-19,2025-01-18 to 2025-01-19
DUP005284,TXN011260,2025-01-19,2025-01-12 to 2025-01-19
DUP005476,TXN014237,2025-01-19,2025-01-15 to 2025-01-19
DUP005527,TXN028683,2025-01-19,2025-01-18 to 2025-01-19
DUP005557,TXN008255,2025-01-19,2025-01-17 to 2025-01-19
DUP005572,TXN033909,2025-01-19,2025-01-14 to 2025-01-19
DUP005589,TXN024045,2025-01-19,2025-01-15 to 2025-01-19
DUP005618,TXN002525,2025-01-19,2025-01-15 to 2025-01-19
DUP005668,TXN015796,2025-01-19,2025-01-16 to 2025-01-19
DUP005683,TXN026855,2025-01-19,2025-01-15 to 2025-01-19
DUP005723,TXN020540,2025-01-19,2025-01-12 to 2025-01-19
DUP005731,TXN018565,2025-01-19,2025-01-18 to 2025-01-19
DUP005736,TXN010148,2025-01-19,2025-01-18 to 2025-01-19
DUP005756,TXN036503,2025-01-19,2025-01-17 to 2025-01-19
DUP005758,TXN001001,2025-01-19,2025-01-18 to 2025-01-19
DUP005875,TXN026810,2025-01-19,2025-01-16 to 2025-01-19
DUP005877,TXN030240,2025-01-19,2025-01-17 to 2025-01-19
DUP005886,TXN008556,2025-01-19,2025-01-12 to 2025-01-19
DUP005903,TXN021179,2025-01-19,2025-01-14 to 2025-01-19
DUP005909,TXN007036,2025-01-19,2025-01-16 to 2025-01-19
DUP005935,TXN007282,2025-01-19,2025-01-12 to 2025-01-19
DUP005949,TXN004524,2025-01-19,2025-01-14 to 2025-01-19
DUP006039,TXN014954,2025-01-19,2025-01-13 to 2025-01-19
DUP006097,TXN002857,2025-01-19,2025-01-18 to 2025-01-19
DUP006108,TXN007178,2025-01-19,2025-01-16 to 2025-01-19
DUP006187,TXN001370,2025-01-19,2025-01-17 to 2025-01-19
DUP006190,TXN033542,2025-01-19,2025-01-17 to 2025-01-19
DUP006199,TXN022359,2025-01-19,2025-01-15 to 2025-01-19
DUP006202,TXN014804,2025-01-19,2025-01-13 to 2025-01-19
DUP006238,TXN004377,2025-01-19,2025-01-14 to 2025-01-19
DUP006328,TXN001787,2025-01-19,2025-01-12 to 2025-01-19
DUP006364,TXN000096,2025-01-19,2025-01-18 to 2025-01-19
DUP006388,TXN034371,2025-01-19,2025-01-14 to 2025-01-19
DUP006429,TXN011870,2025-01-19,2025-01-17 to 2025-01-19
DUP006470,TXN036621,2025-01-19,2025-01-13 to 2025-01-19
DUP006504,TXN011858,2025-01-19,2025-01-17 to 2025-01-19
DUP006526,TXN011419,2025-01-19,2025-01-17 to 2025-01-19
DUP006591,TXN038513,2025-01-19,2025-01-16 to 2025-01-19
DUP006596,TXN037106,2025-01-19,2025-01-12 to 2025-01-19
DUP006688,TXN025460,2025-01-19,2025-01-15 to 2025-01-19
DUP006705,TXN003590,2025-01-19,2025-01-17 to 2025-01-19
DUP006756,TXN005708,2025-01-19,2025-01-12 to 2025-01-19
