order_id,event_time_utc,instrument,side,qty,price,venue,settlement_date_system,settlement_date_correct,utc_offset_system,utc_offset_correct
ORD-0020241103000198,2024-11-03T14:09:54Z,ESZ4,SELL,9,4558.36,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000199,2024-11-03T14:09:57Z,NQZ4,BUY,4,4573.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000200,2024-11-03T14:10:00Z,NQZ4,SELL,2,4547.86,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000201,2024-11-03T14:10:03Z,ESZ4,BUY,8,4556.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000202,2024-11-03T14:10:06Z,ESZ4,BUY,3,4566.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000203,2024-11-03T14:10:09Z,ESZ4,BUY,10,4564.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000204,2024-11-03T14:10:12Z,ESZ4,SELL,3,4577.7,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000205,2024-11-03T14:10:15Z,NQZ4,SELL,7,4567.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000206,2024-11-03T14:10:18Z,ESZ4,SELL,3,4584.13,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000207,2024-11-03T14:10:21Z,NQZ4,SELL,2,4574.02,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000208,2024-11-03T14:10:24Z,ESZ4,BUY,1,4566.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000209,2024-11-03T14:10:27Z,NQZ4,SELL,7,4566.26,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000210,2024-11-03T14:10:30Z,NQZ4,BUY,2,4578.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000211,2024-11-03T14:10:33Z,NQZ4,BUY,1,4567.13,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000212,2024-11-03T14:10:36Z,NQZ4,SELL,1,4553.92,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000213,2024-11-03T14:10:39Z,NQZ4,BUY,8,4575.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000214,2024-11-03T14:10:42Z,NQZ4,BUY,7,4577.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000215,2024-11-03T14:10:45Z,ESZ4,SELL,4,4587.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000216,2024-11-03T14:10:48Z,ESZ4,SELL,3,4566.5,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000217,2024-11-03T14:10:51Z,NQZ4,SELL,7,4559.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000218,2024-11-03T14:10:54Z,NQZ4,SELL,1,4557.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000219,2024-11-03T14:10:57Z,NQZ4,SELL,9,4565.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000220,2024-11-03T14:11:00Z,NQZ4,SELL,8,4575.3,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000221,2024-11-03T14:11:03Z,ESZ4,SELL,2,4564.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000222,2024-11-03T14:11:06Z,ESZ4,SELL,10,4580.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000223,2024-11-03T14:11:09Z,ESZ4,SELL,8,4549.88,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000224,2024-11-03T14:11:12Z,NQZ4,BUY,10,4566.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000225,2024-11-03T14:11:15Z,NQZ4,BUY,7,4585.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000226,2024-11-03T14:11:18Z,NQZ4,SELL,8,4569.58,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000227,2024-11-03T14:11:21Z,NQZ4,SELL,2,4561.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000228,2024-11-03T14:11:24Z,NQZ4,BUY,5,4551.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000229,2024-11-03T14:11:27Z,NQZ4,BUY,2,4541.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000230,2024-11-03T14:11:30Z,NQZ4,SELL,10,4585.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000231,2024-11-03T14:11:33Z,ESZ4,BUY,1,4585.83,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000232,2024-11-03T14:11:36Z,ESZ4,BUY,6,4587.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000233,2024-11-03T14:11:39Z,NQZ4,SELL,6,4547.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000234,2024-11-03T14:11:42Z,ESZ4,SELL,9,4583.13,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000235,2024-11-03T14:11:45Z,ESZ4,SELL,8,4579.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000236,2024-11-03T14:11:48Z,NQZ4,SELL,8,4540.64,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000237,2024-11-03T14:11:51Z,ESZ4,SELL,9,4555.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000238,2024-11-03T14:11:54Z,ESZ4,SELL,6,4586.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000239,2024-11-03T14:11:57Z,NQZ4,SELL,2,4581.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000240,2024-11-03T14:12:00Z,NQZ4,SELL,4,4544.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000241,2024-11-03T14:12:03Z,NQZ4,SELL,2,4568.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000242,2024-11-03T14:12:06Z,NQZ4,BUY,6,4571.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000243,2024-11-03T14:12:09Z,ESZ4,SELL,9,4577.2,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000244,2024-11-03T14:12:12Z,ESZ4,BUY,5,4586.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000245,2024-11-03T14:12:15Z,NQZ4,BUY,2,4577.4,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000246,2024-11-03T14:12:18Z,NQZ4,BUY,1,4562.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000247,2024-11-03T14:12:21Z,ESZ4,BUY,4,4566.75,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000248,2024-11-03T14:12:24Z,NQZ4,BUY,5,4573.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000249,2024-11-03T14:12:27Z,ESZ4,BUY,7,4557.7,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000250,2024-11-03T14:12:30Z,ESZ4,SELL,7,4578.11,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000251,2024-11-03T14:12:33Z,NQZ4,SELL,2,4579.05,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000252,2024-11-03T14:12:36Z,NQZ4,SELL,9,4555.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000253,2024-11-03T14:12:39Z,ESZ4,SELL,8,4563.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000254,2024-11-03T14:12:42Z,ESZ4,SELL,2,4551.45,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000255,2024-11-03T14:12:45Z,ESZ4,BUY,5,4552.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000256,2024-11-03T14:12:48Z,ESZ4,BUY,6,4577.92,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000257,2024-11-03T14:12:51Z,NQZ4,SELL,3,4548.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000258,2024-11-03T14:12:54Z,NQZ4,SELL,8,4544.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000259,2024-11-03T14:12:57Z,ESZ4,BUY,4,4563.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000260,2024-11-03T14:13:00Z,NQZ4,BUY,4,4571.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000261,2024-11-03T14:13:03Z,NQZ4,SELL,7,4587.53,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000262,2024-11-03T14:13:06Z,NQZ4,BUY,10,4559.23,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000263,2024-11-03T14:13:09Z,NQZ4,BUY,3,4573.26,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000264,2024-11-03T14:13:12Z,ESZ4,SELL,6,4571.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000265,2024-11-03T14:13:15Z,ESZ4,BUY,4,4540.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000266,2024-11-03T14:13:18Z,ESZ4,BUY,2,4585.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000267,2024-11-03T14:13:21Z,NQZ4,SELL,3,4547.36,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000268,2024-11-03T14:13:24Z,ESZ4,SELL,8,4572.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000269,2024-11-03T14:13:27Z,NQZ4,BUY,10,4571.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000270,2024-11-03T14:13:30Z,NQZ4,BUY,4,4562.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000271,2024-11-03T14:13:33Z,ESZ4,SELL,10,4587.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000272,2024-11-03T14:13:36Z,NQZ4,SELL,2,4571.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000273,2024-11-03T14:13:39Z,NQZ4,BUY,7,4547.86,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000274,2024-11-03T14:13:42Z,ESZ4,SELL,8,4553.64,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000275,2024-11-03T14:13:45Z,ESZ4,BUY,9,4551.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000276,2024-11-03T14:13:48Z,NQZ4,BUY,4,4542.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000277,2024-11-03T14:13:51Z,ESZ4,BUY,9,4552.26,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000278,2024-11-03T14:13:54Z,ESZ4,BUY,5,4547.11,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000279,2024-11-03T14:13:57Z,ESZ4,BUY,7,4540.11,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000280,2024-11-03T14:14:00Z,ESZ4,BUY,10,4547.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000281,2024-11-03T14:14:03Z,ESZ4,BUY,3,4574.03,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000282,2024-11-03T14:14:06Z,NQZ4,SELL,8,4576.58,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000283,2024-11-03T14:14:09Z,ESZ4,BUY,3,4542.62,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000284,2024-11-03T14:14:12Z,ESZ4,BUY,1,4580.43,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000285,2024-11-03T14:14:15Z,ESZ4,SELL,5,4571.81,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000286,2024-11-03T14:14:18Z,NQZ4,BUY,2,4563.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000287,2024-11-03T14:14:21Z,ESZ4,SELL,8,4571.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000288,2024-11-03T14:14:24Z,NQZ4,SELL,6,4588.65,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000289,2024-11-03T14:14:27Z,NQZ4,BUY,3,4581.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000290,2024-11-03T14:14:30Z,ESZ4,SELL,4,4571.78,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000291,2024-11-03T14:14:33Z,ESZ4,BUY,2,4546.39,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000292,2024-11-03T14:14:36Z,ESZ4,SELL,3,4573.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000293,2024-11-03T14:14:39Z,ESZ4,SELL,1,4571.3,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000294,2024-11-03T14:14:42Z,ESZ4,BUY,4,4550.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000295,2024-11-03T14:14:45Z,NQZ4,BUY,4,4550.91,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000296,2024-11-03T14:14:48Z,ESZ4,SELL,4,4554.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000297,2024-11-03T14:14:51Z,ESZ4,SELL,5,4569.21,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000298,2024-11-03T14:14:54Z,NQZ4,BUY,4,4583.09,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000299,2024-11-03T14:14:57Z,ESZ4,BUY,8,4547.86,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000300,2024-11-03T14:15:00Z,NQZ4,SELL,9,4540.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000301,2024-11-03T14:15:03Z,NQZ4,SELL,7,4559.06,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000302,2024-11-03T14:15:06Z,ESZ4,BUY,1,4567.6,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000303,2024-11-03T14:15:09Z,ESZ4,SELL,9,4549.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000304,2024-11-03T14:15:12Z,NQZ4,BUY,5,4556.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000305,2024-11-03T14:15:15Z,ESZ4,SELL,3,4560.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000306,2024-11-03T14:15:18Z,ESZ4,BUY,10,4563.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000307,2024-11-03T14:15:21Z,NQZ4,BUY,5,4575.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000308,2024-11-03T14:15:24Z,NQZ4,SELL,7,4580.23,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000309,2024-11-03T14:15:27Z,NQZ4,SELL,6,4553.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000310,2024-11-03T14:15:30Z,NQZ4,BUY,5,4578.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000311,2024-11-03T14:15:33Z,ESZ4,BUY,2,4557.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000312,2024-11-03T14:15:36Z,NQZ4,SELL,1,4586.88,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000313,2024-11-03T14:15:39Z,NQZ4,BUY,1,4540.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000314,2024-11-03T14:15:42Z,ESZ4,BUY,9,4585.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000315,2024-11-03T14:15:45Z,NQZ4,BUY,5,4585.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000316,2024-11-03T14:15:48Z,NQZ4,BUY,10,4575.73,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000317,2024-11-03T14:15:51Z,NQZ4,SELL,4,4584.79,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000318,2024-11-03T14:15:54Z,NQZ4,BUY,7,4548.19,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000319,2024-11-03T14:15:57Z,NQZ4,SELL,7,4562.79,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000320,2024-11-03T14:16:00Z,NQZ4,SELL,3,4580.5,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000321,2024-11-03T14:16:03Z,NQZ4,BUY,3,4563.77,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000322,2024-11-03T14:16:06Z,NQZ4,BUY,10,4541.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000323,2024-11-03T14:16:09Z,NQZ4,SELL,1,4568.06,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000324,2024-11-03T14:16:12Z,NQZ4,SELL,5,4549.34,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000325,2024-11-03T14:16:15Z,NQZ4,BUY,8,4554.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000326,2024-11-03T14:16:18Z,NQZ4,SELL,8,4583.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000327,2024-11-03T14:16:21Z,NQZ4,BUY,4,4588.0,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000328,2024-11-03T14:16:24Z,NQZ4,BUY,4,4574.61,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000329,2024-11-03T14:16:27Z,NQZ4,BUY,5,4563.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000330,2024-11-03T14:16:30Z,ESZ4,BUY,7,4575.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000331,2024-11-03T14:16:33Z,ESZ4,BUY,6,4548.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000332,2024-11-03T14:16:36Z,NQZ4,SELL,7,4584.63,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000333,2024-11-03T14:16:39Z,NQZ4,BUY,10,4554.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000334,2024-11-03T14:16:42Z,NQZ4,SELL,8,4549.28,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000335,2024-11-03T14:16:45Z,ESZ4,BUY,2,4562.34,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000336,2024-11-03T14:16:48Z,ESZ4,BUY,1,4545.0,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000337,2024-11-03T14:16:51Z,ESZ4,BUY,4,4549.46,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000338,2024-11-03T14:16:54Z,NQZ4,SELL,6,4566.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000339,2024-11-03T14:16:57Z,NQZ4,BUY,9,4557.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000340,2024-11-03T14:17:00Z,ESZ4,SELL,4,4556.75,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000341,2024-11-03T14:17:03Z,ESZ4,SELL,5,4577.49,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000342,2024-11-03T14:17:06Z,NQZ4,SELL,9,4567.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000343,2024-11-03T14:17:09Z,NQZ4,BUY,9,4556.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000344,2024-11-03T14:17:12Z,NQZ4,BUY,4,4571.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000345,2024-11-03T14:17:15Z,ESZ4,BUY,8,4581.87,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000346,2024-11-03T14:17:18Z,NQZ4,BUY,9,4544.2,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000347,2024-11-03T14:17:21Z,ESZ4,SELL,6,4586.65,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000348,2024-11-03T14:17:24Z,NQZ4,SELL,2,4588.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000349,2024-11-03T14:17:27Z,ESZ4,BUY,10,4583.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000350,2024-11-03T14:17:30Z,ESZ4,BUY,5,4557.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000351,2024-11-03T14:17:33Z,ESZ4,BUY,8,4553.68,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000352,2024-11-03T14:17:36Z,ESZ4,SELL,10,4573.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000353,2024-11-03T14:17:39Z,ESZ4,SELL,7,4552.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000354,2024-11-03T14:17:42Z,ESZ4,SELL,6,4572.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000355,2024-11-03T14:17:45Z,ESZ4,SELL,5,4566.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000356,2024-11-03T14:17:48Z,ESZ4,BUY,8,4585.61,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000357,2024-11-03T14:17:51Z,NQZ4,SELL,8,4561.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000358,2024-11-03T14:17:54Z,NQZ4,BUY,2,4557.36,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000359,2024-11-03T14:17:57Z,ESZ4,SELL,2,4569.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000360,2024-11-03T14:18:00Z,NQZ4,BUY,2,4571.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000361,2024-11-03T14:18:03Z,NQZ4,BUY,4,4565.05,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000362,2024-11-03T14:18:06Z,NQZ4,SELL,1,4540.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000363,2024-11-03T14:18:09Z,NQZ4,BUY,6,4561.83,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000364,2024-11-03T14:18:12Z,NQZ4,SELL,10,4549.73,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000365,2024-11-03T14:18:15Z,ESZ4,BUY,4,4583.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000366,2024-11-03T14:18:18Z,ESZ4,BUY,8,4568.13,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000367,2024-11-03T14:18:21Z,ESZ4,SELL,8,4555.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000368,2024-11-03T14:18:24Z,ESZ4,SELL,10,4572.0,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000369,2024-11-03T14:18:27Z,ESZ4,SELL,7,4579.11,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000370,2024-11-03T14:18:30Z,ESZ4,SELL,8,4571.2,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000371,2024-11-03T14:18:33Z,NQZ4,BUY,3,4583.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000372,2024-11-03T14:18:36Z,NQZ4,SELL,2,4560.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000373,2024-11-03T14:18:39Z,NQZ4,SELL,10,4557.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000374,2024-11-03T14:18:42Z,ESZ4,SELL,3,4585.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000375,2024-11-03T14:18:45Z,NQZ4,BUY,10,4587.81,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000376,2024-11-03T14:18:48Z,NQZ4,SELL,10,4555.92,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000377,2024-11-03T14:18:51Z,NQZ4,BUY,1,4554.63,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000378,2024-11-03T14:18:54Z,NQZ4,BUY,5,4564.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000379,2024-11-03T14:18:57Z,ESZ4,BUY,8,4586.79,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000380,2024-11-03T14:19:00Z,ESZ4,SELL,4,4570.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000381,2024-11-03T14:19:03Z,NQZ4,SELL,1,4555.68,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000382,2024-11-03T14:19:06Z,NQZ4,SELL,8,4562.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000383,2024-11-03T14:19:09Z,ESZ4,BUY,3,4566.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000384,2024-11-03T14:19:12Z,ESZ4,BUY,7,4574.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000385,2024-11-03T14:19:15Z,ESZ4,SELL,4,4549.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000386,2024-11-03T14:19:18Z,ESZ4,BUY,8,4558.28,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000387,2024-11-03T14:19:21Z,ESZ4,SELL,4,4552.45,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000388,2024-11-03T14:19:24Z,NQZ4,BUY,6,4577.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000389,2024-11-03T14:19:27Z,ESZ4,SELL,4,4562.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000390,2024-11-03T14:19:30Z,ESZ4,BUY,9,4565.05,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000391,2024-11-03T14:19:33Z,NQZ4,SELL,2,4588.3,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000392,2024-11-03T14:19:36Z,NQZ4,BUY,6,4571.14,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000393,2024-11-03T14:19:39Z,ESZ4,SELL,3,4559.23,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000394,2024-11-03T14:19:42Z,ESZ4,SELL,9,4550.64,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000395,2024-11-03T14:19:45Z,NQZ4,BUY,7,4543.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000396,2024-11-03T14:19:48Z,ESZ4,SELL,5,4582.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
