date,variant,users_cleaned,bot_removed,paid_conversion_rate,paid_conversions,revenue_per_visitor,total_revenue,plan_pct_basic,plan_pct_pro,plan_pct_enterprise,time_on_page_avg_sec,time_on_page_p50_sec,time_on_page_p95_sec,support_chat_rate,free_trial_rate,scroll_depth_avg,cta_click_rate,avg_order_value,sessions,mobile_pct,desktop_pct,new_user_pct,cumulative_users,cumulative_p_value
2023-10-27,v1_simplified,236,0,0.0437,10,1.4521,342.7,0.4196,0.4798,0.1006,64.3,49.1,121.3,0.0396,0.057,0.6517,0.0931,72.99,236,0.4959,0.4711,0.4501,10792,0.3067
2023-10-27,v2_social_proof,248,0,0.0455,11,1.189,294.87,0.412,0.5026,0.0854,99.1,72.3,173.3,0.0403,0.049,0.5883,0.1445,91.76,249,0.4506,0.5108,0.504,10899,0.3087
2023-10-28,control,231,31,0.0503,11,0.8641,199.61,0.3336,0.4679,0.1985,62.5,54.1,126.9,0.0371,0.0413,0.699,0.1138,89.23,235,0.4564,0.496,0.4617,9745,0.3212
2023-10-28,v1_simplified,262,0,0.0435,11,0.9653,252.91,0.4037,0.4968,0.0995,124.1,104.3,281.6,0.0545,0.0665,0.7659,0.1506,57.26,262,0.4776,0.476,0.3703,11054,0.3141
2023-10-28,v2_social_proof,237,0,0.0492,11,1.5235,361.07,0.362,0.4905,0.1475,110.4,89.2,229.7,0.0482,0.07,0.7941,0.0922,82.14,239,0.475,0.4836,0.5049,11136,0.3077
2023-10-29,control,214,29,0.0497,10,1.1622,248.71,0.3816,0.3876,0.2308,99.3,83.3,165.2,0.0582,0.1007,0.5299,0.099,83.43,215,0.4473,0.5267,0.5138,9959,0.3281
2023-10-29,v1_simplified,262,0,0.0471,12,1.2182,319.17,0.4246,0.4885,0.0869,73.2,62.1,144.5,0.0456,0.0908,0.5223,0.1854,59.78,267,0.5165,0.4309,0.4514,11316,0.2996
2023-10-29,v2_social_proof,248,0,0.0474,11,1.539,381.67,0.4455,0.4469,0.1076,85.6,69.1,176.6,0.0447,0.078,0.6482,0.1708,54.83,250,0.4514,0.5045,0.5106,11384,0.3309
2023-10-30,control,224,30,0.039,8,0.9635,215.82,0.4289,0.4658,0.1053,83.6,66.7,189.4,0.0285,0.1002,0.5247,0.1554,76.7,226,0.4533,0.5193,0.433,10183,0.3179
2023-10-30,v1_simplified,262,0,0.0447,11,1.2608,330.33,0.3339,0.4042,0.2619,97.4,73.8,205.4,0.0448,0.1032,0.5454,0.1767,65.02,267,0.4672,0.5021,0.3874,11578,0.3035
2023-10-30,v2_social_proof,270,0,0.0449,12,0.8805,237.73,0.4453,0.4655,0.0892,79.5,57.4,176.7,0.0301,0.0755,0.6123,0.1891,60.13,273,0.4346,0.5346,0.404,11654,0.3294
2023-10-31,control,225,30,0.0433,9,1.6848,379.08,0.3374,0.4479,0.2147,68.0,56.8,116.4,0.0546,0.0584,0.6333,0.0998,77.84,225,0.4777,0.4669,0.4383,10408,0.3042
2023-10-31,v1_simplified,254,0,0.0411,10,1.6811,427.0,0.4673,0.4248,0.1079,69.5,59.8,137.2,0.0467,0.0659,0.6056,0.1893,90.06,257,0.4423,0.5293,0.3961,11832,0.3022
2023-10-31,v2_social_proof,239,0,0.0442,10,0.9084,217.11,0.4119,0.5176,0.0705,71.7,52.4,150.7,0.059,0.0412,0.6709,0.1964,57.83,243,0.4029,0.5715,0.4082,11893,0.3287
2023-11-01,control,218,29,0.0441,9,1.2284,267.79,0.3585,0.4416,0.1999,64.8,55.8,113.7,0.0288,0.0914,0.6354,0.1979,54.4,220,0.4226,0.5229,0.4126,10626,0.3273
2023-11-01,v1_simplified,267,0,0.0431,11,1.5102,403.22,0.3593,0.4537,0.187,60.2,49.6,116.5,0.0464,0.0817,0.7798,0.1241,80.73,269,0.4346,0.5176,0.4052,12099,0.3344
2023-11-01,v2_social_proof,252,0,0.0484,12,1.1752,296.15,0.3554,0.3902,0.2544,123.8,94.3,232.7,0.0336,0.0812,0.7713,0.1495,75.65,254,0.4034,0.5627,0.352,12145,0.321
2023-11-02,control,235,31,0.0478,11,1.1618,273.02,0.3214,0.4023,0.2763,102.9,82.3,227.3,0.0691,0.0734,0.7797,0.1754,80.64,238,0.4377,0.5071,0.3879,10861,0.3073
2023-11-02,v1_simplified,247,0,0.0475,11,1.6235,401.0,0.4083,0.4088,0.1829,55.7,41.3,98.6,0.0428,0.0779,0.5627,0.1255,66.91,252,0.5046,0.4355,0.3545,12346,0.2879
2023-11-02,v2_social_proof,257,0,0.0438,11,1.6293,418.73,0.441,0.5069,0.0521,95.3,75.4,208.2,0.0531,0.0519,0.5726,0.1789,88.42,262,0.4075,0.5616,0.4491,12402,0.3096
2023-11-03,control,221,30,0.0417,9,1.5261,337.27,0.4575,0.4178,0.1247,78.5,57.6,165.2,0.0227,0.0601,0.7398,0.1488,91.0,222,0.4773,0.4887,0.4991,11082,0.3203
2023-11-03,v1_simplified,254,0,0.0439,11,0.9976,253.39,0.4687,0.3806,0.1507,104.2,86.9,170.0,0.0465,0.0889,0.8187,0.1255,70.98,257,0.419,0.5582,0.4927,12600,0.3293
2023-11-03,v2_social_proof,268,0,0.0465,12,1.5792,423.23,0.4518,0.5162,0.032,110.8,88.9,209.0,0.0246,0.0986,0.7107,0.1402,56.55,269,0.4962,0.452,0.4786,12670,0.3215
2023-11-04,control,209,28,0.0434,9,1.3846,289.38,0.3292,0.4171,0.2537,123.0,91.3,205.8,0.0496,0.0533,0.6986,0.1564,84.99,211,0.4425,0.501,0.3816,11291,0.306
2023-11-04,v1_simplified,265,0,0.0414,10,1.0123,268.26,0.4554,0.4782,0.0664,79.8,65.5,174.8,0.0289,0.0992,0.7042,0.1014,66.91,269,0.4803,0.4832,0.3559,12865,0.3305
2023-11-04,v2_social_proof,256,0,0.052,13,0.9411,240.92,0.3302,0.4959,0.1739,101.7,82.2,195.4,0.0689,0.0497,0.7581,0.1243,75.22,259,0.4777,0.481,0.3363,12926,0.3182
2023-11-05,control,224,30,0.0405,9,1.1699,262.06,0.4219,0.4888,0.0893,103.9,91.1,188.0,0.0652,0.0623,0.7827,0.1325,89.16,227,0.4733,0.4926,0.3889,11515,0.3024
2023-11-05,v1_simplified,256,0,0.045,11,1.1651,298.27,0.4187,0.464,0.1173,97.4,74.9,218.7,0.0323,0.0768,0.5713,0.1519,90.82,257,0.4269,0.5217,0.5196,13121,0.3174
2023-11-05,v2_social_proof,236,0,0.0453,10,1.0413,245.75,0.4412,0.4295,0.1293,122.6,106.3,244.0,0.0699,0.0434,0.8161,0.1845,81.13,236,0.4194,0.554,0.3656,13162,0.3237
2023-11-06,control,227,30,0.0449,10,1.4422,327.38,0.4407,0.4695,0.0898,71.7,58.7,139.9,0.0671,0.091,0.61,0.1283,90.5,229,0.4097,0.5648,0.398,11742,0.3117
2023-11-06,v1_simplified,238,0,0.047,11,0.9574,227.86,0.4519,0.4367,0.1114,102.2,75.1,233.8,0.0439,0.0944,0.5691,0.1457,71.54,240,0.4843,0.4928,0.3358,13359,0.3165
2023-11-06,v2_social_proof,252,0,0.05,12,1.3548,341.41,0.3277,0.4308,0.2415,113.2,99.5,225.4,0.0593,0.0509,0.6385,0.0948,70.64,257,0.4813,0.4621,0.5138,13414,0.3313
2023-11-07,control,212,28,0.0471,9,1.1399,241.66,0.3616,0.3913,0.2471,71.4,59.0,148.0,0.0216,0.0593,0.7758,0.1033,81.32,217,0.4281,0.5317,0.4902,11954,0.307
2023-11-07,v1_simplified,241,0,0.0479,11,1.7066,411.29,0.4263,0.4173,0.1564,88.7,70.4,156.0,0.0276,0.0723,0.5401,0.1047,88.7,246,0.5009,0.4543,0.447,13600,0.3072
2023-11-07,v2_social_proof,261,0,0.0498,12,1.3795,360.05,0.3645,0.4105,0.225,98.5,82.7,170.0,0.0503,0.0449,0.8195,0.1458,64.34,266,0.4446,0.5063,0.4879,13675,0.3151
2023-11-08,control,230,31,0.0447,10,1.5511,356.75,0.3533,0.438,0.2087,95.9,81.0,179.1,0.0257,0.0931,0.8134,0.1354,61.89,230,0.4233,0.553,0.4388,12184,0.3138
2023-11-08,v1_simplified,254,0,0.0465,11,1.4841,376.96,0.3912,0.409,0.1998,67.8,54.2,141.8,0.0601,0.0983,0.7109,0.1568,65.08,255,0.4265,0.5402,0.3946,13854,0.3042
2023-11-08,v2_social_proof,251,0,0.0388,9,1.6627,417.34,0.3729,0.5076,0.1195,121.3,97.8,218.8,0.0227,0.0971,0.6009,0.1613,61.36,256,0.4068,0.5692,0.3407,13926,0.3071
2023-11-09,control,211,28,0.0394,8,1.456,307.22,0.4277,0.5005,0.0718,70.0,50.5,114.2,0.0351,0.1047,0.6193,0.1143,87.02,214,0.4115,0.5668,0.4985,12395,0.3108
2023-11-09,v1_simplified,262,0,0.0394,10,1.0305,269.99,0.3834,0.4948,0.1218,83.0,71.2,133.8,0.0503,0.0603,0.722,0.1085,56.16,264,0.4232,0.5191,0.5183,14116,0.3428
2023-11-09,v2_social_proof,235,0,0.0441,10,1.4373,337.77,0.3208,0.4405,0.2387,76.7,57.6,142.1,0.0202,0.0693,0.742,0.1722,69.53,238,0.4847,0.4584,0.3887,14161,0.3248
2023-11-10,control,228,31,0.0473,10,1.195,272.46,0.4422,0.4984,0.0594,123.6,106.6,273.4,0.0201,0.1095,0.6267,0.1021,75.09,229,0.4325,0.5426,0.4401,12623,0.3175
2023-11-10,v1_simplified,261,0,0.0454,11,1.4663,382.7,0.3276,0.5102,0.1622,60.2,50.3,117.3,0.0423,0.0956,0.6196,0.0948,83.2,266,0.4255,0.5466,0.3266,14377,0.3003
2023-11-10,v2_social_proof,262,0,0.0513,13,1.1252,294.8,0.344,0.479,0.177,68.9,55.1,158.4,0.0426,0.0532,0.7068,0.138,78.15,262,0.4905,0.4871,0.4515,14423,0.3502
