audit_id,user_id,detection_date,variant,assigned_group,detection_method,bot_score,request_rate_per_min,session_duration_sec,page_views_per_session,ip_address_hash,user_agent_type,is_datacenter_ip,headless_browser_detected,cookie_consistency_score,mouse_movement_score,click_pattern_score,referrer_type,action_taken,final_disposition
AUDIT-EXP003-00128,u_exp003_ctrl_000128,2023-11-10,control,control,ml_classifier,0.9384,78.77,12,4,ip_064a2,unknown_bot,0,0,0.357,0.0989,0.3844,organic_search,removed,likely_bot
AUDIT-EXP003-00129,u_exp003_ctrl_000129,2023-11-07,control,control,rate_limiting,0.7514,246.33,3,3,ip_08b48,python_requests,1,0,0.2678,0.1388,0.3986,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00130,u_exp003_ctrl_000130,2023-10-07,control,control,ml_classifier,0.8949,71.35,1,2,ip_14f9d,headless_chrome,1,1,0.1695,0.2364,0.3902,direct,removed,confirmed_bot
AUDIT-EXP003-00131,u_exp003_ctrl_000131,2023-11-01,control,control,ml_classifier,0.8198,263.12,8,1,ip_0c8e6,curl,1,0,0.3344,0.3262,0.0966,social,removed,confirmed_bot
AUDIT-EXP003-00132,u_exp003_ctrl_000132,2023-10-28,control,control,ml_classifier,0.8275,253.13,11,2,ip_171ed,headless_chrome,1,1,0.1798,0.0526,0.248,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00133,u_exp003_ctrl_000133,2023-10-13,control,control,behavioral_analysis,0.7357,126.31,3,1,ip_128bf,legitimate_browser,0,0,0.1831,0.3162,0.2943,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00134,u_exp003_ctrl_000134,2023-09-22,control,control,rate_limiting,0.9532,117.96,5,2,ip_0b511,python_requests,1,0,0.1925,0.0432,0.3593,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00135,u_exp003_ctrl_000135,2023-10-04,control,control,ml_classifier,0.8799,48.99,11,2,ip_1158e,headless_chrome,1,1,0.2732,0.1649,0.2376,direct,removed,confirmed_bot
AUDIT-EXP003-00136,u_exp003_ctrl_000136,2023-10-17,control,control,rate_limiting,0.933,172.83,12,1,ip_08d37,curl,1,0,0.4348,0.1745,0.3979,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00137,u_exp003_ctrl_000137,2023-10-06,control,control,rate_limiting,0.7773,315.04,8,3,ip_1043b,curl,1,0,0.3081,0.0247,0.2757,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00138,u_exp003_ctrl_000138,2023-11-03,control,control,ml_classifier,0.8876,148.27,9,3,ip_04c02,scrapy,1,0,0.0535,0.0557,0.2436,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00139,u_exp003_ctrl_000139,2023-11-05,control,control,honeypot_trigger,0.9071,168.75,3,2,ip_14caf,unknown_bot,0,0,0.3939,0.1108,0.3255,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00140,u_exp003_ctrl_000140,2023-09-25,control,control,behavioral_analysis,0.8613,301.69,9,3,ip_06ba3,headless_chrome,1,1,0.1347,0.1028,0.3167,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00141,u_exp003_ctrl_000141,2023-09-16,control,control,ml_classifier,0.9659,170.93,11,2,ip_0860c,headless_chrome,1,1,0.2677,0.2251,0.2744,organic_search,removed,confirmed_bot
AUDIT-EXP003-00142,u_exp003_ctrl_000142,2023-11-01,control,control,ip_reputation,0.9238,207.15,4,3,ip_07901,scrapy,1,0,0.3551,0.1769,0.3774,bot_farm,quarantined,false_positive_reversed
AUDIT-EXP003-00143,u_exp003_ctrl_000143,2023-09-19,control,control,ml_classifier,0.9846,152.56,1,2,ip_08550,headless_chrome,1,1,0.42,0.2434,0.307,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00144,u_exp003_ctrl_000144,2023-11-08,control,control,ml_classifier,0.8477,282.67,12,2,ip_0f565,headless_chrome,1,1,0.068,0.1287,0.1933,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00145,u_exp003_ctrl_000145,2023-09-26,control,control,honeypot_trigger,0.9111,170.49,9,4,ip_16565,scrapy,1,0,0.2628,0.2573,0.3008,direct,removed,confirmed_bot
AUDIT-EXP003-00146,u_exp003_ctrl_000146,2023-10-11,control,control,rate_limiting,0.9647,62.09,2,3,ip_15b2f,headless_chrome,1,1,0.0548,0.1923,0.1138,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00147,u_exp003_ctrl_000147,2023-09-22,control,control,ml_classifier,0.9464,220.79,5,2,ip_08a35,scrapy,1,0,0.388,0.325,0.1303,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00148,u_exp003_ctrl_000148,2023-09-23,control,control,captcha_fail,0.9423,203.63,5,1,ip_03f9a,scrapy,1,0,0.2205,0.0254,0.2447,direct,flagged_pending,confirmed_bot
AUDIT-EXP003-00149,u_exp003_ctrl_000149,2023-10-27,control,control,ml_classifier,0.8907,315.04,8,4,ip_08b42,python_requests,1,0,0.1166,0.281,0.0945,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00150,u_exp003_ctrl_000150,2023-10-02,control,control,rate_limiting,0.9518,177.19,9,4,ip_0f710,legitimate_browser,0,0,0.3139,0.3493,0.3957,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00151,u_exp003_ctrl_000151,2023-10-20,control,control,ml_classifier,0.8246,215.8,7,2,ip_061f5,headless_chrome,1,1,0.4096,0.3015,0.3938,social,quarantined,likely_bot
AUDIT-EXP003-00152,u_exp003_ctrl_000152,2023-09-22,control,control,captcha_fail,0.9732,301.61,1,3,ip_16081,headless_chrome,1,1,0.4102,0.2466,0.2465,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00153,u_exp003_ctrl_000153,2023-10-06,control,control,captcha_fail,0.8609,264.09,11,4,ip_095b2,scrapy,1,0,0.1877,0.3078,0.1252,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00154,u_exp003_ctrl_000154,2023-11-02,control,control,ml_classifier,0.8899,164.67,8,4,ip_17e62,unknown_bot,0,0,0.3569,0.2307,0.3354,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00155,u_exp003_ctrl_000155,2023-10-23,control,control,captcha_fail,0.9284,269.36,12,1,ip_0fed7,unknown_bot,0,0,0.3449,0.2244,0.1964,direct,removed,confirmed_bot
AUDIT-EXP003-00156,u_exp003_ctrl_000156,2023-09-29,control,control,captcha_fail,0.7724,52.0,1,1,ip_17449,python_requests,1,0,0.4409,0.3467,0.3415,social,removed,likely_bot
AUDIT-EXP003-00157,u_exp003_ctrl_000157,2023-11-02,control,control,ml_classifier,0.8778,327.21,9,2,ip_064d7,scrapy,1,0,0.3591,0.0275,0.1879,bot_farm,removed,likely_bot
AUDIT-EXP003-00158,u_exp003_ctrl_000158,2023-09-27,control,control,ml_classifier,0.9067,239.56,1,4,ip_0d053,headless_chrome,1,1,0.1036,0.302,0.2947,bot_farm,removed,likely_bot
AUDIT-EXP003-00159,u_exp003_ctrl_000159,2023-10-04,control,control,behavioral_analysis,0.8589,353.32,8,4,ip_0428d,unknown_bot,0,0,0.182,0.2272,0.3813,direct,flagged_pending,confirmed_bot
AUDIT-EXP003-00160,u_exp003_ctrl_000160,2023-11-01,control,control,ip_reputation,0.956,99.57,12,3,ip_0db58,curl,1,0,0.1548,0.0724,0.1476,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00161,u_exp003_ctrl_000161,2023-09-27,control,control,ml_classifier,0.7461,204.21,4,2,ip_0c8eb,curl,1,0,0.3836,0.3153,0.1785,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00162,u_exp003_ctrl_000162,2023-09-21,control,control,ip_reputation,0.9429,164.53,12,4,ip_084c1,headless_chrome,1,1,0.2633,0.0411,0.3642,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00163,u_exp003_ctrl_000163,2023-10-23,control,control,ml_classifier,0.9428,160.38,7,1,ip_09e1d,curl,1,0,0.0775,0.1277,0.1054,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00164,u_exp003_ctrl_000164,2023-10-05,control,control,captcha_fail,0.8963,379.23,3,4,ip_15236,unknown_bot,0,0,0.3984,0.2675,0.291,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00165,u_exp003_ctrl_000165,2023-09-17,control,control,ml_classifier,0.9588,192.38,12,1,ip_02e33,unknown_bot,0,0,0.2093,0.2187,0.3381,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00166,u_exp003_ctrl_000166,2023-11-10,control,control,rate_limiting,0.7779,331.26,1,1,ip_0ecea,python_requests,1,0,0.3264,0.2995,0.3207,email,removed,confirmed_bot
AUDIT-EXP003-00167,u_exp003_ctrl_000167,2023-10-20,control,control,ml_classifier,0.8323,205.42,2,2,ip_097fd,headless_chrome,1,1,0.4389,0.083,0.4056,social,flagged_pending,confirmed_bot
AUDIT-EXP003-00168,u_exp003_ctrl_000168,2023-10-02,control,control,ip_reputation,0.737,209.87,9,3,ip_1752c,headless_chrome,1,1,0.2841,0.1739,0.2367,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00169,u_exp003_ctrl_000169,2023-10-10,control,control,ml_classifier,0.8644,84.53,11,2,ip_124e5,scrapy,1,0,0.3651,0.3089,0.3344,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00170,u_exp003_ctrl_000170,2023-09-25,control,control,ip_reputation,0.7794,60.31,8,1,ip_10877,python_requests,1,0,0.237,0.0838,0.0932,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00171,u_exp003_ctrl_000171,2023-11-07,control,control,ip_reputation,0.9068,327.55,4,3,ip_0f46e,scrapy,1,0,0.1193,0.2777,0.0831,social,removed,confirmed_bot
AUDIT-EXP003-00172,u_exp003_ctrl_000172,2023-10-18,control,control,captcha_fail,0.9255,144.95,6,2,ip_11dbf,curl,1,0,0.4341,0.1569,0.3983,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00173,u_exp003_ctrl_000173,2023-10-19,control,control,honeypot_trigger,0.9762,213.92,5,1,ip_0ef5a,curl,1,0,0.1452,0.2378,0.3162,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00174,u_exp003_ctrl_000174,2023-11-10,control,control,captcha_fail,0.9352,376.86,8,3,ip_0667e,scrapy,1,0,0.074,0.2621,0.2107,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00175,u_exp003_ctrl_000175,2023-11-10,control,control,rate_limiting,0.9052,172.63,5,1,ip_1099c,headless_chrome,1,1,0.2794,0.0353,0.1368,bot_farm,removed,likely_bot
AUDIT-EXP003-00176,u_exp003_ctrl_000176,2023-10-13,control,control,rate_limiting,0.947,300.39,6,4,ip_12c12,headless_chrome,1,1,0.0799,0.048,0.3293,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00177,u_exp003_ctrl_000177,2023-10-24,control,control,ml_classifier,0.8336,69.13,8,1,ip_0d859,curl,1,0,0.2854,0.1789,0.4077,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00178,u_exp003_ctrl_000178,2023-10-10,control,control,rate_limiting,0.8754,197.89,12,1,ip_04e44,legitimate_browser,0,0,0.1789,0.0648,0.3401,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00179,u_exp003_ctrl_000179,2023-11-05,control,control,honeypot_trigger,0.8197,244.91,10,2,ip_134c2,python_requests,1,0,0.3347,0.1247,0.1712,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00180,u_exp003_ctrl_000180,2023-09-30,control,control,ml_classifier,0.9454,257.9,4,4,ip_104a7,curl,1,0,0.3915,0.3076,0.1597,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00181,u_exp003_ctrl_000181,2023-11-09,control,control,ml_classifier,0.8216,56.45,3,3,ip_0a69e,curl,1,0,0.0885,0.2577,0.1149,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00182,u_exp003_ctrl_000182,2023-11-07,control,control,ip_reputation,0.7754,322.73,11,3,ip_12310,legitimate_browser,0,0,0.3395,0.2833,0.3268,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00183,u_exp003_ctrl_000183,2023-09-18,control,control,rate_limiting,0.733,307.46,9,2,ip_0e5ae,unknown_bot,0,0,0.1079,0.3405,0.3231,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00184,u_exp003_ctrl_000184,2023-10-05,control,control,behavioral_analysis,0.9768,180.13,11,1,ip_17332,scrapy,1,0,0.1787,0.1294,0.2841,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00185,u_exp003_ctrl_000185,2023-10-27,control,control,captcha_fail,0.7559,118.05,12,2,ip_15a71,headless_chrome,1,1,0.3064,0.2224,0.2007,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00186,u_exp003_ctrl_000186,2023-11-04,control,control,honeypot_trigger,0.8461,194.16,4,3,ip_144a8,scrapy,1,0,0.3444,0.1251,0.382,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00187,u_exp003_ctrl_000187,2023-10-12,control,control,ml_classifier,0.9765,209.34,4,3,ip_1511e,headless_chrome,1,1,0.1276,0.3043,0.1058,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00188,u_exp003_ctrl_000188,2023-10-21,control,control,ip_reputation,0.9526,370.74,9,4,ip_15bd5,headless_chrome,1,1,0.0589,0.1075,0.1893,paid_ads,removed,likely_bot
AUDIT-EXP003-00189,u_exp003_ctrl_000189,2023-11-08,control,control,captcha_fail,0.9142,109.65,7,2,ip_098e1,python_requests,1,0,0.1581,0.2795,0.1485,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00190,u_exp003_ctrl_000190,2023-09-26,control,control,ml_classifier,0.8885,317.25,11,2,ip_07b67,unknown_bot,0,0,0.2772,0.0433,0.0975,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00191,u_exp003_ctrl_000191,2023-09-27,control,control,ml_classifier,0.8956,235.2,1,3,ip_0e40d,headless_chrome,1,1,0.4032,0.2989,0.2458,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00192,u_exp003_ctrl_000192,2023-09-19,control,control,ml_classifier,0.8333,183.19,12,4,ip_06e2f,headless_chrome,1,1,0.1038,0.2072,0.1293,email,removed,confirmed_bot
AUDIT-EXP003-00193,u_exp003_ctrl_000193,2023-11-05,control,control,ml_classifier,0.8575,111.13,7,3,ip_15f1a,headless_chrome,1,1,0.2356,0.1041,0.4104,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00194,u_exp003_ctrl_000194,2023-10-23,control,control,ip_reputation,0.9741,171.0,10,3,ip_0b11f,python_requests,1,0,0.3572,0.0577,0.3636,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00195,u_exp003_ctrl_000195,2023-09-26,control,control,ml_classifier,0.8428,376.05,3,4,ip_154bf,scrapy,1,0,0.3935,0.2538,0.2436,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00196,u_exp003_ctrl_000196,2023-10-14,control,control,rate_limiting,0.9388,351.36,6,4,ip_11a69,scrapy,1,0,0.1899,0.0311,0.2987,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00197,u_exp003_ctrl_000197,2023-09-28,control,control,behavioral_analysis,0.7532,50.97,11,1,ip_106be,headless_chrome,1,1,0.292,0.1183,0.3579,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00198,u_exp003_ctrl_000198,2023-10-24,control,control,honeypot_trigger,0.985,361.38,3,2,ip_092aa,headless_chrome,1,1,0.2074,0.2509,0.4039,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00199,u_exp003_ctrl_000199,2023-09-25,control,control,captcha_fail,0.8317,291.78,2,2,ip_0e1ee,headless_chrome,1,1,0.2619,0.0768,0.4062,direct,removed,confirmed_bot
AUDIT-EXP003-00200,u_exp003_ctrl_000200,2023-10-21,control,control,ml_classifier,0.8247,73.25,3,3,ip_03120,curl,1,0,0.3579,0.089,0.2699,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00201,u_exp003_ctrl_000201,2023-09-28,control,control,ml_classifier,0.9436,346.59,4,1,ip_0c2dc,curl,1,0,0.3969,0.0967,0.3777,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00202,u_exp003_ctrl_000202,2023-10-19,control,control,honeypot_trigger,0.869,144.81,6,3,ip_13652,headless_chrome,1,1,0.2992,0.1827,0.1064,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00203,u_exp003_ctrl_000203,2023-09-27,control,control,ml_classifier,0.8068,310.66,4,1,ip_12fd5,python_requests,1,0,0.2745,0.291,0.3832,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00204,u_exp003_ctrl_000204,2023-11-07,control,control,captcha_fail,0.891,299.51,7,3,ip_05e95,scrapy,1,0,0.376,0.0667,0.2051,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00205,u_exp003_ctrl_000205,2023-10-31,control,control,rate_limiting,0.8185,148.55,3,3,ip_0b5a4,scrapy,1,0,0.3837,0.2986,0.1828,bot_farm,flagged_pending,likely_bot
AUDIT-EXP003-00206,u_exp003_ctrl_000206,2023-11-03,control,control,ml_classifier,0.8813,305.56,4,4,ip_152d7,headless_chrome,1,1,0.321,0.0488,0.2252,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00207,u_exp003_ctrl_000207,2023-10-16,control,control,rate_limiting,0.8356,365.25,3,3,ip_172e3,unknown_bot,0,0,0.147,0.0823,0.3413,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00208,u_exp003_ctrl_000208,2023-10-03,control,control,ml_classifier,0.7718,274.93,4,1,ip_10f88,curl,1,0,0.0894,0.3122,0.3736,direct,removed,likely_bot
AUDIT-EXP003-00209,u_exp003_ctrl_000209,2023-09-16,control,control,ml_classifier,0.768,339.56,10,4,ip_1293f,headless_chrome,1,1,0.3643,0.2029,0.1736,direct,removed,confirmed_bot
AUDIT-EXP003-00210,u_exp003_ctrl_000210,2023-10-23,control,control,rate_limiting,0.9598,340.41,8,4,ip_184ba,headless_chrome,1,1,0.2321,0.2426,0.2468,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00211,u_exp003_ctrl_000211,2023-10-17,control,control,behavioral_analysis,0.9695,378.09,8,1,ip_0864d,curl,1,0,0.2029,0.1188,0.3098,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00212,u_exp003_ctrl_000212,2023-10-14,control,control,rate_limiting,0.8439,313.16,3,3,ip_15624,legitimate_browser,0,0,0.2504,0.0843,0.2724,bot_farm,removed,likely_bot
AUDIT-EXP003-00213,u_exp003_ctrl_000213,2023-10-26,control,control,captcha_fail,0.9096,265.6,1,3,ip_0f390,scrapy,1,0,0.3989,0.0346,0.3283,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00214,u_exp003_ctrl_000214,2023-09-30,control,control,captcha_fail,0.9639,255.2,12,3,ip_16d39,scrapy,1,0,0.0946,0.3478,0.232,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00215,u_exp003_ctrl_000215,2023-10-31,control,control,captcha_fail,0.9663,373.56,10,1,ip_1740b,headless_chrome,1,1,0.2407,0.211,0.2068,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00216,u_exp003_ctrl_000216,2023-10-04,control,control,ml_classifier,0.8325,227.54,2,3,ip_0d7a7,scrapy,1,0,0.4362,0.0863,0.4039,direct,flagged_pending,confirmed_bot
AUDIT-EXP003-00217,u_exp003_ctrl_000217,2023-10-24,control,control,rate_limiting,0.7381,234.77,2,1,ip_1305c,python_requests,1,0,0.2551,0.1082,0.1999,bot_farm,removed,likely_bot
AUDIT-EXP003-00218,u_exp003_ctrl_000218,2023-10-03,control,control,ml_classifier,0.9429,61.69,5,3,ip_0e678,python_requests,1,0,0.1293,0.0479,0.2334,email,removed,confirmed_bot
AUDIT-EXP003-00219,u_exp003_ctrl_000219,2023-10-19,control,control,honeypot_trigger,0.7882,317.86,1,3,ip_150b2,unknown_bot,0,0,0.0852,0.0335,0.1884,bot_farm,removed,likely_bot
AUDIT-EXP003-00220,u_exp003_ctrl_000220,2023-09-22,control,control,captcha_fail,0.7773,121.44,2,3,ip_10cdd,python_requests,1,0,0.2265,0.1651,0.0855,direct,flagged_pending,confirmed_bot
AUDIT-EXP003-00221,u_exp003_ctrl_000221,2023-10-26,control,control,ml_classifier,0.8589,272.2,10,3,ip_0c8fe,python_requests,1,0,0.2738,0.1865,0.2727,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00222,u_exp003_ctrl_000222,2023-09-30,control,control,captcha_fail,0.7601,95.91,4,3,ip_0b24d,headless_chrome,1,1,0.2174,0.2284,0.3417,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00223,u_exp003_ctrl_000223,2023-09-27,control,control,honeypot_trigger,0.8618,69.13,7,3,ip_04ee2,unknown_bot,0,0,0.3877,0.2595,0.2359,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00224,u_exp003_ctrl_000224,2023-09-30,control,control,captcha_fail,0.8552,114.45,12,4,ip_0fc56,scrapy,1,0,0.2021,0.2423,0.3828,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00225,u_exp003_ctrl_000225,2023-09-25,control,control,ml_classifier,0.7285,371.66,10,2,ip_145fe,unknown_bot,0,0,0.3305,0.2297,0.4039,direct,removed,confirmed_bot
AUDIT-EXP003-00226,u_exp003_ctrl_000226,2023-10-07,control,control,rate_limiting,0.9139,254.01,8,3,ip_15820,scrapy,1,0,0.1956,0.2667,0.4093,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00227,u_exp003_ctrl_000227,2023-11-04,control,control,captcha_fail,0.8845,315.07,1,1,ip_07366,headless_chrome,1,1,0.4237,0.343,0.368,direct,removed,confirmed_bot
AUDIT-EXP003-00228,u_exp003_ctrl_000228,2023-10-28,control,control,rate_limiting,0.9801,296.03,8,3,ip_0b88c,python_requests,1,0,0.4172,0.0203,0.3042,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00229,u_exp003_ctrl_000229,2023-10-09,control,control,captcha_fail,0.9233,376.62,11,2,ip_0909a,unknown_bot,0,0,0.0611,0.2818,0.296,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00230,u_exp003_ctrl_000230,2023-09-18,control,control,captcha_fail,0.7736,104.05,3,4,ip_113b9,unknown_bot,0,0,0.2919,0.1202,0.2301,direct,removed,confirmed_bot
AUDIT-EXP003-00231,u_exp003_ctrl_000231,2023-10-26,control,control,rate_limiting,0.7643,209.82,12,4,ip_12161,python_requests,1,0,0.2063,0.3092,0.1792,bot_farm,removed,likely_bot
AUDIT-EXP003-00232,u_exp003_ctrl_000232,2023-10-07,control,control,rate_limiting,0.7256,177.92,10,1,ip_06729,headless_chrome,1,1,0.2399,0.0806,0.3217,bot_farm,removed,likely_bot
AUDIT-EXP003-00233,u_exp003_ctrl_000233,2023-10-18,control,control,rate_limiting,0.8379,296.55,4,1,ip_07d10,headless_chrome,1,1,0.1609,0.0285,0.3934,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00234,u_exp003_ctrl_000234,2023-10-10,control,control,ml_classifier,0.9088,235.13,10,4,ip_0409d,headless_chrome,1,1,0.2184,0.3105,0.2521,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00235,u_exp003_ctrl_000235,2023-09-27,control,control,ml_classifier,0.8615,331.84,3,3,ip_1403d,headless_chrome,1,1,0.1037,0.0288,0.1515,bot_farm,quarantined,false_positive_reversed
AUDIT-EXP003-00236,u_exp003_ctrl_000236,2023-10-24,control,control,ml_classifier,0.9683,96.85,10,4,ip_0db3f,unknown_bot,0,0,0.1005,0.2989,0.1451,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00237,u_exp003_ctrl_000237,2023-09-21,control,control,ml_classifier,0.7418,235.0,3,4,ip_1370d,scrapy,1,0,0.4336,0.1711,0.2086,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00238,u_exp003_ctrl_000238,2023-10-24,control,control,honeypot_trigger,0.8647,162.92,1,4,ip_0f097,scrapy,1,0,0.0903,0.233,0.0888,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00239,u_exp003_ctrl_000239,2023-09-26,control,control,ml_classifier,0.7395,103.45,3,4,ip_1324e,headless_chrome,1,1,0.0999,0.1942,0.2873,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00240,u_exp003_ctrl_000240,2023-10-21,control,control,ml_classifier,0.7462,369.41,8,2,ip_175fd,scrapy,1,0,0.113,0.2705,0.2801,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00241,u_exp003_ctrl_000241,2023-09-25,control,control,ml_classifier,0.8631,179.59,11,4,ip_092f2,unknown_bot,0,0,0.3561,0.1304,0.1647,paid_ads,flagged_pending,likely_bot
AUDIT-EXP003-00242,u_exp003_ctrl_000242,2023-10-18,control,control,ml_classifier,0.841,206.21,5,1,ip_0c6a7,headless_chrome,1,1,0.2944,0.3318,0.3016,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00243,u_exp003_ctrl_000243,2023-10-22,control,control,ml_classifier,0.8764,118.53,10,3,ip_13a16,unknown_bot,0,0,0.0535,0.1529,0.1795,bot_farm,removed,likely_bot
AUDIT-EXP003-00244,u_exp003_ctrl_000244,2023-10-10,control,control,ml_classifier,0.7827,120.32,3,3,ip_0a795,curl,1,0,0.2775,0.3338,0.2273,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00245,u_exp003_ctrl_000245,2023-11-08,control,control,ml_classifier,0.7447,89.98,9,1,ip_0fd47,legitimate_browser,0,0,0.1563,0.0994,0.1239,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00246,u_exp003_ctrl_000246,2023-10-19,control,control,captcha_fail,0.7308,124.11,7,3,ip_1167b,scrapy,1,0,0.4472,0.1589,0.1793,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00247,u_exp003_ctrl_000247,2023-10-01,control,control,ip_reputation,0.7238,216.76,6,1,ip_17ceb,scrapy,1,0,0.4304,0.2713,0.3148,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00248,u_exp003_ctrl_000248,2023-11-01,control,control,ml_classifier,0.7952,316.56,5,1,ip_12d15,headless_chrome,1,1,0.302,0.1437,0.3322,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00249,u_exp003_ctrl_000249,2023-10-20,control,control,captcha_fail,0.895,147.65,6,1,ip_15343,headless_chrome,1,1,0.1825,0.125,0.4044,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00250,u_exp003_ctrl_000250,2023-09-17,control,control,ml_classifier,0.8663,118.81,3,4,ip_0968a,headless_chrome,1,1,0.1647,0.1187,0.2878,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00251,u_exp003_ctrl_000251,2023-10-19,control,control,ml_classifier,0.8207,301.57,11,3,ip_0c53d,headless_chrome,1,1,0.1457,0.1197,0.3363,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00252,u_exp003_ctrl_000252,2023-10-09,control,control,ip_reputation,0.9569,240.08,4,3,ip_102a1,headless_chrome,1,1,0.0949,0.1553,0.3612,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00253,u_exp003_ctrl_000253,2023-09-20,control,control,rate_limiting,0.9442,211.77,12,1,ip_0d5cd,headless_chrome,1,1,0.3578,0.1983,0.0891,social,flagged_pending,confirmed_bot
AUDIT-EXP003-00254,u_exp003_ctrl_000254,2023-09-29,control,control,rate_limiting,0.86,106.4,1,4,ip_17b8c,scrapy,1,0,0.193,0.0516,0.257,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00255,u_exp003_ctrl_000255,2023-10-13,control,control,ml_classifier,0.8057,199.65,3,2,ip_07d64,unknown_bot,0,0,0.0693,0.0383,0.372,bot_farm,removed,confirmed_bot
