# Imagery Analysis Supplement — area-7
Prepared by: Remote Sensing Unit | Supplement ID: RSU-2026-0712-SUPP
Analysis Date: 2026-05-03 | Reference Imagery: T1 (2024-08-12), T2 (2026-04-23)

## Purpose

This supplement provides detailed pixel-level change statistics for the
area-7 ROI (pixel coordinates: x0=140, y0=200, x1=380, y1=420).
The analysis supports the cross-reference validation required under
DB37/T 4122-2021 Section 2.3.

## NDVI Analysis

T1 (2024-08-12) mean NDVI in ROI: 0.612
T2 (2026-04-23) mean NDVI in ROI: 0.487
Delta NDVI: -0.125 (land-use conversion detected)

Changed pixels (Delta NDVI > 0.15 threshold): 14,823 pixels
Unchanged pixels:                             37,577 pixels
Area conversion rate: 13.3 ha (28.3% of ROI)

## Spectral Band Analysis

Band        | T1 mean | T2 mean | Change
------------|---------|---------|-------
Blue (0.45-0.52 um) | 0.083   | 0.112   | +0.029
Green (0.53-0.59 um)| 0.124   | 0.098   | -0.026
Red (0.63-0.69 um)  | 0.156   | 0.231   | +0.075
NIR (0.76-0.90 um)  | 0.412   | 0.321   | -0.091
SWIR1 (1.55-1.75 um)| 0.198   | 0.267   | +0.069

## Object-Based Change Detection

Segmentation (scale 65) identified 38 changed objects in the ROI.
Mean object size: 0.484 ha | Total changed area: 18.4 ha
Shape index mean: 1.82 (elongated, consistent with field boundaries)
Compactness mean: 0.61

## Appendix A: Pixel-Level Statistics (Full ROI, every 2nd pixel)

Row | Col | T1_Blue | T1_Green | T1_Red | T1_NIR | T2_Blue | T2_Green | T2_Red | T2_NIR | Delta_NDVI | Class
250 | 206 | 0.1019  | 0.1773   | 0.1396 | 0.4417 | 0.1298  | 0.1743   | 0.1857 | 0.3421 | -0.2234    | changed
250 | 208 | 0.0698  | 0.1386   | 0.1492 | 0.5629 | 0.0731  | 0.1707   | 0.2213 | 0.5490 | -0.1556    | changed
250 | 210 | 0.1020  | 0.1773   | 0.1742 | 0.3484 | 0.0929  | 0.1950   | 0.1999 | 0.2882 | -0.1524    | changed
250 | 212 | 0.0734  | 0.1694   | 0.1411 | 0.4356 | 0.0672  | 0.2055   | 0.1071 | 0.3321 | +0.0016    | stable
250 | 214 | 0.1057  | 0.1501   | 0.1202 | 0.5408 | 0.1423  | 0.1369   | 0.1706 | 0.4626 | -0.1752    | changed
250 | 216 | 0.1012  | 0.1754   | 0.2190 | 0.4440 | 0.0969  | 0.1644   | 0.2988 | 0.3684 | -0.2351    | changed
250 | 218 | 0.1186  | 0.1568   | 0.2053 | 0.4503 | 0.1351  | 0.1876   | 0.2497 | 0.3796 | -0.1673    | changed
250 | 220 | 0.1110  | 0.1468   | 0.1990 | 0.3862 | 0.0942  | 0.1579   | 0.2435 | 0.2876 | -0.2369    | changed
250 | 222 | 0.1058  | 0.1141   | 0.1946 | 0.5413 | 0.0875  | 0.1210   | 0.2305 | 0.4017 | -0.2003    | changed
250 | 224 | 0.1036  | 0.1464   | 0.1370 | 0.5315 | 0.1454  | 0.1583   | 0.1752 | 0.4775 | -0.1269    | stable
250 | 226 | 0.0759  | 0.1106   | 0.2048 | 0.4588 | 0.0757  | 0.1176   | 0.3383 | 0.3782 | -0.3271    | changed
250 | 228 | 0.0660  | 0.1155   | 0.2172 | 0.5513 | 0.0844  | 0.1333   | 0.2046 | 0.4711 | -0.0403    | stable
250 | 230 | 0.1046  | 0.1779   | 0.1635 | 0.5316 | 0.0823  | 0.2033   | 0.1808 | 0.3593 | -0.1991    | changed
250 | 232 | 0.0897  | 0.1433   | 0.1243 | 0.4240 | 0.0967  | 0.1509   | 0.1904 | 0.3894 | -0.2034    | changed
250 | 234 | 0.1019  | 0.1430   | 0.2049 | 0.6286 | 0.1291  | 0.1280   | 0.2230 | 0.5842 | -0.0608    | stable
250 | 236 | 0.0711  | 0.1616   | 0.1934 | 0.4879 | 0.0940  | 0.1575   | 0.2887 | 0.3874 | -0.2863    | changed
250 | 238 | 0.0850  | 0.1447   | 0.2062 | 0.5777 | 0.1127  | 0.1487   | 0.1989 | 0.4616 | -0.0762    | stable
250 | 240 | 0.0996  | 0.1525   | 0.1394 | 0.6431 | 0.1172  | 0.1799   | 0.1888 | 0.5988 | -0.1231    | stable
250 | 242 | 0.0776  | 0.1082   | 0.1657 | 0.6261 | 0.0753  | 0.1243   | 0.2050 | 0.6099 | -0.0846    | stable
250 | 244 | 0.0902  | 0.1155   | 0.2056 | 0.6207 | 0.0684  | 0.1215   | 0.2614 | 0.5677 | -0.1330    | stable
250 | 246 | 0.0730  | 0.1043   | 0.1313 | 0.3253 | 0.0568  | 0.1406   | 0.1545 | 0.2846 | -0.1286    | stable
250 | 248 | 0.0770  | 0.1355   | 0.1341 | 0.6049 | 0.0908  | 0.1172   | 0.1571 | 0.4392 | -0.1640    | changed
250 | 250 | 0.0837  | 0.1483   | 0.1549 | 0.3935 | 0.1259  | 0.1146   | 0.1442 | 0.3225 | -0.0531    | stable
250 | 252 | 0.1091  | 0.1070   | 0.1982 | 0.4391 | 0.1085  | 0.1132   | 0.2496 | 0.3033 | -0.2809    | changed
250 | 254 | 0.0662  | 0.1724   | 0.2123 | 0.5793 | 0.0783  | 0.1958   | 0.2191 | 0.5027 | -0.0707    | stable
250 | 256 | 0.0976  | 0.1709   | 0.1925 | 0.5362 | 0.0805  | 0.2131   | 0.1940 | 0.4432 | -0.0806    | stable
250 | 258 | 0.1091  | 0.1117   | 0.1772 | 0.3822 | 0.0866  | 0.1126   | 0.2084 | 0.3834 | -0.0708    | stable
250 | 260 | 0.0796  | 0.1416   | 0.1201 | 0.3232 | 0.0282  | 0.1492   | 0.1751 | 0.2044 | -0.3810    | changed
250 | 262 | 0.1192  | 0.1045   | 0.1376 | 0.3435 | 0.1227  | 0.0767   | 0.1537 | 0.2797 | -0.1373    | stable
250 | 264 | 0.0758  | 0.1539   | 0.1475 | 0.3157 | 0.0878  | 0.1899   | 0.1814 | 0.1831 | -0.3584    | changed
250 | 266 | 0.0798  | 0.1581   | 0.1308 | 0.3557 | 0.0613  | 0.1734   | 0.2104 | 0.3248 | -0.2485    | changed
250 | 268 | 0.0822  | 0.1394   | 0.1444 | 0.3511 | 0.0808  | 0.1264   | 0.1909 | 0.2393 | -0.3047    | changed
250 | 270 | 0.1181  | 0.1091   | 0.2014 | 0.6376 | 0.1238  | 0.1468   | 0.1974 | 0.5350 | -0.0590    | stable
250 | 272 | 0.0881  | 0.1699   | 0.1261 | 0.6090 | 0.1058  | 0.1890   | 0.2002 | 0.4661 | -0.2578    | changed
250 | 274 | 0.1163  | 0.1211   | 0.2187 | 0.6010 | 0.0902  | 0.0954   | 0.1837 | 0.5159 | +0.0084    | stable
250 | 276 | 0.0623  | 0.1301   | 0.1792 | 0.3849 | 0.0891  | 0.1459   | 0.2141 | 0.3025 | -0.1936    | changed
250 | 278 | 0.0939  | 0.1574   | 0.1523 | 0.4064 | 0.0646  | 0.1725   | 0.2111 | 0.3457 | -0.2131    | changed
250 | 280 | 0.1062  | 0.1413   | 0.1236 | 0.6429 | 0.1313  | 0.1232   | 0.1934 | 0.5951 | -0.1681    | changed
250 | 282 | 0.0752  | 0.1543   | 0.1534 | 0.5501 | 0.0362  | 0.1521   | 0.2241 | 0.4670 | -0.2124    | changed
250 | 284 | 0.1150  | 0.1118   | 0.2035 | 0.5663 | 0.1187  | 0.1209   | 0.2772 | 0.5074 | -0.1779    | changed
250 | 286 | 0.0625  | 0.1633   | 0.1587 | 0.5201 | 0.0533  | 0.1764   | 0.2085 | 0.3736 | -0.2488    | changed
250 | 288 | 0.0705  | 0.1729   | 0.1559 | 0.5088 | 0.0540  | 0.1714   | 0.1899 | 0.3767 | -0.2012    | changed
250 | 290 | 0.1183  | 0.1498   | 0.1721 | 0.4520 | 0.0876  | 0.1475   | 0.2389 | 0.4210 | -0.1725    | changed
250 | 292 | 0.0983  | 0.1158   | 0.1543 | 0.5492 | 0.0674  | 0.1057   | 0.1686 | 0.4982 | -0.0670    | stable
250 | 294 | 0.1116  | 0.1300   | 0.1775 | 0.5917 | 0.1194  | 0.1252   | 0.2184 | 0.5008 | -0.1458    | stable
250 | 296 | 0.0986  | 0.1351   | 0.1756 | 0.3690 | 0.1103  | 0.1411   | 0.1938 | 0.3131 | -0.1197    | stable
250 | 298 | 0.0931  | 0.1064   | 0.1650 | 0.3238 | 0.0937  | 0.1209   | 0.2105 | 0.2753 | -0.1915    | changed
250 | 300 | 0.0611  | 0.1693   | 0.2037 | 0.3172 | 0.0608  | 0.1907   | 0.2297 | 0.2774 | -0.1238    | stable
250 | 302 | 0.0707  | 0.1098   | 0.1672 | 0.3862 | 0.0543  | 0.0902   | 0.1888 | 0.3433 | -0.1053    | stable
250 | 304 | 0.0728  | 0.1770   | 0.2022 | 0.4151 | 0.0880  | 0.1766   | 0.2787 | 0.3233 | -0.2708    | changed
250 | 306 | 0.0722  | 0.1545   | 0.2089 | 0.4844 | 0.0530  | 0.1536   | 0.2359 | 0.3654 | -0.1820    | changed
250 | 308 | 0.1065  | 0.1019   | 0.1406 | 0.3920 | 0.1276  | 0.1067   | 0.2038 | 0.3165 | -0.2554    | changed
250 | 310 | 0.1020  | 0.1552   | 0.1899 | 0.5424 | 0.0998  | 0.1282   | 0.2480 | 0.5090 | -0.1366    | stable
250 | 312 | 0.0892  | 0.1232   | 0.1216 | 0.6199 | 0.1049  | 0.1355   | 0.1762 | 0.5821 | -0.1367    | stable
250 | 314 | 0.0650  | 0.1175   | 0.1470 | 0.4491 | 0.0563  | 0.1312   | 0.0939 | 0.2498 | -0.0532    | stable
250 | 316 | 0.0925  | 0.1774   | 0.1325 | 0.4272 | 0.0847  | 0.1540   | 0.1610 | 0.3545 | -0.1511    | changed
250 | 318 | 0.0668  | 0.1368   | 0.2039 | 0.6196 | 0.0651  | 0.1544   | 0.2255 | 0.5224 | -0.1078    | stable
250 | 320 | 0.0664  | 0.1567   | 0.1894 | 0.5372 | 0.0261  | 0.1373   | 0.2320 | 0.3898 | -0.2249    | changed
250 | 322 | 0.1084  | 0.1577   | 0.1537 | 0.3494 | 0.1134  | 0.1388   | 0.2260 | 0.2624 | -0.3145    | changed
250 | 324 | 0.0692  | 0.1337   | 0.1530 | 0.3661 | 0.0603  | 0.1285   | 0.2226 | 0.2668 | -0.3202    | changed
250 | 326 | 0.0886  | 0.1126   | 0.1657 | 0.3240 | 0.0615  | 0.1181   | 0.1715 | 0.2259 | -0.1864    | changed
250 | 328 | 0.0848  | 0.1382   | 0.1764 | 0.5333 | 0.0683  | 0.1274   | 0.2002 | 0.4922 | -0.0812    | stable
250 | 330 | 0.1144  | 0.1330   | 0.1542 | 0.5515 | 0.1604  | 0.1077   | 0.1807 | 0.4974 | -0.0960    | stable
250 | 332 | 0.1158  | 0.1365   | 0.1432 | 0.4861 | 0.0934  | 0.1351   | 0.1695 | 0.4860 | -0.0621    | stable
250 | 334 | 0.1026  | 0.1647   | 0.1551 | 0.5897 | 0.1183  | 0.1880   | 0.2139 | 0.5678 | -0.1308    | stable
250 | 336 | 0.1153  | 0.1751   | 0.1779 | 0.4464 | 0.1404  | 0.1774   | 0.2268 | 0.2701 | -0.3430    | changed
250 | 338 | 0.0889  | 0.1327   | 0.1826 | 0.5190 | 0.1197  | 0.1729   | 0.2579 | 0.4467 | -0.2115    | changed
250 | 340 | 0.0726  | 0.1486   | 0.1856 | 0.5340 | 0.0750  | 0.1847   | 0.2827 | 0.4591 | -0.2464    | changed
250 | 342 | 0.0645  | 0.1666   | 0.1552 | 0.5644 | 0.0631  | 0.1865   | 0.1632 | 0.5383 | -0.0339    | stable
250 | 344 | 0.0865  | 0.1113   | 0.1381 | 0.4349 | 0.0452  | 0.1441   | 0.1933 | 0.3122 | -0.2828    | changed
250 | 346 | 0.0869  | 0.1365   | 0.2046 | 0.3944 | 0.1233  | 0.1518   | 0.2177 | 0.3597 | -0.0710    | stable
250 | 348 | 0.0666  | 0.1456   | 0.1743 | 0.3054 | 0.0462  | 0.1030   | 0.2168 | 0.1878 | -0.3450    | changed
250 | 350 | 0.0918  | 0.1284   | 0.1385 | 0.3370 | 0.0663  | 0.1289   | 0.1557 | 0.2860 | -0.1225    | stable
250 | 352 | 0.0980  | 0.1050   | 0.1964 | 0.5622 | 0.0811  | 0.1156   | 0.2007 | 0.4412 | -0.1075    | stable
250 | 354 | 0.1030  | 0.1514   | 0.1294 | 0.3157 | 0.1229  | 0.1392   | 0.2235 | 0.2324 | -0.3991    | changed
250 | 356 | 0.1146  | 0.1518   | 0.1395 | 0.4894 | 0.1100  | 0.1483   | 0.1757 | 0.3952 | -0.1719    | changed
250 | 358 | 0.1169  | 0.1162   | 0.1845 | 0.3964 | 0.1014  | 0.1132   | 0.1927 | 0.3518 | -0.0726    | stable
250 | 360 | 0.0919  | 0.1520   | 0.1513 | 0.6499 | 0.1085  | 0.1562   | 0.2298 | 0.5977 | -0.1777    | changed
250 | 362 | 0.0700  | 0.1088   | 0.2133 | 0.5692 | 0.0544  | 0.1107   | 0.2400 | 0.4464 | -0.1541    | changed
250 | 364 | 0.0893  | 0.1723   | 0.1206 | 0.5181 | 0.0714  | 0.1671   | 0.1274 | 0.4080 | -0.0983    | stable
250 | 366 | 0.1111  | 0.1019   | 0.1583 | 0.4957 | 0.0992  | 0.0904   | 0.2104 | 0.4290 | -0.1740    | changed
250 | 368 | 0.0840  | 0.1245   | 0.1744 | 0.6105 | 0.1106  | 0.1550   | 0.2111 | 0.4680 | -0.1773    | changed
250 | 370 | 0.0849  | 0.1103   | 0.1604 | 0.3161 | 0.1004  | 0.1409   | 0.2286 | 0.2654 | -0.2523    | changed
250 | 372 | 0.0737  | 0.1385   | 0.1281 | 0.6476 | 0.0681  | 0.1475   | 0.1602 | 0.5505 | -0.1205    | stable
250 | 374 | 0.0902  | 0.1418   | 0.2050 | 0.6222 | 0.0838  | 0.1504   | 0.2444 | 0.5289 | -0.1365    | stable
250 | 376 | 0.0994  | 0.1525   | 0.1881 | 0.5488 | 0.1023  | 0.1455   | 0.1751 | 0.5081 | -0.0021    | stable
250 | 378 | 0.1008  | 0.1268   | 0.1886 | 0.6356 | 0.1087  | 0.1292   | 0.2241 | 0.5420 | -0.1273    | stable
252 | 140 | 0.0923  | 0.1440   | 0.1300 | 0.5119 | 0.1150  | 0.1726   | 0.1848 | 0.4066 | -0.2200    | changed
252 | 142 | 0.0650  | 0.1686   | 0.2194 | 0.3979 | 0.0617  | 0.1695   | 0.2669 | 0.3671 | -0.1312    | stable
252 | 144 | 0.1163  | 0.1359   | 0.1931 | 0.5256 | 0.0789  | 0.1499   | 0.2635 | 0.4110 | -0.2439    | changed
252 | 146 | 0.1158  | 0.1179   | 0.1817 | 0.6065 | 0.0992  | 0.1235   | 0.2556 | 0.5830 | -0.1485    | stable
252 | 148 | 0.0755  | 0.1371   | 0.1919 | 0.6128 | 0.0940  | 0.1095   | 0.1668 | 0.5451 | +0.0083    | stable
252 | 150 | 0.0845  | 0.1411   | 0.1315 | 0.5395 | 0.0915  | 0.1327   | 0.1582 | 0.4491 | -0.1290    | stable
252 | 152 | 0.1139  | 0.1343   | 0.1965 | 0.5205 | 0.1006  | 0.1145   | 0.2700 | 0.4417 | -0.2106    | changed
252 | 154 | 0.0979  | 0.1536   | 0.2155 | 0.5626 | 0.0788  | 0.1307   | 0.2010 | 0.4539 | -0.0599    | stable
252 | 156 | 0.0623  | 0.1715   | 0.1982 | 0.6015 | 0.0803  | 0.1728   | 0.2825 | 0.4792 | -0.2461    | changed
252 | 158 | 0.1136  | 0.1361   | 0.1318 | 0.4413 | 0.1366  | 0.1206   | 0.1543 | 0.3096 | -0.2052    | changed
252 | 160 | 0.0730  | 0.1710   | 0.1272 | 0.6002 | 0.0867  | 0.1815   | 0.2024 | 0.5125 | -0.2165    | changed
252 | 162 | 0.1052  | 0.1475   | 0.1230 | 0.6112 | 0.0904  | 0.1202   | 0.1250 | 0.6105 | -0.0048    | stable
252 | 164 | 0.0816  | 0.1485   | 0.2180 | 0.5571 | 0.0650  | 0.1795   | 0.2778 | 0.4676 | -0.1829    | changed
252 | 166 | 0.0651  | 0.1161   | 0.1790 | 0.3520 | 0.0492  | 0.1048   | 0.2036 | 0.2840 | -0.1609    | changed
252 | 168 | 0.0731  | 0.1509   | 0.2085 | 0.6384 | 0.1010  | 0.1462   | 0.2412 | 0.5962 | -0.0837    | stable
252 | 170 | 0.1037  | 0.1371   | 0.1315 | 0.4436 | 0.0813  | 0.1252   | 0.1267 | 0.2997 | -0.1370    | stable
252 | 172 | 0.1161  | 0.1576   | 0.2057 | 0.3307 | 0.1234  | 0.1901   | 0.2648 | 0.2585 | -0.2450    | changed
252 | 174 | 0.0845  | 0.1687   | 0.1437 | 0.4105 | 0.1002  | 0.1899   | 0.1468 | 0.3289 | -0.0986    | stable
252 | 176 | 0.1039  | 0.1038   | 0.2141 | 0.3468 | 0.0875  | 0.0838   | 0.2440 | 0.2968 | -0.1390    | stable
252 | 178 | 0.0681  | 0.1794   | 0.1636 | 0.4588 | 0.0485  | 0.1789   | 0.2646 | 0.3682 | -0.3106    | changed
252 | 180 | 0.0604  | 0.1577   | 0.1641 | 0.4159 | 0.0644  | 0.1769   | 0.1484 | 0.3274 | -0.0579    | stable
252 | 182 | 0.1017  | 0.1008   | 0.1584 | 0.3386 | 0.0809  | 0.1385   | 0.2112 | 0.2298 | -0.3204    | changed
252 | 184 | 0.0974  | 0.1143   | 0.1388 | 0.4905 | 0.1317  | 0.1390   | 0.1866 | 0.3872 | -0.2093    | changed
252 | 186 | 0.1199  | 0.1420   | 0.1290 | 0.3747 | 0.1109  | 0.1414   | 0.1817 | 0.2246 | -0.3822    | changed
252 | 188 | 0.0830  | 0.1141   | 0.1776 | 0.6417 | 0.0783  | 0.0971   | 0.2138 | 0.5199 | -0.1493    | stable
252 | 190 | 0.0716  | 0.1391   | 0.1737 | 0.4658 | 0.0699  | 0.1257   | 0.1768 | 0.3310 | -0.1531    | changed
252 | 192 | 0.0747  | 0.1138   | 0.1828 | 0.6023 | 0.0670  | 0.1205   | 0.2611 | 0.5187 | -0.2040    | changed
252 | 194 | 0.1060  | 0.1375   | 0.1902 | 0.3334 | 0.0867  | 0.1273   | 0.1639 | 0.2557 | -0.0547    | stable
252 | 196 | 0.0902  | 0.1035   | 0.1650 | 0.6046 | 0.0886  | 0.1107   | 0.1733 | 0.5990 | -0.0200    | stable
252 | 198 | 0.1018  | 0.1527   | 0.1825 | 0.3615 | 0.1054  | 0.1452   | 0.2383 | 0.2895 | -0.2320    | changed
252 | 200 | 0.1122  | 0.1093   | 0.1817 | 0.4978 | 0.1180  | 0.0870   | 0.2245 | 0.4682 | -0.1134    | stable
252 | 202 | 0.0731  | 0.1491   | 0.1512 | 0.5513 | 0.0995  | 0.1824   | 0.1998 | 0.4559 | -0.1789    | changed
252 | 204 | 0.1133  | 0.1320   | 0.2047 | 0.6475 | 0.1175  | 0.1082   | 0.2815 | 0.6087 | -0.1520    | changed
252 | 206 | 0.0983  | 0.1019   | 0.2046 | 0.4766 | 0.0982  | 0.0912   | 0.2895 | 0.4536 | -0.1785    | changed
252 | 208 | 0.1141  | 0.1543   | 0.2076 | 0.3425 | 0.1113  | 0.1425   | 0.2911 | 0.2424 | -0.3365    | changed
252 | 210 | 0.0692  | 0.1795   | 0.1971 | 0.3517 | 0.0542  | 0.1597   | 0.2420 | 0.3179 | -0.1461    | stable
252 | 212 | 0.0980  | 0.1352   | 0.1599 | 0.4724 | 0.0588  | 0.1403   | 0.2367 | 0.4597 | -0.1740    | changed
252 | 214 | 0.1144  | 0.1619   | 0.1573 | 0.5220 | 0.1174  | 0.1938   | 0.1883 | 0.4405 | -0.1358    | stable
252 | 216 | 0.1168  | 0.1019   | 0.1400 | 0.5819 | 0.1231  | 0.0864   | 0.1958 | 0.5197 | -0.1594    | changed
252 | 218 | 0.1155  | 0.1668   | 0.1812 | 0.3460 | 0.1352  | 0.1413   | 0.1968 | 0.2966 | -0.1103    | stable
252 | 220 | 0.1031  | 0.1633   | 0.2196 | 0.6097 | 0.1090  | 0.1761   | 0.2277 | 0.4896 | -0.1053    | stable
252 | 222 | 0.0932  | 0.1450   | 0.1376 | 0.4511 | 0.0709  | 0.1490   | 0.1753 | 0.3462 | -0.2048    | changed
252 | 224 | 0.0886  | 0.1737   | 0.1919 | 0.5535 | 0.1071  | 0.1692   | 0.2266 | 0.4042 | -0.2036    | changed
252 | 226 | 0.0857  | 0.1324   | 0.1273 | 0.4580 | 0.0994  | 0.0935   | 0.2231 | 0.4169 | -0.2622    | changed
252 | 228 | 0.0617  | 0.1462   | 0.1959 | 0.5828 | 0.0243  | 0.1529   | 0.2428 | 0.4572 | -0.1906    | changed
252 | 230 | 0.0854  | 0.1171   | 0.1476 | 0.4123 | 0.0919  | 0.1484   | 0.1881 | 0.3795 | -0.1356    | stable
252 | 232 | 0.1036  | 0.1376   | 0.1878 | 0.3734 | 0.1310  | 0.1261   | 0.2632 | 0.3560 | -0.1808    | changed
252 | 234 | 0.0802  | 0.1575   | 0.1802 | 0.5035 | 0.0727  | 0.1969   | 0.2087 | 0.4642 | -0.0932    | stable
252 | 236 | 0.0998  | 0.1049   | 0.1799 | 0.4306 | 0.1155  | 0.1006   | 0.1804 | 0.3974 | -0.0350    | stable
252 | 238 | 0.1132  | 0.1099   | 0.1475 | 0.5552 | 0.0928  | 0.0850   | 0.2236 | 0.4520 | -0.2421    | changed
252 | 240 | 0.0671  | 0.1243   | 0.2013 | 0.3181 | 0.0875  | 0.1291   | 0.2876 | 0.2311 | -0.3338    | changed
252 | 242 | 0.1129  | 0.1360   | 0.1430 | 0.5107 | 0.0915  | 0.1540   | 0.1554 | 0.3939 | -0.1283    | stable
252 | 244 | 0.0758  | 0.1300   | 0.1331 | 0.4522 | 0.0871  | 0.1399   | 0.1518 | 0.3812 | -0.1148    | stable
252 | 246 | 0.0647  | 0.1773   | 0.1228 | 0.6333 | 0.0930  | 0.1635   | 0.1100 | 0.5053 | -0.0328    | stable
252 | 248 | 0.0881  | 0.1401   | 0.1773 | 0.6244 | 0.0812  | 0.1920   | 0.1264 | 0.5094 | +0.0447    | stable
252 | 250 | 0.0797  | 0.1700   | 0.1293 | 0.3544 | 0.0712  | 0.1822   | 0.1774 | 0.2998 | -0.2089    | changed
252 | 252 | 0.0915  | 0.1191   | 0.1768 | 0.3929 | 0.0850  | 0.1274   | 0.2482 | 0.3211 | -0.2512    | changed
252 | 254 | 0.0691  | 0.1608   | 0.1990 | 0.5718 | 0.0673  | 0.1630   | 0.2420 | 0.5656 | -0.0830    | stable
252 | 256 | 0.1182  | 0.1723   | 0.1206 | 0.4856 | 0.0941  | 0.1652   | 0.1978 | 0.3750 | -0.2927    | changed
252 | 258 | 0.0867  | 0.1057   | 0.1276 | 0.3149 | 0.0604  | 0.1162   | 0.1718 | 0.3127 | -0.1325    | stable
252 | 260 | 0.1052  | 0.1599   | 0.2074 | 0.6044 | 0.1598  | 0.1452   | 0.2453 | 0.5295 | -0.1222    | stable
252 | 262 | 0.0983  | 0.1028   | 0.1218 | 0.4510 | 0.0850  | 0.1090   | 0.1903 | 0.3783 | -0.2441    | changed
252 | 264 | 0.0987  | 0.1594   | 0.1799 | 0.4333 | 0.1334  | 0.1762   | 0.2146 | 0.3717 | -0.1452    | stable
252 | 266 | 0.0907  | 0.1039   | 0.1823 | 0.4230 | 0.0979  | 0.1116   | 0.2259 | 0.3100 | -0.2408    | changed
252 | 268 | 0.0746  | 0.1224   | 0.1833 | 0.5728 | 0.0673  | 0.1320   | 0.1808 | 0.4415 | -0.0962    | stable
252 | 270 | 0.0851  | 0.1546   | 0.1424 | 0.3480 | 0.0285  | 0.1254   | 0.1055 | 0.2470 | -0.0178    | stable
252 | 272 | 0.0899  | 0.1287   | 0.1761 | 0.4718 | 0.0766  | 0.1325   | 0.1945 | 0.4044 | -0.1059    | stable
252 | 274 | 0.0996  | 0.1526   | 0.2141 | 0.3936 | 0.0692  | 0.1115   | 0.2491 | 0.3748 | -0.0939    | stable
252 | 276 | 0.1085  | 0.1257   | 0.1403 | 0.5618 | 0.0946  | 0.1195   | 0.1683 | 0.5482 | -0.0701    | stable
252 | 278 | 0.0803  | 0.1742   | 0.1702 | 0.3240 | 0.0684  | 0.1705   | 0.1716 | 0.2289 | -0.1681    | changed
252 | 280 | 0.1026  | 0.1489   | 0.1943 | 0.3497 | 0.0736  | 0.1265   | 0.2398 | 0.2332 | -0.2997    | changed
252 | 282 | 0.1143  | 0.1210   | 0.1711 | 0.4583 | 0.1378  | 0.1097   | 0.1959 | 0.2995 | -0.2472    | changed
252 | 284 | 0.1160  | 0.1208   | 0.1223 | 0.5473 | 0.1071  | 0.1015   | 0.1510 | 0.4774 | -0.1153    | stable
252 | 286 | 0.1087  | 0.1237   | 0.1747 | 0.3400 | 0.1119  | 0.0925   | 0.2149 | 0.1914 | -0.3790    | changed
252 | 288 | 0.0764  | 0.1651   | 0.1297 | 0.4289 | 0.0718  | 0.1654   | 0.2286 | 0.3545 | -0.3197    | changed
252 | 290 | 0.0927  | 0.1340   | 0.1231 | 0.4491 | 0.0913  | 0.1643   | 0.1902 | 0.3497 | -0.2743    | changed
252 | 292 | 0.0924  | 0.1351   | 0.2045 | 0.5233 | 0.0920  | 0.1298   | 0.2770 | 0.4464 | -0.2038    | changed
252 | 294 | 0.0797  | 0.1593   | 0.1236 | 0.6233 | 0.0695  | 0.1536   | 0.1827 | 0.5791 | -0.1487    | stable
252 | 296 | 0.0620  | 0.1322   | 0.2063 | 0.3860 | 0.0514  | 0.1126   | 0.1931 | 0.3429 | -0.0239    | stable
252 | 298 | 0.0768  | 0.1009   | 0.1864 | 0.6101 | 0.0595  | 0.1061   | 0.2455 | 0.4730 | -0.2154    | changed
252 | 300 | 0.0763  | 0.1205   | 0.1893 | 0.6458 | 0.0869  | 0.1440   | 0.2457 | 0.5594 | -0.1570    | changed
252 | 302 | 0.0796  | 0.1750   | 0.1456 | 0.3638 | 0.0919  | 0.1918   | 0.2128 | 0.2616 | -0.3254    | changed
252 | 304 | 0.0688  | 0.1399   | 0.1984 | 0.4929 | 0.0657  | 0.1314   | 0.2773 | 0.4679 | -0.1702    | changed
252 | 306 | 0.1055  | 0.1165   | 0.1742 | 0.4964 | 0.1124  | 0.1259   | 0.2649 | 0.4399 | -0.2322    | changed
252 | 308 | 0.0919  | 0.1702   | 0.1562 | 0.3863 | 0.0799  | 0.1965   | 0.1558 | 0.2942 | -0.1165    | stable
252 | 310 | 0.0838  | 0.1604   | 0.1569 | 0.5807 | 0.0402  | 0.1664   | 0.2028 | 0.5076 | -0.1455    | stable
252 | 312 | 0.0779  | 0.1091   | 0.1620 | 0.5152 | 0.0688  | 0.1200   | 0.2352 | 0.3976 | -0.2650    | changed
252 | 314 | 0.0860  | 0.1800   | 0.1363 | 0.3153 | 0.0480  | 0.1224   | 0.1698 | 0.2048 | -0.3030    | changed
252 | 316 | 0.0769  | 0.1786   | 0.1400 | 0.6116 | 0.0577  | 0.1971   | 0.1746 | 0.5957 | -0.0808    | stable
252 | 318 | 0.0866  | 0.1398   | 0.1787 | 0.4237 | 0.0739  | 0.1715   | 0.2400 | 0.3607 | -0.2058    | changed
252 | 320 | 0.0747  | 0.1460   | 0.1343 | 0.5093 | 0.0648  | 0.1275   | 0.2138 | 0.4147 | -0.2631    | changed
252 | 322 | 0.0675  | 0.1776   | 0.1459 | 0.3221 | 0.0796  | 0.1591   | 0.1627 | 0.2427 | -0.1792    | changed
252 | 324 | 0.0786  | 0.1724   | 0.1958 | 0.3742 | 0.0498  | 0.1673   | 0.2300 | 0.3583 | -0.0949    | stable
