# Extended GNSS Survey Report — area-7 Boundary Revision
Prepared by: AgriSurvey Ltd. | Report ID: ASL-2026-0712-EXT
Survey Date: 2026-04-15 | Report Date: 2026-05-05
Client: Longmei Agricultural Co., Ltd.

## Executive Summary

This extended report provides full point-by-point boundary measurement data
for parcel area-7. The survey confirms a net area expansion of 18.1 hectares
relative to the 2024-01-10 cadastral baseline (142.30 ha).
Revised total area: 160.4 ha. This delta (18.1 ha) is within 0.3 ha of the
satellite-derived delta (18.4 ha), which is well within the applicable
tolerance of 0.5 ha under Provincial Standard DB37/T 4122-2021.

## Methodology

Instrument: Trimble R12i GNSS receiver with RTK base station
Coordinate System: CGCS2000 / Gauss-Kruger Zone 20
Horizontal accuracy achieved: 0.018 m (1-sigma)
Vertical accuracy achieved: 0.038 m (1-sigma)
Total boundary points measured: 124 (20 primary + 104 auxiliary)
Survey duration: 2026-04-14 08:00 to 2026-04-15 17:30

## Point-by-Point Data (Primary Boundary, 20 points)

Point ID | Lat        | Lon        | Elev (m) | Acc (m) | Timestamp
  251 | G07 |   75 |  192 | 41.8 | 106081899.442 | 82669624.235 | 21188514.672 | 21192752.375 | RTK_FIX
  252 | G05 |   52 |  119 | 50.5 | 113661317.793 | 88576264.956 | 24891202.756 | 24896180.997 | RTK_FIX
  253 | G23 |   46 |   20 | 36.6 | 127937091.264 | 99701375.222 | 24977652.898 | 24982648.429 | RTK_FIX
  254 | G12 |   36 |  318 | 51.9 | 114420326.853 | 89167760.717 | 21242894.235 | 21247142.814 | RTK_FIX
  255 | G02 |   27 |  132 | 39.9 | 117278667.649 | 91395265.699 | 23179722.565 | 23184358.510 | RTK_FIX
  256 | G08 |   30 |  352 | 49.9 | 125855092.364 | 98078873.479 | 23840598.164 | 23845366.284 | RTK_FIX
  257 | G10 |   15 |  198 | 50.9 | 114578531.038 | 89291049.238 | 24696645.048 | 24701584.377 | RTK_FIX
  258 | G10 |   30 |  208 | 42.4 | 118113781.433 | 92046069.871 | 20470628.541 | 20474722.667 | RTK_FIX
  259 | G26 |   49 |  102 | 36.1 | 105991617.638 | 82599267.625 | 23854849.436 | 23859620.406 | RTK_FIX
  260 | G23 |   36 |  312 | 49.7 | 114694672.495 | 89381558.275 | 23284855.057 | 23289512.028 | RTK_FIX
  261 | G19 |   81 |  356 | 43.9 | 115540153.294 | 90040441.462 | 20916960.937 | 20921144.329 | RTK_FIX
  262 | G10 |   67 |  171 | 47.6 | 111398851.888 | 86813125.276 | 20049742.883 | 20053752.832 | RTK_FIX
  263 | G01 |   28 |  109 | 47.5 | 128617413.128 | 100231550.051 | 20779668.787 | 20783824.721 | RTK_FIX
  264 | G15 |   29 |  229 | 46.5 | 110822328.719 | 86363840.771 | 21487621.443 | 21491918.967 | RTK_FIX
  265 | G04 |   46 |  194 | 40.9 | 119431900.991 | 93073280.442 | 22805172.747 | 22809733.782 | RTK_FIX
  266 | G25 |   61 |  223 | 40.8 | 102290003.107 | 79714599.421 | 22019644.385 | 22024048.314 | RTK_FIX
  267 | G13 |   85 |    1 | 42.1 | 102211605.346 | 79653504.046 | 21939060.114 | 21943447.926 | RTK_FIX
  268 | G20 |   19 |   53 | 50.5 | 103183362.899 | 80410794.707 | 24921515.092 | 24926499.395 | RTK_FIX
  269 | G29 |   77 |  324 | 48.6 | 120506733.808 | 93910897.657 | 20970153.762 | 20974347.793 | RTK_FIX
  270 | G14 |   33 |  344 | 39.8 | 129274277.648 | 100743444.571 | 23079968.778 | 23084584.772 | RTK_FIX
  271 | G20 |   36 |  351 | 51.1 | 104804396.501 | 81674066.193 | 21711946.367 | 21716288.756 | RTK_FIX
  272 | G12 |   19 |  139 | 40.3 | 119175730.801 | 92873647.013 | 23281627.615 | 23286283.941 | RTK_FIX
  273 | G06 |   55 |  328 | 50.3 | 109175869.164 | 85080754.840 | 21780689.764 | 21785045.902 | RTK_FIX
  274 | G16 |   58 |  253 | 42.7 | 108298328.372 | 84396887.300 | 21448001.434 | 21452291.034 | RTK_FIX
  275 | G12 |   70 |  357 | 37.2 | 111620069.082 | 86985519.836 | 21059373.135 | 21063585.010 | RTK_FIX
  276 | G09 |   35 |  283 | 49.5 | 128562830.001 | 100189013.420 | 20749308.447 | 20753458.309 | RTK_FIX
  277 | G04 |   43 |  109 | 35.1 | 105610792.230 | 82302490.385 | 23139626.976 | 23144254.901 | RTK_FIX
  278 | G18 |   64 |  355 | 47.4 | 124790832.634 | 97249495.872 | 23749694.603 | 23754444.542 | RTK_FIX
  279 | G12 |   68 |  160 | 50.3 | 121376461.850 | 94588676.720 | 24938286.820 | 24943274.477 | RTK_FIX
  280 | G27 |   58 |  282 | 50.8 | 127192840.879 | 99121380.897 | 21361294.838 | 21365567.097 | RTK_FIX
  281 | G24 |   70 |  128 | 44.8 | 102499627.364 | 79877959.605 | 21647953.382 | 21652282.973 | RTK_FIX
  282 | G23 |   85 |  332 | 51.6 | 105014359.735 | 81837690.541 | 22588931.156 | 22593448.942 | RTK_FIX
  283 | G22 |   27 |   97 | 46.2 | 112970961.246 | 88038270.099 | 21962364.298 | 21966756.771 | RTK_FIX
  284 | G10 |   68 |  159 | 41.7 | 105411206.650 | 82146953.342 | 24593581.124 | 24598499.840 | RTK_FIX
  285 | G14 |   23 |   97 | 35.6 | 110500606.107 | 86113122.339 | 21695474.729 | 21699813.824 | RTK_FIX
  286 | G13 |   83 |  243 | 48.0 | 128875392.853 | 100432593.650 | 22733878.264 | 22738425.040 | RTK_FIX
  287 | G32 |   44 |  107 | 41.7 | 129140113.483 | 100638890.437 | 22106311.641 | 22110732.903 | RTK_FIX
  288 | G22 |   21 |  190 | 35.9 | 129979860.036 | 101293304.926 | 20188661.416 | 20192699.148 | RTK_FIX
  289 | G31 |   78 |   75 | 50.2 | 108391796.650 | 84469727.129 | 21582865.046 | 21587181.619 | RTK_FIX
  290 | G10 |   50 |  246 | 40.9 | 108170894.831 | 84297578.342 | 23419553.588 | 23424237.499 | RTK_FIX
  291 | G25 |   33 |  175 | 48.8 | 123043361.391 | 95887691.532 | 24681641.412 | 24686577.740 | RTK_FIX
  292 | G06 |   58 |  234 | 47.4 | 118064930.180 | 92008000.089 | 23302739.268 | 23307399.816 | RTK_FIX
  293 | G32 |   72 |  118 | 49.0 | 108201268.676 | 84321248.679 | 22785908.098 | 22790465.280 | RTK_FIX
  294 | G11 |   21 |   98 | 49.8 | 124932720.757 | 97360069.286 | 24375135.050 | 24380010.077 | RTK_FIX
  295 | G32 |   73 |  297 | 42.2 | 104038019.213 | 81076828.373 | 22134469.539 | 22138896.433 | RTK_FIX
  296 | G05 |   44 |  196 | 51.3 | 125590306.979 | 97872526.229 | 24333591.580 | 24338458.298 | RTK_FIX
  297 | G06 |   68 |  153 | 45.4 | 119175993.373 | 92873851.636 | 24784652.724 | 24789609.655 | RTK_FIX
  298 | G02 |   39 |   64 | 43.8 | 115937041.156 | 90349736.173 | 24257903.506 | 24262755.087 | RTK_FIX
  299 | G12 |   19 |  159 | 37.7 | 113329511.739 | 88317688.498 | 23019716.337 | 23024320.280 | FLOAT
  300 | G28 |   82 |  236 | 40.1 | 122655562.343 | 95585479.734 | 22951854.687 | 22956445.058 | RTK_FIX
  301 | G28 |   36 |  142 | 48.9 | 123032166.656 | 95878967.475 | 24819409.837 | 24824373.719 | RTK_FIX
  302 | G21 |   59 |  243 | 48.2 | 120187596.769 | 93662194.162 | 21239940.178 | 21244188.166 | RTK_FIX
  303 | G20 |   36 |   21 | 37.7 | 115672116.823 | 90143280.640 | 20354309.801 | 20358380.663 | RTK_FIX
  304 | G13 |   44 |   57 | 36.6 | 120918777.223 | 94232003.090 | 20838268.131 | 20842435.785 | RTK_FIX
  305 | G02 |   29 |   76 | 43.9 | 103501581.015 | 80658782.085 | 20576078.198 | 20580193.414 | RTK_FIX
  306 | G13 |   37 |  203 | 39.8 | 117373336.506 | 91469041.139 | 21312098.171 | 21316360.591 | FLOAT
  307 | G14 |   71 |  199 | 44.2 | 127873800.178 | 99652052.479 | 23775357.594 | 23780112.666 | RTK_FIX
  308 | G15 |   73 |   16 | 37.6 | 115932774.624 | 90346411.264 | 20336244.239 | 20340311.488 | RTK_FIX
  309 | G02 |   55 |  165 | 40.4 | 100391484.327 | 78235083.736 | 21913781.131 | 21918163.887 | RTK_FIX
  310 | G16 |   39 |  197 | 41.4 | 109197672.422 | 85097746.118 | 22318212.009 | 22322675.651 | RTK_FIX
  311 | G05 |   42 |   11 | 49.4 | 123477504.753 | 96226019.454 | 21962247.083 | 21966639.532 | RTK_FIX
  312 | G09 |   57 |  227 | 45.8 | 122556177.166 | 95508028.865 | 23342179.667 | 23346848.103 | RTK_FIX
  313 | G25 |   41 |  103 | 37.5 | 119107983.553 | 92820851.583 | 22777053.307 | 22781608.718 | RTK_FIX
  314 | G09 |   47 |  316 | 46.3 | 114793256.133 | 89458384.504 | 21871087.921 | 21875462.139 | RTK_FIX
  315 | G02 |   52 |  330 | 42.8 | 129074160.337 | 100587493.151 | 22221466.431 | 22225910.724 | RTK_FIX
  316 | G12 |   55 |  295 | 43.9 | 120053271.501 | 93557514.481 | 24857746.477 | 24862718.026 | RTK_FIX
  317 | G03 |   44 |  324 | 43.2 | 113323784.627 | 88313225.360 | 22274918.910 | 22279373.894 | RTK_FIX
  318 | G12 |   83 |   89 | 42.2 | 101395635.030 | 79017618.379 | 23841076.658 | 23845844.873 | RTK_FIX
  319 | G02 |   38 |  223 | 47.9 | 128933940.621 | 100478219.926 | 20007317.164 | 20011318.627 | RTK_FIX
  320 | G21 |   47 |  241 | 49.5 | 110214871.080 | 85890449.033 | 21754192.040 | 21758542.878 | RTK_FIX
  321 | G22 |   39 |   60 | 41.3 | 117769404.346 | 91777696.807 | 24824763.314 | 24829728.267 | RTK_FIX
  322 | G24 |   37 |   51 | 47.0 | 114048847.411 | 88878266.787 | 22641215.877 | 22645744.120 | RTK_FIX
  323 | G31 |   42 |   23 | 38.5 | 122671019.150 | 95597525.224 | 20488020.471 | 20492118.075 | RTK_FIX
  324 | G18 |   66 |  178 | 43.6 | 101307562.483 | 78948983.443 | 22058756.822 | 22063168.573 | RTK_FIX
  325 | G12 |   71 |  300 | 45.3 | 108989782.235 | 84935737.296 | 24646575.396 | 24651504.711 | RTK_FIX
  326 | G25 |   40 |  207 | 46.4 | 118444249.068 | 92303603.299 | 24266709.917 | 24271563.259 | RTK_FIX
  327 | G08 |   37 |    5 | 35.3 | 128656637.898 | 100262117.914 | 22950978.348 | 22955568.544 | RTK_FIX
  328 | G12 |   63 |  269 | 48.1 | 123502294.189 | 96245337.861 | 21403954.343 | 21408235.134 | RTK_FIX
  329 | G04 |   47 |  312 | 37.0 | 106262226.430 | 82810153.057 | 24707960.304 | 24712901.896 | RTK_FIX
  330 | G32 |   43 |  142 | 52.0 | 123848412.557 | 96515067.906 | 24105264.721 | 24110085.774 | RTK_FIX
  331 | G24 |   17 |    4 | 36.4 | 112826412.263 | 87925623.077 | 22486828.990 | 22491326.356 | RTK_FIX
  332 | G20 |   78 |  189 | 40.6 | 125254534.391 | 97610858.651 | 24218473.048 | 24223316.743 | RTK_FIX
  333 | G07 |   64 |   41 | 43.3 | 109520218.687 | 85349106.423 | 21698291.131 | 21702630.789 | RTK_FIX
  334 | G30 |   63 |   32 | 47.4 | 120520179.353 | 93921375.770 | 24808756.803 | 24813718.554 | RTK_FIX
  335 | G21 |   47 |  227 | 36.8 | 113377668.252 | 88355216.869 | 21168836.226 | 21173069.993 | RTK_FIX
  336 | G22 |   28 |   70 | 45.1 | 115547961.776 | 90046526.612 | 21425172.626 | 21429457.661 | RTK_FIX
  337 | G08 |   18 |  205 | 49.4 | 101350127.929 | 78982154.695 | 24388716.759 | 24393594.502 | RTK_FIX
  338 | G20 |   25 |  185 | 37.3 | 101131110.952 | 78811474.765 | 24127887.330 | 24132712.907 | RTK_FIX
  339 | G03 |   73 |  206 | 48.0 | 118311120.146 | 92199855.930 | 20669245.344 | 20673379.193 | RTK_FIX
  340 | G14 |   40 |  358 | 42.9 | 116771425.867 | 90999972.178 | 21852293.401 | 21856663.860 | RTK_FIX
  341 | G04 |   33 |   67 | 44.3 | 119761087.764 | 93329815.694 | 21375343.538 | 21379618.607 | RTK_FIX
  342 | G28 |   84 |  288 | 45.0 | 101762622.792 | 79303611.942 | 21381489.008 | 21385765.306 | RTK_FIX
  343 | G05 |   48 |   62 | 36.5 | 109503040.648 | 85335719.577 | 23912469.685 | 23917252.179 | RTK_FIX
  344 | G12 |   77 |  278 | 48.7 | 100192072.629 | 78079682.200 | 24196262.916 | 24201102.169 | RTK_FIX
  345 | G29 |   74 |  329 | 50.3 | 119408550.752 | 93055083.601 | 23268537.363 | 23273191.070 | RTK_FIX
  346 | G03 |   68 |  141 | 37.1 | 115245988.245 | 89811198.639 | 24038266.697 | 24043074.350 | RTK_FIX
  347 | G15 |   77 |  103 | 35.3 | 115433857.180 | 89957604.900 | 20561753.476 | 20565865.827 | RTK_FIX
  348 | G10 |   28 |  283 | 39.1 | 124841519.247 | 97288995.949 | 24437932.892 | 24442820.479 | RTK_FIX
  349 | G07 |   16 |   36 | 43.4 | 116674093.709 | 90924121.227 | 24164023.946 | 24168856.751 | RTK_FIX
  350 | G29 |   54 |  203 | 36.3 | 100439426.521 | 78272445.088 | 23173230.277 | 23177864.923 | RTK_FIX
  351 | G16 |   50 |   71 | 45.7 | 109478398.745 | 85316516.142 | 22958458.414 | 22963050.106 | RTK_FIX
  352 | G01 |   19 |   16 | 49.9 | 121179704.216 | 94435343.496 | 23560987.566 | 23565699.764 | RTK_FIX
  353 | G21 |   58 |  349 | 44.9 | 111285298.203 | 86724632.890 | 23208475.461 | 23213117.156 | RTK_FIX
  354 | G27 |   47 |  175 | 45.8 | 128204632.578 | 99909870.168 | 22421465.206 | 22425949.499 | RTK_FIX
  355 | G25 |   42 |  330 | 39.7 | 119553096.338 | 93167727.976 | 21798691.103 | 21803050.841 | RTK_FIX
  356 | G04 |   67 |   88 | 50.5 | 106319668.469 | 82854917.638 | 20364297.244 | 20368370.103 | RTK_FIX
  357 | G03 |   21 |   95 | 35.5 | 109177622.082 | 85082120.889 | 21097311.228 | 21101530.690 | RTK_FIX
  358 | G30 |   38 |   97 | 36.5 | 120182477.153 | 93658204.445 | 20828734.910 | 20832900.657 | FLOAT
  359 | G22 |   32 |  316 | 45.1 | 109204030.059 | 85102700.625 | 22138275.403 | 22142703.058 | RTK_FIX
  360 | G12 |   23 |  306 | 44.4 | 104327502.016 | 81302422.321 | 21675202.390 | 21679537.430 | RTK_FIX
  361 | G29 |   65 |  189 | 45.9 | 120543180.528 | 93939300.585 | 22067805.604 | 22072219.165 | RTK_FIX
  362 | G06 |   35 |  273 | 51.7 | 126139078.895 | 98300184.183 | 22656416.472 | 22660947.755 | RTK_FIX
  363 | G05 |   85 |   33 | 43.2 | 115768164.437 | 90218130.546 | 21147726.584 | 21151956.129 | RTK_FIX
  364 | G17 |   63 |   48 | 37.2 | 111485216.209 | 86880428.992 | 23166632.757 | 23171266.084 | RTK_FIX
  365 | G11 |   23 |  110 | 35.6 | 100169693.558 | 78062242.190 | 20453187.267 | 20457277.904 | RTK_FIX
  366 | G03 |   31 |  345 | 47.6 | 111445431.126 | 86849424.476 | 22167756.586 | 22172190.137 | RTK_FIX
  367 | G30 |   46 |  248 | 44.0 | 110740603.180 | 86300152.058 | 21900133.338 | 21904513.365 | RTK_FIX
  368 | G15 |   19 |  110 | 49.8 | 127480184.793 | 99345308.009 | 22302572.981 | 22307033.496 | RTK_FIX
  369 | G07 |   46 |    8 | 39.6 | 107972002.041 | 84142581.191 | 24899837.404 | 24904817.371 | RTK_FIX
  370 | G24 |   58 |  333 | 50.4 | 110035036.424 | 85750303.885 | 20400062.178 | 20404142.190 | RTK_FIX
  371 | G22 |   32 |  344 | 50.0 | 114848069.437 | 89501100.512 | 22107521.768 | 22111943.272 | RTK_FIX
  372 | G17 |   58 |  232 | 45.5 | 110321214.918 | 85973322.786 | 20472521.281 | 20476615.785 | RTK_FIX
  373 | G23 |   39 |  333 | 48.0 | 107658408.949 | 83898198.094 | 24037388.256 | 24042195.734 | RTK_FIX
  374 | G07 |   39 |  225 | 40.8 | 115166409.155 | 89749182.654 | 23523839.730 | 23528544.498 | RTK_FIX
  375 | G07 |   28 |  338 | 35.8 | 103873092.248 | 80948300.789 | 24803519.239 | 24808479.943 | RTK_FIX
  376 | G25 |   30 |  346 | 38.7 | 118323011.034 | 92209122.499 | 21677590.443 | 21681925.961 | RTK_FIX
  377 | G21 |   66 |  277 | 41.3 | 116551228.025 | 90828372.000 | 24911819.741 | 24916802.105 | RTK_FIX
  378 | G17 |   25 |  228 | 38.6 | 108862994.230 | 84836931.403 | 22439482.771 | 22443970.668 | FLOAT
  379 | G21 |   60 |    7 | 38.3 | 122397447.006 | 95384330.452 | 22922401.169 | 22926985.649 | RTK_FIX
  380 | G06 |   67 |  169 | 36.8 | 117326468.806 | 91432517.141 | 21562748.994 | 21567061.544 | RTK_FIX
  381 | G21 |   29 |  101 | 38.7 | 101651634.440 | 79217118.719 | 21692086.253 | 21696424.670 | RTK_FIX
  382 | G10 |   79 |  218 | 47.5 | 128562943.137 | 100189101.587 | 20357147.563 | 20361218.993 | RTK_FIX
  383 | G01 |   60 |  336 | 42.2 | 122310935.094 | 95316911.719 | 20955121.106 | 20959312.130 | RTK_FIX
  384 | G01 |   31 |  298 | 36.0 | 108342517.124 | 84431323.595 | 21589169.648 | 21593487.482 | RTK_FIX
  385 | G31 |   63 |   29 | 50.3 | 128141181.379 | 99860422.649 | 22179791.969 | 22184227.927 | RTK_FIX
  386 | G16 |   73 |  228 | 49.1 | 122357180.015 | 95352950.386 | 20194566.778 | 20198605.691 | RTK_FIX
  387 | G01 |   18 |  186 | 42.9 | 125122242.876 | 97507763.873 | 21455591.449 | 21459882.567 | RTK_FIX
  388 | G24 |   52 |  303 | 48.1 | 121144466.682 | 94407882.885 | 24533805.062 | 24538711.823 | RTK_FIX
  389 | G13 |   38 |  354 | 43.4 | 127475195.120 | 99341419.557 | 24327795.657 | 24332661.216 | RTK_FIX
  390 | G15 |   39 |  130 | 37.0 | 111736776.136 | 87076469.643 | 24908922.831 | 24913904.616 | RTK_FIX
  391 | G12 |   63 |   48 | 47.0 | 103542605.075 | 80690752.135 | 21725440.187 | 21729785.275 | RTK_FIX
  392 | G22 |   68 |  146 | 50.4 | 108675174.674 | 84690563.623 | 21027922.582 | 21032128.167 | RTK_FIX
  393 | G32 |   63 |  139 | 45.5 | 117063463.048 | 91227556.753 | 23031362.335 | 23035968.607 | RTK_FIX
  394 | G01 |   69 |  226 | 43.3 | 112469887.927 | 87647783.662 | 23876711.382 | 23881486.724 | RTK_FIX
  395 | G25 |   16 |  311 | 46.5 | 101534650.911 | 79125953.455 | 23767063.174 | 23771816.587 | RTK_FIX
  396 | G11 |   81 |  253 | 46.6 | 122221151.745 | 95246943.555 | 20777860.533 | 20782016.105 | RTK_FIX
  397 | G06 |   84 |   93 | 45.2 | 122538486.587 | 95494242.597 | 23001457.331 | 23006057.622 | RTK_FIX
  398 | G27 |   19 |  187 | 45.7 | 121122979.667 | 94391138.054 | 20033331.133 | 20037337.799 | RTK_FIX
  399 | G13 |   49 |  250 | 44.6 | 128192946.863 | 99900763.490 | 24557798.262 | 24562709.822 | RTK_FIX
  400 | G28 |   27 |  137 | 40.2 | 101305389.013 | 78947289.658 | 23117842.578 | 23122466.147 | RTK_FIX
  401 | G21 |   29 |  299 | 38.6 | 116653549.691 | 90908111.274 | 21486484.737 | 21490782.034 | RTK_FIX
  402 | G16 |   46 |  138 | 41.8 | 102804615.480 | 80115636.844 | 22821755.901 | 22826320.252 | RTK_FIX
  403 | G02 |   65 |  276 | 45.4 | 119431311.591 | 93072821.123 | 23646096.217 | 23650825.436 | RTK_FIX
  404 | G09 |   20 |   13 | 47.7 | 107763403.700 | 83980020.503 | 23415416.216 | 23420099.299 | RTK_FIX
  405 | G23 |   31 |   54 | 43.2 | 108146366.663 | 84278463.540 | 21627741.388 | 21632066.936 | RTK_FIX
  406 | G21 |   38 |  222 | 45.0 | 102396441.430 | 79797546.806 | 20377923.990 | 20381999.575 | RTK_FIX
  407 | G14 |   59 |  233 | 44.9 | 110249477.087 | 85917417.494 | 24302040.281 | 24306900.689 | RTK_FIX
  408 | G20 |   55 |   91 | 38.7 | 112340834.746 | 87547212.518 | 24887827.760 | 24892805.326 | RTK_FIX
  409 | G02 |   28 |  150 | 38.7 | 114632927.144 | 89333440.123 | 22164489.496 | 22168922.394 | RTK_FIX
  410 | G29 |   42 |  190 | 44.3 | 108256637.607 | 84364397.687 | 20260593.927 | 20264646.046 | RTK_FIX
  411 | G09 |   82 |  202 | 38.1 | 100365912.486 | 78215155.600 | 23968345.293 | 23973138.962 | RTK_FIX
  412 | G30 |   70 |  125 | 41.7 | 127647300.015 | 99475540.902 | 24552413.058 | 24557323.541 | RTK_FIX
  413 | G04 |   80 |  221 | 45.1 | 118757829.700 | 92547976.685 | 23113041.440 | 23117664.048 | RTK_FIX
  414 | G25 |   79 |  273 | 42.5 | 115841288.387 | 90275116.040 | 20369404.426 | 20373478.307 | RTK_FIX
  415 | G18 |   55 |  251 | 50.1 | 120238153.749 | 93701593.217 | 24390910.605 | 24395788.787 | RTK_FIX
  416 | G15 |   77 |  316 | 43.9 | 126191808.323 | 98341276.226 | 21699060.173 | 21703399.985 | RTK_FIX
  417 | G03 |   65 |   55 | 43.9 | 126267439.059 | 98400215.259 | 21178559.249 | 21182794.961 | RTK_FIX
  418 | G08 |   40 |  282 | 40.7 | 121726050.990 | 94861111.537 | 24763171.891 | 24768124.525 | RTK_FIX
  419 | G24 |   17 |  294 | 42.6 | 125505762.361 | 97806640.608 | 22021662.384 | 22026066.716 | RTK_FIX
  420 | G05 |   83 |  156 | 43.1 | 108969619.249 | 84920024.281 | 23856720.309 | 23861491.653 | RTK_FIX
  421 | G13 |   83 |  151 | 51.0 | 118519858.820 | 92362525.978 | 24708826.761 | 24713768.526 | RTK_FIX
  422 | G07 |   17 |   19 | 46.1 | 124872231.068 | 97312929.671 | 22334325.002 | 22338791.867 | RTK_FIX
  423 | G25 |   67 |  187 | 38.0 | 128288644.112 | 99975340.356 | 20570034.174 | 20574148.181 | RTK_FIX
  424 | G21 |   57 |  146 | 35.4 | 108224888.808 | 84339655.848 | 23202370.793 | 23207011.267 | RTK_FIX
  425 | G14 |   25 |   25 | 49.0 | 123000020.432 | 95853915.923 | 21971396.799 | 21975791.078 | RTK_FIX
  426 | G01 |   67 |  140 | 48.0 | 104356389.600 | 81324934.415 | 24476861.523 | 24481756.895 | RTK_FIX
  427 | G02 |   53 |  195 | 38.1 | 120718694.213 | 94076078.400 | 21101280.259 | 21105500.515 | RTK_FIX
  428 | G31 |   76 |  187 | 48.5 | 123647712.613 | 96358662.439 | 22892873.423 | 22897451.998 | RTK_FIX
  429 | G04 |   20 |   80 | 46.6 | 118356816.767 | 92235467.307 | 23229848.207 | 23234494.177 | RTK_FIX
  430 | G06 |   84 |  290 | 51.6 | 106723620.218 | 83169717.236 | 23844660.195 | 23849429.127 | RTK_FIX
  431 | G04 |   69 |  123 | 49.7 | 123743167.334 | 96433050.303 | 21862181.004 | 21866553.440 | RTK_FIX
  432 | G24 |   74 |   19 | 36.6 | 126560193.127 | 98628358.504 | 24586192.849 | 24591110.088 | RTK_FIX
  433 | G22 |   61 |  237 | 44.4 | 113142365.766 | 88171845.641 | 22826161.916 | 22830727.148 | RTK_FIX
  434 | G28 |   78 |  242 | 35.8 | 111032384.048 | 86527536.889 | 24058525.848 | 24063337.553 | RTK_FIX
  435 | G11 |   59 |  305 | 40.4 | 110665994.639 | 86242009.622 | 22422245.138 | 22426729.587 | RTK_FIX
  436 | G16 |   16 |   94 | 51.6 | 111071344.699 | 86557898.924 | 23787321.590 | 23792079.054 | RTK_FIX
  437 | G03 |   84 |   97 | 39.2 | 129456099.851 | 100885138.614 | 21696855.524 | 21701194.895 | FLOAT
  438 | G24 |   52 |  338 | 41.4 | 110963142.898 | 86473577.260 | 23317916.953 | 23322580.536 | RTK_FIX
  439 | G09 |   85 |  184 | 49.6 | 126118171.287 | 98283890.884 | 21136200.723 | 21140427.963 | RTK_FIX
  440 | G22 |   60 |  277 | 44.4 | 103337065.246 | 80530574.946 | 21473610.351 | 21477905.073 | RTK_FIX
  441 | G04 |   54 |  308 | 43.2 | 116947375.229 | 91137089.516 | 21002767.595 | 21006968.149 | RTK_FIX
  442 | G26 |   24 |   26 | 46.6 | 106850320.351 | 83268454.650 | 24541175.924 | 24546084.159 | RTK_FIX
  443 | G23 |   35 |  250 | 35.7 | 117958704.704 | 91925218.576 | 20119749.443 | 20123773.393 | RTK_FIX
  444 | G08 |   34 |  221 | 36.2 | 111305956.792 | 86740732.128 | 22703827.268 | 22708368.033 | RTK_FIX
  445 | G02 |   46 |  337 | 44.3 | 128343558.510 | 100018135.147 | 20141157.260 | 20145185.491 | RTK_FIX
  446 | G32 |   80 |  300 | 41.4 | 106775090.738 | 83209828.212 | 23157548.171 | 23162179.681 | RTK_FIX
  447 | G19 |   53 |  123 | 44.7 | 119537094.956 | 93155258.099 | 24970649.063 | 24975643.193 | RTK_FIX
  448 | G32 |   32 |  121 | 39.9 | 121385760.073 | 94595922.825 | 21030236.300 | 21034442.347 | RTK_FIX
  449 | G09 |   68 |  293 | 40.6 | 122130058.011 | 95175954.208 | 20787480.701 | 20791638.197 | RTK_FIX
  450 | G24 |   69 |   76 | 42.4 | 119462855.963 | 93097403.652 | 22149224.365 | 22153654.210 | RTK_FIX
  451 | G05 |   27 |  180 | 43.2 | 115877040.181 | 90302977.413 | 23440306.243 | 23444994.304 | RTK_FIX
  452 | G08 |   27 |   95 | 45.7 | 113478629.579 | 88433896.031 | 21334486.881 | 21338753.778 | RTK_FIX
  453 | G24 |   85 |  112 | 36.4 | 109972609.845 | 85701654.852 | 21827464.800 | 21831830.293 | RTK_FIX
  454 | G29 |   40 |  289 | 48.9 | 113381472.543 | 88358181.553 | 23013682.534 | 23018285.271 | RTK_FIX
  455 | G04 |   56 |  278 | 37.4 | 115109691.452 | 89704982.549 | 22412143.596 | 22416626.025 | RTK_FIX
  456 | G02 |   49 |  230 | 39.5 | 101107199.375 | 78792840.473 | 24803911.224 | 24808872.006 | RTK_FIX
  457 | G28 |   63 |  159 | 43.5 | 127158783.515 | 99094839.993 | 24492316.985 | 24497215.448 | RTK_FIX
  458 | G10 |   58 |  355 | 42.5 | 110392607.310 | 86028958.877 | 24038088.955 | 24042896.573 | RTK_FIX
  459 | G18 |   75 |    8 | 51.5 | 107387666.279 | 83687208.331 | 22738465.083 | 22743012.776 | RTK_FIX
  460 | G10 |   51 |   40 | 41.5 | 119237100.113 | 92921472.118 | 21629644.517 | 21633970.446 | RTK_FIX
  461 | G26 |   75 |  165 | 38.6 | 129520842.526 | 100935592.581 | 21814825.038 | 21819188.003 | RTK_FIX
  462 | G05 |   53 |   63 | 47.9 | 121944493.469 | 95031343.760 | 23995518.866 | 24000317.970 | RTK_FIX
  463 | G04 |   84 |  190 | 38.2 | 101107298.929 | 78792918.055 | 22514146.899 | 22518649.728 | RTK_FIX
  464 | G30 |   45 |  330 | 47.0 | 109932398.372 | 85670318.051 | 22136620.699 | 22141048.023 | RTK_FIX
  465 | G19 |   23 |  275 | 46.0 | 125072271.832 | 97468821.439 | 23887446.621 | 23892224.110 | RTK_FIX
  466 | G14 |   44 |  342 | 35.1 | 109667891.201 | 85464187.613 | 24049797.604 | 24054607.564 | RTK_FIX
  467 | G13 |   15 |   13 | 42.7 | 109532349.719 | 85358560.136 | 20500141.983 | 20504242.011 | RTK_FIX
