snapshot_time_utc,symbol,bid_price,ask_price,bid_size,ask_size,last_price,volume,tz_offset_used,tz_offset_correct
2024-11-03T20:35:00Z,ES,4776.36,4777.3099999999995,255,330,4776.83,9321,-04:00,-05:00
2024-11-03T17:52:00Z,ES,4560.79,4561.48,16,127,4561.14,7476,-04:00,-05:00
2024-11-03T17:26:00Z,NQ,5739.17,5740.09,270,89,5739.63,5830,-04:00,-05:00
2024-11-03T20:34:00Z,NQ,4548.76,4549.530000000001,415,372,4549.15,9701,-04:00,-05:00
2024-11-03T14:52:00Z,ES,4854.1,4854.490000000001,154,253,4854.3,1577,-04:00,-05:00
2024-11-03T14:19:00Z,RTY,5055.17,5055.88,492,447,5055.52,3154,-04:00,-05:00
2024-11-03T20:34:00Z,YM,5506.97,5507.43,349,351,5507.2,9600,-04:00,-05:00
2024-11-03T14:22:00Z,NQ,5310.7,5311.46,25,244,5311.08,2617,-04:00,-05:00
2024-11-03T15:05:00Z,ES,5055.49,5056.33,446,94,5055.91,630,-04:00,-05:00
2024-11-03T16:24:00Z,NQ,5276.47,5277.41,270,94,5276.94,985,-04:00,-05:00
2024-11-03T15:51:00Z,YM,5640.25,5640.63,241,480,5640.44,9475,-04:00,-05:00
2024-11-03T21:18:00Z,NQ,5545.67,5546.2,224,48,5545.93,6673,-04:00,-05:00
2024-11-03T15:45:00Z,YM,4883.01,4883.97,171,267,4883.49,6128,-04:00,-05:00
2024-11-03T20:41:00Z,RTY,5198.35,5198.990000000001,479,85,5198.67,4397,-04:00,-05:00
2024-11-03T19:51:00Z,ES,5262.01,5262.62,97,315,5262.32,1857,-04:00,-05:00
2024-11-03T21:28:00Z,RTY,5245.48,5245.95,192,301,5245.72,4324,-04:00,-05:00
2024-11-03T17:58:00Z,RTY,4660.43,4661.35,115,216,4660.89,5170,-04:00,-05:00
2024-11-03T19:43:00Z,RTY,5153.34,5153.96,142,318,5153.65,2968,-04:00,-05:00
2024-11-03T21:04:00Z,RTY,5499.24,5500.19,180,356,5499.72,1838,-04:00,-05:00
2024-11-03T19:18:00Z,RTY,4718.85,4719.740000000001,231,118,4719.3,8666,-04:00,-05:00
2024-11-03T18:58:00Z,ES,5122.48,5123.25,369,162,5122.86,3890,-04:00,-05:00
2024-11-03T21:17:00Z,RTY,4562.22,4562.55,475,401,4562.39,1047,-04:00,-05:00
2024-11-03T21:33:00Z,RTY,4537.45,4538.2699999999995,360,409,4537.86,1596,-04:00,-05:00
2024-11-03T20:36:00Z,RTY,5594.77,5595.68,422,256,5595.23,5718,-04:00,-05:00
2024-11-03T21:04:00Z,RTY,5043.23,5043.599999999999,73,38,5043.41,5170,-04:00,-05:00
2024-11-03T17:01:00Z,ES,5486.08,5486.85,289,252,5486.47,5233,-04:00,-05:00
2024-11-03T16:28:00Z,YM,5196.56,5197.04,435,218,5196.8,3082,-04:00,-05:00
2024-11-03T15:19:00Z,NQ,5583.57,5584.509999999999,17,370,5584.04,3924,-04:00,-05:00
2024-11-03T17:18:00Z,NQ,4643.73,4644.219999999999,342,126,4643.97,8989,-04:00,-05:00
2024-11-03T15:25:00Z,NQ,5642.84,5643.8,361,337,5643.32,305,-04:00,-05:00
2024-11-03T14:43:00Z,RTY,5726.83,5727.49,170,458,5727.16,7183,-04:00,-05:00
2024-11-03T14:56:00Z,RTY,5459.3,5460.16,210,305,5459.73,8768,-04:00,-05:00
2024-11-03T20:53:00Z,YM,5417.84,5418.46,199,59,5418.15,3841,-04:00,-05:00
2024-11-03T19:23:00Z,NQ,5128.19,5128.7,156,417,5128.44,4315,-04:00,-05:00
2024-11-03T20:57:00Z,RTY,4840.8,4841.52,476,276,4841.16,304,-04:00,-05:00
2024-11-03T18:22:00Z,YM,5159.44,5160.179999999999,250,468,5159.81,5408,-04:00,-05:00
2024-11-03T16:59:00Z,ES,5171.99,5172.41,84,159,5172.2,7339,-04:00,-05:00
2024-11-03T17:55:00Z,RTY,5224.09,5224.88,394,154,5224.49,7603,-04:00,-05:00
2024-11-03T18:30:00Z,RTY,5799.88,5800.6,348,352,5800.24,8675,-04:00,-05:00
2024-11-03T14:14:00Z,RTY,4657.2,4657.599999999999,425,114,4657.4,3642,-04:00,-05:00
2024-11-03T17:29:00Z,NQ,5045.31,5046.120000000001,342,81,5045.72,5942,-04:00,-05:00
2024-11-03T14:09:00Z,ES,5443.9,5444.25,135,366,5444.07,4109,-04:00,-05:00
2024-11-03T17:48:00Z,NQ,5368.22,5369.06,393,293,5368.64,4256,-04:00,-05:00
2024-11-03T21:49:00Z,NQ,5688.19,5688.679999999999,301,49,5688.43,7169,-04:00,-05:00
2024-11-03T15:40:00Z,YM,4769.33,4770.2699999999995,398,205,4769.8,9536,-04:00,-05:00
2024-11-03T19:21:00Z,NQ,5307.68,5308.360000000001,146,100,5308.02,8970,-04:00,-05:00
2024-11-03T15:13:00Z,YM,5026.05,5026.610000000001,73,260,5026.33,8137,-04:00,-05:00
2024-11-03T17:55:00Z,NQ,5761.49,5762.3,50,225,5761.9,6566,-04:00,-05:00
2024-11-03T14:43:00Z,RTY,5641.51,5642.1,212,94,5641.81,6935,-04:00,-05:00
2024-11-03T20:25:00Z,NQ,5286.88,5287.43,379,184,5287.16,1442,-04:00,-05:00
2024-11-03T19:39:00Z,NQ,4711.35,4712.02,353,57,4711.69,5353,-04:00,-05:00
2024-11-03T17:43:00Z,NQ,5591.19,5591.78,381,23,5591.48,2172,-04:00,-05:00
2024-11-03T19:55:00Z,NQ,4592.6,4593.490000000001,416,328,4593.05,4044,-04:00,-05:00
2024-11-03T16:16:00Z,RTY,5667.98,5668.37,14,29,5668.17,4984,-04:00,-05:00
2024-11-03T14:39:00Z,ES,4713.51,4714.24,226,377,4713.88,2197,-04:00,-05:00
2024-11-03T16:36:00Z,NQ,5623.95,5624.929999999999,78,166,5624.44,6957,-04:00,-05:00
2024-11-03T21:45:00Z,YM,5198.03,5198.849999999999,122,448,5198.44,2510,-04:00,-05:00
2024-11-03T17:59:00Z,RTY,5238.65,5239.629999999999,336,265,5239.14,7280,-04:00,-05:00
2024-11-03T16:25:00Z,NQ,5596.42,5597.03,40,166,5596.73,4843,-04:00,-05:00
2024-11-03T21:35:00Z,ES,4620.62,4621.47,483,490,4621.05,6278,-04:00,-05:00
2024-11-03T14:42:00Z,YM,5739.84,5740.77,445,254,5740.31,7821,-04:00,-05:00
2024-11-03T20:08:00Z,YM,4542.89,4543.3,407,460,4543.1,6256,-04:00,-05:00
2024-11-03T18:04:00Z,RTY,4939.28,4940.24,185,187,4939.76,1044,-04:00,-05:00
2024-11-03T19:31:00Z,NQ,5660.93,5661.37,430,364,5661.15,3979,-04:00,-05:00
2024-11-03T14:09:00Z,YM,4909.93,4910.22,469,491,4910.08,6462,-04:00,-05:00
2024-11-03T20:00:00Z,NQ,5519.9,5520.719999999999,367,459,5520.31,2337,-04:00,-05:00
2024-11-03T20:49:00Z,YM,4778.51,4778.900000000001,398,256,4778.7,6338,-04:00,-05:00
2024-11-03T15:12:00Z,RTY,4964.88,4965.83,213,420,4965.35,1100,-04:00,-05:00
2024-11-03T19:18:00Z,NQ,4541.71,4542.57,451,390,4542.14,4268,-04:00,-05:00
2024-11-03T14:53:00Z,YM,4669.03,4669.71,145,322,4669.37,6132,-04:00,-05:00
2024-11-03T21:46:00Z,ES,4908.64,4909.27,458,482,4908.95,7972,-04:00,-05:00
2024-11-03T17:43:00Z,YM,5750.71,5751.6,156,270,5751.16,4138,-04:00,-05:00
2024-11-03T14:53:00Z,RTY,4883.95,4884.73,101,129,4884.34,8360,-04:00,-05:00
2024-11-03T15:54:00Z,ES,5321.8,5322.34,163,52,5322.07,6950,-04:00,-05:00
2024-11-03T15:10:00Z,ES,5329.46,5329.9800000000005,449,364,5329.72,3519,-04:00,-05:00
2024-11-03T16:51:00Z,ES,5237.7,5238.0199999999995,48,25,5237.86,9837,-04:00,-05:00
2024-11-03T16:34:00Z,NQ,5145.04,5145.6,320,391,5145.32,1131,-04:00,-05:00
2024-11-03T16:32:00Z,RTY,5272.29,5273.0,461,214,5272.65,6125,-04:00,-05:00
2024-11-03T18:57:00Z,RTY,5224.42,5225.37,493,370,5224.9,6074,-04:00,-05:00
2024-11-03T19:54:00Z,NQ,4722.12,4722.64,452,22,4722.38,1207,-04:00,-05:00
2024-11-03T18:33:00Z,YM,5323.18,5323.9400000000005,495,306,5323.56,5044,-04:00,-05:00
2024-11-03T19:26:00Z,ES,4742.96,4743.38,220,125,4743.17,1976,-04:00,-05:00
2024-11-03T15:05:00Z,ES,4879.12,4879.49,466,335,4879.31,2398,-04:00,-05:00
2024-11-03T18:46:00Z,RTY,5719.83,5720.73,437,181,5720.28,2562,-04:00,-05:00
2024-11-03T14:37:00Z,YM,5645.26,5645.51,21,345,5645.39,4920,-04:00,-05:00
2024-11-03T17:20:00Z,NQ,5223.92,5224.42,489,290,5224.17,3768,-04:00,-05:00
2024-11-03T17:39:00Z,NQ,5194.92,5195.86,436,449,5195.39,1749,-04:00,-05:00
2024-11-03T16:24:00Z,RTY,4973.84,4974.42,356,28,4974.13,1188,-04:00,-05:00
2024-11-03T17:53:00Z,NQ,5022.89,5023.81,192,279,5023.35,8427,-04:00,-05:00
2024-11-03T17:48:00Z,RTY,5513.56,5513.830000000001,218,228,5513.7,6864,-04:00,-05:00
2024-11-03T15:08:00Z,RTY,4580.37,4581.25,493,358,4580.81,3551,-04:00,-05:00
2024-11-03T15:40:00Z,RTY,4959.82,4960.7,175,474,4960.26,9676,-04:00,-05:00
2024-11-03T16:58:00Z,YM,5254.25,5254.69,473,403,5254.47,3641,-04:00,-05:00
2024-11-03T18:23:00Z,RTY,5665.47,5665.740000000001,345,307,5665.61,3460,-04:00,-05:00
2024-11-03T19:21:00Z,RTY,5733.73,5734.299999999999,413,125,5734.01,4596,-04:00,-05:00
2024-11-03T20:23:00Z,NQ,5331.23,5331.75,359,163,5331.49,2394,-04:00,-05:00
2024-11-03T21:19:00Z,NQ,4704.74,4705.53,406,347,4705.14,3030,-04:00,-05:00
2024-11-03T21:46:00Z,YM,4546.93,4547.31,185,365,4547.12,3591,-04:00,-05:00
2024-11-03T14:30:00Z,NQ,5604.43,5604.83,294,298,5604.63,1931,-04:00,-05:00
2024-11-03T21:35:00Z,ES,5250.45,5250.889999999999,99,263,5250.67,7932,-04:00,-05:00
2024-11-03T17:11:00Z,NQ,4955.62,4956.2699999999995,124,374,4955.94,9942,-04:00,-05:00
2024-11-03T16:47:00Z,NQ,4561.48,4562.37,283,223,4561.92,7075,-04:00,-05:00
2024-11-03T18:37:00Z,RTY,5054.93,5055.320000000001,478,315,5055.12,7880,-04:00,-05:00
2024-11-03T16:34:00Z,NQ,4669.95,4670.34,464,236,4670.15,1414,-04:00,-05:00
2024-11-03T17:07:00Z,NQ,5694.17,5694.8,258,96,5694.49,1024,-04:00,-05:00
2024-11-03T14:32:00Z,NQ,5462.57,5463.0,173,20,5462.78,621,-04:00,-05:00
2024-11-03T21:17:00Z,ES,4670.75,4671.09,196,211,4670.92,1337,-04:00,-05:00
2024-11-03T15:27:00Z,YM,5299.88,5300.81,12,36,5300.35,8012,-04:00,-05:00
2024-11-03T17:41:00Z,RTY,5564.54,5565.47,284,103,5565.01,351,-04:00,-05:00
2024-11-03T21:23:00Z,YM,5256.36,5256.71,134,445,5256.53,4517,-04:00,-05:00
2024-11-03T20:57:00Z,ES,5633.48,5634.179999999999,188,122,5633.83,6089,-04:00,-05:00
2024-11-03T15:47:00Z,RTY,5385.71,5386.7,326,392,5386.2,424,-04:00,-05:00
2024-11-03T14:31:00Z,YM,5384.11,5384.78,274,25,5384.44,2690,-04:00,-05:00
2024-11-03T16:50:00Z,YM,5570.41,5570.82,65,173,5570.61,844,-04:00,-05:00
2024-11-03T20:07:00Z,YM,5297.6,5298.52,270,94,5298.06,8776,-04:00,-05:00
2024-11-03T16:16:00Z,ES,4603.68,4604.01,389,55,4603.85,2468,-04:00,-05:00
2024-11-03T16:33:00Z,ES,5600.46,5601.15,294,426,5600.81,7992,-04:00,-05:00
2024-11-03T21:18:00Z,RTY,5203.1,5203.5,261,362,5203.3,5668,-04:00,-05:00
2024-11-03T19:24:00Z,RTY,5714.43,5715.09,190,281,5714.76,7724,-04:00,-05:00
2024-11-03T21:18:00Z,ES,5562.42,5563.04,331,340,5562.73,5843,-04:00,-05:00
2024-11-03T15:15:00Z,NQ,4895.83,4896.22,461,136,4896.02,3680,-04:00,-05:00
2024-11-03T20:58:00Z,RTY,5078.27,5078.81,202,67,5078.54,9385,-04:00,-05:00
2024-11-03T17:41:00Z,YM,5651.02,5651.320000000001,84,120,5651.17,5579,-04:00,-05:00
2024-11-03T21:18:00Z,ES,4583.34,4583.9400000000005,54,402,4583.64,1559,-04:00,-05:00
2024-11-03T20:18:00Z,YM,5763.33,5763.9,250,208,5763.61,939,-04:00,-05:00
2024-11-03T18:46:00Z,ES,5786.66,5787.55,208,362,5787.1,5128,-04:00,-05:00
2024-11-03T19:18:00Z,RTY,5048.72,5049.2,475,305,5048.96,354,-04:00,-05:00
2024-11-03T15:20:00Z,NQ,5770.51,5771.030000000001,152,57,5770.77,5948,-04:00,-05:00
2024-11-03T20:13:00Z,YM,5227.43,5228.39,370,326,5227.91,8879,-04:00,-05:00
2024-11-03T20:53:00Z,YM,4733.62,4734.57,150,314,4734.09,4402,-04:00,-05:00
2024-11-03T18:19:00Z,NQ,4576.89,4577.320000000001,237,51,4577.11,5517,-04:00,-05:00
2024-11-03T14:32:00Z,YM,5336.64,5337.1900000000005,71,341,5336.92,2071,-04:00,-05:00
2024-11-03T17:41:00Z,YM,5488.16,5488.48,100,20,5488.32,1093,-04:00,-05:00
2024-11-03T17:25:00Z,RTY,4845.71,4846.45,112,137,4846.08,5836,-04:00,-05:00
2024-11-03T16:45:00Z,YM,4708.37,4709.28,46,434,4708.82,5122,-04:00,-05:00
2024-11-03T16:19:00Z,NQ,5204.26,5205.150000000001,20,170,5204.7,6127,-04:00,-05:00
2024-11-03T17:57:00Z,ES,5030.27,5031.080000000001,139,226,5030.68,5823,-04:00,-05:00
2024-11-03T20:22:00Z,RTY,4893.67,4894.04,337,199,4893.85,371,-04:00,-05:00
2024-11-03T16:00:00Z,YM,4667.16,4667.86,223,163,4667.51,8846,-04:00,-05:00
2024-11-03T15:03:00Z,NQ,4860.15,4860.929999999999,216,244,4860.54,3930,-04:00,-05:00
2024-11-03T19:21:00Z,ES,5140.97,5141.46,76,186,5141.22,1928,-04:00,-05:00
2024-11-03T20:40:00Z,NQ,5704.74,5705.3099999999995,367,171,5705.02,7718,-04:00,-05:00
2024-11-03T18:58:00Z,NQ,4632.23,4632.95,16,168,4632.59,9816,-04:00,-05:00
2024-11-03T17:19:00Z,ES,4753.48,4753.73,276,458,4753.6,9418,-04:00,-05:00
2024-11-03T21:05:00Z,NQ,4579.02,4579.81,170,428,4579.42,5950,-04:00,-05:00
2024-11-03T19:30:00Z,RTY,4640.63,4641.28,244,162,4640.95,9513,-04:00,-05:00
2024-11-03T21:14:00Z,ES,4546.35,4546.63,270,240,4546.49,1844,-04:00,-05:00
2024-11-03T15:43:00Z,YM,4746.07,4746.599999999999,378,40,4746.33,7443,-04:00,-05:00
2024-11-03T17:49:00Z,RTY,4737.0,4737.87,431,282,4737.43,5173,-04:00,-05:00
2024-11-03T15:55:00Z,RTY,5391.19,5391.53,494,148,5391.36,1005,-04:00,-05:00
2024-11-03T18:11:00Z,ES,4515.75,4516.33,233,72,4516.04,2082,-04:00,-05:00
2024-11-03T18:35:00Z,NQ,4848.39,4848.85,42,449,4848.62,6177,-04:00,-05:00
2024-11-03T19:02:00Z,RTY,4518.78,4519.3,186,116,4519.04,5498,-04:00,-05:00
2024-11-03T16:52:00Z,YM,5165.43,5165.83,455,455,5165.63,9524,-04:00,-05:00
2024-11-03T21:02:00Z,RTY,4722.52,4722.820000000001,393,466,4722.67,7722,-04:00,-05:00
2024-11-03T18:43:00Z,YM,5624.22,5624.740000000001,290,241,5624.48,130,-04:00,-05:00
2024-11-03T14:16:00Z,NQ,5293.39,5294.18,189,264,5293.78,5296,-04:00,-05:00
2024-11-03T18:36:00Z,YM,5316.78,5317.679999999999,335,192,5317.23,778,-04:00,-05:00
2024-11-03T17:47:00Z,RTY,5455.29,5455.74,193,248,5455.51,7891,-04:00,-05:00
2024-11-03T14:05:00Z,NQ,5101.42,5102.06,354,385,5101.74,6709,-04:00,-05:00
2024-11-03T20:23:00Z,ES,5451.45,5451.71,216,194,5451.58,3797,-04:00,-05:00
2024-11-03T14:04:00Z,NQ,5761.94,5762.3099999999995,408,144,5762.12,2703,-04:00,-05:00
2024-11-03T15:40:00Z,RTY,5610.22,5610.81,305,414,5610.52,8930,-04:00,-05:00
2024-11-03T17:06:00Z,ES,5568.32,5568.92,256,405,5568.62,7685,-04:00,-05:00
2024-11-03T20:47:00Z,ES,4658.36,4658.98,39,117,4658.67,1633,-04:00,-05:00
2024-11-03T18:37:00Z,RTY,5718.33,5719.2699999999995,306,461,5718.8,3595,-04:00,-05:00
2024-11-03T14:49:00Z,ES,5097.3,5097.71,190,378,5097.51,4043,-04:00,-05:00
2024-11-03T18:55:00Z,ES,5355.25,5355.65,499,186,5355.45,4843,-04:00,-05:00
2024-11-03T19:26:00Z,ES,4561.45,4561.7,327,374,4561.57,7337,-04:00,-05:00
2024-11-03T15:46:00Z,YM,5553.63,5554.5,232,13,5554.07,9730,-04:00,-05:00
2024-11-03T18:41:00Z,YM,5512.03,5512.33,163,47,5512.18,4310,-04:00,-05:00
2024-11-03T16:13:00Z,ES,5007.96,5008.41,138,414,5008.18,6324,-04:00,-05:00
2024-11-03T17:49:00Z,ES,5574.92,5575.49,187,309,5575.2,4256,-04:00,-05:00
2024-11-03T17:58:00Z,NQ,5334.56,5334.84,448,139,5334.7,8054,-04:00,-05:00
2024-11-03T14:37:00Z,YM,5009.32,5009.61,498,48,5009.47,5536,-04:00,-05:00
2024-11-03T16:10:00Z,ES,5720.68,5721.12,365,291,5720.9,2371,-04:00,-05:00
2024-11-03T20:38:00Z,NQ,5432.06,5432.43,281,214,5432.25,4062,-04:00,-05:00
2024-11-03T19:32:00Z,NQ,5353.71,5354.29,406,339,5354.0,6406,-04:00,-05:00
2024-11-03T15:15:00Z,ES,4524.47,4524.79,418,482,4524.63,1570,-04:00,-05:00
2024-11-03T16:56:00Z,RTY,5696.92,5697.35,10,290,5697.14,3803,-04:00,-05:00
2024-11-03T17:45:00Z,ES,5789.68,5790.05,132,38,5789.86,5834,-04:00,-05:00
2024-11-03T16:37:00Z,NQ,5207.1,5207.820000000001,476,158,5207.46,3591,-04:00,-05:00
2024-11-03T14:34:00Z,ES,5738.03,5738.83,230,293,5738.43,2044,-04:00,-05:00
2024-11-03T15:43:00Z,ES,4697.11,4697.91,54,248,4697.51,4252,-04:00,-05:00
2024-11-03T14:19:00Z,NQ,5377.67,5377.95,241,450,5377.81,8578,-04:00,-05:00
2024-11-03T20:04:00Z,YM,4692.38,4692.67,398,330,4692.52,6065,-04:00,-05:00
2024-11-03T18:43:00Z,NQ,5576.43,5577.110000000001,296,417,5576.77,7753,-04:00,-05:00
2024-11-03T21:42:00Z,ES,4517.63,4518.35,136,259,4517.99,9665,-04:00,-05:00
2024-11-03T16:53:00Z,ES,5707.85,5708.360000000001,214,242,5708.11,7456,-04:00,-05:00
2024-11-03T14:19:00Z,YM,5327.18,5327.72,155,128,5327.45,7408,-04:00,-05:00
2024-11-03T18:58:00Z,NQ,4589.38,4589.86,162,494,4589.62,7733,-04:00,-05:00
2024-11-03T15:46:00Z,NQ,5751.35,5752.14,209,319,5751.75,4126,-04:00,-05:00
2024-11-03T18:35:00Z,YM,5513.81,5514.110000000001,401,182,5513.96,3960,-04:00,-05:00
2024-11-03T21:18:00Z,RTY,4999.9,5000.219999999999,495,427,5000.06,5178,-04:00,-05:00
2024-11-03T18:42:00Z,RTY,5046.04,5046.85,399,366,5046.44,5591,-04:00,-05:00
2024-11-03T21:45:00Z,RTY,5790.04,5790.47,15,424,5790.26,9175,-04:00,-05:00
2024-11-03T15:54:00Z,RTY,4904.27,4904.6900000000005,387,81,4904.48,2827,-04:00,-05:00
2024-11-03T16:15:00Z,RTY,5039.18,5040.02,340,450,5039.6,510,-04:00,-05:00
2024-11-03T17:12:00Z,RTY,4712.28,4713.23,152,34,4712.75,410,-04:00,-05:00
2024-11-03T15:22:00Z,ES,4922.22,4923.18,400,10,4922.7,2878,-04:00,-05:00
2024-11-03T15:04:00Z,RTY,4656.4,4657.12,404,44,4656.76,6653,-04:00,-05:00
2024-11-03T20:29:00Z,YM,5187.12,5187.94,194,327,5187.53,7028,-04:00,-05:00
2024-11-03T14:45:00Z,RTY,5486.71,5487.29,176,358,5487.0,4702,-04:00,-05:00
2024-11-03T19:14:00Z,RTY,4718.12,4718.76,492,44,4718.44,965,-04:00,-05:00
2024-11-03T19:41:00Z,NQ,5702.22,5703.150000000001,423,65,5702.69,1712,-04:00,-05:00
2024-11-03T17:08:00Z,ES,5383.08,5383.7,327,467,5383.39,2861,-04:00,-05:00
2024-11-03T18:41:00Z,ES,4703.39,4704.14,136,55,4703.77,5557,-04:00,-05:00
2024-11-03T16:40:00Z,YM,5719.78,5720.41,49,208,5720.09,7967,-04:00,-05:00
2024-11-03T14:41:00Z,RTY,5759.04,5759.62,472,332,5759.33,233,-04:00,-05:00
2024-11-03T19:21:00Z,NQ,4507.56,4508.120000000001,115,199,4507.84,6535,-04:00,-05:00
2024-11-03T21:56:00Z,NQ,5561.92,5562.52,387,61,5562.22,8752,-04:00,-05:00
2024-11-03T18:49:00Z,YM,4516.98,4517.54,466,378,4517.26,8892,-04:00,-05:00
2024-11-03T16:08:00Z,YM,5337.06,5337.860000000001,121,436,5337.46,8169,-04:00,-05:00
2024-11-03T19:54:00Z,RTY,5600.14,5600.740000000001,451,455,5600.44,5058,-04:00,-05:00
2024-11-03T17:28:00Z,NQ,5771.35,5771.76,169,332,5771.56,4843,-04:00,-05:00
2024-11-03T15:48:00Z,ES,5382.88,5383.53,74,480,5383.2,4638,-04:00,-05:00
2024-11-03T19:14:00Z,NQ,4636.86,4637.65,251,499,4637.25,8318,-04:00,-05:00
2024-11-03T16:55:00Z,NQ,4859.61,4860.33,229,338,4859.97,3449,-04:00,-05:00
2024-11-03T16:12:00Z,NQ,5255.61,5256.54,399,389,5256.07,8256,-04:00,-05:00
2024-11-03T21:29:00Z,YM,5697.52,5697.950000000001,179,490,5697.74,5896,-04:00,-05:00
2024-11-03T18:00:00Z,YM,5176.91,5177.23,139,76,5177.07,7580,-04:00,-05:00
2024-11-03T17:48:00Z,RTY,5352.61,5353.15,103,331,5352.88,523,-04:00,-05:00
2024-11-03T15:52:00Z,YM,4908.55,4909.42,139,160,4908.99,900,-04:00,-05:00
2024-11-03T15:19:00Z,ES,5685.17,5686.01,333,113,5685.59,3184,-04:00,-05:00
2024-11-03T14:29:00Z,RTY,4659.61,4660.19,68,185,4659.9,4281,-04:00,-05:00
2024-11-03T19:42:00Z,RTY,5007.87,5008.14,214,332,5008.01,268,-04:00,-05:00
2024-11-03T18:46:00Z,YM,5199.53,5200.3099999999995,272,309,5199.92,5979,-04:00,-05:00
2024-11-03T14:23:00Z,YM,5202.17,5202.58,302,371,5202.38,6758,-04:00,-05:00
2024-11-03T19:56:00Z,NQ,5001.07,5001.44,226,363,5001.25,432,-04:00,-05:00
2024-11-03T19:07:00Z,ES,5035.82,5036.61,191,223,5036.22,6831,-04:00,-05:00
2024-11-03T14:21:00Z,RTY,4941.02,4941.580000000001,315,135,4941.3,519,-04:00,-05:00
2024-11-03T21:27:00Z,ES,4687.95,4688.86,57,381,4688.4,1514,-04:00,-05:00
2024-11-03T20:27:00Z,RTY,5137.67,5138.0,187,387,5137.84,1925,-04:00,-05:00
2024-11-03T19:52:00Z,YM,5707.17,5708.1,486,488,5707.64,6567,-04:00,-05:00
2024-11-03T21:05:00Z,ES,5567.78,5568.73,445,121,5568.25,9495,-04:00,-05:00
2024-11-03T20:04:00Z,NQ,5722.33,5722.8099999999995,179,182,5722.57,9517,-04:00,-05:00
2024-11-03T14:35:00Z,ES,5589.76,5590.59,236,183,5590.18,276,-04:00,-05:00
2024-11-03T18:11:00Z,RTY,4533.51,4534.4400000000005,37,321,4533.98,5478,-04:00,-05:00
2024-11-03T19:55:00Z,YM,5522.45,5523.07,320,338,5522.76,220,-04:00,-05:00
2024-11-03T17:30:00Z,YM,4701.41,4701.93,368,221,4701.67,5104,-04:00,-05:00
2024-11-03T20:44:00Z,NQ,4890.1,4890.96,121,214,4890.53,7558,-04:00,-05:00
2024-11-03T16:50:00Z,YM,4923.22,4923.52,382,332,4923.37,5376,-04:00,-05:00
2024-11-03T14:51:00Z,YM,5360.65,5361.33,344,477,5360.99,809,-04:00,-05:00
2024-11-03T20:43:00Z,ES,4602.17,4603.14,12,454,4602.66,3719,-04:00,-05:00
2024-11-03T20:52:00Z,NQ,5371.56,5372.0,263,257,5371.78,5564,-04:00,-05:00
2024-11-03T16:22:00Z,ES,4792.72,4792.9800000000005,416,204,4792.85,4177,-04:00,-05:00
2024-11-03T20:16:00Z,YM,5624.73,5625.41,83,243,5625.07,7178,-04:00,-05:00
2024-11-03T16:58:00Z,YM,5018.06,5018.6,40,14,5018.33,2787,-04:00,-05:00
2024-11-03T17:16:00Z,YM,5648.09,5648.91,201,35,5648.5,6111,-04:00,-05:00
2024-11-03T20:33:00Z,ES,5148.59,5148.89,428,146,5148.74,6792,-04:00,-05:00
2024-11-03T19:25:00Z,YM,5214.44,5214.969999999999,239,59,5214.7,676,-04:00,-05:00
2024-11-03T21:30:00Z,ES,5046.32,5046.69,221,468,5046.5,4968,-04:00,-05:00
2024-11-03T19:55:00Z,YM,5138.71,5139.66,174,99,5139.18,4299,-04:00,-05:00
2024-11-03T16:56:00Z,NQ,5226.0,5226.41,439,123,5226.2,889,-04:00,-05:00
2024-11-03T17:55:00Z,ES,4750.34,4750.72,266,22,4750.53,1815,-04:00,-05:00
2024-11-03T15:33:00Z,RTY,5124.15,5124.54,281,227,5124.34,1231,-04:00,-05:00
2024-11-03T19:36:00Z,ES,5534.87,5535.5,440,263,5535.18,3885,-04:00,-05:00
2024-11-03T20:49:00Z,RTY,5531.49,5532.25,401,283,5531.87,5771,-04:00,-05:00
2024-11-03T14:35:00Z,ES,4962.08,4962.63,91,285,4962.35,6012,-04:00,-05:00
2024-11-03T14:07:00Z,YM,5273.54,5273.83,367,436,5273.68,1966,-04:00,-05:00
2024-11-03T15:34:00Z,ES,4724.95,4725.849999999999,203,499,4725.4,2875,-04:00,-05:00
2024-11-03T21:03:00Z,YM,5227.82,5228.2,109,483,5228.01,9342,-04:00,-05:00
2024-11-03T15:27:00Z,ES,5177.7,5178.2,383,394,5177.95,8982,-04:00,-05:00
2024-11-03T21:42:00Z,RTY,5352.35,5353.200000000001,264,187,5352.78,4208,-04:00,-05:00
2024-11-03T18:32:00Z,YM,5434.91,5435.5,117,89,5435.2,2349,-04:00,-05:00
2024-11-03T19:24:00Z,NQ,4575.42,4575.78,495,432,4575.6,4340,-04:00,-05:00
2024-11-03T16:30:00Z,NQ,5533.09,5534.09,497,106,5533.59,8981,-04:00,-05:00
2024-11-03T14:39:00Z,NQ,5077.71,5078.35,173,237,5078.03,4733,-04:00,-05:00
2024-11-03T18:03:00Z,ES,4918.79,4919.65,86,482,4919.22,9045,-04:00,-05:00
2024-11-03T16:37:00Z,RTY,4882.85,4883.63,228,51,4883.24,6210,-04:00,-05:00
2024-11-03T18:23:00Z,ES,5559.67,5560.42,362,51,5560.05,9450,-04:00,-05:00
2024-11-03T15:00:00Z,NQ,5196.58,5197.09,243,246,5196.84,7694,-04:00,-05:00
