hostname,ip,env,os_version,ssh_version_before,ssh_version_after,patch_date,patch_method,patch_package,patch_status,applied_by,ticket_id,notes
host-p0101.internal.example.com,10.15.18.183,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-06T14:55:00Z,ansible_playbook,N/A,pending,bob.zhang,SEC-2024-1100,CVE-2024-6387 remediation — pending patch
host-p0102.internal.example.com,10.65.144.38,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T12:51:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1101,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0103.internal.example.com,10.25.172.189,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-05T11:13:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1102,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0104.internal.example.com,10.14.57.6,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-05T13:27:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1103,CVE-2024-6387 remediation — pending patch
host-p0105.internal.example.com,10.63.83.23,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T06:05:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1104,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0106.internal.example.com,10.58.34.243,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T05:48:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1105,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0107.internal.example.com,10.71.117.201,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T17:24:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1106,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0108.internal.example.com,10.61.160.7,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T08:19:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1107,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0109.internal.example.com,10.5.141.104,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T20:31:00Z,ansible_playbook,openssh-9.8p1,patched,sre-user,SEC-2024-1108,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0110.internal.example.com,10.46.223.35,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T09:46:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1109,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0111.internal.example.com,10.73.141.180,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T19:17:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1110,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0112.internal.example.com,10.61.57.13,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T20:44:00Z,automated_cron,N/A,pending,sre-user,SEC-2024-1111,CVE-2024-6387 remediation — pending patch
host-p0113.internal.example.com,10.79.103.220,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-07T18:30:00Z,manual,N/A,pending,alice.wang,SEC-2024-1112,CVE-2024-6387 remediation — pending patch
host-p0114.internal.example.com,10.60.246.154,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-07T12:59:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1113,CVE-2024-6387 remediation — pending patch
host-p0115.internal.example.com,10.22.85.220,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-08T22:57:00Z,automated_cron,N/A,failed,sre-user,SEC-2024-1114,CVE-2024-6387 remediation — pending patch
host-p0116.internal.example.com,10.4.191.27,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-08T11:09:00Z,ansible_playbook,N/A,failed,bob.zhang,SEC-2024-1115,CVE-2024-6387 remediation — pending patch
host-p0117.internal.example.com,10.46.64.79,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T22:45:00Z,automated_cron,openssh-9.8p1,patched,bob.zhang,SEC-2024-1116,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0118.internal.example.com,10.15.143.188,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T21:14:00Z,automated_cron,N/A,failed,alice.wang,SEC-2024-1117,CVE-2024-6387 remediation — pending patch
host-p0119.internal.example.com,10.21.16.37,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-06T20:55:00Z,manual,N/A,pending,sre-user,SEC-2024-1118,CVE-2024-6387 remediation — pending patch
host-p0120.internal.example.com,10.66.197.61,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T00:05:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1119,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0121.internal.example.com,10.25.15.116,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T08:05:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1120,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0122.internal.example.com,10.80.31.67,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T07:52:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1121,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0123.internal.example.com,10.5.104.88,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T03:27:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1122,CVE-2024-6387 remediation — pending patch
host-p0124.internal.example.com,10.3.4.68,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T12:43:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1123,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0125.internal.example.com,10.41.167.103,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-06T02:50:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1124,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0126.internal.example.com,10.66.213.28,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T18:38:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1125,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0127.internal.example.com,10.65.171.236,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T05:45:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1126,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0128.internal.example.com,10.76.39.49,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-06T04:07:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1127,CVE-2024-6387 remediation — pending patch
host-p0129.internal.example.com,10.10.121.87,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T14:14:00Z,dnf_update,openssh-9.8p1,patched,ansible-automation,SEC-2024-1128,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0130.internal.example.com,10.50.62.97,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-09T03:34:00Z,ansible_playbook,N/A,pending,bob.zhang,SEC-2024-1129,CVE-2024-6387 remediation — pending patch
host-p0131.internal.example.com,10.23.194.76,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T09:42:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1130,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0132.internal.example.com,10.11.101.160,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T23:13:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1131,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0133.internal.example.com,10.59.176.28,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-03T07:57:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1132,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0134.internal.example.com,10.71.2.76,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-03T01:48:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1133,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0135.internal.example.com,10.60.88.227,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-04T10:57:00Z,dnf_update,N/A,failed,sre-user,SEC-2024-1134,CVE-2024-6387 remediation — pending patch
host-p0136.internal.example.com,10.64.251.52,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T21:39:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1135,CVE-2024-6387 remediation — pending patch
host-p0137.internal.example.com,10.58.134.79,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T06:46:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1136,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0138.internal.example.com,10.39.39.117,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T03:20:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1137,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0139.internal.example.com,10.4.9.221,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-06T17:34:00Z,dnf_update,N/A,pending,bob.zhang,SEC-2024-1138,CVE-2024-6387 remediation — pending patch
host-p0140.internal.example.com,10.74.4.189,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-09T00:09:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1139,CVE-2024-6387 remediation — pending patch
host-s0141.internal.example.com,10.2.247.90,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T15:49:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1140,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0142.internal.example.com,10.7.52.226,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T15:04:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1141,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0143.internal.example.com,10.24.18.81,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T12:48:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,bob.zhang,SEC-2024-1142,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0144.internal.example.com,10.31.97.135,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T12:07:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1143,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0145.internal.example.com,10.44.3.124,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-03T10:06:00Z,automated_cron,N/A,failed,sre-user,SEC-2024-1144,CVE-2024-6387 remediation — pending patch
host-s0146.internal.example.com,10.13.70.90,staging,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-06T20:42:00Z,automated_cron,N/A,failed,alice.wang,SEC-2024-1145,CVE-2024-6387 remediation — pending patch
host-s0147.internal.example.com,10.53.195.230,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-05T07:57:00Z,dnf_update,openssh-9.8p1,patched,ansible-automation,SEC-2024-1146,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0148.internal.example.com,10.5.156.116,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T18:14:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1147,CVE-2024-6387 remediation — pending patch
host-s0149.internal.example.com,10.64.4.32,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T06:57:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1148,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0150.internal.example.com,10.7.70.99,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T12:07:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1149,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0151.internal.example.com,10.51.100.94,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T01:44:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1150,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0152.internal.example.com,10.61.198.22,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T10:41:00Z,manual,N/A,failed,ansible-automation,SEC-2024-1151,CVE-2024-6387 remediation — pending patch
host-s0153.internal.example.com,10.9.159.123,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T02:47:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1152,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0154.internal.example.com,10.80.83.101,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T03:20:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1153,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0155.internal.example.com,10.54.18.115,staging,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T15:12:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1154,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0156.internal.example.com,10.27.79.86,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-03T19:54:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1155,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0157.internal.example.com,10.3.135.223,staging,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T02:05:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1156,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0158.internal.example.com,10.73.68.135,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-03T15:16:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,bob.zhang,SEC-2024-1157,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0159.internal.example.com,10.39.26.113,staging,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T16:46:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1158,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0160.internal.example.com,10.43.104.212,staging,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T19:06:00Z,automated_cron,openssh-9.8p1,patched,ansible-automation,SEC-2024-1159,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0161.internal.example.com,10.8.109.163,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T02:16:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1160,CVE-2024-6387 remediation — pending patch
host-s0162.internal.example.com,10.54.212.88,staging,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-03T13:56:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1161,CVE-2024-6387 remediation — pending patch
host-s0163.internal.example.com,10.79.77.200,staging,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T15:41:00Z,dnf_update,openssh-9.8p1,patched,ansible-automation,SEC-2024-1162,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0164.internal.example.com,10.26.14.57,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T20:57:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1163,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0165.internal.example.com,10.28.54.212,staging,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-08T16:42:00Z,manual,N/A,failed,ansible-automation,SEC-2024-1164,CVE-2024-6387 remediation — pending patch
host-d0166.internal.example.com,10.69.73.39,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T23:31:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1165,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0167.internal.example.com,10.51.57.65,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T06:32:00Z,manual,openssh-9.8p1,patched,sre-user,SEC-2024-1166,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0168.internal.example.com,10.1.205.85,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T17:27:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1167,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0169.internal.example.com,10.30.8.106,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T16:46:00Z,ansible_playbook,openssh-9.8p1,patched,alice.wang,SEC-2024-1168,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0170.internal.example.com,10.40.178.135,dev,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T08:48:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1169,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0171.internal.example.com,10.27.91.36,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T06:32:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1170,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0172.internal.example.com,10.64.105.56,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T21:07:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1171,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0173.internal.example.com,10.46.64.194,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T10:48:00Z,manual,N/A,pending,bob.zhang,SEC-2024-1172,CVE-2024-6387 remediation — pending patch
host-d0174.internal.example.com,10.3.167.35,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T21:49:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1173,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0175.internal.example.com,10.5.63.72,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T11:03:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1174,CVE-2024-6387 remediation — pending patch
host-d0176.internal.example.com,10.21.227.179,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T16:46:00Z,manual,N/A,pending,sre-user,SEC-2024-1175,CVE-2024-6387 remediation — pending patch
host-d0177.internal.example.com,10.32.190.184,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-03T01:22:00Z,ansible_playbook,N/A,pending,bob.zhang,SEC-2024-1176,CVE-2024-6387 remediation — pending patch
host-d0178.internal.example.com,10.32.45.12,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T06:11:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1177,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0179.internal.example.com,10.50.107.20,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-05T02:54:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1178,CVE-2024-6387 remediation — pending patch
host-d0180.internal.example.com,10.78.7.162,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T22:15:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1179,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0181.internal.example.com,10.62.136.156,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T13:24:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1180,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0182.internal.example.com,10.65.214.138,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T22:30:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1181,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0183.internal.example.com,10.22.128.173,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T12:07:00Z,manual,N/A,failed,alice.wang,SEC-2024-1182,CVE-2024-6387 remediation — pending patch
host-d0184.internal.example.com,10.18.39.51,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T10:17:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1183,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0185.internal.example.com,10.68.162.105,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-05T22:15:00Z,ansible_playbook,N/A,pending,ansible-automation,SEC-2024-1184,CVE-2024-6387 remediation — pending patch
host-d0186.internal.example.com,10.7.212.120,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T13:40:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1185,CVE-2024-6387 remediation — pending patch
host-d0187.internal.example.com,10.26.58.168,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T02:32:00Z,manual,N/A,pending,ansible-automation,SEC-2024-1186,CVE-2024-6387 remediation — pending patch
host-d0188.internal.example.com,10.51.243.227,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-07T02:44:00Z,dnf_update,N/A,failed,sre-user,SEC-2024-1187,CVE-2024-6387 remediation — pending patch
host-d0189.internal.example.com,10.11.141.83,dev,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-08T09:11:00Z,ansible_playbook,N/A,failed,bob.zhang,SEC-2024-1188,CVE-2024-6387 remediation — pending patch
host-d0190.internal.example.com,10.76.4.189,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-10T00:04:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1189,CVE-2024-6387 remediation — pending patch
host-d0191.internal.example.com,10.28.16.219,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T03:54:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1190,CVE-2024-6387 remediation — pending patch
host-d0192.internal.example.com,10.64.71.55,dev,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T10:14:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1191,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0193.internal.example.com,10.21.162.251,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T17:15:00Z,manual,N/A,failed,sre-user,SEC-2024-1192,CVE-2024-6387 remediation — pending patch
host-d0194.internal.example.com,10.76.205.28,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T01:06:00Z,automated_cron,N/A,failed,alice.wang,SEC-2024-1193,CVE-2024-6387 remediation — pending patch
host-d0195.internal.example.com,10.64.202.210,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T07:10:00Z,manual,N/A,pending,alice.wang,SEC-2024-1194,CVE-2024-6387 remediation — pending patch
host-d0196.internal.example.com,10.26.160.117,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T17:53:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1195,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0197.internal.example.com,10.39.229.85,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T21:42:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1196,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0198.internal.example.com,10.6.137.106,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-08T12:01:00Z,ansible_playbook,N/A,pending,ansible-automation,SEC-2024-1197,CVE-2024-6387 remediation — pending patch
host-d0199.internal.example.com,10.54.117.109,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T09:43:00Z,dnf_update,openssh-9.8p1,patched,sre-user,SEC-2024-1198,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0200.internal.example.com,10.75.90.220,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-09T16:14:00Z,ansible_playbook,N/A,pending,bob.zhang,SEC-2024-1199,CVE-2024-6387 remediation — pending patch
host-p0201.internal.example.com,10.16.127.30,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-03T22:47:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1200,CVE-2024-6387 remediation — pending patch
host-p0202.internal.example.com,10.74.96.90,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T15:34:00Z,manual,N/A,failed,sre-user,SEC-2024-1201,CVE-2024-6387 remediation — pending patch
