timestamp_utc,instrument,order_id,side,price,qty,local_ts_system,timezone_tag,settlement_date_system
2024-11-03T14:05:42Z,RTYH5,ORD-0020241103000201,SELL,4651.7,2,2024-11-03T10:05:42,UTC-4,2024-11-04
2024-11-03T14:07:04Z,NQZ4,ORD-0020241103000202,SELL,4615.82,1,2024-11-03T10:07:04,UTC-4,2024-11-04
2024-11-03T14:08:26Z,RTYH5,ORD-0020241103000203,BUY,4591.54,17,2024-11-03T10:08:26,UTC-4,2024-11-04
2024-11-03T14:09:49Z,ESZ4,ORD-0020241103000204,BUY,4684.09,16,2024-11-03T10:09:49,UTC-4,2024-11-04
2024-11-03T14:11:11Z,RTYH5,ORD-0020241103000205,BUY,4621.02,2,2024-11-03T10:11:11,UTC-4,2024-11-04
2024-11-03T14:12:33Z,ESZ4,ORD-0020241103000206,BUY,4644.13,14,2024-11-03T10:12:33,UTC-4,2024-11-04
2024-11-03T14:13:56Z,ESZ4,ORD-0020241103000207,BUY,4564.83,18,2024-11-03T10:13:56,UTC-4,2024-11-04
2024-11-03T14:15:18Z,RTYH5,ORD-0020241103000208,BUY,4537.99,12,2024-11-03T10:15:18,UTC-4,2024-11-04
2024-11-03T14:16:40Z,RTYH5,ORD-0020241103000209,SELL,4637.58,15,2024-11-03T10:16:40,UTC-4,2024-11-04
2024-11-03T14:18:03Z,ESZ4,ORD-0020241103000210,SELL,4555.77,1,2024-11-03T10:18:03,UTC-4,2024-11-04
2024-11-03T14:19:25Z,RTYH5,ORD-0020241103000211,BUY,4679.79,7,2024-11-03T10:19:25,UTC-4,2024-11-04
2024-11-03T14:20:47Z,RTYH5,ORD-0020241103000212,BUY,4575.49,7,2024-11-03T10:20:47,UTC-4,2024-11-04
2024-11-03T14:22:09Z,RTYH5,ORD-0020241103000213,BUY,4679.72,9,2024-11-03T10:22:09,UTC-4,2024-11-04
2024-11-03T14:23:32Z,NQZ4,ORD-0020241103000214,BUY,4507.03,16,2024-11-03T10:23:32,UTC-4,2024-11-04
2024-11-03T14:24:54Z,RTYH5,ORD-0020241103000215,BUY,4581.81,19,2024-11-03T10:24:54,UTC-4,2024-11-04
2024-11-03T14:26:16Z,ESZ4,ORD-0020241103000216,SELL,4691.7,1,2024-11-03T10:26:16,UTC-4,2024-11-04
2024-11-03T14:27:39Z,RTYH5,ORD-0020241103000217,BUY,4632.24,1,2024-11-03T10:27:39,UTC-4,2024-11-04
2024-11-03T14:29:01Z,NQZ4,ORD-0020241103000218,BUY,4680.27,11,2024-11-03T10:29:01,UTC-4,2024-11-04
2024-11-03T14:30:23Z,ESZ4,ORD-0020241103000219,SELL,4636.93,13,2024-11-03T10:30:23,UTC-4,2024-11-04
2024-11-03T14:31:46Z,RTYH5,ORD-0020241103000220,SELL,4581.92,19,2024-11-03T10:31:46,UTC-4,2024-11-04
2024-11-03T14:33:08Z,RTYH5,ORD-0020241103000221,BUY,4538.87,3,2024-11-03T10:33:08,UTC-4,2024-11-04
2024-11-03T14:34:30Z,NQZ4,ORD-0020241103000222,SELL,4608.13,8,2024-11-03T10:34:30,UTC-4,2024-11-04
2024-11-03T14:35:52Z,ESZ4,ORD-0020241103000223,SELL,4684.09,1,2024-11-03T10:35:52,UTC-4,2024-11-04
2024-11-03T14:37:15Z,NQZ4,ORD-0020241103000224,BUY,4596.3,19,2024-11-03T10:37:15,UTC-4,2024-11-04
2024-11-03T14:38:37Z,NQZ4,ORD-0020241103000225,SELL,4647.66,5,2024-11-03T10:38:37,UTC-4,2024-11-04
2024-11-03T14:39:59Z,RTYH5,ORD-0020241103000226,BUY,4618.16,2,2024-11-03T10:39:59,UTC-4,2024-11-04
2024-11-03T14:41:22Z,ESZ4,ORD-0020241103000227,BUY,4531.64,2,2024-11-03T10:41:22,UTC-4,2024-11-04
2024-11-03T14:42:44Z,RTYH5,ORD-0020241103000228,SELL,4542.65,9,2024-11-03T10:42:44,UTC-4,2024-11-04
2024-11-03T14:44:06Z,RTYH5,ORD-0020241103000229,SELL,4518.8,5,2024-11-03T10:44:06,UTC-4,2024-11-04
2024-11-03T14:45:29Z,RTYH5,ORD-0020241103000230,BUY,4699.29,10,2024-11-03T10:45:29,UTC-4,2024-11-04
2024-11-03T14:46:51Z,ESZ4,ORD-0020241103000231,SELL,4667.67,12,2024-11-03T10:46:51,UTC-4,2024-11-04
2024-11-03T14:48:13Z,ESZ4,ORD-0020241103000232,BUY,4628.91,11,2024-11-03T10:48:13,UTC-4,2024-11-04
2024-11-03T14:49:35Z,RTYH5,ORD-0020241103000233,BUY,4590.81,14,2024-11-03T10:49:35,UTC-4,2024-11-04
2024-11-03T14:50:58Z,ESZ4,ORD-0020241103000234,BUY,4506.8,12,2024-11-03T10:50:58,UTC-4,2024-11-04
2024-11-03T14:52:20Z,NQZ4,ORD-0020241103000235,BUY,4573.42,11,2024-11-03T10:52:20,UTC-4,2024-11-04
2024-11-03T14:53:42Z,ESZ4,ORD-0020241103000236,BUY,4589.39,13,2024-11-03T10:53:42,UTC-4,2024-11-04
2024-11-03T14:55:05Z,RTYH5,ORD-0020241103000237,SELL,4646.0,19,2024-11-03T10:55:05,UTC-4,2024-11-04
2024-11-03T14:56:27Z,RTYH5,ORD-0020241103000238,SELL,4599.71,4,2024-11-03T10:56:27,UTC-4,2024-11-04
2024-11-03T14:57:49Z,RTYH5,ORD-0020241103000239,BUY,4538.86,2,2024-11-03T10:57:49,UTC-4,2024-11-04
2024-11-03T14:59:12Z,RTYH5,ORD-0020241103000240,SELL,4651.3,2,2024-11-03T10:59:12,UTC-4,2024-11-04
2024-11-03T15:00:34Z,NQZ4,ORD-0020241103000241,BUY,4511.46,19,2024-11-03T11:00:34,UTC-4,2024-11-04
2024-11-03T15:01:56Z,RTYH5,ORD-0020241103000242,SELL,4582.81,2,2024-11-03T11:01:56,UTC-4,2024-11-04
2024-11-03T15:03:18Z,ESZ4,ORD-0020241103000243,SELL,4661.82,1,2024-11-03T11:03:18,UTC-4,2024-11-04
2024-11-03T15:04:41Z,RTYH5,ORD-0020241103000244,BUY,4651.94,17,2024-11-03T11:04:41,UTC-4,2024-11-04
2024-11-03T15:06:03Z,ESZ4,ORD-0020241103000245,BUY,4630.48,10,2024-11-03T11:06:03,UTC-4,2024-11-04
2024-11-03T15:07:25Z,RTYH5,ORD-0020241103000246,SELL,4657.05,2,2024-11-03T11:07:25,UTC-4,2024-11-04
2024-11-03T15:08:48Z,RTYH5,ORD-0020241103000247,BUY,4550.11,15,2024-11-03T11:08:48,UTC-4,2024-11-04
2024-11-03T15:10:10Z,NQZ4,ORD-0020241103000248,BUY,4568.2,7,2024-11-03T11:10:10,UTC-4,2024-11-04
2024-11-03T15:11:32Z,NQZ4,ORD-0020241103000249,BUY,4649.95,18,2024-11-03T11:11:32,UTC-4,2024-11-04
2024-11-03T15:12:55Z,ESZ4,ORD-0020241103000250,BUY,4626.9,10,2024-11-03T11:12:55,UTC-4,2024-11-04
2024-11-03T15:14:17Z,ESZ4,ORD-0020241103000251,SELL,4532.37,7,2024-11-03T11:14:17,UTC-4,2024-11-04
2024-11-03T15:15:39Z,NQZ4,ORD-0020241103000252,SELL,4510.14,3,2024-11-03T11:15:39,UTC-4,2024-11-04
2024-11-03T15:17:01Z,NQZ4,ORD-0020241103000253,SELL,4645.28,15,2024-11-03T11:17:01,UTC-4,2024-11-04
2024-11-03T15:18:24Z,RTYH5,ORD-0020241103000254,BUY,4501.69,14,2024-11-03T11:18:24,UTC-4,2024-11-04
2024-11-03T15:19:46Z,RTYH5,ORD-0020241103000255,BUY,4689.35,17,2024-11-03T11:19:46,UTC-4,2024-11-04
2024-11-03T15:21:08Z,NQZ4,ORD-0020241103000256,BUY,4697.3,11,2024-11-03T11:21:08,UTC-4,2024-11-04
2024-11-03T15:22:31Z,NQZ4,ORD-0020241103000257,BUY,4501.91,20,2024-11-03T11:22:31,UTC-4,2024-11-04
2024-11-03T15:23:53Z,ESZ4,ORD-0020241103000258,BUY,4573.36,12,2024-11-03T11:23:53,UTC-4,2024-11-04
2024-11-03T15:25:15Z,NQZ4,ORD-0020241103000259,BUY,4686.29,12,2024-11-03T11:25:15,UTC-4,2024-11-04
2024-11-03T15:26:38Z,ESZ4,ORD-0020241103000260,BUY,4688.16,11,2024-11-03T11:26:38,UTC-4,2024-11-04
2024-11-03T15:28:00Z,RTYH5,ORD-0020241103000261,SELL,4515.89,4,2024-11-03T11:28:00,UTC-4,2024-11-04
2024-11-03T15:29:22Z,NQZ4,ORD-0020241103000262,SELL,4622.56,17,2024-11-03T11:29:22,UTC-4,2024-11-04
2024-11-03T15:30:44Z,ESZ4,ORD-0020241103000263,BUY,4526.5,2,2024-11-03T11:30:44,UTC-4,2024-11-04
2024-11-03T15:32:07Z,NQZ4,ORD-0020241103000264,SELL,4565.07,8,2024-11-03T11:32:07,UTC-4,2024-11-04
2024-11-03T15:33:29Z,RTYH5,ORD-0020241103000265,SELL,4526.39,17,2024-11-03T11:33:29,UTC-4,2024-11-04
2024-11-03T15:34:51Z,ESZ4,ORD-0020241103000266,BUY,4683.09,14,2024-11-03T11:34:51,UTC-4,2024-11-04
2024-11-03T15:36:14Z,ESZ4,ORD-0020241103000267,SELL,4590.02,12,2024-11-03T11:36:14,UTC-4,2024-11-04
2024-11-03T15:37:36Z,ESZ4,ORD-0020241103000268,BUY,4653.78,2,2024-11-03T11:37:36,UTC-4,2024-11-04
2024-11-03T15:38:58Z,RTYH5,ORD-0020241103000269,SELL,4691.77,17,2024-11-03T11:38:58,UTC-4,2024-11-04
2024-11-03T15:40:21Z,ESZ4,ORD-0020241103000270,SELL,4690.66,6,2024-11-03T11:40:21,UTC-4,2024-11-04
2024-11-03T15:41:43Z,ESZ4,ORD-0020241103000271,BUY,4693.43,17,2024-11-03T11:41:43,UTC-4,2024-11-04
2024-11-03T15:43:05Z,ESZ4,ORD-0020241103000272,SELL,4660.78,15,2024-11-03T11:43:05,UTC-4,2024-11-04
2024-11-03T15:44:27Z,RTYH5,ORD-0020241103000273,BUY,4654.12,16,2024-11-03T11:44:27,UTC-4,2024-11-04
2024-11-03T15:45:50Z,RTYH5,ORD-0020241103000274,BUY,4651.84,18,2024-11-03T11:45:50,UTC-4,2024-11-04
2024-11-03T15:47:12Z,NQZ4,ORD-0020241103000275,BUY,4544.73,8,2024-11-03T11:47:12,UTC-4,2024-11-04
2024-11-03T15:48:34Z,RTYH5,ORD-0020241103000276,BUY,4586.16,7,2024-11-03T11:48:34,UTC-4,2024-11-04
2024-11-03T15:49:57Z,NQZ4,ORD-0020241103000277,SELL,4684.57,8,2024-11-03T11:49:57,UTC-4,2024-11-04
2024-11-03T15:51:19Z,RTYH5,ORD-0020241103000278,BUY,4631.39,19,2024-11-03T11:51:19,UTC-4,2024-11-04
2024-11-03T15:52:41Z,ESZ4,ORD-0020241103000279,BUY,4627.27,1,2024-11-03T11:52:41,UTC-4,2024-11-04
2024-11-03T15:54:04Z,NQZ4,ORD-0020241103000280,BUY,4524.74,19,2024-11-03T11:54:04,UTC-4,2024-11-04
2024-11-03T15:55:26Z,NQZ4,ORD-0020241103000281,BUY,4516.17,10,2024-11-03T11:55:26,UTC-4,2024-11-04
2024-11-03T15:56:48Z,NQZ4,ORD-0020241103000282,SELL,4516.16,14,2024-11-03T11:56:48,UTC-4,2024-11-04
2024-11-03T15:58:10Z,NQZ4,ORD-0020241103000283,BUY,4585.51,11,2024-11-03T11:58:10,UTC-4,2024-11-04
2024-11-03T15:59:33Z,RTYH5,ORD-0020241103000284,SELL,4589.98,5,2024-11-03T11:59:33,UTC-4,2024-11-04
2024-11-03T16:00:55Z,NQZ4,ORD-0020241103000285,BUY,4553.94,15,2024-11-03T12:00:55,UTC-4,2024-11-04
2024-11-03T16:02:17Z,RTYH5,ORD-0020241103000286,SELL,4561.04,14,2024-11-03T12:02:17,UTC-4,2024-11-04
2024-11-03T16:03:40Z,NQZ4,ORD-0020241103000287,BUY,4669.24,10,2024-11-03T12:03:40,UTC-4,2024-11-04
2024-11-03T16:05:02Z,RTYH5,ORD-0020241103000288,BUY,4596.85,18,2024-11-03T12:05:02,UTC-4,2024-11-04
2024-11-03T16:06:24Z,NQZ4,ORD-0020241103000289,SELL,4620.92,13,2024-11-03T12:06:24,UTC-4,2024-11-04
2024-11-03T16:07:47Z,NQZ4,ORD-0020241103000290,SELL,4515.17,12,2024-11-03T12:07:47,UTC-4,2024-11-04
2024-11-03T16:09:09Z,RTYH5,ORD-0020241103000291,SELL,4514.99,17,2024-11-03T12:09:09,UTC-4,2024-11-04
2024-11-03T16:10:31Z,ESZ4,ORD-0020241103000292,SELL,4501.56,11,2024-11-03T12:10:31,UTC-4,2024-11-04
2024-11-03T16:11:53Z,NQZ4,ORD-0020241103000293,SELL,4668.09,11,2024-11-03T12:11:53,UTC-4,2024-11-04
2024-11-03T16:13:16Z,RTYH5,ORD-0020241103000294,SELL,4681.54,20,2024-11-03T12:13:16,UTC-4,2024-11-04
2024-11-03T16:14:38Z,RTYH5,ORD-0020241103000295,SELL,4556.67,8,2024-11-03T12:14:38,UTC-4,2024-11-04
2024-11-03T16:16:00Z,RTYH5,ORD-0020241103000296,SELL,4559.83,13,2024-11-03T12:16:00,UTC-4,2024-11-04
2024-11-03T16:17:23Z,RTYH5,ORD-0020241103000297,SELL,4693.5,8,2024-11-03T12:17:23,UTC-4,2024-11-04
2024-11-03T16:18:45Z,NQZ4,ORD-0020241103000298,SELL,4656.89,17,2024-11-03T12:18:45,UTC-4,2024-11-04
2024-11-03T16:20:07Z,NQZ4,ORD-0020241103000299,BUY,4551.5,4,2024-11-03T12:20:07,UTC-4,2024-11-04
2024-11-03T16:21:30Z,RTYH5,ORD-0020241103000300,BUY,4630.34,8,2024-11-03T12:21:30,UTC-4,2024-11-04
2024-11-03T16:22:52Z,NQZ4,ORD-0020241103000301,BUY,4696.8,13,2024-11-03T12:22:52,UTC-4,2024-11-04
2024-11-03T16:24:14Z,ESZ4,ORD-0020241103000302,BUY,4616.64,4,2024-11-03T12:24:14,UTC-4,2024-11-04
2024-11-03T16:25:36Z,NQZ4,ORD-0020241103000303,SELL,4533.04,19,2024-11-03T12:25:36,UTC-4,2024-11-04
2024-11-03T16:26:59Z,RTYH5,ORD-0020241103000304,BUY,4551.34,15,2024-11-03T12:26:59,UTC-4,2024-11-04
2024-11-03T16:28:21Z,RTYH5,ORD-0020241103000305,BUY,4674.5,12,2024-11-03T12:28:21,UTC-4,2024-11-04
2024-11-03T16:29:43Z,ESZ4,ORD-0020241103000306,BUY,4691.49,16,2024-11-03T12:29:43,UTC-4,2024-11-04
2024-11-03T16:31:06Z,ESZ4,ORD-0020241103000307,SELL,4699.0,14,2024-11-03T12:31:06,UTC-4,2024-11-04
2024-11-03T16:32:28Z,NQZ4,ORD-0020241103000308,SELL,4568.33,15,2024-11-03T12:32:28,UTC-4,2024-11-04
2024-11-03T16:33:50Z,NQZ4,ORD-0020241103000309,SELL,4643.86,10,2024-11-03T12:33:50,UTC-4,2024-11-04
2024-11-03T16:35:13Z,ESZ4,ORD-0020241103000310,BUY,4550.03,14,2024-11-03T12:35:13,UTC-4,2024-11-04
2024-11-03T16:36:35Z,ESZ4,ORD-0020241103000311,BUY,4579.02,19,2024-11-03T12:36:35,UTC-4,2024-11-04
2024-11-03T16:37:57Z,RTYH5,ORD-0020241103000312,BUY,4503.2,4,2024-11-03T12:37:57,UTC-4,2024-11-04
2024-11-03T16:39:19Z,RTYH5,ORD-0020241103000313,BUY,4521.56,2,2024-11-03T12:39:19,UTC-4,2024-11-04
2024-11-03T16:40:42Z,RTYH5,ORD-0020241103000314,BUY,4533.09,10,2024-11-03T12:40:42,UTC-4,2024-11-04
2024-11-03T16:42:04Z,ESZ4,ORD-0020241103000315,SELL,4671.77,9,2024-11-03T12:42:04,UTC-4,2024-11-04
2024-11-03T16:43:26Z,NQZ4,ORD-0020241103000316,SELL,4641.38,7,2024-11-03T12:43:26,UTC-4,2024-11-04
2024-11-03T16:44:49Z,RTYH5,ORD-0020241103000317,BUY,4592.73,18,2024-11-03T12:44:49,UTC-4,2024-11-04
2024-11-03T16:46:11Z,RTYH5,ORD-0020241103000318,BUY,4647.45,6,2024-11-03T12:46:11,UTC-4,2024-11-04
2024-11-03T16:47:33Z,NQZ4,ORD-0020241103000319,SELL,4627.58,8,2024-11-03T12:47:33,UTC-4,2024-11-04
2024-11-03T16:48:56Z,ESZ4,ORD-0020241103000320,BUY,4604.7,7,2024-11-03T12:48:56,UTC-4,2024-11-04
2024-11-03T16:50:18Z,RTYH5,ORD-0020241103000321,SELL,4697.03,17,2024-11-03T12:50:18,UTC-4,2024-11-04
2024-11-03T16:51:40Z,NQZ4,ORD-0020241103000322,SELL,4634.52,4,2024-11-03T12:51:40,UTC-4,2024-11-04
2024-11-03T16:53:02Z,RTYH5,ORD-0020241103000323,BUY,4538.28,16,2024-11-03T12:53:02,UTC-4,2024-11-04
2024-11-03T16:54:25Z,NQZ4,ORD-0020241103000324,BUY,4545.83,6,2024-11-03T12:54:25,UTC-4,2024-11-04
2024-11-03T16:55:47Z,RTYH5,ORD-0020241103000325,SELL,4687.4,6,2024-11-03T12:55:47,UTC-4,2024-11-04
2024-11-03T16:57:09Z,RTYH5,ORD-0020241103000326,BUY,4611.41,6,2024-11-03T12:57:09,UTC-4,2024-11-04
2024-11-03T16:58:32Z,RTYH5,ORD-0020241103000327,BUY,4607.46,1,2024-11-03T12:58:32,UTC-4,2024-11-04
2024-11-03T16:59:54Z,RTYH5,ORD-0020241103000328,SELL,4546.55,6,2024-11-03T12:59:54,UTC-4,2024-11-04
2024-11-03T17:01:16Z,NQZ4,ORD-0020241103000329,BUY,4603.91,14,2024-11-03T13:01:16,UTC-4,2024-11-04
2024-11-03T17:02:39Z,NQZ4,ORD-0020241103000330,SELL,4533.71,20,2024-11-03T13:02:39,UTC-4,2024-11-04
2024-11-03T17:04:01Z,RTYH5,ORD-0020241103000331,BUY,4616.11,2,2024-11-03T13:04:01,UTC-4,2024-11-04
2024-11-03T17:05:23Z,NQZ4,ORD-0020241103000332,BUY,4544.39,10,2024-11-03T13:05:23,UTC-4,2024-11-04
2024-11-03T17:06:45Z,ESZ4,ORD-0020241103000333,SELL,4500.17,12,2024-11-03T13:06:45,UTC-4,2024-11-04
2024-11-03T17:08:08Z,ESZ4,ORD-0020241103000334,SELL,4663.75,14,2024-11-03T13:08:08,UTC-4,2024-11-04
2024-11-03T17:09:30Z,ESZ4,ORD-0020241103000335,BUY,4668.41,17,2024-11-03T13:09:30,UTC-4,2024-11-04
2024-11-03T17:10:52Z,NQZ4,ORD-0020241103000336,SELL,4693.74,14,2024-11-03T13:10:52,UTC-4,2024-11-04
2024-11-03T17:12:15Z,ESZ4,ORD-0020241103000337,SELL,4683.5,20,2024-11-03T13:12:15,UTC-4,2024-11-04
2024-11-03T17:13:37Z,NQZ4,ORD-0020241103000338,BUY,4514.48,17,2024-11-03T13:13:37,UTC-4,2024-11-04
2024-11-03T17:14:59Z,NQZ4,ORD-0020241103000339,SELL,4550.79,18,2024-11-03T13:14:59,UTC-4,2024-11-04
2024-11-03T17:16:22Z,NQZ4,ORD-0020241103000340,SELL,4562.7,9,2024-11-03T13:16:22,UTC-4,2024-11-04
2024-11-03T17:17:44Z,NQZ4,ORD-0020241103000341,SELL,4534.62,6,2024-11-03T13:17:44,UTC-4,2024-11-04
2024-11-03T17:19:06Z,NQZ4,ORD-0020241103000342,BUY,4607.54,4,2024-11-03T13:19:06,UTC-4,2024-11-04
2024-11-03T17:20:28Z,RTYH5,ORD-0020241103000343,SELL,4668.3,10,2024-11-03T13:20:28,UTC-4,2024-11-04
2024-11-03T17:21:51Z,ESZ4,ORD-0020241103000344,BUY,4637.23,8,2024-11-03T13:21:51,UTC-4,2024-11-04
2024-11-03T17:23:13Z,ESZ4,ORD-0020241103000345,BUY,4667.19,17,2024-11-03T13:23:13,UTC-4,2024-11-04
2024-11-03T17:24:35Z,RTYH5,ORD-0020241103000346,SELL,4650.87,14,2024-11-03T13:24:35,UTC-4,2024-11-04
2024-11-03T17:25:58Z,RTYH5,ORD-0020241103000347,BUY,4638.74,1,2024-11-03T13:25:58,UTC-4,2024-11-04
2024-11-03T17:27:20Z,ESZ4,ORD-0020241103000348,BUY,4537.38,9,2024-11-03T13:27:20,UTC-4,2024-11-04
2024-11-03T17:28:42Z,RTYH5,ORD-0020241103000349,SELL,4528.35,17,2024-11-03T13:28:42,UTC-4,2024-11-04
