minute_utc,cdn_error_pct,request_count,edge_pop,region
2024-06-20T21:05:00Z,0.0564,161533,STO09,Europe West
2024-06-20T21:06:00Z,0.0214,127526,CDG03,Europe East
2024-06-20T21:07:00Z,0.0145,148449,ATH08,Europe West
2024-06-20T21:08:00Z,0.0797,181500,HEL11,Europe East
2024-06-20T21:09:00Z,0.0739,63521,VIL14,Europe East
2024-06-20T21:10:00Z,0.0388,122635,BUD07,Europe East
2024-06-20T21:11:00Z,0.0179,129010,BUD07,Europe East
2024-06-20T21:12:00Z,0.0263,61355,ATH08,Europe West
2024-06-20T21:13:00Z,0.0147,126275,BUD07,Europe East
2024-06-20T21:14:00Z,0.0239,186460,TLL12,Europe West
2024-06-20T21:15:00Z,0.0121,143262,WAW06,Europe West
2024-06-20T21:16:00Z,0.0604,133980,ATH08,Europe East
2024-06-20T21:17:00Z,0.0622,158760,WAW06,Europe West
2024-06-20T21:18:00Z,0.0114,52532,FRA04,Europe West
2024-06-20T21:19:00Z,0.0513,185355,FRA04,Europe East
2024-06-20T21:20:00Z,0.0761,97742,OSL10,Europe West
2024-06-20T21:21:00Z,0.0578,109203,HEL11,Europe West
2024-06-20T21:22:00Z,0.0396,66467,STO09,Europe West
2024-06-20T21:23:00Z,0.0263,138791,RIG13,Europe West
2024-06-20T21:24:00Z,0.0771,198828,TLL12,Europe East
2024-06-20T21:25:00Z,0.0744,87862,STO09,Europe West
2024-06-20T21:26:00Z,0.0558,83003,MUC15,Europe East
2024-06-20T21:27:00Z,0.0705,93725,TLL12,Europe West
2024-06-20T21:28:00Z,0.0272,77949,VIE16,Europe West
2024-06-20T21:29:00Z,0.0166,152445,RIG13,Europe West
2024-06-20T21:30:00Z,0.0559,65446,ATH08,Europe West
2024-06-20T21:31:00Z,0.0398,182369,ATH08,Europe East
2024-06-20T21:32:00Z,0.0411,189666,VIL14,Europe East
2024-06-20T21:33:00Z,0.0209,151161,WAW06,Europe West
2024-06-20T21:34:00Z,0.0527,85795,HEL11,Europe West
2024-06-20T21:35:00Z,0.0193,52836,VIE16,Europe West
2024-06-20T21:36:00Z,0.0272,149977,ATH08,Europe West
2024-06-20T21:37:00Z,0.014,79235,ATH08,Europe West
2024-06-20T21:38:00Z,0.0632,96601,HEL11,Europe West
2024-06-20T21:39:00Z,0.074,163578,VIL14,Europe East
2024-06-20T21:40:00Z,0.0721,140225,VIE16,Europe West
2024-06-20T21:41:00Z,0.0283,92925,AMS01,Europe East
2024-06-20T21:42:00Z,0.0569,77661,RIG13,Europe West
2024-06-20T21:43:00Z,0.0579,188560,OSL10,Europe West
2024-06-20T21:44:00Z,0.0176,68250,VIE16,Europe West
2024-06-20T21:45:00Z,0.0699,163704,STO09,Europe East
2024-06-20T21:46:00Z,0.0791,137729,MUC15,Europe East
2024-06-20T21:47:00Z,0.036,89687,CDG03,Europe East
2024-06-20T21:48:00Z,0.0759,143217,AMS01,Europe West
2024-06-20T21:49:00Z,0.0562,73871,VIL14,Europe East
2024-06-20T21:50:00Z,0.0478,125762,LHR02,Europe West
2024-06-20T21:51:00Z,0.0525,150614,STO09,Europe East
2024-06-20T21:52:00Z,0.0684,176891,WAW06,Europe East
2024-06-20T21:53:00Z,0.0244,64409,FRA04,Europe East
2024-06-20T21:54:00Z,0.0738,79645,STO09,Europe East
2024-06-20T21:55:00Z,0.0347,100214,RIG13,Europe East
2024-06-20T21:56:00Z,0.0229,155075,CDG03,Europe East
2024-06-20T21:57:00Z,0.0703,148280,FRA04,Europe East
2024-06-20T21:58:00Z,0.0282,51517,MAD05,Europe West
2024-06-20T21:59:00Z,0.0682,77121,WAW06,Europe West
