minute_utc,5xx_total_pct,5xx_origin_pct,5xx_edge_pct,http_503_count,http_502_count,http_504_count
2024-06-20T20:27:00Z,0.0888,0.0355,0.0533,353,101,50
2024-06-20T20:28:00Z,0.0764,0.0306,0.0458,472,135,67
2024-06-20T20:29:00Z,0.0561,0.0224,0.0337,257,73,36
2024-06-20T20:30:00Z,0.0911,0.0364,0.0547,507,145,72
2024-06-20T20:31:00Z,0.0709,0.0284,0.0425,514,147,73
2024-06-20T20:32:00Z,0.0906,0.0362,0.0544,922,263,131
2024-06-20T20:33:00Z,0.0559,0.0224,0.0335,287,82,41
2024-06-20T20:34:00Z,0.0756,0.0302,0.0454,615,175,87
2024-06-20T20:35:00Z,0.0632,0.0253,0.0379,546,156,78
2024-06-20T20:36:00Z,0.0641,0.0256,0.0385,632,180,90
2024-06-20T20:37:00Z,0.1486,0.0594,0.0892,735,210,105
2024-06-20T20:38:00Z,0.1189,0.0476,0.0713,858,245,122
2024-06-20T20:39:00Z,0.1266,0.0506,0.076,858,245,122
2024-06-20T20:40:00Z,0.1292,0.0517,0.0775,685,195,97
2024-06-20T20:41:00Z,0.131,0.0524,0.0786,1224,349,174
2024-06-20T20:42:00Z,0.1031,0.0412,0.0619,635,181,90
2024-06-20T20:43:00Z,0.1492,0.0597,0.0895,1056,301,150
2024-06-20T20:44:00Z,0.1145,0.0458,0.0687,896,256,128
2024-06-20T20:45:00Z,0.0933,0.0373,0.056,445,127,63
2024-06-20T20:46:00Z,0.1222,0.0489,0.0733,829,237,118
2024-06-20T20:47:00Z,0.118,0.0472,0.0708,569,162,81
2024-06-20T20:48:00Z,0.1432,0.0573,0.0859,967,276,138
2024-06-20T20:49:00Z,0.121,0.0484,0.0726,448,128,64
2024-06-20T20:50:00Z,0.0673,0.0269,0.0404,387,110,55
2024-06-20T20:51:00Z,0.087,0.0348,0.0522,812,232,116
2024-06-20T20:52:00Z,0.1238,0.0495,0.0743,1002,286,143
2024-06-20T20:53:00Z,0.0713,0.0285,0.0428,583,166,83
2024-06-20T20:54:00Z,0.0764,0.0306,0.0458,285,81,40
2024-06-20T20:55:00Z,0.0738,0.0295,0.0443,749,214,107
2024-06-20T20:56:00Z,0.1197,0.0479,0.0718,1216,347,173
2024-06-20T20:57:00Z,0.0742,0.0297,0.0445,702,200,100
2024-06-20T20:58:00Z,0.0564,0.0226,0.0338,368,105,52
2024-06-20T20:59:00Z,0.0772,0.0309,0.0463,792,226,113
2024-06-20T21:00:00Z,0.112,0.0448,0.0672,981,280,140
2024-06-20T21:01:00Z,0.0842,0.0337,0.0505,567,162,81
2024-06-20T21:02:00Z,0.1151,0.046,0.0691,919,262,131
2024-06-20T21:03:00Z,0.1035,0.0414,0.0621,843,241,120
2024-06-20T21:04:00Z,0.0857,0.0343,0.0514,433,123,61
2024-06-20T21:05:00Z,0.1167,0.0467,0.07,548,156,78
2024-06-20T21:06:00Z,0.0883,0.0353,0.053,880,251,125
2024-06-20T21:07:00Z,0.0932,0.0373,0.0559,665,190,95
2024-06-20T21:08:00Z,0.059,0.0236,0.0354,583,166,83
2024-06-20T21:09:00Z,0.0901,0.036,0.0541,814,232,116
2024-06-20T21:10:00Z,0.0569,0.0228,0.0341,503,144,72
2024-06-20T21:11:00Z,0.1389,0.0556,0.0833,1281,366,183
2024-06-20T21:12:00Z,0.0703,0.0281,0.0422,555,158,79
2024-06-20T21:13:00Z,0.0763,0.0305,0.0458,302,86,43
2024-06-20T21:14:00Z,0.1454,0.0582,0.0872,1064,304,152
2024-06-20T21:15:00Z,0.1038,0.0415,0.0623,726,207,103
2024-06-20T21:16:00Z,0.1126,0.045,0.0676,672,192,96
2024-06-20T21:17:00Z,0.0529,0.0212,0.0317,520,148,74
2024-06-20T21:18:00Z,0.1372,0.0549,0.0823,851,243,121
2024-06-20T21:19:00Z,0.1408,0.0563,0.0845,721,206,103
2024-06-20T21:20:00Z,0.1266,0.0506,0.076,1326,379,189
2024-06-20T21:21:00Z,0.0787,0.0315,0.0472,562,160,80
2024-06-20T21:22:00Z,0.118,0.0472,0.0708,528,151,75
2024-06-20T21:23:00Z,0.0922,0.0369,0.0553,637,182,91
2024-06-20T21:24:00Z,0.0699,0.028,0.0419,623,178,89
2024-06-20T21:25:00Z,0.0521,0.0208,0.0313,508,145,72
2024-06-20T21:26:00Z,0.1173,0.0469,0.0704,1003,286,143
2024-06-20T21:27:00Z,0.0641,0.0256,0.0385,345,98,49
2024-06-20T21:28:00Z,0.0667,0.0267,0.04,648,185,92
2024-06-20T21:29:00Z,0.0914,0.0366,0.0548,811,231,115
2024-06-20T21:30:00Z,0.0835,0.0334,0.0501,686,196,98
2024-06-20T21:31:00Z,0.1395,0.0558,0.0837,681,194,97
2024-06-20T21:32:00Z,0.1298,0.0519,0.0779,1254,358,179
2024-06-20T21:33:00Z,0.096,0.0384,0.0576,520,148,74
2024-06-20T21:34:00Z,0.0559,0.0224,0.0335,444,127,63
2024-06-20T21:35:00Z,0.1386,0.0554,0.0832,1360,388,194
2024-06-20T21:36:00Z,0.0642,0.0257,0.0385,461,131,65
2024-06-20T21:37:00Z,0.0591,0.0236,0.0355,612,175,87
2024-06-20T21:38:00Z,0.147,0.0588,0.0882,1218,348,174
2024-06-20T21:39:00Z,0.1285,0.0514,0.0771,1296,370,185
2024-06-20T21:40:00Z,0.0654,0.0262,0.0392,362,103,51
2024-06-20T21:41:00Z,0.1031,0.0412,0.0619,620,177,88
2024-06-20T21:42:00Z,0.101,0.0404,0.0606,623,178,89
2024-06-20T21:43:00Z,0.1247,0.0499,0.0748,690,197,98
2024-06-20T21:44:00Z,0.0767,0.0307,0.046,793,226,113
2024-06-20T21:45:00Z,0.0645,0.0258,0.0387,434,124,62
2024-06-20T21:46:00Z,0.1225,0.049,0.0735,584,167,83
2024-06-20T21:47:00Z,0.1325,0.053,0.0795,821,234,117
2024-06-20T21:48:00Z,0.1366,0.0546,0.082,751,214,107
2024-06-20T21:49:00Z,0.1085,0.0434,0.0651,416,119,59
2024-06-20T21:50:00Z,0.1296,0.0518,0.0778,746,213,106
2024-06-20T21:51:00Z,0.109,0.0436,0.0654,1061,303,151
2024-06-20T21:52:00Z,0.073,0.0292,0.0438,627,179,89
2024-06-20T21:53:00Z,0.0556,0.0222,0.0334,261,74,37
2024-06-20T21:54:00Z,0.1039,0.0416,0.0623,992,283,141
2024-06-20T21:55:00Z,0.0604,0.0242,0.0362,251,71,35
2024-06-20T21:56:00Z,0.0597,0.0239,0.0358,354,101,50
2024-06-20T21:57:00Z,0.0584,0.0234,0.035,342,97,48
2024-06-20T21:58:00Z,0.0986,0.0394,0.0592,970,277,138
2024-06-20T21:59:00Z,0.0915,0.0366,0.0549,753,215,107
