txn_id,order_id,txn_date,txn_type,amount_usd,card_last4,gateway_ref,acquirer_code,response_code,auth_code,arn,is_disputed
TXN-381137,NW-2026-04-F551,2026-04-08,capture,95.83,9249,GW-7999177,2744,14,AUTH859255,ARN30749259372,N
TXN-402880,NW-2026-03-E434,2026-03-20,auth,240.78,5549,GW-9658847,2095,05,AUTH744861,ARN99757705372,N
TXN-151838,NW-2026-03-E217,2026-02-05,reversal,490.28,3413,GW-1812393,7048,54,AUTH260755,ARN99276116174,N
TXN-176736,NW-2026-03-D223,2026-04-04,chargeback,259.99,6912,GW-9269567,9406,54,AUTH464725,ARN28951557662,N
TXN-233095,NW-2026-03-A648,2026-04-11,refund,191.57,1714,GW-8612291,5424,54,AUTH314085,ARN18018176417,N
TXN-195046,NW-2026-03-C765,2026-02-24,reversal,60.26,7534,GW-5913376,8896,57,AUTH141570,ARN69298620222,Y
TXN-191584,NW-2026-02-G918,2026-03-04,refund,346.96,2022,GW-9567143,1636,54,AUTH467133,ARN76715288097,N
TXN-465253,NW-2026-03-J615,2026-02-19,capture,386.07,9442,GW-2827563,6012,57,AUTH313903,ARN23131238166,N
TXN-326561,NW-2026-04-K997,2026-04-14,reversal,381.22,9203,GW-9220639,2556,54,AUTH929442,ARN86942484357,N
TXN-163593,NW-2026-03-E347,2026-03-24,refund,141.36,8694,GW-5758846,1852,00,AUTH272892,ARN31232826887,N
TXN-165798,NW-2026-04-H731,2026-04-09,reversal,318.49,5347,GW-6511162,6968,54,AUTH695656,ARN64266062132,N
TXN-504001,NW-2026-04-E631,2026-03-01,refund,460.39,5057,GW-9641754,9014,57,AUTH981617,ARN30567068215,N
TXN-218682,NW-2026-04-B948,2026-03-28,capture,468.81,5532,GW-3131532,5597,05,AUTH808196,ARN64194477418,N
TXN-559007,NW-2026-03-I128,2026-02-07,chargeback,61.58,9754,GW-1914098,1699,05,AUTH348802,ARN15630599418,N
TXN-838321,NW-2026-02-F860,2026-04-02,chargeback,256.30,4291,GW-7111568,8741,57,AUTH966733,ARN14741356059,Y
TXN-348091,NW-2026-04-J831,2026-02-27,refund,79.60,2067,GW-4969501,5687,54,AUTH303477,ARN75962669522,N
TXN-651107,NW-2026-04-G527,2026-03-24,chargeback,443.52,6580,GW-6403745,8919,51,AUTH689189,ARN74378313571,Y
TXN-362448,NW-2026-04-I390,2026-04-23,capture,254.56,3450,GW-1632289,9749,14,AUTH582919,ARN55906972690,Y
TXN-337714,NW-2026-02-J646,2026-03-09,auth,228.35,1717,GW-7371963,2433,57,AUTH875451,ARN79948903047,N
TXN-669450,NW-2026-02-J741,2026-04-20,auth,383.44,7258,GW-2245684,7361,54,AUTH814303,ARN77095780774,N
TXN-891059,NW-2026-02-D866,2026-02-10,auth,374.32,3436,GW-7128451,3721,51,AUTH748823,ARN99682070207,N
TXN-223773,NW-2026-04-H800,2026-02-26,reversal,454.68,7123,GW-3354756,3269,00,AUTH998890,ARN71240453431,N
TXN-727708,NW-2026-04-B406,2026-02-03,chargeback,324.31,9220,GW-7046142,6413,57,AUTH960414,ARN16199815456,Y
TXN-244588,NW-2026-04-D951,2026-03-17,chargeback,140.26,6318,GW-4905337,4084,51,AUTH913166,ARN61909227741,N
TXN-428991,NW-2026-02-I404,2026-04-13,auth,197.77,8404,GW-7762455,3889,57,AUTH765705,ARN57886322467,Y
TXN-366478,NW-2026-04-I714,2026-04-15,refund,46.33,2556,GW-6831685,1529,00,AUTH582039,ARN97286782112,N
TXN-501924,NW-2026-02-G582,2026-02-22,refund,246.67,1408,GW-1811777,5930,54,AUTH614224,ARN77132876962,N
TXN-129721,NW-2026-03-H727,2026-02-28,reversal,465.50,1809,GW-6996308,6084,54,AUTH268363,ARN30130835229,N
TXN-564883,NW-2026-04-C467,2026-02-20,auth,248.22,3944,GW-1837033,9667,00,AUTH884484,ARN24695746096,N
TXN-319352,NW-2026-02-J553,2026-03-07,chargeback,48.90,1183,GW-5761482,1628,00,AUTH589859,ARN89957857551,N
TXN-245193,NW-2026-02-K657,2026-02-04,reversal,434.55,9076,GW-4651392,1860,00,AUTH165204,ARN31729126027,N
TXN-236918,NW-2026-04-J644,2026-02-17,auth,226.88,3111,GW-5380870,6163,05,AUTH515343,ARN96912037054,N
TXN-519968,NW-2026-04-H978,2026-03-21,auth,357.08,3819,GW-9709092,8746,54,AUTH198726,ARN10786639785,N
TXN-711148,NW-2026-03-D998,2026-03-26,refund,199.81,9053,GW-6713745,9881,51,AUTH455677,ARN66822211546,N
TXN-174206,NW-2026-04-F904,2026-03-27,refund,369.72,2384,GW-7051335,2215,51,AUTH283127,ARN49358443526,N
TXN-675537,NW-2026-04-G385,2026-02-02,chargeback,475.58,7828,GW-2000709,7213,05,AUTH923686,ARN85458841857,N
TXN-274338,NW-2026-02-H785,2026-04-11,auth,194.63,6842,GW-7341646,4747,14,AUTH618014,ARN40288899932,N
TXN-451471,NW-2026-02-I570,2026-02-25,refund,458.68,9088,GW-5256138,5800,05,AUTH430938,ARN28640473906,N
TXN-373326,NW-2026-03-H285,2026-03-05,auth,462.87,8376,GW-8429607,4165,57,AUTH935595,ARN25358864163,N
TXN-101423,NW-2026-03-G245,2026-04-11,chargeback,151.03,7868,GW-9748865,8734,05,AUTH385909,ARN57486179343,N
TXN-607942,NW-2026-04-C220,2026-04-14,capture,296.69,9428,GW-7551012,1699,00,AUTH901155,ARN23733875055,Y
TXN-770902,NW-2026-02-I692,2026-04-16,chargeback,362.24,1922,GW-3342815,7912,05,AUTH932561,ARN52935405686,N
TXN-458168,NW-2026-04-C978,2026-02-03,refund,487.39,2238,GW-1389790,1107,05,AUTH338130,ARN15508722531,Y
TXN-936346,NW-2026-03-E432,2026-04-26,capture,210.76,5044,GW-3662962,5720,54,AUTH644625,ARN89527342734,Y
TXN-755325,NW-2026-02-C767,2026-03-03,chargeback,10.80,7654,GW-6995112,1228,54,AUTH246651,ARN98905187002,Y
TXN-830587,NW-2026-03-E977,2026-03-04,reversal,172.58,7732,GW-8207051,9272,14,AUTH761324,ARN74754548183,N
TXN-700863,NW-2026-03-C847,2026-04-06,chargeback,195.42,9017,GW-6566552,5320,51,AUTH551009,ARN92854630174,N
TXN-991567,NW-2026-03-B910,2026-03-18,chargeback,97.68,3623,GW-3289929,8572,57,AUTH475061,ARN74737297921,Y
TXN-962357,NW-2026-03-F485,2026-04-23,auth,479.63,1633,GW-5887649,2129,57,AUTH578707,ARN66119378123,N
TXN-706687,NW-2026-02-F243,2026-04-02,auth,342.74,3756,GW-1636125,6251,51,AUTH171247,ARN38768795519,N
TXN-228366,NW-2026-03-I918,2026-03-20,reversal,382.09,5180,GW-1480376,9841,54,AUTH720914,ARN88501023556,Y
TXN-382600,NW-2026-03-J925,2026-02-02,auth,325.00,2934,GW-4963987,4077,05,AUTH927309,ARN43882082596,Y
TXN-536316,NW-2026-03-B806,2026-02-02,chargeback,212.86,2563,GW-4242790,7050,54,AUTH170181,ARN92503153766,N
TXN-523098,NW-2026-02-A126,2026-03-22,auth,249.08,4565,GW-9076890,9456,54,AUTH958315,ARN17061663558,N
TXN-808547,NW-2026-03-K455,2026-03-10,refund,114.00,2186,GW-9173329,5877,14,AUTH661784,ARN81495743400,N
TXN-238755,NW-2026-02-H813,2026-03-17,reversal,159.43,5608,GW-1078275,9999,54,AUTH592454,ARN63307133852,Y
TXN-325776,NW-2026-03-H997,2026-02-25,auth,402.10,1060,GW-3424446,2400,00,AUTH857960,ARN84590962775,N
TXN-283697,NW-2026-02-F556,2026-03-26,auth,244.19,2880,GW-8332173,6846,51,AUTH231482,ARN10587193929,N
TXN-577755,NW-2026-04-F720,2026-02-03,capture,106.14,6141,GW-1691099,3948,57,AUTH953911,ARN19640719398,N
TXN-945830,NW-2026-02-D417,2026-04-21,refund,293.39,4791,GW-3130313,8798,14,AUTH782852,ARN80229947586,N
TXN-282730,NW-2026-04-B492,2026-03-27,refund,429.74,4988,GW-3652145,5809,05,AUTH456116,ARN97925595626,Y
TXN-220061,NW-2026-04-G881,2026-04-18,capture,121.85,7990,GW-1045465,3206,51,AUTH213901,ARN79262988393,N
TXN-897668,NW-2026-04-G882,2026-04-03,auth,246.08,5500,GW-9220575,4705,57,AUTH175968,ARN90475160726,N
TXN-591881,NW-2026-02-I489,2026-04-09,reversal,416.69,9696,GW-3085958,3569,00,AUTH981425,ARN35141052615,N
TXN-818168,NW-2026-02-K635,2026-02-07,refund,117.21,2647,GW-8895150,5362,51,AUTH586818,ARN31425339842,N
TXN-341598,NW-2026-03-E520,2026-04-03,capture,315.77,2717,GW-2417044,4737,57,AUTH779312,ARN99128326578,Y
TXN-512590,NW-2026-04-B722,2026-03-23,capture,327.27,2852,GW-9447819,4216,57,AUTH973650,ARN77491824892,Y
TXN-754098,NW-2026-03-J236,2026-03-11,capture,251.52,7807,GW-5477327,3502,54,AUTH774439,ARN86927399227,N
TXN-883867,NW-2026-02-H823,2026-02-12,capture,441.56,1628,GW-3024076,8875,14,AUTH964187,ARN21779531252,N
TXN-991044,NW-2026-02-G308,2026-03-02,auth,152.62,3461,GW-5549778,4255,51,AUTH416776,ARN16330221633,N
TXN-891535,NW-2026-03-F718,2026-04-14,capture,339.49,1766,GW-3973944,8901,54,AUTH932575,ARN44757403491,N
TXN-429369,NW-2026-02-I154,2026-02-08,auth,160.94,3821,GW-4945452,6171,51,AUTH174108,ARN80330449883,Y
TXN-205163,NW-2026-02-D672,2026-03-13,refund,193.22,3977,GW-5372318,4178,51,AUTH937341,ARN81292629612,N
TXN-984995,NW-2026-03-C118,2026-02-03,chargeback,26.42,4457,GW-1074240,6236,14,AUTH638736,ARN96074291291,N
TXN-419190,NW-2026-03-E131,2026-03-08,capture,352.05,6291,GW-4359082,7019,00,AUTH986837,ARN45532796760,N
TXN-493015,NW-2026-04-J558,2026-04-05,chargeback,175.82,4052,GW-4073609,7901,00,AUTH643531,ARN30998021428,Y
TXN-281223,NW-2026-04-J406,2026-02-09,capture,214.37,8290,GW-3613744,9150,00,AUTH404007,ARN26960652603,Y
TXN-909473,NW-2026-03-A245,2026-02-19,refund,374.05,7245,GW-8121056,1210,54,AUTH921341,ARN68695610851,N
TXN-505264,NW-2026-02-I109,2026-04-25,chargeback,31.15,9434,GW-1169518,6719,57,AUTH911744,ARN27474529457,N
TXN-181181,NW-2026-02-F179,2026-03-23,capture,394.60,8382,GW-1814129,1802,54,AUTH203726,ARN52251949853,Y
TXN-625705,NW-2026-02-F776,2026-03-26,chargeback,66.06,6812,GW-9345802,4140,51,AUTH816969,ARN62413239129,N
TXN-446512,NW-2026-04-K118,2026-02-10,capture,414.87,5402,GW-5594455,6843,51,AUTH864328,ARN15253020693,N
TXN-381955,NW-2026-02-A291,2026-02-22,chargeback,110.56,8561,GW-7681147,2681,51,AUTH764233,ARN96006802249,N
TXN-432968,NW-2026-04-H490,2026-04-15,capture,85.43,6402,GW-2860913,7839,51,AUTH438297,ARN29558293668,N
TXN-654080,NW-2026-02-A594,2026-03-25,capture,397.20,7684,GW-1110649,3724,54,AUTH478765,ARN58498638069,N
TXN-983605,NW-2026-02-C596,2026-03-02,reversal,433.44,1262,GW-1043198,7754,51,AUTH371180,ARN88527429741,N
TXN-659442,NW-2026-04-A359,2026-04-06,reversal,39.83,8097,GW-5422573,5538,51,AUTH416525,ARN60558569834,N
TXN-184150,NW-2026-03-H741,2026-04-24,reversal,395.19,8286,GW-8971306,9974,00,AUTH756057,ARN75576767137,N
TXN-249709,NW-2026-02-I102,2026-02-23,refund,275.32,9529,GW-4838328,2715,57,AUTH878500,ARN53462141343,N
TXN-846989,NW-2026-03-J306,2026-04-25,auth,354.48,6790,GW-5275604,1364,57,AUTH433976,ARN49114591950,N
TXN-470246,NW-2026-03-A659,2026-03-06,auth,281.17,2616,GW-5353689,5379,05,AUTH814493,ARN86880419067,N
TXN-360898,NW-2026-04-F733,2026-03-05,auth,109.99,8892,GW-1175246,3248,51,AUTH440533,ARN47136735692,Y
TXN-628294,NW-2026-03-G563,2026-04-12,capture,383.14,8881,GW-7036033,4771,14,AUTH578607,ARN81156789583,Y
TXN-491139,NW-2026-02-K595,2026-03-05,capture,303.79,1786,GW-4152899,8955,14,AUTH280101,ARN45069257465,N
TXN-378993,NW-2026-04-A112,2026-04-04,auth,105.23,2488,GW-4629228,2863,00,AUTH163517,ARN81020529636,N
TXN-486100,NW-2026-04-G709,2026-03-09,chargeback,345.33,7442,GW-1578687,5211,51,AUTH615754,ARN49834631525,Y
TXN-676255,NW-2026-04-C641,2026-02-27,refund,302.45,3639,GW-7981166,4729,05,AUTH992505,ARN27790335215,N
TXN-714327,NW-2026-02-E648,2026-03-21,reversal,330.91,6885,GW-1628134,1660,51,AUTH160542,ARN85709005905,Y
TXN-256410,NW-2026-03-G833,2026-04-08,auth,462.82,3469,GW-8529788,5256,57,AUTH412839,ARN90746694883,Y
TXN-653371,NW-2026-03-B110,2026-04-28,chargeback,381.72,4999,GW-2000121,1929,05,AUTH907700,ARN26952609674,Y
TXN-386944,NW-2026-03-D160,2026-02-23,chargeback,228.69,2757,GW-6647364,3974,05,AUTH148969,ARN37203110630,Y
TXN-287444,NW-2026-02-E862,2026-04-02,chargeback,333.95,3824,GW-9840760,9070,05,AUTH192368,ARN59041460379,N
TXN-521032,NW-2026-03-A637,2026-03-26,chargeback,172.66,9306,GW-2136329,6381,00,AUTH443992,ARN60870761012,Y
TXN-624921,NW-2026-04-F410,2026-04-05,capture,221.34,6775,GW-2077541,6826,51,AUTH287259,ARN53029746650,N
TXN-944237,NW-2026-03-C847,2026-03-15,auth,406.48,9962,GW-6667382,3026,05,AUTH204546,ARN80524776941,Y
TXN-566099,NW-2026-03-H672,2026-04-09,auth,96.41,7260,GW-4786672,8423,51,AUTH635728,ARN27305621199,N
TXN-785166,NW-2026-02-E713,2026-03-03,refund,32.19,7337,GW-2745266,1682,00,AUTH948302,ARN70645318688,Y
TXN-645614,NW-2026-03-J710,2026-03-23,refund,161.27,4653,GW-5073936,3128,00,AUTH116460,ARN88256092857,Y
TXN-679692,NW-2026-03-K468,2026-02-28,reversal,345.85,2137,GW-3325550,1277,05,AUTH565940,ARN73747217084,N
TXN-412233,NW-2026-03-H852,2026-02-26,refund,23.63,9565,GW-2429617,6397,05,AUTH909332,ARN12950984154,N
TXN-122178,NW-2026-02-H365,2026-03-15,capture,130.88,2026,GW-3962836,1693,51,AUTH145429,ARN86518985999,Y
TXN-661379,NW-2026-03-A785,2026-03-18,capture,57.04,1275,GW-3154165,6937,05,AUTH293109,ARN95944355510,N
TXN-678072,NW-2026-04-B257,2026-04-25,chargeback,159.28,8532,GW-3808648,8100,51,AUTH940030,ARN41519423815,N
TXN-527446,NW-2026-02-B668,2026-02-02,chargeback,364.68,5782,GW-6853341,5854,00,AUTH551802,ARN54023101740,N
TXN-189647,NW-2026-03-H373,2026-04-02,refund,373.11,4699,GW-1683608,9221,54,AUTH120007,ARN90761048456,N
TXN-191807,NW-2026-04-F482,2026-03-26,refund,336.18,4354,GW-5195974,7131,54,AUTH122101,ARN60845046253,Y
TXN-921829,NW-2026-03-J641,2026-02-02,chargeback,499.28,8675,GW-3594528,3017,14,AUTH663384,ARN97923616032,N
TXN-353317,NW-2026-02-D845,2026-03-09,auth,234.91,3355,GW-1805056,8021,05,AUTH377383,ARN59988401228,N
TXN-679457,NW-2026-04-H492,2026-04-07,capture,123.06,1349,GW-7126871,2704,14,AUTH850296,ARN49979882042,N
TXN-598236,NW-2026-04-J607,2026-03-19,chargeback,90.41,8618,GW-4808496,9356,54,AUTH531832,ARN87103353632,N
TXN-828484,NW-2026-02-I323,2026-02-25,capture,315.00,7639,GW-8736363,2893,57,AUTH914373,ARN17904555567,Y
TXN-297187,NW-2026-02-K596,2026-04-15,reversal,428.83,5542,GW-6322444,1477,00,AUTH575793,ARN65575770989,N
TXN-689450,NW-2026-02-I761,2026-03-09,chargeback,308.50,6844,GW-1967762,5737,51,AUTH389539,ARN38759465476,N
TXN-160667,NW-2026-03-G904,2026-02-24,capture,320.91,1280,GW-9819777,1901,57,AUTH657919,ARN96322926121,Y
TXN-200610,NW-2026-03-K736,2026-02-05,capture,87.19,4140,GW-5476879,8117,14,AUTH710769,ARN64491629711,N
TXN-620377,NW-2026-04-C996,2026-02-19,chargeback,388.10,1940,GW-9303347,7290,57,AUTH553548,ARN72971225062,N
TXN-948937,NW-2026-03-A130,2026-03-15,auth,295.58,9253,GW-5327393,8156,00,AUTH535190,ARN84863128489,N
TXN-957337,NW-2026-02-B224,2026-03-20,reversal,70.07,1713,GW-1232800,8163,00,AUTH240630,ARN63920145207,N
TXN-931410,NW-2026-03-F540,2026-02-05,auth,227.17,6687,GW-6614582,6590,57,AUTH687085,ARN42354656565,N
TXN-142333,NW-2026-02-B273,2026-03-08,reversal,214.11,8765,GW-7809721,3209,57,AUTH577219,ARN69435984669,Y
TXN-188825,NW-2026-03-H222,2026-03-07,refund,294.37,4701,GW-3019514,9330,14,AUTH323545,ARN69826421829,N
TXN-499089,NW-2026-04-J207,2026-04-20,auth,315.40,4035,GW-8620823,2279,54,AUTH571826,ARN30002005277,N
TXN-127225,NW-2026-03-J876,2026-04-24,auth,174.82,4082,GW-1333175,4906,51,AUTH495079,ARN66618461711,N
TXN-753266,NW-2026-04-G209,2026-02-25,capture,48.94,7283,GW-1729776,2387,57,AUTH921199,ARN98398852798,N
TXN-446377,NW-2026-03-G852,2026-03-20,chargeback,206.55,6617,GW-7229652,5080,51,AUTH256212,ARN27518794351,N
TXN-934900,NW-2026-03-E440,2026-04-19,chargeback,356.03,1895,GW-7205227,7822,14,AUTH134828,ARN32118836409,Y
TXN-842614,NW-2026-03-I128,2026-03-28,refund,363.42,6746,GW-7492383,5864,05,AUTH207441,ARN35330684723,N
TXN-794444,NW-2026-02-F104,2026-03-13,chargeback,451.80,4626,GW-5333388,9147,51,AUTH272002,ARN73507667272,N
TXN-270785,NW-2026-02-D312,2026-04-15,reversal,441.67,2371,GW-1727773,4544,05,AUTH236275,ARN93262352924,N
TXN-859353,NW-2026-04-K760,2026-02-22,refund,265.37,7244,GW-2314835,1794,54,AUTH881839,ARN24867200487,N
TXN-149318,NW-2026-03-F755,2026-04-11,capture,334.46,9947,GW-2193102,7256,51,AUTH337129,ARN60076270570,Y
TXN-445773,NW-2026-04-E896,2026-04-06,chargeback,39.07,4641,GW-7293452,1373,57,AUTH517878,ARN49963596045,N
TXN-837209,NW-2026-03-I816,2026-02-08,refund,421.02,5770,GW-6751545,2332,51,AUTH213388,ARN13950946963,N
TXN-227195,NW-2026-03-G397,2026-03-22,chargeback,22.36,9469,GW-6939163,4654,51,AUTH245289,ARN40085469844,N
TXN-594918,NW-2026-02-C252,2026-04-28,capture,462.50,3653,GW-1454841,1152,00,AUTH555457,ARN83934697034,N
TXN-583165,NW-2026-03-H888,2026-04-26,reversal,240.41,6574,GW-4167408,4192,05,AUTH879155,ARN18216668354,N
TXN-122450,NW-2026-02-B103,2026-02-23,capture,68.27,1054,GW-1140647,3515,54,AUTH963610,ARN89000964932,N
TXN-735561,NW-2026-03-B377,2026-03-28,auth,470.70,9496,GW-7384416,6264,00,AUTH309231,ARN56233745720,N
TXN-169764,NW-2026-03-D919,2026-03-28,capture,15.21,5393,GW-3214276,2134,54,AUTH481960,ARN93151688484,N
TXN-911041,NW-2026-02-J745,2026-02-26,auth,164.71,9000,GW-7952456,5562,14,AUTH445476,ARN22372992598,N
TXN-495564,NW-2026-03-H381,2026-04-28,auth,337.89,4564,GW-9856668,8374,54,AUTH290687,ARN19376756505,N
TXN-428009,NW-2026-04-I174,2026-04-05,auth,454.60,2188,GW-7673585,3604,54,AUTH901165,ARN79894093254,N
TXN-438528,NW-2026-03-C501,2026-02-22,auth,396.50,3882,GW-8034310,8226,14,AUTH610713,ARN28570127436,N
TXN-532348,NW-2026-02-K113,2026-03-17,capture,293.73,3179,GW-1333327,6223,14,AUTH749292,ARN16619039712,N
TXN-398940,NW-2026-02-B412,2026-03-27,reversal,456.22,6036,GW-2181187,6464,05,AUTH296598,ARN66842062482,N
TXN-819992,NW-2026-02-E345,2026-03-28,refund,404.07,6375,GW-5183855,7962,05,AUTH166467,ARN99338414905,Y
TXN-103246,NW-2026-02-I294,2026-02-09,chargeback,115.82,1665,GW-1427796,3983,54,AUTH563638,ARN23626697852,N
TXN-593162,NW-2026-04-C295,2026-03-15,capture,233.04,1796,GW-7261528,7431,00,AUTH419999,ARN69653061503,N
TXN-263891,NW-2026-03-J135,2026-04-22,refund,139.46,2731,GW-5348277,2176,05,AUTH549487,ARN44822149710,N
TXN-584579,NW-2026-02-I932,2026-03-07,reversal,372.64,1170,GW-7837198,1706,00,AUTH467491,ARN41454567279,N
TXN-461739,NW-2026-04-D369,2026-02-11,capture,437.54,5223,GW-7568443,8753,54,AUTH657868,ARN45648442037,N
TXN-407774,NW-2026-02-G514,2026-02-01,auth,355.34,1859,GW-9903573,7915,54,AUTH786178,ARN78222545075,N
TXN-960297,NW-2026-03-J991,2026-03-19,auth,407.88,9563,GW-1672676,8893,14,AUTH933560,ARN92678288557,N
TXN-818867,NW-2026-04-J652,2026-04-07,auth,488.67,9270,GW-3713070,6644,05,AUTH114140,ARN44256154829,N
TXN-761122,NW-2026-04-I871,2026-02-22,reversal,284.47,5932,GW-6446252,1426,51,AUTH166535,ARN51977922644,N
TXN-392287,NW-2026-03-D996,2026-02-23,chargeback,192.59,1761,GW-5210142,3704,00,AUTH693240,ARN80149174305,N
TXN-133770,NW-2026-02-E871,2026-02-16,reversal,238.52,1670,GW-9172358,8930,54,AUTH922005,ARN10929889970,Y
TXN-516767,NW-2026-04-A586,2026-03-28,chargeback,489.69,4503,GW-8496199,5454,54,AUTH972302,ARN17139601478,Y
TXN-744992,NW-2026-02-G935,2026-02-07,chargeback,253.52,8749,GW-6934280,8487,51,AUTH987075,ARN11725374573,N
TXN-450186,NW-2026-03-G281,2026-04-17,chargeback,472.58,3694,GW-4712364,7088,14,AUTH849330,ARN68600889487,N
TXN-534335,NW-2026-04-E368,2026-03-17,refund,252.56,7536,GW-2506435,5037,14,AUTH196814,ARN51608440539,N
TXN-821808,NW-2026-02-D592,2026-03-03,refund,95.83,6087,GW-1221815,2240,54,AUTH709389,ARN32797209999,N
TXN-640753,NW-2026-04-K912,2026-02-04,auth,123.15,7717,GW-5538557,3221,00,AUTH634270,ARN18490432273,Y
TXN-627254,NW-2026-02-A469,2026-04-08,capture,169.05,8253,GW-7457171,9875,14,AUTH176972,ARN69000690932,Y
TXN-269651,NW-2026-04-H123,2026-03-05,capture,406.74,5960,GW-5056029,2522,00,AUTH159166,ARN12029127461,N
TXN-896413,NW-2026-03-F840,2026-04-02,capture,250.61,9206,GW-3059345,6671,51,AUTH132927,ARN38005991546,N
TXN-739170,NW-2026-03-K382,2026-04-14,reversal,268.42,9578,GW-4212775,2197,05,AUTH181622,ARN14073871518,N
TXN-671159,NW-2026-03-K837,2026-03-15,auth,100.30,4085,GW-1839733,1134,57,AUTH569311,ARN67286887091,N
TXN-685075,NW-2026-04-F394,2026-02-22,reversal,479.48,8595,GW-8572063,6325,57,AUTH731084,ARN63289860619,N
TXN-391394,NW-2026-04-J826,2026-02-10,chargeback,207.54,5408,GW-3813748,9584,00,AUTH907255,ARN28405503876,N
TXN-506559,NW-2026-03-K470,2026-04-22,reversal,30.94,4588,GW-3332805,5229,51,AUTH795975,ARN49844744948,N
TXN-158054,NW-2026-03-K910,2026-03-13,capture,226.19,9551,GW-7767446,1043,00,AUTH126678,ARN52866524310,Y
TXN-175475,NW-2026-04-K146,2026-04-01,refund,321.21,2220,GW-6094577,1432,54,AUTH543472,ARN80542382386,N
TXN-128517,NW-2026-04-D370,2026-03-16,capture,44.09,1739,GW-9782631,1069,14,AUTH986171,ARN85684713468,Y
TXN-490250,NW-2026-03-H785,2026-04-21,reversal,43.55,8304,GW-5691561,7554,14,AUTH190565,ARN47402559879,N
TXN-811009,NW-2026-02-A798,2026-02-14,refund,322.74,8816,GW-7892667,8515,51,AUTH589897,ARN21047300596,N
TXN-922538,NW-2026-04-J459,2026-03-21,chargeback,401.94,3050,GW-2938867,9710,57,AUTH973974,ARN25115049083,Y
TXN-602104,NW-2026-04-E404,2026-02-10,capture,160.52,1560,GW-1860907,3471,00,AUTH253948,ARN99321710256,N
TXN-347729,NW-2026-03-D256,2026-04-16,refund,219.47,3167,GW-7185824,2039,57,AUTH810977,ARN42036245639,N
TXN-626404,NW-2026-04-D317,2026-02-08,auth,199.69,5594,GW-3776341,5387,05,AUTH382234,ARN59321353503,Y
TXN-856384,NW-2026-03-H477,2026-04-17,reversal,216.65,6131,GW-9763883,2055,14,AUTH127901,ARN65685202715,N
TXN-660095,NW-2026-04-E739,2026-04-12,chargeback,15.20,5733,GW-6355543,5035,14,AUTH749607,ARN70206175670,N
TXN-905610,NW-2026-03-H567,2026-02-04,refund,454.43,8189,GW-9407610,4131,57,AUTH507730,ARN29925636973,N
TXN-572466,NW-2026-04-I504,2026-03-22,reversal,11.20,9004,GW-2832615,7870,05,AUTH864599,ARN86269437947,Y
TXN-500793,NW-2026-02-G153,2026-04-20,auth,86.25,6205,GW-9809860,4443,00,AUTH892471,ARN78750105182,N
TXN-351966,NW-2026-03-I946,2026-02-08,chargeback,490.78,3432,GW-5963016,1433,51,AUTH308637,ARN60886836735,N
TXN-790430,NW-2026-03-F428,2026-03-09,auth,426.61,7676,GW-7126559,7282,05,AUTH898893,ARN31539638094,Y
TXN-194469,NW-2026-02-D297,2026-03-15,reversal,73.99,2543,GW-1454702,6888,54,AUTH925718,ARN53599678171,Y
TXN-592898,NW-2026-03-C900,2026-03-20,auth,352.40,3952,GW-3202181,2596,14,AUTH513682,ARN57986457521,N
TXN-233135,NW-2026-04-H156,2026-04-08,refund,261.46,5222,GW-3283628,6356,57,AUTH883972,ARN69386385750,Y
TXN-471285,NW-2026-04-A696,2026-02-12,reversal,347.97,9345,GW-7130381,5587,00,AUTH210137,ARN28763240712,Y
TXN-702253,NW-2026-04-B290,2026-02-09,auth,107.24,8694,GW-1612393,1422,51,AUTH236943,ARN86189416717,Y
TXN-193742,NW-2026-04-J860,2026-03-27,refund,97.98,9390,GW-1403348,7773,14,AUTH108958,ARN46095500580,Y
TXN-948677,NW-2026-03-D588,2026-02-07,reversal,340.50,4084,GW-2181887,7155,05,AUTH895955,ARN91877639467,N
TXN-937687,NW-2026-02-E148,2026-02-23,capture,335.56,7873,GW-9620642,9507,00,AUTH150118,ARN72611834092,N
TXN-520659,NW-2026-04-F399,2026-02-27,chargeback,159.94,5107,GW-8620306,9843,51,AUTH698812,ARN83005757996,N
TXN-501139,NW-2026-04-K750,2026-03-04,chargeback,239.04,8511,GW-1430565,6047,57,AUTH584605,ARN84380118928,N
TXN-584705,NW-2026-03-H136,2026-02-28,reversal,278.62,5154,GW-1256260,3540,14,AUTH769029,ARN98372510086,N
TXN-579598,NW-2026-03-K338,2026-03-09,chargeback,346.47,5108,GW-4605278,1976,51,AUTH954463,ARN23662019394,Y
TXN-819732,NW-2026-02-I352,2026-03-12,refund,204.49,4721,GW-1207795,2445,14,AUTH824460,ARN75728282903,N
TXN-929013,NW-2026-02-A841,2026-03-17,reversal,109.75,6391,GW-3900098,8866,57,AUTH293434,ARN75956042815,Y
TXN-512151,NW-2026-03-B116,2026-04-12,capture,41.90,2905,GW-6632968,4043,51,AUTH118986,ARN19048509673,N
TXN-307806,NW-2026-03-B812,2026-04-22,capture,281.53,9814,GW-2004752,8613,54,AUTH565059,ARN55374738976,N
TXN-326968,NW-2026-03-C875,2026-04-27,chargeback,391.06,8934,GW-3430034,7665,00,AUTH396467,ARN92431955805,Y
