record_id,facility_id,state,device_serial,sw_version,event_date,event_type,battery_health_at_event,reported_soc_pct,actual_soc_pct,rate_programmed_mlhr,rate_actual_mlhr,patient_impact,mdr_submitted,cfr_basis,corrective_action_taken
REC-00150,FAC-WA-830,WA,IVX-845267,5.10.1,2025-08-03,normal_operation,75.7,75.7,75.7,5.0,5.0,therapy_delay,N,N/A,No action required
REC-00151,FAC-FL-854,FL,IVX-172316,5.10.1,2025-10-25,unexpected_shutdown,76.4,16.9,9.9,100.0,100.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00152,FAC-TX-542,TX,IVX-871570,5.9.3,2025-01-15,normal_operation,64.7,64.7,64.7,100.0,100.0,near_miss,N,N/A,No action required
REC-00153,FAC-WA-446,WA,IVX-847170,5.9.3,2025-02-10,battery_soc_error,80.7,100,74.6,100.0,100.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00154,FAC-WA-210,WA,IVX-558376,5.10.0,2025-12-16,ui_freeze_dual_zero,88.5,88.5,88.5,125.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00155,FAC-GA-196,GA,IVX-870738,5.10.0,2025-05-28,normal_operation,48.0,48.0,48.0,100.0,100.0,near_miss,N,N/A,No action required
REC-00156,FAC-WA-123,WA,IVX-121919,5.9.3,2025-07-01,unexpected_shutdown,48.5,17.1,10.2,100.0,100.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00157,FAC-CA-417,CA,IVX-572131,5.10.0,2025-10-14,ui_freeze_dual_zero,84.0,84.0,84.0,10.0,0.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00158,FAC-MI-682,MI,IVX-588666,5.10.0,2025-01-19,battery_soc_error,45.0,67.5,20.9,10.0,10.0,therapy_delay,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00159,FAC-MI-207,MI,IVX-392544,5.10.1,2025-03-11,normal_operation,76.5,76.5,76.5,50.0,50.0,near_miss,N,N/A,No action required
REC-00160,FAC-MI-801,MI,IVX-171935,5.10.1,2025-09-26,normal_operation,68.7,68.7,68.7,50.0,50.0,therapy_delay,Y,21 CFR 803.50(a)(1),No action required
REC-00161,FAC-WA-469,WA,IVX-104242,5.10.1,2025-08-14,rate_deviation,57.4,57.4,57.4,25.0,24.4,near_miss,N,N/A,Software updated to 5.10.2
REC-00162,FAC-MI-446,MI,IVX-755204,5.9.3,2025-01-14,battery_soc_error,91.4,100,80.3,50.0,50.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00163,FAC-CA-505,CA,IVX-793469,5.10.0,2025-02-06,ui_freeze_dual_zero,94.0,94.0,94.0,125.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00164,FAC-VA-434,VA,IVX-807867,5.9.3,2025-12-06,normal_operation,64.2,64.2,64.2,125.0,125.0,no_harm,N,N/A,No action required
REC-00165,FAC-WA-903,WA,IVX-434803,5.9.3,2025-04-14,unexpected_shutdown,68.0,14.9,0.7,100.0,100.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00166,FAC-CA-183,CA,IVX-104380,5.10.0,2025-04-05,alarm_failure,58.2,58.2,58.2,50.0,50.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00167,FAC-IL-968,IL,IVX-791692,5.10.1,2025-07-02,battery_soc_error,99.5,100,88.7,25.0,25.0,therapy_delay,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00168,FAC-FL-276,FL,IVX-381669,5.10.1,2025-12-15,battery_soc_error,62.8,83.9,44.8,50.0,50.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00169,FAC-FL-370,FL,IVX-466610,5.9.3,2025-06-05,unexpected_shutdown,64.2,15.1,6.5,50.0,50.0,therapy_delay,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00170,FAC-FL-348,FL,IVX-600639,5.10.1,2025-05-24,battery_soc_error,56.4,74.1,36.0,125.0,125.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00171,FAC-WA-234,WA,IVX-640433,5.9.3,2025-03-28,battery_soc_error,75.7,86.5,55.2,125.0,125.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00172,FAC-GA-538,GA,IVX-352637,5.10.0,2025-01-13,battery_soc_error,73.1,95.9,54.2,100.0,100.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00173,FAC-GA-356,GA,IVX-520608,5.10.1,2025-04-17,ui_freeze_dual_zero,70.5,70.5,70.5,10.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00174,FAC-MI-756,MI,IVX-838296,5.10.1,2025-10-02,normal_operation,47.9,47.9,47.9,100.0,100.0,near_miss,N,N/A,No action required
REC-00175,FAC-VA-817,VA,IVX-611152,5.9.3,2025-02-21,battery_soc_error,76.0,98.1,63.4,25.0,25.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00176,FAC-CA-864,CA,IVX-723869,5.10.1,2025-04-28,ui_freeze_dual_zero,95.2,95.2,95.2,125.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00177,FAC-CA-194,CA,IVX-166302,5.9.3,2025-09-25,battery_soc_error,53.3,82.6,42.0,10.0,10.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00178,FAC-MI-830,MI,IVX-183760,5.9.3,2025-10-05,ui_freeze_dual_zero,80.7,80.7,80.7,25.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00179,FAC-TX-520,TX,IVX-793040,5.9.3,2025-07-04,ui_freeze_dual_zero,68.9,68.9,68.9,100.0,0.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00180,FAC-IL-479,IL,IVX-505345,5.10.0,2025-03-06,normal_operation,89.5,89.5,89.5,125.0,125.0,therapy_delay,N,N/A,No action required
REC-00181,FAC-WA-213,WA,IVX-853651,5.10.1,2025-05-26,battery_soc_error,87.1,100,70.4,25.0,25.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00182,FAC-TX-678,TX,IVX-497746,5.10.1,2025-12-07,normal_operation,69.6,69.6,69.6,50.0,50.0,no_harm,Y,21 CFR 803.50(a)(1),No action required
REC-00183,FAC-MI-611,MI,IVX-427321,5.10.1,2025-03-14,unexpected_shutdown,89.7,11.9,6.4,50.0,50.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00184,FAC-MI-776,MI,IVX-701165,5.10.0,2025-03-28,normal_operation,87.3,87.3,87.3,100.0,100.0,near_miss,N,N/A,No action required
REC-00185,FAC-VA-153,VA,IVX-693755,5.9.3,2025-10-21,battery_soc_error,78.3,93.4,67.0,10.0,10.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00186,FAC-FL-213,FL,IVX-470251,5.9.3,2025-11-28,battery_soc_error,81.5,100,64.3,125.0,125.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00187,FAC-WA-464,WA,IVX-918595,5.9.3,2025-09-17,ui_freeze_dual_zero,99.0,99.0,99.0,5.0,0.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00188,FAC-GA-104,GA,IVX-554838,5.10.0,2025-10-13,battery_soc_error,68.6,90.7,62.0,125.0,125.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00189,FAC-WA-394,WA,IVX-960599,5.9.3,2025-11-28,ui_freeze_dual_zero,77.0,77.0,77.0,25.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00190,FAC-IL-103,IL,IVX-304300,5.10.1,2025-06-03,battery_soc_error,72.1,92.8,66.2,5.0,5.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00191,FAC-GA-886,GA,IVX-660790,5.10.0,2025-08-02,battery_soc_error,91.0,100,71.9,125.0,125.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00192,FAC-VA-508,VA,IVX-114415,5.9.3,2025-05-11,normal_operation,98.1,98.1,98.1,25.0,25.0,therapy_delay,N,N/A,No action required
REC-00193,FAC-VA-667,VA,IVX-175196,5.10.0,2025-02-17,rate_deviation,76.4,76.4,76.4,5.0,4.3,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00194,FAC-CA-606,CA,IVX-726284,5.10.1,2025-04-09,unexpected_shutdown,50.0,12.4,3.5,125.0,125.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00195,FAC-VA-814,VA,IVX-323223,5.10.1,2025-09-19,normal_operation,54.1,54.1,54.1,100.0,100.0,no_harm,N,N/A,No action required
REC-00196,FAC-MI-718,MI,IVX-715091,5.9.3,2025-07-19,ui_freeze_dual_zero,64.8,64.8,64.8,125.0,0.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00197,FAC-GA-402,GA,IVX-171989,5.10.1,2025-07-23,ui_freeze_dual_zero,72.5,72.5,72.5,5.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00198,FAC-WA-261,WA,IVX-610974,5.10.0,2025-06-11,normal_operation,85.5,85.5,85.5,100.0,100.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00199,FAC-MI-721,MI,IVX-551232,5.10.1,2025-04-09,battery_soc_error,86.3,100,69.4,100.0,100.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00200,FAC-TX-382,TX,IVX-404354,5.10.1,2025-11-20,rate_deviation,66.4,66.4,66.4,50.0,44.3,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00201,FAC-TX-295,TX,IVX-511837,5.10.1,2025-02-05,battery_soc_error,85.0,98.5,68.7,100.0,100.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00202,FAC-FL-332,FL,IVX-571098,5.10.0,2025-07-06,normal_operation,52.0,52.0,52.0,25.0,25.0,near_miss,N,N/A,No action required
REC-00203,FAC-GA-628,GA,IVX-245380,5.10.0,2025-05-23,ui_freeze_dual_zero,81.4,81.4,81.4,10.0,0.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00204,FAC-CA-220,CA,IVX-526465,5.9.3,2025-12-17,unexpected_shutdown,65.8,13.5,1.0,5.0,5.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00205,FAC-FL-111,FL,IVX-143126,5.10.0,2025-01-28,unexpected_shutdown,54.3,10.4,0,5.0,5.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00206,FAC-WA-494,WA,IVX-722698,5.10.1,2025-08-03,normal_operation,73.8,73.8,73.8,10.0,10.0,therapy_delay,Y,21 CFR 803.50(a)(1),No action required
REC-00207,FAC-WA-519,WA,IVX-828523,5.10.0,2025-05-12,ui_freeze_dual_zero,72.2,72.2,72.2,100.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00208,FAC-IL-887,IL,IVX-393577,5.9.3,2025-06-23,normal_operation,75.2,75.2,75.2,125.0,125.0,near_miss,Y,21 CFR 803.50(a)(1),No action required
REC-00209,FAC-FL-840,FL,IVX-859397,5.10.0,2025-03-26,unexpected_shutdown,54.0,10.1,0,125.0,125.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00210,FAC-CA-239,CA,IVX-405338,5.10.1,2025-09-23,alarm_failure,56.7,56.7,56.7,125.0,125.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00211,FAC-IL-792,IL,IVX-351222,5.10.1,2025-10-04,battery_soc_error,49.7,61.6,38.1,25.0,25.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00212,FAC-TX-848,TX,IVX-725306,5.9.3,2025-05-22,alarm_failure,61.4,61.4,61.4,5.0,5.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00213,FAC-VA-535,VA,IVX-826007,5.10.1,2025-03-24,normal_operation,85.9,85.9,85.9,25.0,25.0,no_harm,N,N/A,No action required
REC-00214,FAC-GA-291,GA,IVX-492080,5.10.1,2025-11-16,unexpected_shutdown,58.9,11.8,0,10.0,10.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00215,FAC-WA-990,WA,IVX-290329,5.10.0,2025-01-11,battery_soc_error,93.6,100,85.4,100.0,100.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00216,FAC-CA-487,CA,IVX-776975,5.10.1,2025-01-01,ui_freeze_dual_zero,83.9,83.9,83.9,125.0,0.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00217,FAC-GA-764,GA,IVX-652075,5.10.1,2025-07-21,normal_operation,56.3,56.3,56.3,100.0,100.0,therapy_delay,Y,21 CFR 803.50(a)(1),No action required
REC-00218,FAC-IL-254,IL,IVX-974248,5.10.1,2025-05-20,unexpected_shutdown,47.0,12.2,0.9,50.0,50.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00219,FAC-TX-936,TX,IVX-198248,5.10.0,2025-06-24,ui_freeze_dual_zero,80.8,80.8,80.8,50.0,0.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00220,FAC-CA-303,CA,IVX-226275,5.10.1,2025-11-09,normal_operation,79.4,79.4,79.4,50.0,50.0,no_harm,Y,21 CFR 803.50(a)(1),No action required
REC-00221,FAC-VA-564,VA,IVX-496938,5.9.3,2025-11-09,ui_freeze_dual_zero,51.3,51.3,51.3,5.0,0.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00222,FAC-TX-939,TX,IVX-450956,5.10.1,2025-08-03,battery_soc_error,94.3,100,77.9,125.0,125.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00223,FAC-WA-716,WA,IVX-266586,5.10.0,2025-04-08,rate_deviation,50.2,50.2,50.2,50.0,50.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00224,FAC-MI-924,MI,IVX-390297,5.10.1,2025-11-24,normal_operation,82.2,82.2,82.2,5.0,5.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00225,FAC-WA-579,WA,IVX-515457,5.10.1,2025-11-08,battery_soc_error,90.3,100,80.7,50.0,50.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00226,FAC-MI-207,MI,IVX-620938,5.10.1,2025-09-12,battery_soc_error,47.4,64.9,26.9,125.0,125.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00227,FAC-CA-484,CA,IVX-503984,5.9.3,2025-01-07,ui_freeze_dual_zero,86.4,86.4,86.4,10.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00228,FAC-GA-125,GA,IVX-770540,5.10.0,2025-02-08,ui_freeze_dual_zero,67.5,67.5,67.5,10.0,0.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00229,FAC-IL-542,IL,IVX-630660,5.10.1,2025-07-07,ui_freeze_dual_zero,77.4,77.4,77.4,5.0,0.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00230,FAC-IL-458,IL,IVX-222718,5.10.1,2025-08-28,ui_freeze_dual_zero,81.7,81.7,81.7,5.0,0.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00231,FAC-CA-129,CA,IVX-116636,5.10.1,2025-07-26,alarm_failure,59.8,59.8,59.8,10.0,10.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00232,FAC-WA-488,WA,IVX-998307,5.10.1,2025-09-10,alarm_failure,83.3,83.3,83.3,125.0,125.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00233,FAC-CA-261,CA,IVX-529497,5.10.0,2025-10-17,rate_deviation,53.2,53.2,53.2,5.0,5.4,therapy_delay,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00234,FAC-CA-264,CA,IVX-512173,5.10.0,2025-03-25,alarm_failure,50.0,50.0,50.0,25.0,25.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00235,FAC-IL-548,IL,IVX-827217,5.10.1,2025-10-05,unexpected_shutdown,61.3,12.6,0,25.0,25.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00236,FAC-TX-764,TX,IVX-199564,5.9.3,2025-05-09,battery_soc_error,68.9,94.5,48.8,10.0,10.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00237,FAC-IL-602,IL,IVX-253902,5.10.1,2025-10-20,unexpected_shutdown,62.6,12.6,2.2,125.0,125.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00238,FAC-MI-980,MI,IVX-342639,5.10.1,2025-08-13,ui_freeze_dual_zero,98.8,98.8,98.8,100.0,0.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00239,FAC-CA-638,CA,IVX-841208,5.10.1,2025-02-03,ui_freeze_dual_zero,89.4,89.4,89.4,5.0,0.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00240,FAC-IL-655,IL,IVX-685800,5.10.0,2025-06-24,alarm_failure,52.7,52.7,52.7,25.0,25.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00241,FAC-MI-521,MI,IVX-537333,5.10.0,2025-07-01,normal_operation,85.5,85.5,85.5,10.0,10.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00242,FAC-VA-681,VA,IVX-632167,5.10.1,2025-05-20,normal_operation,98.5,98.5,98.5,100.0,100.0,no_harm,N,N/A,No action required
REC-00243,FAC-WA-421,WA,IVX-815711,5.10.1,2025-03-09,ui_freeze_dual_zero,73.8,73.8,73.8,25.0,0.0,near_miss,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00244,FAC-WA-225,WA,IVX-368029,5.10.1,2025-11-19,normal_operation,87.5,87.5,87.5,50.0,50.0,therapy_delay,N,N/A,No action required
REC-00245,FAC-CA-903,CA,IVX-982123,5.10.0,2025-06-16,battery_soc_error,48.2,63.4,42.8,125.0,125.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00246,FAC-MI-735,MI,IVX-223450,5.10.0,2025-02-10,unexpected_shutdown,62.3,16.4,10.7,125.0,125.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00247,FAC-MI-308,MI,IVX-492318,5.10.0,2025-02-18,unexpected_shutdown,64.3,19.3,5.2,100.0,100.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00248,FAC-TX-293,TX,IVX-410124,5.10.1,2025-08-09,rate_deviation,70.5,70.5,70.5,10.0,10.9,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00249,FAC-WA-411,WA,IVX-456435,5.10.1,2025-05-07,battery_soc_error,69.7,82.3,63.3,10.0,10.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00250,FAC-VA-736,VA,IVX-688418,5.9.3,2025-07-26,battery_soc_error,61.7,94.0,41.2,10.0,10.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00251,FAC-TX-566,TX,IVX-950678,5.10.1,2025-03-27,normal_operation,84.2,84.2,84.2,100.0,100.0,therapy_delay,N,N/A,No action required
REC-00252,FAC-VA-927,VA,IVX-694826,5.10.1,2025-08-21,unexpected_shutdown,59.6,6.2,0,5.0,5.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00253,FAC-IL-765,IL,IVX-968570,5.10.0,2025-07-15,alarm_failure,49.3,49.3,49.3,10.0,10.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00254,FAC-MI-910,MI,IVX-449644,5.10.0,2025-03-01,normal_operation,71.6,71.6,71.6,125.0,125.0,no_harm,N,N/A,No action required
REC-00255,FAC-GA-458,GA,IVX-544980,5.10.1,2025-04-14,unexpected_shutdown,79.8,14.3,2.7,50.0,50.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00256,FAC-VA-126,VA,IVX-508745,5.10.1,2025-05-22,unexpected_shutdown,92.5,10.1,0,5.0,5.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00257,FAC-CA-422,CA,IVX-665748,5.10.1,2025-06-18,ui_freeze_dual_zero,84.9,84.9,84.9,5.0,0.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00258,FAC-FL-633,FL,IVX-424652,5.10.1,2025-08-14,alarm_failure,69.1,69.1,69.1,100.0,100.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00259,FAC-IL-356,IL,IVX-310485,5.9.3,2025-05-06,battery_soc_error,52.9,68.4,44.1,25.0,25.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00260,FAC-GA-945,GA,IVX-824199,5.9.3,2025-10-26,unexpected_shutdown,60.1,7.7,0,25.0,25.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00261,FAC-CA-827,CA,IVX-707958,5.9.3,2025-05-19,rate_deviation,63.0,63.0,63.0,25.0,23.8,near_miss,N,N/A,Software updated to 5.10.2
REC-00262,FAC-TX-963,TX,IVX-956917,5.9.3,2025-06-11,alarm_failure,70.9,70.9,70.9,25.0,25.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00263,FAC-MI-230,MI,IVX-987153,5.10.1,2025-07-10,battery_soc_error,90.1,100,76.0,5.0,5.0,therapy_delay,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00264,FAC-MI-267,MI,IVX-175303,5.10.1,2025-01-25,battery_soc_error,85.4,100,65.7,125.0,125.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00265,FAC-CA-101,CA,IVX-339108,5.10.0,2025-05-06,battery_soc_error,63.5,80.6,46.2,125.0,125.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00266,FAC-GA-584,GA,IVX-288992,5.10.1,2025-04-19,battery_soc_error,81.4,100,75.6,25.0,25.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00267,FAC-TX-857,TX,IVX-737081,5.10.0,2025-09-10,unexpected_shutdown,80.6,18.4,13.1,10.0,10.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00268,FAC-GA-874,GA,IVX-585164,5.10.1,2025-07-03,normal_operation,54.1,54.1,54.1,50.0,50.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00269,FAC-WA-291,WA,IVX-816559,5.9.3,2025-09-10,alarm_failure,63.3,63.3,63.3,125.0,125.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00270,FAC-TX-637,TX,IVX-939421,5.9.3,2025-10-03,rate_deviation,85.0,85.0,85.0,10.0,8.5,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00271,FAC-GA-921,GA,IVX-241324,5.10.0,2025-03-03,unexpected_shutdown,57.9,12.8,5.5,5.0,5.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00272,FAC-FL-786,FL,IVX-611106,5.10.0,2025-02-15,normal_operation,73.4,73.4,73.4,50.0,50.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00273,FAC-CA-225,CA,IVX-319065,5.9.3,2025-02-03,unexpected_shutdown,65.5,10.2,1.1,100.0,100.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00274,FAC-CA-912,CA,IVX-124330,5.10.0,2025-04-10,battery_soc_error,67.4,83.3,50.3,125.0,125.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00275,FAC-TX-556,TX,IVX-843974,5.10.0,2025-07-20,normal_operation,48.8,48.8,48.8,125.0,125.0,no_harm,Y,21 CFR 803.50(a)(1),No action required
REC-00276,FAC-MI-764,MI,IVX-271020,5.10.1,2025-10-27,alarm_failure,97.6,97.6,97.6,25.0,25.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00277,FAC-FL-720,FL,IVX-624751,5.10.1,2025-08-23,alarm_failure,98.0,98.0,98.0,25.0,25.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00278,FAC-FL-527,FL,IVX-967030,5.9.3,2025-11-05,normal_operation,61.5,61.5,61.5,50.0,50.0,near_miss,N,N/A,No action required
REC-00279,FAC-GA-792,GA,IVX-705781,5.10.0,2025-12-17,alarm_failure,62.4,62.4,62.4,100.0,100.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00280,FAC-WA-114,WA,IVX-226630,5.9.3,2025-09-16,normal_operation,60.1,60.1,60.1,125.0,125.0,therapy_delay,N,N/A,No action required
REC-00281,FAC-CA-112,CA,IVX-155546,5.9.3,2025-02-22,normal_operation,86.2,86.2,86.2,5.0,5.0,therapy_delay,Y,21 CFR 803.50(a)(1),No action required
REC-00282,FAC-MI-431,MI,IVX-419707,5.10.1,2025-12-21,unexpected_shutdown,99.8,14.6,4.2,10.0,10.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00283,FAC-CA-281,CA,IVX-348630,5.10.0,2025-09-20,unexpected_shutdown,73.8,15.6,0.7,5.0,5.0,therapy_delay,N,N/A,Software updated to 5.10.2
REC-00284,FAC-TX-736,TX,IVX-225142,5.10.0,2025-09-24,normal_operation,71.9,71.9,71.9,10.0,10.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00285,FAC-GA-137,GA,IVX-257623,5.10.0,2025-05-23,battery_soc_error,59.4,92.1,49.4,100.0,100.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00286,FAC-WA-681,WA,IVX-170693,5.9.3,2025-08-03,ui_freeze_dual_zero,91.1,91.1,91.1,125.0,0.0,no_harm,N,N/A,Software updated to 5.10.2
REC-00287,FAC-VA-590,VA,IVX-293938,5.10.1,2025-06-20,normal_operation,54.2,54.2,54.2,5.0,5.0,injury,Y,21 CFR 803.50(a)(1),No action required
REC-00288,FAC-VA-650,VA,IVX-243445,5.10.1,2025-11-20,battery_soc_error,54.1,74.1,42.1,25.0,25.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00289,FAC-CA-283,CA,IVX-861398,5.10.1,2025-11-26,unexpected_shutdown,95.3,17.7,11.7,50.0,50.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00290,FAC-FL-655,FL,IVX-513941,5.10.0,2025-10-13,normal_operation,68.0,68.0,68.0,50.0,50.0,near_miss,Y,21 CFR 803.50(a)(1),No action required
REC-00291,FAC-TX-534,TX,IVX-385075,5.9.3,2025-07-25,alarm_failure,78.6,78.6,78.6,100.0,100.0,no_harm,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00292,FAC-CA-717,CA,IVX-721792,5.10.1,2025-01-10,normal_operation,55.9,55.9,55.9,100.0,100.0,therapy_delay,N,N/A,No action required
REC-00293,FAC-FL-385,FL,IVX-554754,5.9.3,2025-12-08,alarm_failure,83.2,83.2,83.2,25.0,25.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00294,FAC-FL-827,FL,IVX-391030,5.10.1,2025-05-17,unexpected_shutdown,62.3,14.3,0.3,25.0,25.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00295,FAC-MI-731,MI,IVX-770647,5.10.1,2025-10-01,unexpected_shutdown,86.3,17.2,7.7,5.0,5.0,injury,Y,21 CFR 803.50(a)(1),Software updated to 5.10.2
REC-00296,FAC-MI-245,MI,IVX-267672,5.9.3,2025-12-17,normal_operation,87.2,87.2,87.2,10.0,10.0,no_harm,Y,21 CFR 803.50(a)(1),No action required
REC-00297,FAC-IL-515,IL,IVX-971504,5.10.0,2025-08-13,ui_freeze_dual_zero,49.2,49.2,49.2,25.0,0.0,near_miss,N,N/A,Software updated to 5.10.2
REC-00298,FAC-MI-668,MI,IVX-285806,5.10.1,2025-03-07,battery_soc_error,47.7,63.0,23.3,10.0,10.0,near_miss,N,N/A,Software updated to 5.10.2
